N	2gram	Propp_Morf	StatiiOP
352	очень часто	6	4
353	должны быть	2	4
354	и тот	2	4
355	иметь в	1	4
356	была не	1	4
357	у которого	1	4
358	вопрос в	2	4
359	показывает что	1	4
360	а потому	2	4
361	в последнем	3	4
362	если в	7	4
363	сюда относится	1	4
364	не зная	1	4
365	в форме	6	4
366	они не	3	4
367	обращается к	1	4
368	это время	1	4
369	нет не	1	4
370	связанные с	1	4
371	нет в	1	4
372	ничего общего	1	4
373	здесь нет	1	4
374	все они	1	4
375	в основе	2	4
376	более чем	1	4
377	связана с	3	4
378	быть не	1	4
379	и тогда	3	4
380	тех пор	1	4
381	в обоих	2	4
382	не знает	2	4
383	им в	1	4
384	состоит в	3	4
385	для изучения	1	4
386	в образе	6	4
387	которые в	1	4
388	материала и	1	4
389	бы на	1	4
390	а на	3	4
391	или в	6	4
392	случае не	4	4
393	очень большое	1	4
394	есть в	1	4
395	нисколько не	1	4
396	чем в	2	4
397	разница между	1	4
398	значит что	4	4
399	а по	3	4
400	и их	3	4
401	еще в	1	4
402	что его	4	4
403	как мы	8	4
404	же можно	3	4
405	но для	3	4
406	от него	2	3
407	является в	2	3
408	е не	1	3
409	работ по	1	3
410	в следующих	1	3
411	которые по	1	3
412	а затем	10	3
413	то не	1	3
414	или иной	1	3
415	чтобы в	1	3
416	более или	2	3
417	из нее	1	3
418	их в	2	3
419	к этой	1	3
420	больше чем	1	3
421	можно считать	1	3
422	ii и	1	3
423	но эти	3	3
424	представляет собой	17	3
425	к своей	1	3
426	точно и	1	3
427	с помощью	1	3
428	смысле слова	4	3
429	и была	1	3
430	очень большой	1	3
431	видно что	5	3
432	о тех	1	3
433	во всей	1	3
434	на котором	4	3
435	не то	1	3
436	бы то	3	3
437	без всякой	2	3
438	что при	3	3
439	и некоторые	1	3
440	как его	1	3
441	также в	2	3
442	и до	1	3
443	больше всего	1	3
444	в других	5	3
445	вопроса о	3	3
446	бы в	2	3
447	формы в	1	3
448	имеет ничего	1	3
449	не дает	1	3
450	то ни	3	3
451	совсем не	3	3
452	или же	7	3
453	в рассказе	1	3
454	не будет	1	3
455	тем и	2	3
456	или иное	1	3
457	к первому	1	3
458	точно также	1	3
459	i и	1	3
460	в один	3	3
461	что до	2	3
462	однако и	1	3
463	считаться с	2	3
464	представляют собой	16	3
465	это уже	3	3
466	вот как	2	3
467	борьбы с	1	3
468	ниже в	2	3
469	со всеми	1	3
470	если это	3	3
471	отношения к	1	3
472	относятся к	2	3
473	себя и	2	3
474	бы не	1	3
475	о котором	1	3
476	которая не	1	3
477	перед нами	14	3
478	вытекает из	2	3
479	в свою	1	3
480	так чтобы	1	3
481	с большой	2	3
482	на основании	1	3
483	а во	3	3
484	заметить что	11	3
485	в данной	2	3
486	здесь не	3	3
487	а вовсе	2	3
488	действующего лица	1	3
489	он должен	3	3
490	как к	1	3
491	этом случае	10	3
492	но на	1	3
493	в нашей	1	3
494	может не	2	3
495	сколько в	1	3
496	так в	1	3
497	не значит	3	3
498	что так	1	3
499	в полном	1	3
500	иногда и	2	3
501	но эта	1	3
502	это еще	2	3
503	что о	2	3
504	еще что	1	3
505	о жизни	1	3
506	и как	6	3
507	к концу	1	3
508	или менее	2	3
509	к истории	1	3
510	она не	2	3
511	сомневаться в	1	3
512	конечно в	1	3
513	том кто	1	3
514	от того	4	3
515	в плане	1	3
516	и ее	5	3
517	этом и	1	3
518	это можно	2	3
519	действительно не	1	3
520	в голову	1	3
521	все более	1	3
522	ли в	1	3
523	ведь и	1	3
524	и наконец	1	3
525	еще несколько	1	2
526	для всех	1	2
527	на тот	1	2
528	между собою	2	2
529	в момент	1	2
530	рассказ о	1	2
531	зрения их	1	2
532	сверх того	1	2
533	также не	1	2
534	дело с	1	2
535	это значит	1	2
536	тем как	1	2
537	или нет	2	2
538	те же	1	2
539	потому не	2	2
540	точно так	2	2
541	остановиться на	1	2
542	указано что	1	2
543	к другу	2	2
544	на свой	1	2
545	даны в	1	2
546	по их	5	2
547	которым он	1	2
548	мысль о	1	2
549	из самых	1	2
550	принадлежат к	1	2
551	обоих случаях	2	2
552	одновременно и	1	2
553	роль в	2	2
554	прочим и	1	2
555	он является	1	2
556	тем в	1	2
557	ответить на	2	2
558	такие случаи	3	2
559	по тем	1	2
560	входит в	4	2
561	это его	1	2
562	но то	1	2
563	очень широко	1	2
564	втором случае	1	2
565	на пути	4	2
566	и когда	2	2
567	превращается в	2	2
568	то как	2	2
569	свою очередь	1	2
570	ср также	1	2
571	настоящее время	3	2
572	но к	1	2
573	именно на	1	2
574	какой степени	1	2
575	для этой	3	2
576	следует еще	2	2
577	но там	1	2
578	выше было	1	2
579	иных случаях	2	2
580	него самого	1	2
581	с тех	1	2
582	следить за	1	2
583	видит в	1	2
584	то она	1	2
585	работы и	1	2
586	бы только	1	2
587	в интересах	2	2
588	литература о	1	2
589	как по	1	2
590	и она	1	2
591	уже давно	1	2
592	между собой	5	2
593	к вопросу	2	2
594	той или	1	2
595	области изучения	1	2
596	принципов и	1	2
597	ту же	2	2
598	с какой	1	2
599	является его	1	2
600	на нем	3	2
601	сюда относятся	2	2
602	его жизнь	1	2
603	не место	1	2
604	в нее	2	2
605	в иных	4	2
606	когда мы	1	2
607	ни одной	2	2
608	говорил об	1	2
609	бы быть	1	2
610	чаще всего	11	2
611	его к	1	2
612	с ее	1	2
613	которой есть	2	2
614	в одну	2	2
615	до его	1	2
616	еще одно	1	2
617	она является	1	2
618	быть и	2	2
619	были бы	1	2
620	бы они	2	2
621	ее появления	1	2
622	из ивана	1	2
623	и этот	2	2
624	за ним	1	2
625	надо сказать	1	2
626	его с	1	2
627	с такой	1	2
628	на первом	1	2
629	и при	3	2
630	связанное с	1	2
631	за это	1	2
632	их и	1	2
633	это положение	2	2
634	показать что	4	2
635	но вот	2	2
636	кем и	1	2
637	как не	1	2
638	состоит из	3	2
639	никем не	1	2
640	мы имели	1	2
641	этого материала	1	2
642	тему в	1	2
643	чем же	1	2
644	а если	4	2
645	может создать	1	2
646	не дают	1	2
647	тех же	4	2
648	в пример	1	2
649	это явление	5	2
650	первой трети	1	2
651	случае и	1	2
652	значение этого	1	2
653	это то	1	2
654	можно усмотреть	1	2
655	что судьба	1	2
656	хотя это	1	2
657	в середине	2	2
658	те или	1	2
659	значение для	1	2
660	приводит в	1	2
661	от других	2	2
662	ни были	1	2
663	более и	1	2
664	исключить из	1	2
665	тогда как	2	2
666	также с	1	2
667	имеем в	8	2
668	в деревне	1	2
669	мог бы	1	2
670	или с	3	2
671	ни было	2	2
672	которое он	1	2
673	лишь о	1	2
674	далеко не	5	2
675	характера и	1	2
676	ли можно	1	2
677	он может	2	2
678	по отдельным	2	2
679	все с	1	2
680	в настоящее	3	2
681	только о	1	2
682	д г	7	2
683	тот же	1	2
684	с того	3	2
685	д и	2	2
686	но есть	3	2
687	меня не	1	2
688	из этой	1	2
689	не означает	2	2
690	это делает	1	2
691	сам он	3	2
692	и вот	1	2
693	и этим	7	2
694	на что	1	2
695	где он	1	2
696	на которой	1	2
697	собой в	2	2
698	как нечто	1	2
699	отступление от	1	2
700	отдельных случаях	3	2
701	нет это	1	2
702	без всяких	1	2
703	зависеть от	1	2
704	с теми	4	2
705	где нет	1	2
706	кто в	1	2
707	нет возможности	1	2
708	говорят о	1	2
709	становится понятным	1	2
710	по своему	2	2
711	на все	1	2
712	сразу же	2	2
713	бы мы	1	2
714	в ином	3	2
715	и таким	2	2
716	совершенно ясно	1	2
717	другом случае	1	2
718	что от	1	2
719	в таких	3	2
720	отличие от	1	2
721	в поле	5	2
722	в наши	2	2
723	так называемой	1	2
724	где я	1	2
725	и ни	1	2
726	здесь только	2	2
727	при сравнении	1	2
728	на другое	1	2
729	что там	2	2
730	и может	1	2
731	в пределах	3	2
732	не должно	1	2
733	не требует	1	2
734	повод для	1	2
735	было указано	1	2
736	бы по	1	2
737	в рамках	1	2
738	самые разнообразные	1	2
739	же самое	1	2
740	вступают в	3	2
741	бы он	1	2
742	из другой	3	2
743	в эти	1	2
744	л а	1	2
745	и совершенно	1	2
746	здесь следует	1	2
747	котором говорит	1	1
748	во всем	1	1
749	мы можем	5	1
750	какого бы	1	1
751	всего это	3	1
752	изучение это	1	1
753	это утверждение	1	1
754	могут иметь	2	1
755	которой все	2	1
756	еще раз	1	1
757	можно говорить	1	1
758	отвечает на	1	1
759	они их	1	1
760	сказкой о	1	1
761	со вторым	2	1
762	самого себя	2	1
763	с толку	1	1
764	не русская	1	1
765	которые также	1	1
766	за исключением	1	1
767	будущих поколений	1	1
768	совершенно очевидно	1	1
769	всех случаях	1	1
770	но является	1	1
771	по всему	3	1
772	особый смысл	1	1
773	на работу	2	1
774	вопросу о	2	1
775	не исключает	2	1
776	этому соответствует	1	1
777	вступает в	1	1
778	его чтобы	1	1
779	громким голосом	1	1
780	которым они	1	1
781	и был	1	1
782	ни стало	1	1
783	этого может	1	1
784	и рядом	1	1
785	в ф	1	1
786	иначе но	1	1
787	одному из	3	1
788	например с	2	1
789	когда говорят	1	1
790	а есть	1	1
791	в открытом	1	1
792	что основные	1	1
793	а a	1	1
794	ссылкой на	1	1
795	точности соответствует	2	1
796	с собой	3	1
797	a и	1	1
798	это определение	1	1
799	этом основании	1	1
800	научная литература	1	1
801	очень важных	1	1
802	положения в	1	1
803	или во	1	1
804	о необходимости	1	1
805	он имеет	1	1
806	в материал	1	1
807	влюбляется в	1	1
808	старшего поколения	1	1
809	я за	1	1
810	некоторые другие	1	1
811	которого можно	1	1
812	знает где	1	1
813	каким образом	1	1
814	пользоваться совершенно	1	1
815	если он	2	1
816	или другие	1	1
817	и другим	3	1
818	дело совсем	1	1
819	необходимо для	1	1
820	там же	1	1
821	начинается с	5	1
822	уже указано	1	1
823	в собственном	3	1
824	в бою	3	1
825	духа в	1	1
826	наши дни	1	1
827	формальных приемов	1	1
828	представляли собой	1	1
829	они ни	1	1
830	перечисление имен	1	1
831	прошлого века	1	1
832	с третьим	1	1
833	углом зрения	2	1
834	становится особенно	1	1
835	в ряду	1	1
836	где оно	2	1
837	и нет	1	1
838	был совершенно	1	1
839	обращено внимание	1	1
840	основанный на	1	1
841	случай в	2	1
842	и вариантах	2	1
843	а второй	1	1
844	исследований и	1	1
845	самый способ	1	1
846	некоторые из	3	1
847	этот прием	1	1
848	которые мы	1	1
849	или вернее	1	1
850	у царя	1	1
851	xiv в	1	1
852	нельзя было	2	1
853	ходе действия	5	1
854	в приведенных	1	1
855	во первых	1	1
856	материал но	1	1
857	всего этого	1	1
858	служит также	1	1
859	д в	2	1
860	но во	1	1
861	в каких	2	1
862	случае она	1	1
863	ночи на	2	1
864	а после	1	1
865	вопроса об	1	1
866	вырастает в	1	1
867	часто дает	1	1
868	особое место	2	1
869	об отношении	1	1
870	только на	1	1
871	победы над	1	1
872	приходит к	1	1
873	е годы	1	1
874	средства которые	1	1
875	могут вызвать	1	1
876	не вполне	1	1
877	что ее	1	1
878	сказок и	2	1
879	они предоставляют	1	1
880	так называемых	2	1
881	перед ним	1	1
882	в глаза	2	1
883	оно также	1	1
884	с другим	1	1
885	так то	1	1
886	могут и	2	1
887	убежден что	1	1
888	отношении между	1	1
889	сведений о	1	1
890	особая наука	1	1
891	наряду с	7	1
892	они должны	1	1
893	таких условиях	1	1
894	с большим	1	1
895	наиболее яркие	1	1
896	такая же	1	1
897	в нашем	6	1
898	находится в	1	1
899	с этими	1	1
900	материала к	2	1
901	материал в	1	1
902	и отдельные	1	1
903	как результат	1	1
904	когда в	2	1
905	он сам	1	1
906	также является	1	1
907	лишь при	1	1
908	идут в	1	1
909	и две	1	1
910	можно сомневаться	1	1
911	г он	7	1
912	для одной	1	1
913	затем следуют	1	1
914	классификация в	1	1
915	себя в	2	1
916	дает возможность	1	1
917	лиц мы	1	1
918	приведены в	2	1
919	в подобных	1	1
920	действуют как	1	1
921	лиц в	3	1
922	лиц по	2	1
923	все известные	2	1
924	очень многое	3	1
925	строится по	1	1
926	д все	2	1
927	истории изучения	1	1
928	большим количеством	1	1
929	в или	1	1
930	руслан и	1	1
931	не противоречит	1	1
932	элемент в	2	1
933	пр с	1	1
934	один пример	1	1
935	отнимает у	1	1
936	указать на	1	1
937	время и	1	1
938	что каждая	1	1
939	очень далеко	1	1
940	следует сказать	1	1
941	к себе	2	1
942	в состоянии	1	1
943	или они	1	1
944	формы но	1	1
945	сравнить с	1	1
946	обращаются с	3	1
947	а и	3	1
948	то для	1	1
949	вариантах и	1	1
950	этим стоит	1	1
951	помимо того	1	1
952	второго и	1	1
953	эти детали	1	1
954	о себе	1	1
955	в с	1	1
956	на войну	1	1
957	должен решаться	1	1
958	общие вопросы	1	1
959	что несмотря	1	1
960	то получается	2	1
961	многих отношениях	1	1
962	теряет свою	1	1
963	два раза	5	1
964	была такова	1	1
965	с другими	2	1
966	иными словами	1	1
967	относятся такие	1	1
968	об их	1	1
969	вещей на	1	1
970	ряду с	1	1
971	что очень	1	1
972	и притом	1	1
973	нужно иметь	1	1
974	о возможности	1	1
975	они представляют	1	1
976	из приведенных	3	1
977	из важнейших	1	1
978	результатом этого	1	1
979	прежде чем	5	1
980	и говорит	1	1
981	два типа	1	1
982	№ и	4	1
983	тут и	1	1
984	которое в	1	1
985	к каждой	1	1
986	здесь же	3	1
987	и всю	1	1
988	должны найти	1	1
989	но сказка	3	1
990	литературе и	1	1
991	подходит под	1	1
992	будет зависеть	1	1
993	же оно	2	1
994	лишь на	2	1
995	между ними	1	1
996	но иногда	1	1
997	встречается в	4	1
998	по одному	1	1
999	большой долей	1	1
1000	большинстве случаев	3	1
1001	при ближайшем	1	1
1002	действующим лицам	2	1
1003	вообще следует	1	1
1004	а эта	2	1
1005	вариантов но	1	1
1006	средство для	2	1
1007	иногда не	1	1
1008	точек зрения	1	1
1009	из одного	1	1
1010	например как	1	1
1011	быть приведены	1	1
1012	что следовательно	1	1
1013	словами не	1	1
1014	по делам	1	1
1015	через а	1	1
1016	вопрос что	3	1
1017	свое место	1	1
1018	большой интерес	1	1
1019	только во	1	1
1020	а потом	2	1
1021	я был	1	1
1022	из головы	1	1
1023	и нарушение	1	1
1024	здесь как	1	1
1025	но можно	1	1
1026	его появления	1	1
1027	превращаясь в	1	1
1028	задачей но	1	1
1029	увидим ниже	6	1
1030	системе и	1	1
1031	как они	2	1
1032	можно сравнить	2	1
1033	то второй	1	1
1034	дана в	1	1
1035	подобные же	2	1
1036	при отсутствии	1	1
1037	так мы	1	1
1038	на новый	1	1
1039	а разве	1	1
1040	на другой	1	1
1041	другом значении	2	1
1042	ряда других	1	1
1043	самому себе	1	1
1044	вывод который	1	1
1045	уже по	1	1
1046	на которых	1	1
1047	это по	1	1
1048	своих предшественников	1	1
1049	под углом	2	1
1050	что новые	1	1
1051	требует еще	1	1
1052	одно и	1	1
1053	ли считать	1	1
1054	и определение	1	1
1055	один раз	2	1
1056	является фикцией	1	1
1057	является одним	1	1
1058	однако что	1	1
1059	особого внимания	1	1
1060	но так	2	1
1061	образом если	2	1
1062	несколько ниже	1	1
1063	которых один	2	1
1064	что бы	1	1
1065	в известных	1	1
1066	могла бы	4	1
1067	и несколько	1	1
1068	не говорится	1	1
1069	он в	1	1
1070	выводы об	1	1
1071	чем она	1	1
1072	однако в	2	1
1073	и никогда	1	1
1074	в систему	1	1
1075	друг другу	1	1
1076	приведенные строки	1	1
1077	о его	4	1
1078	самостоятельно и	1	1
1079	быть результатом	1	1
1080	материала в	1	1
1081	иногда это	1	1
1082	и г	1	1
1083	ее а	1	1
1084	и есть	3	1
1085	мы будем	3	1
1086	и гораздо	1	1
1087	итак в	1	1
1088	в силу	1	1
1089	этот элемент	5	1
1090	в совершенно	2	1
1091	оно может	4	1
1092	следует заметить	2	1
1093	сказать о	2	1
1094	но кроме	1	1
1095	это совершенно	1	1
1096	для чего	1	1
1097	другие это	1	1
1098	на камне	1	1
1099	две функции	1	1
1100	где мы	1	1
1101	можно отметить	2	1
1102	при дворе	1	1
1103	собою мы	1	1
1104	вопросом о	1	1
1105	других вопросов	1	1
1106	не составляют	1	1
1107	и живого	1	1
1108	собственном смысле	3	1
1109	образом и	1	1
1110	в сказках	3	1
1111	и возможно	1	1
1112	глаз а	1	1
1113	друг к	2	1
1114	они и	5	1
1115	как с	1	1
1116	для каждой	3	1
1117	мы приходим	3	1
1118	приведены выше	1	1
1119	себе представить	1	1
1120	на западе	1	1
1121	на анализе	1	1
1122	исходить из	1	1
1123	которые он	1	1
1124	на ее	1	1
1125	героя в	5	1
1126	приведем один	1	1
1127	сказки в	3	1
1128	своих героев	1	1
1129	после получения	1	1
1130	или иные	2	1
1131	большую роль	1	1
1132	на те	1	1
1133	сказках в	2	1
1134	по принципу	1	1
1135	три дня	1	1
1136	уже говорить	1	1
1137	в другой	1	1
1138	неблагополучно обстоит	1	1
1139	пр на	1	1
1140	он действует	2	1
1141	в живых	3	1
1142	очень высоко	1	1
1143	это иван	1	1
1144	основная функция	1	1
1145	и делает	1	1
1146	но этого	1	1
1147	то с	3	1
1148	и дает	2	1
1149	остается невыясненным	1	1
1150	и создает	1	1
1151	нельзя ли	1	1
1152	совершенно иное	1	1
1153	он лишь	1	1
1154	связанная с	1	1
1155	другое что	1	1
1156	во дворце	1	1
1157	и самая	1	1
1158	вообще с	1	1
1159	этой точки	1	1
1160	во что	1	1
1161	вместо того	1	1
1162	почти всегда	1	1
1163	следовательно в	1	1
1164	частью в	1	1
1165	одновременно с	1	1
1166	женится на	3	1
1167	зная о	1	1
1168	из пяти	1	1
1169	никакого влияния	1	1
1170	вполне точно	2	1
1171	и действительно	1	1
1172	по собственному	1	1
1173	к самым	1	1
1174	является результатом	2	1
1175	очень важный	2	1
1176	есть нечто	3	1
1177	на противодействие	2	1
1178	что такой	1	1
1179	и правильной	1	1
1180	не соответствуют	1	1
1181	которые могут	1	1
1182	и просто	1	1
1183	отнесены к	1	1
1184	в количестве	2	1
1185	таких случаях	2	1
1186	приводит к	3	1
1187	двумя разновидностями	1	1
1188	как живые	1	1
1189	№ в	1	1
1190	ad hoc	1	1
1191	возникает вопрос	3	1
1192	на своем	1	1
1193	к другому	2	1
1194	лица в	1	1
1195	первой же	1	1
1196	словами и	1	1
1197	предметы из	1	1
1198	формах но	1	1
1199	другими формами	1	1
1200	они по	1	1
1201	к данной	1	1
1202	но оно	2	1
1203	не подходит	1	1
1204	ни к	2	1
1205	для сравнения	1	1
1206	его и	2	1
1207	можно сделать	2	1
1208	давно и	1	1
1209	совпадал с	1	1
1210	должно быть	1	1
1211	действия но	1	1
1212	на самого	1	1
1213	можно установить	2	1
1214	по этим	2	1
1215	типа все	1	1
1216	и представляют	2	1
1217	какие же	1	1
1218	ли говорить	1	1
1219	и красоту	1	1
1220	же функции	2	1
1221	занимается тем	1	1
1222	ли он	1	1
1223	такую же	2	1
1224	к отдельным	2	1
1225	в царской	1	1
1226	материала а	2	1
1227	на отношения	1	1
1228	этих проблем	1	1
1229	но здесь	2	1
1230	сажает в	1	1
1231	благополучно а	1	1
1232	и больше	2	1
1233	самый страшный	1	1
1234	только один	1	1
1235	то все	1	1
1236	смысл который	1	1
1237	которые должны	1	1
1238	что многие	2	1
1239	в приложении	1	1
1240	важны для	1	1
1241	на примере	1	1
1242	а при	1	1
1243	большей частью	6	1
1244	варианты со	1	1
1245	при анализе	1	1
1246	которое будет	1	1
1247	не представляет	1	1
1248	затем уже	2	1
1249	все как	1	1
1250	видели выше	1	1
1251	из наиболее	1	1
1252	и там	1	1
1253	стороны ее	2	1
1254	если мы	6	1
1255	поставить на	1	1
1256	раз при	1	1
1257	характерен для	1	1
1258	в текстах	1	1
1259	формы для	1	1
1260	деле в	1	1
1261	то здесь	3	1
1262	не стоит	1	1
1263	на русском	1	1
1264	русском языке	1	1
1265	это сделано	1	1
1266	собственному усмотрению	1	1
1267	друг друга	3	1
1268	же он	1	1
1269	показать как	2	1
1270	но которые	1	1
1271	пришлось бы	1	1
1272	собственно говоря	1	1
1273	затем о	1	1
1274	эту форму	1	1
1275	пример в	1	1
1276	с просьбой	3	1
1277	высшей степени	1	1
1278	не выдерживает	1	1
1279	всего надо	1	1
1280	к началу	4	1
1281	и такой	1	1
1282	хотя эти	2	1
1283	то они	2	1
1284	знать что	2	1
1285	всегда можно	1	1
1286	с но	1	1
1287	ему в	1	1
1288	ничем не	2	1
1289	является то	1	1
1290	часто повторяющиеся	1	1
1291	в последней	1	1
1292	при таких	1	1
1293	является следствием	1	1
1294	не будем	5	1
1295	к соединению	1	1
1296	все таки	1	1
1297	ссылки и	1	1
1298	есть но	1	1
1299	на ряду	1	1
1300	в формах	1	1
1301	о нем	1	1
1302	мало того	1	1
1303	нам еще	2	1
1304	и наоборот	4	1
1305	лиц и	1	1
1306	то мы	5	1
1307	состоят из	1	1
