N	2gram	Bakhtin_Fr	TeoriaLi
219	мира в	1	3
220	в той	2	2
221	о жизни	1	2
222	более не	2	2
223	мире и	1	2
224	и другие	5	2
225	образом и	2	2
226	для всех	4	2
227	один из	6	2
228	и здесь	6	2
229	и мира	2	2
230	и на	12	2
231	и любые	1	2
232	если в	3	2
233	всех и	4	2
234	жизни а	1	2
235	которая в	2	2
236	на этом	7	2
237	а затем	7	2
238	в году	6	2
239	внутреннюю свободу	1	2
240	не могут	3	2
241	вещами и	2	2
242	в них	12	2
243	и даже	6	2
244	самом деле	6	2
245	на мир	7	2
246	заключается в	1	2
247	имеет дело	1	2
248	обращается к	1	2
249	значения и	2	2
250	в одно	2	2
251	с ними	1	2
252	вместе с	5	2
253	дома и	1	2
254	жизни в	3	2
255	не вполне	1	2
256	себя и	2	2
257	собою в	1	2
258	в следующей	1	2
259	всей своей	2	2
260	жизни на	2	2
261	своей жизни	2	2
262	к своему	2	2
263	о том	8	2
264	казалось бы	2	2
265	при всем	1	2
266	при всей	1	2
267	это и	10	2
268	еще и	6	2
269	ними и	1	2
270	во внешнем	1	2
271	в прозе	1	2
272	совершенно иной	1	2
273	к нему	5	2
274	в значительной	2	2
275	имеет в	1	2
276	времени в	2	2
277	сознания в	1	2
278	и больше	2	2
279	для меня	1	2
280	не могло	3	2
281	только на	1	2
282	и это	5	2
283	превращается в	5	2
284	времени и	4	2
285	значительной степени	1	2
286	ногами и	1	2
287	или говоря	1	2
288	самом начале	2	2
289	соответствии с	2	2
290	если мы	3	2
291	тем же	1	2
292	места для	1	2
293	что она	4	2
294	для понимания	1	2
295	до известной	4	2
296	здесь не	7	2
297	коем случае	1	2
298	на котором	2	2
299	в мировой	3	2
300	он и	6	2
301	в системе	2	2
302	не просто	1	2
303	в самой	8	2
304	только о	2	2
305	это своего	2	2
306	на время	5	2
307	жизни но	1	2
308	истории литературы	1	2
309	то в	3	2
310	что они	3	2
311	но на	3	2
312	основе своей	1	2
313	в коем	1	2
314	на вопрос	1	2
315	в поэзии	3	2
316	не принадлежит	1	2
317	одной из	6	2
318	несмотря на	3	2
319	внешнем мире	2	2
320	в формах	1	2
321	ее в	1	2
322	все это	15	2
323	что и	8	2
324	у нас	3	2
325	xix века	1	2
326	что каждый	1	2
327	к жизни	1	2
328	у него	4	2
329	от всех	6	2
330	в присутствии	1	2
331	и некоторые	1	2
332	дело в	5	2
333	он оказывается	2	2
334	этих двух	1	2
335	не могли	1	2
336	в конце	12	2
337	тому что	1	2
338	случае не	1	2
339	на фоне	4	2
340	не от	1	2
341	первой части	4	2
342	только и	1	2
343	это было	4	2
344	границ между	1	2
345	в чем	6	2
346	делает его	2	2
347	об этом	5	2
348	должен быть	2	2
349	это тоже	1	2
350	тем более	3	2
351	из виду	1	2
352	о себе	1	2
353	но как	1	2
354	свободы но	1	2
355	дело не	1	2
356	быть и	1	2
357	и существенно	2	2
358	в первом	3	2
359	но она	5	2
360	свою жизнь	1	2
361	одно и	1	2
362	и является	1	2
363	за пределы	4	2
364	человека и	1	2
365	в большинстве	6	2
366	так же	13	2
367	числе и	3	2
368	и особенно	1	2
369	тот кто	1	2
370	о его	1	2
371	и прежде	4	2
372	как будто	2	2
373	право на	10	2
374	включает в	2	2
375	события в	1	2
376	этой системе	1	2
377	ни был	1	2
378	чем и	1	2
379	чтобы не	2	2
380	своей роли	1	2
381	в пространстве	1	2
382	могло быть	1	2
383	мира с	2	2
384	в особенности	7	1
385	характера как	1	1
386	от него	2	1
387	в последующих	1	1
388	все что	3	1
389	и против	1	1
390	и эпизод	1	1
391	можно говорить	2	1
392	европейской традиции	1	1
393	не позволяет	1	1
394	одном случае	1	1
395	же и	2	1
396	сатиры как	1	1
397	человеческое тело	1	1
398	индивидуальной жизни	1	1
399	и свою	1	1
400	на празднике	1	1
401	также что	1	1
402	тех кто	2	1
403	существенным образом	1	1
404	его с	1	1
405	все люди	1	1
406	граница между	3	1
407	образа и	2	1
408	можно назвать	1	1
409	связей с	1	1
410	и дает	1	1
411	это игра	1	1
412	а у	1	1
413	же образом	1	1
414	что это	4	1
415	с ним	6	1
416	это уже	1	1
417	тем как	2	1
418	что свобода	1	1
419	в сущности	13	1
420	никак не	3	1
421	в другой	1	1
422	говорит о	1	1
423	раскрывает нам	2	1
424	самой жизни	2	1
425	те же	1	1
426	не как	3	1
427	в общечеловеческом	1	1
428	первых двух	1	1
429	с ума	1	1
430	из того	1	1
431	они несут	3	1
432	сама жизнь	1	1
433	представлений о	3	1
434	и другими	2	1
435	любые другие	1	1
436	дается в	4	1
437	особенно если	1	1
438	в результате	5	1
439	не несет	1	1
440	не бывает	1	1
441	и вполне	1	1
442	и само	2	1
443	литературной речи	1	1
444	где образ	1	1
445	и первый	1	1
446	в центре	1	1
447	со всеми	6	1
448	как было	1	1
449	с мотивом	1	1
450	должен был	1	1
451	их не	1	1
452	не случайна	1	1
453	чтобы в	1	1
454	все то	6	1
455	системе образов	4	1
456	до этого	1	1
457	между всеми	1	1
458	фигуры и	1	1
459	о мире	2	1
460	в наших	1	1
461	жизнь в	1	1
462	мы говорим	1	1
463	все моменты	1	1
464	в новую	1	1
465	значение в	1	1
466	слова с	1	1
467	можно даже	1	1
468	пусть это	1	1
469	тем что	3	1
470	от всего	1	1
471	это первый	1	1
472	и будет	1	1
473	то время	4	1
474	не поверить	1	1
475	принадлежат к	1	1
476	но самое	1	1
477	и другим	2	1
478	литературе как	1	1
479	с тем	3	1
480	стороны в	3	1
481	такая картина	1	1
482	к самому	1	1
483	он стоит	1	1
484	носа в	2	1
485	с такими	1	1
486	что по	3	1
487	в обычной	1	1
488	все же	7	1
489	в словах	1	1
490	не имеет	4	1
491	смертью в	2	1
492	бы не	2	1
493	да и	2	1
494	здесь выступает	1	1
495	о котором	1	1
496	зависимости от	1	1
497	характерна для	1	1
498	и слово	3	1
499	в это	1	1
500	на их	1	1
501	друг от	1	1
502	которая не	2	1
503	которой не	1	1
504	общий знаменатель	1	1
505	на первый	4	1
506	будущее в	1	1
507	включая и	1	1
508	и внутренний	1	1
509	первый взгляд	1	1
510	с этим	6	1
511	все они	7	1
512	глубокий и	1	1
513	исходя из	1	1
514	существенный момент	2	1
515	со смертью	1	1
516	полноте и	1	1
517	не существует	1	1
518	носа у	1	1
519	в котором	3	1
520	проникнута вся	2	1
521	в действительности	1	1
522	и такие	1	1
523	и пр	1	1
524	время оно	1	1
525	сливается с	1	1
526	чувство же	1	1
527	взятое в	1	1
528	тех же	1	1
529	и конец	1	1
530	более чем	1	1
531	их восприятия	1	1
532	смерти но	1	1
533	всех его	1	1
534	она названа	1	1
535	изобразительные искусства	1	1
536	связана с	5	1
537	наконец в	1	1
538	не должно	1	1
539	и поэтому	2	1
540	платона и	1	1
541	самое существенное	1	1
542	имеются две	1	1
543	мяса с	1	1
544	которыми он	1	1
545	существенное значение	1	1
546	самого автора	2	1
547	в грубом	1	1
548	время в	1	1
549	обычно в	1	1
550	точно и	1	1
551	слова и	2	1
552	положений и	1	1
553	с которой	2	1
554	с помощью	6	1
555	жизни и	11	1
556	и вся	2	1
557	время ее	1	1
558	строго отграниченная	1	1
559	существенная сторона	1	1
560	и внешнее	2	1
561	втором случае	3	1
562	в различных	3	1
563	нос в	1	1
564	переходит к	1	1
565	и наиболее	2	1
566	одно из	2	1
567	целый ряд	2	1
568	и до	3	1
569	ряд эпизодов	1	1
570	и те	1	1
571	что произведение	1	1
572	не что	1	1
573	и внутренней	2	1
574	в истории	2	1
575	и находит	1	1
576	незаметно для	1	1
577	могут нести	1	1
578	и том	1	1
579	еще один	2	1
580	было и	1	1
581	жизни он	3	1
582	между людьми	1	1
583	второй половины	3	1
584	являются только	1	1
585	это разделение	1	1
586	и формы	1	1
587	этого мира	1	1
588	свободу от	1	1
589	я думаю	1	1
590	к третьему	1	1
591	к ним	2	1
592	человек должен	1	1
593	в комнате	1	1
594	жизнью но	1	1
595	его внешними	1	1
596	ее не	1	1
597	нас на	1	1
598	во внешней	1	1
599	него не	2	1
600	той же	6	1
601	ее как	2	1
602	игру в	1	1
603	на сцене	1	1
604	но именно	2	1
605	до конца	2	1
606	за его	2	1
607	с этими	1	1
608	только во	1	1
609	очень существенных	2	1
610	как я	1	1
611	нигде не	1	1
612	в одной	3	1
613	раз и	1	1
614	что все	4	1
615	еще одна	1	1
616	представляется более	1	1
617	действующие лица	1	1
618	том же	3	1
619	это будущее	1	1
620	момент в	2	1
621	одна из	1	1
622	своей полноте	1	1
623	всего к	1	1
624	языка но	2	1
625	и внутренняя	1	1
626	со словом	2	1
627	не мыслится	1	1
628	но если	1	1
629	здесь и	12	1
630	обращенной к	1	1
631	из участников	1	1
632	по поводу	5	1
633	когда для	1	1
634	между вещами	2	1
635	что даже	2	1
636	отречение от	2	1
637	ее содержание	1	1
638	к этим	1	1
639	друг друга	1	1
640	литературе в	2	1
641	все с	1	1
642	большей степени	1	1
643	они могут	1	1
644	и ценностями	1	1
645	и становится	1	1
646	из них	5	1
647	характерно что	4	1
648	тот же	4	1
649	начало и	1	1
650	а об	1	1
651	его естественной	1	1
652	друг другу	1	1
653	это придает	1	1
654	и возможности	3	1
655	эдипа и	1	1
656	ближе к	1	1
657	что автор	1	1
658	этих моментов	1	1
659	в свое	1	1
660	одном и	1	1
661	мы видим	6	1
662	в более	1	1
663	собой и	1	1
664	нами не	1	1
665	не поддается	1	1
666	так как	16	1
667	она и	2	1
668	от его	4	1
669	что иное	1	1
670	они не	5	1
671	после того	1	1
672	различие между	1	1
673	автору и	1	1
674	не во	1	1
675	юности и	1	1
676	на язык	1	1
677	свидетельствует о	1	1
678	ее на	1	1
679	первом случае	3	1
680	время и	2	1
681	действительно является	1	1
682	чем на	2	1
683	собой в	1	1
684	краткую характеристику	1	1
685	это особенно	1	1
686	который бы	1	1
687	от мира	2	1
688	на роль	1	1
689	начала и	1	1
690	неотделима от	1	1
691	же самую	1	1
692	эта встреча	1	1
693	переход к	1	1
694	подчеркнуть что	5	1
695	стихотворение в	2	1
696	художественной формы	1	1
697	себя самого	2	1
698	ведущая роль	2	1
699	души и	1	1
700	которого он	1	1
701	характерных для	1	1
702	свободу и	5	1
703	чем у	1	1
704	как у	2	1
705	и через	1	1
706	убийства и	2	1
707	одновременно и	4	1
708	же явления	1	1
709	тайны и	1	1
710	части романа	1	1
711	в герое	1	1
712	из своих	2	1
713	к определенному	1	1
714	на которой	1	1
715	этим словом	1	1
716	слово в	1	1
717	весь мир	10	1
718	в третьем	3	1
719	вокруг себя	1	1
720	праздничность в	1	1
721	тому же	5	1
722	раз в	2	1
723	свободы и	2	1
724	не была	1	1
725	ведь это	3	1
726	но с	1	1
727	ко второму	1	1
728	не было	3	1
729	слиться в	1	1
730	это всегда	1	1
731	принадлежит как	1	1
732	века и	2	1
733	от друга	1	1
734	реальной действительности	1	1
735	и более	1	1
736	для других	1	1
737	по утверждению	1	1
738	становления и	2	1
739	и где	1	1
740	но эта	3	1
741	на нее	1	1
742	же по	1	1
743	которое в	1	1
744	о каком	1	1
745	по существу	4	1
746	что не	4	1
747	виду что	1	1
748	и свободы	1	1
749	эту свободу	1	1
750	по ту	1	1
751	чтобы быть	1	1
752	характерное для	1	1
753	между этими	3	1
754	стихи и	1	1
755	не остается	4	1
756	мира а	2	1
757	и без	3	1
758	с жизнью	4	1
759	же оно	1	1
760	заполнить собою	1	1
761	фольклора и	1	1
762	не подлежит	2	1
763	и непристойность	1	1
764	на земле	2	1
765	большинстве случаев	6	1
766	все виды	1	1
767	между прочим	1	1
768	рядом с	6	1
769	акта в	2	1
770	является не	1	1
771	что ж	1	1
772	же точно	1	1
773	жизнью в	2	1
774	за это	1	1
775	как ее	2	1
776	от этого	2	1
777	особенности в	2	1
778	и со	1	1
779	остановимся на	2	1
780	по его	1	1
781	служит для	1	1
782	мук и	1	1
783	в двух	1	1
784	в условиях	3	1
785	на его	2	1
786	как ряд	1	1
787	из этого	5	1
788	единство и	3	1
789	поэтому у	1	1
790	смысловой значимости	1	1
791	и строго	1	1
792	особенно в	4	1
793	времени то	1	1
794	связаны с	8	1
795	бы в	5	1
796	войны и	2	1
797	на них	2	1
798	следующей главе	1	1
799	людей в	1	1
800	же как	4	1
801	контакт между	1	1
802	в каждом	3	1
803	нее нет	2	1
804	здесь как	4	1
805	грани между	1	1
806	полной мере	1	1
807	опираясь на	1	1
808	в уста	2	1
809	что от	1	1
810	в полной	1	1
811	как ни	1	1
812	вырождается в	1	1
813	он это	2	1
814	жизнь и	5	1
815	в пьесе	2	1
816	в своих	1	1
817	от окружающих	1	1
818	он ни	1	1
819	и праздника	1	1
820	значительное место	1	1
821	игра без	1	1
822	эти последние	3	1
823	является к	1	1
824	каждом из	1	1
825	до нас	4	1
826	очень часто	4	1
827	в лучшем	1	1
828	границы и	1	1
829	две стороны	1	1
830	если не	1	1
831	есть свидетельство	1	1
832	не дает	2	1
833	о трагическом	1	1
834	ту же	3	1
835	дистанции между	2	1
836	как человек	1	1
837	на всех	2	1
838	прямо как	1	1
839	всего только	1	1
840	она здесь	1	1
841	так что	1	1
842	из древнейших	2	1
843	на какие-то	1	1
844	или же	1	1
845	в разбираемом	1	1
846	говорить об	1	1
847	в развитии	1	1
848	в образы	1	1
849	именно потому	1	1
850	мире на	1	1
851	и их	6	1
852	и последовательность	1	1
853	и внутреннюю	1	1
854	это явление	2	1
855	в последние	1	1
856	главного героя	1	1
857	это была	1	1
858	между жизнью	1	1
859	можно было	5	1
860	др в	2	1
861	если она	1	1
862	но только	1	1
863	тем и	1	1
864	в европейском	1	1
865	является одним	2	1
866	ни одно	1	1
867	но дело	2	1
868	даже при	2	1
869	стороны и	1	1
870	еще два	1	1
871	свобода и	3	1
872	только то	1	1
873	и жизни	2	1
874	также и	11	1
875	у нее	3	1
876	как один	1	1
877	живота и	1	1
878	воспринимать ее	1	1
879	на это	1	1
880	было бы	5	1
881	например не	1	1
882	не по	1	1
883	из нее	1	1
884	же самое	3	1
885	вступают в	2	1
886	ту сторону	1	1
887	он в	4	1
888	как мы	16	1
889	в литературном	1	1
890	указывает на	1	1
891	общего с	1	1
892	в понимании	1	1
893	что для	1	1
894	его как	4	1
895	в зависимости	1	1
896	подход к	1	1
897	которые в	1	1
898	когда они	2	1
899	приводят к	1	1
900	обратимся к	2	1
901	связи между	1	1
902	основания для	1	1
903	не отделен	1	1
904	в резком	1	1
905	на отдельные	1	1
906	это ни	2	1
907	может показаться	1	1
908	и от	6	1
909	и есть	5	1
910	по этому	1	1
911	ряде произведений	1	1
912	здесь также	1	1
913	из его	2	1
914	происходит в	3	1
915	чаще всего	1	1
916	идет не	2	1
917	на то	2	1
918	в готовом	1	1
919	нуждается в	3	1
920	художественная литература	1	1
921	вот он	1	1
922	праздника нет	1	1
923	и только	2	1
924	и глубокий	1	1
925	отрешиться от	1	1
926	независимо от	3	1
927	лучшем случае	1	1
928	в него	1	1
929	для этого	2	1
930	крайними пределами	1	1
931	именно это	2	1
932	традиции как	2	1
933	дело здесь	3	1
934	в известной	5	1
935	есть не	1	1
936	жизнью и	1	1
937	образов и	8	1
938	кажется что	2	1
939	иное как	1	1
940	более того	3	1
941	котором он	1	1
