N	2gram	Tiupa_Anal	DiskursI
678	данной сфере	1	2
679	сознания в	4	2
680	и действия	2	2
681	одной и	1	2
682	а непосредственно	1	2
683	говорящий или	1	2
684	разворачивается в	1	2
685	шире своей	1	2
686	в различных	1	2
687	обращаясь к	2	2
688	е годы	1	2
689	к которой	1	2
690	а между	1	2
691	внимания к	1	2
692	принадлежит не	1	2
693	причине что	1	2
694	о литературе	3	2
695	немалой степени	1	2
696	было сказано	1	2
697	будучи в	1	2
698	обратим внимание	1	2
699	я с	1	2
700	сюжетная динамика	1	2
701	художественного времени	2	2
702	тех случаях	1	2
703	том чтобы	7	2
704	в нашем	3	2
705	на него	3	2
706	событий тогда	1	2
707	или пишущий	1	2
708	из трех	2	2
709	науке о	2	2
710	который в	3	2
711	не удивительно	2	2
712	в литературоведении	2	2
713	текст и	2	2
714	он сам	1	2
715	по поводу	4	2
716	что даже	2	2
717	индивидуальный характер	1	2
718	едва ли	4	2
719	другим что	1	2
720	к нему	4	2
721	таковыми не	1	2
722	всего в	3	2
723	в науках	1	2
724	бы то	3	2
725	не происходит	1	2
726	той мере	2	2
727	этих двух	1	2
728	собой и	1	2
729	к их	1	2
730	я на	1	2
731	системы ценностей	2	2
732	сознания с	1	2
733	в драме	2	2
734	должно быть	2	2
735	для реализации	1	2
736	теории литературы	1	2
737	при переходе	1	2
738	я как	2	2
739	как эстетической	2	2
740	ни было	4	2
741	их взаимодополнительности	1	2
742	бытия и	2	2
743	текст не	1	2
744	с другими	4	2
745	не от	1	2
746	иного рода	4	2
747	в выходе	1	2
748	у него	5	2
749	отношения между	2	2
750	сего времени	1	2
751	между персонажами	1	2
752	в разные	1	2
753	обнаруживает себя	3	2
754	что она	1	2
755	как его	1	2
756	все того	2	2
757	из уст	1	2
758	о смерти	1	2
759	очевидно что	1	2
760	человек в	3	2
761	герой в	1	2
762	его событийной	1	2
763	субъекта речи	1	2
764	и смертью	1	2
765	служит для	2	2
766	себе и	1	2
767	к мысли	1	2
768	на границе	1	2
769	а только	1	2
770	в чем	2	2
771	что как	3	2
772	бахтина о	1	2
773	вопроса о	4	2
774	не был	2	2
775	остается в	2	2
776	складывается из	2	2
777	повествователя в	1	2
778	точкой зрения	1	2
779	не имея	2	2
780	ни убавить	1	2
781	лица и	1	2
782	и быть	1	2
783	авторской активности	1	2
784	появляется в	2	2
785	не одного	1	2
786	выхожу один	1	2
787	он ничего	1	2
788	при отсутствии	1	2
789	сюжета и	1	2
790	всего лишь	11	2
791	м.м пришвина	1	2
792	личности и	3	2
793	своей внутренней	1	2
794	речи и	2	2
795	в случае	7	2
796	художественное целое	2	2
797	действующих лиц	1	2
798	дискурса это	3	2
799	не приходится	2	2
800	главного героя	3	2
801	также не	1	2
802	дискурса к	1	2
803	в современной	1	2
804	в историческом	1	2
805	личного существования	1	2
806	не совпадает	1	2
807	мира однако	1	2
808	могла бы	3	2
809	или меньшей	4	2
810	эстетической специфики	1	2
811	произведения в	14	2
812	только с	2	2
813	или о	1	2
814	субъективного впечатления	1	2
815	что может	2	2
816	в первой	2	2
817	обращен к	1	2
818	теми же	2	2
819	субъекта как	1	2
820	пространство общения	1	2
821	они были	1	2
822	его к	3	2
823	коммуникативный объект	1	2
824	а как	4	2
825	развития в	1	2
826	в него	1	2
827	чем и	3	2
828	бы я	1	2
829	лицо и	1	2
830	до его	2	2
831	она сама	1	2
832	надо полагать	1	2
833	утверждать что	1	2
834	один голос	2	2
835	не позволяет	2	2
836	во множестве	1	2
837	в чужой	1	2
838	как с	1	2
839	рассуждению бахтина	1	2
840	его из	1	2
841	завершающая фраза	1	2
842	как к	2	2
843	его с	1	2
844	на ее	1	2
845	ты прекрасно	1	2
846	в литературной	1	2
847	и при	1	2
848	и должно	1	2
849	удивительно что	2	2
850	не всякий	1	2
851	говорит и	2	2
852	и романа	2	2
853	романа в	4	2
854	нашего времени	3	2
855	из которых	4	2
856	а ван	1	2
857	поэтому в	1	2
858	разного рода	3	2
859	в отношении	2	2
860	к читателю	1	2
861	том и	2	2
862	этом как	1	2
863	социального взаимодействия	1	2
864	первый и	1	2
865	состоит что	1	2
866	о природе	1	2
867	сами по	3	2
868	т.д в	2	2
869	если бы	6	2
870	самом деле	3	2
871	как писал	3	2
872	последний как	1	2
873	самим собой	3	2
874	также может	3	2
875	от своего	3	2
876	ни о	3	2
877	ни одно	2	2
878	этот принципиально	1	2
879	в придании	1	2
880	о своей	2	2
881	к сыну	1	2
882	но отнюдь	2	2
883	поскольку в	2	2
884	себя и	5	2
885	организации сюжета	1	2
886	начале х	2	2
887	ни прибавить	1	2
888	выготским и	1	2
889	наиболее очевидным	1	2
890	высказывание в	1	2
891	и адресат	2	2
892	в любой	1	2
893	одним и	1	2
894	повседневного существования	1	2
895	время и	1	2
896	прибавить ни	1	2
897	тех же	1	2
898	не имеют	1	2
899	как ценностного	2	2
900	в роли	4	2
901	не должно	1	2
902	на основе	3	2
903	остановись мгновенье	1	2
904	со всей	1	2
905	и вся	1	2
906	на небесах	4	2
907	вступает в	4	2
908	отношении к	1	2
909	частности как	1	2
910	смысл в	1	2
911	с ментальным	1	2
912	вслед за	3	2
913	речевое поведение	1	2
914	каждый из	3	2
915	было и	1	2
916	и той	1	2
917	ритмических рядов	11	2
918	есть его	1	2
919	неотделима от	2	2
920	событий в	1	2
921	со своими	1	2
922	субъекта объекта	1	2
923	одного сознания	2	2
924	всякий раз	3	2
925	на этот	2	2
926	адресата при	1	2
927	этого слова	10	2
928	столько в	1	2
929	к предмету	4	2
930	друг друга	1	2
931	новом качестве	1	2
932	во времени	6	2
933	в самой	1	2
934	могли быть	1	2
935	ответ на	3	2
936	но на	1	2
937	это делает	1	2
938	не поддается	1	2
939	выходит за	1	2
940	на дорогу	2	2
941	для художественного	2	2
942	хоть и	1	2
943	может не	2	2
944	ни с	5	2
945	свидетельствует о	4	2
946	художественного высказывания	3	2
947	жанровой структуры	1	2
948	не всякая	1	2
949	возникает в	1	2
950	аналогичным образом	3	2
951	все это	2	2
952	в художественной	1	2
953	мифологические тексты	1	2
954	он как	1	2
955	на роль	2	2
956	дискурса состоит	1	2
957	той причине	1	2
958	себя самого	2	2
959	что с	1	2
960	ее в	2	2
961	высказывания с	1	2
962	видеть в	1	2
963	что собственно	1	2
964	или словами	1	2
965	в широком	4	2
966	ни чисто	2	2
967	же не	3	2
968	возможно только	1	2
969	как нечто	1	2
970	в дискурсе	1	2
971	другого в	3	2
972	это всегда	4	2
973	дискурса а	1	2
974	мифа и	1	2
975	за этим	1	2
976	это еще	2	2
977	по существу	1	2
978	он видел	1	2
979	литературного процесса	1	2
980	понимать как	3	2
981	персонажей а	1	2
982	текстом следует	1	2
983	случаях когда	1	2
984	эстетического субъекта	3	2
985	на фоне	5	2
986	перед собой	2	2
987	к концу	1	2
988	к своему	2	2
989	со своей	2	2
990	по его	2	2
991	в воображении	1	2
992	это было	1	2
993	текста однако	1	2
994	путь к	1	2
995	говорит об	1	2
996	вовсе не	4	2
997	за его	1	2
998	тем более	2	2
999	здесь также	1	2
1000	и другого	4	2
1001	совмещает в	1	2
1002	с фигурой	1	2
1003	сам повествователь	1	2
1004	событие самого	2	2
1005	которого и	1	2
1006	ожидания и	1	2
1007	как иногда	1	2
1008	ей в	1	2
1009	реплики в	2	2
1010	случае если	1	2
1011	что помимо	1	2
1012	ценностного центра	2	2
1013	его не	1	2
1014	один я	1	2
1015	я к	1	2
1016	м.м бахтин	1	2
1017	этого текста	2	2
1018	участников коммуникативного	1	2
1019	нельзя не	1	2
1020	мы должны	2	2
1021	быть и	1	2
1022	не знаю	2	2
1023	и их	2	2
1024	в науке	1	2
1025	оказывается своего	1	2
1026	целого в	5	2
1027	мгновенье ты	1	2
1028	эстетического отношения	8	2
1029	человека с	1	2
1030	х годов	2	2
1031	эстетическая модальность	1	2
1032	по той	1	2
1033	как их	1	2
1034	однако для	1	2
1035	при обращении	1	2
1036	ю.м лотмана	2	2
1037	к чужому	1	2
1038	внутритекстовых дискурсов	2	2
1039	такой же	3	2
1040	перформативные высказывания	1	2
1041	ряду всех	1	2
1042	на то	2	2
1043	включает в	1	2
1044	до сего	1	2
1045	и только	1	2
1046	определить как	1	2
1047	с первых	1	2
1048	которая и	1	2
1049	в немалой	1	2
1050	уже было	1	2
1051	и слушающих	1	2
1052	текста на	2	2
1053	это отнюдь	1	2
1054	есть не	9	2
1055	жизнью и	2	2
1056	для другого	1	2
1057	науки о	2	1
1058	ритмического ряда	12	1
1059	нем а	1	1
1060	для нее	2	1
1061	и называет	1	1
1062	не считает	1	1
1063	актуальность для	1	1
1064	мы и	1	1
1065	автором и	2	1
1066	к словесному	1	1
1067	еще аристотелем	1	1
1068	всего на	1	1
1069	возможно лишь	1	1
1070	же и	1	1
1071	типа как	1	1
1072	с героем	1	1
1073	г.а гуковский	1	1
1074	творчества в	1	1
1075	к этой	1	1
1076	случайным в	1	1
1077	они имеют	1	1
1078	есть откровение	1	1
1079	явлениях а	1	1
1080	эстетическим объектом	4	1
1081	и имеет	1	1
1082	случае мы	1	1
1083	позиций исторической	1	1
1084	степени как	1	1
1085	адекватного восприятия	1	1
1086	рассказе чехова	1	1
1087	это лишь	1	1
1088	самое следует	1	1
1089	в применении	1	1
1090	тому что	2	1
1091	сакрального начала	1	1
1092	специфику художественного	1	1
1093	даже в	5	1
1094	помимо воли	1	1
1095	его за	1	1
1096	представляет собою	2	1
1097	а вот	1	1
1098	мировой жизни	1	1
1099	как залоге	1	1
1100	вопрос зачем	1	1
1101	в разных	1	1
1102	тем как	2	1
1103	и был	1	1
1104	эффект как	1	1
1105	в большей	1	1
1106	существованием человека	1	1
1107	в категориях	2	1
1108	средняя длина	3	1
1109	как говорит	3	1
1110	быть описано	2	1
1111	язык как	1	1
1112	мир эксцессов	1	1
1113	этой композиционной	1	1
1114	одному из	2	1
1115	например с	1	1
1116	или иному	2	1
1117	объектом эстетического	2	1
1118	совершенно недостаточно	1	1
1119	рассказано в	1	1
1120	особенно если	1	1
1121	полноте влэ	1	1
1122	своему собственному	1	1
1123	его от	3	1
1124	свою родину	1	1
1125	те свойства	1	1
1126	как она	1	1
1127	к тексту	2	1
1128	разговора с	1	1
1129	состоит именно	1	1
1130	как слушатели-читатели	1	1
1131	типов высказывания	1	1
1132	сознаний в	1	1
1133	художественной литературы	1	1
1134	предполагает в	1	1
1135	другими как	1	1
1136	между автором	1	1
1137	читателя и	1	1
1138	трактует последний	1	1
1139	возрастает и	1	1
1140	в художественную	1	1
1141	случае в	2	1
1142	этом ряду	3	1
1143	на свой	1	1
1144	с аналогичной	1	1
1145	вещь в	1	1
1146	этих факторов	1	1
1147	внешним объективным	1	1
1148	от текста	2	1
1149	структуру текста	1	1
1150	равно как	1	1
1151	дискурсии в	1	1
1152	кто говорит	1	1
1153	и там	1	1
1154	и искушенность	1	1
1155	все моменты	1	1
1156	всей их	1	1
1157	человека для	1	1
1158	краткие мгновения	1	1
1159	коммуникативному событию	1	1
1160	стороны субъекта	1	1
1161	в речи	3	1
1162	героя другого	1	1
1163	а их	1	1
1164	всегда имеется	2	1
1165	исходить из	1	1
1166	отношением к	2	1
1167	в пушкинском	1	1
1168	том или	4	1
1169	трактоваться в	1	1
1170	и поведения	1	1
1171	места и	1	1
1172	к художественности	1	1
1173	с тем	1	1
1174	в наиболее	3	1
1175	христианской культуры	1	1
1176	к самому	2	1
1177	детях покидающих	1	1
1178	в цепи	1	1
1179	границах литературного	1	1
1180	а именно	3	1
1181	родовую общность	1	1
1182	выход из	2	1
1183	наш взгляд	6	1
1184	речевых актов	2	1
1185	литературы это	1	1
1186	смерть в	1	1
1187	внимание к	1	1
1188	случайно и	1	1
1189	же напротив	1	1
1190	при таком	2	1
1191	или ином	4	1
1192	своей реализации	1	1
1193	как более	1	1
1194	другой жизни	1	1
1195	такой речевой	1	1
1196	бывает всегда	1	1
1197	произведении и	1	1
1198	концентрирует внимание	2	1
1199	которое не	1	1
1200	теории высказывания	1	1
1201	и слово	2	1
1202	целым рядом	1	1
1203	что оба	1	1
1204	его позиция	1	1
1205	их внутреннюю	1	1
1206	при помощи	2	1
1207	культуры в	2	1
1208	создают эффект	2	1
1209	общий знаменатель	1	1
1210	и смерть	2	1
1211	социальной ситуации	1	1
1212	все их	1	1
1213	не удается	1	1
1214	на все	2	1
1215	круговорот жизни	1	1
1216	и смерти	4	1
1217	вступая в	1	1
1218	объединены в	1	1
1219	художественного восприятия	9	1
1220	позволяет рассматривать	1	1
1221	тем в	1	1
1222	состоит не	1	1
1223	в такой	2	1
1224	функции текста	1	1
1225	покидающих свою	1	1
1226	для автора	1	1
1227	при наличии	3	1
1228	во все	1	1
1229	убавить ни	1	1
1230	как справедливо	3	1
1231	повествования и	3	1
1232	бахтин сожалел	1	1
1233	в предыдущих	1	1
1234	среди всех	1	1
1235	и взаимодействия	1	1
1236	контексте и	1	1
1237	о чем-то	1	1
1238	применении к	1	1
1239	которой он	1	1
1240	раз и	2	1
1241	однако его	1	1
1242	дело только	1	1
1243	он был	3	1
1244	текста это	3	1
1245	ухода в	1	1
1246	целого не	1	1
1247	женских персонажей	1	1
1248	или лирического	1	1
1249	имеет в	1	1
1250	другая жизнь	1	1
1251	оказывается и	1	1
1252	события как	1	1
1253	лирическому герою	1	1
1254	в действие	1	1
1255	и своим	1	1
