N	2gram	Tiupa_Lite	Formalny
101	могут быть	4	13
102	для них	2	13
103	сводится к	4	13
104	со стороны	6	13
105	что же	1	13
106	до конца	3	13
107	того что	7	13
108	она не	1	13
109	а в	5	13
110	уже не	9	12
111	к тому	3	12
112	в действительности	2	12
113	по отношению	6	12
114	как это	9	12
115	и здесь	1	12
116	того чтобы	1	12
117	и для	1	12
118	отношению к	4	12
119	никогда не	5	11
120	что они	1	11
121	так сказать	1	11
122	лишь для	1	11
123	то ни	1	11
124	между тем	2	11
125	литературного произведения	4	11
126	зависимости от	1	11
127	они не	1	11
128	произведения как	2	11
129	для него	6	11
130	этом отношении	5	11
131	в основе	5	11
132	в общем	1	11
133	но не	8	11
134	в большинстве	1	11
135	произведение как	1	11
136	слова и	6	11
137	не как	4	10
138	другой стороны	5	10
139	в своих	5	10
140	в первом	1	10
141	в художественном	6	10
142	в дальнейшем	1	10
143	раз и	2	10
144	о литературе	2	10
145	в зависимости	1	10
146	бы то	1	10
147	не было	5	10
148	большинстве случаев	1	10
149	не есть	2	10
150	здесь и	1	10
151	он не	4	10
152	с ее	3	10
153	мы видели	1	10
154	как о	1	10
155	в слове	3	10
156	не является	3	10
157	тем же	5	10
158	друг друга	5	10
159	и др	4	10
160	мы не	5	10
161	материала и	1	10
162	по существу	4	10
163	и как	2	10
164	на фоне	5	10
165	не о	1	10
166	и даже	9	9
167	говорить о	1	9
168	для понимания	2	9
169	не могло	3	9
170	мы знаем	1	9
171	ни было	2	9
172	в каждом	2	9
173	бы ни	1	9
174	отношения к	1	9
175	в свою	2	9
176	и до	1	9
177	здесь не	1	9
178	но это	2	9
179	ничего не	3	9
180	от всех	2	9
181	у нас	5	9
182	и к	1	8
183	без исключения	1	8
184	в них	1	8
185	и те	1	8
186	в данном	7	8
187	одной стороны	8	8
188	была бы	1	8
189	как такового	1	8
190	с одной	9	8
191	же как	3	8
192	в сторону	1	8
193	сих пор	1	8
194	и является	2	8
195	из этого	2	8
196	всех этих	1	8
197	до сих	1	8
198	что это	1	8
199	роль в	2	8
200	на основе	2	8
201	это не	4	8
202	должен быть	2	8
203	не следует	1	8
204	для того	2	8
205	в области	5	8
206	для этого	5	8
207	в той	1	7
208	же и	3	7
209	но все	1	7
210	даже и	2	7
211	свою очередь	2	7
212	сказать что	1	7
213	установка на	1	7
214	к этому	2	7
215	в сущности	5	7
216	из них	5	7
217	от этого	1	7
218	совершается в	1	7
219	в себе	8	7
220	столь же	5	7
221	бы быть	1	7
222	искусства в	2	7
223	в особенности	2	7
224	во втором	3	7
225	литературы как	1	7
226	не на	2	7
227	творчества и	1	7
228	произведение в	2	7
229	жизни в	5	7
230	том что	19	7
231	в первый	2	7
232	он и	5	7
233	и более	1	7
234	и всякое	1	7
235	в литературу	1	7
236	в какой	2	7
237	только и	1	7
238	в одной	1	7
239	стороны и	1	7
240	в понимании	1	7
241	как к	4	7
242	как таковое	1	7
243	и только	4	7
244	за счет	1	7
245	и наконец	2	7
246	к действительности	1	6
247	литературы а	1	6
248	в этих	2	6
249	например в	3	6
250	при таком	1	6
251	отличается от	1	6
252	о том	3	6
253	он был	1	6
254	общения и	1	6
255	по преимуществу	6	6
256	от его	1	6
257	именно так	3	6
258	и других	4	6
259	в которой	1	6
260	но для	1	6
261	в конце	6	6
262	на этом	3	6
263	и тем	4	6
264	за пределы	3	6
265	в статье	2	6
266	один из	7	6
267	с ним	2	6
268	ее и	1	6
269	к его	1	6
270	в россии	2	6
271	из этих	2	6
272	в произведении	1	6
273	художественных произведений	1	6
274	нет и	1	6
275	той же	5	6
276	у них	1	6
277	данном случае	6	6
278	уже в	7	6
279	в формах	4	6
280	ее в	1	6
281	так в	6	6
282	произведения искусства	4	6
283	не по	2	6
284	в частности	18	6
285	тем самым	8	6
286	искусства и	6	6
287	отношение к	1	6
288	такой же	3	6
289	тому что	1	6
290	случае в	1	5
291	с этой	6	5
292	даже в	6	5
293	какой бы	1	5
294	в виду	4	5
295	значительной степени	1	5
296	в мире	9	5
297	так например	1	5
298	перестает быть	5	5
299	можно сказать	1	5
300	в котором	1	5
301	то это	2	5
302	вопрос о	1	5
303	должно было	1	5
304	как на	3	5
305	в нашем	2	5
306	как от	1	5
307	в литературоведении	1	5
308	к нему	1	5
309	всего в	4	5
310	то в	3	5
311	не от	1	5
312	не столько	8	5
313	что не	3	5
314	а только	2	5
315	в эту	1	5
316	могло бы	1	5
317	слово как	1	5
318	мы можем	1	5
319	и что	2	5
320	совершенно справедливо	1	5
321	и по	1	5
322	а как	2	5
323	в него	1	5
324	не так	1	5
325	и свою	1	5
326	если в	2	5
327	в основном	1	5
328	в отношении	2	5
329	должен был	1	5
330	показать что	1	5
331	может стать	1	5
332	подхода к	1	5
333	приводит к	4	5
334	не имеет	2	5
335	да и	3	5
336	роли в	1	5
337	ни на	1	5
338	то он	3	5
339	то и	5	5
340	в значительной	1	5
341	как проблема	1	5
342	как например	1	5
343	в отличие	6	5
344	одной из	2	5
345	к предмету	1	5
346	и то	3	5
347	значение в	1	5
348	он становится	2	5
349	тому чтобы	1	5
350	для нас	3	5
351	однако не	2	5
352	непосредственно в	1	5
353	и эта	1	5
354	в эпоху	1	5
355	в такой	1	5
356	в условиях	1	5
357	отличие от	6	5
358	тому как	4	5
359	обстоит дело	1	5
360	борьба с	1	5
361	еще в	7	5
362	одного из	4	5
363	по аналогии	3	5
364	слова в	2	5
365	же в	6	5
366	все более	3	5
367	может и	1	5
368	не можем	2	5
369	от него	2	4
370	является в	1	4
371	мы и	1	4
372	со всем	1	4
373	можно и	2	4
374	к этой	2	4
375	об искусстве	1	4
376	имеет место	1	4
377	только как	1	4
378	но даже	2	4
379	между двумя	1	4
380	превращается в	2	4
381	самого начала	1	4
382	себе в	3	4
383	художественных направлений	1	4
384	на него	1	4
385	во всей	1	4
386	одна из	8	4
387	на котором	1	4
388	того же	5	4
389	едва ли	5	4
390	все в	1	4
391	в некоторых	1	4
392	тем не	4	4
393	что такое	2	4
394	материалом поэзии	1	4
395	в годы	3	4
396	от тех	2	4
397	очевидно что	2	4
398	в таком	1	4
399	конце концов	1	4
400	между этими	1	4
401	тогда когда	1	4
402	жизнь не	1	4
403	всех своих	3	4
404	от других	2	4
405	в лучшем	1	4
406	нужно было	1	4
407	соединении с	1	4
408	он в	1	4
409	что для	2	4
410	чтобы не	2	4
411	в романе	1	4
412	однако и	2	4
413	та же	2	4
414	был бы	1	4
415	героя в	2	4
416	оно было	1	4
417	в работах	1	4
418	подобно тому	4	4
419	есть лишь	2	4
420	мы говорим	1	4
421	это время	1	4
422	установкой на	1	4
423	нет в	2	4
424	к другому	1	4
425	аналогии с	3	4
426	произведение искусства	8	4
427	идет о	4	4
428	наконец в	2	4
429	со всей	2	4
430	отношении к	2	4
431	данного произведения	1	4
432	целый ряд	1	4
433	более и	1	4
434	между людьми	1	4
435	тот или	1	4
436	литературы на	1	4
437	и во	1	4
438	но именно	1	4
439	только при	1	4
440	в литературном	1	4
441	и о	1	4
442	в художественной	4	4
443	не для	2	4
444	о нем	1	4
445	чем он	1	4
446	а на	1	4
447	реальной действительности	1	4
448	или в	1	4
449	или иначе	9	4
450	в поэтике	1	4
451	язык поэзии	1	4
452	один и	1	4
453	ценностный центр	2	4
454	а к	2	4
455	с самого	1	4
456	но при	2	4
457	к материалу	1	4
458	тех же	3	4
459	как он	2	4
460	только то	3	4
461	одним из	8	4
462	к новому	1	4
463	искусство как	1	4
464	лучшем случае	1	4
465	не к	3	4
466	во всем	1	3
467	для всех	5	3
468	дело с	1	3
469	время не	2	3
470	в году	18	3
471	требует от	1	3
472	в одном	2	3
473	языка который	1	3
474	историю литературы	1	3
475	а именно	1	3
476	за ней	1	3
477	в это	1	3
478	его здесь	1	3
479	на первый	1	3
480	в противовес	2	3
481	в пределе	1	3
482	не должен	3	3
483	не всегда	1	3
484	как совокупность	3	3
485	это было	1	3
486	сознания в	14	3
487	воздействия на	2	3
488	но они	1	3
489	в различных	1	3
490	конститутивным моментом	1	3
491	в контексте	1	3
492	том чтобы	1	3
493	следующим образом	2	3
494	для этой	2	3
495	в системе	1	3
496	лишь тогда	1	3
497	не выходит	1	3
498	и читатель	1	3
499	что при	1	3
500	души и	1	3
501	в качестве	21	3
502	но как	3	3
503	и развитие	1	3
504	не была	1	3
505	но он	1	3
506	не нуждается	1	3
507	xviii века	2	3
508	в чем	2	3
509	вопроса о	1	3
510	от них	1	3
511	не сводится	3	3
512	как некоторое	1	3
513	ту же	4	3
514	так что	4	3
515	кажется что	1	3
516	в развитии	1	3
517	не просто	2	3
518	для литературы	1	3
519	жизнь как	1	3
520	культуры и	2	3
521	это приводит	1	3
522	художественное восприятие	1	3
523	каждого из	2	3
524	и особенно	1	3
525	и этот	1	3
526	и конечно	1	3
527	с такой	1	3
528	художественного творчества	3	3
529	никак не	2	3
530	поэтому в	1	3
531	основная задача	1	3
532	борьбы с	1	3
533	со всеми	2	3
534	так или	8	3
535	нам в	1	3
536	могло не	1	3
537	одновременно с	2	3
538	эстетики и	1	3
539	можно назвать	1	3
540	в которых	1	3
541	не приводит	1	3
542	бы не	3	3
543	этот образ	1	3
544	вследствие этого	1	3
545	в каком	1	3
546	ничего общего	2	3
547	в словах	2	3
548	перед нами	1	3
549	все они	2	3
550	художественного целого	3	3
551	том числе	2	3
552	и если	1	3
553	для нее	2	3
554	что уже	1	3
555	ни были	1	3
556	каждый из	4	3
557	поэзии как	1	3
558	состоит в	18	3
559	образом не	1	3
560	только здесь	1	3
561	в сознании	3	3
562	оно должно	1	3
563	от реального	1	3
564	же он	1	3
565	тот же	1	3
566	с начала	1	3
567	произведения или	1	3
568	входя в	1	3
569	из своих	2	3
570	сознания и	1	3
571	с их	3	3
572	средств и	1	3
573	или иной	3	3
574	этом не	1	3
575	на нее	2	3
576	дело в	3	3
577	кругозора и	1	3
578	о каком	1	3
579	места в	1	3
580	каждого элемента	1	3
581	к своему	2	3
582	перейти к	1	3
583	со своей	3	3
584	но уже	2	3
585	с другом	1	3
586	тем более	2	3
587	к одному	1	3
588	на один	2	3
589	одну из	2	3
590	а от	1	3
591	во второй	2	3
592	когда он	1	3
593	не с	2	3
594	и иных	2	3
595	в плане	1	3
596	и прежде	4	3
597	идет не	1	3
598	на то	2	3
599	мира в	4	3
600	нуждается в	3	3
601	бытия в	1	3
602	и иные	1	3
603	все что	3	2
604	мире а	1	2
605	в душе	3	2
606	говоря уже	3	2
607	в произведение	1	2
608	в последнее	1	2
609	бы лишь	1	2
610	эпохи а	1	2
611	тем как	1	2
612	строго говоря	1	2
613	литература и	1	2
614	говорит о	1	2
615	бы наивно	1	2
616	романа с	1	2
617	в принципе	7	2
618	но наиболее	1	2
619	до последнего	2	2
620	и само	3	2
621	их не	2	2
622	о мире	1	2
623	ее с	1	2
624	от всего	1	2
625	к более	1	2
626	том или	1	2
627	само собою	1	2
628	его на	1	2
629	здесь дело	1	2
630	языка на	1	2
631	или ином	1	2
632	поскольку он	2	2
633	и того	2	2
634	во внешнем	1	2
635	этой социальной	1	2
636	переходит в	1	2
637	не могли	1	2
638	по тем	2	2
639	понятия в	1	2
640	уже о	2	2
641	из их	1	2
642	в этот	1	2
643	в руках	2	2
644	и событие	1	2
645	в строгом	1	2
646	язык а	1	2
647	литературного творчества	1	2
648	с другим	1	2
649	на художественную	1	2
650	а сам	1	2
651	же слова	1	2
652	который в	2	2
653	с читателем	2	2
654	сознания а	2	2
655	внутреннего мира	1	2
656	себя в	7	2
657	взаимоотношений между	1	2
658	быть с	1	2
659	свое собственное	3	2
660	индивидуального сознания	2	2
661	пусть и	1	2
662	той мере	1	2
663	и столь	1	2
664	мышления и	3	2
665	тем отчетливее	1	2
666	понятого как	1	2
667	как для	1	2
668	что человек	1	2
669	несмотря на	3	2
670	традиция в	1	2
671	из моментов	1	2
672	от всякой	2	2
673	и сама	1	2
674	х годов	5	2
675	или не	1	2
676	не знает	3	2
677	ее от	1	2
678	и хорошо	1	2
679	русской литературы	3	2
680	литературе и	1	2
681	сегодняшний день	1	2
682	поэтической речи	1	2
683	на земле	1	2
684	в ряду	1	2
685	самого художественного	2	2
686	от литературы	2	2
687	и некоторые	1	2
688	а для	3	2
689	не был	1	2
690	той или	1	2
691	это вполне	1	2
692	а с	2	2
693	образом является	1	2
694	как следует	1	2
695	героя и	2	2
696	что его	3	2
697	сюда же	1	2
698	ориентировано на	1	2
699	не тот	2	2
700	все то	2	2
701	с наукой	1	2
702	и судьба	1	2
703	одно и	1	2
704	можно было	3	2
705	но только	3	2
706	иметь в	1	2
707	также не	1	2
708	его организации	1	2
709	как один	1	2
710	как известно	1	2
711	в школе	1	2
712	однако в	7	2
713	общего с	3	2
714	был понят	1	2
715	подход к	1	2
716	эпохи в	1	2
717	в первой	1	2
718	и есть	3	2
719	жизни с	2	2
720	с сыном	2	2
721	иной раз	1	2
722	при всем	4	2
723	велимир хлебников	1	2
724	границу между	1	2
725	на жизнь	1	2
726	нет а	1	2
727	основе этой	1	2
728	в последующих	1	2
729	с душой	1	2
730	как с	1	2
731	жизни а	1	2
732	на первом	2	2
733	русской литературной	1	2
734	тогда он	1	2
735	это уже	2	2
736	мы в	3	2
737	из того	3	2
738	постольку поскольку	1	2
739	целом ряде	2	2
740	на читателя	2	2
741	это становится	1	2
742	и вполне	3	2
743	слова у	1	2
744	художник не	1	2
745	начинается с	1	2
746	особого рода	3	2
747	этой точки	3	2
748	не делает	1	2
749	евгения онегина	2	2
750	далеко не	4	2
751	никто не	1	2
752	основные моменты	1	2
753	в стихах	8	2
754	одним и	1	2
755	ни к	1	2
756	а если	2	2
757	совершенно иной	1	2
758	и вот	2	2
759	как высказывание	1	2
760	автора и	1	2
761	не должно	1	2
762	из его	2	2
763	в современном	1	2
764	в чужом	4	2
765	и вся	1	2
766	или иных	2	2
767	без другого	1	2
768	было и	1	2
769	переход от	1	2
770	его книге	1	2
771	в концепции	1	2
772	художественном восприятии	1	2
773	воспитания и	1	2
774	только с	1	2
775	только потому	1	2
776	и нет	4	2
777	литературе в	3	2
778	жизни не	2	2
779	последнего времени	1	2
780	жизни но	1	2
781	этом случае	2	2
782	на языке	1	2
783	ему в	2	2
784	что искусство	1	2
785	выходит за	1	2
786	исторической жизни	1	2
787	мы имеем	2	2
788	или с	1	2
789	для искусства	1	2
790	его действительности	1	2
791	а все	1	2
792	все равно	1	2
793	в виде	1	2
794	но с	3	2
795	что ни	1	2
796	пределах одной	1	2
797	что будет	1	2
798	который как	1	2
799	в силу	4	2
800	здесь все	1	2
801	не те	1	2
802	искусства как	2	2
803	что этот	1	2
804	что перед	1	2
805	и без	1	2
806	является по	2	2
807	и взаимодействия	1	2
808	и вовсе	1	2
809	тем путем	1	2
810	говорят о	1	2
811	этого романа	1	2
812	мира и	1	2
813	последнее время	1	2
814	в каждой	2	2
815	людей в	1	2
816	отношения между	3	2
817	произведения с	2	2
818	не говоря	3	2
819	человека в	5	2
820	в полной	1	2
821	и воспринимающих	1	2
822	он говорит	2	2
823	же это	3	2
824	в наши	1	2
825	всю свою	1	2
826	ту или	2	2
827	дело не	2	2
828	отказ от	7	2
829	определяется в	1	2
830	и жизни	4	2
831	человека и	2	2
832	на всю	1	2
833	и всякая	1	2
834	в другом	3	2
835	ведь мы	2	2
836	значение слова	1	2
837	самого искусства	1	2
838	он их	1	2
839	и самой	1	2
840	к изучению	1	2
841	данный исторический	1	2
842	действительности не	1	2
843	по этому	2	2
844	исторически и	1	2
845	искусства с	1	2
846	тех или	2	2
847	в эти	1	2
848	языка если	1	2
849	есть не	2	2
850	более не	2	1
851	и любой	1	1
852	всего это	1	1
853	из наших	1	1
854	и возможностей	1	1
855	все индивидуальные	1	1
856	только из	1	1
857	его участников	1	1
858	и уже	1	1
859	жизнь с	1	1
860	этой проблеме	1	1
861	как форма	1	1
862	этого в	1	1
863	ней не	1	1
864	изнутри и	1	1
865	в момент	1	1
866	изучаемого явления	1	1
867	исходя из	3	1
868	в разрешении	1	1
869	в позу	1	1
870	до него	1	1
871	оказывается не	2	1
872	с самим	1	1
873	в некую	1	1
874	она уже	1	1
875	мысли и	1	1
876	но тем	4	1
877	с более	1	1
878	по праву	2	1
879	всех ее	1	1
880	окружающей его	2	1
881	в поэзию	1	1
882	потому не	1	1
883	например с	1	1
884	одно из	3	1
885	не меняет	1	1
886	с собой	4	1
887	понимается как	1	1
888	что слово	1	1
889	с действительностью	2	1
890	литературы к	1	1
891	установки на	1	1
892	чтобы в	1	1
893	быть названа	2	1
894	в борьбе	1	1
895	это должно	1	1
896	показывает нам	1	1
897	этой цели	2	1
898	черты в	2	1
899	то было	1	1
900	и сам	6	1
901	этом от	1	1
902	для любого	1	1
903	для осуществления	1	1
904	художественном языке	1	1
905	этой воли	1	1
906	самое и	1	1
907	особый язык	1	1
908	существования в	2	1
909	стиля как	1	1
910	всем своем	1	1
911	в построении	1	1
912	по мысли	2	1
913	ведет к	5	1
914	том же	3	1
915	между прочим	1	1
916	места и	1	1
917	когда это	1	1
918	вся поэтика	2	1
919	формальной школы	1	1
920	ему по	1	1
921	стремления к	1	1
922	жизнь на	1	1
923	со специфической	1	1
924	на эту	1	1
925	только для	1	1
926	и сделал	1	1
927	прочим и	1	1
928	один на	1	1
929	от поэзии	1	1
930	переживания в	1	1
931	у достоевского	2	1
932	свою собственную	1	1
933	жизни на	3	1
934	только что	1	1
935	но мы	1	1
936	в себя	5	1
937	культуры в	5	1
938	искусство и	1	1
939	это предлагает	1	1
940	не таков	1	1
941	мы с	3	1
942	конструкции по	1	1
943	с обратным	1	1
944	нет у	1	1
945	нам не	1	1
946	не служит	1	1
947	как таковому	1	1
948	на человека	1	1
949	и политического	1	1
950	жизнь для	1	1
951	при условии	1	1
952	газет из	1	1
953	эти идеи	1	1
954	и который	1	1
955	сам не	1	1
956	от лица	1	1
957	те в	1	1
958	почти исключительно	1	1
959	оказывается и	1	1
960	вокруг такого	1	1
961	обратным знаком	1	1
962	художественная деятельность	3	1
963	но эти	1	1
964	материала до	1	1
965	вот почему	1	1
966	времени в	1	1
967	а произведение	2	1
968	которых не	1	1
969	к своей	2	1
970	слов но	2	1
971	к рифме	2	1
972	этой связи	1	1
973	собственного идеологического	1	1
974	для себя	6	1
975	с лица	1	1
976	глаза на	1	1
977	случае мы	1	1
978	пока не	2	1
979	игру и	1	1
980	о них	1	1
981	жизненной практики	1	1
982	в кругозоре	4	1
983	за собой	2	1
984	объективной действительности	1	1
985	каждое слово	1	1
986	и когда	1	1
987	приходит к	1	1
988	обращаясь к	4	1
989	поэтики это	1	1
990	чистом виде	1	1
991	обнаруживает в	1	1
992	чем являются	1	1
993	искусства это	2	1
994	уже и	1	1
995	не вполне	1	1
996	то как	2	1
997	элементы не	1	1
998	от своей	1	1
999	как таковую	1	1
1000	так называемых	2	1
1001	и еще	1	1
1002	в чистом	1	1
1003	второй половины	1	1
1004	настолько что	1	1
1005	художественном творчестве	1	1
1006	закон не	1	1
1007	поэта и	1	1
1008	самом начале	1	1
1009	утверждал что	2	1
1010	во всякой	1	1
1011	однако эти	1	1
1012	по которой	1	1
1013	жизни как	3	1
1014	друг для	2	1
1015	для всей	2	1
1016	наряду с	1	1
1017	ключ к	1	1
1018	и культуры	3	1
1019	постановка проблемы	2	1
1020	путь от	1	1
1021	художественного сознания	3	1
1022	не умеет	1	1
1023	исходит из	3	1
1024	для раннего	1	1
1025	именно она	1	1
1026	на предмет	1	1
1027	по поводу	2	1
1028	следует и	1	1
1029	в отдельных	1	1
1030	не кончается	1	1
1031	не мог	3	1
1032	всего со	1	1
1033	как будто	2	1
1034	где все	1	1
1035	этом же	1	1
1036	крайней мере	2	1
1037	все перечисленные	1	1
1038	базируется на	1	1
1039	эпохи или	1	1
1040	представить себе	1	1
1041	него как	1	1
1042	этой задачи	1	1
1043	собой и	1	1
1044	и последующим	1	1
1045	и мы	2	1
1046	не противоречит	1	1
1047	она и	1	1
1048	всегда один	1	1
1049	нельзя сказать	1	1
1050	как нам	2	1
1051	понятую как	1	1
1052	а затем	3	1
1053	искусства то	2	1
1054	явление культуры	1	1
1055	сознания с	1	1
1056	решающее значение	1	1
1057	такого рода	18	1
1058	они находились	1	1
1059	сознание в	3	1
1060	конструктивный фактор	1	1
1061	участники художественного	1	1
1062	его основная	1	1
1063	или иными	1	1
1064	знаковом материале	2	1
1065	под знаком	1	1
1066	в недрах	1	1
1067	создается не	1	1
1068	может оказаться	1	1
1069	целом но	2	1
1070	или иную	2	1
1071	в осознании	1	1
1072	к определенному	1	1
1073	всегда является	1	1
1074	xix века	6	1
1075	себе не	2	1
1076	не обладает	2	1
1077	и бесконечно	1	1
1078	задачу и	1	1
1079	художника не	1	1
1080	у него	5	1
1081	не путем	1	1
1082	бы между	1	1
1083	литературные факты	1	1
1084	эстетический объект	3	1
1085	столько же	1	1
1086	в существовании	1	1
1087	как индивидуального	1	1
1088	живет и	1	1
1089	пути и	1	1
1090	как по	1	1
1091	ее развития	1	1
1092	героя с	2	1
1093	оно остается	1	1
1094	которое в	1	1
1095	на себя	4	1
1096	должен иметь	1	1
1097	всем что	1	1
1098	место лишь	1	1
1099	оно ориентировано	1	1
1100	я и	10	1
1101	всякой иной	1	1
1102	теми или	1	1
1103	ссылки на	1	1
1104	этом последнем	1	1
1105	чего бы	2	1
1106	ему же	1	1
1107	себя как	2	1
1108	рядом с	1	1
1109	борьбы за	1	1
1110	его тем	1	1
1111	и вещи	1	1
1112	во главе	2	1
1113	путь в	1	1
1114	природы искусства	4	1
1115	его жизни	1	1
1116	искусства а	1	1
1117	того он	1	1
1118	высшую степень	1	1
1119	классической поэтике	1	1
1120	связанным с	1	1
1121	себе и	2	1
1122	другим а	1	1
1123	лица земли	1	1
1124	на себе	1	1
1125	и у	1	1
1126	человека а	2	1
1127	искусство не	2	1
1128	труда в	1	1
1129	у каждой	1	1
1130	аудитория его	1	1
1131	такова логика	1	1
1132	общим знаменателем	1	1
1133	в индивидуальном	2	1
1134	в русской	13	1
1135	искусства согласно	1	1
1136	мастерства в	1	1
1137	вяч ивановым	1	1
1138	только ему	1	1
1139	о себе	7	1
1140	не имея	1	1
1141	нами как	1	1
1142	здесь впервые	1	1
1143	если оно	2	1
1144	что даже	1	1
1145	говоря в	1	1
1146	такой связи	1	1
1147	как действительность	1	1
1148	из общих	1	1
1149	главную задачу	1	1
1150	стремится к	1	1
1151	если не	1	1
1152	чтобы говорить	1	1
1153	понятие о	1	1
1154	другой все	1	1
1155	же само	1	1
1156	в объективном	1	1
1157	он стал	1	1
1158	для художника	1	1
1159	на эстетику	1	1
1160	и зреет	1	1
1161	оказывается в	1	1
1162	мы обнаруживаем	1	1
1163	ни один	1	1
1164	за ними	1	1
1165	как недостаточно	1	1
1166	предшествующим и	1	1
1167	и искусство	1	1
1168	других людей	1	1
1169	из двух	1	1
1170	является одним	1	1
1171	где в	2	1
1172	в историческом	1	1
1173	по своей	3	1
1174	это может	1	1
1175	первого и	1	1
1176	сравнительно с	1	1
1177	с ней	1	1
1178	имеет здесь	1	1
1179	не раз	2	1
1180	должно явиться	1	1
1181	на территории	1	1
1182	того кто	2	1
1183	например не	1	1
1184	превратилась в	1	1
1185	так называемого	2	1
1186	социального заказа	1	1
1187	одного сознания	1	1
1188	события общения	1	1
1189	нужны слова	1	1
1190	и каждый	2	1
1191	менее существенный	1	1
1192	к осуществлению	1	1
1193	когда они	1	1
1194	о его	1	1
1195	однако нельзя	1	1
1196	которое мы	1	1
1197	но ее	1	1
1198	мысль в	2	1
1199	легко и	2	1
1200	общественном сознании	1	1
1201	другой не	1	1
1202	например о	1	1
1203	зрения для	1	1
1204	чаще всего	1	1
1205	внутренний мир	1	1
1206	это совершенно	1	1
1207	является общим	1	1
1208	задачу не	1	1
1209	основе всех	1	1
1210	в последующем	1	1
1211	от ее	1	1
1212	есть ли	1	1
1213	гораздо более	1	1
1214	нет не	2	1
1215	меньшей степени	1	1
1216	впервые становится	2	1
1217	у футуристов	1	1
1218	не показывает	1	1
1219	в одну	1	1
1220	одного и	1	1
1221	значения слов	1	1
1222	лишь его	2	1
1223	сущности не	1	1
1224	самим собою	2	1
1225	в подлинном	1	1
1226	поэзии а	1	1
1227	от футуризма	2	1
1228	в иную	1	1
1229	для многих	3	1
1230	художественной деятельности	9	1
1231	своего рода	22	1
1232	было на	1	1
1233	мире и	1	1
1234	не мешает	1	1
1235	в кругу	1	1
1236	на деле	1	1
1237	и будет	2	1
1238	а потому	4	1
1239	в состав	1	1
1240	произведение и	1	1
1241	он уже	1	1
1242	за ним	1	1
1243	как объект	1	1
1244	этого смещения	1	1
1245	как одной	1	1
1246	такова же	1	1
1247	он весьма	1	1
1248	своего собственного	1	1
1249	которой не	1	1
1250	отличное от	1	1
1251	из таких	2	1
1252	и одно	1	1
1253	и закон	1	1
1254	с миром	5	1
1255	освободиться от	2	1
1256	отражением в	1	1
1257	целого ряда	1	1
1258	традиция и	1	1
1259	нашего времени	2	1
1260	самой жизни	1	1
1261	из которых	3	1
1262	этот не	1	1
1263	осознании и	1	1
1264	из существеннейших	1	1
1265	не ставит	1	1
1266	то с	2	1
1267	опоры для	1	1
1268	ему принадлежат	1	1
1269	него нет	1	1
1270	очевидным что	1	1
1271	он лишь	1	1
1272	эстетика и	1	1
1273	текста и	1	1
1274	с этого	1	1
1275	оказываются как	1	1
1276	которых и	1	1
1277	самим собой	2	1
1278	так называемый	3	1
1279	поэзии то	1	1
1280	произведения могут	1	1
1281	предполагать что	1	1
1282	в различные	1	1
1283	мышления о	1	1
1284	явления не	1	1
1285	объективной данности	2	1
1286	его сознания	2	1
1287	на наш	7	1
1288	к разработке	1	1
1289	оказывается на	1	1
1290	из тех	2	1
1291	предметы и	1	1
1292	не знал	1	1
