N	2gram	Vinokur_Ku	Analitik
200	в литературе	1	7
201	все это	10	7
202	однако не	9	7
203	в новом	1	7
204	на его	3	7
205	субъекта и	1	7
206	или иначе	4	7
207	себя и	1	7
208	место в	1	7
209	что иное	2	7
210	как будто	2	7
211	иное как	3	7
212	во всем	1	6
213	те же	1	6
214	так или	3	6
215	или в	5	6
216	казалось бы	5	6
217	одного и	2	6
218	как справедливо	1	6
219	хотя бы	19	6
220	превращается в	4	6
221	не что	2	6
222	вовсе не	18	6
223	из них	4	6
224	тем не	10	6
225	не знает	4	6
226	что не	10	6
227	вопроса о	7	6
228	не будет	1	6
229	могла бы	2	6
230	его как	1	6
231	в силу	16	6
232	как система	1	6
233	в нем	7	6
234	он был	1	6
235	если в	2	6
236	на этом	4	6
237	из которых	3	6
238	из того	1	6
239	не более	1	6
240	роли в	3	6
241	и более	3	6
242	из этих	5	6
243	соответствии с	5	6
244	в сознании	1	6
245	более чем	1	6
246	и то	7	6
247	ответ на	2	6
248	уже в	5	6
249	есть в	6	6
250	ли не	4	6
251	по его	1	6
252	должен быть	8	6
253	его в	1	6
254	тем более	2	6
255	мере в	7	6
256	объекта и	1	6
257	же в	5	6
258	что на	2	6
259	все что	1	5
260	которая в	1	5
261	не так	2	5
262	без исключения	1	5
263	не как	2	5
264	в этих	5	5
265	в них	10	5
266	по пути	2	5
267	в первом	3	5
268	тем что	9	5
269	ведет к	1	5
270	или ином	1	5
271	речь идет	4	5
272	а а	4	5
273	в противовес	3	5
274	в котором	4	5
275	для того	23	5
276	для себя	1	5
277	в слове	3	5
278	может служить	4	5
279	к этому	4	5
280	в организации	1	5
281	и он	4	5
282	к жизни	2	5
283	ни в	3	5
284	будто бы	3	5
285	я не	5	5
286	а всего	1	5
287	но как	2	5
288	а с	3	5
289	так что	5	5
290	бы быть	1	5
291	и по	4	5
292	и потому	6	5
293	в особенности	6	5
294	во втором	2	5
295	и здесь	8	5
296	том или	1	5
297	говорит и	1	5
298	связывается с	1	5
299	не могут	5	5
300	самом деле	17	5
301	с таким	1	5
302	как о	2	5
303	к его	1	5
304	жизни в	1	5
305	да и	5	5
306	еще и	7	5
307	совершенно не	4	5
308	что мы	6	5
309	в роли	1	5
310	на примере	3	5
311	каждый из	1	5
312	за пределами	1	5
313	тот же	7	5
314	этом случае	4	5
315	мы не	1	5
316	с той	2	5
317	в широком	2	5
318	с их	3	5
319	это всегда	1	5
320	в общем	4	5
321	все эти	17	5
322	одно из	3	5
323	как предмет	1	5
324	в искусстве	2	5
325	и их	2	5
326	нового времени	1	5
327	такой же	1	5
328	таким же	1	5
329	однако и	2	4
330	а вот	1	4
331	его от	1	4
332	о своем	1	4
333	связь с	1	4
334	в своих	2	4
335	в борьбе	1	4
336	в собственном	2	4
337	большей или	2	4
338	отличается от	2	4
339	так в	2	4
340	с этим	6	4
341	нам не	5	4
342	состоит не	2	4
343	в действительности	2	4
344	не должен	1	4
345	только на	1	4
346	для данного	2	4
347	что же	11	4
348	не становится	1	4
349	сказать что	5	4
350	что она	5	4
351	не все	4	4
352	лишь при	1	4
353	к нему	1	4
354	разного рода	1	4
355	ни было	1	4
356	не было	6	4
357	в которой	7	4
358	одним из	2	4
359	лишь на	1	4
360	между ними	2	4
361	мне как-то	1	4
362	в двух	1	4
363	в чем	2	4
364	каждом из	2	4
365	на себе	10	4
366	бы в	8	4
367	в каждом	3	4
368	могли бы	4	4
369	в устах	3	4
370	мы уже	1	4
371	то ни	2	4
372	в ответ	1	4
373	это по	2	4
374	и что	11	4
375	этом смысле	8	4
376	или меньшей	2	4
377	силу своей	1	4
378	и от	2	4
379	и есть	3	4
380	его к	5	4
381	а как	1	4
382	были бы	2	4
383	однако с	1	4
384	была бы	5	4
385	различного рода	1	4
386	как он	1	4
387	в отношении	2	4
388	однако что	1	4
389	а именно	4	4
390	с ними	6	4
391	бы не	1	4
392	в известном	2	4
393	и т	62	4
394	это и	6	4
395	его и	1	4
396	потому что	40	4
397	того чтобы	25	4
398	и если	4	4
399	не должно	2	4
400	и тогда	4	4
401	или иных	1	4
402	вслед за	1	4
403	и а	2	4
404	и во	1	4
405	но это	4	4
406	как к	2	4
407	все они	1	4
408	о нем	2	4
409	свидетельствует о	3	4
410	как у	2	4
411	от которого	1	4
412	ее в	2	4
413	из своих	1	4
414	здесь в	1	4
415	бы и	6	4
416	все той	1	4
417	указывает на	2	4
418	или даже	2	4
419	по своему	1	4
420	первой части	1	4
421	об этом	4	4
422	тех или	1	4
423	его не	1	4
424	в акте	1	4
425	свою жизнь	1	4
426	на основе	2	4
427	отношение к	2	4
428	и о	3	4
429	в области	15	4
430	более того	2	4
431	и составляет	1	3
432	случае в	1	3
433	человеческой жизни	1	3
434	к этой	3	3
435	с этой	4	3
436	тем как	1	3
437	какой бы	1	3
438	сам автор	1	3
439	одному из	1	3
440	в виду	7	3
441	быть может	1	3
442	вопрос об	1	3
443	и с	11	3
444	в речи	5	3
445	в жизни	1	3
446	с тем	5	3
447	только для	3	3
448	в такой	2	3
449	в центр	1	3
450	вопрос о	11	3
451	раз и	1	3
452	соответствии со	1	3
453	на самом	3	3
454	уже о	2	3
455	это было	2	3
456	и той	1	3
457	одной и	1	3
458	втором случае	2	3
459	и те	1	3
460	себе в	3	3
461	за рамки	3	3
462	и далее	3	3
463	пока еще	1	3
464	как на	4	3
465	что все	6	3
466	в зависимости	7	3
467	в противном	2	3
468	к ее	1	3
469	научного мышления	1	3
470	гораздо более	6	3
471	всего в	2	3
472	бы то	1	3
473	на почве	2	3
474	в повествовании	1	3
475	что у	3	3
476	после чего	2	3
477	первом случае	1	3
478	должно быть	6	3
479	в состоянии	2	3
480	к анекдоту	1	3
481	для своего	1	3
482	связи с	8	3
483	всякий раз	1	3
484	очевидно что	4	3
485	в связи	4	3
486	человек в	1	3
487	так сказать	5	3
488	это путь	1	3
489	что как	1	3
490	не был	2	3
491	только во	1	3
492	здесь как	3	3
493	смысл и	5	3
494	м и	1	3
495	речи и	8	3
496	в тех	4	3
497	тот или	1	3
498	на место	1	3
499	слова как	5	3
500	всех этих	4	3
501	на жизнь	1	3
502	например в	5	3
503	тогда когда	7	3
504	что они	5	3
505	никак не	5	3
506	поэтому в	1	3
507	борьбы с	2	3
508	себе не	1	3
509	можно было	14	3
510	оно не	5	3
511	сами по	2	3
512	если не	4	3
513	сюжета и	1	3
514	есть лишь	3	3
515	мы могли	2	3
516	смысла и	2	3
517	заключается в	3	3
518	о котором	4	3
519	зависимости от	9	3
520	в словах	1	3
521	то он	1	3
522	языка и	16	3
523	своей собственной	3	3
524	тех же	2	3
525	быть не	2	3
526	из его	1	3
527	тех пор	2	3
528	поскольку он	1	3
529	и больше	1	3
530	художественной литературы	1	3
531	образом не	1	3
532	т п	39	3
533	из наиболее	1	3
534	она может	1	3
535	речи в	7	3
536	мог бы	1	3
537	на этот	4	3
538	действующего лица	1	3
539	как нельзя	2	3
540	так как	16	3
541	они не	4	3
542	иметь дело	1	3
543	себя самого	2	3
544	где он	1	3
545	указание на	1	3
546	же не	1	3
547	дело в	2	3
548	и е	1	3
549	ведь это	1	3
550	но с	2	3
551	в таких	7	3
552	сам по	1	3
553	а то	2	3
554	для науки	1	3
555	понимать как	2	3
556	и без	2	3
557	в какой	7	3
558	противном случае	2	3
559	к своему	2	3
560	не говоря	3	3
561	может иметь	3	3
562	только к	2	3
563	она не	1	3
564	также и	7	3
565	в ней	6	3
566	но он	2	3
567	независимо от	1	3
568	мы должны	2	3
569	и может	3	3
570	его речи	1	3
571	говоря о	1	3
572	этих случаях	2	3
573	идет о	3	3
574	которые в	2	3
575	говорилось выше	1	3
576	в имени	1	3
577	когда он	4	3
578	может показаться	1	3
579	слова в	7	3
580	жизни и	1	3
581	на то	6	3
582	может и	2	3
583	ведь и	2	3
584	для этого	6	3
585	из уст	1	3
586	науки о	3	2
587	субъекта в	1	2
588	было показано	1	2
589	в стихе	1	2
590	есть вещь	1	2
591	еще раз	2	2
592	говоря уже	2	2
593	я уже	2	2
594	отношения не	1	2
595	случае мы	1	2
596	еще более	1	2
597	в применении	1	2
598	тому что	3	2
599	тем или	1	2
600	следует что	6	2
601	в разных	2	2
602	так ли	2	2
603	или нет	1	2
604	которой в	1	2
605	далее в	1	2
606	долгое время	1	2
607	языковых стилей	2	2
608	среди других	1	2
609	от них	1	2
610	более или	3	2
611	выглядит в	1	2
612	жизнь в	2	2
613	мы и	1	2
614	к другим	1	2
615	отношением к	1	2
616	только через	1	2
617	их в	1	2
618	выход из	2	2
619	в одно	2	2
620	на эту	2	2
621	внимание к	1	2
622	другое дело	2	2
623	интересно что	2	2
624	и слово	1	2
625	найти себя	1	2
626	широком смысле	5	2
627	культуры в	1	2
628	так например	3	2
629	на первый	1	2
630	тогда не	1	2
631	определяется не	1	2
632	и дело	2	2
633	любви к	2	2
634	а лишь	1	2
635	на этой	4	2
636	что этот	2	2
637	применении к	1	2
638	языка в	14	2
639	у читателя	1	2
640	как язык	1	2
641	некоторого рода	1	2
642	особенности же	2	2
643	и иных	1	2
644	е о	2	2
645	во многих	3	2
646	и действия	1	2
647	следует отнести	1	2
648	но они	1	2
649	связь между	1	2
650	обращаясь к	1	2
651	язык есть	7	2
652	уже и	3	2
653	так же	8	2
654	и остается	1	2
655	к ним	2	2
656	приходят к	1	2
657	вообще и	2	2
658	отношений и	1	2
659	перед ним	1	2
660	тех случаях	2	2
661	быть в	2	2
662	к которому	3	2
663	как я	2	2
664	как от	1	2
665	отношения в	1	2
666	сих пор	5	2
667	науке о	1	2
668	что именно	2	2
669	в системе	3	2
670	она есть	2	2
671	не просто	7	2
672	собственном значении	1	2
673	и иной	1	2
674	и становится	3	2
675	это своего	1	2
676	или иным	1	2
677	но я	1	2
678	той мере	6	2
679	на протяжении	1	2
680	к их	1	2
681	возвращение к	1	2
682	к себе	4	2
683	о событии	1	2
684	получает в	1	2
685	целого а	1	2
686	т е	54	2
687	лишь после	1	2
688	мы можем	2	2
689	в уста	1	2
690	что между	2	2
691	то она	2	2
692	в собственно	2	2
693	или не	1	2
694	автором в	1	2
695	том же	3	2
696	к чему	1	2
697	именно здесь	1	2
698	и приводит	1	2
699	как его	1	2
700	исходит из	2	2
701	легкой руки	1	2
702	е к	1	2
703	с одним	1	2
704	но ведь	3	2
705	учение о	4	2
706	такова что	2	2
707	следует понимать	1	2
708	между прочим	4	2
709	место и	1	2
710	из четырех	1	2
711	деле в	1	2
712	о которых	2	2
713	же касается	4	2
714	а только	10	2
715	могло бы	1	2
716	я был	1	2
717	истинный смысл	1	2
718	сознания а	1	2
719	что даже	2	2
720	данный момент	3	2
721	зрения в	2	2
722	этой точки	4	2
723	не тот	1	2
724	с легкой	1	2
725	здесь мы	2	2
726	вообще не	2	2
727	но зато	2	2
728	одно и	1	2
729	не приходится	2	2
730	сущности говоря	1	2
731	соединении с	1	2
732	для человека	1	2
733	не могла	1	2
734	в форме	3	2
735	этот вопрос	7	2
736	когда мы	3	2
737	не знаю	2	2
738	выходят за	1	2
739	оно и	1	2
740	только с	1	2
741	моментов в	1	2
742	и др	1	2
743	них не	1	2
744	как об	2	2
745	понимание и	1	2
746	мы будем	1	2
747	однако сама	1	2
748	начало и	1	2
749	если они	1	2
750	в данный	2	2
751	события в	1	2
752	для чего	1	2
753	бы я	1	2
754	строки и	1	2
755	еще одно	3	2
756	доказывает что	2	2
757	и сами	2	2
758	любви и	1	2
759	в статье	3	2
760	утверждать что	2	2
761	взгляд на	1	2
762	до сих	5	2
763	та же	1	2
764	и должны	1	2
765	сообщения о	1	2
766	в литературной	1	2
767	и при	3	2
768	и должно	2	2
769	литературы как	1	2
770	что это	11	2
771	истории в	1	2
772	о в	1	2
773	том и	3	2
774	второй части	1	2
775	под этим	2	2
776	все его	1	2
777	творчества и	1	2
778	должен был	1	2
779	с этого	1	2
780	собой и	1	2
781	обозначить как	1	2
782	на месте	2	2
783	даже не	1	2
784	значения и	1	2
785	в процессе	1	2
786	возвращение в	1	2
787	и просто	1	2
788	которого является	1	2
789	таких случаях	3	2
790	не имеет	6	2
791	не видно	1	2
792	в стихах	1	2
793	языка на	2	2
794	думать что	1	2
795	нет ничего	1	2
796	не имеют	3	2
797	пушкина как	1	2
798	это только	5	2
799	на это	3	2
800	не сам	1	2
801	время в	2	2
802	со всей	1	2
803	в которую	1	2
804	слов и	2	2
805	внимания на	1	2
806	непосредственно к	1	2
807	было и	1	2
808	к собственной	1	2
809	но без	1	2
810	б в	1	2
811	не для	2	2
812	своей жизни	1	2
813	тем же	2	2
814	для всего	1	2
815	забывать что	1	2
816	он может	1	2
817	который по	2	2
818	но если	2	2
819	в самой	6	2
820	который и	1	2
821	лет после	1	2
822	в дальнейшем	1	2
823	что автор	1	2
824	одних и	1	2
825	или к	1	2
826	я так	1	2
827	значение в	1	2
828	что несмотря	1	2
829	в поэзии	1	2
830	зависит от	1	2
831	однако как	1	2
832	и вот	4	2
833	обе эти	4	2
834	себе они	1	2
835	что с	2	2
836	для нас	6	2
837	у нас	19	2
838	а все	2	2
839	смысле этого	5	2
840	слова не	2	2
841	по словам	1	2
842	все равно	4	2
843	борьбу с	1	2
844	образом в	3	2
845	этого рода	6	2
846	жизни это	1	2
847	иными словами	10	2
848	это еще	1	2
849	по существу	9	2
850	пушкина а	1	2
851	этом что	1	2
852	более что	1	2
853	представляет собою	1	2
854	случаях когда	2	2
855	соответственно и	1	2
856	в следующем	2	2
857	на все	3	2
858	не столь	1	2
859	с явным	1	2
860	сколь бы	2	2
861	или менее	3	2
862	и таким	1	2
863	в одной	1	2
864	как формы	1	2
865	а на	3	2
866	к одному	2	2
867	каким оно	1	2
868	и тех	1	2
869	там где	7	2
870	и эти	3	2
871	не умещается	1	2
872	до тех	1	2
873	отсюда и	1	2
874	нет и	1	2
875	это как	2	2
876	не решает	1	2
877	то и	4	2
878	этого смысла	1	2
879	есть чисто	1	2
880	здесь совершенно	2	2
881	до которой	1	2
882	с языком	2	2
883	данного рода	2	2
884	к тем	1	2
885	у всех	1	2
886	но дело	2	2
887	и фактически	1	2
888	в большинстве	3	2
889	прежде чем	1	2
890	единственный в	1	2
891	а скорее	1	2
892	и исторически	1	2
893	в литературном	1	2
894	для обозначения	2	2
895	бы он	1	2
896	в чужом	1	2
897	по законам	1	2
898	все более	2	2
899	и только	2	2
900	анализа мы	1	2
901	это указание	1	1
902	мы наблюдаем	2	1
903	в отношения	1	1
904	что было	2	1
905	с которыми	1	1
906	они являются	1	1
907	о таком	2	1
908	поскольку не	1	1
909	они имеют	1	1
910	с помощью	12	1
911	и другие	1	1
912	на данные	1	1
913	несомненно что	1	1
914	каждой из	1	1
915	этой специфической	1	1
916	себе внимание	1	1
917	уж не	2	1
918	возможно лишь	1	1
919	же и	4	1
920	знал это	1	1
921	только что	2	1
922	можно и	1	1
923	самого себя	1	1
924	звуков но	1	1
925	в структуру	1	1
926	можно встретить	2	1
927	некоторой степени	1	1
928	первую очередь	3	1
929	смысл только	1	1
930	это лишь	1	1
931	искусства это	1	1
932	готового и	1	1
933	в стороне	2	1
934	на второй	1	1
935	ту особенность	1	1
936	именно она	1	1
937	в большей	2	1
938	мысли и	1	1
939	сведение их	1	1
940	привести к	1	1
941	с более	1	1
942	и двух	1	1
943	язык как	9	1
944	внутренней форме	1	1
945	нас в	1	1
946	речевых жанрах	2	1
947	в общей	1	1
948	том-то и	1	1
949	только тогда	4	1
950	принадлежит р	1	1
951	не годится	1	1
952	случае он	1	1
953	себе во	1	1
954	в различных	1	1
955	по мере	3	1
956	чтобы на	1	1
957	и научным	1	1
958	отношений в	3	1
959	историка литературы	1	1
960	которому было	1	1
961	этой последней	1	1
962	чтобы в	2	1
963	но все	5	1
964	элементы в	1	1
965	а во-вторых	2	1
966	значения в	2	1
967	и опять	1	1
968	каким образом	1	1
969	отчетливо и	1	1
970	из самых	1	1
971	слова с	2	1
972	нужно поставить	1	1
973	какое либо	1	1
974	этой речи	1	1
975	говорят о	1	1
976	с мировым	1	1
977	определенному руслу	1	1
978	давно уже	2	1
979	я от	1	1
980	автор в	1	1
981	мысли о	1	1
982	но смешное	1	1
983	подлинный смысл	1	1
984	имя собственное	1	1
985	значения о	1	1
986	случайно и	1	1
987	этом можно	1	1
988	элементы не	1	1
989	все другие	1	1
990	ином значении	1	1
991	мефистофель в	1	1
992	языка то	3	1
993	на точку	1	1
994	речи например	1	1
995	бы справедливы	1	1
996	в письме	1	1
997	смысл этого	2	1
998	свой смысл	1	1
999	лишь одну	1	1
1000	науки в	1	1
1001	такими словами	1	1
1002	всякого рода	2	1
1003	а вместе	1	1
1004	некоторого внутреннего	1	1
1005	решает и	1	1
1006	литературы в	1	1
1007	выдумка и	1	1
1008	в первую	5	1
1009	во все	2	1
1010	лица по	1	1
1011	сказал я	1	1
1012	и такие	1	1
1013	сколько к	1	1
1014	себе все	1	1
1015	никаких оснований	2	1
1016	на следующем	1	1
1017	мы увидим	3	1
1018	пор пока	1	1
1019	убедиться в	1	1
1020	только как	3	1
1021	но даже	3	1
1022	бы наиболее	1	1
1023	должна быть	6	1
1024	не имею	1	1
1025	событии а	1	1
1026	вложены в	1	1
1027	и своим	1	1
1028	точно и	1	1
1029	от процесса	1	1
1030	смысле слова	3	1
1031	а когда	1	1
1032	об отношении	1	1
1033	из своего	1	1
1034	из письма	2	1
1035	имеет дело	1	1
1036	между отдельными	1	1
1037	что люди	1	1
1038	точно так	4	1
1039	приходит к	1	1
1040	и значение	2	1
1041	говорит что	1	1
1042	чем с	1	1
1043	уже как	1	1
1044	понимании но	1	1
1045	что речь	1	1
1046	на своего	2	1
1047	что ее	1	1
1048	на практике	3	1
1049	отметить что	1	1
1050	до того	2	1
1051	ровным счетом	1	1
1052	языков в	1	1
1053	году но	1	1
1054	всего этого	1	1
1055	как функции	1	1
1056	ни одного	2	1
1057	и еще	4	1
1058	думал о	1	1
1059	день и	1	1
1060	него не	1	1
1061	революции в	1	1
1062	именно таковы	1	1
1063	не имеющими	1	1
1064	следующим образом	1	1
1065	что сделана	1	1
1066	объяснение в	2	1
1067	языка как	7	1
1068	знать в	1	1
1069	даже так	2	1
1070	и конкретном	2	1
1071	слово не	1	1
1072	все время	1	1
1073	не умеет	1	1
1074	и своих	1	1
1075	литературы а	1	1
1076	жизни за	1	1
1077	каждое из	1	1
1078	быть как	1	1
1079	речь о	1	1
1080	именно с	3	1
1081	тем это	1	1
1082	лучше было	1	1
1083	элементов не	1	1
1084	ничего предосудительного	1	1
1085	он так	1	1
1086	слова без	1	1
1087	этом же	1	1
1088	и речь	1	1
1089	перед нею	1	1
1090	же смысл	1	1
1091	своего развития	1	1
1092	в лингвистике	3	1
1093	русской классической	1	1
1094	в подобных	1	1
1095	лишает их	2	1
1096	ответа на	1	1
1097	здесь из	1	1
1098	все мы	1	1
1099	такой степени	1	1
1100	поскольку за	1	1
1101	при котором	1	1
1102	и оба	1	1
1103	присущих ей	1	1
1104	которой я	1	1
1105	влияние на	1	1
1106	в прошлое	1	1
1107	первый и	1	1
1108	далее к	1	1
1109	в н	1	1
1110	то оно	2	1
1111	обратно в	2	1
1112	явления как	1	1
1113	осуществление этой	1	1
1114	она и	1	1
1115	хотелось бы	2	1
1116	для поэтики	1	1
1117	последние десятилетия	1	1
1118	после того	3	1
1119	своему содержанию	1	1
1120	указать на	5	1
1121	анализу но	1	1
1122	но еще	4	1
1123	внутренняя форма	2	1
1124	что я	4	1
1125	обратить внимание	4	1
1126	мы знаем	3	1
1127	смысл которого	1	1
1128	принципиально нового	1	1
1129	ведь есть	1	1
1130	а ведь	1	1
1131	с тех	1	1
1132	имени в	1	1
1133	и синтаксис	1	1
1134	лучше чем	1	1
1135	что такое	8	1
1136	именно те	1	1
1137	разумеется нет	1	1
1138	бы служить	1	1
1139	это слово	7	1
1140	не ограничивается	1	1
1141	совмещается с	1	1
1142	наше внимание	1	1
1143	и вышел	1	1
1144	поэзии не	1	1
1145	быть достаточно	1	1
1146	поставлен в	1	1
1147	не чувствовал	1	1
1148	первая часть	1	1
1149	русской речи	5	1
1150	ли и	1	1
1151	утверждение что	2	1
1152	об индивидуальном	1	1
1153	живет и	5	1
1154	чем собственно	1	1
1155	и отношения	1	1
1156	стилистикой и	1	1
1157	есть явление	1	1
1158	что его	2	1
1159	и позволяет	2	1
1160	таковы и	1	1
1161	понимать под	1	1
1162	не нуждается	1	1
1163	во внимание	1	1
1164	поэзии где	1	1
1165	следует рассматривать	1	1
1166	по аналогии	1	1
1167	его мысли	1	1
1168	этого я	1	1
1169	значение лишь	1	1
1170	или иная	1	1
1171	из противоречий	1	1
1172	смысле и	2	1
1173	указанных двух	1	1
1174	которые могли	1	1
1175	наш язык	2	1
1176	этом последнем	1	1
1177	характер и	2	1
1178	литературе и	2	1
1179	в последние	1	1
1180	же как	3	1
1181	большинстве случаев	3	1
1182	рядом с	7	1
1183	и вместе	1	1
1184	следует думать	1	1
1185	от этого	4	1
1186	это мне	1	1
1187	структуры ее	1	1
1188	же эти	1	1
1189	становится что	2	1
1190	полемизировать с	1	1
1191	должно было	1	1
1192	слово в	2	1
1193	обращаемые к	1	1
1194	предполагает что	2	1
1195	себе и	3	1
1196	к мысли	1	1
1197	из одного	3	1
1198	полагает что	1	1
1199	разумеется речь	1	1
1200	но никто	1	1
1201	теперь и	1	1
1202	то именно	1	1
1203	и у	3	1
1204	что их	2	1
1205	такова например	2	1
1206	и первый	1	1
1207	действительности и	1	1
1208	есть право	1	1
1209	не давал	1	1
1210	как сказано	1	1
1211	по имени	1	1
1212	этой своей	1	1
1213	читатель в	1	1
1214	слово есть	1	1
1215	что же?	1	1
1216	если оно	1	1
1217	весьма своеобразное	1	1
1218	сводит его	1	1
1219	при чтении	1	1
1220	в живой	1	1
1221	становится и	1	1
1222	в целях	2	1
1223	от элементов	1	1
1224	это первая	1	1
1225	не составляет	2	1
1226	очень часто	2	1
1227	ни другое	1	1
1228	не имелось	1	1
1229	же до	3	1
1230	в том-то	2	1
1231	при отсутствии	2	1
1232	совсем не	1	1
1233	с какой	1	1
1234	эти слова	1	1
1235	отношение между	1	1
1236	нам еще	1	1
1237	а ее	1	1
1238	отличаются от	1	1
1239	такой смысл	1	1
1240	на нем	1	1
1241	не заключает	1	1
1242	если же	1	1
1243	должны быть	4	1
1244	еще очевиднее	1	1
1245	ничего нового	1	1
1246	содержания и	2	1
1247	литературного явления	1	1
1248	имеет отношение	1	1
1249	смешно и	1	1
1250	появление в	1	1
1251	но только	5	1
1252	тем и	1	1
1253	научного знания	3	1
1254	никогда нельзя	1	1
1255	бы уже	2	1
1256	человек который	1	1
1257	в современной	3	1
1258	особого внимания	1	1
1259	из нас	1	1
1260	в историческом	1	1
1261	то во	1	1
1262	известно по	1	1
1263	собственно и	1	1
1264	в москве	2	1
1265	должны были	1	1
1266	систематизации и	1	1
1267	она была	1	1
1268	первоначальном виде	1	1
1269	уст в	1	1
1270	того кто	1	1
1271	ни то	1	1
1272	к языку	6	1
1273	например не	2	1
1274	имеет тот	1	1
1275	места действия	1	1
1276	превратилась в	1	1
1277	в связь	1	1
1278	нельзя не	1	1
1279	фонема т	1	1
1280	нашего анализа	2	1
1281	я вам	1	1
1282	что для	3	1
1283	или о	2	1
1284	внимание и	2	1
1285	знание языка	3	1
1286	так уж	1	1
1287	был в	2	1
1288	естественно не	1	1
1289	с которым	1	1
1290	надобности в	2	1
1291	согласно учению	1	1
1292	особое внимание	1	1
1293	оно действительно	1	1
1294	как традиция	1	1
1295	о власти	2	1
1296	во-вторых не	1	1
1297	речи вообще	2	1
1298	к живому	1	1
1299	за год	2	1
1300	ни за	1	1
1301	чем свидетельствует	1	1
1302	за себя	1	1
1303	себе как	1	1
