N	2gram	Vygotskiy_	EvropaiE
383	мы обнаруживаем	2	1
384	рода и	1	1
385	аналогии с	2	1
386	смотреть на	1	1
387	отражение в	2	1
388	как с	2	1
389	любой из	1	1
390	может не	1	1
391	на такую	1	1
392	только внешнюю	1	1
393	и было	2	1
394	на тех	1	1
395	на вопрос	1	1
396	вероятно что	1	1
397	это имело	1	1
398	протекать в	1	1
399	указать на	3	1
400	должно быть	1	1
401	к этой	3	1
402	имеют в	1	1
403	которая в	1	1
404	время с	2	1
405	за исключением	1	1
406	мы обозначили	1	1
407	уже в	1	1
408	например в	5	1
409	которых мы	6	1
410	был бы	4	1
411	в жизни	6	1
412	внимание на	4	1
413	от которых	2	1
414	с такой	7	1
415	в состоянии	1	1
416	он считает	2	1
417	и великую	1	1
418	на нет	1	1
419	мы знаем	3	1
420	его при	1	1
421	отдельных элементов	1	1
422	кто иной	1	1
423	дело с	5	1
424	технических или	1	1
425	которой обладает	1	1
426	она находится	1	1
427	большую роль	1	1
428	при этом	10	1
429	для него	4	1
430	значение имеют	1	1
431	а у	2	1
432	свои особые	1	1
433	не находим	2	1
434	бы на	2	1
435	доказано что	1	1
436	следует что	2	1
437	мире в	2	1
438	которые лежат	1	1
439	он называет	1	1
440	с ним	6	1
441	тем как	1	1
442	кроме того	2	1
443	иным и	1	1
444	что при	5	1
445	осуществление в	1	1
446	он на	1	1
447	если обратиться	1	1
448	что с	4	1
449	не как	1	1
450	которые по	1	1
451	а затем	1	1
452	мы совершенно	2	1
453	нас в	1	1
454	что произошло	1	1
455	к выводу	1	1
456	то мы	2	1
457	у нас	4	1
458	ли чтобы	1	1
459	и другими	2	1
460	другой можно	2	1
461	долго на	1	1
462	значении которое	2	1
463	нами в	3	1
464	это есть	3	1
465	смысле этого	5	1
466	в определении	1	1
467	лежащих в	1	1
468	его ни	1	1
469	в русском	1	1
470	как доказательство	1	1
471	мы находим	1	1
472	иначе если	1	1
473	сказал бы	2	1
474	тому же	2	1
475	она никогда	1	1
476	чтобы превратить	1	1
477	однако не	3	1
478	а на	2	1
479	связь с	5	1
480	оно не	1	1
481	как они	2	1
482	не было	4	1
483	связи с	2	1
484	бы нас	1	1
485	если не	1	1
486	более или	1	1
487	мы поймем	1	1
488	отказаться от	2	1
489	на которых	4	1
490	на свой	1	1
491	не о	1	1
492	но все	2	1
493	путь наш	1	1
494	имеет для	1	1
495	и сам	1	1
496	или иначе	2	1
497	будто к	1	1
498	благодаря своей	1	1
499	иной как	1	1
500	имеет значение	1	1
501	с ней	1	1
502	с таким	4	1
503	что его	3	1
504	общего правила	2	1
505	но совершенно	4	1
506	и где	2	1
507	о характере	1	1
508	что за	4	1
509	это мы	2	1
510	помощи которого	2	1
511	мысль о	1	1
512	одновременно с	1	1
513	в точном	2	1
514	которые как	1	1
515	же нет	1	1
516	что не	5	1
517	как его	1	1
518	в глубине	1	1
519	значения как	1	1
520	как сказал	1	1
521	и другое	6	1
522	в построении	1	1
523	при том	2	1
524	из всего	3	1
525	и будет	1	1
526	то время	4	1
527	сводится к	1	1
528	может этого	1	1
529	другую сторону	1	1
530	принадлежат к	1	1
531	будет доказано	1	1
532	этого можно	1	1
533	понимать как	1	1
534	считать что	1	1
535	можно назвать	2	1
536	тому что	10	1
537	мы получаем	1	1
538	никак нельзя	2	1
539	ее элементов	1	1
540	в корне	1	1
541	конечно не	6	1
542	с той	8	1
543	в связи	1	1
544	правда в	1	1
545	те же	2	1
546	бы такое	1	1
547	прав и	1	1
548	не кто	1	1
549	в последнем	1	1
550	следует понимать	3	1
551	время как	6	1
552	с такими	2	1
553	всегда в	1	1
554	что по	3	1
555	все эти	7	1
556	себя как	3	1
557	можно еще	1	1
558	мнение что	1	1
559	все же	10	1
560	но когда	2	1
561	при таком	4	1
562	есть только	3	1
563	противном случае	1	1
564	том смысле	2	1
565	только ее	1	1
566	этого слова	5	1
567	и т	19	1
568	одно из	4	1
569	перед собой	2	1
570	к концу	4	1
571	в такой	5	1
572	к какому	1	1
573	света и	1	1
574	один и	1	1
575	поэзии и	3	1
576	который не	7	1
577	ли он	4	1
578	о которых	10	1
579	о котором	5	1
580	если можно	1	1
581	в двух	11	1
582	и следовательно	2	1
583	по самой	1	1
584	ко второй	2	1
585	бы дать	1	1
586	с большей	1	1
587	ни для	1	1
588	речь идет	7	1
589	и свести	1	1
590	наконец его	1	1
591	но скорее	1	1
592	и это	13	1
593	был не	2	1
594	играет роль	1	1
595	более как	1	1
596	все так	1	1
597	в каждой	1	1
598	именно с	1	1
599	в обстановке	1	1
600	то можно	1	1
601	жизни которое	1	1
602	об этом	4	1
603	если взять	3	1
604	одна другую	1	1
605	или менее	1	1
606	сделать из	1	1
607	и усилить	1	1
608	что как	4	1
609	уже не	2	1
610	в одной	2	1
611	и вообще	1	1
612	он мог	1	1
613	всем его	1	1
614	казалось бы	7	1
615	что конечно	1	1
616	приводит как	1	1
617	сопоставить эти	1	1
618	с к	1	1
619	было у	1	1
620	воды и	1	1
621	которое при	1	1
622	нет ничего	1	1
623	не менее	1	1
624	могли бы	6	1
625	показать в	1	1
626	которые не	2	1
627	признать что	2	1
628	же все	1	1
629	том случае	4	1
630	мы думаем	1	1
631	от себя	1	1
632	некоторые из	1	1
633	может жить	1	1
634	а к	2	1
635	больше чем	5	1
636	действительности но	1	1
637	в основе	5	1
638	скажем прямо	1	1
639	гораздо большей	1	1
640	к любой	1	1
641	не перед	1	1
642	зависит от	2	1
643	а если	1	1
644	то это	5	1
645	бы с	1	1
646	этот новый	2	1
647	отличие от	1	1
648	мы увидим	14	1
649	такие же	1	1
650	язык и	1	1
651	что мы	6	1
652	на этом	6	1
653	значит что	2	1
654	но нам	1	1
655	когда мы	5	1
656	применить к	1	1
657	существование и	1	1
658	случае если	4	1
659	бы она	2	1
660	и направляет	1	1
661	в лучшем	2	1
662	случаи когда	1	1
663	не пишем	1	1
664	мы говорили	3	1
665	силы и	3	1
666	роли и	1	1
667	то и	3	1
668	доказать что	2	1
669	все остальные	1	1
670	будто нет	1	1
671	так называемой	4	1
672	чем то	1	1
673	каждого из	4	1
674	всего этого	3	1
675	связана с	1	1
676	всей силой	1	1
677	в мировой	1	1
678	относится к	2	1
679	природе вещей	1	1
680	при рассмотрении	1	1
681	вместо того	3	1
682	имеют существенное	1	1
683	п с	1	1
684	с совершенно	3	1
685	именно поэтому	1	1
686	времени в	1	1
687	много раз	2	1
688	или же	2	1
689	из их	1	1
690	а через	1	1
691	мы хотели	1	1
692	тех изменений	1	1
693	в этот	1	1
694	когда в	4	1
695	склонен думать	2	1
696	из себя	3	1
697	слова и	3	1
698	быть и	1	1
699	положений и	1	1
700	каком они	1	1
701	если так	2	1
702	для нее	2	1
703	народа и	1	1
704	в характере	1	1
705	к тем	3	1
706	увидим что	11	1
707	мы все	6	1
708	но они	2	1
709	мы остановились	2	1
710	и их	2	1
711	в которую	3	1
712	которые можно	1	1
713	что люди	1	1
714	говорить о	3	1
715	что эта	8	1
716	на его	2	1
717	лучше и	1	1
718	при такой	2	1
719	в тех	5	1
720	на пути	1	1
721	к области	1	1
722	и когда	8	1
723	от других	2	1
724	за пределы	1	1
725	этого факта	1	1
726	на примере	3	1
727	сознания что	1	1
728	в начале	1	1
729	мы хотим	4	1
730	с так	1	1
731	и до	4	1
732	даже не	1	1
733	своем значении	1	1
734	приблизительно в	1	1
735	и затем	3	1
736	и те	2	1
737	то как	4	1
738	в совершенно	3	1
739	от своей	1	1
740	чтобы не	2	1
741	на практике	1	1
742	к которой	1	1
743	что из	1	1
744	она получила	1	1
745	литературы и	1	1
746	и наоборот	1	1
747	с то	1	1
748	или иное	1	1
749	вопрос можно	1	1
750	будет уже	1	1
751	бы по	2	1
752	как известно	2	1
753	в каких	1	1
754	состоит в	4	1
755	ее место	1	1
756	имело бы	1	1
757	чем это	1	1
758	то чтобы	2	1
759	так то	2	1
760	в отличие	1	1
761	он в	3	1
762	ней по	1	1
763	среды и	1	1
764	этого следует	2	1
765	является та	1	1
766	каждой из	1	1
767	к двум	1	1
768	одного из	2	1
769	она может	4	1
770	противоположных направлениях	1	1
771	что для	6	1
772	него не	1	1
773	и тот	1	1
774	друг другу	2	1
775	той же	6	1
776	тех случаях	1	1
777	которые в	1	1
778	значение имеет	2	1
779	и ее	4	1
780	подходят к	2	1
781	считает что	2	1
782	понимали что	1	1
783	это можно	2	1
784	которое мы	4	1
785	что может	1	1
786	тот же	5	1
787	относиться к	1	1
788	оказались бы	1	1
789	к которому	3	1
790	когда дело	1	1
791	получила свое	1	1
792	эту мысль	2	1
793	двух противоположных	6	1
794	по этому	1	1
795	мы будем	4	1
796	то она	1	1
797	с которым	2	1
798	мы отнюдь	1	1
799	ряде случаев	1	1
800	это что	1	1
801	бы как	1	1
802	в полном	4	1
803	и о	6	1
804	имеют дело	2	1
805	которое имеет	3	1
806	одна из	6	1
807	все еще	1	1
808	есть чем	1	1
809	которые мы	2	1
810	с его	2	1
811	и его	8	1
812	которые применяются	1	1
813	его к	2	1
814	которых может	1	1
815	в противном	1	1
816	из русской	1	1
817	т д	6	1
818	что даже	2	1
819	существенное значение	1	1
820	это в	3	1
821	и насколько	1	1
822	в отдельных	1	1
823	с теми	4	1
824	эти два	4	1
825	вникнуть в	1	1
826	в нем	8	1
827	не будут	1	1
828	но это	6	1
829	от того	1	1
830	если мы	19	1
831	остановились на	2	1
832	лучшем случае	2	1
833	других случаях	1	1
834	что начиная	1	1
835	для этого	9	1
836	с ее	5	1
837	всех этих	2	1
838	обратиться к	4	1
839	все знаем	1	1
840	положение которое	1	1
841	но так	2	1
842	же выводу	1	1
843	то или	1	1
844	означает что	1	1
845	в самой	9	1
846	с равным	1	1
847	кажется нам	1	1
848	одного и	2	1
849	на ту	1	1
850	свое собственное	1	1
851	та и	2	1
852	гораздо более	2	1
853	как некий	1	1
