N	2gram	Voloshinov	Morfolog
213	действия и	2	2
214	тем же	1	2
215	что она	1	2
216	момент в	1	2
217	быть изучена	1	2
218	что именно	1	2
219	всяком случае	1	2
220	себя в	1	2
221	и подобные	2	2
222	другого и	1	2
223	для него	3	2
224	образом лишь	1	2
225	данном случае	2	2
226	с одной	2	2
227	она в	1	2
228	нашей работы	1	2
229	ни было	4	2
230	этом отношении	1	2
231	для нас	7	2
232	все это	3	2
233	с другими	2	2
234	не знает	1	2
235	это мы	1	2
236	этого нельзя	1	2
237	далее мы	1	2
238	же оно	1	2
239	у него	1	2
240	к вопросу	1	2
241	в чем	2	2
242	или менее	1	2
243	и таким	1	2
244	в одной	1	2
245	а с	1	2
246	можно сравнить	1	2
247	как особая	1	2
248	она не	2	2
249	ту же	1	2
250	быть и	3	2
251	в частности	1	2
252	бы они	1	2
253	должны быть	1	2
254	всех других	1	2
255	ни одной	1	2
256	из его	1	2
257	как будто	1	2
258	если она	1	2
259	что до	1	2
260	он пользуется	1	1
261	в особенности	2	1
262	это на	1	1
263	положения и	1	1
264	в художественно	1	1
265	какова будет	1	1
266	до сих	3	1
267	еще раз	2	1
268	и на	4	1
269	эту ситуацию	1	1
270	на эти	1	1
271	в момент	2	1
272	следует ли	1	1
273	следующий момент	1	1
274	или иных	1	1
275	дело с	2	1
276	и менее	1	1
277	при этом	6	1
278	эти и	2	1
279	формы в	1	1
280	видели в	1	1
281	же относится	2	1
282	тем как	2	1
283	не требует	1	1
284	те же	2	1
285	одно из	1	1
286	и делает	1	1
287	формы является	1	1
288	и создает	1	1
289	некоторые стороны	1	1
290	она становится	1	1
291	в них	3	1
292	этом основании	1	1
293	положения в	1	1
294	этой точки	3	1
295	он имеет	1	1
296	мы понимаем	1	1
297	именно и	1	1
298	образом во	1	1
299	найти его	1	1
300	и с	3	1
301	из нее	1	1
302	равно как	1	1
303	обходится без	1	1
304	и все	2	1
305	весь этот	1	1
306	него но	1	1
307	именно в	1	1
308	бы отдаленно	1	1
309	может получить	1	1
310	там же	1	1
311	как не	2	1
312	в своей	3	1
313	на эту	1	1
314	и герой	3	1
315	это бывает	1	1
316	они ни	2	1
317	бы не	2	1
318	в коем	1	1
319	ли он	1	1
320	важное значение	1	1
321	для их	1	1
322	является то	1	1
323	ничего общего	1	1
324	словами и	2	1
325	другими формами	1	1
326	же просто	1	1
327	все они	2	1
328	ситуации в	1	1
329	нами выше	1	1
330	так мы	1	1
331	в котором	3	1
332	которые мы	2	1
333	что совсем	1	1
334	она могла	1	1
335	в свою	1	1
336	имеет в	3	1
337	бы по	1	1
338	не должно	1	1
339	но то	1	1
340	только как	1	1
341	во многих	1	1
342	и независимо	1	1
343	оно является	1	1
344	в новой	1	1
345	точно и	1	1
346	с помощью	6	1
347	для нее	1	1
348	она создает	1	1
349	только на	3	1
350	вступает в	1	1
351	на примере	2	1
352	ни были	1	1
353	более и	1	1
354	и те	2	1
355	не вполне	1	1
356	же время	1	1
357	художественных приемов	1	1
358	самого начала	1	1
359	свою очередь	1	1
360	им в	1	1
361	же самое	2	1
362	известной степени	2	1
363	как на	2	1
364	что здесь	1	1
365	одно и	2	1
366	отношение к	4	1
367	не как	1	1
368	они должны	1	1
369	что я	1	1
370	эти вопросы	1	1
371	особой формой	1	1
372	то она	1	1
373	ряд вопросов	1	1
374	формы для	1	1
375	деле в	1	1
376	ли кто-нибудь	1	1
377	до известной	2	1
378	непосредственно к	1	1
379	форма не	1	1
380	его место	1	1
381	в противном	1	1
382	какой степени	2	1
383	коем случае	1	1
384	мы берем	1	1
385	в эти	1	1
386	о чем	1	1
387	мы еще	1	1
388	как необходимая	1	1
389	в ее	1	1
390	и становится	1	1
391	тот же	1	1
392	не то	1	1
393	высшей степени	1	1
394	каковы будут	1	1
395	как к	3	1
396	она имеет	1	1
397	и такой	1	1
398	нему в	1	1
399	и то	2	1
400	не зная	1	1
401	в себе	3	1
402	с большим	1	1
403	но прежде	1	1
404	должно быть	1	1
405	и уж	1	1
406	и вот	1	1
407	в его	2	1
408	является следствием	1	1
409	он как	1	1
410	не стремится	1	1
411	материала и	4	1
412	формы но	1	1
413	на что	1	1
414	в формах	2	1
415	на которой	1	1
416	теряет свою	1	1
417	что каждый	1	1
418	же не	1	1
419	что все	1	1
420	что например	1	1
421	совершенно ясно	1	1
422	ко второму	1	1
423	и притом	2	1
424	материал для	1	1
425	одной формой	1	1
426	и некоторые	1	1
427	героя может	1	1
428	это один	1	1
429	героя с	1	1
430	в виду	5	1
431	но эта	1	1
432	дело в	4	1
433	что не	4	1
434	как его	1	1
435	как нечто	1	1
436	в таком	1	1
437	какую-нибудь иную	1	1
438	литературе и	1	1
439	все вопросы	1	1
440	между ними	2	1
441	многое что	1	1
442	и она	1	1
443	есть в	1	1
444	не есть	2	1
445	слова не	1	1
446	определяет его	1	1
447	противном случае	1	1
448	он выбирает	1	1
449	на все	2	1
450	только и	1	1
451	которые имеют	1	1
452	бы мы	3	1
453	точек зрения	3	1
454	и это	1	1
455	из одного	1	1
456	не нужно	1	1
457	сих пор	3	1
458	и вообще	3	1
459	этих двух	2	1
460	в русской	1	1
461	предметами и	1	1
462	но можно	1	1
463	бы показать	1	1
464	с самого	1	1
465	она должна	1	1
466	бы только	1	1
467	само собой	1	1
468	и героев	1	1
469	дана в	1	1
470	все остальные	1	1
471	так называемой	3	1
472	может идти	1	1
473	только об	1	1
474	что всякий	1	1
475	обстоит дело	1	1
476	автором по	1	1
477	на другое	1	1
478	это по	1	1
479	кажется что	1	1
480	формы могут	1	1
481	все основные	1	1
482	пор не	1	1
483	кто же	1	1
484	составная часть	1	1
485	важно не	1	1
486	конечно в	2	1
487	же он	1	1
488	для одной	1	1
489	как явление	1	1
490	том кто	1	1
491	а этот	1	1
492	к которой	1	1
493	думать что	1	1
494	когда мы	1	1
495	рассматривать как	1	1
496	на это	2	1
497	связанные со	1	1
498	это позволит	1	1
499	выходят за	2	1
500	случае она	1	1
501	точку зрения	2	1
502	он вдруг	1	1
503	включает и	1	1
504	которые в	1	1
505	это делает	1	1
506	материала в	1	1
507	оно по	1	1
508	теперь когда	1	1
509	такой же	2	1
510	из этого	3	1
511	в области	1	1
512	его к	2	1
513	один и	1	1
514	тех или	1	1
515	все более	1	1
516	определить как	1	1
517	не отвечает	1	1
518	в окно	1	1
519	может и	1	1
520	ведь и	3	1
521	в высшей	1	1
522	природой и	1	1
523	с ее	1	1
524	из этой	1	1
525	и совершенно	2	1
526	в лице	1	1
527	в который	1	1
528	не можем	1	1
529	и наконец	3	1
530	слушателя и	2	1
531	он или	1	1
