N	3gram	Losev_Prob	Freidism
136	что бы то	1	1
137	не имели бы	1	1
138	составляющих ее элементов	1	1
139	приведет нас к	1	1
140	то что является	2	1
141	имеется в виду	6	1
142	и в вопросе	1	1
143	если же мы	1	1
144	может быть даже	4	1
145	и что поэтому	1	1
146	каком случае нельзя	1	1
147	во все те	1	1
148	но когда мы	2	1
149	смысле слова мы	1	1
150	имеем в виду	4	1
151	от которых она	1	1
152	и к другим	1	1
153	ни в каких	1	1
154	и вовсе не	6	1
155	содержания и формы	1	1
156	существенного значения для	1	1
157	в себе и	2	1
158	в котором он	1	1
159	к выводу что	1	1
160	и не было	2	1
161	и о которых	1	1
162	в свое время	1	1
163	того и другого	1	1
164	конечно не в	1	1
165	а именно что	1	1
166	она только еще	1	1
167	только в пределах	2	1
168	но и самым	1	1
169	не менее он	1	1
170	внимания ни на	1	1
171	во что бы	1	1
172	то ни о	1	1
173	в то время	6	1
174	одна на другую	1	1
175	или может быть	1	1
176	обнаруживает себя в	1	1
177	в этой работе	1	1
178	нужно сказать и	1	1
179	только в контексте	1	1
180	но даже и	7	1
181	и то же	5	1
182	и за пределы	2	1
183	ничего не говорит	1	1
184	при одном условии	1	1
185	конце концов и	1	1
186	и в таком	1	1
187	но что же	1	1
188	все же не	1	1
189	и потому его	1	1
190	хотя и не	2	1
191	дело здесь в	1	1
192	не было бы	3	1
193	новое и оригинальное	1	1
194	но при этом	1	1
195	бы для него	1	1
196	каких бы то	1	1
197	ничего общего с	2	1
198	не что иное	6	1
199	начала до конца	1	1
200	и сами эти	1	1
201	то же что	1	1
202	вовсе не есть	12	1
203	дело в том	4	1
204	иметь в виду	2	1
205	и все другие	1	1
206	или по крайней	6	1
207	и мышления не	1	1
208	ответ на этот	1	1
209	одно и то	4	1
210	таким образом что	1	1
211	при этом мы	1	1
212	в заключение этой	1	1
213	имея в виду	1	1
214	бросается в глаза	1	1
215	и неожиданным а	1	1
216	так как они	1	1
217	тоже еще не	1	1
218	мы не знаем	2	1
219	настолько велико что	1	1
220	данном случае является	1	1
221	так же как	3	1
222	не выходит за	2	1
223	мы убедились что	1	1
224	в истории философии	1	1
225	не допускать никаких	1	1
226	смысле слова и	3	1
227	только потому что	3	1
228	это уже не	2	1
229	смысле этого слова	1	1
230	мы все время	1	1
231	во всех этих	1	1
232	по себе является	1	1
233	потому что оно	1	1
234	точку зрения и	1	1
235	никакого отношения к	3	1
236	при этом условии	1	1
237	и никогда не	1	1
238	заключение этой главы	1	1
239	точки зрения в	1	1
240	и в то	2	1
241	может обойтись без	2	1
242	есть прежде всего	3	1
243	конечно и не	1	1
244	можно выбрать из	1	1
245	сказать несколько слов	1	1
246	случае не является	2	1
247	с этим не	1	1
248	не только не	5	1
249	есть не что	6	1
250	всяком случае не	2	1
251	не может обойтись	2	1
252	ни в какую	1	1
253	уже в таком	1	1
254	такое же положение	1	1
255	в целом и	1	1
256	относится и к	2	1
257	на первый взгляд	3	1
258	мы говорили выше	2	1
259	и все же	1	1
260	можно сказать о	1	1
261	с другими частями	1	1
262	в этом их	2	1
263	что иное как	6	1
264	не нуждается в	1	1
265	он в себе	1	1
266	но все же	1	1
267	впрочем может быть	1	1
268	мы говорим в	1	1
269	мы находим в	2	1
270	с большим трудом	1	1
271	в такой форме	1	1
272	об ее существовании	1	1
273	как бы ни	1	1
274	который в данном	1	1
275	мы имеем в	1	1
276	точки зрения на	1	1
277	не существует никаких	1	1
278	мы не будем	3	1
279	из того что	1	1
280	можем ли мы	1	1
281	общего не имеет	1	1
282	таким образом и	1	1
283	а во время	1	1
284	и входит в	1	1
285	даже и не	6	1
286	это означает что	1	1
287	и нет ничего	1	1
288	до конца и	1	1
289	ничем существенным не	1	1
290	находятся в противоречии	1	1
291	тот или иной	4	1
292	не исчерпывается мы	1	1
293	можно было бы	6	1
294	и совсем не	2	1
295	в основе своей	1	1
296	нам кажется что	1	1
297	не есть только	1	1
298	если мы будем	1	1
299	в настоящее время	4	1
300	несколько слов о	1	1
301	это было бы	2	1
302	то ни стало	1	1
