N	2gram	Berdyaev_M	Vvedenie
234	в частности	1	3
235	об отношении	1	3
236	не с	1	3
237	отношений между	2	3
238	в этой	12	3
239	в начале	2	3
240	от того	4	3
241	так же	5	3
242	и наоборот	1	3
243	было сказано	1	3
244	и той	2	3
245	отношение к	9	3
246	вообще и	1	3
247	наряду с	1	3
248	на нее	1	3
249	до конца	16	3
250	в своем	17	3
251	в зависимости	1	3
252	что она	5	3
253	в германии	1	3
254	как будто	4	3
255	он сам	11	3
256	к этому	3	3
257	для этого	3	3
258	раньше чем	1	3
259	к нему	8	3
260	никогда не	30	3
261	ближе к	1	2
262	во всем	5	2
263	так и	5	2
264	что они	4	2
265	находятся в	1	2
266	во втором	1	2
267	в содержании	1	2
268	на протяжении	2	2
269	после того	2	2
270	ни с	4	2
271	собой в	1	2
272	должна быть	7	2
273	мы не	2	2
274	и должно	3	2
275	смысле в	2	2
276	прийти к	3	2
277	ни к	2	2
278	учение о	3	2
279	и был	1	2
280	он и	2	2
281	или нет	1	2
282	и из	1	2
283	мысли и	2	2
284	сам по	2	2
285	после этого	1	2
286	истории в	2	2
287	и сама	2	2
288	и историю	1	2
289	с русским	1	2
290	себя в	6	2
291	для них	3	2
292	не столько	1	2
293	когда говорил	1	2
294	у нас	13	2
295	все равно	3	2
296	лежит в	2	2
297	в своих	4	2
298	не было	25	2
299	что нет	2	2
300	стоит в	3	2
301	есть лишь	23	2
302	и с	6	2
303	без остатка	1	2
304	с ней	3	2
305	будто бы	3	2
306	это еще	1	2
307	значение в	1	2
308	это есть	4	2
309	как явление	1	2
310	романов достоевского	3	2
311	жизни и	6	2
312	науку о	1	2
313	тому что	2	2
314	одно дело	1	2
315	и без	2	2
316	подобно тому	2	2
317	самой идеи	2	2
318	рядом с	1	2
319	есть только	2	2
320	том смысле	2	2
321	следовательно и	1	2
322	в ряду	1	2
323	к своему	2	2
324	к какому	2	2
325	не до	2	2
326	и истории	1	2
327	к культуре	1	2
328	себе и	4	2
329	искусство и	1	2
330	не иначе	1	2
331	и те	4	2
332	казалось бы	1	2
333	которые были	1	2
334	во всех	3	2
335	сам же	1	2
336	и потому	17	2
337	которые не	2	2
338	читать в	1	2
339	нужно знать	1	2
340	а с	1	2
341	не существует	5	2
342	не могли	1	2
343	что мы	1	2
344	когда мы	2	2
345	мы уже	1	2
346	ничего не	4	2
347	в свою	5	2
348	центре внимания	1	2
349	тому как	2	2
350	в этот	2	2
351	у них	4	2
352	мы должны	1	2
353	уже было	1	2
354	будет в	1	2
355	быть и	2	2
356	не мог	6	2
357	что если	1	2
358	своему значению	3	2
359	средних веков	1	2
360	увидим что	5	2
361	в прошлом	1	2
362	от которых	1	2
363	своей целью	1	2
364	отношении к	4	2
365	хотя в	1	2
366	из него	1	2
367	начале xix	1	2
368	и до	1	2
369	лишь как	3	2
370	в обоих	1	2
371	литературы и	2	2
372	она была	2	2
373	не совпадает	1	2
374	не бывает	3	2
375	как будет	1	2
376	чем они	1	2
377	одной и	2	2
378	проблемы и	2	2
379	может ли	2	2
380	самой своей	1	2
381	природы и	1	2
382	мог бы	5	2
383	и др	1	2
384	значение и	1	2
385	должно быть	5	2
386	произведения и	1	2
387	них не	1	2
388	с чем	1	2
389	был в	4	2
390	все время	3	2
391	тем более	1	2
392	иной раз	1	2
393	на то	1	2
394	его к	2	2
395	культурной жизни	1	2
396	это в	1	2
397	в идеале	2	2
398	этого слова	1	2
399	но это	8	2
400	конце концов	3	2
401	бы в	3	2
402	жизни как	1	2
403	имеет свою	1	2
404	по истории	1	2
405	не к	6	2
406	одном отношении	1	1
407	что было	2	1
408	все в	7	1
409	русской истории	1	1
410	всего в	2	1
411	были бы	1	1
412	он очень	1	1
413	то в	2	1
414	только тогда	1	1
415	такие явления	1	1
416	был и	1	1
417	дать его	1	1
418	интересом к	1	1
419	все что	5	1
420	человеческой личности	11	1
421	мы видим	4	1
422	которая должна	1	1
423	знать что	1	1
424	для нашего	1	1
425	книгу о	1	1
426	миросозерцания и	1	1
427	человека к	10	1
428	та же	4	1
429	достоевского в	10	1
430	мышления и	1	1
431	смысле что	1	1
432	тему о	4	1
433	она и	1	1
434	его нельзя	2	1
435	которая ведет	2	1
436	народа в	1	1
437	от его	3	1
438	для познания	1	1
439	они не	4	1
440	деле то	1	1
441	может не	3	1
442	различие между	2	1
443	к человеку	21	1
444	в момент	3	1
445	также что	1	1
446	знает не	1	1
447	о человеке	24	1
448	имеет своего	1	1
449	жизни а	3	1
450	им как	1	1
451	нужно было	1	1
452	своего собственного	1	1
453	этим свою	1	1
454	как к	2	1
455	от природы	3	1
456	более его	1	1
457	нужно читать	1	1
458	человека можно	1	1
459	притом не	1	1
460	для себя	1	1
461	отношения к	6	1
462	еще более	3	1
463	для него	28	1
464	которых он	5	1
465	к знанию	1	1
466	и чрезвычайно	1	1
467	вещи и	1	1
468	бы на	1	1
469	это значит	3	1
470	это отрицание	2	1
471	которые идут	1	1
472	с ним	5	1
473	это обычно	1	1
474	есть один	3	1
475	было не	1	1
476	для исторического	1	1
477	ее в	1	1
478	и нужно	2	1
479	от этой	2	1
480	для нас	3	1
481	и за	2	1
482	этом втором	1	1
483	и этим	2	1
484	интерес к	5	1
485	все свое	1	1
486	разного рода	2	1
487	и о	1	1
488	то мы	1	1
489	склонность к	1	1
490	оторванной от	1	1
491	требует от	1	1
492	на самом	2	1
493	на одной	2	1
494	истории с	1	1
495	европейской культуры	1	1
496	имел в	1	1
497	его от	1	1
498	коренным образом	1	1
499	на которой	1	1
500	что русский	1	1
501	не больше	1	1
502	но одно	1	1
503	исследование о	1	1
504	приходит к	2	1
505	бы своей	1	1
506	в русском	1	1
507	у него	38	1
508	но нужно	1	1
509	понимается как	1	1
510	не на	1	1
511	раз в	1	1
512	его время	1	1
513	чему в	1	1
514	себе путь	2	1
515	что все	5	1
516	оно не	3	1
517	также в	2	1
518	этим объясняется	1	1
519	как не	1	1
520	как они	1	1
521	быть названа	1	1
522	если не	1	1
523	что ни	1	1
524	человеческой природы	27	1
525	в духе	6	1
526	но на	2	1
527	все то	1	1
528	но он	17	1
529	есть проблема	1	1
530	историческая судьба	1	1
531	тесно связано	1	1
532	от своего	2	1
533	и можно	3	1
534	жизнь в	4	1
535	всех его	1	1
536	в идее	2	1
537	из сторон	1	1
538	что у	3	1
539	в россии	2	1
540	и все	13	1
541	бы кажется	1	1
542	во взглядах	1	1
543	из самых	9	1
544	бытия и	1	1
545	еще в	4	1
546	с них	1	1
547	есть в	3	1
548	очень не	1	1
549	в глубине	10	1
550	в эпоху	2	1
551	и эта	3	1
552	но для	2	1
553	движении к	1	1
554	представлять себе	1	1
555	и последние	1	1
556	не одно	1	1
557	о жизни	1	1
558	из всего	1	1
559	сторона его	1	1
560	слова а	1	1
561	или иная	1	1
562	это выражение	1	1
563	я и	3	1
564	если он	7	1
565	определяется в	1	1
566	так много	1	1
567	в жизни	7	1
568	можно назвать	1	1
569	не остается	2	1
570	в стороне	1	1
571	давно уже	1	1
572	достоевский как	2	1
573	с той	1	1
574	участие в	1	1
575	свой собственный	1	1
576	истории для	1	1
577	в изображении	1	1
578	долгое время	2	1
579	лишь с	1	1
580	есть совершенно	1	1
581	вообще он	1	1
582	человек в	12	1
583	духа в	5	1
584	если и	1	1
585	нас нет	1	1
586	есть та	2	1
587	этом опыте	1	1
588	говорят о	2	1
589	по внешности	1	1
590	в духовной	2	1
591	на эту	1	1
592	человека на	7	1
593	человеке и	8	1
594	не от	3	1
595	перед собой	2	1
596	как с	1	1
597	как ее	2	1
598	и я	5	1
599	в новой	1	1
600	в такой	4	1
601	страсть к	1	1
602	отличается от	2	1
603	любви и	3	1
604	человека или	1	1
605	в свете	3	1
606	хотя оба	1	1
607	это было	1	1
608	что раньше	1	1
609	на его	1	1
610	он по	1	1
611	в сторону	1	1
612	осталось ни	1	1
613	которая не	2	1
614	какой они	1	1
615	нем все	2	1
616	отношений все	1	1
617	в антропологическом	1	1
618	для нашей	1	1
619	всего должен	1	1
620	путь к	2	1
621	к концу	5	1
622	что вообще	1	1
623	теперь и	1	1
624	говорит об	1	1
625	и у	3	1
626	что их	1	1
627	не свободен	1	1
628	ему право	1	1
629	в одной	1	1
630	быть назван	3	1
631	мысли в	1	1
632	связано с	5	1
633	а для	2	1
634	по поводу	1	1
635	вопроса о	1	1
636	с первого	1	1
637	на них	1	1
638	свободен от	1	1
639	духа обычно	1	1
640	собственно в	1	1
641	понять как	1	1
642	и живая	1	1
643	можно и	2	1
644	жизнь и	5	1
645	чтобы сделать	1	1
646	слова для	1	1
647	не была	4	1
648	в природе	1	1
649	это остается	1	1
650	лишь средством	1	1
651	всегда и	1	1
652	права и	1	1
653	перестает быть	1	1
654	для друга	2	1
655	ко всему	2	1
656	это и	7	1
657	его и	2	1
658	не видит	1	1
659	человека в	26	1
660	ответить на	2	1
661	культуры для	1	1
662	и эти	1	1
663	находит свое	1	1
664	а к	2	1
665	не принадлежит	3	1
666	и более	2	1
667	в содержание	1	1
668	уже из	1	1
669	существенное в	1	1
670	нет уже	3	1
671	и социального	2	1
672	и образом	1	1
673	который был	4	1
674	о духе	1	1
675	не означает	2	1
676	быть человек	2	1
677	значит что	4	1
678	тех же	1	1
679	имеет очень	1	1
680	нельзя найти	1	1
681	е своего	1	1
682	нельзя было	3	1
683	потребность в	1	1
684	и везде	1	1
685	ответом на	1	1
686	самого только	1	1
687	превращается в	1	1
688	был уже	1	1
689	опыт и	2	1
690	очень далеко	1	1
691	ней есть	1	1
692	что почва	1	1
693	в самых	2	1
694	не любил	1	1
695	на той	1	1
696	идея и	3	1
697	литературой и	1	1
698	бытом с	1	1
699	не должен	1	1
700	не дает	1	1
701	во всей	1	1
702	не должно	1	1
703	вся она	1	1
704	но во	1	1
705	а от	3	1
706	не по	1	1
707	с какой	1	1
708	быть не	2	1
709	к идеям	1	1
710	бы назвать	1	1
711	не быть	2	1
712	этом пути	4	1
713	в необходимости	2	1
714	во многих	2	1
715	не всегда	1	1
716	имея в	1	1
717	не сам	2	1
718	из себя	2	1
719	и трудно	1	1
720	не раз	1	1
721	в которой	8	1
722	именно потому	1	1
723	к превращению	2	1
724	каких и	1	1
725	лишь в	8	1
726	бы только	1	1
727	не будет	3	1
728	между двумя	1	1
729	место у	1	1
730	только один	3	1
731	то все	2	1
732	есть то	2	1
733	последнего из	3	1
734	не могло	1	1
735	должны быть	3	1
736	одна сторона	1	1
737	нужно сказать	1	1
738	и та	2	1
739	и вряд	2	1
740	есть ли	2	1
741	люди с	1	1
742	втором случае	1	1
743	и об	1	1
744	к области	1	1
745	и тот	2	1
746	за пределы	5	1
747	не потому	2	1
748	заключает в	3	1
749	говорит что	3	1
750	этим не	1	1
751	в учении	1	1
752	разных сторон	1	1
753	человеческого духа	31	1
754	значительной степени	2	1
755	вопрос нужно	1	1
756	стоит на	2	1
757	сомневаться в	1	1
758	народ но	1	1
759	превратить его	1	1
760	он есть	1	1
761	поэтому для	1	1
762	на практике	1	1
763	и всегда	3	1
764	человека и	19	1
765	от древнего	1	1
766	и речи	1	1
767	должны были	1	1
768	а лишь	3	1
769	достигает того	1	1
770	и часто	2	1
771	нем есть	5	1
772	его отношение	2	1
773	знает что	1	1
774	и границы	3	1
775	в чистом	1	1
776	всего что	2	1
777	его собственной	2	1
778	потому и	2	1
779	которого был	1	1
780	этом учении	1	1
781	имеем в	1	1
782	показывает как	3	1
783	так называемого	1	1
784	известного рода	1	1
785	веков в	1	1
786	и начал	1	1
787	ведь это	2	1
788	он в	4	1
789	оно входит	1	1
790	нет и	6	1
791	место в	4	1
792	содержания как	1	1
793	на деле	4	1
794	важное для	1	1
795	одного из	1	1
796	впервые в	1	1
797	с именем	1	1
798	к ним	1	1
799	что всякий	3	1
800	человечества и	1	1
801	ее не	1	1
802	она может	2	1
803	культуры и	2	1
804	и своим	1	1
805	не осталось	1	1
806	и никогда	4	1
807	с обычным	1	1
808	оно имеет	1	1
809	принять участие	1	1
810	них нет	2	1
811	друг для	2	1
812	но есть	1	1
813	только одна	1	1
814	подход к	1	1
815	что есть	7	1
816	сторон в	2	1
817	они должны	1	1
818	но нет	1	1
819	действительности о	1	1
820	у меня	1	1
821	культуры что	1	1
822	она неизбежно	1	1
823	выражения в	1	1
824	формы в	1	1
825	точку зрения	1	1
826	это можно	1	1
827	смотрят на	1	1
828	в высшей	4	1
829	что иной	1	1
830	к которому	1	1
831	движение в	3	1
832	не значит	2	1
833	его нужно	1	1
834	глубине человеческой	1	1
835	говорил что	1	1
836	и от	3	1
837	культуры он	1	1
838	у разных	1	1
839	для которого	1	1
840	быть у	1	1
841	том только	1	1
842	русской литературы	5	1
843	в атмосфере	3	1
844	как часто	1	1
845	нем не	2	1
846	что без	2	1
847	момент в	5	1
848	и прежде	1	1
849	это прежде	1	1
850	он был	18	1
851	как момент	1	1
852	к исследованию	1	1
853	мира в	2	1
854	были в	1	1
855	во франции	1	1
856	выходя из	2	1
857	от идей	1	1
858	в европе	2	1
859	для исследования	1	1
860	античного мира	1	1
861	что написано	1	1
862	к этим	3	1
863	во время	1	1
864	ведь и	1	1
865	та или	1	1
866	идей и	3	1
867	только потому	1	1
868	и после	1	1
869	бы уже	1	1
870	в картине	2	1
871	чтобы не	4	1
872	в совершенстве	1	1
873	о связи	1	1
874	в самой	8	1
875	пор это	1	1
876	уже более	1	1
877	начинает с	2	1
878	тот же	1	1
879	всякий кто	1	1
880	что на	1	1
881	истории на	1	1
882	эту тему	1	1
883	не то	1	1
884	нее не	1	1
885	действительно в	1	1
886	с разных	2	1
887	искусства в	1	1
888	идея которая	1	1
889	это особенно	2	1
890	и самый	2	1
891	для дела	1	1
892	обратиться к	1	1
893	и ничего	1	1
894	он должен	4	1
895	что существует	1	1
896	его сторону	1	1
897	изменения в	1	1
