N	2gram	Bakhtin_Fr	Sovremen
431	и органами	1	1
432	до наших	5	1
433	рядом с	5	1
434	в мире	6	1
435	и прежде	4	1
436	на эту	2	1
437	жизни в	1	1
438	но не	4	1
439	так в	4	1
440	системы но	1	1
441	но если	1	1
442	здесь и	6	1
443	они не	4	1
444	к концу	1	1
445	правда не	4	1
446	по себе	1	1
447	явлений и	1	1
448	он сам	1	1
449	в следующих	2	1
450	оно может	1	1
451	не имеет	1	1
452	их на	1	1
453	к этому	6	1
454	и сделал	2	1
455	все более	1	1
456	там где	6	1
457	он ставит	1	1
458	в то	14	1
459	то его	2	1
460	и только	1	1
461	функций в	2	1
462	один и	3	1
463	от старого	2	1
464	в отдельных	1	1
465	именно эта	1	1
466	и следовательно	3	1
467	но это	5	1
468	на различные	1	1
469	и для	6	1
470	есть то	1	1
471	природой и	1	1
472	с ее	1	1
473	таким же	1	1
474	не что	1	1
475	и это	5	1
476	того же	4	1
477	сказать несколько	1	1
478	все время	3	1
479	и если	2	1
480	не принимает	1	1
481	он с	2	1
482	ставит он	1	1
483	на части	10	1
484	и его	26	1
485	его здесь	1	1
486	и особенно	2	1
487	в первых	1	1
488	вовсе не	18	1
489	целого и	1	1
490	явлений как	1	1
491	о том	5	1
492	сих пор	6	1
493	в заключение	4	1
494	есть не	1	1
495	и вообще	3	1
496	иное как	1	1
497	в новое	1	1
498	наконец все	1	1
499	которая и	1	1
500	своего развития	2	1
501	но конечно	5	1
502	к нему	4	1
503	никогда не	2	1
504	той или	2	1
505	на них	3	1
506	свое время	1	1
