N	2gram	Bakhtin_KF	Myslijsy
102	же с	2	16
103	каждый раз	1	16
104	на то	1	16
105	в этих	1	15
106	уже не	7	15
107	только как	4	15
108	и тем	3	15
109	и по	1	15
110	что он	2	15
111	в свою	3	15
112	прежде всего	4	15
113	думать что	2	15
114	все же	5	14
115	в котором	24	14
116	в действительности	1	14
117	свою очередь	1	14
118	во всех	11	14
119	когда мы	1	14
120	столь же	1	14
121	бы ни	1	14
122	там где	5	14
123	должны быть	1	14
124	в истории	1	14
125	же время	2	14
126	мысли в	1	14
127	мы должны	1	14
128	само по	1	14
129	что все	1	13
130	в смысле	6	13
131	есть для	1	13
132	и все	9	13
133	не следует	2	13
134	том смысле	1	13
135	зависит от	1	13
136	смысле этого	1	13
137	образом в	1	13
138	и может	3	13
139	и его	18	13
140	от него	3	12
141	одно из	1	12
142	до сих	1	12
143	никогда не	5	12
144	хотя и	1	12
145	быть только	8	12
146	в чем	4	12
147	сих пор	1	12
148	в каждом	3	12
149	оно не	2	12
150	все остальные	2	12
151	всяком случае	1	12
152	относится к	1	12
153	друг друга	1	12
154	все это	10	12
155	человека и	3	12
156	как мы	1	12
157	все что	1	11
158	в первом	1	11
159	имеет для	1	11
160	только для	1	11
161	из себя	11	11
162	только на	1	11
163	и это	12	11
164	к нему	12	11
165	его в	5	11
166	того чтобы	2	11
167	быть не	2	11
168	к ней	1	11
169	той же	1	11
170	если не	2	11
171	и только	7	11
172	другими словами	1	11
173	и их	6	11
174	же в	1	11
175	и с	1	10
176	хотя бы	5	10
177	находится в	1	10
178	мы видим	1	10
179	и мы	2	10
180	это слово	1	10
181	не от	1	10
182	что только	2	10
183	и от	1	10
184	и есть	10	10
185	бы быть	5	10
186	он не	6	10
187	мы говорим	2	10
188	если мы	1	10
189	тем же	1	10
190	и для	10	10
191	между прочим	1	10
192	только по	2	10
193	тому что	2	10
194	и того	2	9
195	и даже	1	9
196	вопрос о	2	9
197	связь между	1	9
198	до того	1	9
199	что она	1	9
200	на язык	3	9
201	только от	1	9
202	одного и	2	9
203	для самого	1	9
204	не будет	2	9
205	один из	2	9
206	самом деле	3	9
207	никто не	1	9
208	но оно	1	9
209	с точки	10	9
210	это было	2	9
211	и других	2	9
212	в целом	10	9
213	и о	1	9
214	можно сказать	1	9
215	во всем	7	8
216	говорить о	2	8
217	не как	4	8
218	но все	6	8
219	именно в	5	8
220	их в	1	8
221	перестает быть	1	8
222	это содержание	1	8
223	была бы	1	8
224	только не	1	8
225	смысле в	2	8
226	от них	1	8
227	что есть	2	8
228	отношений между	1	8
229	с ними	4	8
230	между ними	1	8
231	остается только	1	8
232	не из	2	8
233	тот же	3	8
234	говоря о	1	8
235	на самом	3	8
236	мысли что	1	8
237	все равно	1	8
238	или в	1	8
239	помнить что	1	8
240	на все	1	8
241	самого себя	1	7
242	тем как	3	7
243	связь с	1	7
244	все эти	11	7
245	слово может	1	7
246	к другим	1	7
247	в жизни	2	7
248	но мы	1	7
249	в данном	2	7
250	не существует	1	7
251	превращается в	1	7
252	что именно	1	7
253	к этому	2	7
254	притом не	1	7
255	несмотря на	1	7
256	или не	1	7
257	своей мысли	1	7
258	в эту	1	7
259	деятельности и	2	7
260	но как	5	7
261	в своих	4	7
262	когда я	3	7
263	она не	2	7
264	и та	3	7
265	и тот	3	7
266	этом смысле	3	7
267	могла бы	4	7
268	а как	2	7
269	во втором	1	7
270	все в	1	7
271	его с	2	7
272	для себя	7	7
273	находятся в	1	7
274	не более	1	7
275	себя и	5	7
276	бы и	3	7
277	и теперь	1	7
278	то все	1	7
279	и во	1	7
280	том же	1	7
281	мысли но	1	7
282	из него	4	7
283	один и	3	7
284	не имеют	1	7
285	его к	2	7
286	в искусстве	1	7
287	не с	1	7
288	место в	6	7
289	и к	1	6
290	же и	1	6
291	образом и	1	6
292	в виду	3	6
293	мысли как	1	6
294	если и	1	6
295	его на	2	6
296	а именно	1	6
297	в своей	11	6
298	не имеем	3	6
299	как оно	2	6
300	себе в	1	6
301	к ним	4	6
302	слово не	3	6
303	это будет	1	6
304	я как	1	6
305	ни было	4	6
306	в ее	17	6
307	но он	1	6
308	в мире	8	6
309	представляется нам	1	6
310	могло бы	4	6
311	мы уже	1	6
312	же самое	1	6
313	главным образом	1	6
314	но есть	2	6
315	вне себя	1	6
316	в последнем	1	6
317	например что	1	6
318	должна быть	4	6
319	которые могут	1	6
320	может стать	1	6
321	ничего общего	2	6
322	и уже	1	6
323	лишь в	8	6
324	не могло	1	6
325	в этой	2	6
326	и до	1	6
327	таким путем	1	6
328	мог бы	1	6
329	слово и	1	6
330	в их	9	6
331	в виде	2	6
332	в стороне	1	6
333	при таком	1	6
334	что между	1	6
335	на его	1	6
336	об этом	1	6
337	его не	1	6
338	в один	1	6
339	оно должно	1	6
340	жизни и	8	6
341	человек не	2	6
342	ни был	2	6
343	человеческой жизни	1	5
344	были бы	2	5
345	или нет	1	5
346	всех остальных	1	5
347	в некотором	3	5
348	времени и	4	5
349	предмет и	2	5
350	уже и	1	5
351	предмета и	1	5
352	входит в	4	5
353	но эти	1	5
354	значительной степени	1	5
355	конечно не	7	5
356	его содержание	1	5
357	с другим	4	5
358	вообще и	1	5
359	этих последних	1	5
360	в нашем	1	5
361	ли она	1	5
362	чувства в	1	5
363	понятие о	1	5
364	время и	5	5
365	на том	1	5
366	только при	1	5
367	в живой	1	5
368	а с	2	5
369	чем в	1	5
370	одна из	1	5
371	как предмет	2	5
372	рядом с	3	5
373	но только	1	5
374	нет но	1	5
375	над всеми	1	5
376	если это	1	5
377	что может	1	5
378	мысль в	1	5
379	есть еще	1	5
380	можно только	1	5
381	в процессе	2	5
382	некоторым образом	1	5
383	вытекает из	2	5
384	оба эти	2	5
385	мы его	1	5
386	в единстве	8	5
387	для нее	9	5
388	эта мысль	1	5
389	отношении к	2	5
390	ее не	1	5
391	и здесь	7	5
392	они не	1	5
393	это можно	2	5
394	мы имеем	5	5
395	а это	2	5
396	нет ничего	1	5
397	бы для	1	5
398	в какой	1	5
399	не подлежит	1	5
400	от своего	1	5
401	но уже	1	5
402	и таким	1	5
403	в области	2	5
404	что эти	1	5
405	том случае	1	5
406	а к	1	5
407	бы только	1	5
408	но при	1	5
409	субъекта и	1	5
410	есть всегда	1	5
411	этого не	1	5
412	предмета в	3	5
413	как не	1	5
414	не по	4	5
415	отношение к	6	5
416	не к	1	5
417	себе а	2	5
418	различия в	2	4
419	еще более	2	4
420	из нее	2	4
421	равно как	1	4
422	мы только	1	4
423	точке зрения	1	4
424	но во	1	4
425	в другом	3	4
426	предметов и	1	4
427	был бы	3	4
428	из самого	2	4
429	чего не	2	4
430	не я	3	4
431	содержание мысли	1	4
432	с чем	1	4
433	в противном	1	4
434	не мог	1	4
435	бы то	2	4
436	не противоречит	1	4
437	не знает	5	4
438	в понятии	1	4
439	я и	5	4
440	следовательно и	1	4
441	от этого	2	4
442	с его	2	4
443	связанная с	1	4
444	на этом	1	4
445	эти слова	1	4
446	не дает	3	4
447	ту же	1	4
448	то ни	2	4
449	кажется что	2	4
450	которое предполагает	1	4
451	и затем	1	4
452	а тем	1	4
453	его как	5	4
454	если оно	1	4
455	ничего не	3	4
456	чтобы не	2	4
457	та же	3	4
458	мысль не	2	4
459	относятся к	1	4
460	имеет место	1	4
461	ни в	12	4
462	это есть	2	4
463	отношения к	1	4
464	есть что	1	4
465	и так	1	4
466	эта последняя	1	4
467	что конечно	1	4
468	все они	2	4
469	здесь как	1	4
470	только одно	1	4
471	возможность в	2	4
472	более чем	1	4
473	сознании и	1	4
474	не потому	2	4
475	он есть	1	4
476	его только	1	4
477	он может	2	4
478	ним то	1	4
479	к содержанию	2	4
480	он должен	1	4
481	ему в	2	4
482	сознания и	3	4
483	одна и	2	4
484	этой мысли	1	4
485	будет ли	2	4
486	но с	1	4
487	отказаться от	2	4
488	но эта	6	4
489	дело в	2	4
490	в ту	2	4
491	противном случае	1	4
492	по своему	3	4
493	остановимся на	1	4
494	и оно	1	4
495	бы совершенно	1	4
496	деятельность есть	1	4
497	другим и	1	4
498	когда оно	1	4
499	произведения не	1	4
500	бытия и	10	4
501	такой же	1	4
502	они имеют	1	3
503	потому только	1	3
504	случае мы	2	3
505	дело с	2	3
506	что делает	1	3
507	это значит	1	3
508	для одного	1	3
509	и получает	1	3
510	и говорить	1	3
511	в результате	1	3
512	ясно что	3	3
513	в различных	1	3
514	одной из	1	3
515	их не	1	3
516	я могу	5	3
517	и чувство	2	3
518	я а	1	3
519	что этот	3	3
520	и мысли	1	3
521	все свои	1	3
522	вообще как	1	3
523	и когда	2	3
524	быть в	4	3
525	нам остается	1	3
526	она может	1	3
527	от себя	10	3
528	казаться что	1	3
529	к этим	1	3
530	подлежит сомнению	1	3
531	именно вследствие	1	3
532	не дано	1	3
533	и весь	4	3
534	мысль может	1	3
535	менее в	1	3
536	от его	5	3
537	его самого	1	3
538	первом случае	1	3
539	имеют в	1	3
540	что уже	1	3
541	то для	1	3
542	него самого	1	3
543	но можно	4	3
544	может иметь	2	3
545	и сама	1	3
546	содержания в	1	3
547	бы что	1	3
548	не была	1	3
549	в разные	1	3
550	и отношения	3	3
551	ее от	2	3
552	что за	2	3
553	все наше	1	3
554	но для	3	3
555	содержания мысли	1	3
556	человек и	2	3
557	с которой	1	3
558	есть именно	2	3
559	большинстве случаев	1	3
560	его жизни	3	3
561	в себя	8	3
562	как всякое	1	3
563	себе и	3	3
564	действительности и	1	3
565	мысль и	2	3
566	совсем не	2	3
567	здесь мы	4	3
568	до этого	1	3
569	именно что	1	3
570	как это	1	3
571	что эта	2	3
572	в форме	1	3
573	нечто вроде	2	3
574	но всегда	2	3
575	я в	1	3
576	случае когда	1	3
577	и др	1	3
578	но нет	2	3
579	всех сторон	1	3
580	не значит	6	3
581	мы будем	1	3
582	по направлению	1	3
583	значило бы	2	3
584	значит что	1	3
585	и ее	2	3
586	наше время	1	3
587	на чем	1	3
588	говорим не	1	3
589	и из	1	3
590	в отношении	1	3
591	слова мы	1	3
592	должен был	1	3
593	знать что	2	3
594	ни о	1	3
595	их и	1	3
596	она и	1	3
597	к таким	1	3
598	как о	1	3
599	и вопрос	1	3
600	в известном	1	3
601	его я	1	3
602	со всех	1	3
603	предмет в	1	3
604	не должно	3	3
605	это только	2	3
606	у меня	1	3
607	именно на	2	3
608	общее положение	1	3
609	котором мы	3	3
610	есть общее	1	3
611	здесь не	3	3
612	сама она	1	3
613	жизни не	1	3
614	и наконец	1	3
615	что ему	1	3
616	содержания а	1	3
617	ничем не	1	3
618	ее в	1	3
619	не нужен	2	3
620	что значит	2	3
621	видеть в	1	3
622	с которым	1	3
623	себя а	4	3
624	а то	1	3
625	в определении	1	3
626	и я	6	3
627	нисколько не	4	3
628	должен быть	7	3
629	единство и	1	3
630	в одной	1	3
631	которую мы	1	3
632	это в	1	3
633	пор не	1	3
634	или как	2	3
635	в большинстве	1	3
636	признать что	1	3
637	и общее	2	3
638	и совершенно	3	3
639	по всей	1	3
640	из сознания	1	3
641	все содержание	1	3
642	связи между	1	3
643	людьми и	1	3
644	лишь по	1	3
645	для этого	2	3
646	которой мы	1	3
647	какого бы	1	2
648	и человеческого	1	2
649	можно говорить	1	2
650	познания и	4	2
651	значение для	1	2
652	ровно ничего	1	2
653	и имеет	1	2
654	под ним	2	2
655	следует что	1	2
656	апперцепции и	1	2
657	может служить	1	2
658	не зависит	1	2
659	действие и	1	2
660	а есть	1	2
661	его от	1	2
662	нами в	2	2
663	сознание с	1	2
664	с действительностью	1	2
665	где оба	1	2
666	этим путем	2	2
667	ни одна	2	2
668	к телу	1	2
669	если он	1	2
670	стороны в	3	2
671	выражения и	1	2
672	выйти из	1	2
673	отличается от	1	2
674	в это	2	2
675	разные стороны	1	2
676	для эстетического	2	2
677	содержания но	2	2
678	где оно	1	2
679	действительность и	1	2
680	во все	1	2
681	не непосредственно	1	2
682	и такие	1	2
683	лицом и	1	2
684	раз и	2	2
685	она могла	2	2
686	что первая	1	2
687	и другой	1	2
688	сознания в	2	2
689	самом своем	1	2
690	не об	1	2
691	себя потому	1	2
692	всего человеческого	1	2
693	людей и	3	2
694	возвращаться в	1	2
695	любви к	1	2
696	стал бы	2	2
697	но этот	2	2
698	и себя	1	2
699	это единство	3	2
700	я с	1	2
701	есть действительно	2	2
702	по которой	1	2
703	такая же	1	2
704	как я	1	2
705	это что	1	2
706	теории и	3	2
707	а следовательно	3	2
708	в движении	1	2
709	в системе	1	2
710	но конечно	3	2
711	себя в	8	2
712	едва ли	2	2
713	но сама	1	2
714	не найдем	1	2
715	своего развития	1	2
716	ближе к	3	2
717	ее и	6	2
718	все возможное	2	2
719	него как	1	2
720	к человеку	1	2
721	мысли только	1	2
722	для которой	3	2
723	и некоторым	1	2
724	суждения не	1	2
725	и за	2	2
726	истина и	1	2
727	значит не	1	2
728	как с	1	2
729	лежит в	1	2
730	к чему	3	2
731	сознания не	2	2
732	как его	4	2
733	предмет как	2	2
734	смысле и	2	2
735	этом последнем	1	2
736	я не	6	2
737	если я	2	2
738	точек зрения	1	2
739	не нужно	2	2
740	необходимое условие	1	2
741	не сказали	1	2
742	только путем	1	2
743	не исключительно	1	2
744	этого единства	1	2
745	и миром	1	2
746	по своей	1	2
747	то или	2	2
748	требует чтобы	1	2
749	целом и	3	2
750	образом то	1	2
751	этом единстве	1	2
752	о его	1	2
753	мы обозначаем	1	2
754	невозможно если	1	2
755	в первой	1	2
756	все остальное	2	2
757	однако по	1	2
758	бы оно	2	2
759	действительно есть	1	2
760	к последнему	3	2
761	себе как	2	2
762	будет совершенно	1	2
763	с ее	2	2
764	всех этих	3	2
765	собою только	1	2
766	человечества но	1	2
767	могли быть	1	2
768	до степени	1	2
769	само слово	1	2
770	в суждении	1	2
771	и музыка	1	2
772	то получим	1	2
773	как содержание	1	2
774	на ее	1	2
775	нас как	1	2
776	и должно	1	2
777	из которых	2	2
778	переходит в	1	2
779	не прибавляет	1	2
780	отличаются от	1	2
781	оно ни	1	2
782	есть лишь	5	2
783	всегда в	1	2
784	это положение	1	2
785	показать что	1	2
786	пространство и	2	2
787	значения как	1	2
788	имеет дело	1	2
789	зависимости от	1	2
790	всей своей	2	2
791	есть следовательно	1	2
792	это и	3	2
793	ни к	2	2
794	его и	2	2
795	мышление есть	1	2
796	ясно и	3	2
797	и видит	1	2
798	заключать в	1	2
799	это событие	1	2
800	и содержание	5	2
801	из его	3	2
802	как из	1	2
803	делает возможным	1	2
804	ни одно	5	2
805	мы получим	2	2
806	не будем	1	2
807	себя от	1	2
808	только это	2	2
809	нуждаются в	1	2
810	было и	2	2
811	всем другим	3	2
812	вне его	1	2
813	ибо он	1	2
814	имеем в	2	2
815	есть его	2	2
816	нет и	3	2
817	а скорее	1	2
818	не за	1	2
819	общее и	3	2
820	все следующие	1	2
821	такие которые	1	2
822	относиться к	1	2
823	только с	3	2
824	с действительно	1	2
825	своего содержания	1	2
826	человека но	1	2
827	единство в	1	2
828	уже с	1	2
829	жизни но	3	2
830	в предмете	1	2
831	этот мир	2	2
832	и было	1	2
833	этот процесс	1	2
834	предположение что	1	2
835	он как	1	2
836	не для	1	2
837	или с	1	2
838	мира но	5	2
839	к его	1	2
840	может казаться	1	2
841	о нем	4	2
842	где он	3	2
843	же не	1	2
844	этих предметов	2	2
845	в движение	1	2
846	формы и	1	2
847	языка это	1	2
848	говорим о	2	2
849	а все	3	2
850	которые как	1	2
851	и эта	2	2
852	же будет	1	2
853	в понятия	1	2
854	один момент	1	2
855	возможно и	1	2
856	полагать что	1	2
857	вследствие чего	1	2
858	возможное содержание	1	2
859	и другого	3	2
860	оно может	1	2
861	как одно	1	2
862	сказать и	1	2
863	и эти	2	2
864	только к	1	2
865	в суждениях	1	2
866	не могу	3	2
867	для мыслящего	1	2
868	следовательно два	1	2
869	дело не	2	2
870	быть и	3	2
871	во второй	1	2
872	когда он	1	2
873	смысле совокупности	1	2
874	самое что	1	2
875	но такое	1	2
876	стороны его	1	2
877	не станет	1	2
878	которую я	2	2
879	этих случаях	1	2
880	вводить в	1	2
881	с человеком	3	2
882	мысли со	1	2
883	в математике	1	2
884	считаем нужным	1	2
885	бы он	2	2
886	сказать в	1	2
887	даже для	1	2
888	эту мысль	1	2
889	другой и	1	2
890	нуждается в	1	2
891	в единство	3	2
892	и предметом	1	2
893	для другого	4	2
894	мир не	1	1
895	к действительности	1	1
896	стать в	1	1
897	другой нет	1	1
898	мы найдем	1	1
899	и содержания	2	1
900	он предполагает	1	1
901	чтобы дать	2	1
902	здесь именно	1	1
903	со всем	5	1
904	мысль как	2	1
905	мы забыли	1	1
906	можно и	2	1
907	нем в	1	1
908	к отдельному	1	1
909	в определенное	2	1
910	между отдельными	1	1
911	людей но	1	1
912	из всех	1	1
913	нее в	2	1
914	же мысль	1	1
915	жить и	2	1
916	времени можно	1	1
917	я или	1	1
918	него в	1	1
919	только за	1	1
920	как если	1	1
921	по способу	1	1
922	и само	2	1
923	которой все	2	1
924	целом как	2	1
925	не сможет	1	1
926	на задний	1	1
927	в духе	1	1
928	он имеет	2	1
929	на волю	2	1
930	факт и	1	1
931	небо и	1	1
932	на степень	2	1
933	и требует	1	1
934	систему и	1	1
935	в действительную	1	1
936	выражено в	1	1
937	места и	4	1
938	и должен	2	1
939	меня в	3	1
940	самого и	1	1
941	но будет	1	1
942	только через	1	1
943	есть тот	1	1
944	и очень	1	1
945	здесь дело	1	1
946	образом я	1	1
947	его все	1	1
948	где она	2	1
949	чем не	4	1
950	объективного и	1	1
951	о словах	1	1
952	и b	1	1
953	от своей	5	1
954	себя не	3	1
955	мир и	1	1
956	сомнению но	1	1
957	моментов что	1	1
958	играть в	1	1
959	разных людей	1	1
960	всего можно	1	1
961	для моей	2	1
962	быть из	1	1
963	цели и	1	1
964	действительности а	1	1
965	для выражения	2	1
966	жизнь человека	1	1
967	действительности в	2	1
968	другими и	1	1
969	я это	1	1
970	в жизнь	1	1
971	как произойдет	1	1
972	все и	1	1
973	это с	1	1
974	себя другой	1	1
975	признавая в	1	1
976	которой он	2	1
977	чувствует себя	1	1
978	что мне	1	1
979	с моей	3	1
980	мы признаем	1	1
981	не должен	3	1
982	другом в	1	1
983	и должна	3	1
984	другой человек	1	1
985	в этот	1	1
986	действительного мира	6	1
987	и т.п	1	1
988	стороне и	1	1
989	в данных	1	1
990	отношение ко	1	1
991	удержать в	2	1
992	виду и	1	1
993	этим не	2	1
994	для которого	3	1
995	выразить это	1	1
996	и незаменимое	1	1
997	найти и	1	1
998	это значило	2	1
999	нет противоречия	1	1
1000	события и	2	1
1001	всего этого	1	1
1002	всего что	1	1
1003	делает его	1	1
1004	точнее говоря	1	1
1005	мы ни	1	1
1006	но ни	2	1
1007	бесконечного множества	1	1
1008	слово единство	1	1
1009	так весь	1	1
1010	настоящее время	1	1
1011	ее как	2	1
1012	это предполагает	1	1
1013	есть это	1	1
1014	к двум	1	1
1015	нигде не	3	1
1016	особенно в	1	1
1017	в непосредственной	1	1
1018	есть познание	1	1
1019	человека вообще	3	1
1020	до ее	1	1
1021	глядит в	1	1
1022	себя до	1	1
1023	и всякого	1	1
1024	стороне вопрос	1	1
1025	были в	1	1
1026	она только	1	1
1027	имеем и	1	1
1028	это уже	2	1
1029	содержанием и	1	1
1030	жизни как	5	1
1031	живое слово	1	1
1032	сознание но	2	1
1033	имеет места	1	1
1034	гораздо более	2	1
1035	то например	1	1
1036	требует именно	1	1
1037	действительно ли	2	1
1038	и он	1	1
1039	этой задачи	1	1
1040	и мир	2	1
1041	мышления и	2	1
1042	есть действительная	1	1
1043	есть единственное	1	1
1044	землю и	1	1
1045	бытие познания	1	1
1046	но из	1	1
1047	всякого человека	1	1
1048	быть признаны	1	1
1049	для действительного	3	1
1050	вообще а	1	1
1051	поэтому в	1	1
1052	к себе	2	1
1053	сознание в	1	1
1054	это открытие	1	1
1055	некоторое количество	1	1
1056	ней то	1	1
1057	что мир	1	1
1058	его но	1	1
1059	ее можно	1	1
1060	творчества но	1	1
1061	человек чувствует	1	1
1062	же лица	1	1
1063	в качестве	2	1
1064	и через	1	1
1065	будем говорить	1	1
1066	приближения к	1	1
1067	ее целом	3	1
1068	сделало бы	1	1
1069	понять его	1	1
1070	весь мир	2	1
1071	попытка найти	1	1
1072	места только	1	1
1073	в зависимости	1	1
1074	во всей	4	1
1075	этого момента	1	1
1076	не о	2	1
1077	него свое	1	1
1078	предмет хотя	1	1
1079	и можно	1	1
1080	к миру	1	1
1081	это нисколько	1	1
1082	и чисто	1	1
1083	мы познаем	1	1
1084	и познания	1	1
1085	себя из	1	1
1086	дано в	1	1
1087	здесь же	1	1
1088	не допуская	1	1
1089	в эстетическом	4	1
1090	но само	1	1
1091	не остается	2	1
1092	светом в	1	1
1093	но ведь	5	1
1094	как все	1	1
1095	точке в	1	1
1096	места где	1	1
1097	не вытекает	1	1
1098	то прежде	1	1
1099	и именно	2	1
1100	тона и	1	1
1101	на я	1	1
1102	себя как	2	1
1103	место и	2	1
1104	а эта	3	1
1105	я есть	1	1
1106	смысл но	1	1
1107	уже давно	1	1
1108	а действительно	1	1
1109	бытие как	4	1
1110	между собой	1	1
1111	больше и	1	1
1112	нужно еще	1	1
1113	мы делаем	1	1
1114	конечно может	1	1
1115	представлением или	1	1
1116	был не	1	1
1117	ей для	1	1
1118	чувство есть	1	1
1119	другого как	1	1
1120	жизнь не	1	1
1121	а для	2	1
1122	не был	1	1
1123	то-то то	1	1
1124	из другого	1	1
1125	той или	3	1
1126	то-то и	1	1
1127	есть а	1	1
1128	понятий и	1	1
1129	и отсюда	2	1
1130	остается в	1	1
1131	именно как	1	1
1132	из первого	1	1
1133	приводит его	1	1
1134	и пространства	1	1
1135	факт не	1	1
1136	проникает в	5	1
1137	но между	1	1
1138	противоречит то	1	1
1139	действие которое	1	1
1140	понятие бытия	1	1
1141	которой и	1	1
1142	науки а	1	1
1143	отличен от	1	1
1144	оказалось бы	1	1
1145	беднее и	1	1
1146	не отличаются	1	1
1147	чем дальше	1	1
1148	котором я	2	1
1149	к любви	1	1
1150	и исторический	1	1
1151	ни была	1	1
1152	он принимает	1	1
1153	к такой	1	1
1154	можно сделать	1	1
1155	на нем	2	1
1156	всех других	2	1
1157	где же	1	1
1158	содержание но	1	1
1159	миру и	1	1
1160	это может	1	1
1161	что некоторое	1	1
1162	над ним	1	1
1163	народа по	1	1
1164	мы здесь	3	1
1165	для жизни	1	1
1166	не совпадает	1	1
1167	разум может	1	1
1168	не раз	1	1
1169	к каждому	1	1
1170	сомнения что	1	1
1171	всякого другого	1	1
1172	ее смысл	1	1
1173	не само	1	1
1174	один предмет	1	1
1175	жизнь как	6	1
1176	и никогда	1	1
1177	и каждый	1	1
1178	это приводит	1	1
1179	истина не	1	1
1180	было дано	2	1
1181	быть определено	1	1
1182	с конкретным	1	1
1183	всю жизнь	1	1
1184	и эстетическое	1	1
1185	в данный	3	1
1186	и чтобы	1	1
1187	форму и	1	1
1188	нельзя говорить	1	1
1189	и случайное	1	1
1190	нет не	1	1
1191	смысле к	1	1
1192	некоторая примесь	1	1
1193	оно просто	1	1
1194	сам этот	2	1
1195	любви и	1	1
1196	меня и	3	1
1197	в оценке	1	1
1198	момент моего	1	1
1199	утверждать что	1	1
1200	мы прежде	1	1
1201	в содержании	1	1
1202	и этот	3	1
1203	даны в	2	1
1204	и конечно	2	1
1205	отношению ко	4	1
1206	одном случае	1	1
1207	и свою	1	1
1208	совершенно необходимая	1	1
1209	возможность не	1	1
1210	факта что	1	1
1211	жизни а	1	1
1212	других и	1	1
1213	оно могло	1	1
1214	следует из	1	1
1215	на первом	2	1
1216	оно было	1	1
1217	в противоречие	1	1
1218	есть я	3	1
1219	и менее	1	1
1220	тоже только	1	1
1221	бы человек	1	1
1222	она эта	1	1
1223	никогда бы	1	1
1224	предполагает не	1	1
1225	зрения той	1	1
1226	науки и	1	1
1227	само есть	1	1
1228	и делает	3	1
1229	и целого	1	1
1230	сводится к	2	1
1231	нет никакого	1	1
1232	действительное бытие	1	1
1233	него нет	1	1
1234	нас от	1	1
1235	со всеми	2	1
1236	совершенно несправедливо	1	1
1237	и самая	1	1
1238	поэтому и	1	1
1239	нем его	1	1
1240	сознание не	1	1
1241	за его	1	1
1242	и навсегда	2	1
1243	именно оно	1	1
1244	однако что	2	1
1245	может не	2	1
1246	содержание и	2	1
1247	с целью	1	1
1248	сознании в	1	1
1249	целого которому	1	1
1250	он будет	1	1
1251	не делает	1	1
1252	и действительно	6	1
1253	истины в	1	1
1254	совершенно правильно	1	1
1255	это различие	1	1
1256	законов а	1	1
1257	а действительное	1	1
1258	отдельного человека	1	1
1259	на закон	1	1
1260	для каждого	1	1
1261	и также	1	1
1262	места как	2	1
1263	с собою	1	1
1264	и просто	2	1
1265	жизни в	5	1
1266	человек со	1	1
1267	правда не	1	1
1268	приводит к	1	1
1269	не касается	1	1
1270	предмету но	1	1
1271	как индивидуальная	1	1
1272	вследствие этого	2	1
1273	философии но	2	1
1274	здесь нет	3	1
1275	данного предмета	1	1
1276	ценности как	2	1
1277	можно в	1	1
1278	сама не	1	1
1279	совершенно не	7	1
1280	не является	1	1
1281	этого она	1	1
1282	меня с	1	1
1283	смерти и	1	1
1284	центра в	1	1
1285	который не	1	1
1286	как предмета	2	1
1287	ни на	1	1
1288	ее ни	1	1
1289	совпадает с	1	1
1290	задний план	1	1
1291	но здесь	3	1
1292	не знаю	1	1
1293	единства в	2	1
1294	на основе	7	1
1295	не быть	3	1
1296	здесь можем	1	1
1297	а через	1	1
1298	готовое и	2	1
1299	не это	1	1
1300	нельзя отказать	1	1
1301	не носит	1	1
1302	воплощается в	1	1
1303	в которую	1	1
1304	что тем	1	1
1305	тот мир	1	1
1306	помнить и	1	1
