N	3gram	Losev_Prob	DiskursI
242	в них имеются	1	1
243	в известном смысле	1	1
244	что не есть	2	1
245	перед нами не	1	1
246	и один из	1	1
247	хотя и не	2	1
248	одна из этих	1	1
249	на самом деле	6	1
250	что ни один	1	1
251	это пока еще	1	1
252	для нашей темы	2	1
253	не что иное	5	1
254	но еще не	1	1
255	одной стороны это	1	1
256	о том какое	1	1
257	именно в этом	2	1
258	далеко не все	1	1
259	том что и	1	1
260	мы не знаем	1	1
261	можно было бы	4	1
262	однако и в	1	1
263	между собой и	2	1
264	тем же словом	1	1
265	только потому что	3	1
266	и это не	1	1
267	предстают перед нами	1	1
268	не только потому	1	1
269	есть то что	1	1
270	во всех этих	2	1
271	вопросом о том	1	1
272	к той же	1	1
273	именно такого рода	1	1
274	том что всякое	1	1
275	мы ничего не	1	1
276	в нем только	2	1
277	не могут быть	1	1
278	не есть она	1	1
279	выходит за пределы	1	1
280	при встрече с	1	1
281	также и все	1	1
282	это не просто	1	1
283	та или иная	1	1
284	что иное как	5	1
285	рассматривать их в	1	1
286	до наших дней	1	1
287	и на его	2	1
288	и не знает	1	1
289	в искусстве не	1	1
290	подход к предмету	1	1
291	уходит своими корнями	1	1
292	самого начала мы	1	1
293	имеют никакого отношения	1	1
294	время представляет собой	1	1
295	говорить и о	1	1
296	в чистом виде	3	1
297	здесь пока еще	1	1
298	том что не	1	1
299	в другом случае	2	1
