N	2gram	Bakhtin_Fr	Hudozhes
197	один из	5	2
198	с иными	1	2
199	таковы например	4	2
200	с ним	6	2
201	строго говоря	1	2
202	классицизма в	1	2
203	жить и	6	2
204	из которых	2	2
205	а затем	4	2
206	в году	13	2
207	одно из	7	2
208	по себе	1	2
209	в них	13	2
210	оно не	2	2
211	самом деле	3	2
212	героя как	1	2
213	на мир	7	2
214	все эти	15	2
215	именно в	6	2
216	по мысли	2	2
217	значения и	1	2
218	лично для	1	2
219	значительной степени	4	2
220	из тех	2	2
221	с ними	2	2
222	жизнь на	1	2
223	как в	6	2
224	роль в	6	2
225	языка на	1	2
226	бы не	1	2
227	жизни в	8	2
228	отличается от	1	2
229	у одного	1	2
230	в итоге	1	2
231	ни для	1	2
232	в известном	1	2
233	всей своей	1	2
234	жизни на	1	2
235	о том	5	2
236	не входит	2	2
237	при всем	1	2
238	при всей	2	2
239	это и	3	2
240	еще и	6	2
241	ни к	2	2
242	во внешнем	1	2
243	и конец	2	2
244	полноте и	1	2
245	не могли	1	2
246	совершенно иной	2	2
247	своей природе	1	2
248	совпадает с	1	2
249	на основе	1	2
250	времени в	1	2
251	не всегда	1	2
252	слова и	1	2
253	могло быть	1	2
254	между двумя	1	2
255	и больше	1	2
256	не могло	1	2
257	быть названо	1	2
258	или иных	1	2
259	вступает в	1	2
260	речь идет	1	2
261	художественной литературы	2	2
262	говорит что	1	2
263	узком значении	2	2
264	и это	3	2
265	превращается в	6	2
266	времени и	9	2
267	для которого	2	2
268	не вполне	3	2
269	так же	2	2
270	и возможность	1	2
271	в глаза	1	2
272	об этом	2	2
273	должен быть	1	2
274	с самим	1	2
275	такие специфические	1	2
276	в нашем	3	2
277	для понимания	1	2
278	который в	1	2
279	одна из	5	2
280	до известной	2	2
281	здесь не	3	2
282	на котором	3	2
283	глаза в	1	2
284	он и	3	2
285	не просто	3	2
286	в самой	5	2
287	начало и	3	2
288	никогда не	11	2
289	и по	3	2
290	этого термина	1	2
291	на время	4	2
292	жизни но	2	2
293	мир все	1	2
294	начиная с	2	2
295	но на	3	2
296	этих двух	2	2
297	мышления и	1	2
298	основе своей	2	2
299	одной из	3	2
300	несмотря на	5	2
301	но от	1	2
302	внешнем мире	1	2
303	в формах	3	2
304	которого он	1	2
305	в литературе	9	2
306	что такое	1	2
307	ее в	2	2
308	способность к	1	2
309	все это	16	2
310	что и	2	2
311	xix века	6	2
312	с их	7	2
313	к жизни	2	2
314	у него	2	2
315	от всех	3	2
316	или в	2	2
317	говорит в	1	2
318	и более	4	2
319	в организации	1	2
320	одним из	4	2
321	случае не	1	2
322	в какой	2	2
323	я не	1	2
324	мира и	4	2
325	к своему	1	2
326	можно охарактеризовать	2	2
327	только и	1	2
328	в чем	2	2
329	делает его	1	2
330	частной жизни	1	2
331	вовсе не	25	2
332	и потому	14	2
333	но как	3	2
334	на этом	2	2
335	в комедии	1	2
336	имеются и	1	2
337	на всех	5	2
338	и весьма	1	2
339	в значительной	9	2
340	и может	1	2
341	но она	1	2
342	нового времени	17	2
343	за пределы	10	2
344	от своего	2	2
345	человека и	4	2
346	с человеком	1	2
347	могла бы	2	2
348	в этой	11	2
349	числе и	7	2
350	человеческих отношений	2	2
351	что может	1	2
352	известном смысле	1	2
353	и особенно	4	2
354	для обозначения	1	2
355	и др	32	2
356	о его	1	2
357	включает в	3	2
358	тех или	1	2
359	однако все	1	2
360	мира в	3	2
361	или напротив	1	2
362	мира с	1	2
363	в особенности	7	1
364	с которыми	1	1
365	на празднике	2	1
366	других факторов	1	1
367	иной форме	4	1
368	пределы всего	1	1
369	от него	2	1
370	однако и	1	1
371	напротив мы	1	1
372	на границах	2	1
373	никак нельзя	1	1
374	все что	2	1
375	для всех	1	1
376	всеми людьми	1	1
377	в центре	1	1
378	произведение и	1	1
379	можно говорить	3	1
380	и здесь	4	1
381	и мира	2	1
382	переживаемый в	1	1
383	за ним	2	1
384	и конечно	1	1
385	мы встречаем	1	1
386	же и	1	1
387	как с	1	1
388	другие в	1	1
389	типа как	1	1
390	индивидуальной жизни	1	1
391	и свою	1	1
392	вытесненные из	2	1
393	этой жанровой	1	1
394	на ее	1	1
395	первую очередь	1	1
396	и мотивов	1	1
397	такое историческое	1	1
398	теперь в	1	1
399	образа и	1	1
400	есть для	2	1
401	с вещами	1	1
402	и дает	1	1
403	однозначности и	1	1
404	к числу	2	1
405	и другим	1	1
406	содержит в	2	1
407	от нас	1	1
408	которой в	1	1
409	в сущности	20	1
410	ею же	2	1
411	говорит о	2	1
412	самой жизни	4	1
413	те же	1	1
414	проникновения в	2	1
415	в область	1	1
416	здесь одновременно	1	1
417	мясо и	1	1
418	типа так	1	1
419	разного рода	3	1
420	из существеннейших	1	1
421	речи как	1	1
422	сама жизнь	3	1
423	представлений о	1	1
424	бы они	1	1
425	первых же	1	1
426	в результате	1	1
427	эта позиция	1	1
428	знаменует не	1	1
429	это особого	1	1
430	и само	2	1
431	смысла в	1	1
432	в единстве	2	1
433	не могут	4	1
434	эстетическое восприятие	1	1
435	со всеми	2	1
436	и позволило	1	1
437	должен был	2	1
438	и даже	10	1
439	если не	1	1
440	текста и	1	1
441	значение это	1	1
442	все то	1	1
443	не более	1	1
444	общения между	2	1
445	мы понимаем	1	1
446	новое время	4	1
447	между всеми	3	1
448	литературы но	1	1
449	в собственном	4	1
450	карнавального смеха	4	1
451	о мире	8	1
452	жизнь в	1	1
453	смысла и	2	1
454	так называемый	1	1
455	как об	1	1
456	все моменты	2	1
457	в новую	1	1
458	значение в	1	1
459	всем остальным	1	1
460	можно даже	1	1
461	особый язык	2	1
462	тем что	5	1
463	от всего	3	1
464	и действительно	2	1
465	принадлежат к	1	1
466	но самое	2	1
467	в обычной	5	1
468	мы встречаемся	1	1
469	к самому	1	1
470	к нам	1	1
471	смерть не	1	1
472	вещей в	1	1
473	что по	2	1
474	одновременно и	3	1
475	вместе с	1	1
476	все же	10	1
477	отношений не	1	1
478	только для	1	1
479	смертью в	1	1
480	но у	2	1
481	да и	5	1
482	многие моменты	1	1
483	однако это	1	1
484	характерна для	1	1
485	в это	2	1
486	на их	1	1
487	друг от	1	1
488	нет в	1	1
489	и праздничность	1	1
490	они ни	1	1
491	на первый	1	1
492	выступает как	1	1
493	он мог	1	1
494	перед нами	1	1
495	всем его	1	1
496	жизни является	1	1
497	свое время	5	1
498	жизни так	1	1
499	с этим	1	1
500	все они	1	1
501	мир как	1	1
502	от внешней	2	1
503	уже готовой	1	1
504	которых можно	1	1
505	тем в	1	1
506	юмором в	1	1
507	все и	1	1
508	существенный момент	1	1
509	со смертью	3	1
510	в первую	1	1
511	не существует	1	1
512	существования с	1	1
513	одного текста	1	1
514	в котором	1	1
515	и такие	1	1
516	и пр	5	1
517	на части	1	1
518	со страшным	1	1
519	языка и	1	1
520	сливается с	1	1
521	это мир	1	1
522	по своим	1	1
523	в пределе	1	1
524	то и	1	1
525	время от	1	1
526	своей отъединенности	1	1
527	имеет в	1	1
528	наконец в	2	1
529	только такие	1	1
530	бы карнавал	2	1
531	самое существенное	1	1
532	с избытком	1	1
533	во многих	2	1
534	людей как	1	1
535	имея в	1	1
536	существенное значение	2	1
537	и книги	1	1
538	время в	3	1
539	даже самых	1	1
540	с которой	1	1
541	и теперь	1	1
542	жизни и	14	1
543	на многих	2	1
544	области литературы	2	1
545	воображения или	1	1
546	значение для	2	1
547	только на	3	1
548	в которую	1	1
549	стиля то	1	1
550	в строгом	1	1
551	в мир	2	1
552	иначе в	1	1
553	ни были	1	1
554	смех это	3	1
555	которому впервые	1	1
556	в совершенно	2	1
557	в истории	5	1
558	от своей	1	1
559	это образная	1	1
560	себе в	2	1
561	до того	1	1
562	действия и	1	1
563	форма жизни	1	1
564	относительность всего	2	1
565	всего что	2	1
566	между людьми	5	1
567	области эстетической	1	1
568	эти два	2	1
569	и формы	1	1
570	некоторых норм	1	1
571	этого мира	1	1
572	времени его	1	1
573	есть его	2	1
574	первых десятилетий	2	1
575	к ним	1	1
576	т.е не	1	1
577	из наиболее	2	1
578	самом начале	1	1
579	к однозначности	1	1
580	носителем и	1	1
581	у себя	1	1
582	не для	2	1
583	настоящее время	1	1
584	отдельности и	1	1
585	тем же	1	1
586	него не	1	1
587	затем в	1	1
588	по которым	1	1
589	и служит	1	1
590	ключ к	1	1
591	той же	1	1
592	обнаруживает тот	1	1
593	и оценки	5	1
594	непосредственным предметом	1	1
595	места для	1	1
596	на сцене	1	1
597	до конца	4	1
598	с нею	2	1
599	с этими	2	1
600	в концепции	3	1
601	только во	1	1
602	как я	1	1
603	нигде не	1	1
604	раз и	2	1
605	что все	1	1
606	то она	1	1
607	входят в	1	1
608	утрачивает свою	2	1
609	все без	1	1
610	к миру	2	1
611	характерное для	1	1
612	момент в	1	1
613	всего к	1	1
614	здесь и	5	1
615	по поводу	2	1
616	к новой	1	1
617	в разрушении	1	1
618	в мировой	1	1
619	в произведениях	1	1
620	неотделимо от	1	1
621	к этим	2	1
622	значении в	2	1
623	друг друга	3	1
624	литературе в	1	1
625	то я	1	1
626	которая характерна	1	1
627	то или	1	1
628	они могут	1	1
629	в настоящее	1	1
630	совпадения с	1	1
631	и ценностями	1	1
632	и становится	2	1
633	из них	7	1
634	характерно что	2	1
635	тот же	4	1
636	конечно с	1	1
637	как традиция	1	1
638	кажется таким	1	1
639	всего в	1	1
640	внутренней жизни	1	1
641	все мы	1	1
642	именно к	1	1
643	что они	2	1
644	этом случае	1	1
645	в свое	6	1
646	только не	1	1
647	проникает в	2	1
648	литературу начиная	1	1
649	или к	2	1
650	мы видим	2	1
651	в более	4	1
652	где мир	1	1
653	вокруг него	1	1
654	подчеркнуть при	1	1
655	так как	11	1
656	многих других	1	1
657	рода и	1	1
658	под маской	1	1
659	они не	1	1
660	не во	2	1
661	в романтизме	2	1
662	но из	1	1
663	до минимума	2	1
664	статье о	2	1
665	на язык	2	1
666	в эпизоде	2	1
667	новой жизни	1	1
668	несколько иной	1	1
669	чем на	1	1
670	это особенно	1	1
671	от мира	2	1
672	в состоянии	3	1
673	умения отрешиться	1	1
674	проявляется в	1	1
675	а и	2	1
676	игра с	1	1
677	он усматривает	1	1
678	мире в	2	1
679	подчеркнуть что	2	1
680	себя самого	1	1
681	ее можно	2	1
682	нового понимания	1	1
683	xix веке	2	1
684	не внешняя	1	1
685	возможность совершенно	1	1
686	для нас	5	1
687	с системой	1	1
688	новых значений	1	1
689	фамильярный контакт	2	1
690	приобщение к	2	1
691	у нас	1	1
692	сознания и	1	1
693	моральных ценностей	1	1
694	и от	3	1
695	одиночку с	1	1
696	вышел в	1	1
697	кто бы	1	1
698	стремится к	1	1
699	например так	1	1
700	весь мир	3	1
701	в одиночку	1	1
702	речи по	1	1
703	без этого	1	1
704	мы находим	4	1
705	вокруг себя	3	1
706	и развития	1	1
707	тому же	1	1
708	раз в	4	1
709	не была	2	1
710	чужим в	1	1
711	но с	2	1
712	сторону его	1	1
713	в таких	2	1
714	не было	3	1
715	мы рассмотрим	1	1
716	внутреннее единство	1	1
717	это всегда	2	1
718	века и	8	1
719	от друга	1	1
720	просто как	1	1
721	как кризис	1	1
722	и привлекает	1	1
723	к чему	1	1
724	всех его	3	1
725	серьезного отношения	1	1
726	становления и	1	1
727	и где	1	1
728	здесь явственно	1	1
729	и гамлета	1	1
730	дело в	2	1
731	же по	1	1
732	которое в	2	1
733	и иронии	1	1
734	места в	1	1
735	шекспира или	1	1
736	что не	3	1
737	картину и	1	1
738	но для	3	1
739	этом что	2	1
740	иллюстрации к	1	1
741	из уст	1	1
742	xviii века	2	1
743	и непосредственное	1	1
744	по ту	1	1
745	в конце	3	1
746	мы нигде	1	1
747	не остается	1	1
748	и без	4	1
749	и последующих	2	1
750	лишь на	1	1
751	типа и	1	1
752	не подлежит	3	1
753	человек в	2	1
754	на земле	3	1
755	и произведения	2	1
756	всем своем	1	1
757	не есть	1	1
758	между прочим	2	1
759	рядом с	9	1
760	является не	1	1
761	над тем	1	1
762	и вещи	2	1
763	при таком	2	1
764	жизнью в	2	1
765	на фоне	4	1
766	ли не	1	1
767	смерти в	2	1
768	как ее	2	1
769	от этого	1	1
770	особенности в	1	1
771	и со	3	1
772	языка но	1	1
773	в такой	1	1
774	остановимся на	1	1
775	связь со	1	1
776	и глубже	1	1
777	его жизни	1	1
778	по его	3	1
779	именно эта	2	1
780	в условиях	15	1
781	это было	2	1
782	фридрих шлегель	1	1
783	тех же	3	1
784	на его	4	1
785	себе и	2	1
786	точек зрения	1	1
787	аспекте его	1	1
788	и строго	1	1
789	с острым	1	1
790	в одной	1	1
791	действительности и	1	1
792	времени то	2	1
793	о своих	1	1
794	становится не	1	1
795	связаны с	5	1
796	как сказано	1	1
797	бы в	2	1
798	ему не	1	1
799	на них	3	1
800	людей в	1	1
801	маски это	1	1
802	контакт между	2	1
803	и мир	1	1
804	основе его	2	1
805	здесь как	1	1
806	и приобретает	1	1
807	грани между	1	1
808	человек как	1	1
809	опираясь на	1	1
810	даже сказать	1	1
811	в уста	1	1
812	перед тем	1	1
813	никакая игра	1	1
814	только к	1	1
815	как ни	1	1
816	вырождается в	1	1
817	раскрывается во	1	1
818	которому принадлежит	1	1
819	он говорит	1	1
820	в своих	8	1
821	встречаемся с	1	1
822	границами между	1	1
823	говоря в	1	1
824	до нас	11	1
825	если на	1	1
826	этой своей	1	1
827	чистом виде	1	1
828	вполне сложившейся	1	1
829	воспринимаются как	1	1
830	в современных	2	1
831	традиции однако	1	1
832	именно потому	1	1
833	говоря только	1	1
834	появление и	1	1
835	также и	3	1
836	одну из	2	1
837	здесь только	2	1
838	силе и	1	1
839	средств и	1	1
840	части и	1	1
841	с наукой	1	1
842	философской эстетики	1	1
843	так называемые	2	1
844	просто не	1	1
845	в развитии	1	1
846	с высокой	1	1
847	что касается	3	1
848	а по	1	1
849	образа в	1	1
850	для этого	1	1
851	не могла	2	1
852	отношений между	1	1
853	др в	2	1
854	тем и	1	1
855	эта сторона	2	1
856	ничто не	1	1
857	лежат в	1	1
858	только то	1	1
859	в xix	2	1
860	что из	1	1
861	но напротив	1	1
862	в новое	5	1
863	живота и	1	1
864	или иное	1	1
865	означает что	1	1
866	в предромантизме	1	1
867	и характерное	1	1
868	он еще	3	1
869	на это	2	1
870	было бы	4	1
871	человеческого сознания	1	1
872	своего значения	1	1
873	литературы они	1	1
874	так называемого	1	1
875	вступают в	2	1
876	ту сторону	1	1
877	как мы	12	1
878	что для	3	1
879	его как	1	1
880	которые в	1	1
881	это делает	1	1
882	когда они	1	1
883	сказать в	1	1
884	этого типа	1	1
885	того времени	1	1
886	в лучшем	1	1
887	свести к	1	1
888	в резком	1	1
889	на отдельные	2	1
890	особое отношение	1	1
891	это ощущение	3	1
892	так что	1	1
893	он показывает	1	1
894	теми же	1	1
895	чтобы оно	1	1
896	исканий и	1	1
897	же в	4	1
898	бы быть	2	1
899	иной раз	1	1
900	вольный фамильярный	1	1
901	идет не	1	1
902	карнавал переживаемый	1	1
903	на то	2	1
904	себе самому	2	1
905	бы ни	2	1
906	нуждается в	1	1
907	художественная литература	2	1
908	а как	1	1
909	вся система	1	1
910	внешняя а	1	1
911	здесь мы	2	1
912	узком и	1	1
913	отрешиться от	1	1
914	в него	2	1
915	природой и	1	1
916	настоящего времени	1	1
917	в известной	7	1
918	есть не	1	1
919	жизнью и	1	1
920	образов и	5	1
921	кажется что	1	1
922	и иные	1	1
923	в готовом	1	1
924	совершается в	1	1
925	можно только	5	1
926	более того	3	1
