N	2gram	Tiupa_Anal	VLabPisa
139	художественном произведении	1	4
140	в своей	7	4
141	одном из	1	4
142	роль в	3	4
143	должен быть	6	4
144	с его	3	4
145	в связи	2	4
146	это только	2	4
147	когда он	1	4
148	их и	1	4
149	них не	1	4
150	в сознании	6	4
151	из его	2	4
152	не удивительно	2	4
153	одна из	1	4
154	можно утверждать	1	4
155	по поводу	4	4
156	отнюдь не	22	4
157	во время	1	4
158	и ее	1	4
159	познания в	1	4
160	в статье	1	4
161	и к	5	3
162	данного произведения	3	3
163	что оно	1	3
164	и он	1	3
165	этот процесс	1	3
166	удивительно что	2	3
167	мы имеем	9	3
168	действительной жизни	1	3
169	а вот	1	3
170	того что	5	3
171	никак не	2	3
172	но как	1	3
173	видеть в	1	3
174	со своим	4	3
175	что и	5	3
176	у нас	1	3
177	сводится к	6	3
178	подобно тому	5	3
179	его в	2	3
180	творчества и	2	3
181	если бы	6	3
182	или в	2	3
183	сил и	1	3
184	именно в	6	3
185	в конце	4	3
186	например в	1	3
187	между ними	1	3
188	и как	6	3
189	и художественное	1	3
190	в творческом	3	3
191	же и	1	3
192	в которых	1	3
193	большей или	4	3
194	том как	1	3
195	мира и	1	3
196	а всего	1	3
197	вовсе не	4	3
198	бы в	3	3
199	а в	11	3
200	что не	3	3
201	как о	2	3
202	в котором	5	3
203	в противоположность	4	3
204	говорить не	1	3
205	в значительной	1	3
206	его не	1	3
207	того чтобы	3	3
208	всего лишь	11	3
209	для того	4	3
210	тому как	5	3
211	плана и	1	3
212	и их	2	3
213	как он	4	3
214	вслед за	3	3
215	далеко не	6	3
216	этот вопрос	1	3
217	так же	1	3
218	при помощи	2	3
219	человека и	1	3
220	при всем	1	3
221	образом не	3	3
222	или меньшей	4	3
223	писал в	2	3
224	как на	1	3
225	нет и	2	3
226	это делает	1	3
227	образом в	1	3
228	и от	1	3
229	точки зрения	10	3
230	жизни и	1	3
231	что говорит	1	3
232	и по	2	3
233	говоря иначе	1	3
234	всех этих	2	3
235	моментов в	1	3
236	а н	1	3
237	мы наблюдаем	1	2
238	в особенности	1	2
239	представить себе	1	2
240	только не	6	2
241	том чтобы	7	2
242	из которых	4	2
243	они не	1	2
244	на вопрос	5	2
245	если в	3	2
246	за скобки	1	2
247	должно быть	2	2
248	зависит от	1	2
249	при всей	4	2
250	с одной	7	2
251	том числе	3	2
252	должна быть	1	2
253	внимание на	3	2
254	тогда когда	3	2
255	смысле слова	1	2
256	получает в	1	2
257	говорить о	3	2
258	да и	2	2
259	следует что	2	2
260	хотя и	4	2
261	к а	1	2
262	о чем	3	2
263	в большей	1	2
264	не приходится	2	2
265	по слову	1	2
266	в науке	1	2
267	с более	1	2
268	а затем	3	2
269	как у	1	2
270	из своих	2	2
271	для них	1	2
272	не столько	5	2
273	с другими	4	2
274	его от	3	2
275	по себе	6	2
276	частности в	2	2
277	единого и	1	2
278	в своих	1	2
279	и даже	10	2
280	что ни	2	2
281	сюжета и	1	2
282	этой точки	2	2
283	мышления в	1	2
284	и наконец	2	2
285	силу тех	1	2
286	этого рода	2	2
287	в которой	3	2
288	не о	3	2
289	короче говоря	1	2
290	а о	1	2
291	а во-вторых	1	2
292	до полного	1	2
293	что его	1	2
294	и социальные	1	2
295	мысль о	2	2
296	как об	1	2
297	что она	1	2
298	но не	13	2
299	в ней	1	2
300	и познания	1	2
301	который по	1	2
302	включен в	1	2
303	между собою	1	2
304	в жизни	1	2
305	понимать как	3	2
306	к его	3	2
307	не подлежит	1	2
308	чего бы	1	2
309	по одному	1	2
310	между прочим	1	2
311	что мы	3	2
312	слова не	1	2
313	и просто	2	2
314	на этом	4	2
315	не вполне	2	2
316	противном случае	1	2
317	не менее	5	2
318	так сказать	1	2
319	ли не	1	2
320	только для	3	2
321	бы не	3	2
322	может не	2	2
323	отличается от	3	2
324	в воображении	1	2
325	на то	2	2
326	произведения а	2	2
327	себе и	1	2
328	в чем	2	2
329	числе и	1	2
330	наиболее существенные	2	2
331	говорит об	1	2
332	так например	2	2
333	могло бы	1	2
334	но к	3	2
335	на отсутствие	1	2
336	сих пор	1	2
337	по его	2	2
338	справедливо говорит	1	2
339	от них	1	2
340	еще не	5	2
341	вынести за	1	2
342	сказанного выше	1	2
343	все они	2	2
344	во всяком	1	2
345	и потому	2	2
346	еще и	1	2
347	того или	3	2
348	до сих	1	2
349	человека в	1	2
350	и быть	1	2
351	было в	1	2
352	которые обычно	1	2
353	а как	4	2
354	в целях	1	2
355	обычно относят	1	2
356	и заключается	2	2
357	в самых	1	2
358	лица и	1	2
359	в течение	1	2
360	всяком случае	1	2
361	одной стороны	6	2
362	также и	3	2
363	в другом	4	2
364	но то	1	2
365	не всегда	4	2
366	по крайней	4	2
367	из себя	1	2
368	и может	1	2
369	лишь в	12	2
370	в системе	1	2
371	результате чего	2	2
372	не с	8	2
373	не об	1	2
374	в различных	1	2
375	можно было	1	2
376	даже не	2	2
377	и сам	4	2
378	даже самая	1	2
379	носит в	1	2
380	и процессов	1	2
381	как известно	4	2
382	на это	2	2
383	например не	1	2
384	он и	3	2
385	к ним	1	2
386	же самое	3	2
387	он в	5	2
388	вообще и	2	2
389	будто бы	4	2
390	заключается в	2	2
391	начиная с	1	2
392	которые в	3	2
393	о его	5	2
394	произведения не	1	2
395	одной из	2	2
396	в образе	1	2
397	на него	3	2
398	как от	2	2
399	он не	4	2
400	во всей	1	2
401	или иной	8	2
402	в общем	1	2
403	он может	2	2
404	который в	3	2
405	если они	2	2
406	он сам	1	2
407	в области	4	2
408	в противном	1	2
409	определить как	1	2
410	что даже	2	2
411	только с	2	2
412	к этим	1	2
413	меньшей степени	1	2
414	и для	3	2
415	частности к	1	2
416	то о	1	2
417	крайней мере	4	2
418	ни с	5	2
419	целого ряда	1	2
420	но в	11	2
421	вплоть до	2	2
422	в той	8	1
423	ничего иного	2	1
424	ответа на	1	1
425	были бы	1	1
426	то в	2	1
427	его собственного	1	1
428	оказывается далеко	1	1
429	что один	1	1
430	от него	2	1
431	именно к	1	1
432	однако и	1	1
433	к действительности	1	1
434	сознанию и	1	1
435	этом случае	4	1
436	является в	1	1
437	и составляет	2	1
438	персонажи в	2	1
439	смерть и	2	1
440	следует видеть	1	1
441	и то	4	1
442	которой я	1	1
443	ответ на	3	1
444	ее и	1	1
445	взгляд на	2	1
446	ни в	5	1
447	мы видим	1	1
448	но на	1	1
449	сознательное и	1	1
450	творческом акте	2	1
451	повествования во	1	1
452	мы и	1	1
453	говоря уже	1	1
454	объективной данности	1	1
455	этого в	1	1
456	и ей	1	1
457	полный и	1	1
458	на протяжении	2	1
459	не являлись	1	1
460	смысле что	1	1
461	хоть и	1	1
462	любой из	1	1
463	типа как	1	1
464	полноту и	1	1
465	данном случае	3	1
466	рассказывает об	1	1
467	места из	1	1
468	то есть	19	1
469	на тех	1	1
470	не слишком	1	1
471	свидетельствует и	1	1
472	практике не	1	1
473	в действии	1	1
474	можно и	1	1
475	свидетельствует о	4	1
476	рассказ о	3	1
477	в поэзии	2	1
478	к этой	1	1
479	время и	1	1
480	своего собственного	2	1
481	поэтому в	1	1
482	его частей	1	1
483	волей и	1	1
484	мы не	1	1
485	судьба человека	2	1
486	как один	1	1
487	и имеет	1	1
488	диалогов и	1	1
489	в состоянии	1	1
490	он всегда	1	1
491	с этой	2	1
492	это свойственно	1	1
493	или по	1	1
494	начале этой	1	1
495	дело с	5	1
496	еще более	1	1
497	в применении	1	1
498	только лишь	1	1
499	об искусстве	2	1
500	материала и	1	1
501	в обыденной	1	1
502	несмотря на	5	1
503	из того	5	1
504	есть его	1	1
505	оказывается не	2	1
506	проявляется в	4	1
507	а и	1	1
508	которых он	1	1
509	или с	1	1
510	реальной жизни	1	1
511	среда в	1	1
512	требуется чтобы	1	1
513	следует однако	1	1
514	в следующих	1	1
515	с ним	6	1
516	романа в	4	1
517	по выражению	4	1
518	не являются	2	1
519	фактов и	1	1
520	произведения или	1	1
521	основательно прежде	1	1
522	не должна	1	1
523	какой-либо одной	1	1
524	сам по	1	1
525	указанных выше	1	1
526	вероятно в	1	1
527	можно на	1	1
528	не способен	1	1
529	привести к	1	1
530	о нем	4	1
531	общего плана	1	1
532	обратил внимание	1	1
533	не как	2	1
534	форму в	1	1
535	аналогии с	1	1
536	о свободе	2	1
537	для нас	1	1
538	и внешнего	2	1
539	и точно	1	1
540	целом но	1	1
541	например с	1	1
542	для данной	1	1
543	своей судьбы	3	1
544	смешивать с	1	1
545	как отмечалось	1	1
546	как нечто	1	1
547	по мере	1	1
548	таком случае	5	1
549	мере и	1	1
550	в этих	3	1
551	более высокой	2	1
552	себя или	1	1
553	однако при	3	1
554	в ином	2	1
555	и эти	2	1
556	в рамки	1	1
557	в виде	1	1
558	и сознания	1	1
559	как было	1	1
560	ведь это	2	1
561	в таких	1	1
562	так или	1	1
563	этого процесса	1	1
564	о природе	1	1
565	сами по	3	1
566	если не	2	1
567	в художественную	1	1
568	материал для	1	1
569	случае он	1	1
570	но он	1	1
571	судьбу как	1	1
572	самом деле	3	1
573	в несколько	1	1
574	является таким	1	1
575	целостность произведения	1	1
576	но все	1	1
577	еще раз	1	1
578	сознания на	1	1
579	даже из	1	1
580	этого не	1	1
581	превращать ее	1	1
582	в вещи	1	1
583	или иначе	2	1
584	а также	8	1
585	не обязательно	1	1
586	смысла и	3	1
587	самые разнообразные	1	1
588	детали этого	1	1
589	наконец в-третьих	1	1
590	игре и	1	1
591	который как	1	1
592	ему самому	1	1
593	и все	5	1
594	по аналогии	1	1
595	о своей	2	1
596	они могут	1	1
597	на себя	5	1
598	с теми	1	1
599	развития в	1	1
600	подавляет и	1	1
601	тем что	2	1
602	произведения так	1	1
603	же самый	1	1
604	в таком	5	1
605	если он	1	1
606	о судьбе	1	1
607	том или	4	1
608	сама по	1	1
609	в последних	1	1
610	к их	1	1
611	места и	1	1
612	для своей	1	1
613	относятся к	1	1
614	евгения онегина	1	1
615	бы быть	3	1
616	встречаемся с	1	1
617	из тех	1	1
618	и осознает	1	1
619	до соответствующей	1	1
620	воздействие на	1	1
621	в какой	3	1
622	с жизнью	1	1
623	если конечно	1	1
624	же оно	1	1
625	в устах	2	1
626	мы встречаемся	1	1
627	нас к	2	1
628	в в	1	1
629	как не	1	1
630	я всегда	3	1
631	целого или	1	1
632	в соответствии	2	1
633	же при	1	1
634	их последовательность	1	1
635	не требуется	1	1
636	только через	2	1
637	совпадающая с	1	1
638	значения и	1	1
639	может только	1	1
640	основанием для	1	1
641	меньшей мере	1	1
642	а именно	3	1
643	или даже	3	1
644	и следовало	1	1
645	от начала	1	1
646	наблюдений и	2	1
647	и сосредоточенности	1	1
648	и вместе	1	1
649	словесного искусства	1	1
650	при таком	2	1
651	смысла в	2	1
652	как в	3	1
653	к последним	1	1
654	собой не	2	1
655	случайно и	1	1
656	его собственному	1	1
657	что ее	1	1
658	по своему	1	1
659	себя и	5	1
660	не имеет	1	1
661	является для	1	1
662	смертью в	2	1
663	быть сведена	1	1
664	зрения и	1	1
665	между собой	2	1
666	служит для	2	1
667	почти все	1	1
668	образом характеризует	1	1
669	о котором	1	1
670	которое не	1	1
671	страсти и	1	1
672	том смысле	1	1
673	это было	1	1
674	его индивидуальную	1	1
675	в итоге	1	1
676	двумя полюсами	1	1
677	речь идет	2	1
678	в известном	2	1
679	очень существенно	1	1
680	художников не	1	1
681	а только	1	1
682	в каком	1	1
683	к числу	1	1
684	это происходит	1	1
685	не его	2	1
686	него могут	1	1
687	свой ответ	1	1
688	творческого акта	1	1
689	что тот	1	1
690	на себе	3	1
691	что художественные	1	1
692	человека а	1	1
693	обращение к	1	1
694	не все	3	1
695	ином отношении	1	1
696	казалось бы	2	1
697	его противопоставлении	1	1
698	своих слов	1	1
699	той или	8	1
700	а вместе	1	1
701	или ином	4	1
702	жизнь и	1	1
703	что искусство	1	1
704	впечатления как	1	1
705	нет ничего	2	1
706	свою душу	1	1
707	под именем	1	1
708	взаимодействует с	1	1
709	его и	3	1
710	собою не	1	1
711	совершенно не	2	1
712	ними нет	1	1
713	может иметь	2	1
714	этом этапе	1	1
715	том случае	1	1
716	исходя из	5	1
717	на природу	1	1
718	как единой	1	1
719	более чем	4	1
720	личности самого	1	1
721	на этой	2	1
722	а с	3	1
723	в данном	6	1
724	личности в	4	1
725	сознания а	1	1
726	когда автор	1	1
727	ему принадлежит	1	1
728	первой части	2	1
729	от других	1	1
730	в основе	6	1
731	для достижения	1	1
732	виду не	1	1
733	и мира	1	1
734	восприятии и	1	1
735	в классической	1	1
736	тем более	2	1
737	следует говорить	1	1
738	бы с	2	1
739	оно в	2	1
740	художественного целого	15	1
741	что этот	1	1
742	вопрос о	2	1
743	художественной литературы	1	1
744	не означает	2	1
745	это понятие	1	1
746	утверждение о	1	1
747	тех же	1	1
748	себе все	1	1
749	применении к	1	1
750	которой он	1	1
751	и цельного	1	1
752	но ведь	1	1
753	творца и	1	1
754	для реализации	1	1
755	случае если	1	1
756	быть причислены	1	1
757	об одном	1	1
758	со всех	1	1
759	он был	3	1
760	от природы	1	1
761	опыт и	1	1
762	это как	2	1
763	другими как	1	1
764	собой в	2	1
765	следовало ожидать	2	1
766	есть в	4	1
767	в роли	4	1
768	как шутил	1	1
769	при отсутствии	1	1
770	момента когда	1	1
771	не говоря	2	1
772	входит в	1	1
773	наконец в	1	1
774	интеллектуальный импульс	1	1
775	уже в	1	1
776	следует смешивать	1	1
777	бытия в	1	1
778	однако если	1	1
779	неотделимо от	2	1
780	являются для	1	1
781	нельзя не	1	1
782	другой в	1	1
783	отрыве от	2	1
784	в борьбу	1	1
785	характерны для	1	1
786	почти то	1	1
787	друг друга	1	1
788	как совокупность	2	1
789	потому что	3	1
790	в свою	1	1
791	сознания в	4	1
792	и тем	4	1
793	все кроме	1	1
794	быть и	1	1
795	обойтись без	1	1
796	только тогда	1	1
797	в него	1	1
798	оно и	1	1
799	произведения от	1	1
800	только один	1	1
801	то все	1	1
802	между всеми	1	1
803	однако эта	1	1
804	целым рядом	1	1
805	со стороны	5	1
806	текста к	2	1
807	только на	3	1
808	личность и	1	1
809	или иных	3	1
810	для этого	2	1
811	одно и	2	1
812	может служить	3	1
813	на его	4	1
814	и если	2	1
815	и та	2	1
816	его художественной	2	1
817	вещь в	1	1
818	хотя в	1	1
819	все те	1	1
820	и что	2	1
821	в действие	1	1
822	впечатлений является	1	1
823	дело не	5	1
824	как если	1	1
825	в любой	1	1
826	за пределы	6	1
827	полного текста	1	1
828	а между	1	1
829	и целиком	1	1
830	в начале	3	1
831	вообще но	1	1
832	говоря о	2	1
833	явлений в	1	1
834	свободе воли	2	1
835	еще в	4	1
836	этой жизни	1	1
837	из каких-либо	1	1
838	бы уже	1	1
839	и жизни	1	1
840	различных моментов	1	1
841	объективная реальность	1	1
842	этом смысле	3	1
843	объекта не	1	1
844	что из	2	1
845	то или	1	1
846	наблюдений над	1	1
847	присущи и	1	1
848	каждый из	3	1
849	и речи	1	1
850	себе в	2	1
851	свою очередь	1	1
852	и наоборот	3	1
853	или иное	1	1
854	работы на	1	1
855	однако такая	1	1
856	не случайно	11	1
857	мира однако	1	1
858	вот этот	1	1
859	себя свою	1	1
860	рассказа о	1	1
861	личности и	3	1
862	и той	1	1
863	дело и	1	1
864	сведена к	1	1
865	имеем в	1	1
866	знает и	1	1
867	этого мира	2	1
868	определенной социальной	1	1
869	и общих	1	1
870	или говоря	1	1
871	приходят к	1	1
872	исключительно в	1	1
873	отношение к	2	1
874	утверждал что	1	1
875	как мы	3	1
876	со своими	1	1
877	собственному признанию	1	1
878	соответствии с	3	1
879	всего может	1	1
880	же не	3	1
881	жизни не	1	1
882	мертвых душ	1	1
883	я с	1	1
884	в данной	1	1
885	но по	1	1
886	ритм и	1	1
887	в понимании	1	1
888	это правило	1	1
889	по которой	1	1
890	индивидуальный характер	1	1
891	и служит	1	1
892	к ее	1	1
893	об отсутствии	1	1
894	в ходе	5	1
895	и во	3	1
896	в театре	1	1
897	бы он	1	1
898	выражения в	1	1
899	всех сторон	1	1
900	целого и	1	1
901	быть в	1	1
902	что может	2	1
903	но ее	1	1
904	уже не	6	1
905	за его	1	1
906	имеем дело	7	1
907	не значит	1	1
908	слова в	1	1
909	сказать не	1	1
910	лев толстой	1	1
911	уже о	1	1
912	или иного	3	1
913	на этот	2	1
914	жизнью и	2	1
915	его внимание	1	1
916	происходит в	1	1
917	преодоления своей	1	1
918	свести к	1	1
919	деле в	2	1
920	как будто	6	1
921	искусства в	4	1
922	здесь не	2	1
923	текста его	1	1
924	по законам	1	1
925	произведения между	1	1
926	обходится в	1	1
927	процесса и	1	1
928	по меньшей	1	1
929	ли эта	1	1
930	художника однако	1	1
931	оно может	3	1
932	тех или	3	1
933	рода если	1	1
934	это в	1	1
935	или не	2	1
936	литературное произведение	12	1
937	же свидетельствует	1	1
938	даже для	1	1
939	в ту	1	1
940	но это	1	1
941	описание нельзя	1	1
942	однако все	1	1
943	самого автора	1	1
944	его детализации	1	1
945	с ее	2	1
946	из него	1	1
947	с бытием	2	1
948	из сказанного	1	1
949	во времени	6	1
950	красоты и	1	1
951	строго говоря	3	1
952	в самой	1	1
953	не был	2	1
954	в какой-то	1	1
955	или точнее	2	1
956	каждого из	1	1
957	и особенно	4	1
958	анализу но	1	1
959	сомнения в	1	1
960	собственно говоря	6	1
961	тому же	6	1
962	что на	3	1
963	в совокупности	1	1
964	можно отметить	2	1
965	действием и	1	1
966	мира в	2	1
967	виду что	1	1
968	протекает по	1	1
969	не к	3	1
970	с целью	2	1
971	приходится однако	1	1
972	его можно	2	1
973	персонажей в	2	1
974	относят к	1	1
975	и убедительность	1	1
