N	2gram	Propp_Isto	Dialekti
313	не знает	2	7
314	есть явление	2	7
315	но для	3	7
316	в конце	4	7
317	в связи	3	7
318	а только	1	7
319	то ни	1	7
320	его как	2	7
321	его с	2	7
322	и при	2	7
323	из которых	3	7
324	так или	2	7
325	сами по	1	7
326	отношения к	2	7
327	как в	17	7
328	со стороны	3	7
329	же есть	1	7
330	в сравнении	1	7
331	и больше	3	7
332	не потому	1	7
333	или вообще	1	7
334	что здесь	10	7
335	без всякого	2	7
336	с его	4	7
337	и всякий	1	7
338	и где	1	7
339	очень много	2	7
340	что этот	4	7
341	эти две	1	7
342	думать что	3	7
343	и их	1	7
344	она должна	1	7
345	из этих	6	7
346	тем самым	3	7
347	эти два	1	7
348	более не	1	6
349	религии и	1	6
350	можно и	1	6
351	о чем	2	6
352	то не	5	6
353	более или	3	6
354	уже в	4	6
355	а что	1	6
356	одной стороны	12	6
357	в другом	2	6
358	когда она	2	6
359	но они	4	6
360	если нет	1	6
361	в зависимости	3	6
362	одна из	7	6
363	тут же	2	6
364	во всех	8	6
365	она и	3	6
366	она в	4	6
367	для своего	1	6
368	по своей	1	6
369	в которой	2	6
370	быть только	2	6
371	именно как	1	6
372	во что	1	6
373	а она	5	6
374	можно было	3	6
375	смысла и	1	6
376	того кто	3	6
377	друг другу	1	6
378	не отличается	1	6
379	с тем	8	6
380	и они	2	6
381	вместе с	17	6
382	никто не	2	6
383	себя и	1	6
384	о котором	1	6
385	того чтобы	1	6
386	на основании	1	6
387	мог бы	1	6
388	всяком случае	3	6
389	природы и	1	6
390	они не	4	6
391	того как	5	6
392	того и	1	6
393	сравнении с	1	6
394	ее в	3	6
395	знания и	1	6
396	но с	2	6
397	по существу	5	6
398	вообще не	4	6
399	чтобы быть	1	6
400	по своему	1	6
401	его в	7	6
402	или менее	3	6
403	как все	1	6
404	бы ни	1	6
405	может иметь	1	6
406	показывает что	12	6
407	это как	2	6
408	дело не	5	6
409	не с	2	6
410	в науке	1	6
411	оказывается что	3	6
412	стороны и	4	6
413	при всем	1	6
414	и часто	2	6
415	этой точки	3	6
416	в один	2	6
417	отношение к	6	6
418	для этого	1	6
419	а я	2	6
420	потом уже	1	5
421	до сих	4	5
422	их не	3	5
423	или на	1	5
424	если он	5	5
425	например в	6	5
426	я могу	2	5
427	что по	2	5
428	их в	3	5
429	в одно	2	5
430	в это	3	5
431	но мы	3	5
432	но даже	1	5
433	и той	1	5
434	солнце и	3	5
435	как я	1	5
436	знание и	1	5
437	к этому	5	5
438	и становится	4	5
439	все в	2	5
440	все его	3	5
441	что у	6	5
442	то оно	1	5
443	нельзя сказать	1	5
444	после этого	8	5
445	в качестве	5	5
446	тому же	1	5
447	есть еще	4	5
448	и другое	4	5
449	что его	2	5
450	что под	2	5
451	тот кто	5	5
452	на другую	2	5
453	и она	3	5
454	в свете	4	5
455	и у	3	5
456	сих пор	5	5
457	в целях	2	5
458	ли это	1	5
459	на нем	1	5
460	также не	3	5
461	но так	4	5
462	но тут	2	5
463	не раз	1	5
464	мы всегда	1	5
465	чаще всего	8	5
466	же мы	6	5
467	независимо от	3	5
468	в него	4	5
469	были бы	1	5
470	от нее	2	5
471	если в	3	5
472	известно что	3	5
473	от отца	5	5
474	же что	2	5
475	или другого	1	5
476	с целью	2	5
477	если это	2	5
478	и так	2	5
479	это может	1	5
480	только мы	1	5
481	тех пор	1	5
482	для нее	2	5
483	и во	1	5
484	он может	4	5
485	же он	1	5
486	во времени	1	5
487	мы еще	2	5
488	обе стороны	2	5
489	зависит от	1	5
490	а это	1	5
491	он и	3	5
492	же не	2	5
493	с той	1	5
494	из этого	2	5
495	и другого	1	5
496	в области	3	5
497	первый план	1	5
498	по которому	2	5
499	мифе нет	1	5
500	когда он	5	5
501	или как	1	5
502	к ней	3	5
503	просто как	1	5
504	и наконец	6	5
505	что на	1	5
506	вплоть до	2	5
507	в возможности	1	4
508	и очень	1	4
509	д но	2	4
510	еще более	1	4
511	это значит?	1	4
512	как они	1	4
513	равно как	1	4
514	не хотят	1	4
515	из самых	2	4
516	из всего	3	4
517	представление о	9	4
518	его на	2	4
519	к мифу	1	4
520	поэтому если	1	4
521	в этот	1	4
522	всегда так	1	4
523	и этого	1	4
524	видно что	7	4
525	с другим	1	4
526	к ним	3	4
527	эти вопросы	1	4
528	уже знаем	5	4
529	о ней	2	4
530	бы то	1	4
531	есть более	1	4
532	есть выражение	1	4
533	его самого	2	4
534	в состоянии	4	4
535	мы знаем	4	4
536	время не	1	4
537	с тех	2	4
538	у него	16	4
539	чем собственно	1	4
540	но совершенно	1	4
541	и отношение	1	4
542	на себя	3	4
543	из мифа	1	4
544	человек и	1	4
545	есть та	2	4
546	и вместе	3	4
547	что их	1	4
548	в каждом	1	4
549	если оно	1	4
550	людей и	1	4
551	в нечто	1	4
552	если не	4	4
553	из двух	1	4
554	неотделим от	1	4
555	делится на	1	4
556	очень мало	1	4
557	требует чтобы	1	4
558	не по	2	4
559	т п	1	4
560	главным образом	3	4
561	а как	2	4
562	меня и	2	4
563	взгляд на	1	4
564	и здесь	13	4
565	был бы	1	4
566	поэтому и	1	4
567	почти всегда	6	4
568	он будет	2	4
569	можно назвать	1	4
570	связанные с	3	4
571	том как	3	4
572	дальше и	2	4
573	видим что	4	4
574	своей собственной	1	4
575	не знаю	3	4
576	как например	1	4
577	заметить что	1	4
578	не видно	1	4
579	только одна	2	4
580	но именно	1	4
581	чтобы все	2	4
582	стороны не	2	4
583	у них	3	4
584	друг друга	2	4
585	в другое	2	4
586	вот мы	1	4
587	тоже не	3	4
588	мир в	1	4
589	и также	1	4
590	данном случае	7	4
591	она сама	1	4
592	и этим	7	4
593	в предыдущем	1	4
594	сказать ни	1	4
595	ясным что	1	4
596	то самое	2	4
597	то он	2	4
598	не содержит	2	4
599	здесь в	1	4
600	них и	1	4
601	что ни	2	4
602	и эта	5	4
603	помнить что	1	4
604	однако это	1	4
605	на все	1	4
606	сразу же	1	4
607	бы мы	1	4
608	но уже	1	4
609	на них	1	4
610	что эти	4	4
611	и эти	5	4
612	как ни	1	4
613	только гипотеза	1	4
614	по воздуху	2	4
615	ни один	1	4
616	что нужно	1	4
617	так хорошо	1	4
618	и миф	2	4
619	что касается	1	4
620	в каких	2	4
621	же самое	1	4
622	но эта	2	4
623	же можно	4	4
624	же в	1	4
625	такой же	3	4
626	об этой	2	4
627	своим собственным	1	4
628	из себя	1	4
629	на небо	10	4
630	не можем	3	4
631	на ту	2	4
632	мир не	2	3
633	нами выше	3	3
634	а миф	1	3
635	очевидно что	1	3
636	к этой	2	3
637	этот момент	1	3
638	в некоторых	2	3
639	говорите что	1	3
640	по мере	1	3
641	нас к	5	3
642	от одного	1	3
643	именно и	1	3
644	о мире	1	3
645	если и	1	3
646	и требует	1	3
647	мифе о	4	3
648	к самому	2	3
649	ни было	1	3
650	обоих случаях	1	3
651	этой стороны	4	3
652	отца и	2	3
653	искусство и	1	3
654	и смерти	1	3
655	в первую	8	3
656	больше чем	2	3
657	не могли	1	3
658	он находит	1	3
659	этот миф	2	3
660	не забудем	1	3
661	мифа а	1	3
662	д в	3	3
663	но то	1	3
664	самый факт	1	3
665	явление и	2	3
666	от своего	2	3
667	в чистом	1	3
668	на ней	5	3
669	сила и	1	3
670	еще ничего	1	3
671	на него	3	3
672	же она	1	3
673	во всей	1	3
674	момент в	1	3
675	важно что	1	3
676	всего в	1	3
677	или наоборот	2	3
678	в жертву	1	3
679	указать на	1	3
680	такая же	1	3
681	имеем дело	1	3
682	не от	3	3
683	ничего специфически	1	3
684	совершенно ясно	8	3
685	что вы	2	3
686	не их	1	3
687	что мифический	1	3
688	и именно	1	3
689	на земле	6	3
690	и которые	1	3
691	следовательно и	1	3
692	если я	2	3
693	уже давно	1	3
694	о которых	1	3
695	это тоже	1	3
696	что как	1	3
697	нами как	2	3
698	она или	1	3
699	а с	3	3
700	сюда же	2	3
701	не дает	1	3
702	совсем не	1	3
703	не отличаются	1	3
704	всегда только	1	3
705	не так	4	3
706	не мог	1	3
707	только через	3	3
708	не приходится	1	3
709	как известно	1	3
710	я в	1	3
711	возможно что	4	3
712	но есть	5	3
713	сказать о	1	3
714	таких примеров	1	3
715	для чего	1	3
716	мире как	1	3
717	мире и	1	3
718	и смысл	1	3
719	образом и	3	3
720	и этот	1	3
721	своего собственного	1	3
722	для себя	1	3
723	на почве	1	3
724	уже нельзя	1	3
725	думает что	1	3
726	этот обряд	2	3
727	и делает	2	3
728	мы понимаем	1	3
729	однако что	1	3
730	солнца и	4	3
731	много но	2	3
732	от его	2	3
733	в которых	2	3
734	к другому	2	3
735	все они	1	3
736	или сам	1	3
737	всем этом	1	3
738	в очень	3	3
739	тех же	2	3
740	в отдельности	3	3
741	хотя это	1	3
742	о своем	1	3
743	вслед за	2	3
744	ее с	2	3
745	знаем что	5	3
746	с мифом	1	3
747	тем же	1	3
748	одной из	4	3
749	религиозный миф	1	3
750	в сознании	1	3
751	здесь не	4	3
752	только с	1	3
753	будет в	1	3
754	тот же	2	3
755	в свое	3	3
756	но на	1	3
757	ее на	5	3
758	нас не	2	3
759	и которая	1	3
760	тому чтобы	1	3
761	стать на	1	3
762	такое же	3	3
763	как у	2	3
764	для нас	8	3
765	указание на	1	3
766	вообще ничего	1	3
767	чтобы получить	2	3
768	однако не	1	3
769	именно так	1	3
770	этого не	2	3
771	а то	1	3
772	указывает на	1	3
773	в какой	1	3
774	и возможно	1	3
775	не дают	2	3
776	так в	10	3
777	к своему	4	3
778	по его	2	3
779	и оно	2	3
780	лежит в	2	3
781	должен быть	2	3
782	было ни	1	3
783	зная что	1	3
784	отличие от	1	3
785	до бесконечности	1	3
786	или иную	1	3
787	ту или	1	3
788	во время	7	3
789	в свою	1	3
790	далеко не	3	3
791	можно найти	3	3
792	что можно	1	3
793	этого нет	1	3
794	и вне	1	3
795	мифом и	1	3
796	в царство	10	3
797	это дает	1	3
798	действительно не	1	3
799	утверждают что	1	3
800	в современной	2	3
801	и тех	1	3
802	он с	1	3
803	происходит в	3	3
804	или она	3	3
805	они являются	1	2
806	они имеют	1	2
807	мы наблюдаем	1	2
808	раз мы	1	2
809	к другу	1	2
810	случае в	2	2
811	еще раз	1	2
812	здесь же	3	2
813	чтобы дать	1	2
814	выводу что	1	2
815	как здесь	1	2
816	которые не	2	2
817	мы все	1	2
818	ему голову	1	2
819	мое дело	1	2
820	но тем	2	2
821	правда это	1	2
822	что то	1	2
823	те же	2	2
824	забудем что	1	2
825	только тот	1	2
826	его от	1	2
827	есть результат	1	2
828	основывается на	1	2
829	увидели что	1	2
830	он имеет	2	2
831	именно он	2	2
832	вот что	1	2
833	это далеко	1	2
834	и сам	3	2
835	мне кажется	1	2
836	по небу	1	2
837	на свою	1	2
838	небо и	5	2
839	мысль о	1	2
840	в некотором	1	2
841	которое и	1	2
842	и первобытной	1	2
843	меня в	2	2
844	того ни	1	2
845	может дать	1	2
846	мы сразу	1	2
847	он является	1	2
848	когда в	3	2
849	связано с	7	2
850	мы с	1	2
851	миф содержит	1	2
852	первый взгляд	5	2
853	при всей	1	2
854	нет или	1	2
855	ответить на	2	2
856	ее к	2	2
857	эта связь	7	2
858	он был	2	2
859	мы увидим	6	2
860	один день	1	2
861	начиная от	2	2
862	представления о	13	2
863	всего что	1	2
864	не должен	1	2
865	другое значение	1	2
866	во многих	2	2
867	в условиях	1	2
868	из их	1	2
869	или все	1	2
870	уже было	1	2
871	нечего и	1	2
872	она еще	1	2
873	а когда	1	2
874	пока не	1	2
875	указать что	2	2
876	в различных	3	2
877	также на	1	2
878	не вполне	5	2
879	уже есть	1	2
880	себе в	3	2
881	от меня	1	2
882	и остается	1	2
883	и формы	3	2
884	этого мы	2	2
885	мифа о	1	2
886	ней и	1	2
887	еще нет	4	2
888	в голове	1	2
889	что отношение	1	2
890	наряду с	2	2
891	духа и	1	2
892	они должны	3	2
893	есть момент	1	2
894	находится в	2	2
895	для понимания	1	2
896	от них	2	2
897	друг с	1	2
898	имеем и	2	2
899	на котором	3	2
900	в пользу	1	2
901	превратился в	4	2
902	миф совершенно	1	2
903	может кончиться	1	2
904	где все	1	2
905	из другого	2	2
906	дает возможность	1	2
907	несколько слов	1	2
908	новые и	3	2
909	он только	1	2
910	ее и	2	2
911	мы как	1	2
912	он от	1	2
913	не видел	2	2
914	где это	2	2
915	от сына	1	2
916	на том	10	2
917	но еще	1	2
918	просто так	1	2
919	он например	1	2
920	происходит это	1	2
921	или они	1	2
922	обычно не	1	2
923	мы условились	1	2
924	на стадии	1	2
925	холод и	1	2
926	свет и	1	2
927	бы что	2	2
928	как можно	1	2
929	в воде	2	2
930	вокруг себя	1	2
931	ноги и	2	2
932	и других	2	2
933	в полной	1	2
934	на этот	4	2
935	что там	2	2
936	такое понимание	2	2
937	к отцу	2	2
938	пополам и	1	2
939	ее от	1	2
940	случае есть	1	2
941	пока только	1	2
942	и говорит	5	2
943	как его	2	2
944	на тот	2	2
945	не остается	1	2
946	предмет ее	1	2
947	между ними	1	2
948	просто на	1	2
949	эти три	3	2
950	человек в	1	2
951	основано на	1	2
952	она на	1	2
953	больше и	3	2
954	должно было	2	2
955	образ есть	1	2
956	это ведет	1	2
957	достаточно чтобы	1	2
958	в других	6	2
959	и радости	1	2
960	миф а	1	2
961	всех своих	1	2
962	на которую	1	2
963	всего предыдущего	1	2
964	с образом	1	2
965	становится и	2	2
966	не видят	2	2
967	но при	2	2
968	и собственно	1	2
969	есть так	1	2
970	или может	1	2
971	он также	3	2
972	но зато	1	2
973	в тех	8	2
974	не могла	1	2
975	им самим	1	2
976	а все	1	2
977	этот вопрос	3	2
978	должны считать	1	2
979	с ней	4	2
980	это вопрос	1	2
981	как эта	1	2
982	нем и	1	2
983	ни одной	2	2
984	однако в	2	2
985	всегда имеет	1	2
986	и др	4	2
987	но ничего	1	2
988	сторону и	1	2
989	себе ни	1	2
990	представление об	6	2
991	вот и	2	2
992	которые были	1	2
993	мифа это	1	2
994	ничуть не	1	2
995	ни за	2	2
996	перед нею	1	2
997	и нельзя	1	2
998	и самый	1	2
999	от религии	1	2
1000	внести в	1	2
1001	они и	1	2
1002	них в	1	2
1003	то есть	1	2
1004	также что	1	2
1005	исторического бытия	1	2
1006	с такой	1	2
1007	отличное от	1	2
1008	сколько угодно	1	2
1009	другого рода	1	2
1010	и далее	1	2
1011	потом и	1	2
1012	тогда он	1	2
1013	на небе	7	2
1014	связанное с	1	2
1015	свете и	1	2
1016	вот как	1	2
1017	заключается не	1	2
1018	ему все	2	2
1019	он на	3	2
1020	в другой	3	2
1021	от этой	1	2
1022	к выводу	1	2
1023	яснее это	1	2
1024	то с	1	2
1025	становится им	1	2
1026	за это	2	2
1027	такое положение	2	2
1028	она становится	1	2
1029	находятся в	1	2
1030	не ясно	2	2
1031	отличаются от	1	2
1032	в наших	1	2
1033	показать что	1	2
1034	на месте	1	2
1035	так вот	1	2
1036	и иначе	1	2
1037	доходит до	3	2
1038	тогда если	1	2
1039	оказалось что	1	2
1040	надо считать	1	2
1041	становится ясным	2	2
1042	ли он	5	2
1043	знает что	2	2
1044	идти дальше	3	2
1045	только он	2	2
1046	на своем	4	2
1047	своей жизни	1	2
1048	он мог	1	2
1049	в любой	1	2
1050	было у	1	2
1051	но оно	3	2
1052	обряд и	1	2
1053	другое она	1	2
1054	этого явления	1	2
1055	не объясняет	1	2
1056	не имеют	3	2
1057	смерти и	2	2
1058	совпадает с	1	2
1059	связана с	4	2
1060	наконец в	1	2
1061	относится к	2	2
1062	земли и	3	2
1063	не должно	1	2
1064	могла бы	1	2
1065	и поэтому	1	2
1066	тогда все	1	2
1067	совершенно достаточно	1	2
1068	именно на	2	2
1069	не понимает	1	2
1070	и вся	1	2
1071	вы говорите	1	2
1072	и ему	1	2
1073	а о	1	2
1074	теми которые	1	2
1075	частности и	1	2
1076	на землю	4	2
1077	и до	2	2
1078	бесконечности и	1	2
1079	и земли	1	2
1080	в обоих	1	2
1081	нет в	2	2
1082	свое существование	1	2
1083	он дает	3	2
1084	имеем в	8	2
1085	мне не	1	2
1086	него и	5	2
1087	ее не	1	2
1088	от которой	1	2
1089	своем месте	1	2
1090	или с	2	2
1091	в образе	4	2
1092	может оказаться	1	2
1093	только при	1	2
1094	зубами и	1	2
1095	предмет а	1	2
1096	совсем другое	2	2
1097	и подобных	1	2
1098	где бы	1	2
1099	это одно	1	2
1100	долго не	1	2
1101	из него	3	2
1102	мира не	1	2
1103	был в	2	2
1104	они были	1	2
1105	где нет	1	2
1106	мифа не	1	2
1107	дает нам	3	2
1108	последние две	1	2
1109	сам себя	2	2
1110	пришли к	3	2
1111	делает их	1	2
1112	не подходит	1	2
1113	вывод что	1	2
1114	он как	3	2
1115	оно само	1	2
1116	не для	1	2
1117	бы на	1	2
1118	его и	1	2
1119	в полном	1	2
1120	имеет значения	1	2
1121	на одной	1	2
1122	силу и	3	2
1123	основана на	1	2
1124	качестве примера	1	2
1125	что например	1	2
1126	раз в	1	2
1127	этот акт	1	2
1128	об этих	1	2
1129	на нее	1	2
1130	дело в	1	2
1131	в силах	1	2
1132	выше гл	1	2
1133	могла быть	1	2
1134	так если	1	2
1135	не стоит	2	2
1136	заметил что	2	2
1137	на одном	1	2
1138	этого вопроса	2	2
1139	на его	6	2
1140	с другом	1	2
1141	а так	1	2
1142	но конечно	2	2
1143	ему не	1	2
1144	этих двух	1	2
1145	этого он	2	2
1146	в стиле	1	2
1147	человека в	1	2
1148	там где	7	2
1149	тут-то и	1	2
1150	выше и	3	2
1151	же от	1	2
1152	чистом виде	1	2
1153	то чего	1	2
1154	выше в	4	2
1155	и ничто	1	2
1156	же должны	2	2
1157	бытия в	1	2
1158	на меня	1	2
1159	исходит от	1	2
1160	форма есть	1	2
1161	не видим	1	2
1162	еще в	3	2
1163	но дело	1	2
1164	у нее	3	2
1165	во всю	1	2
1166	со своими	1	2
1167	во многом	1	2
1168	возможна и	1	2
1169	для такого	1	2
1170	которые в	3	2
1171	только по	1	2
1172	наоборот в	1	2
1173	еще одно	2	2
1174	ниоткуда не	1	2
1175	их можно	1	2
1176	все еще	2	2
1177	только после	3	2
1178	о своих	1	2
1179	таковой и	1	2
1180	однако все	2	2
1181	на спину	1	2
1182	эпохи и	1	2
1183	в целом	2	2
1184	в чисто	1	2
1185	можно указать	4	2
1186	а эти	1	2
1187	то этим	2	1
1188	это на	1	1
1189	было так	1	1
1190	что одновременно	1	1
1191	не связан	1	1
1192	что видно	1	1
1193	и другие	10	1
1194	видели в	1	1
1195	заметим что	2	1
1196	или он	6	1
1197	знаем как	1	1
1198	мы найдем	2	1
1199	идет по	1	1
1200	между двумя	2	1
1201	имея в	1	1
1202	с лесом	1	1
1203	выражена в	1	1
1204	три слоя	1	1
1205	на эти	2	1
1206	почва для	1	1
1207	пришла к	1	1
1208	о таком	1	1
1209	самого себя	2	1
1210	роль и	1	1
1211	я собираюсь	1	1
1212	вот она	1	1
1213	в египетской	1	1
1214	его за	2	1
1215	глаза и	1	1
1216	к пище	1	1
1217	формы в	1	1
1218	которой они	2	1
1219	можно заметить	1	1
1220	же эта	1	1
1221	так например	5	1
1222	объяснить его	1	1
1223	другой с	1	1
1224	собственно не	3	1
1225	ты не	1	1
1226	представлений о	4	1
1227	далеко еще	1	1
1228	но эти	3	1
1229	это история	1	1
1230	в день	2	1
1231	то ли	2	1
1232	не меняет	1	1
1233	отдельно от	1	1
1234	церковь и	1	1
1235	но почему-то	1	1
1236	не сможет	1	1
1237	долг и	1	1
1238	только одни	1	1
1239	свет а	1	1
1240	как вся	1	1
1241	чтобы в	1	1
1242	ни души	1	1
1243	стоит в	3	1
1244	вступить в	1	1
1245	он остается	1	1
1246	это такое	1	1
1247	элементы в	1	1
1248	свет но	1	1
1249	все дело	2	1
1250	людей а	1	1
1251	происходит не	1	1
1252	вывести из	1	1
1253	же жизнь	1	1
1254	за ним	3	1
1255	что весь	1	1
1256	магическая сила	1	1
1257	найти много	1	1
1258	можно объяснить	1	1
1259	выражено в	2	1
1260	другую сторону	1	1
1261	на связь	2	1
1262	между прочим	3	1
1263	не сказано	2	1
1264	и другим	1	1
1265	по голове	1	1
1266	правда в	1	1
1267	общий и	1	1
1268	в существо	1	1
1269	похож на	1	1
1270	начинается с	4	1
1271	духа в	2	1
1272	нам уже	1	1
1273	по форме	1	1
1274	спускается в	1	1
1275	предмета и	1	1
1276	кто хочет	1	1
1277	если этот	1	1
1278	другой на	1	1
1279	награду за	1	1
1280	за ней	1	1
1281	себя не	1	1
1282	поставить вопрос	1	1
1283	этих случаях	18	1
1284	может находиться	1	1
1285	по тому	1	1
1286	не его	2	1
1287	а иногда	1	1
1288	небо на	1	1
1289	находит его	1	1
1290	не имели	1	1
1291	единственная форма	1	1
1292	чем бы	1	1
1293	казалось бы	1	1
1294	всякого рода	1	1
1295	во лбу	1	1
1296	для выражения	1	1
1297	величиною с	1	1
1298	у которых	1	1
1299	однако чаще	1	1
1300	воздержания в	1	1
1301	нам не	1	1
1302	весь миф	1	1
1303	и дело	2	1
1304	к другой	2	1
1305	что душа	1	1
1306	не прямо	1	1
1307	можно считать	1	1
1308	и такие	3	1
1309	и история	1	1
1310	свои личные	2	1
1311	которой он	3	1
1312	вся вселенная	1	1
1313	именно такое	2	1
1314	нас и	1	1
1315	силы и	1	1
1316	связанных с	1	1
1317	доказать что	1	1
1318	этом мы	2	1
1319	в лесу	3	1
1320	входит в	1	1
1321	имеет в	1	1
1322	выходит из	1	1
1323	о похищении	1	1
1324	в индийской	1	1
1325	образом связана	1	1
1326	это очевидно	2	1
1327	совершенно очевидно	2	1
