N	2gram	Tiupa_Vved	Vladivir
190	в этих	5	8
191	тем что	2	8
192	которой он	1	8
193	в этот	3	8
194	себя в	4	8
195	и он	4	8
196	это мы	1	8
197	в чем	2	8
198	и особенно	1	8
199	как в	8	8
200	со стороны	15	8
201	как бы	8	8
202	и для	8	8
203	тот же	1	8
204	тоже не	2	8
205	и я	1	8
206	из этих	5	8
207	отношение к	5	8
208	мы и	2	7
209	к этой	1	7
210	в одном	5	7
211	в них	4	7
212	на первый	3	7
213	что этот	1	7
214	на первом	1	7
215	в нашем	9	7
216	и мы	1	7
217	мы читаем	1	7
218	даже не	1	7
219	в доме	1	7
220	и есть	2	7
221	мы видели	3	7
222	здесь мы	2	7
223	если бы	10	7
224	но вот	1	7
225	к его	5	7
226	не имеет	3	7
227	бы и	4	7
228	и вот	3	7
229	того чтобы	2	7
230	но если	1	7
231	к концу	1	7
232	на его	2	7
233	в таком	2	7
234	то и	2	7
235	как он	2	7
236	мы бы	1	7
237	же в	3	7
238	тому что	2	6
239	те же	2	6
240	в виду	3	6
241	другой стороны	3	6
242	его на	1	6
243	для того	1	6
244	видно что	2	6
245	в отличие	11	6
246	настоящее время	1	6
247	на него	3	6
248	он сам	1	6
249	если мы	1	6
250	той же	3	6
251	поскольку в	1	6
252	указать на	1	6
253	его в	1	6
254	письма к	2	6
255	том же	1	6
256	не говорит	1	6
257	что она	2	6
258	на себя	5	6
259	но только	1	6
260	по своей	4	6
261	она была	2	6
262	году в	2	6
263	не с	4	6
264	и вполне	1	6
265	должен был	2	6
266	но на	2	6
267	и теперь	1	6
268	на основании	1	6
269	что здесь	1	6
270	в настоящее	1	6
271	данном случае	15	6
272	свидетельствует о	5	6
273	мы не	6	6
274	которых он	1	6
275	знания и	1	6
276	или иначе	2	6
277	к своему	2	6
278	по своему	3	6
279	жизнь и	1	6
280	тем более	3	6
281	отличие от	11	6
282	в жизни	7	6
283	в период	2	6
284	само по	1	6
285	и наконец	2	6
286	что на	4	6
287	еще более	2	5
288	а вот	1	5
289	говорит о	1	5
290	и до	1	5
291	на эту	1	5
292	об этих	1	5
293	не вполне	4	5
294	и еще	1	5
295	быть в	1	5
296	из них	1	5
297	вся эта	1	5
298	что они	2	5
299	во всех	2	5
300	что у	4	5
301	того и	1	5
302	для его	1	5
303	и тем	3	5
304	последние годы	1	5
305	и глубоко	1	5
306	он в	1	5
307	во время	3	5
308	однако и	3	5
309	в частности	19	5
310	один из	3	5
311	сводится к	6	5
312	все то	1	5
313	и так	1	5
314	жизни в	5	5
315	нет ничего	2	5
316	в свою	5	5
317	подобного рода	3	5
318	мы имеем	8	5
319	заметить что	2	5
320	начиная с	3	5
321	что я	2	5
322	увидим ниже	1	5
323	друг друга	1	5
324	он как	1	5
325	со своим	1	5
326	первом плане	1	5
327	место в	2	5
328	в их	2	5
329	этого не	2	5
330	а то	2	5
331	и без	1	5
332	со своей	4	5
333	только к	1	5
334	с самого	1	5
335	но она	2	5
336	далеко не	5	5
337	во многом	1	5
338	которое в	4	5
339	и прежде	1	5
340	свидетельствуют о	1	5
341	в области	5	5
342	и только	2	5
343	не к	4	5
344	только что	1	4
345	которые не	2	4
346	глубоко и	2	4
347	их в	3	4
348	по своим	3	4
349	отца и	1	4
350	не имели	2	4
351	не могли	1	4
352	мы увидим	1	4
353	о которых	2	4
354	не что	1	4
355	в глаза	1	4
356	пока еще	6	4
357	наряду с	2	4
358	том чтобы	2	4
359	крайней мере	1	4
360	только не	1	4
361	что иное	1	4
362	года к	1	4
363	с одной	9	4
364	мы можем	2	4
365	или не	3	4
366	не о	2	4
367	но для	1	4
368	и всю	1	4
369	в последние	1	4
370	ясно что	2	4
371	это тоже	1	4
372	на этом	1	4
373	в духе	1	4
374	кажется что	1	4
375	но зато	1	4
376	у которого	2	4
377	это вовсе	1	4
378	вплоть до	2	4
379	в особенности	3	4
380	при жизни	1	4
381	не так	1	4
382	этому времени	1	4
383	как с	1	4
384	которых мы	1	4
385	в сущности	3	4
386	истории в	6	4
387	о которой	4	4
388	не на	3	4
389	не могут	1	4
390	с ней	1	4
391	заключается в	2	4
392	за свое	1	4
393	себя и	1	4
394	всей своей	4	4
395	по крайней	1	4
396	он мог	1	4
397	перед нами	13	4
398	только одно	1	4
399	но тут	1	4
400	это и	1	4
401	ни к	3	4
402	совершенно не	2	4
403	и более	5	4
404	тех же	2	4
405	с которой	1	4
406	лишь в	4	4
407	для нее	1	4
408	всего на	2	4
409	мог бы	2	4
410	и во	2	4
411	одной из	1	4
412	не имел	1	4
413	только с	1	4
414	у них	3	4
415	как к	1	4
416	в более	1	4
417	ему в	2	4
418	тем самым	6	4
419	всех этих	1	4
420	бы на	1	4
421	этом отношении	7	4
422	как у	3	4
423	на самом	5	4
424	но с	1	4
425	этом не	2	4
426	себе в	1	4
427	то можно	1	4
428	не все	2	4
429	он говорит	1	4
430	во второй	1	4
431	в науке	1	4
432	одной стороны	9	4
433	что можно	1	4
434	же самое	2	4
435	так в	5	4
436	для характеристики	1	4
437	котором он	2	4
438	иное как	1	4
439	все что	3	3
440	в настоящем	2	3
441	человеческой жизни	4	3
442	и объекта	1	3
443	которая в	3	3
444	очень много	1	3
445	с самим	2	3
446	в разных	2	3
447	строго говоря	2	3
448	не как	2	3
449	иначе но	1	3
450	его от	1	3
451	роль в	2	3
452	к бытию	1	3
453	когда в	2	3
454	мир и	1	3
455	так например	2	3
456	а что	1	3
457	не столь	1	3
458	сам же	1	3
459	своем учении	1	3
460	не существует	3	3
461	и который	2	3
462	в противоположность	1	3
463	свое существование	1	3
464	в другом	2	3
465	имеют для	1	3
466	самого начала	1	3
467	свою очередь	5	3
468	не нужно	1	3
469	было сказано	1	3
470	вернуться к	2	3
471	именно так	1	3
472	из трех	2	3
473	который в	5	3
474	а мы	2	3
475	на котором	1	3
476	нет никаких	1	3
477	к этим	1	3
478	чувствуя себя	2	3
479	точка зрения	3	3
480	гораздо более	1	3
481	первых двух	3	3
482	это будет	1	3
483	теперь же	2	3
484	мало и	1	3
485	начала и	2	3
486	и через	2	3
487	в тот	1	3
488	к жизни	2	3
489	в следующем	1	3
490	не была	1	3
491	а за	1	3
492	будто бы	3	3
493	одним из	5	3
494	и чисто	1	3
495	что не	2	3
496	между ними	1	3
497	и она	1	3
498	же как	1	3
499	на земле	1	3
500	в мире	9	3
501	так сказать	2	3
502	в сторону	1	3
503	бы в	4	3
504	период его	2	3
505	оно не	2	3
506	человека как	1	3
507	только потому	1	3
508	одно и	1	3
509	не могла	1	3
510	иметь в	1	3
511	и хотя	1	3
512	ни о	2	3
513	как известно	2	3
514	бы его	1	3
515	и др	2	3
516	что есть	1	3
517	в силу	2	3
518	дело не	2	3
519	его к	1	3
520	и ее	2	3
521	от нее	1	3
522	является носителем	1	3
523	и этот	1	3
524	жизни а	1	3
525	на почве	1	3
526	был бы	1	3
527	он на	1	3
528	интерес к	1	3
529	для них	3	3
530	себе не	1	3
531	самом деле	6	3
532	от своего	2	3
533	с таким	1	3
534	же о	1	3
535	как о	2	3
536	с ними	2	3
537	в которых	2	3
538	говорить и	2	3
539	с нами	1	3
540	наконец в	1	3
541	но о	2	3
542	и вся	3	3
543	в свет	1	3
544	не могло	2	3
545	значение для	1	3
546	отношении к	1	3
547	о своем	1	3
548	не говорится	3	3
549	с того	3	3
550	именно к	2	3
551	это делает	1	3
552	нас нет	2	3
553	произведения как	1	3
554	этой области	1	3
555	что такое	23	3
556	на вопрос	1	3
557	того как	1	3
558	том числе	1	3
559	в литературе	2	3
560	с их	2	3
561	плане но	1	3
562	единой и	1	3
563	вот это	1	3
564	указывает на	2	3
565	в какой	4	3
566	один и	1	3
567	в новом	1	3
568	бы мы	2	3
569	особенно в	3	3
570	ему не	1	3
571	и самого	1	3
572	в полной	1	3
573	субъекта и	1	3
574	что является	1	3
575	быть и	2	3
576	на меня	1	3
577	а по	1	3
578	что к	1	3
579	ему было	2	3
580	к которой	2	3
581	при всем	1	3
582	всей его	2	3
583	бы он	1	3
584	как будто	6	3
585	интереса к	1	3
586	которое мы	1	3
587	три года	1	3
588	в той	5	2
589	которая была	1	2
590	еще раз	1	2
591	всю ночь	1	2
592	как носитель	1	2
593	случае мы	1	2
594	или по	1	2
595	дело с	4	2
596	к числу	1	2
597	о свободе	1	2
598	время не	1	2
599	потому не	2	2
600	например с	1	2
601	представлений о	1	2
602	же году	1	2
603	и думал	1	2
604	и само	2	2
605	отношений в	1	2
606	внимания на	1	2
607	чтобы в	1	2
608	жизнь в	1	2
609	никогда и	1	2
610	например в	2	2
611	и другим	1	2
612	чисто теоретической	1	2
613	которое не	2	2
614	у достоевского	1	2
615	абсолютной истины	1	2
616	говорится о	1	2
617	и того	3	2
618	а во	2	2
619	с позиций	1	2
620	при условии	1	2
621	в действительности	1	2
622	вот теперь	1	2
623	имеет в	1	2
624	но эти	1	2
625	времени в	3	2
626	не всегда	2	2
627	и такого	1	2
628	говорить о	5	2
629	не имеем	1	2
630	греков и	1	2
631	на пути	1	2
632	и была	1	2
633	можно ли	1	2
634	в вопросе	1	2
635	точке зрения	1	2
636	второй половины	1	2
637	этом рассуждении	1	2
638	ни одного	1	2
639	как я	1	2
640	во всей	1	2
641	состояла в	1	2
642	одна из	5	2
643	иначе и	1	2
644	достоевского но	1	2
645	распадается на	1	2
646	с ее	3	2
647	но так	2	2
648	чем это	1	2
649	о ней	4	2
650	жизни так	2	2
651	на том	1	2
652	в произведении	1	2
653	она в	2	2
654	внимание на	4	2
655	к себе	2	2
656	и совершенно	1	2
657	к истине	1	2
658	но такой	1	2
659	добра и	1	2
660	в ее	1	2
661	далеко за	1	2
662	чем у	1	2
663	и сама	1	2
664	стремится к	1	2
665	у этого	1	2
666	столько же	1	2
667	к чему	1	2
668	средневекового миросозерцания	1	2
669	ни слова	1	2
670	в двух	1	2
671	по необходимости	1	2
672	на себе	1	2
673	он чувствовал	1	2
674	могло бы	4	2
675	кто из	1	2
676	той или	5	2
677	чтобы понять	1	2
678	очень легко	1	2
679	а всякая	1	2
680	в работе	1	2
681	личности и	1	2
682	так называемую	1	2
683	с какой	1	2
684	i и	1	2
685	в ответ	2	2
686	и после	2	2
687	не приходится	1	2
688	хотя в	2	2
689	и тот	1	2
690	истории и	1	2
691	к первому	1	2
692	однако в	9	2
693	в первой	1	2
694	же ему	2	2
695	говорится но	1	2
696	бы эти	1	2
697	а главное	1	2
698	жизнь она	1	2
699	который для	1	2
700	это он	1	2
701	он говорил	1	2
702	жизни но	1	2
703	но после	2	2
704	та же	1	2
705	за ним	1	2
706	себе представить	1	2
707	если в	3	2
708	известно что	1	2
709	которой не	2	2
710	должна быть	3	2
711	чтобы стать	3	2
712	в другой	1	2
713	из которых	1	2
714	только еще	1	2
715	со всеми	1	2
716	поэтому и	1	2
717	семейной жизни	1	2
718	нам в	1	2
719	наряду со	1	2
720	вместо этого	1	2
721	можно назвать	2	2
722	бывает с	1	2
723	и затем	2	2
724	после первого	2	2
725	о котором	5	2
726	том как	4	2
727	для настоящего	1	2
728	характерна для	1	2
729	далек от	1	2
730	на их	1	2
731	категорию в	1	2
732	но оно	1	2
733	все они	2	2
734	его и	1	2
735	не является	7	2
736	в основе	6	2
737	тот кто	2	2
738	где у	1	2
739	тотчас же	1	2
740	относится к	1	2
741	это то	1	2
742	во мне	1	2
743	это все	1	2
744	и уже	1	2
745	стороны не	1	2
746	в которую	1	2
747	суждений о	1	2
748	еще один	3	2
749	известной степени	1	2
750	в большой	1	2
751	но именно	3	2
752	же он	1	2
753	нее и	1	2
754	они были	1	2
755	меня не	1	2
756	судя по	3	2
757	природы и	1	2
758	этом случае	1	2
759	ответ на	2	2
760	они не	3	2
761	них не	1	2
762	не для	1	2
763	же не	1	2
764	слова а	1	2
765	все равно	2	2
766	сказать не	1	2
767	с другими	1	2
768	а о	1	2
769	которые мы	1	2
770	и которая	1	2
771	объекта и	1	2
772	было в	2	2
773	в бытии	3	2
774	в эпоху	1	2
775	этом в	1	2
776	с той	1	2
777	таком случае	1	2
778	не подлежит	2	2
779	мира и	5	2
780	и нравственной	1	2
781	в третьей	1	2
782	путь к	1	2
783	чего в	1	2
784	здесь все	1	2
785	свобода и	1	2
786	к одному	2	2
787	еще до	2	2
788	человека в	2	2
789	освобождения от	1	2
790	и вместо	1	2
791	не могу	2	2
792	как уже	1	2
793	не по	4	2
794	нельзя назвать	1	2
795	невозможно но	1	2
796	не существовало	1	2
797	и их	1	2
798	свою жизнь	1	2
799	мы пока	1	2
800	в нашей	1	2
801	стороны и	4	2
802	и жизни	1	2
803	как то	1	2
804	могло быть	1	2
805	не хотел	1	2
806	начинается у	1	2
807	одного из	3	2
808	где на	1	2
809	этом и	2	2
810	в высшей	2	2
811	может показаться	1	2
812	как христос	1	2
813	о своих	1	2
814	что вся	1	2
815	может и	1	2
816	к своей	2	2
817	бытия в	3	2
818	если она	2	2
819	было не	2	2
820	не можем	2	2
821	любви и	2	2
822	жизнью и	1	2
823	все было	2	2
824	наконец наиболее	1	1
825	с помощью	1	1
826	новое и	1	1
827	и едва	2	1
828	себе ее	1	1
829	к сожалению	1	1
830	ее то	1	1
831	необходимо различать	1	1
832	более высокой	1	1
833	мире а	1	1
834	этого необходимо	1	1
835	развития всякий	1	1
836	точной и	1	1
837	рассказ о	1	1
838	исходя из	4	1
839	все люди	1	1
840	можно спорить	1	1
841	по всему	1	1
842	ли его	1	1
843	слишком большим	2	1
844	она уже	1	1
845	не зависит	2	1
846	сидел в	1	1
847	ну а	1	1
848	предполагает наличие	1	1
849	менее не	1	1
850	мира а	2	1
851	своей истории	2	1
852	общения с	1	1
853	детей к	1	1
854	а потому	1	1
855	одному из	1	1
856	его способе	1	1
857	только тот	1	1
858	далее в	1	1
859	образом и	1	1
860	от этих	2	1
861	с появлением	2	1
862	с собой	1	1
863	что толстой	1	1
864	ночь и	1	1
865	притом весьма	1	1
866	поверхностную и	1	1
867	связь с	1	1
868	их не	1	1
869	быть названа	1	1
870	имеет смысл	2	1
871	без другого	1	1
872	между началом	1	1
873	из нее	1	1
874	мысль о	2	1
875	как об	1	1
876	нас своим	1	1
877	не возникнет	1	1
878	слова с	1	1
879	своей дальнейшей	1	1
880	иначе как	1	1
881	по терминологии	3	1
882	целиком он	1	1
883	к другим	1	1
884	основной для	1	1
885	вся его	2	1
886	и поведения	1	1
887	в корне	1	1
888	читаем о	1	1
889	общения людей	1	1
890	без которого	1	1
891	уже нет	1	1
892	три главы	1	1
893	сознанием и	1	1
894	но пока	1	1
895	весьма существенное	1	1
896	того ни	1	1
897	смерть в	1	1
898	внимание к	2	1
899	о значимости	1	1
900	становления в	1	1
901	его влюбленность	1	1
902	уж во	1	1
903	он есть	1	1
904	себя не	1	1
905	речь идет	3	1
906	сомнению но	1	1
907	жизни на	2	1
908	тогда как	16	1
909	то сердце	1	1
910	не пытаясь	1	1
911	но несомненно	2	1
912	определяется не	1	1
913	логоса и	1	1
914	и нет	1	1
915	отец как	1	1
916	освобождается от	1	1
917	в iii	1	1
918	при всей	3	1
919	перестает быть	1	1
920	нам не	1	1
921	на молитву	2	1
922	самостоятельный и	1	1
923	здесь достаточно	1	1
924	года до	1	1
925	сразу же	1	1
926	значение только	1	1
927	бесед с	1	1
928	и ушел	1	1
929	знакомство с	1	1
930	или вернее	1	1
931	ждал его	1	1
932	где человеческая	1	1
933	же времени	1	1
934	однако его	1	1
935	и мысли	1	1
936	в приведенных	1	1
937	их отношений	1	1
938	раз не	1	1
939	представления о	1	1
940	говорить не	1	1
941	уже у	1	1
942	из жизни	3	1
943	представляет собой	18	1
944	его собственной	2	1
945	оно как	1	1
946	спал всю	1	1
947	сознания в	4	1
948	уже было	1	1
949	и той	1	1
950	одной и	1	1
951	между двумя	5	1
952	чего не	1	1
953	но они	3	1
954	свете нет	1	1
955	о них	4	1
956	встречи с	4	1
957	за собой	1	1
958	в различных	1	1
959	в строгом	2	1
960	по отношению	11	1
961	определяется его	1	1
962	принадлежит не	1	1
963	рассуждение о	2	1
964	всех без	1	1
965	но также	2	1
966	за рамки	1	1
967	как первые	1	1
968	земли к	1	1
969	воли это	1	1
970	мы ни	1	1
971	к ним	4	1
972	дела нам	1	1
973	самом начале	1	1
974	у себя	1	1
975	из всех	1	1
976	к великому	1	1
977	жизни как	2	1
978	и неудач	1	1
979	прямым свидетелем	1	1
980	в контексте	4	1
981	например когда	1	1
982	завершить свою	1	1
983	а сам	1	1
984	к которому	2	1
985	имеем дело	5	1
986	еще одна	1	1
987	явное преувеличение	1	1
988	сколько по	1	1
989	а исключительно	1	1
990	впрочем как	1	1
991	а иначе	1	1
992	к вопросам	1	1
993	от них	2	1
994	в сфере	7	1
995	во франции	1	1
996	детей в	2	1
997	спорить но	1	1
998	в обращении	1	1
999	нас совсем	1	1
1000	свои собственные	1	1
1001	что обычно	1	1
1002	базируются на	1	1
1003	всего в	1	1
1004	ближе к	3	1
1005	представить себе	2	1
1006	бог а	1	1
1007	о влиянии	1	1
1008	место на	1	1
1009	из истории	1	1
1010	мы видим	1	1
1011	на протяжении	2	1
1012	приблизиться к	1	1
1013	от его	1	1
1014	того чтоб	1	1
1015	к человеку	1	1
1016	не слишком	1	1
1017	котором и	1	1
1018	этого так	1	1
1019	вскоре после	1	1
1020	не видел	1	1
1021	он к	1	1
1022	есть у	1	1
1023	случае ее	1	1
1024	первые три	1	1
1025	весь день	3	1
1026	только со	2	1
1027	уже далеко	1	1
1028	он идет	1	1
1029	его произведение	1	1
1030	тайны и	1	1
1031	сей час	1	1
1032	они в	1	1
1033	в некоторой	1	1
1034	бы что	1	1
1035	карамзина а	1	1
1036	и преимущество	1	1
1037	признаков а	1	1
1038	на закате	1	1
1039	порой не	1	1
1040	является и	1	1
1041	ли и	1	1
1042	эта история	1	1
1043	велико а	1	1
1044	в разные	1	1
1045	нужно не	1	1
1046	в несколько	1	1
1047	лицо его	1	1
1048	главный интерес	1	1
1049	тут и	1	1
1050	произведение как	1	1
1051	у последнего	1	1
1052	на краткое	1	1
1053	как его	2	1
1054	как следует	1	1
1055	очевидно что	2	1
1056	историю как	1	1
1057	между этими	1	1
1058	простой и	2	1
1059	человек и	1	1
1060	представлений об	1	1
1061	этом последнем	1	1
1062	характер и	1	1
1063	мы никак	1	1
1064	и внутреннего	1	1
1065	он теперь	1	1
1066	также в	1	1
1067	я всегда	1	1
1068	он вместе	1	1
1069	человеческого существования	4	1
1070	истинности знания	1	1
1071	же могла	1	1
1072	с некоторой	1	1
1073	благодаря тому	1	1
1074	а всего	1	1
1075	человеческое сознание	1	1
1076	нашем сознании	2	1
1077	истории вообще	1	1
1078	что как	1	1
1079	и отдельные	1	1
1080	не нуждаясь	1	1
1081	насмешка над	1	1
1082	а для	2	1
1083	как системы	1	1
1084	категория которая	1	1
1085	из вас	1	1
1086	на которую	1	1
1087	здесь как	2	1
1088	только от	1	1
1089	смысл и	1	1
1090	материалом для	1	1
1091	сознания а	1	1
1092	следующем году	1	1
1093	и цель	1	1
1094	его развития	1	1
1095	не означает	1	1
1096	этом их	1	1
1097	в целях	1	1
1098	земле и	1	1
1099	бытия но	2	1
1100	говоря в	1	1
1101	ли это	2	1
1102	приехать в	1	1
1103	бы она	1	1
1104	в раннем	1	1
1105	разных местах	1	1
1106	там он	1	1
1107	вклад в	1	1
1108	эти слова	2	1
1109	зрения в	1	1
1110	после их	1	1
1111	на другой	2	1
1112	и откуда	1	1
1113	не подлежал	1	1
1114	не один	2	1
1115	либо его	1	1
1116	за обедом	2	1
1117	самому себе	1	1
1118	если б	1	1
1119	если же	1	1
1120	за ними	1	1
1121	позицию в	1	1
1122	ему на	1	1
1123	но отнюдь	1	1
1124	сомневаться в	1	1
1125	отношения с	1	1
1126	толстого где	1	1
1127	в иных	1	1
1128	которого в	1	1
1129	два текста	1	1
1130	того кто	1	1
1131	сближается с	1	1
1132	в направлении	2	1
1133	период в	1	1
1134	и опять	2	1
1135	жизни не	2	1
1136	известном смысле	1	1
1137	и поцеловал	1	1
1138	рассматривается как	1	1
1139	любви в	1	1
1140	столько самой	1	1
1141	обратимся к	2	1
1142	совершенно чужда	1	1
1143	в общих	1	1
1144	его отца	1	1
1145	к мнению	1	1
1146	что может	1	1
1147	его сын	1	1
1148	от высшего	1	1
1149	толстой в	1	1
1150	он этим	1	1
1151	столь же	3	1
1152	которая на	1	1
1153	однако по	1	1
1154	всей истории	1	1
1155	в противном	2	1
1156	вовсе еще	1	1
1157	не сразу	1	1
1158	значимость и	1	1
1159	принадлежат эти	1	1
1160	на который	1	1
1161	такая категория	1	1
1162	а как	1	1
1163	в терминах	1	1
1164	приходится признать	1	1
1165	рассказ в	4	1
1166	в него	2	1
1167	встречали у	1	1
1168	случае это	4	1
1169	обратиться к	2	1
1170	выступает в	1	1
1171	имеет дело	1	1
1172	до его	1	1
1173	одно без	1	1
1174	что до	2	1
1175	только а	1	1
1176	от самого	1	1
1177	по причине	1	1
1178	в минуты	1	1
1179	своего рода	20	1
1180	по мысли	5	1
1181	на жизнь	1	1
1182	мире и	1	1
1183	в следующие	1	1
1184	связи и	1	1
1185	за ее	1	1
1186	во втором	4	1
1187	даже чисто	1	1
1188	очень серьезно	1	1
1189	понимает и	1	1
1190	в очерке	1	1
1191	я уже	1	1
1192	с еще	1	1
1193	еще раньше	1	1
1194	его уже	1	1
1195	полноту и	2	1
1196	и труды	1	1
1197	сказано в	1	1
1198	как содержание	1	1
1199	и солнце	1	1
1200	случае уже	1	1
1201	же еще	1	1
1202	время у	2	1
1203	после года	1	1
1204	оно было	1	1
1205	и предельно	1	1
1206	говорит нам	1	1
1207	легко можно	1	1
1208	другого человека	2	1
1209	представляют собой	3	1
1210	своего свободного	1	1
1211	это уже	2	1
1212	оно всегда	1	1
1213	мне и	1	1
1214	и та	1	1
1215	его внутреннего	1	1
1216	свою позицию	3	1
1217	своего понимания	1	1
1218	зависит не	1	1
1219	гораздо раньше	1	1
1220	с сего	1	1
1221	оттого что	2	1
1222	к области	1	1
1223	не признает	1	1
1224	же самой	1	1
1225	него нет	1	1
1226	же самые	1	1
1227	слова у	1	1
1228	связанная с	1	1
1229	целостности и	1	1
1230	начинается с	2	1
1231	он достаточно	1	1
1232	до этого	2	1
1233	оказывается в	3	1
1234	если внимательно	1	1
1235	не получил	1	1
1236	своей стороны	1	1
1237	о самом	1	1
1238	этом месте	1	1
1239	легко и	1	1
1240	содержание и	1	1
1241	если говорить	1	1
1242	протеста и	1	1
1243	однако тут	1	1
1244	мог найти	1	1
1245	в составе	3	1
1246	приведенных выше	1	1
1247	в процессе	1	1
1248	значении этого	1	1
1249	к которым	1	1
1250	мысли о	1	1
1251	этот по	1	1
1252	его сознании	2	1
1253	рода словесный	1	1
1254	есть стать	1	1
1255	при столь	1	1
1256	не становясь	1	1
1257	в современной	7	1
1258	по душе	1	1
1259	такое определение	1	1
1260	том смысле	1	1
1261	столько по	1	1
1262	свидетельствует об	1	1
1263	говоря и	1	1
1264	бы не	3	1
1265	есть на	1	1
1266	который не	1	1
1267	весьма значительный	1	1
1268	в сумраке	1	1
1269	зависимости от	1	1
1270	в итоге	4	1
1271	которая не	2	1
1272	рассматриваемом нами	1	1
1273	время является	1	1
1274	такая точка	1	1
1275	как некий	1	1
1276	второго лица	1	1
1277	сближение с	2	1
1278	но их	1	1
1279	свое внимание	1	1
1280	должны были	3	1
1281	о человеке	1	1
1282	чем дело	1	1
1283	им из	1	1
1284	глубокий и	1	1
1285	чего вся	1	1
1286	к счастью	1	1
1287	удач и	1	1
1288	с детьми	3	1
1289	из другого	1	1
1290	первая и	1	1
1291	в историю	2	1
1292	ее пределы	1	1
1293	и главное	1	1
1294	так называемая	1	1
1295	близкого к	1	1
1296	него уже	1	1
1297	как мне	1	1
1298	связана с	1	1
1299	автора и	1	1
1300	что очевидно	1	1
1301	это только	3	1
1302	жизни который	1	1
1303	быть не	4	1
1304	вызывает в	1	1
1305	не должны	1	1
1306	она тем	1	1
1307	этим термином	1	1
1308	жизни даже	1	1
1309	каждой из	1	1
1310	результате чего	1	1
