N	2gram	Tiupa_Anal	Psycholo
241	не менее	9	12
242	может служить	2	12
243	того же	7	12
244	в конечном	5	12
245	я не	3	12
246	в рассказе	1	12
247	в самой	1	12
248	сам по	2	12
249	в свою	9	12
250	тот факт	1	12
251	состоит в	14	12
252	но если	1	12
253	и может	2	12
254	идет о	2	12
255	конце концов	1	12
256	совершенно очевидно	2	12
257	и с	1	12
258	например в	2	12
259	что по	4	12
260	что этот	1	12
261	что не	3	12
262	и до	2	12
263	ничего не	3	12
264	об этом	3	12
265	конечном счете	5	11
266	не было	3	11
267	о смерти	4	11
268	не будет	3	11
269	утверждать что	1	11
270	и сейчас	1	11
271	подобно тому	4	11
272	и заключается	1	11
273	бы сказать	1	11
274	на этот	1	11
275	как к	2	11
276	мы могли	3	11
277	уже в	5	11
278	раз в	1	11
279	бы мы	1	11
280	и других	1	11
281	отличие от	5	11
282	он должен	1	11
283	есть в	2	11
284	исходит из	2	11
285	по поводу	5	11
286	его в	4	11
287	были бы	3	11
288	и из	1	11
289	у шекспира	1	11
290	этого слова	3	11
291	с его	15	11
292	во всем	5	10
293	в другом	3	10
294	в тех	2	10
295	нам кажется	3	10
296	не так	2	10
297	как нельзя	3	10
298	данном случае	11	10
299	в их	7	10
300	с теми	1	10
301	в одной	2	10
302	от него	1	10
303	противоречие с	2	10
304	отличается от	1	10
305	в данном	12	10
306	должно быть	1	10
307	в состоянии	2	10
308	по мнению	1	10
309	тому же	7	10
310	и у	1	10
311	но как	4	10
312	совсем не	1	10
313	и от	3	10
314	здесь мы	1	10
315	не является	5	10
316	ее в	2	10
317	это было	2	10
318	и между	1	10
319	и их	3	10
320	не есть	6	9
321	так сказать	2	9
322	в действительности	2	9
323	вопрос о	1	9
324	на него	1	9
325	внимание на	4	9
326	в чем	2	9
327	героя и	7	9
328	мы будем	1	9
329	с ее	3	9
330	бы не	1	9
331	его и	1	9
332	из его	1	9
333	в отличие	5	9
334	ответ на	3	9
335	по своему	3	9
336	по его	4	9
337	на его	3	9
338	и по	3	9
339	оказывается что	1	9
340	тем самым	8	9
341	и ее	3	9
342	о чем	5	9
343	точно так	1	9
344	мысль о	3	9
345	роль в	5	9
346	можно сказать	5	9
347	и другой	1	9
348	к чему	2	9
349	во внимание	1	9
350	если же	1	9
351	в силу	2	9
352	оно есть	1	9
353	который не	2	9
354	по этому	1	9
355	и наконец	1	9
356	из двух	1	8
357	со всей	1	8
358	всех остальных	1	8
359	будто бы	1	8
360	и тот	1	8
361	в общем	4	8
362	и конечно	2	8
363	при анализе	2	8
364	что же	1	8
365	тем же	1	8
366	произведения искусства	1	8
367	смысле этого	1	8
368	в такой	1	8
369	и таким	1	8
370	как все	1	8
371	и вообще	1	8
372	место в	4	8
373	и составляет	1	8
374	в собственном	1	8
375	целым рядом	1	8
376	гораздо более	3	8
377	по преимуществу	3	8
378	в произведении	3	8
379	из того	1	8
380	уже давно	1	8
381	именно потому	1	8
382	содержания и	1	8
383	этом смысле	1	8
384	в нее	1	8
385	во время	2	8
386	в противоречие	2	8
387	и более	1	8
388	он все	1	8
389	и во	1	8
390	бы и	2	8
391	жизнь и	3	8
392	иметь дело	2	8
393	в трех	1	8
394	стороны и	1	8
395	только то	1	8
396	эстетическая реакция	1	8
397	еще раз	1	7
398	мысли и	1	7
399	не как	3	7
400	искусства является	1	7
401	к самому	2	7
402	от этого	1	7
403	представляет собой	7	7
404	и те	1	7
405	рассказывает о	1	7
406	свою очередь	7	7
407	ни одного	1	7
408	чем это	1	7
409	только при	1	7
410	связи с	1	7
411	полагал что	1	7
412	больше и	1	7
413	в каждом	4	7
414	что такое	1	7
415	должны быть	1	7
416	в особенности	4	7
417	шекспира и	4	7
418	принадлежат к	1	7
419	и при	1	7
420	конечно же	1	7
421	имеет место	3	7
422	себе не	1	7
423	со всеми	2	7
424	они не	2	7
425	в течение	1	7
426	это имеет	1	7
427	к ним	1	7
428	дело и	1	7
429	действующие лица	1	7
430	того или	6	7
431	но при	1	7
432	же в	5	7
433	все что	2	7
434	для всех	5	7
435	к этой	2	7
436	нас в	1	7
437	одно из	3	7
438	если он	1	7
439	приходит к	1	7
440	в глаза	2	7
441	в нашем	4	7
442	от себя	3	7
443	о ней	1	7
444	время в	2	7
445	в качестве	22	7
446	к жизни	5	7
447	однако мы	1	7
448	с которым	1	7
449	же мы	1	7
450	себя и	2	7
451	признать что	1	7
452	совпадает с	4	7
453	времени и	1	7
454	что здесь	1	7
455	ее не	1	7
456	что автор	2	7
457	в полном	2	7
458	здесь в	2	7
459	а на	2	7
460	отказаться от	1	7
461	дело в	3	7
462	до тех	1	7
463	есть как	1	7
464	слова в	2	7
465	даже в	6	6
466	каким образом	1	6
467	из самых	1	6
468	либо в	2	6
469	он был	3	6
470	только как	1	6
471	утверждал что	1	6
472	истинный смысл	1	6
473	рядом с	1	6
474	в сторону	2	6
475	в русской	9	6
476	не могла	2	6
477	обратимся к	2	6
478	образом в	1	6
479	всех этих	1	6
480	одного и	4	6
481	в отношении	2	6
482	оно не	2	6
483	к его	2	6
484	и затем	1	6
485	приводит к	5	6
486	да и	3	6
487	в стихах	2	6
488	он же	2	6
489	у меня	1	6
490	тех пор	2	6
491	для нее	1	6
492	каждой из	1	6
493	как если	1	6
494	от других	1	6
495	каждый из	2	6
496	на две	3	6
497	нуждается в	2	6
498	то мы	1	6
499	от всех	2	6
500	у всех	2	6
501	на нее	1	6
502	сама по	3	6
503	один и	2	6
504	и без	3	6
505	не все	1	6
506	мы узнаем	1	6
507	к ней	1	6
508	слова и	1	6
509	еще более	1	6
510	у пушкина	3	6
511	из нее	1	6
512	имеет в	1	6
513	говорить о	6	6
514	не что	1	6
515	что иное	1	6
516	тем не	3	6
517	х годов	1	6
518	в себя	6	6
519	а только	1	6
520	очень часто	1	6
521	внутренняя форма	1	6
522	за пределы	3	6
523	уже не	9	6
524	о его	3	6
525	или иного	5	6
526	независимо от	1	6
527	а потому	1	6
528	только одно	1	6
529	тот кто	2	6
530	совпадают с	1	6
531	звуков в	1	6
532	в плане	1	6
533	жизни но	4	6
534	ничем не	1	6
535	совершенно иначе	1	6
536	в новелле	1	6
537	о ее	3	6
538	так в	4	6
539	что касается	5	6
540	отношение к	2	6
541	иное как	1	6
542	тем как	1	5
543	сам автор	2	5
544	а затем	2	5
545	между ними	3	5
546	ни одна	1	5
547	и сам	8	5
548	на эту	2	5
549	за ней	1	5
550	нам не	2	5
551	нас и	1	5
552	те два	1	5
553	и еще	1	5
554	к которому	2	5
555	во всей	1	5
556	произведении искусства	2	5
557	с двумя	1	5
558	между собой	1	5
559	в эту	2	5
560	и является	3	5
561	тем и	1	5
562	подход к	2	5
563	материала в	1	5
564	его к	1	5
565	в одну	3	5
566	где мы	1	5
567	если в	3	5
568	он только	1	5
569	своих героев	1	5
570	отношения к	6	5
571	одновременно и	1	5
572	в словах	1	5
573	для читателя	3	5
574	это все	1	5
575	и теперь	1	5
576	и больше	1	5
577	зависит от	1	5
578	он как	1	5
579	таком случае	2	5
580	однако не	2	5
581	нас к	2	5
582	в каждой	1	5
583	бы это	2	5
584	к одному	2	5
585	но она	1	5
586	не следует	5	5
587	человека и	2	5
588	все больше	1	5
589	по выражению	1	5
590	не вызывает	1	5
591	разговора с	1	5
592	связь с	3	5
593	об убийстве	1	5
594	но даже	1	5
595	но они	2	5
596	не мог	4	5
597	то в	4	5
598	но еще	1	5
599	хотя и	4	5
600	наше внимание	1	5
601	не знает	2	5
602	искусство не	1	5
603	будем иметь	1	5
604	это делает	1	5
605	в один	1	5
606	себя в	6	5
607	в область	1	5
608	однако он	1	5
609	целом ряде	1	5
610	в романе	3	5
611	евгения онегина	1	5
612	в известном	2	5
613	еще и	4	5
614	не имеют	1	5
615	и тогда	1	5
616	нет никакой	1	5
617	принадлежит к	4	5
618	все они	2	5
619	произведения с	2	5
620	человека в	3	5
621	все другие	1	5
622	его не	3	5
623	который мы	1	5
624	дело не	3	5
625	одного из	4	5
626	все более	1	5
627	с которыми	1	4
628	с уверенностью	1	4
629	является в	1	4
630	уже говорили	1	4
631	в применении	1	4
632	оно становится	1	4
633	характер и	1	4
634	его от	1	4
635	от одного	1	4
636	и смерти	1	4
637	применении к	1	4
638	человека не	1	4
639	в противоположность	3	4
640	своим собственным	1	4
641	а между	1	4
642	и формы	1	4
643	то о	1	4
644	это верно	1	4
645	для своего	3	4
646	в связи	1	4
647	одном из	1	4
648	мнение что	1	4
649	и хотя	1	4
650	человек который	1	4
651	должны были	1	4
652	этой фразы	1	4
653	такого же	1	4
654	указанием на	1	4
655	с с	1	4
656	можно с	1	4
657	любви и	2	4
658	к выводу	1	4
659	же самой	1	4
660	сюжета и	2	4
661	от своего	3	4
662	к другому	1	4
663	на два	2	4
664	художественного впечатления	9	4
665	эстетический объект	2	4
666	конца и	1	4
667	одной из	6	4
668	в глазах	6	4
669	здесь не	8	4
670	и всякий	1	4
671	значение в	2	4
672	основе своей	2	4
673	где он	2	4
674	видит что	1	4
675	в первой	10	4
676	бы для	1	4
677	который как	2	4
678	но эта	2	4
679	произведения как	4	4
680	в стороне	1	4
681	эти две	1	4
682	могут служить	1	4
683	не по	1	4
684	не с	3	4
685	к анализу	1	4
686	при такой	1	4
687	или как	1	4
688	все еще	2	4
689	идет не	1	4
690	может и	1	4
691	вплоть до	5	4
692	себе а	1	4
693	случае в	1	4
694	а когда	1	4
695	к числу	4	4
696	строго говоря	1	4
697	в первом	2	4
698	по отношению	9	4
699	в это	1	4
700	и страсти	1	4
701	и того	4	4
702	тем в	2	4
703	с помощью	1	4
704	следует отнести	1	4
705	перед ним	2	4
706	с этими	1	4
707	с именем	1	4
708	который в	4	4
709	ее и	1	4
710	после того	1	4
711	мы читаем	1	4
712	начала и	1	4
713	т е	2	4
714	что между	2	4
715	здравого смысла	1	4
716	указывая на	1	4
717	в мире	17	4
718	достигает своего	1	4
719	для анализа	1	4
720	в уста	1	4
721	нельзя лучше	2	4
722	такое что	1	4
723	никакой возможности	1	4
724	однако в	6	4
725	и никогда	1	4
726	и каждый	1	4
727	что до	1	4
728	в состав	2	4
729	вступить в	2	4
730	не на	1	4
731	если не	1	4
732	прибегать к	1	4
733	в обратном	1	4
734	с ней	1	4
735	с ними	2	4
736	в слове	5	4
737	хотел бы	1	4
738	вытекает из	1	4
739	автора и	5	4
740	играет в	1	4
741	в истории	1	4
742	же время	7	4
743	во сне	3	4
744	мог бы	3	4
745	произведения и	2	4
746	обе эти	2	4
747	не для	2	4
748	бы на	1	4
749	как у	3	4
750	без остатка	2	4
751	к своему	1	4
752	ли не	5	4
753	предположить что	1	4
754	обстоит дело	1	4
755	к тем	1	4
756	которые конечно	1	4
757	говоря о	1	4
758	в пределах	5	4
759	в игре	1	3
760	с героем	2	3
761	вишневый сад	1	3
762	а у	1	3
763	какой бы	1	3
764	не столько	4	3
765	своих собственных	1	3
766	а напротив	3	3
767	жизнь в	2	3
768	меня в	1	3
769	с не	2	3
770	или ином	1	3
771	интересно что	1	3
772	знаем о	1	3
773	в этот	1	3
774	из самого	1	3
775	о них	1	3
776	и сюжет	1	3
777	уже и	1	3
778	во времена	1	3
779	автор как	2	3
780	в разных	1	3
781	он сам	2	3
782	и чувства	1	3
783	ближе к	2	3
784	мышления и	1	3
785	под маской	2	3
786	как нам	6	3
787	здесь как	2	3
788	что сама	1	3
789	не сумел	1	3
790	которого он	2	3
791	с другими	1	3
792	как можно	1	3
793	по одному	1	3
794	на земле	1	3
795	они как	1	3
796	романе в	1	3
797	с новой	1	3
798	нами как	1	3
799	этих трех	1	3
800	в ответ	2	3
801	здесь на	1	3
802	не заключает	1	3
803	разрешается в	1	3
804	согласуется с	2	3
805	своего апогея	1	3
806	же самого	1	3
807	его как	3	3
808	но наоборот	1	3
809	теми же	1	3
810	своего героя	2	3
811	в сюжете	1	3
812	его читателей	1	3
813	героя в	1	3
814	от нас	1	3
815	во-первых это	1	3
816	под этим	1	3
817	в более	1	3
818	и первый	1	3
819	в форме	2	3
820	события или	1	3
821	о самом	1	3
822	обращается к	1	3
823	этому что	1	3
824	нимало не	1	3
825	на их	1	3
826	к той	1	3
827	то я	1	3
828	в прозе	1	3
829	и состоит	1	3
830	двух основных	1	3
831	на основе	1	3
832	с а	1	3
833	перейдем к	1	3
834	для меня	1	3
835	вступает в	5	3
836	и об	1	3
837	этой истории	1	3
838	формы то	1	3
839	моментов в	1	3
840	этом случае	1	3
841	в последней	1	3
842	он и	4	3
843	и тут	1	3
844	смысл этой	2	3
845	в таких	2	3
846	и я	3	3
847	со своей	8	3
848	вероятно не	1	3
849	но уже	1	3
850	в сцене	2	3
851	тем более	3	3
852	бы ни	1	3
853	связаны с	2	3
854	мере в	2	3
855	на них	1	3
856	в полной	3	3
857	чистом виде	3	3
858	в комедии	1	3
859	одни и	1	3
860	эти авторы	1	3
861	смысл его	1	3
862	может показаться	1	3
863	мы обратимся	1	3
864	несомненно что	1	3
865	мы и	1	3
866	выводу что	1	3
867	нее в	1	3
868	случае не	1	3
869	быть может	1	3
870	не бывает	1	3
871	русской поэзии	2	3
872	она является	1	3
873	дело здесь	4	3
874	том или	1	3
875	поскольку он	3	3
876	все их	1	3
877	так если	1	3
878	время с	1	3
879	жизни а	1	3
880	что им	1	3
881	которой он	1	3
882	сюжет и	3	3
883	при рассмотрении	1	3
884	одной общей	1	3
885	читателя с	1	3
886	между двумя	1	3
887	связь между	1	3
888	уже как	1	3
889	превращается в	3	3
890	убедиться в	1	3
891	всего этого	1	3
892	и остается	1	3
893	из виду	1	3
894	пока еще	3	3
895	и будем	1	3
896	быть в	1	3
897	имеем дело	4	3
898	как я	1	3
899	к убийству	1	3
900	на почве	3	3
901	этого и	1	3
902	в восприятии	1	3
903	его частей	1	3
904	происходит как	1	3
905	то для	1	3
906	чем у	1	3
907	даже на	1	3
908	противоречие между	1	3
909	все прочие	1	3
910	переживания и	1	3
911	не о	2	3
912	одним из	1	3
913	но ведь	1	3
914	зрения и	1	3
915	этом как	2	3
916	вопроса о	2	3
917	которая является	1	3
918	говорил о	1	3
919	то ни	1	3
920	личности и	4	3
921	не более	2	3
922	хотя в	2	3
923	как известно	3	3
924	превратилась в	1	3
925	образы и	1	3
926	и др	1	3
927	речи и	1	3
928	мы помним	1	3
929	бы быть	2	3
930	чаще всего	1	3
931	слова как	2	3
932	не ту	1	3
933	однако и	3	3
934	этой проблемы	1	3
935	героев и	1	3
936	для себя	2	3
937	и должно	1	3
938	романа в	1	3
939	о которой	2	3
940	не понимаю	1	3
941	ясно говорит	2	3
942	состоит из	1	3
943	прибавим к	1	3
944	друг от	1	3
945	но напротив	1	3
946	ни к	3	3
947	связана с	1	3
948	такого рода	11	3
949	к себе	1	3
950	героя а	2	3
951	не могло	1	3
952	значение для	1	3
953	и два	1	3
954	две части	1	3
955	обратить внимание	1	3
956	любопытно что	1	3
957	быть это	1	3
958	их с	1	3
959	отношению к	9	3
960	вне нас	1	3
961	же мере	1	3
962	что каждый	1	3
963	чем он	1	3
964	как нечто	1	3
965	по словам	1	3
966	но с	3	3
967	от друга	1	3
968	или иначе	5	3
969	а также	5	3
970	места в	1	3
971	естественно что	1	3
972	смерти в	1	3
973	за этой	1	3
974	хотя он	1	3
975	всеми остальными	1	3
976	в наши	1	3
977	у нее	1	3
978	в отдельности	2	3
979	роман и	1	3
980	в эстетической	1	3
981	означало бы	1	3
982	в уме	1	3
983	и прежде	2	3
984	и многие	1	3
985	к каким	1	3
986	ритма и	2	2
987	могут иметь	1	2
988	первой и	1	2
989	между этим	1	2
990	белкина что	1	2
991	в общей	1	2
992	героя о	1	2
993	читателя и	2	2
994	на свою	3	2
995	отчетливо и	1	2
996	уже на	1	2
997	в лирике	3	2
998	другое дело	2	2
999	есть то	1	2
1000	в лирическом	3	2
1001	и читателю	1	2
1002	в центр	2	2
1003	все основания	1	2
1004	осуществляется в	2	2
1005	введено в	1	2
1006	своей природе	1	2
1007	и каждое	2	2
1008	почти исключительно	1	2
1009	ничто не	1	2
1010	это его	1	2
1011	из жизни	1	2
1012	времени в	3	2
1013	не всегда	4	2
1014	существенное значение	1	2
1015	произведения но	2	2
1016	на пути	2	2
1017	свое отражение	1	2
1018	на практике	1	2
1019	отметить что	1	2
1020	здесь несколько	1	2
1021	с другим	1	2
1022	мы ощущаем	1	2
1023	эстетического объекта	6	2
1024	ритм как	1	2
1025	и вступает	1	2
1026	понимаю что	1	2
1027	и всякого	1	2
1028	именно с	1	2
1029	от них	1	2
1030	к ее	2	2
1031	крайней мере	5	2
1032	намек на	1	2
1033	грань между	2	2
1034	или иным	2	2
1035	эстетический факт	1	2
1036	все его	2	2
1037	о двух	1	2
1038	что уже	1	2
1039	счете к	1	2
1040	в немецкой	1	2
1041	произведения не	2	2
1042	ничего более	1	2
1043	был не	1	2
1044	кто из	1	2
1045	а для	3	2
1046	той или	6	2
1047	о себе	4	2
1048	случае а	1	2
1049	не составляет	1	2
1050	человека как	1	2
1051	на чем	1	2
1052	как автор	1	2
1053	он спрашивает	1	2
1054	по своей	5	2
1055	себя за	1	2
1056	того кто	1	2
1057	себе никакой	1	2
1058	действующего лица	2	2
1059	себе как	1	2
1060	случае это	1	2
1061	еще одно	1	2
1062	доказывает что	2	2
1063	эта фраза	1	2
1064	нет на	1	2
1065	так ли	1	2
1066	и должны	1	2
1067	однако эта	1	2
1068	я здесь	1	2
1069	в самый	1	2
1070	к художественному	1	2
1071	иметь возможность	1	2
1072	и далее	2	2
1073	мы захотели	1	2
1074	и делает	1	2
1075	литературного произведения	8	2
1076	то с	1	2
1077	с этого	2	2
1078	и одновременно	6	2
1079	которое как	2	2
1080	с целью	1	2
1081	характер этого	1	2
1082	и герой	1	2
1083	жизни в	4	2
1084	что звуки	1	2
1085	страсти и	1	2
1086	вследствие этого	1	2
1087	эта внутренняя	1	2
1088	жизни если	1	2
1089	нет в	1	2
1090	сказано что	1	2
1091	же я	1	2
1092	тем или	2	2
1093	такой операции	1	2
1094	более чем	2	2
1095	в значительной	3	2
1096	наконец в	3	2
1097	быть определена	1	2
1098	ни для	2	2
1099	но сам	2	2
1100	разговор с	1	2
1101	было и	1	2
1102	отца и	1	2
1103	в письме	1	2
1104	и т.д	3	2
1105	как предмет	1	2
1106	отдельной личности	1	2
1107	она будет	1	2
1108	во времени	1	2
1109	жизни не	1	2
1110	д и	1	2
1111	к содержанию	3	2
1112	и каким	1	2
1113	в свое	4	2
1114	в любви	1	2
1115	возвращает нас	2	2
1116	что одна	1	2
1117	или с	1	2
1118	этом он	2	2
1119	в литературе	3	2
1120	же явления	1	2
1121	искусства поскольку	1	2
1122	когда же	1	2
1123	ведь это	1	2
1124	развитию и	1	2
1125	и вы	1	2
1126	произведения так	1	2
1127	быть признано	1	2
1128	в сферу	1	2
1129	и вовсе	1	2
1130	читателя не	1	2
1131	самого произведения	2	2
1132	чем мы	1	2
1133	идеи и	1	2
1134	материал его	1	2
1135	ему не	1	2
1136	читателя в	3	2
1137	которые могли	1	2
1138	в предисловии	1	2
1139	с новыми	3	2
1140	есть одна	1	2
1141	выше в	1	2
1142	с чисто	1	2
1143	исследователями как	1	2
1144	повести белкина	9	2
1145	к смерти	1	2
1146	в начале	10	2
1147	отличать от	1	2
1148	борьбе за	2	2
1149	имеет свою	2	2
1150	бы я	1	2
1151	поскольку оно	1	2
1152	время и	1	2
1153	промежуток времени	1	2
1154	своей цели	1	2
1155	или иной	9	2
1156	по законам	1	2
1157	ведь и	2	2
1158	узнаем о	1	2
1159	что было	1	2
1160	это тот	1	2
1161	в изучении	1	2
1162	русской литературе	6	2
1163	которая в	2	2
1164	случае мы	1	2
1165	его за	2	2
1166	или нет	1	2
1167	требует от	1	2
1168	в борьбе	2	2
1169	оно приобретает	1	2
1170	ведет к	2	2
1171	давно уже	1	2
1172	они и	1	2
1173	жизни ее	1	2
1174	внимание к	1	2
1175	и свою	2	2
1176	своему герою	1	2
1177	нам представляется	2	2
1178	р и	1	2
1179	для автора	1	2
1180	читатель не	1	2
1181	сводятся к	1	2
1182	мере не	1	2
1183	стих в	1	2
1184	жизни тогда	1	2
1185	во многих	2	2
1186	бы дать	2	2
1187	до того	1	2
1188	всегда и	2	2
1189	его собственной	1	2
1190	мы привыкли	1	2
1191	отношений и	2	2
1192	жизни как	4	2
1193	тех случаях	1	2
1194	они сами	1	2
1195	каждое из	1	2
1196	тут же	1	2
1197	и становится	1	2
1198	в противоположном	1	2
1199	отражение в	1	2
1200	героев в	1	2
1201	первом случае	1	2
1202	что каждая	1	2
1203	весь смысл	1	2
1204	народной жизни	1	2
1205	полной мере	3	2
1206	они в	1	2
1207	не обладает	1	2
1208	не от	2	2
1209	в европейской	1	2
1210	сознания к	2	2
1211	утверждение что	1	2
1212	не говорит	1	2
1213	характер героя	1	2
1214	искусства говорит	1	2
1215	между этими	1	2
1216	смысле и	1	2
1217	учение о	1	2
1218	и русской	1	2
1219	именно эту	1	2
1220	должно было	1	2
1221	не станем	1	2
1222	произведение есть	1	2
1223	ли что	1	2
1224	не был	1	2
1225	читателя к	2	2
1226	вытекают из	1	2
1227	так или	5	2
1228	природе своей	4	2
1229	это по	3	2
1230	мы обнаруживаем	1	2
1231	ту или	1	2
1232	имеет значение	1	2
1233	оба они	1	2
1234	одновременно в	1	2
1235	читателя он	1	2
1236	ей не	1	2
1237	есть от	1	2
1238	кто знает	1	2
1239	иначе не	1	2
1240	можно только	1	2
1241	и ту	2	2
1242	слова это	1	2
1243	во втором	4	2
1244	я уже	2	2
1245	как одна	1	2
1246	от жизни	2	2
1247	живет в	1	2
1248	представления об	2	2
1249	их как	1	2
1250	до этого	2	2
1251	есть лишь	1	2
1252	однако что	4	2
1253	себя с	1	2
1254	всем протяжении	1	2
1255	с целым	1	2
1256	что могло	1	2
1257	как о	3	2
1258	как момент	1	2
1259	которого является	1	2
1260	от его	2	2
1261	говорили о	1	2
1262	на каждом	1	2
1263	своей жизни	2	2
1264	по крайней	5	2
1265	на всю	1	2
1266	говоря и	1	2
1267	художественный образ	1	2
1268	все три	3	2
1269	ни у	1	2
1270	тех же	2	2
1271	смерти и	1	2
1272	основного действия	1	2
1273	трех разных	1	2
1274	в стихотворении	4	2
1275	или иных	1	2
1276	он есть	1	2
1277	цели и	1	2
1278	автора в	1	2
1279	лирическом стихотворении	1	2
1280	не за	1	2
1281	того который	1	2
1282	для уяснения	1	2
1283	легко может	2	2
1284	власть над	2	2
1285	это случилось	1	2
1286	во внешних	1	2
1287	или к	2	2
1288	не понимал	1	2
1289	романа которые	1	2
1290	уклоняется от	1	2
1291	указание на	3	2
1292	и новое	1	2
1293	со своим	2	2
1294	из своих	2	2
1295	на которой	2	2
1296	в повести	1	2
1297	героев или	1	2
1298	а о	2	2
1299	там и	1	2
1300	так называемое	1	2
1301	а если	1	2
1302	и читателя	2	2
1303	говорят о	1	2
1304	в следующем	2	2
1305	как ее	1	2
1306	первой части	2	2
1307	для которого	1	2
