N	2gram	Trubetskoy	Problema
484	есть как	2	5
485	существует и	1	5
486	не должны	2	5
487	не знаем	1	5
488	или к	1	5
489	они не	1	5
490	том числе	5	5
491	не для	1	5
492	но по	3	5
493	или что	1	5
494	сказать и	1	5
495	его не	2	5
496	лишь в	5	5
497	отношение к	5	5
498	в разные	1	5
499	и прежде	1	5
500	к другу	2	4
501	со всем	1	4
502	живое существо	1	4
503	на эту	1	4
504	так например	2	4
505	а вместе	1	4
506	не могли	1	4
507	ничто не	1	4
508	и те	3	4
509	любви к	1	4
510	к ним	3	4
511	от человека	2	4
512	время и	1	4
513	одно из	2	4
514	на какие	1	4
515	в эту	2	4
516	тем и	2	4
517	должны были	1	4
518	или о	1	4
519	в одну	1	4
520	от нее	1	4
521	друг к	1	4
522	смысла и	1	4
523	с целью	2	4
524	можно назвать	2	4
525	для каждого	2	4
526	нет в	1	4
527	и пр	1	4
528	в свою	2	4
529	той же	1	4
530	начиная с	2	4
531	именно то	1	4
532	у них	3	4
533	этот путь	2	4
534	именно к	1	4
535	новой жизни	1	4
536	он как	1	4
537	ничего кроме	1	4
538	с их	1	4
539	на нее	3	4
540	на одном	1	4
541	отличие от	1	4
542	числе и	4	4
543	новое и	1	4
544	можно говорить	1	4
545	к этой	1	4
546	дело с	1	4
547	она уже	1	4
548	во втором	1	4
549	требует от	2	4
550	то не	1	4
551	в корне	1	4
552	в глаза	1	4
553	всегда и	3	4
554	но они	1	4
555	собой и	1	4
556	она и	1	4
557	он тоже	1	4
558	прийти к	1	4
559	то для	1	4
560	этот мир	1	4
561	это мы	1	4
562	которое в	1	4
563	и вместе	4	4
564	следовательно и	1	4
565	могло бы	1	4
566	именно потому	1	4
567	всей этой	1	4
568	и никогда	1	4
569	для людей	1	4
570	а как	1	4
571	которого мы	1	4
572	к одной	2	4
573	и менее	1	4
574	в сущности	1	4
575	этой точки	2	4
576	или его	1	4
577	сознании и	2	4
578	не потому	2	4
579	из него	2	4
580	их с	1	4
581	эти категории	1	4
582	не стоит	1	4
583	теперь уже	1	4
584	ему в	2	4
585	и за	1	4
586	что к	1	4
587	в ту	1	4
588	при таком	2	4
589	перед собой	1	4
590	что эти	3	4
591	что от	1	4
592	в разных	2	4
593	так чтобы	2	4
594	еще на	2	4
595	на это	1	4
596	одного из	1	4
597	эти два	1	4
598	они являются	1	3
599	в душе	1	3
600	и люди	2	3
601	чтобы в	1	3
602	и другим	1	3
603	после его	2	3
604	и смерти	1	3
605	представляет собой	3	3
606	времени в	1	3
607	может ли	2	3
608	от них	2	3
609	рисуется в	1	3
610	но тем	1	3
611	мы видим	1	3
612	эти элементы	1	3
613	обо всем	1	3
614	к их	1	3
615	что уже	1	3
616	это слово	1	3
617	совершенно ясно	1	3
618	чем в	1	3
619	жизни то	1	3
620	только от	1	3
621	эти слова	1	3
622	из нас	1	3
623	них не	2	3
624	образом в	5	3
625	его к	1	3
626	в какой-то	1	3
627	на небе	2	3
628	из таких	1	3
629	и далее	1	3
630	боги и	4	3
631	есть сама	1	3
632	от своего	1	3
633	и чувств	1	3
634	связанные с	7	3
635	так называемая	1	3
636	сравнению с	2	3
637	сейчас же	1	3
638	представляется в	1	3
639	это был	1	3
640	такое положение	2	3
641	отличается и	1	3
642	и состоит	1	3
643	в очень	1	3
644	по сравнению	2	3
645	оно является	2	3
646	речь идет	1	3
647	материи и	1	3
648	тот факт	1	3
649	в отличие	1	3
650	что самый	1	3
651	какой-нибудь другой	1	3
652	может не	1	3
653	живого существа	1	3
654	основана на	1	3
655	борьбу с	1	3
656	который как	1	3
657	здесь имеется	1	3
658	один и	1	3
659	бесконечно разнообразных	1	3
660	то ясно	2	3
661	в каждой	1	3
662	в одной	1	3
663	только он	1	3
664	стоит и	1	3
665	и других	1	3
666	эти последние	1	3
667	каждом из	1	3
668	но при	2	3
669	ни один	2	3
670	непосредственно без	1	3
671	богами и	4	3
672	одного и	1	3
673	место в	1	3
674	происходит в	1	3
675	может и	1	3
676	и сами	2	3
677	настоящего времени	1	3
678	получает свое	1	3
679	которым и	1	3
680	от этих	1	3
681	говорить что	1	3
682	в первом	1	3
683	а во-вторых	1	3
684	имеет для	1	3
685	мысль о	2	3
686	и требует	1	3
687	смотреть на	2	3
688	и смерть	1	3
689	учению о	1	3
690	и другой	2	3
691	с помощью	1	3
692	когда она	1	3
693	уже как	1	3
694	превращается в	2	3
695	всего этого	1	3
696	всего что	1	3
697	вернуться к	1	3
698	чтобы они	1	3
699	быть в	1	3
700	языка как	1	3
701	а следовательно	1	3
702	в европе	1	3
703	здесь идет	1	3
704	всех богов	3	3
705	после того	1	3
706	весь мир	1	3
707	и своего	1	3
708	и своей	1	3
709	должен был	4	3
710	на этом	1	3
711	ли это	2	3
712	нет никаких	1	3
713	всех других	2	3
714	рассматривается как	1	3
715	могут рассматриваться	1	3
716	если они	1	3
717	и действительно	2	3
718	а потому	1	3
719	его с	1	3
720	и должно	1	3
721	борьбы с	1	3
722	в россии	2	3
723	оно есть	1	3
724	в процессе	2	3
725	с ними	1	3
726	всей своей	1	3
727	же есть	1	3
728	бы с	1	3
729	хотя это	1	3
730	заметить что	1	3
731	в образе	2	3
732	том же	1	3
733	он может	1	3
734	связан с	2	3
735	многих других	1	3
736	никуда не	1	3
737	деле если	1	3
738	с разными	1	3
739	жизни это	1	3
740	как она	1	3
741	так важно	1	3
742	помнить что	1	3
743	как показывает	1	3
744	важно то	1	3
745	думать что	1	3
746	самый термин	1	3
747	есть сам	1	3
748	ничего подобного	1	3
749	котором он	1	3
750	ввиду того	1	2
751	не самой	1	2
752	между этими	2	2
753	до самого	1	2
754	выступают в	1	2
755	формы в	1	2
756	чтобы она	1	2
757	есть самая	1	2
758	тоже с	1	2
759	же эти	1	2
760	из двух	1	2
761	людей а	1	2
762	еще недостаточно	1	2
763	видно из	1	2
764	либо в	2	2
765	мысли о	1	2
766	по тому	2	2
767	некоторые из	2	2
768	существование и	1	2
769	что фактически	1	2
770	за собой	3	2
771	они относятся	1	2
772	свою очередь	1	2
773	так называемых	1	2
774	друг на	2	2
775	выхода из	2	2
776	и душа	1	2
777	жизни с	1	2
778	землю и	1	2
779	законы природы	1	2
780	однако этот	1	2
781	полное тождество	1	2
782	в будущем	1	2
783	и некоторые	1	2
784	с одним	2	2
785	и надо	1	2
786	действительно если	1	2
787	из предыдущего	1	2
788	не означает	1	2
789	чтобы он	1	2
790	не отличаются	1	2
791	не совпадает	1	2
792	и глубоко	1	2
793	в духовном	1	2
794	есть ли	1	2
795	в определенный	1	2
796	и конечно	1	2
797	есть образ	1	2
798	должны быть	1	2
799	что большинство	2	2
800	одновременно с	1	2
801	по отношению	1	2
802	героев и	2	2
803	к которым	2	2
804	сам он	1	2
805	к своим	4	2
806	она обладает	1	2
807	этой борьбы	1	2
808	и любовь	1	2
809	чем именно	1	2
810	вслед за	2	2
811	не представляет	1	2
812	широком смысле	1	2
813	с людьми	1	2
814	в глазах	2	2
815	и раньше	1	2
816	для этих	2	2
817	предполагает существование	1	2
818	духом любви	1	2
819	в свое	1	2
820	зависит от	1	2
821	то самое	1	2
822	тоже в	1	2
823	на которой	1	2
824	участие в	1	2
825	когда же	2	2
826	всех прочих	1	2
827	это всегда	1	2
828	и могут	1	2
829	эта связь	1	2
830	и таким	3	2
831	а так	3	2
832	как результат	1	2
833	на них	1	2
834	станет ясным	1	2
835	которые раньше	1	2
836	освободится от	1	2
837	явления природы	1	2
838	с виду	1	2
839	не с	2	2
840	же что	1	2
841	есть о	1	2
842	конечно нет	1	2
843	и всякая	1	2
844	являются не	1	2
845	может показаться	1	2
846	прочие боги	1	2
847	такой же	1	2
848	видели что	1	2
849	становится в	1	2
850	самостоятельного значения	1	2
851	бога в	1	2
852	в момент	1	2
853	положение дела	2	2
854	случае мы	1	2
855	к учению	1	2
856	что человек	1	2
857	что перед	1	2
858	теоретически и	1	2
859	исторического развития	2	2
860	среди прочих	1	2
861	всякого научного	1	2
862	черты в	1	2
863	только впоследствии	1	2
864	но пока	1	2
865	всех тех	1	2
866	всегда в	1	2
867	притом в	1	2
868	роль в	1	2
869	нечто вполне	1	2
870	ли не	1	2
871	на все	2	2
872	известно что	1	2
873	и сейчас	2	2
874	рассматриваться как	1	2
875	силы и	2	2
876	говорить не	1	2
877	а после	3	2
878	и остается	1	2
879	но среди	1	2
880	же она	1	2
881	вовсе и	1	2
882	искусства не	1	2
883	на почве	1	2
884	этого и	1	2
885	то у	1	2
886	а и	1	2
887	но такой	1	2
888	имеется и	1	2
889	добра и	2	2
890	значение которое	1	2
891	по образцу	1	2
892	они в	2	2
893	два раза	1	2
894	вообще же	1	2
895	на создание	1	2
896	при ближайшем	1	2
897	входящей в	1	2
898	каждая такая	1	2
899	и отдельные	1	2
900	некоторые основные	1	2
901	бытия или	1	2
902	не приходится	1	2
903	все те	1	2
904	в учении	1	2
905	очень мало	4	2
906	их и	1	2
907	человека то	1	2
908	дает ему	1	2
909	в состав	1	2
910	как с	1	2
911	а по	1	2
912	отличаются от	2	2
913	образом если	2	2
914	и ночи	1	2
915	к нам	1	2
916	говорили о	2	2
917	именно тем	1	2
918	признать что	2	2
919	совпадает с	1	2
920	не должно	1	2
921	более и	1	2
922	друга и	1	2
923	на каждом	1	2
924	основанная на	1	2
925	образом уже	1	2
926	особенно ярко	1	2
927	известной степени	1	2
928	на более	1	2
929	огонь в	1	2
930	пришлось бы	1	2
931	субстанция не	1	2
932	в другое	2	2
933	души и	1	2
934	в прямом	1	2
935	только некоторые	1	2
936	о тождестве	1	2
937	обе эти	1	2
938	такое же	1	2
939	ясным что	1	2
940	ее нет	1	2
941	с богом	1	2
942	и ясно	1	2
943	бытие или	1	2
944	как этот	1	2
945	ко всему	2	2
946	выше что	1	2
947	единое целое	1	2
948	и ничто	1	2
949	нужно было	1	2
950	бы например	2	2
951	на друга	2	2
952	это однако	1	2
953	поскольку эти	1	2
954	отношению к	3	2
955	их можно	1	2
956	языка с	1	2
957	все более	1	2
958	и всепрощения	1	2
959	о богах	1	2
960	и совершенно	1	2
961	но прямо	1	1
962	же для	1	1
963	а другие	1	1
964	с момента	1	1
965	ног у	1	1
966	на некоторый	1	1
967	творчества в	1	1
968	мы получили	1	1
969	нечто подобное	1	1
970	уничтожить и	1	1
971	они у	1	1
972	здесь говорить	1	1
973	физическая сила	1	1
974	большей радости	2	1
975	думать о	1	1
976	господствует в	1	1
977	его тело	1	1
978	менее совершенно	1	1
979	об уничтожении	1	1
980	нападающего на	1	1
981	некоторые другие	1	1
982	зато в	1	1
983	человека для	1	1
984	не обнаруживает	1	1
985	общем можно	1	1
986	эти черты	2	1
987	нам нужно	1	1
988	которое тоже	1	1
989	о полном	2	1
990	образы эти	1	1
991	нужно чтобы	2	1
992	тип несомненно	1	1
993	по своим	2	1
994	бесконечно и	1	1
995	разные стороны	1	1
996	все и	1	1
997	знаем о	1	1
998	настолько чтобы	1	1
999	в преисподнюю	1	1
1000	трудно было	1	1
1001	этого последнего	2	1
1002	эти проблемы	1	1
1003	по возможности	1	1
1004	может явиться	1	1
1005	уже больше	1	1
1006	больше не	2	1
1007	к своей	1	1
1008	всегда так	1	1
1009	идти по	1	1
1010	народные массы	2	1
1011	на пути	2	1
1012	умеет придать	1	1
1013	изображается как	1	1
1014	к мысли	1	1
1015	и другую	1	1
1016	отдать себе	1	1
1017	природы но	1	1
1018	соприкасается с	1	1
1019	гимнов и	1	1
1020	таких условиях	1	1
1021	эти движения	1	1
1022	на многие	1	1
1023	как от	2	1
1024	природы не	1	1
1025	чисто физическими	1	1
1026	этого бога	2	1
1027	какое содержание	1	1
1028	все существующее	2	1
1029	к этим	1	1
1030	жизни наоборот	1	1
1031	превратился в	1	1
1032	к ее	1	1
1033	восходят к	1	1
1034	востока и	2	1
1035	или иным	1	1
1036	ее существование	1	1
1037	однако только	1	1
1038	за дарование	1	1
1039	мы ничего	1	1
1040	не имеющие	1	1
1041	одновременно а	1	1
1042	мы знаем	1	1
1043	есть добродетель	1	1
1044	с тех	2	1
1045	на поверхность	1	1
1046	под разными	2	1
1047	не имея	1	1
1048	с нашей	1	1
1049	в старом	1	1
1050	нельзя считать	1	1
1051	ума и	1	1
1052	что становится	1	1
1053	в народных	3	1
1054	пути и	1	1
1055	этим и	1	1
1056	еще при	1	1
1057	сказать чтобы	1	1
1058	этом последнем	1	1
1059	является образ	1	1
1060	эта была	1	1
1061	одном из	1	1
1062	во главе	1	1
1063	так сказать	1	1
1064	принимает и	1	1
1065	в сторону	1	1
1066	друга что	1	1
1067	из одного	1	1
1068	рассмотрении оказывается	1	1
1069	не встречает	1	1
1070	под этой	1	1
1071	в наше	1	1
1072	которые и	1	1
1073	с личным	1	1
1074	своих воплощений	1	1
1075	размышление над	1	1
1076	характерны для	1	1
1077	под ногами	1	1
1078	руками и	1	1
1079	было когда	1	1
1080	какие иные	1	1
1081	через нее	1	1
1082	не были	1	1
1083	не могла	2	1
1084	и говорили	1	1
1085	являются все	1	1
1086	не связанных	1	1
1087	возможно что	1	1
1088	оно имеет	1	1
1089	сделать это	1	1
1090	существовать и	1	1
1091	случае между	1	1
1092	человека когда	1	1
1093	повседневной жизни	1	1
1094	время он	2	1
1095	наоборот все	1	1
1096	события в	1	1
1097	жизни каждого	1	1
1098	радости и	1	1
1099	до начала	1	1
1100	с идеей	2	1
1101	прямом смысле	1	1
1102	против этого	1	1
1103	у богов	1	1
1104	рождение и	1	1
1105	и победил	1	1
1106	и зла	1	1
1107	его уже	1	1
1108	них в	1	1
1109	эти особенности	1	1
1110	чтобы стать	1	1
1111	и счастья	1	1
1112	смерть и	1	1
1113	душой человека	2	1
1114	нас остается	1	1
1115	творчество как	1	1
1116	и одной	1	1
1117	к искусству	1	1
1118	с этого	1	1
1119	и силе	1	1
1120	философские системы	1	1
1121	есть величина	1	1
1122	отличались от	1	1
1123	души это	1	1
1124	те же	2	1
1125	вышла из	1	1
1126	творчества когда	1	1
1127	же сказать	1	1
1128	ближайшем рассмотрении	1	1
1129	этому что	1	1
1130	причину этого	1	1
1131	в гимнах	1	1
1132	считал что	1	1
1133	дыхания и	1	1
1134	чем сама	1	1
1135	из общего	1	1
1136	частей и	1	1
1137	несомненно в	1	1
1138	вспомним что	1	1
1139	собственного желания	1	1
1140	бог и	1	1
1141	в течение	4	1
1142	с нами	1	1
1143	порождающей и	1	1
1144	них как	1	1
1145	в понятие	1	1
1146	любви ко	1	1
1147	и связанного	1	1
1148	своему значению	1	1
1149	в которую	1	1
1150	совсем мало	1	1
1151	тождество с	1	1
1152	слова с	1	1
1153	так легко	1	1
1154	связанных с	2	1
1155	состоит в	2	1
1156	и превращается	1	1
1157	впервые в	1	1
1158	в самую	1	1
1159	целого так	1	1
1160	под знаком	1	1
1161	до известной	1	1
1162	религиозной то	1	1
1163	и том	1	1
1164	заставляет его	1	1
1165	к лицу	1	1
1166	ли эти	1	1
1167	как к	1	1
1168	эпоху когда	2	1
1169	чем все	2	1
1170	народных масс	4	1
1171	всякий человек	1	1
1172	о сыне	1	1
1173	направление это	1	1
1174	которых он	1	1
1175	мы испытываем	1	1
1176	нашей точки	1	1
1177	в сфере	1	1
1178	вступив на	1	1
1179	он становится	1	1
1180	здесь таким	1	1
1181	смысле этого	1	1
1182	различия между	2	1
1183	всем богам	1	1
1184	сама в	1	1
1185	этом не	1	1
1186	не проявляют	1	1
1187	и желаниями	1	1
1188	в кого	1	1
1189	за тем	1	1
1190	за свою	1	1
1191	он один	2	1
1192	в познании	1	1
1193	стремление к	1	1
1194	с богами	6	1
1195	силу этого	1	1
1196	к нашей	1	1
1197	и потому-то	4	1
1198	далекой от	1	1
1199	голове и	1	1
1200	совершенно самостоятельные	1	1
1201	но этим	1	1
1202	ясно видна	1	1
1203	нужным и	1	1
1204	на задний	1	1
1205	а просто	1	1
1206	самое древнее	1	1
1207	не по	1	1
1208	с каким-нибудь	1	1
1209	понимается в	1	1
1210	этот факт	2	1
1211	не следует	1	1
1212	же очень	1	1
1213	богов но	1	1
1214	но вместе	2	1
1215	осталось и	1	1
1216	терминологии и	1	1
1217	этих богов	3	1
1218	от прочих	1	1
1219	бы по	1	1
1220	всякого кто	1	1
1221	в рамках	3	1
1222	на путь	1	1
1223	здесь к	1	1
1224	имеющего ничего	1	1
1225	к окончательному	1	1
1226	что о	2	1
1227	бытия и	1	1
1228	русский или	1	1
1229	представляется как	1	1
1230	даже чем	1	1
1231	этой силы	1	1
1232	главным образом	8	1
1233	властителя вселенной	1	1
1234	мир не	1	1
1235	своей веры	1	1
1236	его существовании	1	1
1237	случае в	1	1
1238	эти разнообразные	1	1
1239	этого в	1	1
1240	великого бога	1	1
1241	исходя именно	1	1
1242	слова здесь	1	1
1243	богам но	1	1
1244	равнодушен к	1	1
1245	которым они	1	1
1246	есть один	1	1
1247	человек есть	1	1
1248	однако еще	1	1
1249	которое казалось	1	1
1250	всем и	2	1
1251	далее в	1	1
1252	нашей повседневной	1	1
1253	по мере	1	1
1254	а между	1	1
1255	причем эта	1	1
1256	каждый бог	1	1
1257	и вниз	1	1
1258	этой точке	1	1
1259	было очень	1	1
1260	в музыке	1	1
1261	и связанные	2	1
1262	давно уже	1	1
1263	показаться что	1	1
1264	но далеко	1	1
1265	начинается с	1	1
1266	человеческой гордости	1	1
1267	веры и	1	1
1268	а самому	1	1
1269	выйти из	1	1
1270	мифологических представлений	1	1
1271	жизни на	1	1
1272	страх но	1	1
1273	связанного с	1	1
1274	лишенный всякой	1	1
1275	среди богов	1	1
1276	представляется возможным	1	1
1277	заново из	1	1
1278	духовной жизни	1	1
1279	это нам	1	1
1280	в русских	2	1
1281	гораздо менее	2	1
1282	имеет самостоятельного	1	1
1283	в безбрежном	1	1
1284	представлением о	1	1
1285	связь между	1	1
1286	понятия связанные	1	1
1287	душу и	1	1
1288	совершенно неправильно	1	1
1289	что еще	1	1
1290	без труда	1	1
1291	с какими-нибудь	1	1
1292	ней и	1	1
1293	делает всякий	1	1
1294	что тот	1	1
1295	этих последних	1	1
