N	2gram	Tiupa_Lite	Dialekti
252	уже и	1	8
253	то как	2	8
254	нет и	1	8
255	все время	1	8
256	себя в	7	8
257	с одной	9	8
258	и внешнего	1	8
259	это мы	1	8
260	в этой	7	8
261	что есть	2	8
262	или иначе	9	8
263	в одной	1	8
264	один из	7	8
265	не на	2	8
266	ничего общего	2	8
267	в сфере	7	8
268	в поэзии	4	8
269	у нас	5	8
270	на самом	1	8
271	и без	1	8
272	только и	1	8
273	все что	3	7
274	мы и	1	7
275	говоря уже	3	7
276	тем что	6	7
277	зависимости от	1	7
278	но он	1	7
279	мира и	1	7
280	на первый	1	7
281	не всегда	1	7
282	как на	3	7
283	думаю что	1	7
284	он сам	2	7
285	от себя	2	7
286	грань между	1	7
287	что уже	1	7
288	это я	1	7
289	и сама	1	7
290	это конечно	1	7
291	связи с	7	7
292	не знает	3	7
293	но для	1	7
294	в конце	6	7
295	в связи	4	7
296	в мире	9	7
297	а только	2	7
298	то ни	1	7
299	с какой	1	7
300	из которых	3	7
301	так или	8	7
302	отношения к	1	7
303	как в	5	7
304	со стороны	6	7
305	в сравнении	2	7
306	с его	5	7
307	бытие и	1	7
308	и где	1	7
309	если есть	1	7
310	что этот	1	7
311	и я	7	7
312	не говоря	3	7
313	из этих	2	7
314	тем самым	8	7
315	отождествляется с	1	7
316	нуждается в	3	7
317	более не	2	6
318	можно и	2	6
319	у пушкина	1	6
320	уже в	7	6
321	я вижу	2	6
322	одной стороны	8	6
323	в другом	3	6
324	в себя	5	6
325	но они	1	6
326	в зависимости	1	6
327	одна из	8	6
328	тут же	1	6
329	во всех	4	6
330	она и	1	6
331	для своего	2	6
332	по своей	3	6
333	в которой	1	6
334	как таковое	1	6
335	я и	10	6
336	себя как	2	6
337	от самого	2	6
338	можно было	3	6
339	того кто	2	6
340	с тем	2	6
341	вместе с	5	6
342	никто не	1	6
343	себя и	3	6
344	еще и	3	6
345	ни к	1	6
346	того чтобы	1	6
347	но лишь	4	6
348	на основании	1	6
349	мог бы	1	6
350	всяком случае	2	6
351	не будучи	1	6
352	для него	6	6
353	о нем	1	6
354	они не	1	6
355	того как	1	6
356	сравнении с	2	6
357	ее в	1	6
358	с их	3	6
359	но с	3	6
360	по существу	4	6
361	его в	4	6
362	как все	2	6
363	бы ни	1	6
364	интеллигенции и	1	6
365	это как	3	6
366	дело не	2	6
367	не с	2	6
368	оказывается что	1	6
369	стороны и	1	6
370	и времени	1	6
371	на всю	1	6
372	при всем	4	6
373	этой точки	3	6
374	в один	1	6
375	отношение к	1	6
376	и прежде	4	6
377	для этого	5	6
378	а я	2	6
379	в той	1	5
380	в сферу	2	5
381	до сих	1	5
382	их не	2	5
383	в своих	5	5
384	например в	3	5
385	что по	1	5
386	в это	1	5
387	речь идет	3	5
388	но мы	1	5
389	но даже	2	5
390	от личности	1	5
391	как таковую	1	5
392	и еще	1	5
393	как я	3	5
394	к этому	2	5
395	едва ли	5	5
396	гораздо более	1	5
397	все в	1	5
398	нельзя сказать	1	5
399	души и	1	5
400	в качестве	21	5
401	тому же	2	5
402	что его	3	5
403	тот кто	1	5
404	личности с	2	5
405	и у	1	5
406	сих пор	1	5
407	имеет ничего	1	5
408	оно и	1	5
409	также не	1	5
410	но тут	1	5
411	не раз	2	5
412	чаще всего	1	5
413	внешнее и	1	5
414	в него	1	5
415	одного и	1	5
416	если в	2	5
417	из того	3	5
418	состоит из	1	5
419	которая не	2	5
420	это может	1	5
421	у тютчева	4	5
422	не является	3	5
423	во мне	2	5
424	тех пор	2	5
425	для нее	2	5
426	со всей	2	5
427	отношении к	2	5
428	и во	1	5
429	говорил что	1	5
430	же он	1	5
431	он и	5	5
432	с той	1	5
433	живой и	1	5
434	из этого	2	5
435	раз и	2	5
436	бы это	1	5
437	в области	5	5
438	по которому	1	5
439	и нигде	1	5
440	когда он	1	5
441	говоря о	1	5
442	просто как	1	5
443	конце концов	1	5
444	и наконец	2	5
445	вплоть до	4	5
446	одной личности	1	5
447	объекта и	2	4
448	что человек	1	4
449	и само	3	4
450	его на	1	4
451	только для	1	4
452	от самой	1	4
453	свою собственную	1	4
454	в этот	1	4
455	тютчева и	1	4
456	с другим	1	4
457	есть по	1	4
458	что даже	1	4
459	а мы	1	4
460	и искусство	1	4
461	представить себе	1	4
462	бы то	1	4
463	личности а	1	4
464	в состоянии	1	4
465	мы знаем	1	4
466	время не	2	4
467	с тех	1	4
468	субстанциальное самоутверждение	1	4
469	у него	5	4
470	на себя	4	4
471	и личность	1	4
472	мифа с	1	4
473	в каждом	2	4
474	о себе	7	4
475	только ты	1	4
476	если оно	2	4
477	если не	1	4
478	и является	2	4
479	из двух	1	4
480	не по	2	4
481	т п	2	4
482	а как	2	4
483	себе как	2	4
484	меня и	1	4
485	а потому	4	4
486	это время	1	4
487	и здесь	1	4
488	как с	1	4
489	я по	2	4
490	был бы	1	4
491	это уже	2	4
492	со всеми	2	4
493	границы и	1	4
494	можно назвать	1	4
495	в словах	2	4
496	поэзии и	3	4
497	который не	1	4
498	в душу	1	4
499	своей собственной	2	4
500	у которого	1	4
501	быть не	2	4
502	как например	1	4
503	потому и	1	4
504	но именно	1	4
505	у них	1	4
506	друг друга	5	4
507	когда они	1	4
508	мир в	5	4
509	данном случае	6	4
510	этом отношении	5	4
511	себя самого	1	4
512	то самое	1	4
513	то он	3	4
514	что ни	1	4
515	и слова	1	4
516	в общем	1	4
517	и эта	1	4
518	в глубине	1	4
519	мы есть	1	4
520	говорят о	1	4
521	но уже	2	4
522	к жизни	2	4
523	не абсолютная	1	4
524	только лишь	1	4
525	ни один	1	4
526	и эстетической	1	4
527	человека и	2	4
528	и всякая	1	4
529	же в	6	4
530	такой же	3	4
531	об этой	1	4
532	а он	1	4
533	не можем	2	4
534	для всех	5	3
535	очевидно что	2	3
536	никогда и	1	3
537	со всем	1	3
538	ней не	1	3
539	к этой	2	3
540	тех кто	3	3
541	и мифа	1	3
542	мысли и	1	3
543	в некоторых	1	3
544	не бывает	2	3
545	в первом	1	3
546	о мире	1	3
547	если и	1	3
548	ни было	2	3
549	от поэзии	1	3
550	искусство и	1	3
551	а скорее	2	3
552	не могли	1	3
553	света и	1	3
554	которой не	1	3
555	сам не	1	3
556	есть подлинный	1	3
557	сознания в	14	3
558	и внешнее	1	3
559	несколько примеров	1	3
560	самого начала	1	3
561	от своего	3	3
562	в чистом	1	3
563	сила и	1	3
564	я с	1	3
565	но разве	1	3
566	на него	1	3
567	во всей	1	3
568	не умеет	1	3
569	исходит из	3	3
570	к ее	1	3
571	всего в	4	3
572	знания это	1	3
573	в жертву	1	3
574	или нет?	3	3
575	об одном	1	3
576	внутреннее есть	1	3
577	мира где	1	3
578	от всякой	2	3
579	имеем дело	2	3
580	бытия как	1	3
581	с другими	1	3
582	не от	1	3
583	стремится к	1	3
584	и всякой	1	3
585	что вы	1	3
586	сознания на	3	3
587	собственное слово	1	3
588	мы это	1	3
589	всякой иной	1	3
590	на земле	1	3
591	это тоже	1	3
592	не был	1	3
593	я был	2	3
594	здесь как	2	3
595	только от	1	3
596	нами как	1	3
597	а с	2	3
598	сюда же	1	3
599	между тем	2	3
600	не так	1	3
601	с наукой	1	3
602	не более	2	3
603	не мог	3	3
604	вижу я	1	3
605	в москве	2	3
606	как известно	1	3
607	оно вообще	1	3
608	я в	12	3
609	культуры и	2	3
610	с чем	3	3
611	всю жизнь	2	3
612	мире и	1	3
613	и этот	1	3
614	своего собственного	1	3
615	для себя	6	3
616	на почве	2	3
617	мне и	1	3
618	мы в	3	3
619	абсолютная истина	1	3
620	особого рода	3	3
621	и будет	2	3
622	в слове	3	3
623	от его	1	3
624	в которых	1	3
625	своего предмета	1	3
626	если брать	1	3
627	к другому	1	3
628	я говорю	1	3
629	все они	2	3
630	как один	1	3
631	бы не	3	3
632	или сам	1	3
633	тех же	3	3
634	к свету	2	3
635	еще на	1	3
636	остается только	1	3
637	или иных	2	3
638	мы получим	1	3
639	о своем	3	3
640	вслед за	1	3
641	ее с	1	3
642	у достоевского	2	3
643	целый ряд	1	3
644	но без	2	3
645	тем же	5	3
646	по преимуществу	6	3
647	одной из	2	3
648	в сознании	3	3
649	здесь не	1	3
650	таково что	1	3
651	с поэзией	1	3
652	только с	1	3
653	движения и	1	3
654	тот же	1	3
655	в свое	1	3
656	ее на	1	3
657	тому чтобы	1	3
658	мы сами	2	3
659	для нас	3	3
660	указание на	1	3
661	однако не	2	3
662	именно так	3	3
663	этого не	2	3
664	и вы	1	3
665	а то	2	3
666	в какой	2	3
667	при таком	1	3
668	так в	6	3
669	к своему	2	3
670	когда же	1	3
671	должен быть	2	3
672	ко всему	4	3
673	же именно	1	3
674	с самого	1	3
675	отличие от	6	3
676	или иную	2	3
677	ту или	2	3
678	во время	1	3
679	в свою	2	3
680	в искусстве	4	3
681	искусством и	1	3
682	нового времени	2	3
683	от земли	1	3
684	далеко не	4	3
685	и всегда	2	3
686	как то	1	3
687	и самой	1	3
688	идет о	4	3
689	лишь в	4	3
690	нас самих	2	3
691	в царство	1	3
692	не надо	2	3
693	не к	3	3
694	возможна только	1	3
695	всего это	1	2
696	случае в	1	2
697	сама собой	1	2
698	в последнее	1	2
699	которые не	1	2
700	которая в	3	2
701	пока мы	1	2
702	строго говоря	1	2
703	искусство с	1	2
704	но тем	4	2
705	угодно но	1	2
706	на нас	1	2
707	почему мы	1	2
708	основывается на	1	2
709	это должно	1	2
710	существования но	1	2
711	и сам	6	2
712	на свою	3	2
713	мысль о	2	2
714	уже на	1	2
715	том или	1	2
716	имеет место	1	2
717	страдает и	1	2
718	роль в	2	2
719	поскольку он	2	2
720	я буду	1	2
721	всем его	1	2
722	мы с	3	2
723	первый взгляд	1	2
724	сам же	2	2
725	при всей	5	2
726	перестает быть	5	2
727	жизнь для	1	2
728	он был	1	2
729	не должен	3	2
730	жизнь а	1	2
731	это его	1	2
732	искусства и	6	2
733	во многих	3	2
734	времени в	1	2
735	в условиях	1	2
736	из их	1	2
737	уже было	1	2
738	трактуется как	1	2
739	пока не	2	2
740	о них	1	2
741	в различных	1	2
742	и одно	1	2
743	не вполне	1	2
744	себе в	3	2
745	свою очередь	2	2
746	от меня	1	2
747	любви к	1	2
748	и начинает	1	2
749	во всякой	1	2
750	наряду с	1	2
751	духа и	1	2
752	в нашем	2	2
753	раньше не	1	2
754	объект и	2	2
755	нечто в	1	2
756	для понимания	2	2
757	быть ни	1	2
758	на предмет	1	2
759	от них	1	2
760	на котором	1	2
761	понятие о	1	2
762	в пользу	1	2
763	не кончается	1	2
764	в системе	1	2
765	где все	1	2
766	с первого	1	2
767	жизни с	2	2
768	одно что	1	2
769	не иметь	1	2
770	ее и	1	2
771	нами не	2	2
772	как такового	1	2
773	на том	3	2
774	потому не	1	2
775	поскольку речь	2	2
776	человеческого опыта	1	2
777	свет и	1	2
778	показал как	1	2
779	все прочие	1	2
780	вокруг себя	2	2
781	я нахожу	1	2
782	существует только	1	2
783	и других	4	2
784	в полной	1	2
785	столько же	1	2
786	от тех	2	2
787	ее от	1	2
788	и говорит	2	2
789	которое в	1	2
790	и хорошо	1	2
791	не остается	2	2
792	теми или	1	2
793	воздействие на	2	2
794	между ними	1	2
795	человек в	2	2
796	и вещи	1	2
797	и оказывается	1	2
798	должно было	1	2
799	его жизни	1	2
800	в сторону	1	2
801	а для	3	2
802	вопроса о	1	2
803	всех своих	3	2
804	творчества и	1	2
805	с образом	2	2
806	не имея	1	2
807	однако так	1	2
808	человек как	1	2
809	и пространства	1	2
810	как тут	1	2
811	в лучшем	1	2
812	но при	2	2
813	но до	1	2
814	есть так	1	2
815	ли на	1	2
816	и судьба	1	2
817	в объективном	1	2
818	но зато	2	2
819	а во-вторых	1	2
820	а все	1	2
821	перед лицом	2	2
822	ему быть	1	2
823	с ней	1	2
824	наукой или	1	2
825	имя есть	1	2
826	тот или	1	2
827	однако в	7	2
828	и др	4	2
829	его личности	2	2
830	сознание есть	2	2
831	силу своей	3	2
832	но ее	1	2
833	здесь я	1	2
834	вот и	1	2
835	которые были	1	2
836	идеи или	1	2
837	с живыми	1	2
838	призыв к	1	2
839	бы я	2	2
840	в подлинном	1	2
841	на деле	1	2
842	во втором	3	2
843	не пошел	1	2
844	произведение и	1	2
845	достоевского в	1	2
846	чего и	1	2
847	то есть	11	2
848	жизни а	1	2
849	с такой	1	2
850	отличное от	1	2
851	не идет	1	2
852	образа и	1	2
853	лишь тогда	1	2
854	тогда он	1	2
855	и души	1	2
856	он на	2	2
857	то с	2	2
858	постольку поскольку	1	2
859	за это	1	2
860	кто не	1	2
861	все то	2	2
862	привносит в	1	2
863	его собственная	1	2
864	показать что	1	2
865	ничего такого	1	2
866	из тех	2	2
867	к его	1	2
868	жизни в	5	2
869	быстрее и	1	2
870	становится ясным	1	2
871	не знали	3	2
872	знает что	1	2
873	всей своей	2	2
874	своей жизни	1	2
875	было у	2	2
876	входя в	1	2
877	и состоит	2	2
878	что предмет	1	2
879	ведь мы	2	2
880	в становлении	2	2
881	объекта в	1	2
882	наконец в	2	2
883	относится к	3	2
884	земли и	1	2
885	не должно	1	2
886	и никто	1	2
887	слова и	6	2
888	и вся	1	2
889	и ему	1	2
890	и до	1	2
891	более и	1	2
892	в природу	1	2
893	было и	1	2
894	нет в	2	2
895	свое существование	1	2
896	в теле	1	2
897	художественное произведение	2	2
898	или с	1	2
899	в образе	1	2
900	религиозного сознания	1	2
901	корнями в	1	2
902	может оказаться	1	2
903	только при	1	2
904	субъектом и	1	2
905	совершенно без	1	2
906	отличалась от	1	2
907	где бы	2	2
908	по этой	2	2
909	мира не	1	2
910	и искусства	1	2
911	жизни не	2	2
912	жизни но	1	2
913	как к	4	2
914	не отличает	1	2
915	что ему	4	2
916	день и	1	2
917	он как	1	2
918	не для	2	2
919	бы на	2	2
920	в полном	1	2
921	силу и	1	2
922	чем он	1	2
923	жизнь не	1	2
924	основана на	1	2
925	но принципиально	1	2
926	существует как	1	2
927	и всякое	1	2
928	что будет	1	2
929	на нее	2	2
930	дело в	3	2
931	это еще	1	2
932	в силах	1	2
933	в бытии	1	2
934	он один	3	2
935	бы быть	1	2
936	мы ее	1	2
937	сам является	1	2
938	и вовсе	1	2
939	не стоит	1	2
940	мы никогда	1	2
941	последнее время	1	2
942	на одном	1	2
943	в такой	1	2
944	в новом	1	2
945	с внешним	1	2
946	с другом	1	2
947	в каждой	2	2
948	а так	1	2
949	руки и	1	2
950	ко мне	1	2
951	этого он	1	2
952	в стиле	1	2
953	человека в	5	2
954	бог и	1	2
955	выше и	2	2
956	же от	1	2
957	кто сам	1	2
958	чистом виде	1	2
959	как особого	1	2
960	в акте	1	2
961	оно мыслится	1	2
962	к отождествлению	1	2
963	бытия в	1	2
964	лучшем случае	1	2
965	исходит от	1	2
966	в нашей	2	2
967	еще в	7	2
968	но дело	1	2
969	поэзии тютчева	1	2
970	которую я	1	2
971	было указано	1	2
972	с идеей	2	2
973	на это	2	2
974	не верь	1	2
975	есть такое	1	2
976	одного из	4	2
977	оно должно	1	2
978	и самого	2	2
979	только по	1	2
980	мир имеет	1	2
981	все еще	2	2
982	только после	1	2
983	в эпоху	1	2
984	в целом	10	2
985	дальше в	1	2
986	как для	1	2
987	самосознания в	1	2
988	можно указать	1	2
989	мира в	4	2
990	а эти	1	2
991	что видно	1	1
992	в относительной	1	1
993	который создан	1	1
994	и мыслить	1	1
995	идет по	1	1
996	между двумя	1	1
997	с человеческим	1	1
998	пришла к	1	1
999	собственными средствами	1	1
1000	остаются в	1	1
1001	средних веков	1	1
1002	самого человека	1	1
1003	самого себя	3	1
1004	исходя из	3	1
1005	и самому	1	1
1006	мира к	1	1
1007	случае мы	1	1
1008	вот она	2	1
1009	без исключения	1	1
1010	эпохи а	1	1
1011	она лишь	1	1
1012	себе самой	1	1
1013	она уже	1	1
1014	здесь о	1	1
1015	сам субъект	1	1
1016	и лучше	1	1
1017	но собственно	1	1
1018	что перед	1	1
1019	так например	1	1
1020	бесконечного и	1	1
1021	ты не	1	1
1022	а был	1	1
1023	представлений о	1	1
1024	но эти	1	1
1025	выросла в	1	1
1026	это надо	2	1
1027	свобода есть	1	1
1028	в день	1	1
1029	не меняет	1	1
1030	до последнего	2	1
1031	впрочем это	1	1
1032	сознательно или	1	1
1033	россии в	1	1
1034	же этой	1	1
1035	ума в	1	1
1036	мыслится как	5	1
1037	как субъекта	1	1
1038	чтобы в	1	1
1039	быть названа	2	1
1040	а напротив	1	1
1041	ведь я	2	1
1042	он остается	1	1
1043	где ни	1	1
1044	с меня	1	1
1045	за ним	1	1
1046	явления когда	1	1
1047	этого в	1	1
1048	сущности не	1	1
1049	ведет к	5	1
1050	она по	1	1
1051	конечном счете	8	1
1052	между прочим	1	1
1053	совершенно самостоятельная	1	1
1054	само собою	1	1
1055	и другим	1	1
1056	когда это	1	1
1057	о полном	1	1
1058	начинается с	1	1
1059	от первой	1	1
1060	ложный путь	1	1
1061	работает в	1	1
1062	или ином	1	1
1063	один на	1	1
1064	за ней	1	1
1065	тогда в	1	1
1066	я здесь	1	1
1067	по тому	1	1
1068	не его	1	1
1069	вл соловьев	1	1
1070	субъекта есть	2	1
1071	дело сводится	1	1
1072	значит отличаться	1	1
1073	казалось бы	6	1
1074	большей части	1	1
1075	у которых	1	1
1076	нам не	1	1
1077	такового с	1	1
1078	во внешнем	1	1
1079	для автора	1	1
1080	века в	3	1
1081	как духовная	1	1
1082	совершенно особое	1	1
1083	для настоящей	1	1
1084	в пределе	1	1
1085	нас и	1	1
1086	личность не	3	1
1087	вот уже	1	1
1088	поэзия есть	1	1
1089	имеет в	1	1
1090	понятия в	1	1
1091	и отчаянием	1	1
1092	никому и	1	1
1093	нечто религиозное	1	1
1094	платона и	1	1
1095	и неизбежно	1	1
1096	нигде даже	1	1
1097	внутри себя	1	1
1098	его сердце	2	1
1099	коренное отличие	1	1
1100	с нашим	1	1
1101	вяч иванова	1	1
1102	здесь мыслится	1	1
1103	к своей	2	1
1104	и трудно	1	1
1105	мне что	1	1
1106	с самой	1	1
1107	не мне	1	1
1108	из таких	2	1
1109	над которым	1	1
1110	но может	1	1
1111	путь для	1	1
1112	жизни по	1	1
1113	здоровья и	1	1
1114	приходит к	1	1
1115	ценности и	1	1
1116	есть свобода	2	1
1117	бытие на	1	1
1118	перед ним	2	1
1119	выполняет свое	1	1
1120	таится в	1	1
1121	оно остается	1	1
1122	рассчитана на	2	1
1123	именно его	1	1
1124	убежден что	1	1
1125	казалось что	1	1
1126	с самим	1	1
1127	по случаю	1	1
1128	модус сознания	2	1
1129	него не	1	1
1130	само оно	1	1
1131	для всей	2	1
1132	и культуры	3	1
1133	том чтобы	1	1
1134	места для	1	1
1135	следующим образом	2	1
1136	как от	1	1
1137	поэзией в	1	1
1138	и вдруг	1	1
1139	не переставая	1	1
1140	реализуется в	1	1
1141	их именно	1	1
1142	времени если	1	1
1143	ты для	1	1
1144	и живет	1	1
1145	посмотрите на	1	1
1146	по которым	2	1
1147	оказались бы	1	1
1148	быть с	1	1
1149	свое собственное	3	1
1150	эпохи с	1	1
1151	от ее	1	1
1152	человек сам	1	1
1153	мысли так	1	1
1154	буржуазной культуры	1	1
1155	в контексте	1	1
1156	пусть и	1	1
1157	к общему	3	1
1158	при котором	2	1
1159	него как	1	1
1160	живую душу	1	1
1161	света не	1	1
1162	не выходит	1	1
1163	в принципе	7	1
1164	мире нет	1	1
1165	после того	1	1
1166	она как	1	1
1167	и читатель	1	1
1168	в психологии	1	1
1169	и социализме	1	1
1170	собой в	1	1
1171	теперь же	1	1
1172	к себе	3	1
1173	не привык	1	1
1174	для которой	1	1
1175	бытия не	2	1
1176	поэт был	1	1
1177	или студента	1	1
1178	и иного	1	1
1179	но такой	1	1
1180	для иного	1	1
1181	мир во	1	1
1182	в недрах	1	1
1183	другим миром	1	1
1184	полное тождество	1	1
1185	каковы например	1	1
1186	и за	2	1
1187	глаза на	1	1
1188	истина и	1	1
1189	многих отношениях	1	1
1190	и бесконечно	1	1
1191	до их	1	1
1192	к достижению	2	1
1193	не была	1	1
1194	в конечном	9	1
1195	личностного а	1	1
1196	а за	3	1
1197	полное отсутствие	1	1
1198	борьбы с	1	1
1199	надо для	1	1
1200	наконец в-третьих	1	1
1201	есть стремление	1	1
1202	сущности только	1	1
1203	приступать к	1	1
1204	своей глубине	2	1
1205	xviii века	2	1
1206	до тех	2	1
1207	именно такую	1	1
1208	по улице	1	1
1209	этом последнем	1	1
1210	я совершенно	1	1
1211	с жизнью	2	1
1212	самое и	1	1
1213	всем своем	1	1
1214	одном из	3	1
1215	и перед	1	1
1216	во главе	2	1
1217	он мыслит	1	1
1218	так сказать	1	1
1219	это путь	1	1
1220	того он	1	1
1221	во-вторых это	1	1
1222	нового человека	2	1
1223	в эту	1	1
1224	вы в	1	1
1225	подобных случаях	1	1
1226	жизни где	1	1
1227	вопрос что	1	1
1228	искусство не	2	1
1229	кто из	1	1
1230	мне но	2	1
1231	и подчиненные	1	1
1232	реальность не	1	1
1233	под именем	2	1
1234	и руки	1	1
1235	могли бы	1	1
1236	только ему	1	1
1237	бытия которая	1	1
1238	это вполне	1	1
1239	не сводится	3	1
1240	ли не	7	1
1241	ныне и	1	1
1242	такого чего	1	1
1243	и понятиях	1	1
1244	в наше	1	1
1245	признать его	1	1
1246	еще только	1	1
1247	ту же	4	1
1248	как человек	1	1
1249	и весьма	2	1
1250	процесса в	2	1
1251	он стал	1	1
1252	кажется что	1	1
1253	в развитии	1	1
1254	в образы	1	1
1255	на эстетику	1	1
1256	объект как	1	1
1257	бы они	1	1
1258	смерть как	1	1
1259	в детстве	1	1
1260	бы но	1	1
1261	необходимо было	1	1
1262	равно с	1	1
1263	из мира	1	1
1264	субъект мыслится	1	1
1265	была выявлена	1	1
1266	того же	5	1
1267	в историческом	1	1
1268	абсолют и	1	1
1269	для жизни	1	1
1270	в землю	1	1
1271	а вы	2	1
1272	человека у	1	1
1273	ведь как	1	1
1274	в знании	1	1
1275	личного бытия	1	1
1276	превратилась в	1	1
1277	само бытие	1	1
1278	что никакого	1	1
1279	жизнь как	1	1
1280	ну и	1	1
1281	я вам	1	1
1282	говорит это	1	1
1283	два года	1	1
1284	это приводит	1	1
1285	искусства но	1	1
1286	имя и	1	1
1287	это ни	1	1
1288	точнее и	1	1
1289	другой не	1	1
1290	например о	1	1
1291	которое бы	1	1
1292	собственного сознания	1	1
1293	этих и	1	1
1294	путь и	3	1
1295	он переходит	1	1
1296	базируется на	1	1
1297	я люблю	3	1
1298	из глубины	1	1
1299	многих его	1	1
1300	искусство должно	1	1
1301	это совершенно	1	1
1302	об объективности	1	1
1303	основе всех	1	1
1304	общему и	2	1
1305	чем и	1	1
1306	мыслит себя	2	1
1307	объекта не	1	1
