N	3gram	Losev_Prob	RusskieA
183	и может быть	1	1
184	не имеют ничего	4	1
185	но и в	3	1
186	обращают на себя	1	1
187	то что по	1	1
188	и на то	1	1
189	или даже не	1	1
190	в одно целое	2	1
191	что не только	1	1
192	его по существу	1	1
193	не потому что	2	1
194	то что в	4	1
195	мы и здесь	1	1
196	в некоторых случаях	1	1
197	было бы говорить	1	1
198	как один из	1	1
199	перед нами как	1	1
200	и н г	1	1
201	а следовательно и	1	1
202	имеют ничего общего	4	1
203	обладает для нас	1	1
204	только в том	4	1
205	тем и другим	2	1
206	сливаются в одно	2	1
207	один от другого	1	1
208	между прочим в	2	1
209	таким образом в	1	1
210	для нас особенно	1	1
211	этом случае на	1	1
212	по содержанию своему	2	1
213	в жизни человека	1	1
214	хотя и не	2	1
215	что представление о	1	1
216	необходимо иметь в	1	1
217	в москве для	1	1
218	это не символ	1	1
219	не менее здесь	2	1
220	те или другие	2	1
221	дело в том	3	1
222	о том кто	1	1
223	но еще не	1	1
224	и все другие	1	1
225	отнюдь не есть	2	1
226	всех этих случаях	1	1
227	и в своем	1	1
228	этом случае он	1	1
229	между собой и	2	1
230	и это не	1	1
231	не только потому	1	1
232	уже видели что	1	1
233	в которых нет	1	1
234	но в ее	1	1
235	этого видно что	1	1
236	в первую очередь	1	1
237	что в нем	4	1
238	в собственном смысле	1	1
239	ниже мы увидим	1	1
240	так что их	1	1
241	так что в	1	1
242	на первый взгляд	2	1
243	года в таком	1	1
244	в расцвете своих	1	1
245	а так как	1	1
246	в чем именно	1	1
247	с тем однако	2	1
248	в таких случаях	2	1
249	потому что они	1	1
250	и не только	1	1
251	то время как	2	1
252	это прежде всего	1	1
253	себя к этой	1	1
254	в основе своей	1	1
255	он был бы	1	1
256	сводится к тому	1	1
