N	2gram	Trubetskoy	formyVre
423	тем же	2	3
424	мы говорили	8	3
425	точку зрения	2	3
426	человека но	1	3
427	то они	4	3
428	или с	1	3
429	совершенно не	4	3
430	как нечто	1	3
431	однако не	1	3
432	а на	1	3
433	без всяких	1	3
434	от всех	1	3
435	у всех	1	3
436	дело в	1	3
437	этими двумя	2	3
438	есть только	2	3
439	по своему	5	3
440	это было	1	3
441	при виде	2	3
442	и эти	1	3
443	только к	1	3
444	с самого	1	3
445	она не	2	3
446	но при	1	3
447	ни один	4	3
448	надо было	1	3
449	конечно в	2	3
450	по сравнению	5	3
451	вступают в	2	3
452	к ней	1	3
453	вопросы эти	1	3
454	все более	1	3
455	которой мы	2	3
456	что на	2	3
457	не к	1	3
458	в частной	1	3
459	находим в	1	2
460	более что	1	2
461	без исключения	1	2
462	ясно что	8	2
463	нами в	1	2
464	но отдельные	1	2
465	исторического развития	2	2
466	приходит к	1	2
467	мыслится как	1	2
468	в духе	1	2
469	представление о	3	2
470	для своей	1	2
471	выход из	1	2
472	жизни ее	1	2
473	всю эту	1	2
474	отличается от	6	2
475	в степени	3	2
476	и истории	5	2
477	ни для	2	2
478	самом широком	1	2
479	разные стороны	1	2
480	перестает быть	1	2
481	из себя	10	2
482	нашем случае	2	2
483	говорить о	2	2
484	связь между	1	2
485	к нашим	1	2
486	как оно	1	2
487	из одного	2	2
488	свою очередь	2	2
489	в чистом	1	2
490	но этот	1	2
491	они должны	3	2
492	все без	2	2
493	причем в	1	2
494	в каждом	1	2
495	он сам	1	2
496	от них	2	2
497	однако эти	1	2
498	на котором	1	2
499	приближение к	1	2
500	с настоящим	1	2
501	начало и	6	2
502	к нему	2	2
503	между разными	1	2
504	то в	2	2
505	ее и	4	2
506	эти элементы	3	2
507	что у	2	2
508	как другие	1	2
509	на этих	1	2
510	после этого	1	2
511	и сама	1	2
512	с особенностями	1	2
513	лучше всего	1	2
514	тому же	6	2
515	и притом	1	2
516	в разные	1	2
517	и некоторые	2	2
518	на себя	1	2
519	но для	2	2
520	я не	2	2
521	лишь на	1	2
522	себя как	1	2
523	между прочим	2	2
524	но когда	1	2
525	мира от	1	2
526	если я	1	2
527	а только	1	2
528	а потом	1	2
529	смысл и	1	2
530	но как	2	2
531	в отдельных	2	2
532	если же	3	2
533	и та	1	2
534	никто не	2	2
535	чем больше	4	2
536	совершенно так	4	2
537	себя на	1	2
538	эту черту	2	2
539	и сам	2	2
540	этот вопрос	2	2
541	похожа на	1	2
542	между людьми	2	2
543	культуры и	11	2
544	что во	1	2
545	всех сторон	1	2
546	необходимо чтобы	1	2
547	и особенно	2	2
548	мы видели	2	2
549	можно только	1	2
550	от нее	2	2
551	во втором	2	2
552	образом и	2	2
553	в состав	1	2
554	произведение и	1	2
555	разобранные нами	1	2
556	они и	1	2
557	как с	1	2
558	если в	1	2
559	должна быть	6	2
560	стороны одного	1	2
561	тогда когда	3	2
562	была бы	1	2
563	человек с	1	2
564	в область	1	2
565	от этой	1	2
566	бы при	1	2
567	их нужно	1	2
568	самом деле	12	2
569	о своей	1	2
570	и культур	4	2
571	стремятся к	1	2
572	можно назвать	3	2
573	и такая	1	2
574	как для	3	2
575	которые могут	2	2
576	развития это	1	2
577	данном случае	3	2
578	о котором	7	2
579	все члены	1	2
580	рядом и	1	2
581	и всех	1	2
582	сами же	1	2
583	которыми они	1	2
584	то и	2	2
585	и чаще	1	2
586	и поэтому	2	2
587	но лишь	1	2
588	весьма часто	2	2
589	с которой	1	2
590	только один	2	2
591	друга и	1	2
592	каждый из	3	2
593	на которые	1	2
594	на более	2	2
595	и глубоко	1	2
596	не совсем	1	2
597	начиная с	1	2
598	за пределами	1	2
599	с нею	1	2
600	земле в	1	2
601	этого слова	2	2
602	но если	2	2
603	или вовсе	2	2
604	нее и	1	2
605	особый характер	1	2
606	они вовсе	1	2
607	высшей степени	2	2
608	действующим лицом	1	2
609	ее на	1	2
610	сам он	1	2
611	и пр	1	2
612	для нас	3	2
613	все только	1	2
614	по этому	2	2
615	образом в	3	2
616	по степени	2	2
617	и эта	1	2
618	слагается из	3	2
619	между собою	5	2
620	что их	3	2
621	и художественное	1	2
622	но по	3	2
623	к своему	1	2
624	должен быть	2	2
625	на них	1	2
626	на место	1	2
627	ними нет	1	2
628	должны быть	3	2
629	всех своих	1	2
630	конец и	1	2
631	чистом виде	1	2
632	одну из	2	2
633	или не	1	2
634	части и	1	2
635	тому времени	1	2
636	и может	3	2
637	всеми этими	2	2
638	оказывается что	5	2
639	этому вопросу	1	2
640	со своими	2	2
641	не осталось	1	2
642	зрения на	1	2
643	в узком	1	2
644	где находится	2	2
645	что особенно	1	2
646	все другие	1	2
647	само собой	1	2
648	важную роль	1	2
649	в так	1	2
650	и конец	4	2
651	в человеке	1	2
652	люди которые	1	1
653	они являются	1	1
654	другом они	1	1
655	культурного развития	1	1
656	государство не	1	1
657	разных направлениях	1	1
658	котором они	1	1
659	течение его	1	1
660	более высокой	1	1
661	друг в	1	1
662	на эти	1	1
663	самого себя	4	1
664	собою все	1	1
665	тех кто	5	1
666	и люди	1	1
667	очень много	3	1
668	с детства	1	1
669	некоторой степени	1	1
670	случае мы	1	1
671	часть его	1	1
672	культуры а	3	1
673	эта идея	1	1
674	глаза и	1	1
675	на второй	1	1
676	тем как	2	1
677	конца не	1	1
678	одно это	1	1
679	в большей	1	1
680	в общую	1	1
681	не вызывает	1	1
682	с более	3	1
683	и говорить	3	1
684	окружающей его	1	1
685	точками зрения	1	1
686	на родину	1	1
687	него в	2	1
688	а есть	1	1
689	живут в	1	1
690	с европой	1	1
691	касается до	8	1
692	силой и	1	1
693	которые будут	2	1
694	от так	1	1
695	состоит именно	1	1
696	приобщиться к	2	1
697	ко всем	3	1
698	более или	8	1
699	по пути	1	1
700	в первом	1	1
701	случаях когда	3	1
702	все дело	2	1
703	культур не	2	1
704	теперь мы	2	1
705	зато в	1	1
706	упомянутые до	1	1
707	у людей	1	1
708	социальной группы	1	1
709	почти ничего	2	1
710	теперь они	1	1
711	и культурой	1	1
712	из всего	1	1
713	их лишь	1	1
714	если он	2	1
715	этот общий	2	1
716	эти черты	2	1
717	и другим	1	1
718	и должен	1	1
719	показаться что	1	1
720	всегда в	1	1
721	что по	3	1
722	жизнь все	1	1
723	стремления к	1	1
724	возможно лишь	3	1
725	на эту	1	1
726	уже и	3	1
727	римскими солдатами	1	1
728	не вполне	3	1
729	не менее	7	1
730	мы только	1	1
731	введены в	1	1
732	к культуре	14	1
733	для их	1	1
734	мы считаем	1	1
735	такие вещи	1	1
736	себя свою	1	1
737	трудом в	1	1
738	жизни к	1	1
739	все их	1	1
740	коснуться еще	1	1
741	первый взгляд	1	1
742	одном уровне	1	1
743	только благодаря	1	1
744	на природу	1	1
745	нами выше	1	1
746	мире не	1	1
747	при условии	2	1
748	больше чем	1	1
749	и история	1	1
750	что этот	1	1
751	существование и	1	1
752	за исключением	1	1
753	два момента	1	1
754	поэтому если	1	1
755	бы поставить	1	1
756	всех названных	1	1
757	в руках	1	1
758	поэтому мы	1	1
759	в риме	1	1
760	одной и	2	1
761	бы их	1	1
762	увидим что	1	1
763	наконец как	1	1
764	проблемы и	1	1
765	от своей	2	1
766	и психологии	1	1
767	существовать и	1	1
768	и создают	1	1
769	на новую	1	1
770	с другим	1	1
771	на одну	1	1
772	является конечно	1	1
773	которого они	1	1
774	своего народа	5	1
775	необходимо сделать	1	1
776	и культуру	2	1
777	тех случаях	1	1
778	и культуры	4	1
779	такою же	1	1
780	на него	2	1
781	этих положений	1	1
782	параллельно с	1	1
783	выгодно для	1	1
784	и вдруг	1	1
785	существенную черту	1	1
786	поэтому степень	1	1
787	социально-политического строя	1	1
788	от другой	1	1
789	к этим	1	1
790	классы и	1	1
791	для этой	2	1
792	эпохи то	1	1
793	заботе о	1	1
794	по которым	1	1
795	время этого	1	1
796	вся эта	1	1
797	гораздо более	2	1
798	отдельные элементы	2	1
799	ближе к	3	1
800	бы то	3	1
801	в религиозном	1	1
802	не происходит	1	1
803	она имеет	1	1
804	при котором	1	1
805	которую они	1	1
806	мы вспомним	1	1
807	не принадлежат	1	1
808	встречаются друг	1	1
809	не противоречит	1	1
810	в научной	1	1
811	течение которого	1	1
812	а наоборот	3	1
813	и среди	1	1
814	на том	2	1
815	есть одно	1	1
816	и той	1	1
817	в состоянии	5	1
818	мы знаем	10	1
819	тогда и	1	1
820	за эту	1	1
821	элементов и	1	1
822	эту культуру	3	1
823	к которому	1	1
824	с тех	1	1
825	с народом	1	1
826	указанных выше	3	1
827	на поверхность	2	1
828	тем не	4	1
829	от начала	1	1
830	впечатление совершенно	1	1
831	в тот	1	1
832	как разные	2	1
833	это слово	1	1
834	в европейской	4	1
835	тем больше	1	1
836	в самые	1	1
837	все от	1	1
838	например при	1	1
839	как же	1	1
840	живет и	1	1
841	а за	1	1
842	в народных	1	1
843	из приведенных	1	1
844	но совершенно	1	1
845	одним из	4	1
846	наконец не	2	1
847	успех у	1	1
848	и всю	1	1
849	или иная	1	1
850	я и	1	1
851	помимо этого	1	1
852	степени при	1	1
853	конечно на	1	1
854	целом ряде	3	1
855	этом последнем	1	1
856	являются выражениями	1	1
857	этом и	1	1
858	и перед	1	1
859	кодекс его	1	1
860	на свои	1	1
861	невозможно даже	1	1
862	и положительный	1	1
863	больше всего	1	1
864	у таких	1	1
865	возможности для	1	1
866	ведь в	1	1
867	когда эти	1	1
868	в эту	2	1
869	совершенно чужды	1	1
870	на себе	2	1
871	различных элементов	1	1
872	что как	4	1
873	понятий и	1	1
874	иная чем	1	1
875	истинный смысл	1	1
876	пребывает на	1	1
877	же все	1	1
878	от себя	2	1
879	не то	3	1
880	своей части	1	1
881	другой характер	1	1
882	данный момент	4	1
883	в целях	1	1
884	этого сделать	1	1
885	в лучшем	1	1
886	свою книгу	1	1
887	вступить на	1	1
888	от этих	1	1
889	является только	1	1
890	все остальные	1	1
891	месте в	1	1
892	зрения в	1	1
893	греческой и	1	1
894	которая передается	1	1
895	не будут	2	1
896	между тем	12	1
897	мы всегда	1	1
898	достаточно упомянуть	1	1
899	и тем	1	1
900	не будет	5	1
901	надо сказать	1	1
902	всех других	2	1
903	не приходится	1	1
904	все те	1	1
905	из него	2	1
906	и что	9	1
907	тем и	1	1
908	но какое	1	1
909	кроме этих	1	1
910	проникнуть в	1	1
911	существу он	1	1
912	несколько ниже	1	1
913	сил и	2	1
914	уже одно	1	1
915	но тут	1	1
916	и выше	1	1
917	основаны на	3	1
918	становится как	1	1
919	и стремление	1	1
920	лишь одно	1	1
921	вопрос в	1	1
922	он в	1	1
923	orbis terrarum	1	1
924	и традиции	2	1
925	другом все	1	1
926	однако в	1	1
927	оба они	1	1
928	ноги и	1	1
929	столкнуться и	1	1
930	по другим	1	1
931	иногда в	1	1
932	это делает	1	1
933	единство их	1	1
934	развития культуры	7	1
935	с элементами	1	1
936	даже если	3	1
937	вне этого	1	1
938	все одинаково	1	1
939	все остальное	1	1
940	и греческий	1	1
941	в общем	6	1
942	свои силы	2	1
943	те кто	1	1
944	в данный	1	1
945	и условности	1	1
946	и пребывает	1	1
947	независимо от	2	1
948	и помимо	1	1
949	и безусловно	1	1
950	из этой	2	1
951	причем это	1	1
952	каждого из	1	1
953	вообще нет	1	1
954	конечно у	1	1
955	наука все	1	1
956	же отношение	1	1
957	что до	2	1
958	в развитии	1	1
959	для самого	2	1
960	были бы	1	1
961	возрасте в	1	1
962	на время	1	1
963	всех отношениях	1	1
964	на деле	1	1
965	плана от	1	1
966	находят себе	1	1
967	вступить в	1	1
968	без такого	1	1
969	и свою	1	1
970	момент оценки	2	1
971	у другого	1	1
972	лишь только	5	1
973	объявляют что	1	1
974	потому они	1	1
975	уже знаем	1	1
976	что это	5	1
977	в положение	1	1
978	до некоторой	1	1
979	и из	2	1
980	из одних	1	1
981	в наиболее	1	1
982	никак не	1	1
983	для борьбы	1	1
984	в другой	1	1
985	из которых	4	1
986	о которой	2	1
987	все свое	1	1
988	интересующего нас	1	1
989	обе стороны	1	1
990	чтобы это	1	1
991	это есть	4	1
992	сводится к	2	1
993	психологии и	1	1
994	этой точки	1	1
995	вместо того	1	1
996	не более	2	1
997	отличаются от	1	1
998	с ней	1	1
999	в моем	1	1
1000	реальной и	1	1
1001	когда дело	1	1
1002	же рубрику	1	1
1003	приведенных выше	1	1
1004	на месте	2	1
1005	взгляда на	1	1
1006	же еще	1	1
1007	виде как	2	1
1008	ему что	1	1
1009	она и	1	1
1010	состоит из	4	1
1011	как о	1	1
1012	как не	2	1
1013	есть нечто	1	1
1014	от чего	1	1
1015	с такими	1	1
1016	изгнан из	1	1
1017	и просто	1	1
1018	должны принять	1	1
1019	будет продолжать	1	1
1020	приводит к	1	1
1021	же мало	2	1
1022	смертью в	1	1
1023	может не	3	1
1024	роли в	1	1
1025	собою в	1	1
1026	эта борьба	1	1
1027	нельзя и	1	1
1028	на каждом	2	1
1029	на своем	1	1
1030	но с	2	1
1031	существование в	2	1
1032	образом первое	1	1
1033	и римской	2	1
1034	бытовым и	1	1
1035	которого эта	1	1
1036	говорили что	1	1
1037	частей и	1	1
1038	такое положение	1	1
1039	только одно	3	1
1040	этого явления	2	1
1041	со временем	2	1
1042	образом все	1	1
1043	всем этом	1	1
1044	преодолев все	1	1
1045	всему этому	3	1
1046	представляет из	5	1
1047	приняв ее	1	1
1048	не полное	1	1
1049	которое имело	1	1
1050	разные этапы	1	1
1051	на самой	1	1
1052	на той	1	1
1053	с нами	1	1
1054	к чужой	6	1
1055	ее до	1	1
1056	это все	1	1
1057	нас вопроса	1	1
1058	препятствия и	1	1
1059	быть не	1	1
1060	на два	1	1
1061	из его	1	1
1062	тех пор	2	1
1063	они основаны	1	1
1064	развития и	1	1
1065	что если	3	1
1066	народа и	1	1
1067	зрелом возрасте	1	1
1068	и наиболее	1	1
1069	ее с	1	1
1070	рано или	2	1
1071	тот факт	4	1
1072	считаясь с	1	1
1073	идет об	1	1
1074	при помощи	3	1
1075	это имеет	1	1
1076	так называемого	5	1
1077	пути на	1	1
1078	еще один	1	1
1079	положение их	1	1
1080	эту традицию	1	1
1081	не считаясь	1	1
1082	и легкость	1	1
1083	связанной с	1	1
1084	противоречат всем	1	1
1085	ценностью в	1	1
1086	самой природе	1	1
1087	нами два	1	1
1088	ниже все	1	1
1089	целом в	1	1
1090	общества в	1	1
1091	людей с	1	1
1092	будут считать	1	1
1093	семьи и	3	1
1094	читателей на	1	1
1095	для этих	1	1
1096	решения проблемы	1	1
1097	в эпохи	2	1
1098	это впечатление	2	1
1099	это просто	1	1
1100	только с	1	1
1101	или поздно	2	1
1102	как все	1	1
1103	входящих в	2	1
1104	в особом	1	1
1105	к европейскому	1	1
1106	в настоящее	3	1
1107	дальнейшего развития	2	1
1108	собой на	1	1
1109	его можно	1	1
1110	становится понятным	1	1
1111	как к	5	1
1112	или просто	1	1
1113	перечисленных нами	1	1
1114	что оно	3	1
1115	то увидим	1	1
1116	простой народ	1	1
1117	благодаря этому	1	1
1118	на тех	1	1
1119	сказали выше	2	1
1120	свидетельствует о	1	1
1121	нас не	1	1
1122	общий тон	1	1
1123	на гибель	1	1
1124	для всякого	2	1
1125	лишь то	1	1
1126	других областях	1	1
1127	от которого	2	1
1128	которой этот	1	1
1129	все упомянутые	2	1
1130	а это	2	1
1131	он и	1	1
1132	и сильно	1	1
1133	быстротою и	1	1
1134	в каком-нибудь	1	1
1135	же явления	1	1
1136	на самом	7	1
1137	на которой	1	1
1138	а все	1	1
1139	смысле этого	1	1
1140	дается с	1	1
1141	с разными	1	1
1142	в ином	1	1
1143	в виде	4	1
1144	после этих	1	1
1145	человека этот	1	1
1146	и гораздо	1	1
1147	борьбу с	1	1
1148	затем и	1	1
1149	сословий и	1	1
1150	когда оно	1	1
1151	в крайне	1	1
1152	только все	1	1
1153	на нее	2	1
1154	ему самому	1	1
1155	в ту	2	1
1156	чтобы быть	2	1
1157	и без	5	1
1158	данного произведения	1	1
1159	лишь с	1	1
1160	не подлежит	3	1
1161	оно стало	1	1
1162	виде в	1	1
1163	культуры с	2	1
1164	бы нам	1	1
1165	по соседству	1	1
1166	жизнью в	1	1
1167	становится до	1	1
1168	и я	1	1
1169	этой новой	1	1
1170	по условиям	1	1
1171	по его	2	1
1172	не создает	1	1
1173	разных социальных	1	1
1174	и оно	1	1
1175	идеи и	1	1
1176	этих элементов	1	1
1177	что тот	1	1
1178	или менее	8	1
1179	а так	1	1
1180	и другого	1	1
1181	совершенно ясно	2	1
1182	другом случае	1	1
1183	высокой ступени	1	1
1184	они почти	1	1
1185	в области	4	1
1186	этих двух	2	1
1187	что эти	2	1
1188	к одному	1	1
1189	права и	1	1
1190	ко всему	2	1
1191	тела очень	1	1
1192	в эти	3	1
1193	что от	1	1
1194	за то	1	1
1195	а к	2	1
1196	указывали на	1	1
1197	еще одной	1	1
1198	выше и	4	1
1199	которую мы	1	1
1200	эти последние	2	1
1201	единое целое	1	1
1202	мы воспринимаем	1	1
1203	часто все	1	1
1204	носит именно	1	1
1205	а из	1	1
1206	не по	1	1
1207	половой жизни	1	1
1208	обстоит дело	1	1
1209	конце концов	4	1
1210	единство и	1	1
1211	этих идей	1	1
1212	есть как	1	1
1213	них много	1	1
1214	нечего и	3	1
1215	что касается	6	1
1216	к тем	2	1
1217	два человека	2	1
1218	наконец для	1	1
1219	лишь отдельных	1	1
1220	пор не	5	1
1221	говоря о	1	1
1222	в нашей	1	1
1223	факт что	4	1
1224	не следует	2	1
1225	только то	2	1
1226	и жизни	1	1
1227	от того	3	1
1228	но вместе	2	1
1229	на всю	1	1
1230	и часто	1	1
1231	начала в	1	1
1232	рассматривать как	2	1
1233	истории они	1	1
1234	и самого	1	1
1235	к моменту	1	1
1236	та или	1	1
1237	с современными	3	1
1238	применительно к	1	1
1239	здесь во	1	1
1240	как тот	2	1
1241	вот к	1	1
1242	в высшей	2	1
1243	от времени	2	1
1244	может показаться	1	1
1245	такой же	2	1
1246	роль во	1	1
1247	и дальше	2	1
1248	себя а	1	1
1249	на то	9	1
1250	в создании	1	1
1251	их на	1	1
1252	всем мире	1	1
1253	каждый момент	1	1
1254	ведь и	1	1
1255	лучшем случае	1	1
1256	к совершенно	1	1
1257	образом весь	1	1
1258	таким же	3	1
1259	дальше в	1	1
1260	основе их	1	1
1261	с соответствующими	1	1
1262	некоторые черты	1	1
1263	меньше чем	2	1
