N	2gram	Vinokur_Ku	FransuaR
650	в акте	1	5
651	есть не	2	5
652	в индии	1	5
653	оказывается что	1	5
654	тем самым	5	5
655	явление в	1	5
656	на то	6	5
657	что было	2	5
658	видели в	1	5
659	можно говорить	4	5
660	что дело	1	5
661	в первом	3	5
662	в собственном	2	5
663	шире и	1	5
664	но даже	3	5
665	во многих	3	5
666	но уже	6	5
667	говорит что	1	5
668	а следовательно	2	5
669	с темой	1	5
670	смысле но	1	5
671	на язык	4	5
672	первом случае	1	5
673	должно быть	6	5
674	притом не	1	5
675	ни было	1	5
676	с представлением	1	5
677	же как	3	5
678	совсем не	1	5
679	он также	1	5
680	но только	5	5
681	форм в	2	5
682	начало и	1	5
683	независимо от	1	5
684	во втором	2	5
685	и этот	1	5
686	должна быть	6	5
687	ведь он	1	5
688	мы в	3	5
689	их как	2	5
690	в слове	3	5
691	своей жизни	1	5
692	себя и	1	5
693	не является	2	5
694	традиции в	3	5
695	если мы	5	5
696	и стиля	1	5
697	всяком случае	8	5
698	к началу	1	5
699	ничем не	1	5
700	бы и	6	5
701	по словам	1	5
702	должен был	1	5
703	вообще не	2	5
704	что мы	6	5
705	жизнью в	1	5
706	живой и	1	5
707	к своему	2	5
708	нисколько не	6	5
709	по его	1	5
710	над миром	1	5
711	без всякой	1	5
712	xi века	1	5
713	когда он	4	5
714	только то	2	5
715	вы не	1	5
716	слова в	7	5
717	язык в	7	5
718	и только	2	5
719	и новые	1	5
720	они являются	1	4
721	таковы например	1	4
722	труда и	2	4
723	не хочет	2	4
724	его от	1	4
725	я не	5	4
726	порядка и	1	4
727	к этой	3	4
728	в действительности	2	4
729	и той	1	4
730	одной и	1	4
731	втором случае	2	4
732	предисловии к	1	4
733	ни одного	2	4
734	которого они	1	4
735	в контексте	2	4
736	и своих	1	4
737	что даже	2	4
738	о его	1	4
739	с более	1	4
740	внимание на	5	4
741	прямое и	1	4
742	и некоторые	1	4
743	ее от	1	4
744	не нуждается	1	4
745	в день	2	4
746	но для	4	4
747	традиции и	1	4
748	особенности в	1	4
749	о которых	2	4
750	действительности и	1	4
751	в каждом	3	4
752	одно и	1	4
753	этот вопрос	7	4
754	это действительно	2	4
755	не раз	3	4
756	когда они	1	4
757	них не	1	4
758	что только	2	4
759	не случайно	7	4
760	чтобы не	1	4
761	культуры но	1	4
762	если в	2	4
763	также что	2	4
764	и сейчас	3	4
765	и далее	3	4
766	речи как	1	4
767	языках и	1	4
768	и имена	1	4
769	оно не	5	4
770	с некоторыми	1	4
771	строгом смысле	1	4
772	есть нечто	2	4
773	в словах	1	4
774	в очень	1	4
775	новой эпохи	1	4
776	и больше	1	4
777	у других	1	4
778	частности и	1	4
779	знаем что	3	4
780	о таких	2	4
781	это вовсе	1	4
782	языка но	3	4
783	но если	2	4
784	именно этот	3	4
785	он должен	2	4
786	которым он	1	4
787	и смысл	1	4
788	и литературной	1	4
789	и некоторых	1	4
790	оно и	1	4
791	в организации	1	4
792	где их	1	4
793	имеется в	1	4
794	только и	3	4
795	значение как	1	4
796	говорит об	1	4
797	в предисловии	1	4
798	при всем	1	4
799	в период	1	4
800	меньше чем	2	4
801	которая была	1	4
802	мы и	1	4
803	не так	2	4
804	дело с	2	4
805	однако и	2	4
806	нами в	1	4
807	по себе	10	4
808	в борьбе	1	4
809	всегда в	2	4
810	когда в	4	4
811	что этот	2	4
812	которых мы	2	4
813	слов о	2	4
814	связь между	1	4
815	и значение	2	4
816	есть такие	1	4
817	этих последних	1	4
818	который в	1	4
819	и именно	3	4
820	к языку	6	4
821	и становится	3	4
822	только не	1	4
823	она и	1	4
824	не видел	1	4
825	в некоторой	2	4
826	что между	2	4
827	говорит он	1	4
828	первая часть	1	4
829	и притом	1	4
830	именно здесь	1	4
831	что за	3	4
832	утверждение что	2	4
833	но ведь	3	4
834	учение о	4	4
835	также в	1	4
836	есть именно	1	4
837	удельный вес	1	4
838	нужно еще	1	4
839	в смысле	2	4
840	в наши	2	4
841	о происхождении	1	4
842	в уста	1	4
843	находит свое	1	4
844	или же	3	4
845	так называемые	5	4
846	и тем	7	4
847	кажется что	1	4
848	на нем	1	4
849	если же	1	4
850	нашего анализа	2	4
851	друг другу	1	4
852	заключается в	3	4
853	особое внимание	1	4
854	основываясь на	1	4
855	имеет дело	1	4
856	собственном смысле	1	4
857	свою жизнь	1	4
858	не исчерпывается	1	4
859	в область	2	4
860	утверждает что	1	4
861	борьбы с	2	4
862	это есть	2	4
863	в прошлое	1	4
864	и форм	1	4
865	явления как	1	4
866	можно найти	1	4
867	в известном	2	4
868	форм с	1	4
869	ни на	1	4
870	не должно	2	4
871	явления и	1	4
872	самое существенное	1	4
873	всего на	1	4
874	не могло	1	4
875	значение для	1	4
876	без всякого	2	4
877	заметить что	1	4
878	ее не	1	4
879	что я	4	4
880	характерное для	1	4
881	из этой	1	4
882	где нет	2	4
883	но их	1	4
884	уверен что	1	4
885	это особенно	2	4
886	он называет	1	4
887	из своих	1	4
888	же не	1	4
889	и где	2	4
890	на тему	1	4
891	так часто	1	4
892	говорят о	1	4
893	гл iv	1	4
894	что эти	4	4
895	же к	1	4
896	слово это	11	4
897	этих слов	1	4
898	быть и	1	4
899	что касается	4	4
900	говоря о	1	4
901	у нее	1	4
902	на это	3	4
903	свидетельствуют о	2	4
904	свою речь	3	4
905	явлениями и	1	4
906	развития и	1	3
907	в которую	1	3
908	литература и	1	3
909	какой бы	1	3
910	в общей	1	3
911	в живом	2	3
912	материи и	1	3
913	это определение	2	3
914	как об	2	3
915	в речи	5	3
916	можно прямо	1	3
917	по своим	2	3
918	он есть	3	3
919	в огромном	1	3
920	свой смысл	1	3
921	верхом и	1	3
922	себе все	1	3
923	больше всего	3	3
924	особенности же	2	3
925	у самого	1	3
926	не всегда	4	3
927	этой речи	1	3
928	чтобы показать	2	3
929	много и	1	3
930	том чтобы	9	3
931	просто в	1	3
932	сущности и	1	3
933	что именно	2	3
934	жива еще	1	3
935	тем как	1	3
936	речи в	7	3
937	которой в	1	3
938	образом на	1	3
939	бы то	1	3
940	и мы	2	3
941	и двух	1	3
942	традиция в	1	3
943	ее можно	1	3
944	и существенное	1	3
945	это слово	7	3
946	в следующем	2	3
947	а с	3	3
948	же значение	1	3
949	это один	1	3
950	будто бы	3	3
951	тому что	3	3
952	ясно что	7	3
953	в устах	3	3
954	не есть	4	3
955	в лучшем	1	3
956	ученых и	1	3
957	эти слова	1	3
958	и весьма	1	3
959	не будет	1	3
960	и другая	1	3
961	должны были	1	3
962	бы к	1	3
963	могла бы	2	3
964	истории и	1	3
965	в систему	1	3
966	но есть	2	3
967	подойти к	3	3
968	сущности не	1	3
969	и сами	2	3
970	или такие	1	3
971	от всякого	1	3
972	роль играют	1	3
973	в последнем	2	3
974	его современники	1	3
975	и свое	3	3
976	говорит и	1	3
977	пословиц и	1	3
978	оттого что	1	3
979	и строго	1	3
980	о природе	1	3
981	с этого	1	3
982	для нашего	1	3
983	смысла и	2	3
984	сказать где	1	3
985	совершенно правильно	1	3
986	также не	1	3
987	явлений и	1	3
988	приводит к	3	3
989	в каком	6	3
990	как начало	1	3
991	значение этого	1	3
992	так чтобы	1	3
993	этой работы	1	3
994	это только	5	3
995	он является	1	3
996	после смерти	1	3
997	было и	1	3
998	вопрос об	1	3
999	таким путем	1	3
1000	примеров можно	1	3
1001	и после	1	3
1002	не из	1	3
1003	у вас	1	3
1004	знать что	1	3
1005	то ни	2	3
1006	эта не	3	3
1007	этот и	1	3
1008	носит здесь	1	3
1009	себя самого	2	3
1010	i в	1	3
1011	что с	2	3
1012	части романа	1	3
1013	новый тип	2	3
1014	смысле этого	5	3
1015	как именно	2	3
1016	это всегда	1	3
1017	в переводе	1	3
1018	иной раз	2	3
1019	своего существования	1	3
1020	со своей	1	3
1021	вероятно не	1	3
1022	в каждой	1	3
1023	нас даже	1	3
1024	к одному	2	3
1025	свободная игра	1	3
1026	в такие	1	3
1027	не укладывается	1	3
1028	она не	1	3
1029	здесь совершенно	2	3
1030	этого рода	6	3
1031	г и	1	3
1032	и может	3	3
1033	лишь как	3	3
1034	и всякая	1	3
1035	такова первая	1	3
1036	те которые	1	3
1037	а скорее	1	3
1038	в германии	1	3
1039	в подлинном	1	3
1040	же это	2	3
1041	противоречии с	2	3
1042	можно наблюдать	1	3
1043	как форма	1	3
1044	которые не	1	3
1045	которая в	1	3
1046	всем и	1	3
1047	касается до	1	3
1048	речь эта	1	3
1049	переходят в	1	3
1050	в одно	2	3
1051	не что	2	3
1052	и косвенное	1	3
1053	гораздо больше	1	3
1054	они создают	1	3
1055	на материале	1	3
1056	века на	1	3
1057	то это	3	3
1058	вот почему	1	3
1059	когда она	1	3
1060	представлением о	1	3
1061	между отдельными	1	3
1062	что люди	1	3
1063	нельзя забывать	1	3
1064	нем есть	1	3
1065	не имел	1	3
1066	быть в	2	3
1067	связи со	1	3
1068	вопросе о	1	3
1069	него не	1	3
1070	войны и	1	3
1071	наряду с	2	3
1072	все признаки	1	3
1073	что иное	2	3
1074	но еще	4	3
1075	в стиле	1	3
1076	на этих	1	3
1077	в буквальном	2	3
1078	ее целом	1	3
1079	два раза	1	3
1080	что его	2	3
1081	обновляется в	1	3
1082	узком и	1	3
1083	указывает что	3	3
1084	и того	2	3
1085	человек в	1	3
1086	такие же	2	3
1087	должно было	1	3
1088	дошло до	1	3
1089	именно с	3	3
1090	что их	2	3
1091	чтобы его	1	3
1092	в живой	1	3
1093	явления в	1	3
1094	числе прочих	1	3
1095	этом смысле	8	3
1096	первый из	1	3
1097	в современной	3	3
1098	вперед в	1	3
1099	как от	1	3
1100	это своего	1	3
1101	в силу	16	3
1102	есть все	1	3
1103	которого мы	1	3
1104	я рад	1	3
1105	в кругу	1	3
1106	а потому	6	3
1107	известно что	1	3
1108	например очень	1	3
1109	и оба	1	3
1110	из того	1	3
1111	разного рода	1	3
1112	здесь следовательно	1	3
1113	место и	1	3
1114	за что	1	3
1115	собой и	1	3
1116	в наших	1	3
1117	мы говорим	4	3
1118	это выражение	1	3
1119	к их	1	3
1120	может стать	1	3
1121	именно поэтому	2	3
1122	со стороны	8	3
1123	друг от	1	3
1124	которая не	1	3
1125	в любой	1	3
1126	как целое	1	3
1127	по земле	1	3
1128	как выражение	1	3
1129	и тогда	4	3
1130	одном лице	1	3
1131	всюду где	1	3
1132	или иных	1	3
1133	смысл в	2	3
1134	не потому	6	3
1135	в новых	1	3
1136	на своем	1	3
1137	на улице	2	3
1138	правды и	1	3
1139	не знаем	1	3
1140	всякий раз	1	3
1141	как во	1	3
1142	с него	2	3
1143	дает в	1	3
1144	с того	1	3
1145	в поэзии	1	3
1146	в первый	2	3
1147	не для	2	3
1148	прямо в	1	3
1149	же вы	1	3
1150	чем он	1	3
1151	правда и	1	3
1152	от друга	1	3
1153	слова но	3	3
1154	он видел	1	3
1155	указывает на	2	3
1156	значение которое	1	3
1157	нам в	1	3
1158	этой цели	2	3
1159	является не	1	3
1160	и понимания	1	3
1161	об особом	1	3
1162	все слова	1	3
1163	в уже	1	3
1164	сказать и	1	3
1165	тех или	1	3
1166	еще можно	1	3
1167	которую мы	1	3
1168	в необходимости	1	3
1169	эта сторона	1	3
1170	даже при	1	3
1171	утрачивают свою	1	3
1172	признать что	1	3
1173	которых они	1	3
1174	для обозначения	2	3
1175	бы он	1	3
1176	выражения в	1	3
1177	которое в	2	3
1178	все более	2	3
1179	устной речи	2	3
1180	именно это	2	3
1181	иное как	3	3
1182	и уже	2	3
1183	такие явления	1	3
1184	в сложном	1	2
1185	с которыми	1	2
1186	более не	1	2
1187	без особых	1	2
1188	к другу	1	2
1189	можно встретить	2	2
1190	некоторой степени	1	2
1191	без исключения	1	2
1192	проблемы как	2	2
1193	отношениях к	1	2
1194	эта идея	1	2
1195	формы в	2	2
1196	бы неправильно	1	2
1197	и такое	1	2
1198	чтобы в	2	2
1199	первая попытка	1	2
1200	некоторые другие	1	2
1201	конечном счете	2	2
1202	подлинный смысл	1	2
1203	они ни	1	2
1204	или ином	1	2
1205	в природе	1	2
1206	из четырех	1	2
1207	широком смысле	5	2
1208	в язык	2	2
1209	также было	1	2
1210	ними и	2	2
1211	громадная роль	1	2
1212	и сделали	2	2
1213	языка в	14	2
1214	только как	3	2
1215	заключено в	1	2
1216	и иных	1	2
1217	хочет и	1	2
1218	что свидетельствует	1	2
1219	что вся	2	2
1220	эта игра	1	2
1221	за собой	2	2
1222	всего можно	1	2
1223	из одной	1	2
1224	можно ли	6	2
1225	любовь к	2	2
1226	характер как	1	2
1227	оно также	2	2
1228	из наиболее	1	2
1229	тенденцию к	1	2
1230	переход от	4	2
1231	нам право	1	2
1232	теории и	1	2
1233	эти не	1	2
1234	языка к	2	2
1235	прав он	2	2
1236	как традиция	1	2
1237	сущность его	1	2
1238	первого из	1	2
1239	определяет как	1	2
1240	только называет	1	2
1241	этим словесным	1	2
1242	а ведь	1	2
1243	в недрах	1	2
1244	бы что	1	2
1245	и всякой	1	2
1246	слово на	1	2
1247	этой книге	3	2
1248	в конечном	3	2
1249	жива и	1	2
1250	и говорит	2	2
1251	в тенденции	1	2
1252	оно совершается	2	2
1253	слишком много	1	2
1254	в двух	1	2
1255	в сторону	2	2
1256	полагает что	1	2
1257	свою силу	1	2
1258	если оно	1	2
1259	таковы и	1	2
1260	он дал	1	2
1261	и философы	1	2
1262	случаев в	1	2
1263	каждая эпоха	1	2
1264	языка для	1	2
1265	тяготеют к	1	2
1266	должны быть	4	2
1267	и является	4	2
1268	своего значения	1	2
1269	вторая часть	1	2
1270	для той	1	2
1271	все дело	3	2
1272	оно имеет	1	2
1273	по другим	1	2
1274	что есть	1	2
1275	сущности к	1	2
1276	мы встретим	1	2
1277	о власти	2	2
1278	но вряд	1	2
1279	а главное	3	2
1280	понятия и	1	2
1281	понять что	1	2
1282	жизни для	1	2
1283	для самого	3	2
1284	к сожалению	2	2
1285	должного понимания	1	2
1286	и возможно	1	2
1287	раз он	1	2
1288	самое слово	1	2
1289	он уже	1	2
1290	и должны	1	2
1291	эпохе и	1	2
1292	себе представить	2	2
1293	условий и	1	2
1294	представляется возможным	1	2
1295	с такой	1	2
1296	здесь слово	1	2
1297	теперь в	1	2
1298	на те	3	2
1299	освободиться от	1	2
1300	для народа	1	2
1301	фактов и	2	2
1302	сам по	1	2
1303	что большинство	1	2
1304	тема эта	1	2
1305	и делает	1	2
1306	или к	1	2
1307	том и	3	2
1308	находит и	1	2
1309	и первый	1	2
1310	что оно	6	2
1311	что нет	2	2
1312	я готов	1	2
1313	тем и	1	2
1314	это положение	2	2
1315	предполагать что	1	2
1316	лишь к	2	2
