N	2gram	Bakhtin_sl	Istorich
147	не все	2	18
148	в данном	5	18
149	вовсе не	16	18
150	в них	11	17
151	и этим	3	17
152	то и	1	17
153	по существу	3	17
154	дело не	2	17
155	и только	2	17
156	и она	2	16
157	во всех	25	16
158	всех этих	8	16
159	и они	1	16
160	то мы	1	16
161	в котором	2	16
162	между двумя	1	16
163	и действительно	1	16
164	и все	9	16
165	со стороны	1	16
166	перед нами	7	16
167	связана с	2	16
168	даже в	4	15
169	в пределах	27	15
170	увидим что	1	15
171	за тридевять	1	15
172	что при	1	15
173	но есть	1	15
174	в особенности	10	15
175	и то	2	15
176	в своей	8	15
177	в которых	1	15
178	данном случае	3	15
179	его и	5	15
180	и там	6	15
181	в одной	2	15
182	и эти	2	15
183	и даже	11	15
184	на его	9	15
185	и тем	3	15
186	он в	6	15
187	друг друга	3	15
188	в целом	3	15
189	с этой	3	14
190	от него	5	14
191	на смену	1	14
192	но мы	2	14
193	по отношению	2	14
194	находится в	1	14
195	можно было	2	14
196	мы еще	1	14
197	в него	9	14
198	и ее	3	14
199	одной из	4	14
200	у нас	2	14
201	его на	2	14
202	должна быть	3	14
203	и есть	2	14
204	с ней	2	14
205	тридевять земель	1	14
206	а также	5	14
207	отношение к	8	14
208	отношению к	2	14
209	и наконец	9	14
210	или на	2	13
211	в своем	9	13
212	на котором	3	13
213	время как	2	13
214	по себе	4	13
215	то время	2	13
216	и для	7	13
217	в себе	3	13
218	в таких	1	13
219	все что	1	13
220	не просто	2	13
221	и у	2	13
222	на этом	4	13
223	в форме	3	13
224	в нее	3	13
225	и от	5	13
226	с ними	8	13
227	к своему	11	13
228	его не	4	13
229	и если	1	13
230	таким же	1	13
231	во всем	3	12
232	кроме того	6	12
233	хотя бы	6	12
234	к себе	1	12
235	утверждать что	1	12
236	в основном	7	12
237	и герой	1	12
238	о нем	6	12
239	в их	6	12
240	к ней	2	12
241	как только	4	12
242	не знает	3	12
243	одним из	5	12
244	что не	1	12
245	между прочим	1	12
246	чаще всего	1	12
247	за ним	1	12
248	в более	2	12
249	и их	6	12
250	у нее	1	12
251	в этот	1	11
252	точки зрения	24	11
253	от этого	2	11
254	связанные с	7	11
255	в очень	1	11
256	только с	3	11
257	уже в	2	11
258	же в	2	11
259	если он	1	11
260	но уже	2	11
261	хотя и	4	11
262	же мы	1	11
263	но оно	5	11
264	и более	3	11
265	этого не	1	11
266	человека в	5	11
267	далеко не	7	11
268	и к	9	10
269	он видит	1	10
270	не как	4	10
271	к ним	2	10
272	от них	1	10
273	в немецкой	1	10
274	не было	4	10
275	в которой	4	10
276	за собой	1	10
277	а с	2	10
278	и тот	1	10
279	почти всегда	3	10
280	его к	1	10
281	вступает в	2	10
282	связанных с	4	10
283	но если	1	10
284	он и	1	10
285	и других	5	10
286	о чем	1	10
287	говорит о	1	10
288	их не	1	10
289	в это	1	10
290	на этой	1	10
291	в различных	1	10
292	друг с	2	10
293	себя в	14	10
294	в состоянии	1	10
295	в ее	2	10
296	эта форма	3	10
297	но как	2	10
298	ни в	4	10
299	ли он	4	10
300	только одна	1	10
301	не знаем	3	10
302	он может	3	10
303	а на	3	10
304	есть только	1	10
305	не можем	1	10
306	более или	5	9
307	на первый	1	9
308	но эти	3	9
309	только на	3	9
310	она в	1	9
311	в чем	2	9
312	героя и	5	9
313	также не	1	9
314	социальной жизни	1	9
315	тогда когда	2	9
316	и так	1	9
317	зависимости от	4	9
318	это и	1	9
319	в течение	1	9
320	в свою	4	9
321	целый ряд	2	9
322	на этот	1	9
323	тот же	1	9
324	он должен	1	9
325	бы мы	1	9
326	из этого	3	9
327	когда она	2	9
328	не могут	7	9
329	в себя	3	9
330	или же	1	9
331	а как	3	9
332	здесь нет	1	9
333	в основе	8	9
334	в истории	6	9
335	с его	8	9
336	из него	4	9
337	же не	1	9
338	но по	2	9
339	с другом	2	9
340	или менее	5	9
341	это так	1	9
342	но здесь	5	9
343	стороны и	3	9
344	приводит к	2	9
345	жизни и	5	9
346	и сам	4	8
347	в некотором	1	8
348	именно в	5	8
349	во всяком	9	8
350	он был	1	8
351	из своего	1	8
352	конечно не	7	8
353	с другими	8	8
354	есть еще	1	8
355	большинстве случаев	11	8
356	чем это	1	8
357	приводят к	1	8
358	та же	1	8
359	на нем	2	8
360	из его	1	8
361	именно на	3	8
362	у них	2	8
363	смерть и	1	8
364	независимо от	1	8
365	ту же	5	8
366	или даже	5	8
367	и потому	9	8
368	но она	2	8
369	не с	5	8
370	на смерть	1	8
371	могло быть	1	8
372	которые в	4	8
373	для этого	4	8
374	случаях мы	1	8
375	одно из	1	8
376	роль в	4	8
377	можно сказать	2	8
378	входит в	8	8
379	в зависимости	4	8
380	что его	1	8
381	не дает	1	8
382	ни одной	1	8
383	его с	1	8
384	на своем	5	8
385	что такое	1	8
386	здесь в	6	8
387	но с	1	8
388	и эта	2	8
389	вообще не	4	8
390	смерти в	1	8
391	не имеют	1	8
392	должен быть	3	8
393	он говорит	1	8
394	в жизни	1	8
395	от того	1	8
396	на это	1	8
397	иногда даже	2	8
398	не столько	4	7
399	и некоторые	1	7
400	тому что	2	7
401	не есть	2	7
402	между собой	3	7
403	о которых	2	7
404	в эту	3	7
405	случаев в	1	7
406	между тем	5	7
407	и при	2	7
408	там в	1	7
409	обращается к	1	7
410	что оно	4	7
411	на самом	2	7
412	образом в	4	7
413	но эта	2	7
414	на них	2	7
415	иногда и	1	7
416	в начале	1	7
417	еще в	1	7
418	в области	1	7
419	те же	3	7
420	как на	1	7
421	он живет	1	7
422	указать на	1	7
423	в конце	1	7
424	также в	1	7
425	а только	1	7
426	не видят	2	7
427	того же	7	7
428	однако в	3	7
429	был бы	2	7
430	состоит из	1	7
431	совершенно не	2	7
432	то он	1	7
433	тех же	1	7
434	того чтобы	1	7
435	если мы	2	7
436	этого слова	2	7
437	всяком случае	7	7
438	для него	8	7
439	как у	2	7
440	со своим	13	7
441	свет на	1	7
442	с самого	1	7
443	по которому	1	7
444	в какой	2	7
445	эти формы	5	7
446	в большинстве	16	7
447	и часто	7	7
448	одного из	2	7
449	и о	3	7
450	эти два	1	7
451	есть не	2	7
452	же и	4	6
453	его от	2	6
454	между ними	2	6
455	но что	1	6
456	уже нет	1	6
457	на эту	1	6
458	дело с	4	6
459	именно так	1	6
460	характерно что	3	6
461	той же	3	6
462	все его	4	6
463	с одним	3	6
464	что как	2	6
465	они же	1	6
466	здесь на	1	6
467	не могла	2	6
468	только о	2	6
469	равно как	1	6
470	его как	3	6
471	оно может	3	6
472	к сожалению	1	6
473	с миром	1	6
474	что по	1	6
475	нет ничего	1	6
476	сам он	1	6
477	где нет	2	6
478	а через	1	6
479	от которого	1	6
480	очень разнообразны	1	6
481	в русском	1	6
482	отличие от	13	6
483	также и	5	6
484	часто в	1	6
485	для того	2	6
486	сводится к	1	6
487	его за	1	6
488	самого начала	1	6
489	и становится	2	6
490	то в	2	6
491	от его	4	6
492	мы читаем	1	6
493	не соответствует	1	6
494	и за	1	6
495	здесь уже	2	6
496	что все	2	6
497	даже не	1	6
498	это может	2	6
499	уходит в	1	6
500	быть и	6	6
501	отношения к	3	6
502	борьбы с	3	6
503	не на	6	6
504	этой точки	1	6
505	к которой	1	6
506	или как	4	6
507	со всех	1	6
508	мог бы	1	6
509	же он	1	6
510	формы и	3	6
511	не знают	1	6
512	ничем не	1	6
513	на одной	1	6
514	из которого	2	6
515	с той	1	6
516	говорят о	1	6
517	а иногда	3	6
518	и оно	2	6
519	для изучения	1	6
520	обстоит дело	4	6
521	вступают в	1	6
522	только по	1	6
523	на ту	2	6
524	и уже	1	6
525	в виду	2	5
526	мы и	2	5
527	бы в	1	5
528	за ней	1	5
529	во все	1	5
530	только как	2	5
531	к своей	2	5
532	из себя	3	5
533	его по	1	5
534	она всегда	1	5
535	они дают	1	5
536	ее как	1	5
537	показывает как	1	5
538	или наоборот	1	5
539	с образом	1	5
540	нами в	3	5
541	в сторону	1	5
542	эти слова	4	5
543	проникнуть в	1	5
544	по своей	2	5
545	для наших	1	5
546	или иное	1	5
547	могла бы	1	5
548	них не	2	5
549	до наших	1	5
550	с ее	6	5
551	живет на	1	5
552	ним и	2	5
553	для них	2	5
554	оно не	12	5
555	особого рода	1	5
556	от своего	1	5
557	этим в	1	5
558	есть на	1	5
559	да и	2	5
560	о котором	1	5
561	в каком	1	5
562	это только	1	5
563	он как	1	5
564	в отличие	12	5
565	иногда в	2	5
566	в свое	3	5
567	или с	1	5
568	эти две	1	5
569	по своему	2	5
570	на все	3	5
571	но этим	1	5
572	на задний	1	5
573	в самых	2	5
574	и может	4	5
575	которые не	1	5
576	еще более	7	5
577	в одно	2	5
578	только для	1	5
579	но даже	1	5
580	формы его	1	5
581	всего что	1	5
582	но этот	1	5
583	материал в	2	5
584	такого рода	2	5
585	несмотря на	2	5
586	прийти к	1	5
587	его но	3	5
588	в герое	2	5
589	xix века	2	5
590	что между	1	5
591	что под	1	5
592	в таком	5	5
593	где уже	1	5
594	до этого	1	5
595	она или	1	5
596	очень мало	1	5
597	в которое	1	5
598	нем и	5	5
599	друг другу	2	5
600	всех сторон	1	5
601	бы быть	2	5
602	если они	1	5
603	в один	2	5
604	вступить в	1	5
605	как таковой	1	5
606	переходит в	3	5
607	лежит в	5	5
608	одним словом	4	5
609	как о	2	5
610	можем здесь	1	5
611	с изучением	1	5
612	наших целей	1	5
613	не могло	3	5
614	знает что	1	5
615	ее с	2	5
616	без всякого	2	5
617	они были	3	5
618	вокруг него	4	5
619	том числе	1	5
620	отличается от	3	5
621	или иначе	2	5
622	наших дней	2	5
623	чтобы быть	1	5
624	им и	1	5
625	мира и	4	5
626	к концу	1	5
627	это было	2	5
628	при изучении	1	5
629	может иметь	3	5
630	например у	3	5
631	и социальной	2	5
632	задний план	1	5
633	как уже	2	5
634	можно утверждать	1	5
635	других случаях	2	5
636	в самом	6	4
637	мы найдем	3	4
638	в разных	3	4
639	его он	1	4
640	в результате	4	4
641	эти три	1	4
642	некоторые другие	1	4
643	этим он	1	4
644	по своим	6	4
645	каждый из	1	4
646	книге о	1	4
647	в действительности	1	4
648	на пути	1	4
649	людей и	2	4
650	и те	3	4
651	и формы	4	4
652	дней и	1	4
653	во всей	1	4
654	говорит ты	1	4
655	он сам	1	4
656	и во	3	4
657	случае в	1	4
658	он к	1	4
659	что уже	1	4
660	своем пути	1	4
661	чем в	3	4
662	их от	2	4
663	одном из	1	4
664	из одного	2	4
665	него есть	1	4
666	в наше	1	4
667	иметь в	1	4
668	как один	1	4
669	отнюдь не	1	4
670	встречается и	1	4
671	мы до	1	4
672	и дает	1	4
673	так или	1	4
674	сами по	1	4
675	он приобретает	1	4
676	быть не	1	4
677	с которой	1	4
678	живая и	1	4
679	которых он	1	4
680	новые и	2	4
681	вместе со	2	4
682	влечет за	1	4
683	находятся в	1	4
684	но на	1	4
685	а это	1	4
686	в литературе	1	4
687	чем перейти	1	4
688	в стороне	1	4
689	есть в	1	4
690	перейти к	1	4
691	особенно в	3	4
692	тем более	1	4
693	но его	1	4
694	а его	2	4
695	могут служить	1	4
696	здесь только	1	4
697	в свои	1	4
698	человека и	3	4
699	явление в	2	4
700	хотя он	1	4
701	не исключают	1	4
702	или нет	1	4
703	нас в	3	4
704	и которые	2	4
705	правда в	1	4
706	он по	1	4
707	силы и	1	4
708	в руках	1	4
709	наталкивается на	1	4
710	с этими	3	4
711	все время	4	4
712	и вообще	2	4
713	на почве	6	4
714	и всей	1	4
715	время в	1	4
716	с точки	11	4
717	как раз	3	4
718	они в	2	4
719	не от	1	4
720	там и	1	4
721	они могут	7	4
722	здесь как	3	4
723	где герой	1	4
724	если же	1	4
725	с большой	1	4
726	бы его	2	4
727	столь же	2	4
728	мы теперь	1	4
729	до его	1	4
730	только те	1	4
731	и должно	1	4
732	в меньшей	1	4
733	связанное с	1	4
734	у героя	1	4
735	не скажешь	1	4
736	из видов	1	4
737	себя и	2	4
738	здесь может	1	4
739	все они	9	4
740	и между	2	4
741	вводится в	2	4
742	через которую	1	4
743	в чужую	2	4
744	ни с	1	4
745	и через	1	4
746	из форм	1	4
747	без всяких	2	4
748	входить в	3	4
749	дело в	2	4
750	нисколько не	3	4
751	войти в	2	4
752	но конечно	1	4
753	как не	1	4
754	еще на	1	4
755	слова в	19	4
756	быть только	3	4
757	является в	1	3
758	со всем	1	3
759	которые здесь	1	3
760	тем как	1	3
761	человек в	6	3
762	все дело	1	3
763	не его	2	3
764	именно такое	2	3
765	где не	1	3
766	и той	2	3
767	чего не	1	3
768	не обязательно	1	3
769	у наиболее	1	3
770	отметить что	3	3
771	из всех	1	3
772	такая же	2	3
773	и вступает	1	3
774	с девушкой	1	3
775	точка зрения	10	3
776	образом на	2	3
777	бы то	1	3
778	она имеет	1	3
779	которого он	3	3
780	здесь входить	1	3
781	так сказать	11	3
782	могли бы	2	3
783	о себе	2	3
784	средние века	1	3
785	бы она	1	3
786	в темницу	1	3
787	оно и	4	3
788	в иных	2	3
789	совсем не	1	3
790	достаточно указать	1	3
791	время он	1	3
792	где они	4	3
793	чтобы не	1	3
794	связи и	3	3
795	которые он	1	3
796	говорит и	2	3
797	поэтому в	1	3
798	два типа	1	3
799	и одной	1	3
800	нам в	1	3
801	к его	1	3
802	бы не	1	3
803	каждого из	1	3
804	к другому	1	3
805	рассказ о	1	3
806	но их	2	3
807	это ее	1	3
808	только один	1	3
809	на основании	1	3
810	при анализе	1	3
811	например на	1	3
812	он весь	2	3
813	книгу и	1	3
814	которые его	1	3
815	в высокой	1	3
816	как к	5	3
817	именно к	3	3
818	на языке	2	3
819	как таковая	1	3
820	в последней	1	3
821	также имеет	1	3
822	них и	3	3
823	все равно	1	3
824	и смысл	1	3
825	героя герой	1	3
826	от всех	1	3
827	в другую	1	3
828	всегда есть	1	3
829	с теми	1	3
830	долгое время	1	3
831	другие более	1	3
832	на одном	1	3
833	и могут	1	3
834	один и	1	3
835	или их	1	3
836	людям и	1	3
837	ему не	2	3
838	др все	1	3
839	на один	2	3
840	он их	2	3
841	и вне	3	3
842	к изучению	1	3
843	д если	1	3
844	жизнью и	1	3
845	для всех	2	3
846	которая в	1	3
847	трудно сказать	1	3
848	одинаково и	1	3
849	в комнату	1	3
850	как они	1	3
851	или во	2	3
852	речь идет	1	3
853	и нет	3	3
854	его из	1	3
855	даже и	4	3
856	этим не	1	3
857	как оно	3	3
858	в средние	1	3
859	сын и	1	3
860	играют в	1	3
861	момент в	2	3
862	от нас	2	3
863	исключают друг	1	3
864	в системе	2	3
865	должно быть	3	3
866	собой в	1	3
867	и заставляет	3	3
868	ни было	2	3
869	обычно не	1	3
870	все новые	1	3
871	этими двумя	1	3
872	сколько бы	1	3
873	входят в	3	3
874	в несколько	1	3
875	как его	5	3
876	здесь перед	1	3
877	не существенно	1	3
878	чтобы понять	1	3
879	даже там	1	3
880	именно как	3	3
881	то ни	1	3
882	может идти	1	3
883	всех других	1	3
884	неотделим от	1	3
885	души в	1	3
886	рассматривается как	1	3
887	сам в	2	3
888	с которым	4	3
889	которые были	2	3
890	всего в	1	3
891	представить себе	1	3
892	в языке	7	3
893	во власти	2	3
894	так оно	1	3
895	только не	2	3
896	все то	2	3
897	все случаи	1	3
898	относятся к	1	3
899	не пытается	2	3
900	совсем как	1	3
901	сливается с	6	3
902	связанную с	1	3
903	вследствие этого	1	3
904	уже говорили	1	3
905	и до	2	3
906	в свой	3	3
907	точку зрения	6	3
908	сделать это	1	3
909	эту форму	1	3
910	и было	1	3
911	части его	1	3
912	что так	1	3
913	в формах	1	3
914	только он	1	3
915	непосредственно в	1	3
916	строится на	1	3
917	язык и	17	3
918	гл iv	1	3
919	в уже	1	3
920	другом случае	3	3
921	они часто	1	3
922	оно в	1	3
923	выйти за	1	3
924	пор не	2	3
925	до появления	1	3
926	на всю	3	3
927	которых они	1	3
928	как из	1	3
929	по всей	3	3
930	рода и	1	3
931	в эти	1	3
932	он пользуется	3	2
933	и этого	1	2
934	с которыми	2	2
935	живого и	1	2
936	из комнаты	1	2
937	можно встретить	1	2
938	в большей	3	2
939	каких условиях	1	2
940	этого момента	1	2
941	но некоторые	1	2
942	героя как	1	2
943	жизнь в	2	2
944	этого предмета	2	2
945	и другим	4	2
946	когда это	1	2
947	пути к	1	2
948	предмета и	2	2
949	большей или	5	2
950	свой смысл	2	2
951	всем его	2	2
952	здесь конечно	1	2
953	котором можно	1	2
954	и становятся	1	2
955	этому миру	1	2
956	характер в	1	2
957	одной и	1	2
958	за язык	1	2
959	свою очередь	3	2
960	в две	1	2
961	то его	1	2
962	с другим	1	2
963	в прошлом	2	2
964	герой может	1	2
965	и еще	1	2
966	во-вторых и	1	2
967	в основу	1	2
968	вещи и	1	2
969	тем это	1	2
970	быта и	2	2
971	сюда не	1	2
972	не зная	1	2
973	иного порядка	1	2
974	мышления и	6	2
975	мы ничего	1	2
976	за пределами	3	2
977	однако этот	2	2
978	как миф	1	2
979	словом в	8	2
980	как по	1	2
981	дано в	2	2
982	мир он	1	2
983	не остается	2	2
984	человек и	13	2
985	характер и	2	2
986	особенности в	1	2
987	и следовательно	8	2
988	не нужно	1	2
989	вводит в	1	2
990	вопрос об	1	2
991	в каждом	5	2
992	превращаясь в	1	2
993	возникает из	2	2
994	т п	49	2
995	все остальные	1	2
996	на новый	1	2
997	с какой	1	2
998	на свой	1	2
999	от которых	1	2
1000	одно и	3	2
1001	не были	3	2
1002	соединении с	1	2
1003	часто не	1	2
1004	этого факта	1	2
1005	тем и	3	2
1006	и сказал	1	2
1007	быть именно	1	2
1008	то или	1	2
1009	его так	3	2
1010	он еще	1	2
1011	ней нет	1	2
1012	что для	1	2
1013	был в	1	2
1014	из самых	2	2
1015	бы ни	3	2
1016	с живыми	1	2
1017	и самый	2	2
1018	следовательно не	1	2
1019	оно уже	2	2
1020	этом очень	1	2
1021	сам становится	1	2
1022	не мешает	1	2
1023	с полной	1	2
1024	по всем	1	2
1025	в последнем	1	2
1026	и связанные	2	2
1027	себе представить	1	2
1028	оно было	4	2
1029	другие и	1	2
1030	действует в	3	2
1031	то с	1	2
1032	можно дать	1	2
1033	с некоторыми	1	2
1034	которым он	1	2
1035	в особый	2	2
1036	мы остановимся	1	2
1037	эти явления	2	2
1038	с такими	1	2
1039	стоят на	1	2
1040	автор не	4	2
1041	не входит	1	2
1042	такая точка	1	2
1043	к той	1	2
1044	обычно герой	1	2
1045	один только	1	2
1046	наконец в	5	2
1047	героя до	1	2
1048	он часто	1	2
1049	и вся	2	2
1050	и ему	1	2
1051	и об	1	2
1052	от других	2	2
1053	без другого	3	2
1054	как например	1	2
1055	ибо он	2	2
1056	нет и	1	2
1057	не из	2	2
1058	с каким	2	2
1059	формы не	1	2
1060	не поддается	1	2
1061	перестает быть	2	2
1062	для всего	2	2
1063	способность к	1	2
1064	не связано	1	2
1065	знания и	1	2
1066	борьбу с	2	2
1067	материал для	1	2
1068	бы для	1	2
1069	этого рода	1	2
1070	иначе обстоит	1	2
1071	которые как	2	2
1072	в ряде	1	2
1073	до xix	1	2
1074	и со	2	2
1075	и глубже	1	2
1076	и таким	1	2
1077	стоит и	1	2
1078	к одному	1	2
1079	с сохранением	1	2
1080	каждая такая	1	2
1081	как таковые	3	2
1082	как явление	1	2
1083	при всем	3	2
1084	числе и	1	2
1085	те которые	1	2
1086	лицо и	1	2
1087	иных форм	1	2
1088	действительно не	2	2
1089	место в	2	2
1090	этой силы	1	2
1091	человек не	1	2
1092	может и	1	2
1093	к совершенно	1	2
1094	он наконец	1	2
1095	которой мы	1	2
1096	дело здесь	1	2
1097	себе а	1	2
1098	мир не	1	2
1099	человек может	1	2
1100	можно говорить	2	2
1101	почва для	1	2
1102	сама по	2	2
1103	учителя и	1	2
1104	которой они	1	2
1105	одному из	2	2
1106	самом же	1	2
1107	требует от	2	2
1108	и другими	2	2
1109	развития этого	1	2
1110	свою связь	1	2
1111	могла быть	1	2
1112	всегда остается	1	2
1113	весь этот	1	2
1114	было очень	1	2
1115	предмет и	1	2
1116	одновременно и	5	2
1117	иногда происходит	1	2
1118	относящихся сюда	1	2
1119	себя не	1	2
1120	различные формы	2	2
1121	жизни на	1	2
1122	направлен на	1	2
1123	связанного с	1	2
1124	только теперь	1	2
1125	во-первых в	1	2
1126	на материале	2	2
1127	шире и	1	2
1128	герой только	2	2
1129	время от	1	2
1130	здесь у	1	2
1131	погружается в	1	2
1132	и остается	3	2
1133	поэтому мы	1	2
1134	с помощью	5	2
1135	не исчерпывают	1	2
1136	говорить о	2	2
1137	правда и	2	2
1138	среди них	1	2
1139	вернуться к	1	2
1140	поля зрения	1	2
1141	миров в	1	2
1142	и вместо	1	2
1143	действительность но	2	2
1144	быть в	1	2
1145	в нашем	1	2
1146	стороны оно	1	2
1147	чтобы стать	1	2
1148	в собственность	1	2
1149	несколько слов	2	2
1150	элемент в	1	2
1151	и свои	2	2
1152	же деле	1	2
1153	создается образ	1	2
1154	него самого	1	2
1155	того или	2	2
1156	подчеркнуть что	2	2
1157	этот пример	1	2
1158	но чаще	1	2
1159	даже на	1	2
1160	наше внимание	1	2
1161	формах в	2	2
1162	героя см	1	2
1163	такое понимание	2	2
1164	не о	1	2
1165	всех его	9	2
1166	мне в	1	2
1167	между этими	3	2
1168	смысле и	1	2
1169	меньшей степени	4	2
1170	его тем	1	2
1171	себя как	2	2
1172	в мире	1	2
1173	за словом	1	2
1174	много и	1	2
1175	на себе	2	2
1176	условия и	1	2
1177	остается в	5	2
1178	для его	1	2
1179	именно потому	1	2
1180	зрения так	1	2
1181	несколько иначе	1	2
1182	или меньшей	5	2
1183	на который	1	2
1184	необходимо еще	2	2
1185	не значит	2	2
1186	форм в	1	2
1187	путь на	1	2
1188	почему нельзя	1	2
1189	и ничего	1	2
1190	таков например	2	2
1191	из возможных	1	2
1192	в состав	3	2
1193	внести в	1	2
1194	которых мы	3	2
1195	в сущности	18	2
1196	формы мышления	1	2
1197	не исчерпывается	3	2
1198	здесь с	1	2
1199	подходит к	1	2
1200	место занимает	1	2
1201	него нет	3	2
1202	как с	2	2
1203	в самой	1	2
1204	мы понимаем	1	2
1205	и делают	1	2
1206	так называемый	1	2
1207	встречаются и	1	2
1208	в процессе	14	2
1209	героя на	1	2
1210	выражается в	1	2
1211	влияния на	3	2
1212	только одно	1	2
1213	как целое	1	2
1214	вне поля	1	2
1215	к отдельным	1	2
1216	не должно	3	2
1217	не должны	3	2
1218	его нельзя	1	2
1219	совпадают с	1	2
1220	или иных	1	2
1221	друга и	1	2
1222	себя от	2	2
1223	и исторически	3	2
1224	очень распространены	1	2
1225	на образ	4	2
1226	то она	1	2
1227	к миру	1	2
1228	в сознании	3	2
1229	его роль	1	2
1230	от степени	1	2
1231	часто еще	1	2
1232	проникает в	1	2
1233	этот процесс	1	2
1234	который может	1	2
1235	однако как	1	2
1236	в указанном	1	2
1237	с очень	1	2
1238	в определенных	2	2
1239	их они	1	2
1240	возможность такого	1	2
1241	чем же	1	2
1242	есть уже	1	2
1243	оно только	1	2
1244	в рамках	1	2
1245	его там	1	2
1246	века и	1	2
1247	слились в	1	2
1248	и где	1	2
1249	и социальные	1	2
1250	исходят из	1	2
1251	случае не	2	2
1252	это очень	1	2
1253	исходили из	1	2
1254	в соединении	1	2
1255	здесь правда	1	2
1256	что часто	1	2
1257	жизнь и	1	2
1258	в стиле	1	2
1259	первый план	1	2
1260	в прямой	4	2
1261	здесь это	1	2
1262	характерно для	1	2
1263	здесь они	1	2
1264	частности в	1	2
1265	если она	2	2
1266	среди которых	1	2
1267	с человеком	1	2
1268	не выходит	3	2
1269	лишь в	6	2
1270	он знает	1	2
1271	этом и	1	2
1272	этих форм	1	2
1273	к новому	3	2
1274	и прежде	1	2
1275	все более	1	2
1276	если на	1	2
1277	именно это	1	2
1278	нас это	1	2
1279	говорит не	1	2
1280	не к	1	2
1281	что возможно	1	1
1282	пределах одного	8	1
1283	в настоящем	1	1
1284	еще раз	3	1
1285	от необходимости	2	1
1286	языке и	3	1
1287	не изображается	1	1
1288	оно стоит	1	1
1289	некоторой степени	1	1
1290	важно для	1	1
1291	слова эти	1	1
1292	создания образа	2	1
1293	социальная жизнь	2	1
1294	эта же	1	1
1295	речи эта	1	1
1296	какой бы	1	1
1297	и получает	1	1
1298	его об	1	1
1299	так можно	1	1
1300	и говорить	1	1
1301	потому не	1	1
1302	могут в	1	1
1303	материалом с	1	1
1304	без него	1	1
1305	часто даже	1	1
1306	и внешне	1	1
1307	выделена в	2	1
1308	значение это	1	1
1309	он остается	1	1
1310	нами уже	1	1
1311	в англии	1	1
1312	о мире	1	1
1313	задачи поэтому	1	1
1314	которое по	1	1
1315	этот элемент	2	1
1316	форму и	1	1
1317	леса когда	1	1
1318	и уступает	1	1
1319	как первая	1	1
1320	форм этой	1	1
1321	на наиболее	1	1
1322	велика в	1	1
1323	их та	1	1
1324	но почему	1	1
1325	остался вне	1	1
1326	мир и	1	1
