N	2gram	Propp_Isto	EvropaiC
840	как эта	1	1
841	и той	1	1
842	не по	2	1
843	на которые	1	1
844	в европейских	1	1
845	задний план	1	1
846	видели выше	1	1
847	им нужно	1	1
848	причем это	1	1
849	большей частью	2	1
850	не забудем	1	1
851	превосходства над	1	1
852	он в	4	1
853	к ней	3	1
854	без всякого	2	1
855	заметить что	1	1
856	вот к	1	1
857	возможно что	4	1
858	не совсем	3	1
859	животные в	1	1
860	ней и	1	1
861	еще нет	4	1
862	роковым для	1	1
863	ее не	1	1
864	место перед	1	1
865	однако в	2	1
866	главным образом	3	1
867	может видеть	1	1
868	ноги и	2	1
869	наблюдать как	2	1
870	глаза и	1	1
871	наряду с	2	1
872	тех случаях	7	1
873	сильно что	1	1
874	по другим	1	1
875	могут быть	3	1
876	бы он	1	1
877	такою же	1	1
878	только по	1	1
879	этом и	2	1
880	через которую	1	1
881	всех сторон	1	1
882	в общих	1	1
883	смотрят на	1	1
884	но именно	1	1
885	находится в	2	1
886	уже знаем	5	1
887	та часть	1	1
888	совершенно таким	1	1
889	эту мысль	1	1
890	как от	1	1
891	вне этого	1	1
892	животное то	1	1
893	на куски	1	1
894	нем черты	1	1
895	причем эти	1	1
896	в европу	1	1
897	причем в	3	1
898	он может	4	1
899	к пониманию	1	1
900	из трех	1	1
901	и непонятной	1	1
902	позднее и	1	1
903	силой что	1	1
904	если они	4	1
905	чаще всего	8	1
906	надо сказать	2	1
907	что именно	2	1
908	мире не	1	1
909	в современной	2	1
910	только после	3	1
911	из самых	2	1
912	те кто	1	1
913	европы и	1	1
914	и подобных	1	1
915	с его	4	1
916	сказать что	5	1
917	бы ни	1	1
918	их на	2	1
919	соответствующие им	1	1
920	все более	1	1
921	для тех	1	1
922	есть следствие	1	1
923	тут-то и	1	1
924	а как	2	1
925	что во	2	1
926	при встрече	1	1
927	на русском	1	1
928	образом оказывается	1	1
929	русском языке	1	1
930	только с	1	1
931	которое на	1	1
932	не своего	1	1
933	народов не	2	1
934	другим народам	1	1
935	не мог	1	1
936	них даже	1	1
937	в так	1	1
938	общих чертах	1	1
939	есть ли	1	1
940	а не	9	1
941	и оно	2	1
942	узнать ее	1	1
943	же он	1	1
944	этому вопросу	1	1
945	каждого из	1	1
946	пути к	1	1
947	мы возьмем	1	1
948	здесь не	4	1
949	с соответствующими	2	1
950	форме к	1	1
951	еще одной	1	1
952	некоторые черты	2	1
953	и тем	4	1
954	ничего не	7	1
955	есть не	1	1
956	раньше чем	4	1
957	в руках	2	1
958	тот в	1	1
959	они были	1	1
960	друг другу	1	1
961	на них	1	1
962	но самые	1	1
963	в риме	1	1
964	конечно у	1	1
965	можно только	1	1
966	суть дела	1	1
