N	2gram	Tiupa_Anal	Istorich
573	в которую	2	5
574	он как	1	5
575	в совершенно	1	5
576	в отличие	8	5
577	она может	3	5
578	уже с	1	5
579	не означает	2	5
580	в свое	3	5
581	или с	1	5
582	по своему	1	5
583	на все	2	5
584	однако не	4	5
585	в самых	1	5
586	но при	2	5
587	мы узнаем	2	5
588	и может	1	5
589	отца к	1	5
590	до вступления	1	5
591	еще более	1	5
592	только для	3	5
593	у которых	1	5
594	со своей	2	5
595	этом мы	1	5
596	художественного творчества	2	5
597	здесь он	1	5
598	такого рода	6	5
599	несмотря на	5	5
600	в таком	5	5
601	героя из	1	5
602	до этого	1	5
603	хотя в	1	5
604	это делает	1	5
605	всех сторон	1	5
606	бы быть	3	5
607	если они	2	5
608	в один	4	5
609	никак не	2	5
610	мы это	1	5
611	к сыну	1	5
612	как о	2	5
613	вступление в	1	5
614	соответствии с	3	5
615	они были	1	5
616	вокруг него	1	5
617	тому кто	1	5
618	том числе	3	5
619	отличается от	3	5
620	как нечто	1	5
621	или иначе	2	5
622	чтобы быть	1	5
623	мира и	1	5
624	к концу	1	5
625	это было	1	5
626	при изучении	2	5
627	может иметь	2	5
628	это в	1	5
629	как уже	5	5
630	эта сторона	1	5
631	не говорит	2	5
632	что из	2	5
633	можно утверждать	1	5
634	не сам	2	5
635	в лице	1	5
636	в самом	12	4
637	они имеют	1	4
638	в разных	1	4
639	в результате	3	4
640	эти три	1	4
641	в мир	1	4
642	каждый из	3	4
643	в действительности	2	4
644	и составляют	1	4
645	и те	2	4
646	могло бы	1	4
647	во всей	1	4
648	из трех	2	4
649	что именно	2	4
650	он сам	1	4
651	и во	3	4
652	к этим	1	4
653	случае в	2	4
654	к их	1	4
655	очевидно что	1	4
656	одном из	1	4
657	из одного	1	4
658	вера в	2	4
659	как один	1	4
660	отнюдь не	22	4
661	в ответ	2	4
662	от нее	1	4
663	он уже	1	4
664	содержит в	3	4
665	то можно	1	4
666	под этим	1	4
667	ниже в	1	4
668	так или	1	4
669	сами по	3	4
670	так называемая	1	4
671	себя за	1	4
672	быть не	3	4
673	для нее	2	4
674	и больше	2	4
675	затем уже	1	4
676	мне не	1	4
677	которых он	1	4
678	но на	1	4
679	что собственно	1	4
680	в литературе	4	4
681	то самое	1	4
682	героя или	1	4
683	здесь имеется	1	4
684	есть в	4	4
685	на руку	1	4
686	говорит об	1	4
687	а так	1	4
688	особенно в	9	4
689	тем более	2	4
690	но его	1	4
691	а его	1	4
692	этот персонаж	1	4
693	человека с	1	4
694	человека и	1	4
695	другой и	1	4
696	хотя он	1	4
697	на своих	1	4
698	не исключают	2	4
699	или нет	1	4
700	мифах и	1	4
701	привести к	1	4
702	близки к	1	4
703	мысль о	2	4
704	ведет к	3	4
705	прочим и	1	4
706	он по	2	4
707	перед собой	2	4
708	при рассмотрении	4	4
709	мифа о	1	4
710	по которой	1	4
711	с этими	1	4
712	все время	1	4
713	который в	3	4
714	что происходило	1	4
715	и всей	1	4
716	что тот	1	4
717	в поисках	1	4
718	с точки	6	4
719	как раз	5	4
720	не от	1	4
721	там и	1	4
722	они могут	1	4
723	здесь как	1	4
724	как человек	1	4
725	всегда только	1	4
726	б в	1	4
727	в наших	1	4
728	о его	5	4
729	столь же	7	4
730	здесь также	1	4
731	особое внимание	1	4
732	см ниже	3	4
733	до его	2	4
734	что касается	4	4
735	и должно	1	4
736	знаю что	2	4
737	и вызывает	1	4
738	себя и	5	4
739	к зятю	1	4
740	все они	2	4
741	еще и	1	4
742	все три	1	4
743	быть рассмотрен	1	4
744	становится его	1	4
745	посредничества между	1	4
746	принадлежит к	1	4
747	ни с	5	4
748	на тех	1	4
749	в тот	1	4
750	в ту	1	4
751	в глубине	2	4
752	нисколько не	1	4
753	войти в	1	4
754	путь к	1	4
755	ты в	1	4
756	ему как	1	4
757	не могу	2	4
758	во второй	3	4
759	к тем	1	4
760	как не	1	4
761	это место	1	4
762	слова в	1	4
763	быть только	1	4
764	является в	1	3
765	мы постараемся	1	3
766	мы находим	1	3
767	тем как	2	3
768	царской дочери	1	3
769	и пошел	2	3
770	человек в	3	3
771	власти над	1	3
772	к самому	2	3
773	в соответствии	2	3
774	не его	2	3
775	смысл этого	1	3
776	казалось бы	2	3
777	на природу	1	3
778	и ушел	1	3
779	раз и	2	3
780	в противоположность	4	3
781	как отражение	1	3
782	и той	1	3
783	борьбе с	2	3
784	не обязательно	1	3
785	обратим внимание	1	3
786	переход от	1	3
787	такая же	1	3
788	что даже	2	3
789	это своего	1	3
790	бы то	3	3
791	хотелось бы	1	3
792	об одном	1	3
793	внимание на	3	3
794	при переходе	1	3
795	второй раз	1	3
796	форма его	1	3
797	которого он	1	3
798	третий раз	1	3
799	всякий раз	3	3
800	с двумя	2	3
801	в третий	1	3
802	так сказать	1	3
803	и смертью	1	3
804	воздействия на	1	3
805	а другой	1	3
806	встрече с	4	3
807	могли бы	2	3
808	о себе	2	3
809	однако так	1	3
810	и быть	1	3
811	оно и	1	3
812	и та	2	3
813	уже потому	1	3
814	и другая	1	3
815	не подтверждается	1	3
816	даже если	1	3
817	в обоих	3	3
818	время он	1	3
819	как кажется	1	3
820	связи и	1	3
821	его уже	1	3
822	была бы	4	3
823	говорит и	2	3
824	поэтому в	1	3
825	обратном порядке	1	3
826	к его	3	3
827	том смысле	1	3
828	бы не	3	3
829	каждого из	1	3
830	ему и	1	3
831	к другому	1	3
832	от тестя	1	3
833	рассказ о	3	3
834	требует чтобы	1	3
835	только мы	1	3
836	тех пор	1	3
837	только один	1	3
838	на небесах	4	3
839	как если	1	3
840	при анализе	1	3
841	тем же	1	3
842	начиная с	1	3
843	нельзя сказать	1	3
844	и после	1	3
845	или другой	1	3
846	могли быть	1	3
847	как к	2	3
848	именно к	1	3
849	мог быть	1	3
850	одна и	1	3
851	и дело	1	3
852	также имеет	1	3
853	а все	1	3
854	все равно	2	3
855	это всегда	4	3
856	с теми	1	3
857	верхом на	1	3
858	долгое время	1	3
859	он состоит	1	3
860	в такой	2	3
861	один и	1	3
862	или их	1	3
863	страны мертвых	1	3
864	это как	2	3
865	этот факт	1	3
866	что можно	1	3
867	в тексте	26	3
868	иное явление	1	3
869	наоборот в	1	3
870	никому не	1	3
871	к женщине	1	3
872	сказки как	1	3
873	он с	1	3
874	жизнью и	2	3
875	для всех	1	3
876	исходя из	5	3
877	которая в	3	3
878	он всегда	1	3
879	в борьбе	2	3
880	или во	1	3
881	обоих случаях	2	3
882	нам уже	1	3
883	при таком	2	3
884	речь идет	2	3
885	при всей	4	3
886	его из	1	3
887	и такие	1	3
888	имеет в	1	3
889	но то	1	3
890	меня к	1	3
891	этого мира	2	3
892	вследствие чего	1	3
893	в мировом	2	3
894	еще ничего	1	3
895	от нас	1	3
896	а мы	1	3
897	исключают друг	1	3
898	в системе	1	3
899	едва ли	4	3
900	собой и	1	3
901	должно быть	2	3
902	собой в	2	3
903	есть у	1	3
904	ни было	4	3
905	имеем дело	7	3
906	сколько бы	3	3
907	входят в	1	3
908	в несколько	1	3
909	как его	1	3
910	мире и	2	3
911	то ни	3	3
912	все те	1	3
913	а от	1	3
914	она сама	1	3
915	быть понят	1	3
916	всего в	3	3
917	приближается к	1	3
918	представить себе	1	3
919	только не	6	3
920	тестя к	1	3
921	из того	5	3
922	оказывается в	2	3
923	в обратном	1	3
924	оно есть	1	3
925	имеет отношение	1	3
926	относятся к	1	3
927	меньшей мере	1	3
928	которые могут	1	3
929	как нам	1	3
930	герой его	1	3
931	иных случаях	1	3
932	вследствие этого	5	3
933	и до	3	3
934	уже известно	1	3
935	точку зрения	1	3
936	из этой	1	3
937	от начала	1	3
938	при встрече	4	3
939	в формах	1	3
940	непосредственно в	1	3
941	самые разнообразные	1	3
942	бы с	2	3
943	понимать как	3	3
944	по смыслу	1	3
945	оно в	2	3
946	она должна	1	3
947	связь этих	1	3
948	в науке	1	3
949	говорит я	1	3
950	останавливаться на	1	3
951	знает и	1	3
952	как их	1	3
953	бы он	1	3
954	означало бы	1	3
955	рода и	2	3
956	на войне	1	3
957	которое однако	1	2
958	они являются	1	2
959	этого персонажа	2	2
960	особенно при	1	2
961	необходима для	1	2
962	в большей	1	2
963	же эти	1	2
964	в центре	3	2
965	по пути	1	2
966	героя как	2	2
967	к другим	2	2
968	смерть в	1	2
969	этом можно	1	2
970	предмета и	1	2
971	большей или	4	2
972	свою собственную	1	2
973	свой смысл	1	2
974	обращает на	3	2
975	и третий	1	2
976	в предыдущих	1	2
977	прямо на	1	2
978	о возвращении	1	2
979	одной и	1	2
980	с верой	1	2
981	свою очередь	1	2
982	то его	2	2
983	он содержит	1	2
984	с другим	5	2
985	мы ни	1	2
986	него не	1	2
987	в основу	1	2
988	вещи и	1	2
989	тот что	1	2
990	выхода из	1	2
991	широко распространенная	1	2
992	человека а	1	2
993	к ее	1	2
994	то о	1	2
995	ей и	1	2
996	мировом фольклоре	1	2
997	жизни так	1	2
998	стране мертвых	1	2
999	по-видимому не	1	2
1000	за пределами	3	2
1001	однако этот	1	2
1002	объединены в	1	2
1003	меня я	1	2
1004	как миф	1	2
1005	и вышел	1	2
1006	в конечном	6	2
1007	своему собственному	1	2
1008	ли и	1	2
1009	смерти чтобы	1	2
1010	как по	1	2
1011	не остается	2	2
1012	человек и	2	2
1013	следует понимать	2	2
1014	по одному	1	2
1015	ниже при	1	2
1016	сохраняется и	1	2
1017	говорилось о	1	2
1018	царских детях	1	2
1019	ему во	1	2
1020	полагает что	1	2
1021	вопрос об	3	2
1022	приобщение к	1	2
1023	выступает в	2	2
1024	в сон	1	2
1025	т п	3	2
1026	он ничего	1	2
1027	все остальные	1	2
1028	теперь уже	1	2
1029	которые и	1	2
1030	с какой	1	2
1031	говорится и	1	2
1032	этих трех	1	2
1033	на свой	1	2
1034	одно и	2	2
1035	соединении с	1	2
1036	инициации в	1	2
1037	не сами	2	2
1038	то или	1	2
1039	она была	1	2
1040	а тем	1	2
1041	и несколько	1	2
1042	не само	1	2
1043	что для	1	2
1044	или о	1	2
1045	бы ни	2	2
1046	форма этого	1	2
1047	героя он	1	2
1048	не мешает	1	2
1049	мы встречаем	1	2
1050	и должны	1	2
1051	на первом	1	2
1052	другие и	1	2
1053	показывает и	1	2
1054	и далее	1	2
1055	с некоторым	1	2
1056	сам по	1	2
1057	сюжета и	1	2
1058	функции и	1	2
1059	обряда инициации	1	2
1060	в особый	1	2
1061	вот и	1	2
1062	наша цель	1	2
1063	или выражаясь	1	2
1064	между ним	1	2
1065	которого не	1	2
1066	что вообще	1	2
1067	выступает как	1	2
1068	не входит	1	2
1069	показать как	1	2
1070	смерти то	1	2
1071	где у	1	2
1072	тогда я	1	2
1073	в центральной	1	2
1074	она обладает	1	2
1075	наконец в	1	2
1076	и сказать	1	2
1077	со всей	1	2
1078	и вся	1	2
1079	от других	1	2
1080	без другого	2	2
1081	на примере	3	2
1082	себе ничего	1	2
1083	отсюда вытекает	1	2
1084	вот этот	1	2
1085	ибо он	1	2
1086	нет и	2	2
1087	в данной	1	2
1088	событий в	1	2
1089	обратиться к	4	2
1090	не поддается	1	2
1091	в полном	2	2
1092	для всего	1	2
1093	что одно	1	2
1094	что с	1	2
1095	слова а	1	2
1096	к месту	2	2
1097	участие в	1	2
1098	таком случае	5	2
1099	знания и	1	2
1100	содержат в	1	2
1101	борьбу с	2	2
1102	с небом	1	2
1103	материал для	1	2
1104	этого рода	2	2
1105	за этим	1	2
1106	об этих	2	2
1107	о царских	1	2
1108	иметь для	1	2
1109	но нельзя	1	2
1110	которая при	1	2
1111	и таким	1	2
1112	высокой ступени	1	2
1113	за которой	1	2
1114	в полной	3	2
1115	в поле	4	2
1116	случае если	1	2
1117	у того	1	2
1118	одежду и	1	2
1119	при приближении	1	2
1120	не следует	6	2
1121	самое время	2	2
1122	при всем	1	2
1123	ставит себе	1	2
1124	числе и	1	2
1125	случае это	2	2
1126	лицо и	1	2
1127	в ходе	5	2
1128	действительно не	1	2
1129	место в	3	2
1130	даже из	1	2
1131	я все	1	2
1132	может и	2	2
1133	однако все	1	2
1134	к совершенно	1	2
1135	здесь имеются	1	2
1136	они приобретают	1	2
1137	более высокой	2	2
1138	над нами	2	2
1139	аналогия с	1	2
1140	можно и	1	2
1141	все люди	1	2
1142	сама по	1	2
1143	отношения не	1	2
1144	это лишь	1	2
1145	чем ее	1	2
1146	одному из	2	2
1147	самом же	1	2
1148	требует от	1	2
1149	и другими	2	2
1150	обращаясь к	2	2
1151	и была	1	2
1152	а во-вторых	1	2
1153	помнить что	1	2
1154	однако между	1	2
1155	почти все	1	2
1156	и смерть	2	2
1157	его что	1	2
1158	случайно и	1	2
1159	и наиболее	1	2
1160	от лица	1	2
1161	подобные примеры	1	2
1162	наиболее древние	1	2
1163	она получает	1	2
1164	и остается	1	2
1165	уже было	1	2
1166	говорить о	3	2
1167	или точнее	2	2
1168	вернуться к	1	2
1169	этот странный	1	2
1170	действительность но	1	2
1171	быть в	1	2
1172	объяснение в	1	2
1173	в нашем	3	2
1174	как я	1	2
1175	на того	1	2
1176	нам как	1	2
1177	и входит	1	2
1178	ли эта	1	2
1179	есть выражение	1	2
1180	по возвращении	1	2
1181	то оно	1	2
1182	так она	1	2
1183	же деле	1	2
1184	того или	3	2
1185	далеко за	1	2
1186	не о	3	2
1187	уже говорилось	5	2
1188	в изложении	2	2
1189	мне в	1	2
1190	из мифа	1	2
1191	меньшей степени	1	2
1192	себя как	1	2
1193	в мире	14	2
1194	служит для	2	2
1195	на себе	3	2
1196	я был	1	2
1197	остается в	2	2
1198	должны помнить	1	2
1199	не одного	1	2
1200	на материал	1	2
1201	за столом	1	2
1202	не более	4	2
1203	человека который	1	2
1204	которых это	1	2
1205	очень близки	1	2
1206	в приведенном	1	2
1207	также может	3	2
1208	несколько ниже	1	2
1209	например не	1	2
1210	или меньшей	4	2
1211	в достаточной	1	2
1212	роль при	1	2
1213	не значит	1	2
1214	до смерти	1	2
1215	в окно	2	2
1216	причем для	1	2
1217	часто с	1	2
1218	потустороннего мира	1	2
1219	таков например	1	2
1220	взгляд на	2	2
1221	из возможных	2	2
1222	в состав	3	2
1223	безотносительно к	2	2
1224	прямо говорит	1	2
1225	например если	1	2
1226	на ее	1	2
1227	и оставляет	1	2
1228	впрочем в	1	2
1229	учение о	1	2
1230	в сущности	10	2
1231	на своего	1	2
1232	на лице	2	2
1233	одна или	1	2
1234	связывается с	2	2
1235	как с	1	2
1236	этому мы	1	2
1237	в самой	1	2
1238	есть нечто	1	2
1239	отличаются от	1	2
1240	рассматривается в	1	2
1241	на улицу	1	2
1242	о своей	2	2
1243	это также	1	2
1244	в процессе	2	2
1245	порой в	1	2
1246	и жизни	1	2
1247	у одного	1	2
1248	всей своей	1	2
1249	в любой	1	2
1250	ниже что	1	2
1251	только одно	2	2
1252	его своей	1	2
1253	и мне	2	2
1254	совпадает с	6	2
1255	по земле	1	2
1256	не должно	1	2
1257	а может	1	2
1258	или иных	3	2
1259	а о	1	2
1260	силы в	1	2
1261	и легко	1	2
1262	и исторически	1	2
1263	а и	1	2
1264	в композиции	1	2
1265	то она	1	2
1266	мертвых но	1	2
1267	к миру	1	2
1268	в сознании	6	2
1269	видел в	1	2
1270	от степени	1	2
1271	когда речь	1	2
1272	этот процесс	1	2
1273	свидетельствует о	4	2
1274	однако как	2	2
1275	материала и	1	2
1276	основе которого	1	2
1277	мире в	1	2
1278	со смертью	4	2
1279	черта в	1	2
1280	есть уже	1	2
1281	в рамках	5	2
1282	и социальные	1	2
1283	виду что	1	2
1284	герою это	1	2
1285	случае не	2	2
1286	является также	1	2
1287	но я	1	2
1288	исходили из	1	2
1289	вступающего в	1	2
1290	зная что	1	2
1291	жизнь и	1	2
1292	сюжета в	1	2
1293	обряд инициации	1	2
1294	более чем	4	2
1295	вполне могла	1	2
1296	к чему-то	1	2
1297	другого и	1	2
1298	нельзя не	1	2
1299	и функционально	1	2
1300	и во-вторых	1	2
1301	характерно для	1	2
1302	частности в	2	2
1303	явлений в	1	2
1304	время они	1	2
1305	с кем	1	2
1306	именно здесь	2	2
1307	лишь в	12	2
1308	по той	1	2
1309	стол и	1	2
1310	над его	1	2
1311	или несколько	1	2
1312	и конец	1	2
1313	все более	1	2
1314	если на	1	2
1315	все того	2	2
