N	3gram	Losev_Vesc	Analitik
170	и во всех	1	1
171	все еще не	1	1
172	и многих других	1	1
173	не только мы	1	1
174	свидетельствует о том	3	1
175	на вопрос о	1	1
176	тот же самый	1	1
177	не имеющие никакого	1	1
178	одно из самых	1	1
179	есть он сам	1	1
180	в качестве одного	1	1
181	уже и не	1	1
182	уже по одному	1	1
183	для логического анализа	1	1
184	что у него	1	1
185	с ним самим	1	1
186	того же смысла	1	1
187	из них в	1	1
188	именно потому что	1	1
189	чего бы то	2	1
190	этих моментов в	1	1
191	он ничего не	2	1
192	с этой стороны	1	1
193	в самой себе	1	1
194	в отношении к	2	1
195	прежде всего к	1	1
196	в конце концов	2	1
197	функции и не	1	1
198	однако при всем	1	1
199	я начинаю понимать	1	1
200	отнюдь не всегда	1	1
201	само по себе	4	1
202	и вместе с	1	1
203	нельзя сказать что	2	1
204	сводится к одному	2	1
205	сам не был	1	1
206	и таким образом	2	1
207	то ни другое	1	1
208	потому оно есть	1	1
209	это было в	1	1
210	в отдельности и	2	1
211	как и кантовские	1	1
212	а затем и	2	1
213	быть может наиболее	1	1
214	и а и	1	1
215	разумеется нет и	1	1
216	что как бы	1	1
217	и та и	1	1
218	свое время была	2	1
219	имеет дело с	1	1
220	другого и не	1	1
221	самим по себе	1	1
222	мы видим как	1	1
223	вещи и не	2	1
224	с тех пор	1	1
225	есть энергия сущности	1	1
226	из самого себя	1	1
227	не нуждается в	1	1
228	все же не	3	1
229	только то что	3	1
230	на самом же	1	1
231	тех пор как	1	1
232	когда говорится о	2	1
233	один из наиболее	1	1
234	с ними в	1	1
235	том смысле что	1	1
236	если не будет	2	1
237	не мог бы	2	1
238	предполагает в качестве	1	1
239	себя самого все	1	1
240	случае не есть	2	1
241	с тем же	1	1
242	вместе с тем	3	1
243	и потому оно	1	1
244	принципиально не может	2	1
245	вмещает в себя	1	1
246	самом же деле	1	1
247	качестве одного из	1	1
248	и может быть	1	1
249	во всех языках	1	1
250	в том смысле	1	1
251	может быть ни	3	1
252	как и вся	1	1
253	и в особенности	1	1
254	из себя в	1	1
255	это уже не	1	1
256	ту или иную	3	1
257	было бы сказать	2	1
258	как это было	1	1
259	перед нами как	1	1
260	есть вещь но	1	1
261	но и к	1	1
262	только в том	1	1
263	того что мы	1	1
264	ни на что	1	1
265	да и в	1	1
266	этот самый смысл	1	1
267	в то время	4	1
268	она есть нечто	1	1
269	свое внимание на	1	1
270	как к чему-то	1	1
271	то и другое	6	1
272	в силу тех	1	1
273	так как будто	1	1
274	уже не может	3	1
275	он не есть	1	1
276	вопрос о том	2	1
277	относится не только	1	1
278	равно как и	4	1
279	должно быть понято	2	1
280	я не могу	1	1
281	но и все	1	1
282	и в частности	2	1
283	и здесь мы	1	1
284	что же оно	1	1
285	далеко не все	1	1
286	самим собою в	1	1
287	не есть она	2	1
288	только тогда когда	2	1
289	как раз в	2	1
290	по меньшей мере	1	1
291	в вещи и	2	1
292	но все те	1	1
293	ни о чем	1	1
294	как бы ни	2	1
295	я в свою	1	1
296	он и не	1	1
297	силу тех или	1	1
298	содержат в себе	1	1
299	есть она сама	2	1
300	в собственном смысле	3	1
301	с ним и	1	1
302	и есть не	3	1
303	она может быть	2	1
304	вообще и тем	1	1
305	или хотя бы	1	1
306	это отнюдь не	1	1
307	все что мы	1	1
308	то что мы	3	1
309	то зачем же	2	1
310	между прочим и	1	1
311	на что не	1	1
312	тому как мы	1	1
313	оно может быть	1	1
314	предстают перед нами	1	1
315	не предполагает что	3	1
316	что и в	1	1
317	но и для	1	1
318	самом деле не	1	1
319	еще ничего не	1	1
320	все же если	1	1
