N	2gram	Bakhtin_Fr	Sovremen
182	к которому	1	1
183	это и	10	1
184	его и	2	1
185	в свое	1	1
186	необходимо сказать	1	1
187	этого явления	1	1
188	а потому	2	1
189	во втором	3	1
190	то он	2	1
191	человека в	1	1
192	но как	1	1
193	то они	1	1
194	чем же	5	1
195	в данном	4	1
196	это конечно	4	1
197	до сих	3	1
198	все его	1	1
199	бы к	1	1
200	и внутренний	1	1
201	еще раз	1	1
202	и более	1	1
203	угодно и	1	1
204	та же	2	1
205	по преимуществу	2	1
206	века с	2	1
207	в действительности	1	1
208	все три	2	1
209	безусловно не	1	1
210	жизнь человека	1	1
211	все элементы	1	1
212	от его	4	1
213	что иное	1	1
214	в живой	1	1
215	предыдущей главе	1	1
216	видим что	2	1
217	в процессе	1	1
218	с жизнью	4	1
219	данном случае	4	1
220	течение нескольких	1	1
221	в очень	1	1
222	как одной	1	1
223	же был	1	1
224	не имеют	1	1
225	связи с	7	1
226	например у	1	1
227	здесь нет	4	1
228	раз и	1	1
229	в самый	1	1
230	этот процесс	3	1
231	если в	3	1
232	на язык	1	1
233	очень часто	4	1
234	мы уже	13	1
235	это как	1	1
236	несколько слов	2	1
237	почти не	2	1
238	же этот	2	1
239	в первое	1	1
240	его с	1	1
241	в течение	3	1
242	но еще	1	1
243	ровно ничего	2	1
244	захотел то	1	1
245	но затем	2	1
246	что уже	1	1
247	одной стороны	2	1
248	и ни	3	1
249	на другой	1	1
250	это то	1	1
251	одна и	1	1
252	и у	7	1
253	и речи	2	1
254	в другом	4	1
255	а из	1	1
256	сложное и	1	1
257	несмотря на	3	1
258	это только	1	1
259	том как	2	1
260	в ней	10	1
261	из всех	1	1
262	на ней	1	1
263	мира но	1	1
264	что эта	3	1
265	своими собственными	1	1
266	положение в	1	1
267	этот был	2	1
268	хотя и	6	1
269	вражда к	1	1
270	с другой	3	1
271	и тогда	1	1
272	концепции все	1	1
273	в этот	3	1
274	подчеркнуть что	5	1
275	с ним	6	1
276	это уже	1	1
277	на которых	1	1
278	что вся	1	1
279	он не	9	1
280	кроме того	11	1
281	в миниатюре	1	1
282	же необходимо	1	1
283	и из	1	1
284	под руководством	1	1
285	себя самого	2	1
286	когда этот	1	1
287	и т.п	31	1
288	всюду где	1	1
289	и той	1	1
290	никакому сомнению	1	1
291	одной и	1	1
292	громадную роль	2	1
293	развития и	1	1
294	оно касается	1	1
295	не будет	2	1
296	она дает	2	1
297	что с	1	1
298	те же	1	1
299	между двумя	1	1
300	что дело	3	1
301	роль которую	1	1
302	а затем	7	1
303	от античного	1	1
304	как у	2	1
305	и вся	2	1
306	поэтому в	4	1
307	нескольких дней	1	1
308	только на	1	1
309	но они	6	1
310	и таких	1	1
311	и их	6	1
312	и всегда	1	1
313	всего мы	1	1
314	нужно сказать	4	1
315	все что	3	1
316	не приходится	1	1
317	и та	2	1
318	и при	2	1
319	на самом	8	1
320	здесь в	9	1
321	на которой	1	1
322	самое что	1	1
323	что каждый	1	1
324	для них	2	1
325	совершенно так	2	1
326	можно было	5	1
327	xix века	1	1
328	и наиболее	2	1
329	этим вопросом	1	1
330	ни в	5	1
331	внешней стороне	1	1
332	но только	1	1
333	и от	6	1
334	в начале	2	1
335	нами в	2	1
336	по отношению	1	1
337	еще в	3	1
338	говорить что	1	1
339	утверждает что	1	1
340	стороны и	1	1
341	роль играет	4	1
342	конечно не	5	1
343	весь мир	10	1
344	и само	2	1
345	и тот	2	1
346	и те	1	1
347	только в	6	1
348	которая не	2	1
349	раз он	1	1
350	этот вопрос	1	1
351	углом зрения	1	1
352	различия между	1	1
353	же время	14	1
354	не случайно	3	1
355	так же	13	1
356	конечно нет	1	1
357	его в	10	1
358	ведь если	1	1
359	существо и	1	1
360	в обоих	1	1
361	от двух	1	1
362	отметить что	3	1
363	свободы и	2	1
364	себе в	1	1
365	в большинстве	6	1
366	нуждаются в	1	1
367	должен был	1	1
368	в конечном	1	1
369	чем в	1	1
370	всегда будет	1	1
371	пример такого	1	1
372	в своих	1	1
373	не было	3	1
374	в предыдущей	1	1
375	с его	11	1
376	один из	6	1
377	в духе	4	1
378	и всюду	1	1
379	на это	1	1
380	если бы	2	1
381	всех трех	2	1
382	не знает	1	1
383	или в	3	1
384	под углом	1	1
385	этой системы	1	1
386	внешний и	1	1
387	в западной	1	1
388	из одной	1	1
389	можно говорить	2	1
390	очень мало	1	1
391	много и	1	1
392	ничего общего	1	1
393	ни о	2	1
394	наших дней	1	1
395	и еще	1	1
396	всех деталях	2	1
397	в пьесе	2	1
398	как его	2	1
399	другой день	1	1
400	в эту	2	1
401	на такой	1	1
402	и философы	1	1
403	развиваются в	1	1
404	вообще и	1	1
405	мы говорим	1	1
406	но эта	3	1
407	теперь мы	1	1
408	дело в	5	1
409	в споре	2	1
410	позволит нам	1	1
411	о каком	1	1
412	же как	4	1
413	по существу	4	1
414	сказать что	12	1
415	и эта	2	1
416	форму и	1	1
417	в ту	3	1
418	сил а	1	1
419	именно в	5	1
420	затем он	1	1
421	законов и	2	1
422	и до	3	1
423	времени не	1	1
424	конечном счете	1	1
425	благодаря этому	3	1
426	обратимся к	2	1
427	отношению к	1	1
428	в основу	2	1
429	одной из	6	1
430	значительно позже	1	1
431	формы или	1	1
432	случае не	1	1
433	в своем	13	1
434	в корне	2	1
435	она и	2	1
436	необходимости и	3	1
437	уже знаем	1	1
438	в связи	5	1
439	между ними	4	1
440	мы будем	2	1
441	одном случае	1	1
442	конечно совершенно	1	1
443	во всей	1	1
444	том что	13	1
445	обоих случаях	1	1
446	характерное для	1	1
447	до наших	1	1
448	рядом с	6	1
449	своему существу	1	1
450	в мире	1	1
451	и прежде	4	1
452	всеми его	2	1
453	на эту	3	1
454	можем сказать	1	1
455	дома и	1	1
456	жизни в	3	1
457	но не	6	1
458	дело идет	3	1
459	так в	3	1
460	бы эти	1	1
461	нельзя сказать	1	1
462	но если	1	1
463	здесь и	12	1
464	они не	5	1
465	к концу	2	1
466	правда не	1	1
467	оно может	1	1
468	через все	2	1
469	не имеет	4	1
470	при каких	1	1
471	в природе	1	1
472	их на	1	1
473	к этому	4	1
474	там где	10	1
475	вся эта	1	1
476	в то	17	1
477	один смысл	1	1
478	и только	2	1
479	функций в	1	1
480	один и	1	1
481	по его	1	1
482	за все	2	1
483	ли он	2	1
484	это совершенно	1	1
485	этой области	1	1
486	только и	1	1
487	это направление	2	1
488	пусть это	1	1
489	но это	10	1
490	независимо от	3	1
491	когда в	2	1
492	но уже	1	1
493	и для	4	1
494	нас на	1	1
495	с ее	7	1
496	при которых	1	1
497	проследим же	1	1
498	не из	1	1
499	не что	1	1
500	и это	5	1
501	того же	6	1
502	сказать несколько	1	1
503	все время	3	1
504	и если	3	1
505	только о	2	1
506	должен быть	2	1
507	он с	1	1
508	на части	10	1
509	и его	19	1
510	и особенно	1	1
511	и становится	1	1
512	вовсе не	19	1
513	строят в	1	1
514	и свою	1	1
515	жизни где	1	1
516	о том	8	1
517	сих пор	3	1
518	в заключение	3	1
519	есть не	1	1
520	и вообще	3	1
521	играть в	1	1
522	иное как	1	1
523	он начал	1	1
524	человека и	1	1
525	к нему	5	1
526	более недопустимо	1	1
527	никогда не	6	1
528	той или	1	1
529	на них	2	1
530	нас есть	1	1
