N	2gram	Propp_Isto	Sovremen
110	не будем	7	2
111	мы знаем	10	2
112	не дает	2	2
113	в которую	3	2
114	еще более	1	2
115	можно назвать	3	2
116	то ни	2	2
117	что это	12	2
118	или же	1	2
119	что при	3	2
120	через некоторое	1	2
121	быть и	1	2
122	в некоторых	4	2
123	только одну	1	2
124	из которых	3	2
125	что такое	3	2
126	может иметь	2	2
127	говорить о	1	2
128	на его	2	2
129	у него	5	2
130	не могут	3	2
131	в виде	2	2
132	а на	1	2
133	и даже	4	2
134	самом деле	2	2
135	в которой	2	2
136	но все	9	2
137	некоторое время	3	2
138	к чему	4	2
139	же самое	3	2
140	как мы	3	2
141	она может	1	2
142	тем же	1	2
143	и во	1	2
144	той же	1	2
145	могут быть	5	2
146	и будет	1	2
147	в таком	1	2
148	в нашем	1	2
149	уже не	3	2
150	мы этого	3	2
151	не знаем	3	2
152	и есть	5	2
153	и они	5	2
154	и именно	2	2
155	на этот	2	2
156	такой же	2	2
157	на этом	3	2
158	но очень	1	2
159	роль в	3	2
160	не менее	7	2
161	так сказать	3	2
162	же мы	1	2
163	этой стадии	2	2
164	приводит к	3	2
165	и по	4	2
166	времени и	1	2
167	в и	1	2
168	на котором	5	2
169	с другом	3	2
170	свою собственную	1	2
171	в один	1	2
172	известных нам	1	2
173	знаем что	9	2
174	на другом	1	2
175	тот же	3	2
176	жизни мы	1	2
177	он должен	3	2
178	данной области	1	1
179	а будущая	1	1
180	во всех	3	1
181	все они	1	1
182	бы то	2	1
183	которые в	3	1
184	этого и	1	1
185	к которому	5	1
186	это и	1	1
187	его и	6	1
188	этом случае	3	1
189	объяснение этого	1	1
190	только не	1	1
191	но можно	2	1
192	этого явления	4	1
193	искать в	1	1
194	том случае	1	1
195	влечет за	2	1
196	то он	2	1
197	только все	1	1
198	человека в	1	1
199	но вопрос	1	1
200	но как	2	1
201	и снова	1	1
202	поэтому что	1	1
203	только из	2	1
204	это конечно	3	1
205	до сих	11	1
206	что задача	1	1
207	бы к	1	1
208	и более	3	1
209	та же	1	1
210	пор в	1	1
211	вытекает из	1	1
212	собой изменение	1	1
213	мы постараемся	2	1
214	в постановке	1	1
215	и иначе	1	1
216	в действительности	2	1
217	все три	1	1
218	в объяснении	1	1
219	все элементы	1	1
220	его мнению	2	1
221	от его	2	1
222	что иное	3	1
223	видим что	13	1
224	в процессе	1	1
225	в очень	4	1
226	свои позиции	1	1
227	же был	1	1
228	не имеют	1	1
229	связи с	10	1
230	например у	2	1
231	здесь нет	2	1
232	раз и	3	1
233	и эту	1	1
234	что сказать	1	1
235	очень часто	7	1
236	указать на	1	1
237	должно быть	2	1
238	мы уже	7	1
239	это как	1	1
240	почти не	4	1
241	раз из	1	1
242	все стадии	1	1
243	значение но	1	1
244	жизни вообще	1	1
245	его с	1	1
246	она не	6	1
247	наших целей	2	1
248	в течение	1	1
249	она в	1	1
250	но еще	1	1
251	ним и	1	1
252	обусловливает и	1	1
253	стадии развития	1	1
254	что уже	1	1
255	одной стороны	7	1
256	приводит и	1	1
257	на другой	2	1
258	на друга	1	1
259	она всегда	2	1
260	ничто не	1	1
261	и другую	1	1
262	мы имеем	25	1
263	и у	1	1
264	для наших	2	1
265	затем из	1	1
266	в другом	6	1
267	чем ее	1	1
268	то нужно	1	1
269	в древней	2	1
270	совсем не	1	1
271	несмотря на	1	1
272	это только	1	1
273	том как	3	1
274	мы всегда	1	1
275	в ней	10	1
276	из всех	2	1
277	на ней	1	1
278	достаточно для	1	1
279	поэтому совершенно	1	1
280	друг на	1	1
281	ни было	2	1
282	на второй	1	1
283	что эта	3	1
284	а может	2	1
285	на куски	5	1
286	это значит	1	1
287	хотя и	1	1
288	человек с	1	1
289	с другой	8	1
290	подлежит никакому	1	1
291	и тогда	3	1
292	а это	1	1
293	в этот	1	1
294	подчеркнуть что	2	1
295	с ним	3	1
296	другом мы	1	1
297	она уже	1	1
298	на которых	1	1
299	он не	10	1
300	кроме того	3	1
301	и из	2	1
302	когда этот	1	1
303	за собой	3	1
304	из двенадцати	1	1
305	никакому сомнению	1	1
306	не соответствует	3	1
307	но тем	1	1
308	какой бы	1	1
309	не будет	1	1
310	она дает	4	1
311	те же	1	1
312	вследствие этого	2	1
313	которому они	1	1
314	между ним	1	1
315	путь для	1	1
316	а затем	4	1
317	в область	4	1
318	мы в	4	1
319	увидим что	8	1
320	и вся	1	1
321	эта сторона	1	1
322	поэтому в	2	1
323	нескольких дней	1	1
324	совпадают с	1	1
325	только на	2	1
326	но они	6	1
327	и таких	1	1
328	пока не	5	1
329	и их	4	1
330	бы так	2	1
331	всего мы	1	1
332	остановиться на	1	1
333	обратном порядке	2	1
334	и та	1	1
335	правда и	2	1
336	для объяснения	2	1
337	это или	1	1
338	на самом	3	1
339	здесь в	4	1
340	на которой	2	1
341	только тот	1	1
342	самое что	3	1
343	для них	1	1
344	эта система	1	1
345	сколько угодно	1	1
346	можно было	8	1
347	быть сведен	1	1
348	и должно	3	1
349	xix века	2	1
350	ни в	2	1
351	от другого	1	1
352	а при	1	1
353	делится на	1	1
354	и от	2	1
355	в начале	3	1
356	этом направлении	1	1
357	по отношению	6	1
358	еще в	2	1
359	и наш	1	1
360	именно эти	1	1
361	более как	1	1
362	так нет	1	1
363	сторона дела	2	1
364	стороны и	1	1
365	конечно не	2	1
366	и ничего	1	1
367	и тот	3	1
368	но что	2	1
369	только в	16	1
370	в совершенно	2	1
371	раз он	1	1
372	этот вопрос	7	1
373	и может	1	1
374	видим не	1	1
375	так же	18	1
376	его в	15	1
377	ждем от	1	1
378	к живой	1	1
379	от двух	1	1
380	отметить что	1	1
381	себе в	1	1
382	в большинстве	4	1
383	природы но	1	1
384	должен был	6	1
385	в конечном	2	1
386	чем в	2	1
387	не было	3	1
388	мы вправе	1	1
389	предполагается что	1	1
390	другое это	1	1
391	один из	10	1
392	силу и	2	1
393	на это	3	1
394	не более	2	1
395	если бы	8	1
396	и несколько	1	1
397	дать не	1	1
398	не знает	7	1
399	или в	6	1
400	становится его	1	1
401	вести и	1	1
402	этого не	6	1
403	можно говорить	2	1
404	центр тяжести	1	1
405	очень мало	2	1
406	в обратном	2	1
407	много и	1	1
408	из приведенных	1	1
409	равно как	1	1
410	наших дней	2	1
411	можем поставить	1	1
412	и еще	1	1
413	их и	1	1
414	как их	1	1
415	в гости	1	1
416	как его	1	1
417	может ли	1	1
418	другой день	1	1
419	в эту	3	1
420	результате мы	1	1
421	так называемый	2	1
422	но эта	1	1
423	теперь мы	1	1
424	дело в	3	1
425	держится на	1	1
426	сами по	1	1
427	одного из	1	1
428	позволит нам	1	1
429	в данной	2	1
430	природы и	1	1
431	же как	7	1
432	по существу	7	1
433	сказать что	7	1
434	и эта	1	1
435	быть только	1	1
436	дальше за	1	1
437	и им	1	1
438	в ту	2	1
439	таких случаев	4	1
440	как происходит	1	1
441	именно в	5	1
442	уже на	2	1
443	такое же	1	1
444	но никогда	1	1
445	представление о	3	1
446	это делает	2	1
447	мы это	1	1
448	при которой	2	1
449	его значения	1	1
450	виде и	1	1
451	обратимся к	3	1
452	отношению к	6	1
453	в основу	2	1
454	одной из	6	1
455	этого можно	1	1
456	в своем	5	1
457	она и	2	1
458	уже знаем	3	1
459	но ведь	1	1
460	этом смысле	1	1
461	может оказаться	3	1
462	в связи	7	1
463	в какой	4	1
464	между ними	2	1
465	необходимо для	1	1
466	мы будем	5	1
467	одном случае	1	1
468	значение этих	1	1
469	во всей	2	1
470	выйдут наружу	1	1
471	в деталях	1	1
472	следить дальше	1	1
473	у читателя	1	1
474	я мог	1	1
475	с поразительной	1	1
476	том что	11	1
477	что такой	1	1
478	до наших	2	1
479	же остается	1	1
480	и прежде	1	1
481	на эту	3	1
482	можем сказать	1	1
483	целого на	1	1
484	но не	7	1
485	дело идет	1	1
486	так в	7	1
487	нельзя сказать	1	1
488	но этим	2	1
489	но если	4	1
490	они не	8	1
491	к концу	1	1
492	по себе	4	1
493	он сам	1	1
494	науки в	1	1
495	в следующих	1	1
496	оно может	2	1
497	при каких	1	1
498	в природе	1	1
499	и могут	1	1
500	к этому	2	1
501	и сделал	2	1
502	в такой	2	1
503	все более	1	1
504	там где	5	1
505	эту сторону	1	1
506	вся эта	1	1
507	в то	4	1
508	и только	4	1
509	один и	2	1
510	значит что	2	1
511	по его	3	1
512	ли он	3	1
513	древней греции	1	1
514	и следовательно	1	1
515	или нет	1	1
516	но это	8	1
517	для чего	1	1
518	независимо от	1	1
519	но уже	3	1
520	и для	5	1
521	есть то	1	1
522	природой и	1	1
523	вопрос и	1	1
524	с ее	2	1
525	не из	1	1
526	таким же	1	1
527	не что	3	1
528	и это	2	1
529	точка зрения	2	1
530	такое объяснение	1	1
531	нет в	2	1
532	и если	4	1
533	только о	2	1
534	должен быть	3	1
535	он с	1	1
536	и его	5	1
537	его здесь	1	1
538	случае когда	1	1
539	развития на	2	1
540	вовсе не	3	1
541	нашей науки	1	1
542	положение на	1	1
543	имеет вид	1	1
544	о том	12	1
545	сих пор	12	1
546	есть не	2	1
547	мы проследим	1	1
548	иное как	3	1
549	если уже	1	1
550	короче и	1	1
551	он начал	1	1
552	к нему	3	1
553	никогда не	25	1
554	на них	2	1
555	нас есть	1	1
556	а потом	4	1
