N	2gram	Potebnia_M	RusskieA
244	она как	1	4
245	несмотря на	5	4
246	как можно	1	4
247	но он	3	4
248	а за	1	4
249	которое в	1	4
250	нет но	4	4
251	тем и	1	4
252	этот вопрос	2	4
253	ко времени	1	4
254	не подтверждается	1	4
255	природы и	1	4
256	что для	5	4
257	но есть	1	4
258	могут быть	17	4
259	и от	5	4
260	и здесь	1	4
261	та же	1	4
262	за ним	2	4
263	что этим	1	4
264	если в	3	4
265	и при	6	4
266	и другим	1	4
267	не на	3	4
268	то время	3	4
269	вряд ли	2	4
270	в круг	1	4
271	что сила	1	4
272	где есть	1	4
273	и до	1	4
274	связанных с	1	4
275	и там	1	4
276	переход от	2	4
277	на две	2	4
278	в образе	1	4
279	этого слова	5	4
280	всяком случае	7	4
281	и многие	1	4
282	нас не	1	4
283	уже в	5	4
284	его и	1	4
285	в старину	1	4
286	в таких	2	4
287	такой же	4	4
288	а к	1	4
289	отличие от	1	4
290	в ней	9	4
291	по всей	2	4
292	к ней	3	4
293	которые в	1	4
294	и ее	1	4
295	можно будет	1	4
296	и тогда	2	4
297	таким же	3	4
298	иное как	2	4
299	что один	1	3
300	все что	5	3
301	к другу	1	3
302	же и	1	3
303	которые не	5	3
304	судить о	3	3
305	в какой	2	3
306	в виду	2	3
307	связь с	2	3
308	более или	6	3
309	есть в	4	3
310	можно объяснить	1	3
311	видно из	3	3
312	имеет место	4	3
313	а именно	1	3
314	в одно	5	3
315	в природе	11	3
316	как только	1	3
317	от этого	2	3
318	или ее	1	3
319	на природу	3	3
320	из других	1	3
321	и такие	1	3
322	только как	5	3
323	увидим что	4	3
324	не имеем	3	3
325	в различных	1	3
326	по отношению	15	3
327	до того	2	3
328	свою очередь	8	3
329	но ни	1	3
330	как на	5	3
331	на которой	1	3
332	находится в	2	3
333	что все	4	3
334	точки зрения	8	3
335	что именно	2	3
336	именно с	1	3
337	какой степени	1	3
338	никогда не	7	3
339	ее и	1	3
340	как средство	2	3
341	с одной	7	3
342	мы знаем	2	3
343	на него	6	3
344	хотя и	6	3
345	в ее	2	3
346	тому же	1	3
347	или не	3	3
348	в которой	5	3
349	же значение	1	3
350	из приведенных	1	3
351	очевидно что	5	3
352	связанными с	1	3
353	сходство с	2	3
354	iii в	1	3
355	большинстве случаев	1	3
356	в области	1	3
357	и это	3	3
358	в эту	2	3
359	сих пор	5	3
360	человека а	1	3
361	на другой	2	3
362	но можно	1	3
363	к слову	1	3
364	совсем не	1	3
365	с таким	3	3
366	ней в	1	3
367	его к	3	3
368	всех этих	2	3
369	чтобы не	3	3
370	любви и	1	3
371	до сих	5	3
372	друг к	1	3
373	то есть	69	3
374	также что	2	3
375	известно что	3	3
376	независимо от	15	3
377	если бы	23	3
378	их и	2	3
379	в своей	3	3
380	можно назвать	1	3
381	относятся к	2	3
382	том как	6	3
383	на каждом	1	3
384	не во	3	3
385	на другие	1	3
386	с точки	4	3
387	и поэтому	2	3
388	тех пор	2	3
389	значение и	4	3
390	с которой	1	3
391	каждый из	1	3
392	и наоборот	10	3
393	по народному	1	3
394	и во	6	3
395	при котором	3	3
396	на этот	2	3
397	не имели	1	3
398	здесь не	2	3
399	они были	1	3
400	в самих	1	3
401	и то	4	3
402	только по	5	3
403	ее на	1	3
404	из основных	2	3
405	такое же	3	3
406	что с	3	3
407	же не	2	3
408	ее к	1	3
409	с другими	3	3
410	этом не	2	3
411	которые как	1	3
412	они могли	2	3
413	между собою	10	3
414	можно предположить	1	3
415	на все	5	3
416	по его	7	3
417	или менее	6	3
418	в одной	2	3
419	до тех	1	3
420	когда он	1	3
421	что касается	2	3
422	как он	5	3
423	но вместе	4	3
424	думать что	6	3
425	в большинстве	1	3
426	на других	1	3
427	отношению к	13	3
428	место в	3	3
429	на то	5	3
430	и его	7	3
431	слова в	7	3
432	и другое	7	3
433	не к	1	3
434	такой взгляд	2	2
435	это на	1	2
436	от него	8	2
437	несомненно что	2	2
438	к этой	3	2
439	с этой	3	2
440	тем как	3	2
441	но тем	6	2
442	не как	4	2
443	время не	1	2
444	нас в	2	2
445	например с	2	2
446	его от	2	2
447	чтобы она	1	2
448	другой стороны	7	2
449	сходство между	2	2
450	но что	2	2
451	и которые	3	2
452	по себе	24	2
453	на основании	3	2
454	значение что	1	2
455	в духе	1	2
456	от одного	2	2
457	ни одна	2	2
458	из нее	2	2
459	равно как	1	2
460	из всего	2	2
461	если он	1	2
462	принадлежат к	1	2
463	классификация по	1	2
464	его мнению	4	2
465	когда в	3	2
466	и следовательно	4	2
467	по тому	1	2
468	но мы	3	2
469	следующее в	2	2
470	состоит не	1	2
471	можно сказать	1	2
472	во все	2	2
473	можно считать	2	2
474	раз и	1	2
475	но даже	2	2
476	одной стороны	6	2
477	другу и	2	2
478	и должна	1	2
479	оно как	1	2
480	с развитием	1	2
481	между двумя	1	2
482	на которые	1	2
483	этим не	1	2
484	у и	2	2
485	форма этих	1	2
486	они с	2	2
487	как оно	2	2
488	себе в	2	2
489	так называемых	1	2
490	на ней	4	2
491	с другим	3	2
492	в прошлом	1	2
493	некоторое время	1	2
494	сказать что	5	2
495	в нашем	2	2
496	это так	1	2
497	только во	1	2
498	в противном	3	2
499	не имело	1	2
500	к этим	2	2
501	но так	1	2
502	все в	2	2
503	к различным	1	2
504	мы видим	5	2
505	не противоречит	3	2
506	к их	2	2
507	на которую	3	2
508	должно быть	9	2
509	время и	2	2
510	но еще	1	2
511	смысле в	5	2
512	лошадей и	1	2
513	что при	6	2
514	что такое	3	2
515	и за	1	2
516	у него	3	2
517	ее от	1	2
518	но совершенно	2	2
519	одним из	2	2
520	заключить что	3	2
521	быть только	7	2
522	как его	1	2
523	говорить что	1	2
524	между ними	2	2
525	исключительная принадлежность	1	2
526	между прочим	5	2
527	место и	1	2
528	они как	1	2
529	следовательно и	2	2
530	был не	1	2
531	из одного	3	2
532	в чем	6	2
533	имеет и	1	2
534	могло бы	4	2
535	под влиянием	10	2
536	в каждом	6	2
537	сами не	2	2
538	о происхождении	8	2
539	мы можем	10	2
540	и даже	4	2
541	подобные же	1	2
542	только с	1	2
543	представления в	1	2
544	при начале	2	2
545	не дает	2	2
546	ту же	1	2
547	не связанных	1	2
548	он не	4	2
549	решить вопрос	1	2
550	и тем	5	2
551	в развитии	2	2
552	себе на	1	2
553	не были	2	2
554	не сами	1	2
555	следует признать	1	2
556	когда мы	4	2
557	которого в	1	2
558	на некоторые	1	2
559	т п	6	2
560	общего с	3	2
561	его как	1	2
562	друг другу	4	2
563	это приводит	1	2
564	в себе	22	2
565	образом в	5	2
566	в заключение	1	2
567	из этого	2	2
568	значит что	1	2
569	для чего	1	2
570	остановиться на	1	2
571	воспоминание о	3	2
572	должны будем	1	2
573	в один	2	2
574	и сами	3	2
575	от нее	6	2
576	не так	6	2
577	и связанные	1	2
578	можно видеть	1	2
579	от людей	1	2
580	и затем	1	2
581	с и	3	2
582	в жизни	5	2
583	не всякий	1	2
584	привело к	1	2
585	в другой	4	2
586	о которой	2	2
587	утверждает что	3	2
588	от другого	3	2
589	оно не	4	2
590	во что	1	2
591	все то	2	2
592	не более	4	2
593	самом деле	2	2
594	отличаются от	1	2
595	показать что	1	2
596	их к	2	2
597	если это	2	2
598	и действительно	1	2
599	значения и	1	2
600	в одних	2	2
601	как не	4	2
602	к нам	3	2
603	и делать	2	2
604	и так	1	2
605	этим в	1	2
606	объяснить этот	1	2
607	быть назван	1	2
608	себя и	3	2
609	перед нами	1	2
610	но их	1	2
611	совершенно не	1	2
612	всем этом	2	2
613	вытекает из	3	2
614	ясно и	2	2
615	не имеют	7	2
616	такую же	2	2
617	и если	6	2
618	относится к	5	2
619	таком виде	2	2
620	не знали	2	2
621	быть не	7	2
622	не это	1	2
623	и теперь	1	2
624	что если	7	2
625	не могло	3	2
626	ее с	2	2
627	он есть	3	2
628	к другому	2	2
629	из одной	1	2
630	народного творчества	1	2
631	с нею	6	2
632	не объясняют	1	2
633	с его	3	2
634	так называемое	1	2
635	д и	2	2
636	он должен	2	2
637	судя по	5	2
638	что есть	3	2
639	но оно	3	2
640	только человек	1	2
641	ответ на	2	2
642	но на	3	2
643	в более	4	2
644	что ему	2	2
645	только одно	1	2
646	они не	5	2
647	ни с	2	2
648	между представлениями	1	2
649	или когда	1	2
650	предположение что	2	2
651	и всем	1	2
652	и всегда	3	2
653	на что	3	2
654	для него	13	2
655	к корню	1	2
656	этом отношении	1	2
657	день и	1	2
658	из своих	2	2
659	что каждый	1	2
660	были некогда	1	2
661	представлений и	1	2
662	и непосредственно	2	2
663	к заключению	1	2
664	в другую	2	2
665	но эта	1	2
666	дело в	3	2
667	и начинается	1	2
668	виду что	2	2
669	в стороне	5	2
670	случае не	1	2
671	и без	4	2
672	этой цели	3	2
673	мнение что	1	2
674	не дают	2	2
675	которые с	1	2
676	должен быть	2	2
677	и вообще	5	2
678	тем более	2	2
679	чтобы сделать	1	2
680	что эти	1	2
681	ко всему	1	2
682	разница между	5	2
683	может иметь	1	2
684	случаи когда	2	2
685	а как	3	2
686	и притом	6	2
687	и остаются	1	2
688	время а	1	2
689	в человеческом	3	2
690	в начале	2	2
691	на смерть	1	2
692	значение слова	2	2
693	недостатки этого	1	2
694	отношение к	1	2
695	для обозначения	2	2
696	их мы	1	2
697	этом и	1	2
698	же можно	1	2
699	к новому	2	2
700	если она	1	2
701	это подтверждается	1	2
702	в той	1	1
703	женщины в	1	1
704	они указывают	1	1
705	с которыми	3	1
706	в самом	5	1
707	можно заметить	5	1
708	вошло в	1	1
709	народов в	1	1
710	еще более	2	1
711	указывает на	2	1
712	только что	4	1
713	или других	1	1
714	приходят и	1	1
715	рассказ о	1	1
716	чем сильнее	2	1
717	она начинает	1	1
718	и имеет	1	1
719	случае мы	1	1
720	и народности	1	1
721	в применении	3	1
722	из всех	1	1
723	формы в	1	1
724	они уже	1	1
725	или нет	3	1
726	примыкает к	1	1
727	те же	4	1
728	примеров в	1	1
729	что дело	2	1
730	может так	1	1
731	по-видимому не	1	1
732	потому не	1	1
733	объяснить его	1	1
734	близки к	2	1
735	только из	3	1
736	быть может	6	1
737	именно эти	1	1
738	по мере	10	1
739	исторического развития	1	1
740	отдельно от	1	1
741	по времени	5	1
742	иначе чем	2	1
743	переходит к	1	1
744	тогда только	1	1
745	этом основании	2	1
746	в концах	1	1
747	когда еще	1	1
748	это должно	1	1
749	быть признана	1	1
750	в первом	5	1
751	мы начнем	1	1
752	и сам	1	1
753	во взаимной	1	1
754	на такой	2	1
755	каким образом	3	1
756	на свою	1	1
757	в некотором	2	1
758	вопрос этот	1	1
759	значении и	1	1
760	и им	1	1
761	мы и	1	1
762	его решения	1	1
763	голода и	2	1
764	особенно те	1	1
765	развития но	1	1
766	его на	3	1
767	объяснения не	1	1
768	и двумя	1	1
769	в собственном	4	1
770	всегда в	1	1
771	нужно чтобы	1	1
772	с другою	3	1
773	себя к	1	1
774	их за	1	1
775	этом можно	1	1
776	есть когда	1	1
777	зависят от	2	1
778	как более	1	1
779	его уже	1	1
780	по своим	1	1
781	другой на	1	1
782	которое не	1	1
783	сила в	1	1
784	мир и	1	1
785	он по	1	1
786	более как	3	1
787	славянских языках	1	1
788	за один	1	1
789	начнем с	4	1
790	а вместе	7	1
791	и образ	2	1
792	если при	1	1
793	тот не	1	1
794	и того	6	1
795	нам не	2	1
796	одного и	6	1
797	собою не	1	1
798	человека там	1	1
799	уже давно	1	1
800	природа не	1	1
801	за самый	1	1
802	не непосредственно	2	1
803	было в	1	1
804	не могли	2	1
805	будет для	1	1
806	могут нас	1	1
807	на руки	1	1
808	обозначения одного	1	1
809	применении к	3	1
810	одно целое	3	1
811	что всякое	1	1
812	доказать что	2	1
813	г д	2	1
814	хотя бы	4	1
815	все свои	1	1
816	другое значение	1	1
817	в другом	3	1
818	домов и	1	1
819	природе так	1	1
820	кукольного театра	1	1
821	имея в	3	1
822	не довольствуясь	1	1
823	из себя	6	1
824	и действия	2	1
825	с растительным	1	1
826	не вдаваясь	1	1
827	может служить	2	1
828	точно так	18	1
829	значение чем	1	1
830	а между	5	1
831	говорит что	1	1
832	и одно	1	1
833	превращается в	2	1
834	в игру	1	1
835	значительной степени	3	1
836	или точнее	1	1
837	не вполне	1	1
838	народов а	1	1
839	не позже	1	1
840	человеку его	1	1
841	не я	1	1
842	сомнение в	1	1
843	ним следует	1	1
844	всего этого	1	1
845	нам что	1	1
846	которого они	1	1
847	можем предположить	1	1
848	работ на	1	1
849	нас на	2	1
850	жизни как	1	1
851	затем в	1	1
852	по которым	2	1
853	вместе и	14	1
854	ее как	1	1
855	а только	8	1
856	явление не	3	1
857	к которому	5	1
858	можно понимать	1	1
859	есть воплощение	1	1
860	с этими	1	1
861	определенные очертания	1	1
862	она показывает	1	1
863	народ по	1	1
864	вообще мы	1	1
865	по одной	3	1
866	без которой	2	1
867	она может	3	1
868	узнает что	1	1
869	были в	1	1
870	выходя из	1	1
871	солнца а	1	1
872	нужен для	2	1
873	и две	1	1
874	не мог	3	1
875	песни не	1	1
876	следует еще	1	1
877	представляет ли	1	1
878	к ее	2	1
879	это к	1	1
880	того же	13	1
881	в связь	1	1
882	едва ли	1	1
883	каждую из	1	1
884	выделить и	1	1
885	как причина	2	1
886	представить себе	3	1
887	забываться и	1	1
888	не вызывает	1	1
889	которую они	1	1
890	в животных	4	1
891	без своих	1	1
892	вероятно потому	1	1
893	значение имеет	1	1
894	него как	1	1
895	оно совершенно	1	1
896	и мы	1	1
897	и заставит	1	1
898	ниже мы	1	1
899	которое он	2	1
900	же корень	1	1
901	похожи на	1	1
902	нами еще	1	1
903	их содержания	1	1
904	и эту	1	1
905	указать на	1	1
906	не всякое	1	1
907	есть одно	1	1
908	притом не	5	1
909	можно думать	4	1
910	в состоянии	5	1
911	что уже	1	1
912	обратить внимание	2	1
913	жизни человека	2	1
914	объяснение в	1	1
915	переиначивает и	1	1
916	из того	3	1
917	народной жизни	2	1
918	если они	1	1
919	почему в	1	1
920	такое затруднение	1	1
921	других источников	1	1
922	и работа	1	1
923	о единстве	1	1
924	аналогии с	1	1
925	это слово	1	1
926	не от	4	1
927	не ограничивается	3	1
928	души а	3	1
929	весь мир	1	1
930	так не	1	1
931	из чужих	1	1
932	не была	2	1
933	нужно иметь	1	1
934	противоположность между	1	1
935	в результате	1	1
936	не о	1	1
937	ли мы	1	1
938	в народных	1	1
939	с двумя	1	1
940	прежде чем	4	1
941	что его	2	1
942	что за	3	1
943	в языках	4	1
944	что не	15	1
945	к стремлению	1	1
946	но для	1	1
947	но чтобы	1	1
948	вопрос почему	1	1
949	что совокупность	1	1
950	к сожалению	1	1
951	требования и	1	1
952	и благодарности	1	1
953	время как	2	1
954	по одному	1	1
955	прибавить что	2	1
956	есть та	1	1
957	из чего	1	1
958	не есть	13	1
959	рядом с	3	1
960	одном из	3	1
961	основано на	1	1
962	животное или	1	1
963	и характер	1	1
964	в ряду	6	1
965	так сказать	5	1
966	всех их	1	1
967	в употреблении	1	1
968	расти в	1	1
969	не представляет	1	1
970	и путем	1	1
971	кругу явлений	1	1
972	представляется нам	4	1
973	сравнение этих	1	1
974	и расходятся	1	1
975	себе и	2	1
976	в сторону	1	1
977	хотя оно	1	1
978	природа и	2	1
979	со старой	1	1
980	на свои	2	1
981	совершенно различные	1	1
982	собою и	2	1
983	жизни то	1	1
984	народному представлению	1	1
985	и понимание	3	1
986	и отдельные	2	1
987	то эти	1	1
988	всех народов	1	1
989	вопроса о	2	1
990	имеет ничего	1	1
991	а потом	1	1
992	все стороны	1	1
993	остается в	1	1
994	человек как	1	1
995	лица и	2	1
996	известно также	1	1
997	ему в	1	1
998	особенно на	1	1
999	а следовательно	1	1
1000	был уже	1	1
1001	предполагает что	1	1
1002	религиозных верований	1	1
1003	формах то	1	1
1004	очень часто	1	1
1005	исходная точка	2	1
1006	все остальные	9	1
1007	близко к	1	1
1008	эти слова	1	1
1009	следует представлять	1	1
1010	теперь уже	2	1
1011	будет искать	1	1
1012	сливается в	1	1
1013	объясняется и	1	1
1014	этих сил	1	1
1015	свойств различных	1	1
1016	как средства	1	1
1017	не будет	2	1
1018	на нем	1	1
1019	необходимо было	2	1
1020	если же	5	1
1021	должны быть	11	1
1022	возвращаясь к	1	1
1023	всех других	1	1
1024	к звукам	1	1
1025	и та	1	1
1026	чем больше	1	1
1027	не могла	2	1
1028	время когда	2	1
1029	и хотя	1	1
1030	по своей	2	1
1031	мы приводим	1	1
1032	в нее	4	1
1033	что бы	2	1
1034	в которое	1	1
1035	этой группы	1	1
1036	при первом	1	1
1037	другая сторона	1	1
1038	мы то	1	1
1039	могла бы	5	1
1040	и объясняется	1	1
1041	есть разница	2	1
1042	крик и	1	1
1043	к первому	3	1
1044	он в	1	1
1045	на который	1	1
1046	однако в	4	1
1047	что во	4	1
1048	оно имеет	2	1
1049	ясно ощутимое	1	1
1050	каждый человек	1	1
1051	о его	2	1
1052	есть вместе	3	1
1053	тех действий	1	1
1054	них не	3	1
1055	в первой	1	1
1056	и есть	4	1
1057	показал в	1	1
1058	теми же	1	1
1059	в общем	1	1
1060	ей не	1	1
1061	что без	2	1
1062	на некоторое	1	1
1063	бы ни	8	1
1064	которые были	1	1
1065	слова как	1	1
1066	в определенные	1	1
1067	сказать почему	2	1
1068	есть одна	1	1
1069	и чем	1	1
1070	ее тем	1	1
1071	имеет свою	1	1
1072	смысл в	1	1
1073	еще одно	1	1
1074	в пространстве	1	1
1075	что до	2	1
1076	пришел к	1	1
1077	не отличается	1	1
1078	всем другим	1	1
1079	всех отношениях	1	1
1080	и стало	1	1
1081	собственном смысле	2	1
1082	во втором	6	1
1083	образом и	2	1
1084	взгляд на	2	1
1085	когда уже	3	1
1086	каждому из	4	1
1087	как одна	1	1
1088	от жизни	1	1
1089	по форме	2	1
1090	следующие за	1	1
1091	переходит в	2	1
1092	объяснение этой	1	1
1093	и прочих	1	1
1094	должна быть	4	1
1095	которых мы	3	1
1096	или после	1	1
1097	был бы	1	1
1098	для себя	4	1
1099	которая по	1	1
1100	признаков как	1	1
1101	и дает	1	1
1102	животным в	1	1
1103	менее ясно	1	1
1104	природе и	1	1
1105	должны иметь	2	1
1106	он что	1	1
1107	следующее за	1	1
1108	никак не	3	1
1109	сам по	5	1
1110	он на	1	1
1111	одном и	3	1
1112	времени когда	1	1
1113	на таких	1	1
1114	на лице	1	1
1115	что сам	3	1
1116	нам с	1	1
1117	дошедши до	1	1
1118	от общего	2	1
1119	два явления	1	1
1120	происходит с	2	1
1121	ни в	2	1
1122	но этого	1	1
1123	на известный	1	1
1124	или другого	1	1
1125	него нет	1	1
1126	не могут	10	1
1127	дом и	1	1
1128	со всеми	1	1
1129	их происхождения	1	1
1130	от их	4	1
1131	поэтому и	1	1
1132	если не	5	1
1133	которое как	1	1
1134	от своего	2	1
1135	в огонь	1	1
1136	сходство в	1	1
1137	этого круга	1	1
1138	п а	1	1
1139	как при	2	1
1140	значения как	1	1
1141	превращаются в	1	1
1142	причине и	1	1
1143	или наоборот	1	1
1144	они связаны	1	1
1145	что называется	1	1
1146	значении этого	1	1
1147	в царстве	1	1
1148	только там	1	1
1149	оно связано	1	1
1150	может стать	3	1
1151	при более	1	1
1152	для каждого	1	1
1153	вот все	1	1
1154	которая нами	1	1
1155	теперь следует	1	1
1156	которые могут	5	1
1157	состоит из	1	1
1158	и просто	1	1
1159	эта сила	1	1
1160	явлений и	3	1
1161	а один	1	1
1162	о котором	4	1
1163	зависимости от	1	1
1164	из которого	3	1
1165	них по	1	1
1166	со стороны	11	1
1167	всей своей	1	1
1168	здесь нет	1	1
1169	мы однако	1	1
1170	это самое	2	1
1171	человека и	2	1
1172	этого видно	1	1
1173	из круга	1	1
1174	славянские и	1	1
1175	еще и	1	1
1176	ни на	1	1
1177	разница в	2	1
1178	представления но	1	1
1179	зрения он	1	1
1180	и действий	1	1
1181	этого имени	1	1
1182	бы с	2	1
1183	сливается с	1	1
1184	что мы	11	1
1185	тех же	1	1
1186	в слово	2	1
1187	имеют только	1	1
1188	совпадает с	1	1
1189	что самое	2	1
1190	на том	2	1
1191	наконец в	1	1
1192	божество само	1	1
1193	это все	1	1
1194	по значению	1	1
1195	значению слова	1	1
1196	предположения что	1	1
1197	с а	4	1
1198	внимание на	3	1
1199	не должны	1	1
1200	считать их	1	1
1201	хотя это	1	1
1202	в значении	1	1
1203	только один	3	1
1204	отношении к	1	1
1205	и духовные	1	1
1206	и об	1	1
1207	теми которые	1	1
1208	иначе мы	1	1
1209	не потому	2	1
1210	вслед за	2	1
1211	умершие в	1	1
1212	слова с	2	1
1213	только тем	2	1
1214	более и	2	1
1215	был его	1	1
1216	в истории	8	1
1217	не без	2	1
1218	должно непременно	1	1
1219	при помощи	2	1
1220	не раньше	2	1
1221	знаем что	1	1
1222	хотя основы	1	1
1223	в каком	7	1
1224	поэзии как	1	1
1225	не встречается	1	1
1226	таким путем	4	1
1227	нередко не	1	1
1228	песни но	1	1
1229	слово с	2	1
1230	без всякого	1	1
1231	указывают на	3	1
1232	замечается и	2	1
1233	ее не	1	1
1234	не целиком	1	1
1235	тем же	4	1
1236	мог бы	5	1
1237	старой теорией	1	1
1238	принадлежит к	1	1
1239	сил которые	1	1
1240	их с	1	1
1241	смотрят на	1	1
1242	что я	2	1
1243	форма и	1	1
1244	что первое	1	1
1245	только при	3	1
1246	в сознании	8	1
1247	он может	2	1
1248	было выработать	1	1
1249	совсем другое	1	1
1250	от разных	1	1
1251	то как	1	1
1252	же до	1	1
1253	только потому	4	1
1254	дает в	1	1
1255	в самой	5	1
1256	только о	2	1
1257	сомнения в	1	1
1258	в животном	4	1
1259	с каким	2	1
1260	звукам и	1	1
1261	и том	3	1
1262	уже с	2	1
1263	есть много	1	1
1264	развития развитие	1	1
1265	представлений на	1	1
1266	ничем не	2	1
1267	мог быть	1	1
1268	мир в	1	1
1269	многих других	2	1
1270	огня в	1	1
1271	вперед и	1	1
1272	сам он	1	1
1273	зависит от	6	1
1274	ее таким	1	1
1275	тем он	1	1
1276	и форма	1	1
1277	б и	2	1
1278	при таких	3	1
1279	без основания	1	1
1280	одна и	1	1
1281	это часто	1	1
1282	бы на	1	1
1283	легко заметить	1	1
1284	что одно	2	1
1285	а это	1	1
1286	что так	2	1
1287	о нем	1	1
1288	нее как	2	1
1289	этих слов	1	1
1290	место только	1	1
1291	видеть в	3	1
1292	указание на	2	1
1293	на одной	1	1
1294	вытекающее из	1	1
1295	смысле этого	3	1
1296	как нечто	1	1
1297	представлять себе	1	1
1298	слова а	3	1
1299	о ее	1	1
1300	таком случае	4	1
1301	есть уже	4	1
1302	когда же	2	1
1303	но с	3	1
1304	как эти	2	1
1305	силы природы	1	1
1306	новой и	1	1
1307	что к	2	1
1308	некоторых случаях	2	1
1309	отрицать что	1	1
1310	никаких следов	1	1
1311	слово в	2	1
1312	то это	8	1
1313	сама по	4	1
1314	при исследовании	2	1
1315	важнее для	1	1
1316	как она	3	1
1317	от слова	4	1
1318	при таком	5	1
1319	стремление к	3	1
