N	2gram	Propp_Isto	StatiiOP
245	на его	2	6
246	д но	2	6
247	в некоторых	4	6
248	одно из	2	6
249	в жизни	2	6
250	говорить о	1	6
251	по отношению	6	6
252	даже в	5	6
253	к нему	3	6
254	только не	1	6
255	том отношении	1	6
256	время как	3	6
257	же как	7	6
258	одном из	1	6
259	должно было	4	6
260	этом смысле	1	6
261	этот вопрос	7	6
262	его как	2	6
263	в себе	6	6
264	в особенности	3	6
265	и здесь	15	6
266	из которых	3	6
267	я считаю	1	6
268	б в	1	6
269	и все	1	6
270	не трудно	1	6
271	в свет	1	6
272	тем же	1	6
273	и во	1	6
274	начала xix	1	6
275	мы не	12	6
276	и за	1	6
277	независимо от	1	6
278	по существу	7	6
279	но я	1	6
280	и я	1	6
281	должен быть	3	6
282	при его	1	6
283	в одной	3	6
284	еще до	2	6
285	за то	3	6
286	его не	3	6
287	что на	1	6
288	нас не	3	5
289	которая была	2	5
290	при этом	6	5
291	в пользу	2	5
292	как говорит	1	5
293	не как	3	5
294	по пути	2	5
295	целый ряд	1	5
296	на эту	3	5
297	уже не	3	5
298	то это	9	5
299	одной стороны	7	5
300	во многих	2	5
301	но они	6	5
302	конечно не	2	5
303	можно ли	1	5
304	самого начала	4	5
305	до того	1	5
306	том чтобы	2	5
307	в основу	2	5
308	что именно	1	5
309	никакого сомнения	1	5
310	что эти	5	5
311	после того	2	5
312	с одной	8	5
313	хотя и	1	5
314	его в	15	5
315	на себя	2	5
316	что не	2	5
317	даже не	2	5
318	в двух	1	5
319	же касается	1	5
320	в сторону	1	5
321	не при	1	5
322	в тех	4	5
323	сомнения что	1	5
324	возможно что	3	5
325	примеров из	1	5
326	и почему	3	5
327	столь же	2	5
328	или иного	1	5
329	всех этих	4	5
330	не так	2	5
331	утверждать что	3	5
332	один из	10	5
333	должна быть	5	5
334	из таких	2	5
335	о которой	1	5
336	поэтому в	2	5
337	не на	2	5
338	за что	1	5
339	оно не	1	5
340	никто не	3	5
341	ни с	1	5
342	в очень	4	5
343	и если	4	5
344	не совсем	5	5
345	материала для	1	5
346	ее в	7	5
347	но если	4	5
348	точку зрения	3	5
349	это и	1	5
350	такое же	1	5
351	в сущности	2	5
352	этого рода	1	5
353	на нее	3	5
354	а то	2	5
355	нас к	2	5
356	является не	2	5
357	другом месте	2	5
358	и потому	3	5
359	того или	1	5
360	и только	4	5
361	не по	2	5
362	как он	5	5
363	можно найти	2	5
364	на это	3	5
365	в предисловии	1	5
366	к ней	3	5
367	одного из	1	5
368	как будто	7	5
369	и другие	7	4
370	в центре	1	4
371	академии наук	1	4
372	в первом	1	4
373	что по	1	4
374	а именно	5	4
375	что ни	1	4
376	свою собственную	1	4
377	не существует	2	4
378	не могли	1	4
379	которыми он	1	4
380	не всегда	9	4
381	эти вещи	2	4
382	на него	7	4
383	который в	2	4
384	или иным	1	4
385	всего в	2	4
386	мы видим	16	4
387	и он	4	4
388	достаточно для	1	4
389	и эти	4	4
390	как можно	2	4
391	тому же	1	4
392	будто бы	4	4
393	в таком	1	4
394	в связи	7	4
395	и именно	2	4
396	одна из	4	4
397	на этом	3	4
398	не могут	3	4
399	в свете	4	4
400	и у	1	4
401	могло бы	1	4
402	что как	1	4
403	но как	2	4
404	молодой человек	1	4
405	очень часто	7	4
406	только с	4	4
407	должны быть	4	4
408	и тот	3	4
409	иметь в	2	4
410	вопрос в	2	4
411	отношении что	1	4
412	эпохи в	1	4
413	которые были	1	4
414	показывает что	7	4
415	известно что	1	4
416	не зная	1	4
417	и вполне	2	4
418	в форме	3	4
419	так или	1	4
420	сами по	1	4
421	они не	8	4
422	в наших	1	4
423	в прямом	1	4
424	в процессе	1	4
425	как о	2	4
426	это время	3	4
427	и так	3	4
428	от его	2	4
429	связанные с	3	4
430	да и	3	4
431	по своей	2	4
432	нет в	2	4
433	здесь нет	2	4
434	все они	1	4
435	в основе	4	4
436	в значительной	1	4
437	связана с	7	4
438	относится к	2	4
439	быть не	2	4
440	и тогда	3	4
441	тех пор	1	4
442	говорят что	5	4
443	не знает	7	4
444	им в	1	4
445	состоит в	1	4
446	для изучения	6	4
447	в образе	3	4
448	значительной степени	1	4
449	этого слова	1	4
450	которые в	3	4
451	что оно	1	4
452	материала и	2	4
453	естественно что	1	4
454	бы на	1	4
455	чем он	1	4
456	смысле этого	2	4
457	а на	1	4
458	века и	2	4
459	или в	6	4
460	или иначе	1	4
461	ставит себе	1	4
462	за свою	1	4
463	стремление к	1	4
464	этого вопроса	3	4
465	в такой	2	4
466	нисколько не	3	4
467	чем в	2	4
468	он говорит	1	4
469	значит что	2	4
470	е в	1	4
471	а по	3	4
472	и их	4	4
473	еще в	2	4
474	тем или	1	4
475	как мы	3	4
476	же можно	3	4
477	в эпоху	2	4
478	для этого	3	4
479	е с	2	3
480	от него	1	3
481	является в	1	3
482	говоря уже	1	3
483	к числу	1	3
484	а у	1	3
485	работ по	1	3
486	в следующих	1	3
487	др но	1	3
488	а затем	4	3
489	не хочет	1	3
490	его от	1	3
491	то не	3	3
492	но что	2	3
493	и которые	1	3
494	более или	5	3
495	их в	7	3
496	здесь дело	1	3
497	в одно	1	3
498	смысл этого	1	3
499	себе в	1	3
500	при всей	1	3
501	к этой	5	3
502	не должен	8	3
503	представляет собой	7	3
504	с нашим	1	3
505	к своей	1	3
506	о них	1	3
507	для которого	1	3
508	видно что	9	3
509	я с	1	3
510	во всей	2	3
511	на котором	5	3
512	к этим	1	3
513	не то	4	3
514	ему не	1	3
515	бы то	2	3
516	нельзя сказать	1	3
517	не говоря	1	3
518	на том	1	3
519	что при	3	3
520	согласно которой	1	3
521	есть еще	3	3
522	является и	1	3
523	бы думать	1	3
524	говорит в	2	3
525	и некоторые	1	3
526	можно судить	2	3
527	как его	1	3
528	к историческим	1	3
529	также в	2	3
530	от этого	2	3
531	в других	3	3
532	бы в	2	3
533	в наше	1	3
534	эти слова	3	3
535	не дает	2	3
536	то ни	2	3
537	совсем не	1	3
538	многих случаях	1	3
539	или же	1	3
540	не будет	1	3
541	в системе	2	3
542	не могла	2	3
543	его работе	1	3
544	или иное	1	3
545	не раз	1	3
546	на который	1	3
547	что во	1	3
548	сам в	1	3
549	образом в	2	3
550	в один	1	3
551	от нее	1	3
552	ii но	1	3
553	народа в	2	3
554	тесно связана	1	3
555	почти не	4	3
556	тогда когда	2	3
557	представляют собой	9	3
558	вот как	2	3
559	борьбы с	2	3
560	на полу	1	3
561	оказывается в	1	3
562	меньшей мере	2	3
563	если это	3	3
564	отношения к	2	3
565	себя и	2	3
566	бы не	1	3
567	так называемая	3	3
568	о котором	1	3
569	важно отметить	2	3
570	перед нами	5	3
571	вытекает из	1	3
572	это дело	4	3
573	то и	2	3
574	это за	5	3
575	так чтобы	3	3
576	на основе	6	3
577	у меня	4	3
578	с большой	1	3
579	и вся	1	3
580	очень хорошо	1	3
581	и ему	1	3
582	на основании	1	3
583	связанных с	2	3
584	эти факты	2	3
585	заметить что	2	3
586	в данной	2	3
587	только при	1	3
588	здесь не	5	3
589	найти в	1	3
590	он должен	3	3
591	этом случае	3	3
592	попадает в	8	3
593	но на	1	3
594	в нашей	2	3
595	может не	1	3
596	он делает	2	3
597	что значит	1	3
598	от которого	1	3
599	так в	7	3
600	он и	3	3
601	не значит	1	3
602	в полном	1	3
603	основана на	1	3
604	в русском	2	3
605	них и	1	3
606	иногда и	1	3
607	но эта	1	3
608	это еще	1	3
609	еще что	2	3
610	с той	2	3
611	и как	3	3
612	не подлежит	1	3
613	при таком	2	3
614	к концу	1	3
615	а иногда	2	3
616	к своему	3	3
617	или менее	5	3
618	на них	2	3
619	пр в	1	3
620	она не	6	3
621	то нужно	1	3
622	здесь совершенно	1	3
623	когда он	9	3
624	отказ от	2	3
625	только у	2	3
626	что из	1	3
627	могло быть	1	3
628	в книге	4	3
629	и ее	3	3
630	это можно	1	3
631	и других	1	3
632	прямом смысле	1	3
633	все более	1	3
634	ведь и	1	3
635	пять лет	2	3
636	слова в	2	3
637	и наконец	5	3
638	и уже	1	3
639	котором он	1	3
640	еще несколько	1	2
641	д на	1	2
642	для всех	2	2
643	от необходимости	1	2
644	между собою	1	2
645	рассказ о	1	2
646	которая в	1	2
647	также не	2	2
648	дело с	2	2
649	из всех	2	2
650	которое я	1	2
651	это значит	1	2
652	и женится	1	2
653	в разных	2	2
654	тем как	1	2
655	ссылки на	4	2
656	или нет	1	2
657	какой бы	1	2
658	те же	1	2
659	и говорить	1	2
660	точно так	8	2
661	остановиться на	1	2
662	не годится	1	2
663	указано что	1	2
664	по мере	4	2
665	а во-вторых	1	2
666	жизнь в	1	2
667	которым он	1	2
668	мысль о	2	2
669	зато в	1	2
670	в сборнике	1	2
671	меня в	1	2
672	стороны в	1	2
673	уже выше	1	2
674	но очень	1	2
675	роль в	3	2
676	историей и	1	2
677	есть только	3	2
678	на точку	1	2
679	в обстановке	1	2
680	ли не	1	2
681	всем его	1	2
682	а что	1	2
683	говорится о	1	2
684	ответить на	1	2
685	на этой	2	2
686	такие случаи	2	2
687	чтобы найти	1	2
688	следовало бы	3	2
689	которой он	1	2
690	одно целое	1	2
691	имеет право	2	2
692	входит в	1	2
693	второй половины	1	2
694	вот почему	2	2
695	этот текст	1	2
696	представлением о	1	2
697	за собой	3	2
698	видеть что	2	2
699	на пути	2	2
700	и когда	4	2
701	связь между	4	2
702	превращается в	4	2
703	для своей	1	2
704	а только	3	2
705	указания на	1	2
706	всего что	1	2
707	и еще	1	2
708	него не	1	2
709	как правило	4	2
710	что их	3	2
711	именно так	2	2
712	за него	2	2
713	имеем дело	1	2
714	имеют не	1	2
715	в зависимости	3	2
716	именно на	2	2
717	они сами	2	2
718	это почти	1	2
719	какой степени	1	2
720	от себя	1	2
721	тут же	2	2
722	для этой	1	2
723	важно что	1	2
724	с характером	1	2
725	сам по	1	2
726	выше было	1	2
727	все в	2	2
728	и всей	1	2
729	что можно	1	2
730	иных случаях	1	2
731	время в	2	2
732	мы знаем	10	2
733	не буду	1	2
734	ссылается на	1	2
735	которого он	1	2
736	следить за	1	2
737	с нашей	1	2
738	нигде не	2	2
739	видит в	2	2
740	которое можно	1	2
741	этой книге	1	2
742	так было	1	2
743	как по	1	2
744	он попытался	1	2
745	до тех	1	2
746	под его	1	2
747	с одним	4	2
748	и она	4	2
749	поэтому его	1	2
750	и вместе	2	2
751	характерная черта	1	2
752	так сказать	3	2
753	уже давно	1	2
754	между собой	4	2
755	начать с	1	2
756	связанным с	1	2
757	на себе	1	2
758	чтобы понять	3	2
759	все говорили	1	2
760	свободна от	1	2
761	эти примеры	1	2
762	был так	1	2
763	ту же	1	2
764	с какой	1	2
765	как человек	1	2
766	взглянуть на	1	2
767	к материалу	2	2
768	в нее	2	2
769	сейчас еще	1	2
770	в иных	1	2
771	когда мы	4	2
772	ни одной	2	2
773	но столь	1	2
774	но помимо	1	2
775	что нужно	2	2
776	едва ли	2	2
777	вот несколько	4	2
778	вопроса в	1	2
779	и от	2	2
780	последнее время	1	2
781	об этих	1	2
782	бы быть	4	2
783	чаще всего	1	2
784	чаще чем	1	2
785	с ее	2	2
786	до его	1	2
787	еще одно	1	2
788	она является	1	2
789	мы видели	4	2
790	быть и	1	2
791	были бы	2	2
792	однако с	1	2
793	и этот	1	2
794	за ним	1	2
795	мы встречаем	1	2
796	например что	1	2
797	надо сказать	4	2
798	его с	1	2
799	и кто	1	2
800	тогда он	1	2
801	связанное с	1	2
802	и из	2	2
803	никак не	1	2
804	хотя в	3	2
805	мы в	4	2
806	который сам	1	2
807	для них	1	2
808	за это	1	2
809	нам в	1	2
810	к нам	1	2
811	уже довольно	1	2
812	с ней	2	2
813	их и	1	2
814	это положение	2	2
815	показать что	2	2
816	о своей	1	2
817	этот тип	1	2
818	и они	5	2
819	историческое явление	1	2
820	состоит из	1	2
821	быть назван	2	2
822	этот образ	1	2
823	они говорят	2	2
824	из которого	1	2
825	уже без	1	2
826	от степени	2	2
827	то он	2	2
828	эту сторону	1	2
829	а если	2	2
830	замечательно что	1	2
831	что ей	1	2
832	не дают	1	2
833	тех же	1	2
834	не имеют	1	2
835	это явление	4	2
836	еще на	1	2
837	можно усмотреть	2	2
838	это особенно	1	2
839	них как	1	2
840	не должны	1	2
841	зависимости от	3	2
842	а тем	1	2
843	в середине	3	2
844	только тогда	1	2
845	что если	2	2
846	каждой из	1	2
847	совпадают с	1	2
848	в которую	3	2
849	он хочет	1	2
850	здесь о	1	2
851	на пять	2	2
852	от других	1	2
853	иначе в	1	2
854	только тем	1	2
855	было и	1	2
856	в силе	1	2
857	имеем в	4	2
858	же только	1	2
859	в отличие	3	2
860	соответствии с	2	2
861	мог бы	3	2
862	не у	1	2
863	или с	1	2
864	ни было	2	2
865	их с	1	2
866	отрывок из	1	2
867	далеко не	1	2
868	характера и	1	2
869	всякий раз	2	2
870	он может	2	2
871	по отдельным	3	2
872	у них	2	2
873	все с	1	2
874	только о	2	2
875	тот же	3	2
876	с того	3	2
877	д и	2	2
878	но есть	3	2
879	не означает	2	2
880	одних и	1	2
881	это делает	2	2
882	уже сейчас	2	2
883	только по	2	2
884	свидетельствует о	1	2
885	таком положении	1	2
886	которых можно	1	2
887	и вот	2	2
888	и этим	3	2
889	этой мысли	2	2
890	а это	1	2
891	что русская	1	2
892	где он	1	2
893	из своих	1	2
894	на которой	2	2
895	со словами	1	2
896	у всех	1	2
897	вот тебе	1	2
898	этом не	1	2
899	он представлял	1	2
900	и эта	1	2
901	с теми	1	2
902	где нет	2	2
903	как она	3	2
904	но нельзя	1	2
905	говорят о	3	2
906	была для	1	2
907	перед собой	1	2
908	по своему	1	2
909	есть первый	1	2
910	бы мы	2	2
911	и оно	2	2
912	но уже	3	2
913	совершенно ясно	3	2
914	на свете	1	2
915	что от	2	2
916	в полной	1	2
917	в таких	4	2
918	отличие от	3	2
919	же к	1	2
920	в поле	2	2
921	так называемой	1	2
922	ни один	8	2
923	дело когда	1	2
924	здесь только	1	2
925	царей и	3	2
926	отказаться от	2	2
927	и ленина	1	2
928	что там	1	2
929	и может	1	2
930	нужно было	2	2
931	это однако	1	2
932	в пределах	4	2
933	тем самым	2	2
934	но вместе	1	2
935	всей его	1	2
936	было указано	1	2
937	новый этап	1	2
938	в рамках	2	2
939	самые разнообразные	1	2
940	же самое	3	2
941	вступают в	1	2
942	в репертуаре	1	2
943	явление в	1	2
944	были и	1	2
945	бы он	1	2
946	находилась в	1	2
947	была в	1	2
948	до ее	1	2
949	из другой	1	2
950	нуждается в	1	2
951	в эти	1	2
952	отдельном случае	1	2
953	он с	1	2
954	жизнью и	1	2
955	на большую	1	1
956	во всем	3	1
957	мы можем	7	1
958	получает свое	1	1
959	в настоящем	1	1
960	можно говорить	2	1
961	народов в	1	1
962	бы несколько	1	1
963	они их	1	1
964	живого и	1	1
965	же объясняется	1	1
966	и стали	3	1
967	нужно ли	1	1
968	не связан	1	1
969	стоят в	1	1
970	важно для	1	1
971	всех случаях	2	1
972	он попадает	2	1
973	по всему	1	1
974	чтобы разрубить	1	1
975	на работу	1	1
976	беглого знакомства	1	1
977	и над	1	1
978	его за	1	1
979	вступает в	2	1
980	и социальной	3	1
981	они уже	1	1
982	громким голосом	2	1
983	самое важное	1	1
984	и был	1	1
985	строго говоря	1	1
986	перед ней	1	1
987	приступает к	1	1
988	общения с	1	1
989	требует от	1	1
990	только тот	1	1
991	а есть	2	1
992	сам был	1	1
993	с фольклором	1	1
994	этом направлении	1	1
995	с собой	2	1
996	исторически засвидетельствованных	1	1
997	вполне естественно	1	1
998	вопрос об	1	1
999	их не	3	1
1000	как вся	1	1
1001	люди и	1	1
1002	он имеет	2	1
1003	быть признана	1	1
1004	а она	1	1
1005	причины этого	1	1
1006	так часто	2	1
1007	некоторые другие	1	1
1008	полном одиночестве	1	1
1009	не самим	1	1
1010	все дело	1	1
1011	не хотят	1	1
1012	в новую	1	1
1013	разные формы	1	1
1014	уверен в	1	1
1015	именно о	1	1
1016	уже на	2	1
1017	см в	1	1
1018	голосом и	1	1
1019	пор мы	4	1
1020	если он	1	1
1021	видно из	2	1
1022	правда в	1	1
1023	материал должен	1	1
1024	в детских	1	1
1025	необходимо для	1	1
1026	там же	3	1
1027	начинается с	3	1
1028	уже указано	2	1
1029	представляли собой	1	1
1030	что действие	1	1
1031	совершенно новой	1	1
1032	вышедших в	1	1
1033	них мы	1	1
1034	очень велика	1	1
1035	эта замена	1	1
1036	до самых	1	1
1037	целым рядом	1	1
1038	подобные вопросы	1	1
1039	раз когда	1	1
1040	их нельзя	2	1
1041	формам но	1	1
1042	котором эти	1	1
1043	это делалось	1	1
1044	этом говорят	1	1
1045	обращено внимание	1	1
1046	в дальнейшем	6	1
1047	если при	1	1
1048	представляла собой	1	1
1049	за порог	1	1
1050	с подобного	1	1
1051	сделать в	1	1
1052	одно время	1	1
1053	действительности в	1	1
1054	читатель не	1	1
1055	и сумел	1	1
1056	а порой	1	1
1057	из других	1	1
1058	которые мы	1	1
1059	до рождения	1	1
1060	он находит	1	1
1061	д вот	1	1
1062	широкая и	1	1
1063	нельзя было	1	1
1064	брошенные в	1	1
1065	такое заключение	2	1
1066	но кто	1	1
1067	материал но	1	1
1068	всего этого	1	1
1069	по возможности	1	1
1070	но даже	1	1
1071	ничто не	1	1
1072	в русских	4	1
1073	в каких	3	1
1074	теперь к	2	1
1075	же у	1	1
1076	нечто целое	2	1
1077	действительно так	1	1
1078	века это	1	1
1079	нам что	1	1
1080	одним только	1	1
1081	когда она	3	1
1082	об отношении	1	1
1083	только на	2	1
1084	исследования и	1	1
1085	пор в	1	1
1086	не вдаваясь	2	1
1087	некоторые элементы	1	1
1088	приходит к	2	1
1089	как материала	1	1
1090	не вполне	3	1
1091	на своего	1	1
1092	что еще	1	1
1093	что ее	2	1
1094	как оно	3	1
1095	собой точное	1	1
1096	значения этого	2	1
1097	которое его	1	1
1098	который должен	1	1
1099	в глаза	2	1
1100	пути от	2	1
1101	у своего	1	1
1102	ii в	1	1
1103	в прошлом	2	1
1104	стране что	1	1
1105	так то	2	1
1106	к ним	4	1
1107	сопоставить с	1	1
1108	установить по	1	1
1109	как некую	1	1
1110	у себя	2	1
1111	убежден что	1	1
1112	ней и	2	1
1113	функция этого	1	1
1114	совсем нет	2	1
1115	наряду с	6	1
1116	из проявлений	1	1
1117	нем он	1	1
1118	они должны	3	1
1119	чрезвычайно важные	1	1
1120	такая же	1	1
1121	в самое	1	1
1122	в нашем	1	1
1123	находится в	6	1
1124	с этими	1	1
1125	материала к	1	1
1126	это освобождает	1	1
1127	надо иметь	2	1
1128	материал в	3	1
1129	тот что	1	1
1130	исходит из	3	1
1131	больше ничего	1	1
1132	иным как	1	1
1133	к несчастью	1	1
1134	он сам	1	1
1135	встречаются как	1	1
1136	есть некоторые	1	1
1137	природе и	1	1
1138	у которой	1	1
1139	здесь идет	2	1
1140	вопрос и	1	1
1141	был вполне	1	1
1142	о связи	2	1
1143	говорит следующее	1	1
1144	этом же	1	1
1145	себе как	1	1
1146	себя в	2	1
1147	быта и	1	1
1148	случаях они	1	1
1149	и неизвестно	1	1
1150	шаг в	1	1
1151	вся эта	1	1
1152	о ней	1	1
1153	в подобных	1	1
1154	не получится	1	1
1155	все известные	1	1
1156	д все	3	1
1157	свою работу	1	1
1158	истории изучения	1	1
1159	еще одну	3	1
1160	него как	1	1
1161	все здесь	1	1
1162	оно совершенно	1	1
1163	не выходит	2	1
1164	каких условиях	1	1
1165	последний этап	1	1
1166	элемент в	1	1
1167	она и	2	1
1168	как нам	2	1
1169	пр с	1	1
1170	указать на	1	1
1171	вообще а	1	1
1172	не видел	1	1
1173	даже к	1	1
1174	но еще	1	1
1175	к себе	2	1
1176	в состоянии	2	1
1177	или пойдем	1	1
1178	нам известны	1	1
1179	от первого	1	1
1180	именно как	1	1
1181	конца в	1	1
1182	и легко	1	1
1183	своей социальной	1	1
1184	тогда и	3	1
1185	пути очень	1	1
1186	отметить еще	1	1
1187	важны не	1	1
1188	эти детали	1	1
1189	на войну	1	1
1190	своем пути	1	1
1191	не соответствует	3	1
1192	оно-то и	1	1
1193	место где	1	1
1194	тесно связан	2	1
1195	два раза	1	1
1196	с другими	2	1
1197	из названных	1	1
1198	себе труда	1	1
1199	есть с	1	1
1200	и один	1	1
1201	относятся такие	1	1
1202	роль этого	1	1
1203	две линии	1	1
1204	об их	1	1
1205	не выходя	1	1
1206	др или	1	1
1207	подходит к	1	1
1208	также все	1	1
1209	может получиться	3	1
1210	и притом	1	1
1211	находятся и	1	1
1212	мы вправе	1	1
1213	можно признать	1	1
1214	что после	1	1
1215	в народных	1	1
1216	же значение	1	1
1217	говорят все	1	1
1218	из приведенных	1	1
1219	из важнейших	1	1
1220	на позиции	1	1
1221	от этих	2	1
1222	и говорит	2	1
1223	в изложении	2	1
1224	такие которые	1	1
1225	тут и	2	1
1226	тот кто	3	1
1227	этом можно	2	1
1228	помощи которого	1	1
1229	и посмотрим	1	1
1230	него со	1	1
1231	поэтому он	2	1
1232	это кажется	1	1
1233	на одну	1	1
1234	из уст	1	1
1235	развития как	2	1
1236	о смерти	7	1
1237	что царь	2	1
1238	и всего	1	1
1239	пример из	1	1
1240	бы сделать	1	1
1241	по которому	1	1
1242	здесь же	2	1
1243	должны найти	1	1
1244	мере того	4	1
1245	так много	1	1
1246	на глаза	1	1
1247	ему предстоит	1	1
1248	между ними	2	1
1249	следует понимать	1	1
1250	встречается в	3	1
1251	себе не	2	1
1252	по одному	2	1
1253	себя как	1	1
1254	большинстве случаев	4	1
1255	в древнем	1	1
1256	не теряя	1	1
1257	при ближайшем	1	1
1258	место и	1	1
1259	во главе	1	1
1260	персонажами в	1	1
1261	в целях	3	1
1262	бы подчеркнуть	1	1
1263	где уже	1	1
1264	самая проблема	1	1
1265	в себя	2	1
1266	иногда не	4	1
1267	такова социальная	1	1
1268	быть очень	1	1
1269	но все-таки	2	1
1270	полагает что	1	1
1271	это тоже	6	1
1272	ее только	1	1
1273	для анализа	1	1
1274	а потом	4	1
1275	имеет такое	1	1
1276	здесь как	1	1
1277	с образом	2	1
1278	от их	1	1
1279	но можно	2	1
1280	материалом для	1	1
1281	утверждая что	1	1
1282	на нашем	1	1
1283	увидим ниже	5	1
1284	отнестись к	1	1
1285	случаях как	3	1
1286	й главы	1	1
1287	в исторической	7	1
1288	виноваты в	1	1
1289	описание этого	1	1
1290	случаев в	1	1
1291	и обычаев	1	1
1292	так мы	1	1
1293	на новый	1	1
1294	особого рода	1	1
1295	например мы	1	1
1296	именно потому	2	1
1297	приводит и	1	1
1298	мне его	1	1
1299	на другой	2	1
1300	с несомненностью	2	1
1301	в работе	3	1
1302	и прочно	1	1
1303	уже по	1	1
1304	прошлого и	2	1
1305	человека который	1	1
1306	на которых	1	1
1307	них но	1	1
1308	что нельзя	2	1
1309	и та	1	1
1310	один раз	1	1
1311	эти материалы	2	1
1312	неотделим от	1	1
1313	уже потому	1	1
