N	3gram	Tiupa_Vved	slovoVRo
177	по крайней мере	1	1
178	каждый из этих	1	1
179	в том чтобы	2	1
180	не с языком	1	1
181	даже в лирике	1	1
182	за ним всегда	1	1
183	говорить не приходится	1	1
184	происходит напряженное взаимодействие	1	1
185	смешаны два высказывания	1	1
186	не до конца	1	1
187	и не столько	1	1
188	сопротивление или поддержка	1	1
189	что как раз	1	1
190	но и со	1	1
191	но и не	1	1
192	на территории почти	1	1
193	к одному из	1	1
194	борьба своего и	1	1
195	может быть развернута	1	1
196	жизни но и	1	1
197	чтобы проникнуть в	1	1
198	социального охвата с	1	1
199	чужом для него	1	1
200	бесчисленными претендентами в	1	1
201	и иных форм	1	1
202	удачливыми с большей	1	1
203	высказывания происходит напряженное	1	1
204	в герое нашего	1	1
205	в противном случае	2	1
206	меньшей широтою социального	1	1
207	герой нашего времени	1	1
208	уже не на	1	1
209	добра и зла	1	1
210	или менее удачливыми	1	1
211	отмирающими чопорными языковыми	1	1
212	с той или	1	1
213	становится одним из	2	1
214	дело в том	1	1
215	как и все	1	1
216	как разноречивое становление	1	1
217	как раз в	1	1
218	подобно тому как	3	1
219	одной и той	1	1
220	так же как	1	1
221	осмысления и оценки	1	1
222	в окружающем его	1	1
223	даже не столько	1	1
224	каждого высказывания происходит	1	1
225	или меньшей широтою	1	1
226	на разных языках	1	1
227	разноречивое становление кишащее	1	1
228	в своем собственном	1	1
229	иначе обстоит дело	1	1
230	она может быть	1	1
231	идеологической сферой применения	1	1
232	и бывшими языками	1	1
233	как он сам	1	1
234	это отношение к	1	1
235	времени начиная с	1	1
236	и потому не	1	1
237	прежде всего в	1	1
238	и той же	1	1
239	широтою социального охвата	1	1
240	если бы он	1	1
241	как сопротивление или	1	1
242	в гуманитарных науках	1	1
