N	3gram	Vygotskiy_	RusskieA
110	этому поводу в	1	1
111	мы начнем с	1	1
112	так например в	1	1
113	эту точку зрения	2	1
114	в которых наиболее	1	1
115	потому что в	1	1
116	только разницей что	1	1
117	только потому что	3	1
118	как бы с	1	1
119	одного и того	3	1
120	сомнений в том	1	1
121	по своему содержанию	1	1
122	сам по себе	2	1
123	к другу и	1	1
124	прямо и непосредственно	3	1
125	все же в	1	1
126	и то и	1	1
127	не непосредственно а	1	1
128	мы знаем что	2	1
129	то о чем	5	1
130	нужно было бы	2	1
131	может быть не	1	1
132	даже если бы	1	1
133	в такой же	3	1
134	она не может	1	1
135	было известно в	1	1
136	здесь не в	1	1
137	той и другой	3	1
138	между собой не	1	1
139	есть как мы	1	1
140	по аналогии с	1	1
141	о которой идет	1	1
142	точно так же	3	1
143	и таким образом	1	1
144	заставляет думать что	1	1
145	а в других	1	1
146	значение подобно тому	1	1
147	но не с	1	1
148	к тому же	1	1
149	на этот вопрос	1	1
150	что в основе	1	1
151	это означает что	1	1
152	дело в этом	1	1
153	и того же	3	1
154	не может не	1	1
155	то же самое	11	1
156	без всякой связи	1	1
157	сама по себе	1	1
158	и там где	2	1
159	это в свою	1	1
160	о происхождении и	1	1
161	которой идет речь	1	1
162	одном и том	3	1
163	в значительной степени	1	1
164	пришел к выводу	1	1
165	из этих же	1	1
166	то время когда	1	1
167	ни о каких	1	1
168	тому что в	1	1
169	к нему и	1	1
170	в том какие	1	1
171	только по отношению	1	1
172	этом и состоит	1	1
173	и могут быть	1	1
174	если верно что	1	1
175	не только для	1	1
176	и том же	3	1
177	как это часто	1	1
178	одновременно и в	1	1
179	и может быть	1	1
180	но и в	1	1
181	так как по	1	1
182	то что по	1	1
183	как мы знаем	1	1
184	только после того	1	1
185	все то же	1	1
186	не до конца	2	1
187	эта точка зрения	1	1
188	не менее эти	1	1
189	довольно часто и	1	1
190	дело здесь не	1	1
191	рассматривается как нечто	1	1
192	не потому что	1	1
193	то что в	1	1
194	на некоторое время	1	1
195	а следовательно и	1	1
196	одно из первых	1	1
197	но совершенно очевидно	1	1
198	сказать что в	1	1
199	и состоит в	1	1
200	только в том	2	1
201	что они были	1	1
202	что при этом	1	1
203	сомнения в том	1	1
204	привела к тому	1	1
205	так как этот	1	1
206	оставляют сомнения в	1	1
207	друг другу и	1	1
208	тем более что	1	1
209	независимо от того	1	1
210	таким образом в	2	1
211	так как оно	1	1
212	но все это	1	1
213	и объяснить ее	1	1
214	видели что в	1	1
215	из того что	5	1
216	имеет место на	1	1
217	показывает что в	1	1
218	и что ему	1	1
219	верят что они	1	1
220	приводит к тому	3	1
221	смысле этого слова	4	1
222	их нельзя было	1	1
223	как и все	1	1
224	этим объясняется и	1	1
225	и что с	1	1
226	этом случае он	1	1
227	что связь между	1	1
228	понятия так как	2	1
229	как одна из	1	1
230	у нас на	1	1
231	в первую очередь	3	1
232	не играют никакой	1	1
233	в собственном смысле	4	1
234	отличается тем что	1	1
235	том что они	2	1
236	так что в	2	1
237	это приводит нас	1	1
238	представляет как бы	1	1
239	на этом же	1	1
240	она не имеет	1	1
241	ними никогда не	1	1
242	в новой и	1	1
243	встал на путь	1	1
244	потому что они	2	1
245	это и есть	1	1
246	то время как	7	1
247	что и в	1	1
248	и в и	1	1
249	при котором в	1	1
