N	2gram	Berdyaev_M	Narrotol
254	не должен	1	3
255	сознания в	2	3
256	говорить о	1	3
257	за собой	2	3
258	так же	5	3
259	друг на	1	3
260	ни одного	2	3
261	к ним	1	3
262	жизни как	1	3
263	наряду с	1	3
264	ключ к	1	3
265	в зависимости	1	3
266	все время	3	3
267	что она	5	3
268	к ее	1	3
269	ее и	2	3
270	по природе	2	3
271	она в	1	3
272	ведь есть	1	3
273	с точки	1	3
274	и сама	2	3
275	одно из	3	3
276	видит в	1	3
277	но он	17	3
278	не знает	12	3
279	в которой	8	3
280	к чему	5	3
281	всех его	1	3
282	что не	3	3
283	между ними	1	3
284	же как	1	3
285	и это	16	3
286	сих пор	5	3
287	а потом	1	3
288	должен был	4	3
289	могли бы	1	3
290	о себе	3	3
291	а с	1	3
292	природе своей	2	3
293	и что	4	3
294	можно было	1	3
295	перед лицом	1	3
296	о его	1	3
297	бы быть	1	3
298	а как	2	3
299	во время	1	3
300	в него	3	3
301	при такой	1	3
302	до сих	5	3
303	он уже	8	3
304	интерес к	5	3
305	самим собой	1	3
306	с таким	2	3
307	и т	1	3
308	приводит к	2	3
309	бы не	4	3
310	зависимости от	1	3
311	своей жизни	1	3
312	что мы	1	3
313	как на	1	3
314	на друга	1	3
315	быть не	2	3
316	и тогда	2	3
317	а лишь	3	3
318	той же	3	3
319	от которой	1	3
320	одной из	1	3
321	до конца	16	3
322	всякий раз	2	3
323	на этот	2	3
324	но это	8	3
325	и после	1	3
326	жизни не	2	3
327	как к	2	3
328	и уж	2	3
329	и вот	7	3
330	которых он	5	3
331	он и	2	3
332	несет в	1	3
333	же не	2	3
334	чем он	1	3
335	участие в	1	3
336	все равно	3	3
337	а о	1	3
338	для других	1	3
339	все эти	3	3
340	со своей	2	3
341	должен быть	4	3
342	особенно в	3	3
343	и потому	17	3
344	а к	2	3
345	его не	5	3
346	связано с	5	3
347	во второй	1	3
348	это была	1	3
349	заключает в	3	3
350	лишь в	8	3
351	и самого	2	3
352	и только	1	3
353	все было	1	3
354	мир не	2	2
355	является в	1	2
356	в момент	3	2
357	еще более	3	2
358	те же	5	2
359	которое может	1	2
360	потому не	3	2
361	нас в	3	2
362	с той	1	2
363	не несет	1	2
364	быть может	9	2
365	с собой	5	2
366	лишь с	1	2
367	мыслится как	1	2
368	людей и	5	2
369	но все	1	2
370	жизнь в	4	2
371	мысль о	2	2
372	целый ряд	2	2
373	тем что	7	2
374	принадлежат к	3	2
375	и делает	1	2
376	мира это	1	2
377	человека есть	6	2
378	достоевского и	12	2
379	в это	1	2
380	мир и	3	2
381	казалось бы	1	2
382	было не	1	2
383	было в	3	2
384	и который	1	2
385	своей природе	1	2
386	из жизни	1	2
387	в этот	2	2
388	когда она	1	2
389	превращается в	1	2
390	принадлежит не	1	2
391	можно ли	2	2
392	и еще	3	2
393	центре внимания	1	2
394	его собственной	2	2
395	с другим	3	2
396	то чтобы	1	2
397	друг для	2	2
398	вовсе не	1	2
399	быть в	1	2
400	к которому	1	2
401	же она	1	2
402	русской литературы	5	2
403	он живет	2	2
404	выходя из	2	2
405	бы в	3	2
406	жизни с	1	2
407	от ее	1	2
408	себе самом	1	2
409	принадлежит к	3	2
410	той мере	1	2
411	и мы	2	2
412	что иное	4	2
413	к одному	2	2
414	должно быть	5	2
415	в человеке	10	2
416	добра и	8	2
417	он идет	1	2
418	и через	1	2
419	и кажется	1	2
420	теперь и	1	2
421	в будущем	1	2
422	можно признать	1	2
423	от тех	1	2
424	а за	2	2
425	будто бы	3	2
426	одним из	2	2
427	человек и	7	2
428	как говорит	1	2
429	также в	2	2
430	не есть	21	2
431	и всякий	2	2
432	себе и	4	2
433	точек зрения	1	2
434	есть своя	1	2
435	жизни то	2	2
436	обращено к	1	2
437	во всех	3	2
438	только от	1	2
439	смысл и	1	2
440	всю свою	1	2
441	личного бытия	2	2
442	человека как	3	2
443	так что	3	2
444	хотя в	1	2
445	все те	1	2
446	сомневаться в	1	2
447	в нее	1	2
448	она была	2	2
449	состояния и	1	2
450	т п	1	2
451	вот я	1	2
452	его как	2	2
453	могут быть	2	2
454	и есть	21	2
455	с которым	2	2
456	без этой	1	2
457	ней в	1	2
458	я сам	1	2
459	это он	1	2
460	и ничего	1	2
461	себя но	1	2
462	любви и	3	2
463	а потому	1	2
464	та же	4	2
465	христианской культуры	1	2
466	они и	3	2
467	и зла	9	2
468	если в	2	2
469	живет в	2	2
470	должна быть	7	2
471	своих героев	2	2
472	но также	2	2
473	другого человека	2	2
474	в сущности	2	2
475	давно уже	1	2
476	для них	3	2
477	он лишь	4	2
478	человеке в	2	2
479	все то	1	2
480	от своего	2	2
481	в россии	2	2
482	же о	2	2
483	можно назвать	1	2
484	как о	1	2
485	ему казалось	1	2
486	в которых	5	2
487	никто не	3	2
488	за границу	1	2
489	есть на	1	2
490	ли он	2	2
491	не до	2	2
492	том смысле	2	2
493	в каком	2	2
494	к другому	4	2
495	для друга	2	2
496	это и	7	2
497	его и	2	2
498	тот кто	5	2
499	по своим	1	2
500	своей собственной	1	2
501	более чем	3	2
502	в течение	1	2
503	это все	2	2
504	это внутренняя	1	2
505	у меня	1	2
506	истории он	2	2
507	вступает в	1	2
508	в мир	3	2
509	над собой	1	2
510	как будет	1	2
511	что же	2	2
512	переход от	1	2
513	нем не	2	2
514	она может	2	2
515	и во	5	2
516	в самую	5	2
517	своего я	1	2
518	с нею	1	2
519	к миру	3	2
520	он может	1	2
521	только с	3	2
522	только потому	1	2
523	из него	1	2
524	мира не	3	2
525	прибегает к	1	2
526	обратиться к	1	2
527	в любви	12	2
528	в более	4	2
529	в смысл	2	2
530	после этого	1	2
531	у гоголя	1	2
532	ни с	4	2
533	это был	2	2
534	не для	2	2
535	личности как	1	2
536	бы на	1	2
537	мире в	1	2
538	все это	6	2
539	со своим	2	2
540	сознания и	1	2
541	а все	1	2
542	в их	4	2
543	слова а	1	2
544	но с	2	2
545	и более	2	2
546	жизни это	4	2
547	на нее	1	2
548	это еще	1	2
549	есть в	3	2
550	как можно	1	2
551	к своему	2	2
552	для которого	1	2
553	говорит об	1	2
554	как все	1	2
555	мере в	1	2
556	он свободен	1	2
557	в пределе	1	2
558	личности в	4	2
559	не могу	4	2
560	ее жизни	1	2
561	друга как	1	2
562	когда он	3	2
563	не оставляет	1	2
564	чего же	2	2
565	признать что	1	2
566	на это	1	2
567	человеческого сознания	3	2
568	бытия не	2	2
569	отношение к	9	2
570	бытия и	1	2
571	о своих	2	2
572	это в	1	2
573	как для	2	2
574	внутреннюю жизнь	1	2
575	и наконец	1	2
576	иное как	4	2
577	к подлинному	1	1
578	во всем	5	1
579	и человеческого	2	1
580	радость в	1	1
581	себе ее	1	1
582	в подземелье	1	1
583	в единую	2	1
584	никогда и	1	1
585	духе в	1	1
586	и оказываются	1	1
587	христа в	6	1
588	жизнь свою	2	1
589	как теперь	1	1
590	которые не	2	1
591	к этой	3	1
592	и люди	2	1
593	есть знак	1	1
594	любовь к	10	1
595	другим я	1	1
596	мир человеческих	1	1
597	христу и	1	1
598	внутреннее состояние	1	1
599	с самим	5	1
600	из всех	1	1
601	эта новая	1	1
602	в разных	3	1
603	этот момент	1	1
604	тем как	2	1
605	и был	1	1
606	их жизни	1	1
607	боли в	1	1
608	это обычно	1	1
609	мысли и	2	1
610	человек есть	5	1
611	привести к	9	1
612	не как	4	1
613	о свободе	18	1
614	что человек	5	1
615	это нужно	1	1
616	верю в	1	1
617	этот жизненный	1	1
618	течение событий	1	1
619	его от	1	1
620	то не	1	1
621	раскрывается в	6	1
622	этом направлении	1	1
623	но что	1	1
624	всей ее	1	1
625	церковь и	2	1
626	которая была	1	1
627	основывается на	1	1
628	связь с	1	1
629	этим объясняется	1	1
630	в духе	6	1
631	обращением к	1	1
632	он остается	1	1
633	с отцом	1	1
634	стороне от	1	1
635	чтобы за	1	1
636	и этот	4	1
637	на мир	1	1
638	небо и	4	1
639	но по	1	1
640	связана с	9	1
641	чем его	5	1
642	порядка и	1	1
643	все определяется	1	1
644	основной для	1	1
645	отношением к	2	1
646	его на	4	1
647	сознанием и	1	1
648	он стоит	1	1
649	с еще	1	1
650	мысли о	3	1
651	на эту	1	1
652	жизни ее	1	1
653	может существовать	1	1
654	эта радость	1	1
655	но у	2	1
656	отличается от	2	1
657	закона и	3	1
658	ко второй	2	1
659	отца и	1	1
660	в письме	1	1
661	людей с	1	1
662	обращение к	1	1
663	истины о	1	1
664	для исследования	1	1
665	и нет	3	1
666	с этим	4	1
667	сам же	1	1
668	ней следует	1	1
669	все и	1	1
670	еще от	1	1
671	человека так	1	1
672	творчества в	1	1
673	сразу же	1	1
674	его любовь	3	1
675	не могли	1	1
676	вопрос о	7	1
677	в динамике	3	1
678	человека не	6	1
679	нельзя было	3	1
680	и мысли	1	1
681	он был	18	1
682	мы увидим	4	1
683	жизни эта	1	1
684	трудно было	1	1
685	и иван	2	1
686	в творчестве	13	1
687	личного начала	1	1
688	бы из	1	1
689	но во	1	1
690	это его	1	1
691	но эти	1	1
692	во многих	2	1
693	истину и	2	1
694	и мировой	1	1
695	имея в	1	1
696	что вся	1	1
697	уже было	1	1
698	этой связи	1	1
699	и показывает	1	1
700	соединяется с	2	1
701	повергает в	1	1
702	перед человеком	1	1
703	бога это	1	1
704	втором случае	1	1
705	он думает	1	1
706	в сторону	1	1
707	значительной степени	2	1
708	и те	4	1
709	не что	4	1
710	внутренней его	1	1
711	от своей	2	1
712	на практике	1	1
713	гибели на	1	1
714	в глаза	1	1
715	бытия это	1	1
716	всего что	2	1
717	в прошлом	1	1
718	по которой	1	1
719	ее как	2	1
720	действительности о	1	1
721	это так	1	1
722	в одной	1	1
723	что все	5	1
724	во всей	1	1
725	не умеет	1	1
726	не ведет	3	1
727	момент в	5	1
728	мир так	1	1
729	это прежде	1	1
730	не мыслится	1	1
731	многообразие человеческого	1	1
732	человеку и	5	1
733	она уже	1	1
734	а мы	1	1
735	не будут	2	1
736	нет никаких	2	1
737	не понять	1	1
738	и открывает	1	1
739	она есть	3	1
740	не то	1	1
741	свое собственное	1	1
742	бытия а	1	1
743	как литература	1	1
744	ближе к	1	1
745	чтобы сделать	1	1
746	есть выражение	2	1
747	о влиянии	1	1
748	собой со	1	1
749	она и	1	1
750	приблизиться к	1	1
751	хотелось бы	1	1
752	и красота	1	1
753	к человеку	21	1
754	этом все	1	1
755	такому пониманию	1	1
756	на сторону	2	1
757	не принадлежит	3	1
758	не останется	1	1
759	собой в	1	1
760	такая же	1	1
761	и борьбы	1	1
762	в состоянии	1	1
763	смысле в	2	1
764	более глубоко	1	1
765	знанием и	1	1
766	судьба в	1	1
767	в темной	1	1
768	два явления	1	1
769	под знаком	1	1
770	чем у	8	1
771	этом втором	1	1
772	верит в	2	1
773	это верно	2	1
774	тайны и	1	1
775	отказывается от	1	1
776	xix века	4	1
777	природа в	1	1
778	была такова	1	1
779	каждого человека	3	1
780	не от	3	1
781	в середине	4	1
782	его в	6	1
783	не была	4	1
784	отцов и	1	1
785	ни в	3	1
786	что составляет	1	1
787	страдает от	1	1
788	исходит от	2	1
789	состояние в	1	1
790	человеку а	1	1
791	пути и	2	1
792	екатерина ивановна	1	1
793	что за	2	1
794	и чисто	1	1
795	тех же	1	1
796	была в	2	1
797	духовного кризиса	1	1
798	и своего	1	1
799	в атмосфере	3	1
800	между этими	1	1
801	в последних	1	1
802	с одним	1	1
803	не остается	2	1
804	но ведь	1	1
805	я всегда	2	1
806	время как	2	1
807	и она	5	1
808	такой строй	1	1
809	на земле	7	1
810	для человеческого	3	1
811	и характер	2	1
812	смысл но	1	1
813	зрения и	1	1
814	века в	2	1
815	письме к	1	1
816	он забывает	1	1
817	лишь для	1	1
818	что только	1	1
819	был не	2	1
820	из одного	1	1
821	по характеру	1	1
822	я все	1	1
823	но все-таки	1	1
824	он чувствовал	1	1
825	не иначе	1	1
826	и религиозной	1	1
827	и своей	1	1
828	вопроса о	1	1
829	отразилось в	1	1
830	период его	1	1
831	в бытовой	1	1
832	завершается же	1	1
833	не имея	1	1
834	критике он	1	1
835	человек как	1	1
836	встреча с	1	1
837	и быть	2	1
838	и пустая	1	1
839	люди как	1	1
840	не означает	2	1
841	на этом	5	1
842	бытия но	2	1
843	личность в	1	1
844	две стороны	1	1
845	мы уже	1	1
846	него есть	2	1
847	на человеческую	1	1
848	он ничего	1	1
849	жизнь то	1	1
850	разных местах	2	1
851	свидригайлова и	1	1
852	другом и	1	1
853	совсем не	3	1
854	с какой	1	1
855	эти слова	2	1
856	отношение между	2	1
857	остается на	2	1
858	на самый	1	1
859	для художника	1	1
860	в развитии	1	1
861	и смысла	1	1
862	ничто не	1	1
863	бы но	1	1
864	ко христу	2	1
865	из мира	1	1
866	и та	2	1
867	начинается с	1	1
868	и тот	2	1
869	о собственной	1	1
870	за пределы	5	1
871	кажется и	2	1
872	это дух	1	1
873	этот вопрос	1	1
874	над ним	1	1
875	говорили что	1	1
876	должны были	1	1
877	в самой	8	1
878	себя за	1	1
879	значение и	1	1
880	был для	2	1
881	из нее	1	1
882	истории и	2	1
883	лишь одно	1	1
884	род его	1	1
885	и небо	1	1
886	она определяется	1	1
887	природы и	1	1
888	или о	1	1
889	бы его	2	1
890	и каждый	2	1
891	его личности	4	1
892	писателя как	1	1
893	он интересен	1	1
894	состояние как	1	1
895	любви в	2	1
896	останется для	1	1
897	который так	4	1
898	них не	1	1
899	этим вихрем	1	1
900	самому себе	2	1
901	с чем	1	1
902	был в	4	1
903	человеку в	2	1
904	опыта а	1	1
905	в человеческой	5	1
906	пределы своего	1	1
907	всю жизнь	7	1
908	не сразу	1	1
909	иной раз	1	1
910	из этого	1	1
911	бы ни	2	1
912	его к	2	1
913	и чтобы	1	1
914	к исчезновению	2	1
915	и отсутствие	1	1
916	в духовном	1	1
917	чтобы не	4	1
918	означает что	3	1
919	прежде чем	2	1
920	мир но	2	1
921	действительной жизни	1	1
922	многие другие	1	1
923	эта любовь	2	1
924	для личности	1	1
925	почему он	1	1
926	как отец	1	1
927	теперь я	1	1
928	увидеть своего	1	1
929	то время	2	1
930	который имел	1	1
931	это одна	1	1
932	как с	1	1
933	был бы	11	1
934	с такой	2	1
935	и должно	3	1
936	была бы	1	1
937	людей даже	1	1
938	в свое	1	1
939	человек с	1	1
940	с тем	10	1
941	сам по	2	1
942	явление духа	6	1
943	в другой	1	1
944	этот не	1	1
945	поэтому в	1	1
946	все свое	1	1
947	он мыслится	1	1
948	старца зосимы	1	1
949	лишь из	1	1
950	когда его	1	1
951	в отношении	6	1
952	ему принадлежат	1	1
953	отношение было	1	1
954	него нет	6	1
955	за это	1	1
956	не могут	6	1
957	в я	1	1
958	для христианской	2	1
959	сказать с	1	1
960	прошел через	1	1
961	и принять	1	1
962	человека его	5	1
963	прошлое и	1	1
964	так называемый	2	1
965	по преимуществу	4	1
966	преступление и	2	1
967	не люблю	1	1
968	новая история	1	1
969	к исследованию	1	1
970	но никогда	1	1
971	свобода свобода	4	1
972	они вели	1	1
973	отношения к	6	1
974	оно всегда	1	1
975	отдельного человека	1	1
976	свой собственный	1	1
977	как не	1	1
978	для каждого	1	1
979	он осуществляет	1	1
980	чем счастье	1	1
981	будет еще	1	1
982	себя и	6	1
983	же мало	1	1
984	мыслей и	1	1
985	подлинного бытия	2	1
986	сравнению с	2	1
987	обращенный к	2	1
988	с большей	1	1
989	суждений о	1	1
990	весть о	1	1
991	что вообще	1	1
992	почувствовал что	2	1
993	мир который	1	1
994	зла и	15	1
995	без которых	1	1
996	который и	2	1
997	к радости	1	1
998	особый род	1	1
999	но оно	1	1
1000	сам я	1	1
1001	все они	1	1
1002	только одно	3	1
1003	бросается в	1	1
1004	ни к	2	1
1005	первая и	1	1
1006	в греческой	1	1
1007	ни у	2	1
1008	он понял	2	1
1009	если он	7	1
1010	ней есть	1	1
1011	на какой	2	1
1012	образом их	1	1
1013	не любил	1	1
1014	в значительной	2	1
1015	относится к	2	1
1016	не раз	1	1
1017	не должно	1	1
1018	по сравнению	3	1
1019	жизни который	1	1
1020	связано со	3	1
1021	в новой	1	1
1022	с которой	2	1
1023	и теперь	1	1
1024	что если	1	1
1025	его нельзя	2	1
1026	то все	2	1
1027	и вся	1	1
1028	случае имеет	1	1
1029	у шекспира	1	1
1030	отношении к	4	1
1031	этого как	1	1
1032	и ему	1	1
1033	него с	1	1
1034	нормы а	1	1
1035	и исчезает	1	1
1036	и до	1	1
1037	эти миры	1	1
1038	одна и	3	1
1039	у человека	6	1
1040	чем не	3	1
1041	он есть	1	1
1042	человеческий и	1	1
1043	и наоборот	1	1
1044	литературы в	1	1
1045	свободы как	2	1
1046	тут было	1	1
1047	другого в	2	1
1048	раз когда	2	1
1049	делает его	1	1
1050	в бога	5	1
1051	есть его	1	1
1052	между людьми	1	1
1053	особенно интересен	1	1
1054	нет и	6	1
1055	важное для	1	1
1056	впервые в	1	1
1057	еще вернемся	2	1
1058	в состояние	1	1
1059	при котором	1	1
1060	произведения и	1	1
1061	в образе	4	1
1062	личности к	2	1
1063	человечества и	1	1
1064	в существовании	1	1
1065	его существа	1	1
1066	к прошлому	1	1
1067	этого слова	1	1
1068	до известной	1	1
1069	определяется не	1	1
1070	не видит	1	1
1071	счастья и	1	1
1072	у них	4	1
1073	отрешенный от	1	1
1074	смысл этот	1	1
1075	не из	1	1
1076	мы еще	4	1
1077	моментов в	1	1
1078	тот же	1	1
1079	протяжении всего	1	1
1080	с того	2	1
1081	в другое	1	1
1082	человека но	5	1
1083	людей не	2	1
1084	жизнь его	1	1
1085	что есть	7	1
1086	об их	1	1
1087	сознание может	1	1
1088	душе и	1	1
1089	проникает в	3	1
1090	как со	1	1
1091	находятся в	1	1
1092	миром с	1	1
1093	но на	2	1
1094	только одного	1	1
1095	что ему	1	1
1096	которым он	1	1
1097	значение в	1	1
1098	так как	10	1
1099	смысле что	1	1
1100	я верю	1	1
1101	мог быть	1	1
1102	мир в	3	1
1103	многих других	1	1
1104	и наказание	1	1
1105	может не	3	1
1106	различие между	2	1
1107	все так	1	1
1108	этот процесс	5	1
1109	о человеке	24	1
1110	того как	3	1
1111	перестает быть	1	1
1112	в первый	1	1
1113	уже в	6	1
1114	как сама	1	1
1115	под собой	1	1
1116	на что	1	1
1117	образ и	7	1
1118	для всего	1	1
1119	существовании этого	1	1
1120	своей не	1	1
1121	в жизнь	1	1
1122	что теперь	1	1
1123	ее в	1	1
1124	смысла жизни	2	1
1125	жизни героев	1	1
1126	с их	2	1
1127	не принимает	2	1
1128	гимн свободе	1	1
1129	а еще	1	1
1130	на небо	1	1
1131	что ни	1	1
1132	что является	1	1
1133	свет во	1	1
1134	за этим	1	1
1135	оно раскрывается	1	1
1136	было для	3	1
1137	он видел	1	1
1138	только художественная	1	1
1139	но личное	2	1
1140	в стороне	1	1
1141	мировой жизни	1	1
1142	и без	2	1
1143	себя от	1	1
1144	говорят о	2	1
1145	есть только	2	1
1146	и я	5	1
1147	в такой	4	1
1148	личности не	2	1
1149	вернемся к	1	1
1150	и глубже	2	1
1151	нисколько не	1	1
1152	и оно	1	1
1153	о бессмертии	3	1
1154	на его	1	1
1155	ему как	3	1
1156	ничего нельзя	1	1
1157	самое замечательное	1	1
1158	бы это	2	1
1159	связаны с	1	1
1160	жизнь и	5	1
1161	свобода и	7	1
1162	в иные	1	1
1163	в юности	1	1
1164	еще до	2	1
1165	том случае	1	1
1166	бытия как	1	1
1167	окружающего мира	1	1
1168	существенное в	1	1
1169	как снятие	1	1
1170	xx века	1	1
1171	которые могли	1	1
1172	добра но	2	1
1173	лишь под	1	1
1174	случае если	1	1
1175	в самых	2	1
1176	это взгляд	1	1
1177	в столь	1	1
1178	в противоположность	1	1
1179	ведь и	1	1
1180	мы должны	1	1
1181	во вселенной	1	1
1182	в судьбе	7	1
1183	в искусстве	1	1
1184	не находит	1	1
1185	я вас	1	1
1186	характерно для	1	1
1187	нужно было	1	1
1188	но она	3	1
1189	и их	3	1
1190	нельзя понять	1	1
1191	люди с	1	1
1192	к области	1	1
1193	отношений между	2	1
1194	существа в	1	1
1195	оказывается что	2	1
1196	кто не	2	1
1197	у кого	2	1
1198	в нашей	1	1
1199	жизнь есть	1	1
1200	нем самом	1	1
1201	на людей	3	1
1202	с прошлым	1	1
1203	как то	2	1
1204	происходит от	1	1
1205	в россию	1	1
1206	его отношение	2	1
1207	человеку если	1	1
1208	все та	1	1
1209	чем они	1	1
1210	знает и	1	1
1211	не хотел	5	1
1212	ее пределы	1	1
1213	эту тему	1	1
1214	него и	3	1
1215	самой своей	1	1
1216	зла или	1	1
1217	человеческие отношения	1	1
1218	в плане	1	1
1219	и борьба	1	1
1220	и много	2	1
1221	мировой литературы	1	1
1222	вызывает в	1	1
1223	может показаться	1	1
1224	и вопреки	1	1
1225	настаивать на	1	1
1226	же можно	2	1
1227	иначе он	1	1
1228	меня самого	1	1
1229	происходит в	1	1
1230	все еще	2	1
1231	в период	1	1
1232	для свободы	2	1
1233	человек не	17	1
1234	интересен в	1	1
1235	в разговоре	1	1
1236	ничего подобного	3	1
1237	его внутреннее	1	1
1238	как ему	1	1
1239	для этого	3	1
1240	есть не	9	1
1241	что легко	1	1
1242	совершается в	1	1
1243	легенда о	1	1
1244	себе а	1	1
