N	3gram	Losev_Vlad	StatiiOP
415	на то как	1	1
416	что несмотря на	1	1
417	по возвращении в	2	1
418	как это делает	2	1
419	не переставал быть	1	1
420	я никогда не	1	1
421	в таких случаях	1	1
422	ко всему этому	2	1
423	грубо так что	1	1
424	все это было	2	1
425	в том виде	1	1
426	свое самое большое	1	1
427	вот о чем	1	1
428	как уже сказано	1	1
429	года в которой	1	1
430	сказать что это	1	1
431	также и в	2	1
432	с ней в	1	1
433	ни в чем	1	1
434	в своей работе	1	1
435	нам кажется что	2	1
436	к жизни и	1	1
