N	2gram	Vinokur_St	Myshleni
500	совершенно не	7	9
501	такого рода	2	9
502	хотя и	4	9
503	переход к	1	9
504	в ином	1	9
505	но с	7	9
506	или в	1	9
507	речи это	1	9
508	включает в	1	9
509	должен быть	3	9
510	не как	2	8
511	на которых	1	8
512	из двух	3	8
513	не обнаруживает	1	8
514	о котором	2	8
515	которая не	1	8
516	и те	4	8
517	уже и	1	8
518	не умеет	1	8
519	не удивительно	1	8
520	нет никаких	2	8
521	речи а	1	8
522	равной мере	2	8
523	в деле	3	8
524	в эту	3	8
525	один раз	1	8
526	что только	2	8
527	обратиться к	1	8
528	сам по	1	8
529	поэтому в	4	8
530	в течение	7	8
531	отношении к	3	8
532	наших глазах	2	8
533	образом в	1	8
534	чем мы	1	8
535	только и	1	8
536	относятся к	3	8
537	дело с	2	8
538	не являются	3	8
539	действительности и	1	8
540	связь с	1	8
541	известно что	2	8
542	убедиться в	2	8
543	как правило	2	8
544	какой степени	1	8
545	не мог	3	8
546	при решении	1	8
547	во внимание	2	8
548	себе и	1	8
549	в современной	1	8
550	и др	1	8
551	во время	5	8
552	и из	1	8
553	мы снова	1	8
554	в действии	1	8
555	не на	3	8
556	должен был	5	8
557	том как	4	8
558	со стороны	7	8
559	одним и	2	8
560	бы с	1	8
561	и тогда	2	8
562	что я	3	8
563	связан с	3	8
564	пользу того	1	8
565	в более	1	8
566	этой области	5	8
567	различие между	1	8
568	на которой	2	8
569	и которая	1	8
570	в равной	2	8
571	нисколько не	3	8
572	только то	1	8
573	еще на	1	8
574	что не	3	8
575	в таком	4	7
576	в разных	1	7
577	и сам	4	7
578	слова с	1	7
579	на него	3	7
580	он сам	1	7
581	это обстоятельство	1	7
582	больше и	1	7
583	в общем	2	7
584	всех этих	2	7
585	содержит в	1	7
586	и делает	1	7
587	его и	1	7
588	в значительной	2	7
589	которым мы	1	7
590	у них	1	7
591	которых он	2	7
592	для всего	1	7
593	это предположение	1	7
594	с теми	1	7
595	в ряде	1	7
596	мере в	3	7
597	к вопросу	1	7
598	на один	1	7
599	этому поводу	4	7
600	же в	1	7
601	это в	4	7
602	случае в	4	7
603	которая в	1	7
604	каждого отдельного	1	7
605	из нее	3	7
606	которые являются	2	7
607	что оба	2	7
608	не существует	4	7
609	которой он	1	7
610	той и	1	7
611	но они	3	7
612	до того	4	7
613	всякую возможность	1	7
614	и вместе	1	7
615	именно потому	1	7
616	общего с	3	7
617	во втором	5	7
618	должна быть	3	7
619	отличаются от	1	7
620	с ними	1	7
621	не имеют	2	7
622	при помощи	4	7
623	без всякого	2	7
624	на одной	1	7
625	здесь в	1	7
626	слова не	1	7
627	это слово	6	7
628	а также	4	7
629	случае не	3	7
630	в обоих	2	7
631	этом и	2	7
632	лучшем случае	1	7
633	только один	1	6
634	и другим	1	6
635	к ней	1	6
636	уже не	1	6
637	как например	2	6
638	это же	1	6
639	себе в	2	6
640	с другим	1	6
641	что их	1	6
642	в научном	1	6
643	в отдельных	2	6
644	нас сейчас	2	6
645	в двух	4	6
646	в каждом	3	6
647	в лучшем	1	6
648	с теоретической	1	6
649	и самый	2	6
650	как к	3	6
651	фактов и	1	6
652	том и	1	6
653	если попытаться	1	6
654	обоих случаях	2	6
655	смысле что	2	6
656	том смысле	4	6
657	ни на	3	6
658	бы и	4	6
659	значение этого	1	6
660	наконец в	2	6
661	в силе	1	6
662	и там	1	6
663	нет и	1	6
664	начиная с	2	6
665	только потому	2	6
666	совершенно так	1	6
667	а это	1	6
668	можно считать	2	6
669	бы мы	2	6
670	в условиях	1	6
671	и таким	1	6
672	и вообще	5	6
673	и полностью	1	6
674	и эти	2	6
675	образом мы	1	6
676	само собой	1	6
677	что было	3	6
678	оказывается не	1	6
679	говорит о	5	6
680	что то	2	6
681	действительности в	1	6
682	ответить на	1	6
683	имеем дело	2	6
684	одна из	1	6
685	на язык	1	6
686	качестве средства	1	6
687	точек зрения	1	6
688	могло бы	3	6
689	очень часто	3	6
690	на другой	1	6
691	с и	1	6
692	и который	3	6
693	на ее	1	6
694	если принять	1	6
695	которые могут	1	6
696	именно поэтому	2	6
697	только одно	1	6
698	нас интересует	1	6
699	еще и	5	6
700	тех же	1	6
701	роль в	1	6
702	из которого	2	6
703	что здесь	2	6
704	увидим ниже	1	6
705	к началу	1	6
706	дело в	9	6
707	и понимания	1	6
708	ли не	2	6
709	это было	2	6
710	нужно было	2	6
711	и о	4	6
712	как увидим	1	6
713	кроме того	3	5
714	не отдает	1	5
715	им в	2	5
716	свою собственную	3	5
717	почти исключительно	1	5
718	втором случае	2	5
719	от той	1	5
720	в вопросе	1	5
721	к ним	1	5
722	нигде не	2	5
723	слово как	1	5
724	о связи	1	5
725	ближе к	1	5
726	той мере	2	5
727	все его	1	5
728	и снова	1	5
729	того в	1	5
730	в ряду	1	5
731	если я	1	5
732	опираясь на	1	5
733	принять во	1	5
734	разрыв между	1	5
735	эти слова	1	5
736	не дает	2	5
737	мы приходим	1	5
738	которые он	1	5
739	с такой	1	5
740	на первом	1	5
741	для них	2	5
742	никто не	4	5
743	который не	3	5
744	так называемая	3	5
745	отчета в	3	5
746	представляется в	1	5
747	отдает себе	1	5
748	он является	1	5
749	каждой из	1	5
750	в значении	1	5
751	на две	1	5
752	в данной	2	5
753	что во	3	5
754	не видит	1	5
755	только с	4	5
756	более высоким	1	5
757	сомнений в	3	5
758	в свое	3	5
759	что ему	2	5
760	он делает	1	5
761	от всех	1	5
762	сами по	2	5
763	в предисловии	3	5
764	язык и	1	5
765	оказывается что	1	5
766	утверждает что	1	5
767	рассматривать как	1	5
768	ни один	2	5
769	от него	1	5
770	на эти	7	5
771	самого себя	1	5
772	свою мысль	1	5
773	бы все	3	5
774	что по	1	5
775	когда в	1	5
776	гораздо больше	2	5
777	в новом	4	5
778	но даже	1	5
779	но то	1	5
780	которыми он	3	5
781	значительной степени	3	5
782	всегда и	1	5
783	говорит об	4	5
784	первостепенное значение	1	5
785	быть в	2	5
786	есть только	2	5
787	не просто	2	5
788	себя в	1	5
789	целого ряда	2	5
790	на протяжении	1	5
791	после того	5	5
792	что каждая	1	5
793	по мнению	4	5
794	чем у	2	5
795	видит в	1	5
796	в представлении	2	5
797	вообще в	1	5
798	в форме	2	5
799	вопрос в	4	5
800	значение как	1	5
801	речи о	1	5
802	не для	3	5
803	а потому	2	5
804	был бы	1	5
805	о которой	3	5
806	поэтому она	1	5
807	оказывается в	2	5
808	если это	3	5
809	не потому	3	5
810	о языке	2	5
811	на более	1	5
812	заметить что	1	5
813	ответа на	2	5
814	их с	1	5
815	свое время	3	5
816	как у	1	5
817	видеть в	1	5
818	в полном	1	5
819	указание на	1	5
820	что к	1	5
821	случаях когда	1	5
822	чтобы сделать	2	5
823	в наши	2	5
824	конце концов	2	5
825	дело не	4	5
826	все не	1	5
827	всей его	1	5
828	прежде чем	1	5
829	бы он	1	5
830	эти два	1	5
831	более того	1	5
832	в середине	2	4
833	зрения на	1	4
834	в применении	3	4
835	но ведь	8	4
836	вот что	3	4
837	мне кажется	7	4
838	уже на	1	4
839	исходить из	1	4
840	на эту	5	4
841	как более	2	4
842	так например	12	4
843	всем его	1	4
844	что вся	1	4
845	чего не	1	4
846	знака в	2	4
847	на пути	1	4
848	и когда	1	4
849	предисловии к	2	4
850	и другом	1	4
851	конечно не	2	4
852	можно ли	5	4
853	чтобы показать	1	4
854	наедине с	1	4
855	ни одного	4	4
856	не подлежит	2	4
857	иным как	1	4
858	бы то	2	4
859	через другие	1	4
860	которого он	1	4
861	с нашей	2	4
862	не было	7	4
863	на которое	2	4
864	и говорит	1	4
865	была в	1	4
866	если оно	1	4
867	в ответ	1	4
868	бы они	1	4
869	и та	1	4
870	значения в	1	4
871	он еще	1	4
872	что есть	1	4
873	можно с	1	4
874	в одну	1	4
875	мы встречаем	1	4
876	была бы	10	4
877	опираться на	1	4
878	приведенных выше	1	4
879	виде как	1	4
880	движения от	1	4
881	то здесь	1	4
882	который он	1	4
883	сторона этого	1	4
884	в очень	4	4
885	сейчас не	1	4
886	в роли	1	4
887	и вот	1	4
888	из его	3	4
889	и вся	2	4
890	которую он	3	4
891	направлении и	1	4
892	только при	1	4
893	слова он	1	4
894	именно то	1	4
895	речи на	1	4
896	здесь не	1	4
897	в корне	1	4
898	и после	1	4
899	самое слово	1	4
900	есть такой	1	4
901	нас не	3	4
902	что значит	2	4
903	к самой	1	4
904	на нее	3	4
905	этот раз	2	4
906	и могут	1	4
907	и я	5	4
908	в каждой	1	4
909	вопросе о	1	4
910	того или	4	4
911	разница между	3	4
912	одни и	1	4
913	не оставляет	2	4
914	но эти	2	4
915	действительно не	3	4
916	как будто	5	4
917	стоят в	1	4
918	однако и	2	4
919	самое важное	1	4
920	в некоторых	3	4
921	от этих	1	4
922	если он	1	4
923	в наиболее	1	4
924	в понимании	1	4
925	стороны в	2	4
926	а именно	3	4
927	одновременно и	1	4
928	в одно	1	4
929	языка на	1	4
930	то это	3	4
931	почти не	1	4
932	по тем	1	4
933	вопроса об	1	4
934	превращается в	2	4
935	для которого	1	4
936	исходит из	1	4
937	которыми мы	1	4
938	чтобы выяснить	1	4
939	время в	1	4
940	ни было	1	4
941	но совершенно	1	4
942	целом ряде	1	4
943	указывает что	1	4
944	также в	2	4
945	и характер	1	4
946	условием для	1	4
947	которая является	1	4
948	в целях	1	4
949	совсем не	3	4
950	но при	1	4
951	вывод который	1	4
952	его не	3	4
953	хотя в	2	4
954	в приведенном	1	4
955	расхождение между	1	4
956	на который	2	4
957	однако в	1	4
958	мысль в	1	4
959	бы оно	1	4
960	а как	5	4
961	слова до	1	4
962	постановке вопроса	1	4
963	к одной	1	4
964	себе отчета	2	4
965	двух сторон	1	4
966	которого является	1	4
967	как о	2	4
968	меньшей мере	3	4
969	не до	2	4
970	себя и	1	4
971	чем же	1	4
972	сейчас мы	1	4
973	вопроса и	1	4
974	перед глазами	1	4
975	здесь и	1	4
976	но которые	1	4
977	с того	2	4
978	такое же	2	4
979	приходим к	1	4
980	и тех	1	4
981	всю свою	1	4
982	не могу	2	4
983	нельзя не	3	4
984	что там	2	4
985	думать что	2	4
986	развивается в	1	4
987	также с	1	4
988	как их	1	4
989	жизни и	6	4
990	только после	1	4
991	в чисто	2	4
992	не к	2	4
993	в настоящем	1	3
994	и лишь	2	3
995	никаких сомнений	3	3
996	его от	1	3
997	о мире	2	3
998	и именно	2	3
999	видно из	1	3
1000	я могу	1	3
1001	в соответствии	1	3
1002	общие и	1	3
1003	речи тем	1	3
1004	знал что	1	3
1005	о чем-то	1	3
1006	применении к	3	3
1007	этого последнего	1	3
1008	корня в	1	3
1009	должна была	6	3
1010	близкое к	1	3
1011	пути от	1	3
1012	в прошлом	1	3
1013	языка не	2	3
1014	в голове	1	3
1015	он так	1	3
1016	но разве	3	3
1017	эти вопросы	3	3
1018	именно на	1	3
1019	от них	1	3
1020	данных которые	1	3
1021	является прямым	1	3
1022	еще одну	1	3
1023	то очевидно	2	3
1024	отношении в	1	3
1025	никакой связи	1	3
1026	школе и	1	3
1027	как можно	2	3
1028	и всю	1	3
1029	судить о	1	3
1030	одном из	4	3
1031	автора к	1	3
1032	в первые	1	3
1033	объяснения в	2	3
1034	не сумел	3	3
1035	случаях как	1	3
1036	этой главы	3	3
1037	при отсутствии	1	3
1038	чтобы он	1	3
1039	не были	2	3
1040	не могла	2	3
1041	и хотя	1	3
1042	могла бы	1	3
1043	совершенно новый	1	3
1044	внимание и	1	3
1045	особенностей и	1	3
1046	результате этого	1	3
1047	а главное	1	3
1048	к сожалению	4	3
1049	не так	2	3
1050	ни малейшего	1	3
1051	в случаях	1	3
1052	с целью	1	3
1053	еще с	1	3
1054	считать установленным	1	3
1055	на другую	1	3
1056	и просто	1	3
1057	бы не	2	3
1058	да и	4	3
1059	важно отметить	1	3
1060	словами и	1	3
1061	вернее сказать	2	3
1062	так чтобы	1	3
1063	этой работы	2	3
1064	и теперь	2	3
1065	в приложении	1	3
1066	имеет никакого	1	3
1067	подобного рода	1	3
1068	ни были	2	3
1069	тогда как	1	3
1070	каждый из	1	3
1071	и наоборот	1	3
1072	никаких оснований	2	3
1073	эти факты	1	3
1074	что самый	1	3
1075	непосредственно вытекает	1	3
1076	языка но	1	3
1077	утверждая что	1	3
1078	собой по	1	3
1079	новый и	1	3
1080	связанных с	1	3
1081	и пр	4	3
1082	о значении	3	3
1083	этой мысли	2	3
1084	приложении к	1	3
1085	о нем	1	3
1086	этом в	1	3
1087	функция а	1	3
1088	основана на	2	3
1089	сказал бы	1	3
1090	ведь это	1	3
1091	из других	1	3
1092	это еще	1	3
1093	как нечто	1	3
1094	своей речи	1	3
1095	по его	5	3
1096	не создает	1	3
1097	но уже	1	3
1098	теории в	1	3
1099	бы совершенно	1	3
1100	уступает место	1	3
1101	его речи	1	3
1102	и всегда	2	3
1103	своей задачей	1	3
1104	значение есть	1	3
1105	же это	3	3
1106	если она	1	3
1107	он с	1	3
1108	не надо	2	3
1109	новое и	1	3
1110	это утверждение	1	3
1111	против этого	1	3
1112	бы даже	1	3
1113	или нет	1	3
1114	далее в	4	3
1115	путем в	2	3
1116	или во	1	3
1117	уже выше	2	3
1118	и внутренне	1	3
1119	внимание что	1	3
1120	в это	3	3
1121	и сейчас	6	3
1122	которой не	1	3
1123	нельзя было	1	3
1124	доказать что	2	3
1125	во многих	3	3
1126	точно и	2	3
1127	стадию в	1	3
1128	собой совершенно	1	3
1129	в глаза	1	3
1130	мере не	1	3
1131	двух лет	1	3
1132	это расхождение	1	3
1133	настоящее время	2	3
1134	с этими	1	3
1135	как я	1	3
1136	для понимания	2	3
1137	надо сказать	2	3
1138	вопрос и	1	3
1139	все известные	1	3
1140	более ранней	1	3
1141	он на	1	3
1142	и всей	2	3
1143	следует сказать	1	3
1144	обратил внимание	1	3
1145	согласно которой	2	3
1146	иными словами	1	3
1147	говорит в	3	3
1148	и можно	2	3
1149	в изложении	1	3
1150	что за	1	3
1151	но к	2	3
1152	которых в	3	3
1153	то ни	2	3
1154	возвращаясь к	1	3
1155	не приходится	5	3
1156	из сказанного	1	3
1157	недостаточно для	1	3
1158	вопрос можно	1	3
1159	это делает	1	3
1160	бы сейчас	1	3
1161	которое имеет	1	3
1162	бы быть	1	3
1163	же мы	1	3
1164	или иного	4	3
1165	основе этой	1	3
1166	и этот	1	3
1167	для каждой	1	3
1168	у другого	1	3
1169	но также	13	3
1170	тогда он	1	3
1171	человек с	1	3
1172	вот как	1	3
1173	всего его	1	3
1174	действительно ли	1	3
1175	чем для	1	3
1176	вся разница	1	3
1177	ближайшим образом	2	3
1178	живой речи	1	3
1179	ту или	1	3
1180	к нам	1	3
1181	чтобы убедиться	1	3
1182	указать на	1	3
1183	это явление	2	3
1184	случае и	2	3
1185	что самое	1	3
1186	которые должны	1	3
1187	же время	5	3
1188	поводу того	1	3
1189	образом не	2	3
1190	соответствии с	1	3
1191	при котором	1	3
1192	из истории	3	3
1193	оно стало	2	3
1194	но именно	3	3
1195	в настоящее	2	3
1196	только о	1	3
1197	из этой	2	3
1198	не соответствует	1	3
1199	одних и	1	3
1200	когда речь	2	3
1201	ее из	1	3
1202	от которого	2	3
1203	к истории	2	3
1204	что так	3	3
1205	деле не	1	3
1206	которые дают	1	3
1207	без всяких	2	3
1208	говорим о	1	3
1209	и научного	1	3
1210	или иначе	3	3
1211	самые разнообразные	1	3
1212	в ту	1	3
1213	положение в	1	3
1214	и без	4	3
1215	при таком	2	3
1216	к своему	3	3
1217	в период	2	3
1218	что тот	2	3
1219	без всякой	3	3
1220	за то	5	3
1221	а к	2	3
1222	нового и	1	3
1223	не выдерживает	1	3
1224	на всех	1	3
1225	что касается	4	3
1226	конечно в	1	3
1227	далеко не	1	3
1228	что из	1	3
1229	повод для	2	3
1230	на это	2	3
1231	он и	1	3
1232	быть не	2	3
1233	в книге	1	3
1234	всей нашей	1	3
1235	и совершенно	1	3
1236	отвечает на	1	2
1237	же и	4	2
1238	какого бы	1	2
1239	вывод из	1	2
1240	без исключения	1	2
1241	вместе взятые	1	2
1242	очень хорошо	2	2
1243	какой бы	1	2
1244	каких условиях	1	2
1245	и рядом	1	2
1246	время не	1	2
1247	него в	1	2
1248	не хочет	2	2
1249	общего правила	1	2
1250	на свою	1	2
1251	самостоятельно и	1	2
1252	в построении	1	2
1253	кроме самого	1	2
1254	есть самое	1	2
1255	почему это	1	2
1256	тем или	3	2
1257	на точку	2	2
1258	раз когда	1	2
1259	не имели	2	2
1260	понять как	1	2
1261	или вернее	1	2
1262	он был	5	2
1263	в приведенных	1	2
1264	мы очень	1	2
1265	не признать	1	2
1266	не всегда	2	2
1267	с самим	1	2
1268	они должны	1	2
1269	работа в	1	2
1270	совсем недавно	1	2
1271	его отдельных	1	2
1272	х и	2	2
1273	пути с	1	2
1274	для этой	1	2
1275	грамматическими и	1	2
1276	или иным	3	2
1277	при всем	1	2
1278	каждый отдельный	1	2
1279	время и	1	2
1280	для изучения	4	2
1281	если к	1	2
1282	ссылается на	2	2
1283	помимо того	1	2
1284	для своего	2	2
1285	и кажется	1	2
1286	или иную	1	2
1287	а есть	1	2
1288	не больше	1	2
1289	есть еще	1	2
1290	этой книге	1	2
1291	ряду с	1	2
1292	том отношении	4	2
1293	на себя	3	2
1294	представлены в	1	2
1295	возможным в	1	2
1296	лишь на	1	2
1297	свою теорию	1	2
1298	в сторону	2	2
1299	точкой зрения	1	2
1300	своей части	1	2
1301	за основу	2	2
1302	что поэтому	2	2
1303	но между	1	2
1304	от элементов	1	2
1305	бы она	1	2
1306	прямую связь	1	2
1307	зрения в	2	2
1308	не стоят	1	2
1309	на чем	2	2
1310	не будет	1	2
1311	которому они	1	2
1312	им самим	2	2
1313	иметь в	2	2
