N	2gram	Bakhtin_Fr	EvropaiE
165	всяком случае	2	3
166	не из	1	3
167	того же	1	3
168	из них	7	3
169	в известной	7	3
170	никогда не	11	3
171	всего в	1	2
172	таким образом	5	2
173	именно к	1	2
174	и во	6	2
175	влияние на	8	2
176	мы видим	2	2
177	и этот	1	2
178	по преимуществу	3	2
179	этот процесс	5	2
180	на язык	2	2
181	второй половине	2	2
182	чем на	1	2
183	должна быть	1	2
184	но еще	1	2
185	и имеет	1	2
186	в его	24	2
187	одна и	1	2
188	еще более	6	2
189	но также	1	2
190	тому чтобы	1	2
191	мира но	1	2
192	это значит	1	2
193	хотя и	4	2
194	ссылаться на	3	2
195	с этим	1	2
196	которого мы	2	2
197	в некоторых	2	2
198	его на	2	2
199	и если	1	2
200	мира то	2	2
201	для них	2	2
202	другой стороны	1	2
203	в этих	6	2
204	не могут	4	2
205	но с	2	2
206	могут стать	1	2
207	в своих	8	2
208	как же	1	2
209	от друга	1	2
210	если бы	1	2
211	или в	2	2
212	начало в	5	2
213	в свои	1	2
214	что к	1	2
215	и с	8	2
216	человеческой культуры	1	2
217	и все	7	2
218	более поздние	1	2
219	и эта	5	2
220	представление о	2	2
221	или хотя	1	2
222	в сферу	1	2
223	относятся к	1	2
224	этой культуры	6	2
225	в какой	2	2
226	имеет место	2	2
227	вместе с	1	2
228	долгое время	1	2
229	и как	2	2
230	как не	1	2
231	случаях когда	1	2
232	притом в	2	2
233	есть в	6	2
234	не есть	1	2
235	в мире	1	2
236	одном из	1	2
237	идеологии и	3	2
238	между ними	4	2
239	сравнению с	2	2
240	друг от	1	2
241	в эту	6	2
242	в других	3	2
243	может относиться	1	2
244	совершенно прав	1	2
245	на них	3	2
246	нашему мнению	1	2
247	что эти	1	2
248	ко всему	2	2
249	но как	3	2
250	только к	1	2
251	и других	6	2
252	и более	4	2
253	в котором	1	2
254	свои пределы	2	2
255	и человеческой	3	2
256	же к	1	2
257	она не	2	2
258	в значительной	9	2
259	именно потому	1	2
260	имеет в	1	2
261	на основе	1	2
262	по сравнению	2	2
263	он не	3	2
264	мы должны	2	2
265	кажется что	1	2
266	в развитии	1	2
267	европы в	1	2
268	и теперь	1	2
269	а не	1	2
270	и та	2	2
271	есть ли	1	2
272	в одном	8	2
273	отношений между	1	2
274	целый ряд	2	2
275	тому или	1	2
276	далеко не	6	2
277	этот вопрос	2	2
278	и другая	1	2
279	в истории	5	2
280	по своей	3	2
281	а в	4	2
282	в большинстве	2	2
283	всего человечества	1	2
284	в этой	11	2
285	и еще	5	2
286	культуры но	4	2
287	во многом	3	2
288	культуры и	11	2
289	главным образом	6	2
290	наряду с	2	2
291	начиная с	2	2
292	могут быть	4	2
293	ее от	1	2
294	но именно	4	2
295	которое в	2	2
296	что все	1	2
297	во всей	4	2
298	в будущее	2	2
299	в силу	1	2
300	на этот	3	2
301	же в	4	2
302	жизни и	14	2
303	такой же	1	2
304	для понимания	1	2
305	можем сказать	1	2
306	всего к	1	2
307	ведь и	1	2
308	мира не	1	2
309	точка зрения	3	2
310	бы в	2	2
311	и чем	1	2
312	меньшей степени	8	2
313	исключительно в	1	2
314	и наконец	2	2
315	в органическом	1	2
316	что на	1	2
317	есть не	1	2
318	не к	2	2
319	к нему	5	2
320	жизни но	2	1
321	на определенные	1	1
322	за несколько	1	1
323	ближе к	1	1
324	во всем	5	1
325	мире и	3	1
326	с полной	3	1
327	и другие	10	1
328	идеологии на	1	1
329	в свое	6	1
330	положения и	1	1
331	сводить к	1	1
332	они должны	1	1
333	все что	2	1
334	эту эпоху	5	1
335	видели что	1	1
336	или к	2	1
337	в состав	1	1
338	для всех	1	1
339	в более	4	1
340	было связано	2	1
341	в центре	1	1
342	здесь на	3	1
343	один из	5	1
344	идеологической жизни	1	1
345	человеческой жизни	1	1
346	та же	2	1
347	перевести на	1	1
348	значение в	1	1
349	таковы например	4	1
350	самой природе	1	1
351	выходит за	5	1
352	с которыми	1	1
353	она и	1	1
354	мир в	3	1
355	рода и	1	1
356	смотреть на	1	1
357	отражение в	1	1
358	в свой	2	1
359	нельзя сказать	2	1
360	и связанной	1	1
361	как с	1	1
362	образом к	1	1
363	в последнее	1	1
364	на тех	2	1
365	и всей	1	1
366	но из	1	1
367	они являются	4	1
368	в границах	1	1
369	земли в	1	1
370	до него	1	1
371	том числе	10	1
372	вполне понятно	2	1
373	уже в	5	1
374	например в	3	1
375	которых мы	1	1
376	был бы	1	1
377	в жизни	7	1
378	в состоянии	3	1
379	для себя	1	1
380	в xviii	1	1
381	для всякого	1	1
382	мы знаем	1	1
383	до эпохи	1	1
384	всего мира	3	1
385	отдельных элементов	1	1
386	большую роль	1	1
387	характер как	1	1
388	при этом	10	1
389	xix и	2	1
390	для него	12	1
391	эта идея	1	1
392	к числу	2	1
393	но от	1	1
394	не находим	1	1
395	говорили в	1	1
396	вопрос мы	2	1
397	своем развитии	1	1
398	мире в	2	1
399	он называет	2	1
400	в разных	2	1
401	с ним	6	1
402	господствующей в	1	1
403	кроме того	2	1
404	связанное с	2	1
405	многие из	2	1
406	что при	1	1
407	в формах	3	1
408	значение его	1	1
409	что с	1	1
410	находились в	1	1
411	которые по	1	1
412	а затем	4	1
413	способность к	1	1
414	поэтому в	3	1
415	сущности которая	1	1
416	глаза на	1	1
417	нас в	1	1
418	здесь говорить	1	1
419	со своим	1	1
420	как некую	1	1
421	присущую им	1	1
422	у нас	1	1
423	многих отношениях	1	1
424	чуть ли	1	1
425	борьбы с	1	1
426	это есть	1	1
427	отличной от	1	1
428	и художественное	1	1
429	с их	7	1
430	весь мир	3	1
431	в глубь	1	1
432	мы находим	4	1
433	различия между	2	1
434	власти и	2	1
435	в рамки	1	1
436	тому же	1	1
437	она никогда	1	1
438	их связь	1	1
439	небесный свод	1	1
440	однако не	1	1
441	также на	1	1
442	а на	1	1
443	творчества и	1	1
444	связь с	8	1
445	германии в	1	1
446	существует только	1	1
447	оно не	2	1
448	целей человеческого	1	1
449	страх перед	2	1
450	как они	1	1
451	развития могут	1	1
452	не было	3	1
453	связи с	5	1
454	ко всем	1	1
455	если не	1	1
456	особого рода	1	1
457	зрения этих	1	1
458	воспринимается как	2	1
459	не представляется	1	1
460	сущность этого	2	1
461	цель и	1	1
462	своей части	3	1
463	не о	2	1
464	но все	5	1
465	он рассматривает	1	1
466	и сам	2	1
467	с ней	2	1
468	это были	2	1
469	так называемый	1	1
470	и где	1	1
471	что за	1	1
472	по отношению	2	1
473	же по	1	1
474	можно судить	1	1
475	что не	3	1
476	в ту	2	1
477	для развития	1	1
478	или на	1	1
479	и всего	2	1
480	самом процессе	1	1
481	не делает	1	1
482	сводится к	1	1
483	историческое явление	1	1
484	такое явление	1	1
485	только путем	1	1
486	принадлежат к	1	1
487	из общей	1	1
488	рядом с	9	1
489	xx века	1	1
490	в ряде	1	1
491	никак нельзя	1	1
492	еще далеко	2	1
493	оно всегда	1	1
494	конечно не	2	1
495	в связи	2	1
496	правда в	1	1
497	лишь на	1	1
498	те же	1	1
499	от господствующей	2	1
500	мира носителем	1	1
501	с ними	2	1
502	многих других	1	1
503	всегда в	3	1
504	что по	2	1
505	но нельзя	1	1
506	все эти	15	1
507	на земле	3	1
508	всем своем	1	1
509	с еще	1	1
510	живых существ	1	1
511	все же	10	1
512	при таком	2	1
513	есть только	3	1
514	своего существования	2	1
515	одно из	7	1
516	к концу	1	1
517	мира который	1	1
518	последнее время	1	1
519	ли не	1	1
520	в такой	1	1
521	к какому	2	1
522	не относится	1	1
523	его жизни	1	1
524	в вопросах	1	1
525	ли он	1	1
526	почти все	3	1
527	о которых	2	1
528	только и	1	1
529	этой концепции	1	1
530	и следовательно	3	1
531	от остального	2	1
532	бы неправильно	1	1
533	ко второй	1	1
534	в другие	1	1
535	ни для	1	1
536	речь идет	1	1
537	и это	3	1
538	был не	1	1
539	течение года	1	1
540	именно с	1	1
541	об этом	2	1
542	связанная с	3	1
543	говорит об	1	1
544	он определяет	1	1
545	что как	1	1
546	уже не	3	1
547	в одной	1	1
548	и вообще	5	1
549	он мог	1	1
550	в старом	1	1
551	всем его	1	1
552	в любой	1	1
553	ее традиции	1	1
554	повсюду где	1	1
555	к жизни	2	1
556	людей в	1	1
557	в индивидуальном	1	1
558	но его	1	1
559	нет ничего	3	1
560	не менее	2	1
561	большей или	7	1
562	конечно это	1	1
563	которые не	1	1
564	культуре и	2	1
565	существовать в	1	1
566	перед тем	1	1
567	некоторые из	3	1
568	в основе	8	1
569	близости к	1	1
570	возвращается к	1	1
571	выше и	1	1
572	европы но	1	1
573	бы с	1	1
574	отличие от	5	1
575	что мы	2	1
576	на этом	2	1
577	почти на	3	1
578	ведь в	1	1
579	освободиться от	2	1
580	на самих	2	1
581	бы она	1	1
582	в лучшем	1	1
583	мы говорили	1	1
584	до настоящего	1	1
585	то и	1	1
586	все остальные	1	1
587	так называемой	1	1
588	остаются теми	1	1
589	с традициями	2	1
590	говорить не	1	1
591	степени чем	2	1
592	связана с	8	1
593	в мировой	1	1
594	относится к	4	1
595	культуры вовсе	2	1
596	всех великих	1	1
597	более того	3	1
598	смысле становится	1	1
599	античного мира	1	1
600	как выход	1	1
601	являются не	1	1
602	всех перечисленных	1	1
603	этому и	1	1
604	именно поэтому	1	1
605	времени в	1	1
606	в этот	1	1
607	значительной мере	3	1
608	культуры можно	2	1
609	в новой	2	1
610	в современном	1	1
611	слова и	1	1
612	бы они	1	1
613	народа и	1	1
614	половая жизнь	1	1
615	этих сфер	1	1
616	и приближаются	1	1
617	в свет	3	1
618	значение для	2	1
619	но они	4	1
620	или иных	1	1
621	и их	3	1
622	в которую	1	1
623	что люди	2	1
624	например к	1	1
625	говорить о	1	1
626	на его	4	1
627	лучше и	1	1
628	свое существование	1	1
629	за свои	2	1
630	viii и	1	1
631	и всякая	2	1
632	тех же	3	1
633	в тех	5	1
634	и когда	1	1
635	истолкование и	1	1
636	от других	1	1
637	xix век	1	1
638	за пределы	10	1
639	плоти и	1	1
640	у других	2	1
641	на примере	1	1
642	в начале	4	1
643	мы хотим	1	1
644	но необходимо	1	1
645	еще в	3	1
646	входит в	4	1
647	и до	6	1
648	значительной степени	4	1
649	конец но	1	1
650	свою самостоятельность	1	1
651	перед лицом	2	1
652	в совершенно	2	1
653	от своей	1	1
654	свое значение	1	1
655	что из	1	1
656	литературы и	7	1
657	или иное	1	1
658	мы здесь	4	1
659	иной степени	1	1
660	необходимо понять	1	1
661	как известно	2	1
662	но этот	1	1
663	всегда и	2	1
664	связанной с	2	1
665	лишь в	4	1
666	этого мира	1	1
667	некоторых из	2	1
668	и быта	1	1
669	или меньшей	7	1
670	числе и	7	1
671	истории и	2	1
672	значение и	3	1
673	вопрос в	1	1
674	в отличие	4	1
675	он в	2	1
676	и связанное	1	1
677	связанного с	1	1
678	этого времени	1	1
679	довольно близко	1	1
680	одного из	1	1
681	что для	3	1
682	него не	1	1
683	затем в	1	1
684	той же	1	1
685	тех случаях	1	1
686	которые в	1	1
687	и культуры	1	1
688	постановка проблемы	2	1
689	и ее	1	1
690	считает что	1	1
691	понимали что	1	1
692	это можно	2	1
693	свести к	1	1
694	находятся на	1	1
695	что может	1	1
696	тот же	4	1
697	в нашем	3	1
698	к которому	2	1
699	в переводе	1	1
700	с собой	1	1
701	естественных границ	1	1
702	мы будем	4	1
703	их можно	1	1
704	котором мы	1	1
705	то она	1	1
706	вплоть до	2	1
707	и новой	1	1
708	маска и	1	1
709	в полном	1	1
710	ней в	1	1
711	и о	4	1
712	в форму	1	1
713	который в	1	1
714	одна из	5	1
715	стало возможным	1	1
716	приближаются к	1	1
717	которую не	1	1
718	которые мы	1	1
719	ибо в	1	1
720	включает в	3	1
721	с его	9	1
722	и его	24	1
723	вовлекает в	2	1
724	его к	2	1
725	тех или	1	1
726	потребности в	1	1
727	момент во	1	1
728	что во	1	1
729	есть к	1	1
730	существенное значение	2	1
731	это в	5	1
732	с теми	1	1
733	эти два	2	1
734	отдельных областей	1	1
735	и силу	1	1
736	в нем	16	1
737	на руси	1	1
738	но это	5	1
739	от того	2	1
740	италии в	1	1
741	для этого	1	1
742	с ее	3	1
743	всех этих	10	1
744	для всего	1	1
745	большей степени	1	1
746	что такие	1	1
747	именно таким	1	1
748	то или	1	1
749	мир к	1	1
750	означает что	1	1
751	государство и	1	1
752	в самой	5	1
753	они могут	1	1
754	мы сказали	2	1
755	настоящего времени	1	1
756	и искусства	4	1
757	небытие в	1	1
758	в большей	8	1
759	которых нет	1	1
760	кажется нам	1	1
761	от эпохи	1	1
762	неправильно думать	2	1
763	на рубеже	1	1
764	в чисто	2	1
765	жизнью и	1	1
766	человечества но	1	1
767	вне ее	1	1
768	своего развития	3	1
769	у народа	1	1
770	ними но	1	1
771	не исключает	1	1
