N	2gram	Vinokur_Vv	Myshleni
234	всяком случае	5	18
235	чем в	3	18
236	в этих	3	17
237	в своих	2	17
238	казалось бы	2	17
239	в одном	4	17
240	не есть	5	17
241	сих пор	7	17
242	и той	3	17
243	на деле	1	17
244	до сих	7	17
245	о природе	7	17
246	в свою	2	17
247	до конца	3	17
248	и для	4	17
249	для этого	3	17
250	все что	1	17
251	иначе как	1	17
252	и того	3	17
253	у него	1	17
254	этой точки	2	17
255	и от	1	17
256	и есть	3	17
257	обе эти	3	17
258	мы находим	1	17
259	и другие	2	16
260	своей природе	3	16
261	одной и	2	16
262	раньше чем	3	16
263	в которых	6	16
264	языка и	15	16
265	из основных	1	16
266	бы сказать	1	16
267	значение в	2	16
268	мы имеем	4	16
269	вовсе не	6	16
270	выводу что	7	16
271	которые не	2	16
272	и даже	6	16
273	на этой	3	16
274	между двумя	1	16
275	исследования и	3	16
276	между отдельными	1	16
277	по поводу	1	16
278	то в	1	16
279	для нас	1	16
280	тому как	2	16
281	в них	5	15
282	вопрос об	1	15
283	что при	1	15
284	от этого	5	15
285	и это	6	15
286	и является	1	15
287	подобно тому	2	15
288	этого процесса	1	15
289	что если	2	15
290	данном случае	5	15
291	тем более	2	15
292	хотя бы	6	15
293	в начале	3	15
294	становится возможным	1	15
295	отличается от	1	15
296	к мысли	1	15
297	но как	2	15
298	известном смысле	3	15
299	которое мы	1	15
300	значит что	1	15
301	представить себе	7	15
302	на всем	1	15
303	том же	2	15
304	ничего не	2	15
305	вообще не	3	15
306	как она	4	15
307	по этому	3	15
308	это значит	1	14
309	но что	3	14
310	свою очередь	2	14
311	одно и	2	14
312	что у	1	14
313	очевидно что	1	14
314	точку зрения	1	14
315	и здесь	3	14
316	только тогда	1	14
317	со всей	3	14
318	одним из	5	14
319	одной из	4	14
320	он должен	1	14
321	в учении	1	14
322	этих двух	2	14
323	о чем	4	14
324	это есть	2	14
325	когда мы	2	14
326	об этом	6	14
327	что эти	1	14
328	в действительности	1	13
329	для объяснения	2	13
330	с другими	1	13
331	и тот	1	13
332	его к	2	13
333	смысле слова	7	13
334	они не	1	13
335	но на	1	13
336	в виде	4	13
337	значения и	1	13
338	другом месте	2	13
339	на его	1	13
340	человека и	1	13
341	точно так	2	13
342	как они	1	13
343	но все	4	13
344	связей и	1	13
345	что между	1	13
346	по самой	2	13
347	слова как	2	13
348	с ней	2	13
349	связана с	4	13
350	лишь в	1	13
351	факт что	2	13
352	стороны и	3	13
353	все более	4	13
354	с которыми	2	12
355	а затем	2	12
356	только на	3	12
357	том чтобы	6	12
358	но он	1	12
359	ясно что	11	12
360	должны были	1	12
361	за пределы	1	12
362	с их	5	12
363	в одной	1	12
364	и потому	2	12
365	свое выражение	3	12
366	в самых	1	12
367	и обратно	4	12
368	и составляет	1	12
369	еще более	1	12
370	в первом	5	12
371	к нему	3	12
372	от его	1	12
373	несмотря на	2	12
374	в ее	11	12
375	тем не	9	12
376	тому же	1	12
377	выражение в	2	12
378	были бы	1	12
379	которых мы	1	12
380	никак не	1	12
381	мог бы	2	12
382	это и	1	12
383	в ней	3	12
384	входит в	3	12
385	не столько	2	11
386	не могли	2	11
387	на котором	2	11
388	иначе говоря	1	11
389	на том	3	11
390	отношения к	1	11
391	обстоятельство что	1	11
392	не означает	1	11
393	и при	2	11
394	в каком	3	11
395	что понятие	1	11
396	ответ на	4	11
397	на самом	1	11
398	раз в	1	11
399	есть в	1	11
400	не по	1	11
401	к образованию	1	11
402	что на	1	11
403	остановиться на	1	11
404	одно из	5	11
405	например в	2	11
406	что этот	1	11
407	вот почему	3	11
408	и другой	1	11
409	наряду с	3	11
410	гораздо более	3	11
411	в конце	3	11
412	а только	8	11
413	он в	1	11
414	то обстоятельство	1	11
415	относящихся к	4	11
416	только по	3	11
417	слово в	1	11
418	лежит в	2	11
419	или менее	1	11
420	исследования в	1	11
421	нуждается в	3	11
422	есть не	5	11
423	каким образом	2	10
424	мысли как	1	10
425	тенденцию к	1	10
426	в основу	2	10
427	что именно	2	10
428	внимание на	5	10
429	в следующем	2	10
430	но для	1	10
431	о которых	2	10
432	что такое	12	10
433	одного из	1	10
434	связи и	1	10
435	этот процесс	4	10
436	не совпадает	2	10
437	тот факт	1	10
438	мы называем	2	10
439	у нас	2	10
440	но вместе	2	10
441	или иной	3	10
442	за собой	3	10
443	и которые	1	10
444	речь идет	2	10
445	и т.п	1	10
446	что его	1	10
447	учение о	2	10
448	и у	1	10
449	не иначе	2	10
450	вопроса о	1	10
451	во второй	3	10
452	как с	1	10
453	представляют собой	9	10
454	если не	1	10
455	в конечном	3	10
456	вытекает из	1	10
457	не могло	1	10
458	к овладению	1	10
459	том числе	1	10
460	с той	1	10
461	виде в	2	10
462	потребность в	1	10
463	что внутренняя	1	10
464	и до	2	9
465	развития но	1	9
466	связано с	1	9
467	понятно что	3	9
468	в центр	1	9
469	образованию понятий	1	9
470	к этим	1	9
471	что уже	3	9
472	той или	3	9
473	более или	1	9
474	должны быть	1	9
475	в тех	2	9
476	приводят к	1	9
477	та же	1	9
478	этого понятия	5	9
479	оно не	1	9
480	зависит от	3	9
481	движение от	2	9
482	и заключается	4	9
483	в новой	1	9
484	что же	3	9
485	к предмету	1	9
486	может не	1	9
487	сама по	3	9
488	также и	20	9
489	не с	3	9
490	этот факт	1	9
491	что можно	2	9
492	место в	1	9
493	в момент	1	9
494	как только	2	9
495	говорить о	5	9
496	то как	1	9
497	как оно	3	9
498	в системе	1	9
499	не то	1	9
500	путь от	2	9
501	находит свое	1	9
502	на отдельные	1	9
503	в первой	1	9
504	одном и	1	9
505	мы говорим	3	9
506	еще в	1	9
507	совершенно не	1	9
508	такого рода	3	9
509	хотя и	5	9
510	в самой	1	9
511	но с	5	9
512	или в	1	9
513	включает в	1	9
514	должен быть	4	9
515	само по	4	9
516	не как	3	8
517	стоит в	2	8
518	из двух	4	8
519	о котором	8	8
520	которая не	1	8
521	в этот	2	8
522	увидим что	2	8
523	и те	2	8
524	уже и	10	8
525	стадии в	1	8
526	целом но	1	8
527	в эту	1	8
528	главным образом	1	8
529	обратиться к	1	8
530	обоих этих	1	8
531	сам по	2	8
532	в течение	5	8
533	отношении к	2	8
534	эти связи	1	8
535	мысли но	1	8
536	все равно	2	8
537	образом в	1	8
538	слова или	1	8
539	дело с	9	8
540	действительности и	1	8
541	известно что	1	8
542	убедиться в	1	8
543	не мог	2	8
544	в заключение	1	8
545	во внимание	3	8
546	себе и	2	8
547	и др	2	8
548	во время	1	8
549	факта что	1	8
550	и из	2	8
551	мы снова	1	8
552	не на	1	8
553	должен был	4	8
554	том как	1	8
555	со стороны	16	8
556	бы с	2	8
557	это понятие	2	8
558	и тогда	3	8
559	который по	2	8
560	в более	4	8
561	этой области	3	8
562	различие между	1	8
563	на которой	1	8
564	и которая	1	8
565	нисколько не	3	8
566	мы его	1	8
567	только то	1	8
568	еще на	1	8
569	самой своей	2	8
570	что не	5	8
571	в известной	3	8
572	в таком	1	7
573	в разных	7	7
574	и сам	3	7
575	собой не	1	7
576	он сам	3	7
577	из важнейших	1	7
578	со словом	2	7
579	что следовательно	2	7
580	выражается в	1	7
581	оно имеет	1	7
582	в общем	14	7
583	его и	1	7
584	в значительной	3	7
585	своему значению	2	7
586	на которые	1	7
587	у них	2	7
588	и том	1	7
589	находятся в	2	7
590	то увидим	1	7
591	которых он	1	7
592	том виде	3	7
593	с теми	2	7
594	возможно только	1	7
595	в ряде	2	7
596	мере в	6	7
597	с первого	1	7
598	совершенно понятно	1	7
599	к вопросу	1	7
600	одну из	1	7
601	самое что	2	7
602	этому поводу	3	7
603	имеет свою	2	7
604	же в	1	7
605	это в	2	7
606	которая в	1	7
607	за ним	1	7
608	в жизни	1	7
609	не существует	2	7
610	развития с	1	7
611	до того	2	7
612	слово не	1	7
613	к общему	1	7
614	первом случае	2	7
615	от действительности	2	7
616	и основной	1	7
617	именно потому	1	7
618	общего с	1	7
619	развития на	1	7
620	и особенно	1	7
621	к целому	1	7
622	во втором	2	7
623	должна быть	2	7
624	с внешней	1	7
625	с ними	1	7
626	при помощи	3	7
627	без всякого	1	7
628	остается еще	1	7
629	значении слова	1	7
630	на одной	1	7
631	здесь в	1	7
632	слова не	1	7
633	а также	3	7
634	случае не	2	7
635	в обоих	2	7
636	с понятием	3	7
637	этого метода	1	7
638	этом и	1	7
639	лучшем случае	1	7
640	только один	1	6
641	вопросу о	2	6
642	в природе	1	6
643	уже не	6	6
644	как например	6	6
645	что их	1	6
646	в отдельных	1	6
647	то о	2	6
648	всего в	1	6
649	не остается	1	6
650	в каждом	4	6
651	в лучшем	1	6
652	значение и	2	6
653	и самый	1	6
654	как к	1	6
655	вопрос который	1	6
656	обоих случаях	1	6
657	смысле что	1	6
658	том смысле	2	6
659	бы и	3	6
660	наконец в	1	6
661	нет и	1	6
662	только потому	1	6
663	а это	1	6
664	себе что	3	6
665	опыта и	1	6
666	можно считать	2	6
667	при исследовании	1	6
668	или даже	1	6
669	словом как	1	6
670	отрицательный ответ	1	6
671	и вообще	3	6
672	и полностью	1	6
673	которая как	2	6
674	и эти	1	6
675	образом мы	1	6
676	заключает в	1	6
677	т.д и	1	6
678	само собой	2	6
679	что было	1	6
680	момента в	2	6
681	говорит о	3	6
682	требует от	1	6
683	действительности в	2	6
684	ответить на	1	6
685	в различных	5	6
686	не что	5	6
687	имеем дело	1	6
688	одна из	3	6
689	что иное	5	6
690	на язык	1	6
691	положение что	1	6
692	о формальной	1	6
693	типа и	1	6
694	могло бы	2	6
695	к речи	1	6
696	задачи и	1	6
697	что может	3	6
698	которого мы	2	6
699	которую можно	1	6
700	природе и	2	6
701	различие в	1	6
702	идет от	1	6
703	если принять	1	6
704	знает что	1	6
705	еще и	4	6
706	тех же	1	6
707	потому и	1	6
708	что здесь	2	6
709	дело в	5	6
710	и понимания	1	6
711	это было	1	6
712	нужно было	1	6
713	и о	1	6
714	как увидим	2	6
715	чем к	1	6
716	применительно к	2	6
717	иное как	6	6
718	формы в	1	5
719	кроме того	1	5
720	в большей	7	5
721	из всего	1	5
722	только как	7	5
723	что представляет	3	5
724	может служить	3	5
725	втором случае	1	5
726	от той	1	5
727	к ним	1	5
728	поэтому с	1	5
729	мысль которая	1	5
730	о связи	1	5
731	ближе к	2	5
732	той мере	6	5
733	как такового	3	5
734	совершенно ясно	1	5
735	в ряду	2	5
736	деятельности и	2	5
737	принять во	2	5
738	не дает	1	5
739	относительно поздно	1	5
740	которые он	1	5
741	он умеет	1	5
742	для них	2	5
743	под этим	1	5
744	к исследованию	1	5
745	так называемая	2	5
746	возникает вопрос	2	5
747	этом пункте	1	5
748	каждой из	6	5
749	в значении	1	5
750	как если	1	5
751	действительность в	4	5
752	на две	1	5
753	котором мы	1	5
754	не видит	1	5
755	только с	4	5
756	большей мере	4	5
757	сомнений в	2	5
758	в свое	3	5
759	то мы	1	5
760	однако не	4	5
761	всего сказанного	1	5
762	в стороне	1	5
763	и другого	1	5
764	в предисловии	1	5
765	связь и	1	5
766	язык и	3	5
767	его отношение	1	5
768	могут не	2	5
769	мышления так	1	5
770	что по	1	5
771	стороны как	1	5
772	самого слова	1	5
773	в новом	1	5
774	которыми он	1	5
775	понятия так	1	5
776	в изучении	3	5
777	значительной степени	1	5
778	всегда и	1	5
779	вообще и	3	5
780	вернуться к	1	5
781	говорит об	1	5
782	первостепенное значение	1	5
783	для дальнейшего	1	5
784	быть в	5	5
785	есть только	2	5
786	не просто	5	5
787	себя в	2	5
788	целого ряда	1	5
789	на протяжении	2	5
790	после того	2	5
791	что каждая	2	5
792	прийти к	2	5
793	возникающих в	1	5
794	видит в	4	5
795	внутреннее единство	1	5
796	встречается в	1	5
797	для современной	1	5
798	самой себе	1	5
799	это как	1	5
800	вообще в	2	5
801	другими словами	1	5
802	содержания и	1	5
803	в форме	2	5
804	а потому	5	5
805	о которой	2	5
806	в область	1	5
807	есть нечто	1	5
808	если это	2	5
809	по различным	1	5
810	стадии развития	1	5
811	самое существенное	1	5
812	не потому	1	5
813	о языке	6	5
814	заметить что	1	5
815	ответа на	3	5
816	свое время	3	5
817	видеть в	1	5
818	указание на	1	5
819	без этого	1	5
820	когда оно	1	5
821	что к	2	5
822	слова но	1	5
823	за этой	1	5
824	чтобы сделать	1	5
825	человека к	1	5
826	конце концов	2	5
827	дело не	5	5
828	анализа и	1	5
829	именно это	1	5
830	более того	1	5
831	в центре	4	4
832	зрения на	1	4
833	языке и	4	4
834	в применении	7	4
835	с вещами	1	4
836	но ведь	4	4
837	которые она	1	4
838	есть совершенно	1	4
839	на эту	1	4
840	есть то	1	4
841	так например	6	4
842	что обе	2	4
843	языка в	5	4
844	это очевидно	2	4
845	общения и	1	4
846	предисловии к	1	4
847	корни и	1	4
848	выяснить как	1	4
849	бы то	1	4
850	проблемы и	2	4
851	почему в	1	4
852	которого он	1	4
853	не было	2	4
854	или не	1	4
855	возникают в	1	4
856	на которое	1	4
857	рядом с	2	4
858	так сказать	1	4
859	особенности в	1	4
860	заключенного в	1	4
861	и та	1	4
862	проблем в	1	4
863	также не	1	4
864	в известных	2	4
865	заставляет нас	1	4
866	что есть	1	4
867	речи при	1	4
868	те кто	2	4
869	можно с	1	4
870	признание того	1	4
871	своего собственного	1	4
872	опираться на	1	4
873	в работах	2	4
874	с неизбежностью	1	4
875	имеет дело	5	4
876	виде как	1	4
877	относящиеся к	3	4
878	в определенной	2	4
879	того почему	1	4
880	они говорят	1	4
881	языка так	2	4
882	он представляет	1	4
883	в очень	3	4
884	и вот	3	4
885	из его	2	4
886	для нее	2	4
887	от других	2	4
888	может ли	2	4
889	она может	1	4
890	только при	1	4
891	здесь не	3	4
892	говорится в	1	4
893	слов с	1	4
894	и после	1	4
895	влечет за	2	4
896	нам не	2	4
897	к самой	2	4
898	этот признак	1	4
899	на нее	3	4
900	и со	2	4
901	и могут	1	4
902	и я	1	4
903	в каждой	2	4
904	высокой ступени	1	4
905	того или	1	4
906	разница между	1	4
907	чистом виде	1	4
908	с полным	1	4
909	бы назвать	1	4
910	есть и	5	4
911	к данному	1	4
912	которые существуют	1	4
913	или как	3	4
914	двух разнородных	1	4
915	действительно не	1	4
916	как будто	3	4
917	более сложной	1	4
918	данным словом	1	4
919	сказывается в	1	4
920	культурного развития	3	4
921	или по	1	4
922	однако и	1	4
923	моментом в	1	4
924	связи в	1	4
925	в некоторых	1	4
926	на других	1	4
927	если он	1	4
928	эти данные	1	4
929	в наиболее	2	4
930	а именно	6	4
931	одновременно и	3	4
932	в одно	1	4
933	языка на	2	4
934	свою особую	1	4
935	в дальнейшем	2	4
936	то это	3	4
937	почти не	1	4
938	по тем	2	4
939	характера мы	1	4
940	вопроса об	1	4
941	то положение	1	4
942	превращается в	1	4
943	самого понятия	1	4
944	для которого	1	4
945	в реальном	1	4
946	входят в	1	4
947	которыми мы	1	4
948	и становится	1	4
949	чтобы выяснить	1	4
950	заключенное в	1	4
951	собой в	2	4
952	время в	2	4
953	ни было	1	4
954	и сама	2	4
955	но совершенно	1	4
956	целом ряде	2	4
957	также в	1	4
958	чтобы понять	4	4
959	от конкретного	1	4
960	нам в	1	4
961	совсем не	3	4
962	хотя в	2	4
963	большей степени	2	4
964	нас с	1	4
965	первый из	2	4
966	сослаться на	1	4
967	как эта	1	4
968	полным основанием	1	4
969	однако в	3	4
970	бы оно	1	4
971	эта работа	1	4
972	а как	5	4
973	проявляются в	1	4
974	устная речь	1	4
975	уяснить себе	1	4
976	прямо говорит	1	4
977	к одной	1	4
978	основной вопрос	1	4
979	знания в	3	4
980	как о	4	4
981	меньшей мере	2	4
982	не до	2	4
983	чем же	3	4
984	сейчас мы	1	4
985	образом по	2	4
986	виде и	1	4
987	может оказаться	3	4
988	понятия о	1	4
989	этого же	1	4
990	из него	2	4
991	но которые	1	4
992	дальнейшего развития	1	4
993	в гораздо	1	4
994	короче говоря	1	4
995	слово но	1	4
996	просто как	1	4
997	и эта	1	4
998	нет надобности	3	4
999	приходим к	5	4
1000	путь к	1	4
1001	общественной жизни	1	4
1002	и тех	1	4
1003	долгое время	1	4
1004	нельзя не	6	4
1005	к области	1	4
1006	ее от	2	4
1007	после всего	1	4
1008	идет речь	3	4
1009	в чрезвычайно	1	4
1010	как их	1	4
1011	чем говорится	3	4
1012	гораздо большей	1	4
1013	выражения в	1	4
1014	жизни и	2	4
1015	только после	2	4
1016	не свободно	1	4
1017	в чисто	4	4
1018	не к	2	4
1019	мысли по	1	3
1020	философии и	2	3
1021	в настоящем	1	3
1022	между этим	1	3
1023	или иных	3	3
1024	представить в	1	3
1025	его от	1	3
1026	спросить себя	3	3
1027	и именно	13	3
1028	видно из	1	3
1029	в соответствии	2	3
1030	собой нечто	2	3
1031	деятельности с	1	3
1032	о чем-то	1	3
1033	применении к	6	3
1034	уже у	1	3
1035	из себя	1	3
1036	должна была	2	3
1037	остается ничего	1	3
1038	на практике	1	3
1039	было сказано	3	3
1040	в прошлом	2	3
1041	это единство	1	3
1042	языка не	2	3
1043	и новые	1	3
1044	именно на	2	3
1045	что даже	3	3
1046	возникает и	2	3
1047	общих чертах	1	3
1048	она есть	5	3
1049	данных которые	1	3
1050	то очевидно	1	3
1051	в научной	2	3
1052	этом ее	1	3
1053	или иными	1	3
1054	с пониманием	1	3
1055	после этого	2	3
1056	с двумя	1	3
1057	или иная	1	3
1058	судить о	1	3
1059	вопрос что	2	3
1060	а для	1	3
1061	слове но	2	3
1062	чтобы он	2	3
1063	этих трех	1	3
1064	чем больше	2	3
1065	не могла	1	3
1066	проблемы в	1	3
1067	пункт в	1	3
1068	пониматься как	1	3
1069	в общих	1	3
1070	а главное	1	3
1071	есть ли	1	3
1072	психологии не	1	3
1073	области речи	1	3
1074	оно было	1	3
1075	возникает возможность	1	3
1076	интерес к	1	3
1077	целое и	2	3
1078	и будет	1	3
1079	к таким	2	3
1080	знаний и	4	3
1081	на другую	1	3
1082	да и	4	3
1083	которого не	1	3
1084	возникает как	1	3
1085	он мог	3	3
1086	понятий что	1	3
1087	к нашему	1	3
1088	уже из	1	3
1089	и вопрос	2	3
1090	так чтобы	3	3
1091	этой работы	3	3
1092	из которой	2	3
1093	работа над	2	3
1094	ближе всего	1	3
1095	существует ли	1	3
1096	тогда как	2	3
1097	каждый из	2	3
1098	и наоборот	3	3
1099	много общего	1	3
1100	но который	1	3
1101	впервые в	1	3
1102	по двум	1	3
1103	языка но	2	3
1104	известной мере	2	3
1105	всего того	3	3
1106	новый и	1	3
1107	которых каждый	1	3
1108	не содержит	1	3
1109	объяснения того	1	3
1110	как именно	1	3
1111	ведь это	1	3
1112	ни при	1	3
1113	движение в	1	3
1114	это еще	2	3
1115	как нечто	8	3
1116	и история	4	3
1117	по его	2	3
1118	не создает	1	3
1119	что находится	1	3
1120	но уже	2	3
1121	эта связь	1	3
1122	нас и	1	3
1123	такие же	1	3
1124	что всякий	1	3
1125	при известных	1	3
1126	действительность не	1	3
1127	к проблемам	2	3
1128	этих случаях	2	3
1129	и всегда	1	3
1130	имеет еще	1	3
1131	наоборот в	1	3
1132	момент в	1	3
1133	логической точки	1	3
1134	же это	2	3
1135	может и	1	3
1136	это сказывается	2	3
1137	новое и	1	3
1138	в возможности	1	3
1139	их из	1	3
1140	этого направления	1	3
1141	самое понятие	1	3
1142	слова таким	1	3
1143	или нет	2	3
1144	далее в	1	3
1145	отдельных этапов	1	3
1146	как одна	1	3
1147	и задачи	1	3
1148	уже выше	1	3
1149	и внутренне	1	3
1150	неспособность к	1	3
1151	по признаку	2	3
1152	речи например	1	3
1153	только тому	1	3
1154	для исследования	1	3
1155	нам представляется	1	3
1156	и сейчас	2	3
1157	определенной ступени	1	3
1158	направлено на	1	3
1159	нельзя было	1	3
1160	в языке	2	3
1161	во многих	1	3
1162	значительной мере	2	3
1163	другого рода	2	3
1164	мере не	1	3
1165	настоящее время	1	3
1166	надо сказать	1	3
1167	действительно в	1	3
1168	это остается	1	3
1169	которое он	1	3
1170	согласно которой	1	3
1171	иными словами	1	3
1172	как же	1	3
1173	и можно	1	3
1174	прямо не	1	3
1175	ее отношения	1	3
1176	смысле и	2	3
1177	теми или	1	3
1178	отношениях между	2	3
1179	чем иным	1	3
1180	следовательно и	2	3
1181	здесь как	1	3
1182	все чаще	1	3
1183	которых в	1	3
1184	психологии и	1	3
1185	то ни	1	3
1186	явления в	1	3
1187	если же	2	3
1188	их развитии	1	3
1189	не приходится	1	3
1190	в соответствующей	1	3
1191	научного знания	1	3
1192	и затем	1	3
1193	условия для	1	3
1194	это делает	2	3
1195	с чем	2	3
1196	же мы	1	3
1197	тем мы	1	3
1198	или иного	1	3
1199	определяется в	1	3
1200	и ничего	1	3
1201	взгляд на	1	3
1202	для каждой	1	3
1203	гораздо менее	1	3
1204	но также	16	3
1205	действительно ли	1	3
1206	вся разница	1	3
1207	ближайшим образом	1	3
1208	ту или	1	3
1209	быть понято	1	3
1210	чтобы убедиться	1	3
1211	сразу и	1	3
1212	слова для	1	3
1213	является так	1	3
1214	сливается с	3	3
1215	из системы	1	3
1216	связей которые	1	3
1217	случае и	1	3
1218	звучащей речи	1	3
1219	же время	6	3
1220	поводу того	1	3
1221	имеем в	1	3
1222	деле как	2	3
1223	соответствии с	2	3
1224	а и	1	3
1225	изучение этих	2	3
1226	из истории	2	3
1227	знания о	1	3
1228	та или	1	3
1229	в настоящее	1	3
1230	только о	2	3
1231	сомнения в	1	3
1232	этого термина	3	3
1233	вещей как	1	3
1234	им как	1	3
1235	своих исследованиях	1	3
1236	на одно	1	3
1237	к истории	6	3
1238	что так	1	3
1239	двоякого рода	2	3
1240	что каждый	1	3
1241	представлять себе	1	3
1242	говорим о	1	3
1243	корни в	1	3
1244	или иначе	4	3
1245	самые разнообразные	1	3
1246	и без	2	3
1247	язык в	3	3
1248	к своему	2	3
1249	для нашей	1	3
1250	понимание отношений	1	3
1251	поскольку она	1	3
1252	а к	1	3
1253	не выдерживает	1	3
1254	более общего	2	3
1255	далеко не	1	3
1256	свое значение	2	3
1257	что из	1	3
1258	и часто	1	3
1259	он и	2	3
1260	иным путем	1	3
1261	быть не	1	3
1262	совершенно то	1	3
1263	языка с	2	3
1264	и дальше	1	3
1265	тех или	3	3
1266	и совершенно	2	3
1267	форме и	1	3
1268	от изучения	1	2
1269	начинает с	1	2
1270	и объяснить	1	2
1271	связное целое	1	2
1272	вопрос был	1	2
1273	устную речь	1	2
1274	следует что	2	2
1275	целого к	1	2
1276	какой бы	2	2
1277	время не	2	2
1278	него в	2	2
1279	совершенно невозможно	1	2
1280	нет еще	1	2
1281	и самые	1	2
1282	что чем	2	2
1283	ни одна	2	2
1284	относится и	1	2
1285	понятным почему	1	2
1286	и внутри	1	2
1287	из самых	1	2
1288	сам собой	1	2
1289	увидеть что	1	2
1290	в построении	1	2
1291	есть тот	1	2
1292	его исследования	1	2
1293	оказалось что	2	2
1294	тем или	2	2
1295	развития а	1	2
1296	действительности а	1	2
1297	понять как	1	2
1298	значение только	1	2
1299	восприятия в	1	2
1300	он был	1	2
1301	известных условиях	1	2
