N	2gram	Bakhtin_Pr	Myshleni
227	в той	2	19
228	мы и	4	19
229	словом и	2	19
230	как на	1	19
231	с ним	3	19
232	в себя	8	19
233	мы говорили	2	19
234	из которых	2	19
235	во всем	5	18
236	к действительности	3	18
237	во всей	5	18
238	но это	7	18
239	в отличие	1	18
240	отличие от	1	18
241	для развития	1	18
242	этом смысле	5	18
243	слов и	1	18
244	всяком случае	1	18
245	чем в	2	18
246	в этих	8	17
247	в своих	4	17
248	к другим	4	17
249	их в	3	17
250	казалось бы	4	17
251	в одном	4	17
252	я не	6	17
253	не есть	1	17
254	сих пор	8	17
255	и той	4	17
256	до сих	8	17
257	мысль не	1	17
258	это положение	2	17
259	в свою	1	17
260	тем же	1	17
261	до конца	3	17
262	и для	5	17
263	для этого	2	17
264	все что	1	17
265	нами в	1	17
266	у него	5	17
267	ту же	2	17
268	и от	4	17
269	и есть	1	17
270	совпадает с	1	17
271	обе эти	3	17
272	мы находим	8	17
273	и другие	14	16
274	своей природе	4	16
275	одной и	1	16
276	в которых	2	16
277	языка и	1	16
278	слово и	2	16
279	значение в	4	16
280	мы имеем	4	16
281	вовсе не	12	16
282	к одному	2	16
283	такой же	1	16
284	которые не	2	16
285	и даже	5	16
286	на этой	2	16
287	между двумя	4	16
288	то в	1	16
289	видели что	2	16
290	которые в	3	16
291	которую мы	1	16
292	таким же	1	16
293	в них	4	15
294	что при	1	15
295	от этого	1	15
296	и это	3	15
297	и является	1	15
298	со всеми	8	15
299	что если	1	15
300	данном случае	1	15
301	на все	4	15
302	тем более	2	15
303	хотя бы	6	15
304	в начале	2	15
305	те же	1	15
306	отличается от	2	15
307	в письменной	1	15
308	между этими	2	15
309	к мысли	1	15
310	но как	2	15
311	представить себе	1	15
312	ничего не	8	15
313	вообще не	1	15
314	как она	1	15
315	который мы	1	15
316	когда он	2	15
317	уже говорили	3	14
318	одно и	1	14
319	точка зрения	1	14
320	что для	1	14
321	точку зрения	1	14
322	и здесь	4	14
323	связанные с	3	14
324	одним из	6	14
325	одной из	6	14
326	один и	1	14
327	этих двух	5	14
328	от друга	2	14
329	не можем	1	14
330	о чем	2	14
331	друг от	2	14
332	значение для	5	14
333	и во	6	14
334	с его	4	14
335	к которым	1	14
336	об этом	3	14
337	и отношений	1	14
338	с другими	6	13
339	и тот	4	13
340	если в	2	13
341	в основном	1	13
342	смысле слова	2	13
343	к его	2	13
344	они не	5	13
345	но на	2	13
346	на его	4	13
347	она не	4	13
348	человека и	10	13
349	для всех	2	13
350	как они	1	13
351	но все	1	13
352	этой проблемы	1	13
353	по самой	1	13
354	слова как	1	13
355	с ней	4	13
356	связана с	3	13
357	лишь в	1	13
358	стороны и	1	13
359	благодаря этому	1	13
360	все более	2	13
361	совершается в	2	13
362	с которыми	1	12
363	к другу	1	12
364	даже в	3	12
365	а затем	5	12
366	только на	3	12
367	нашей работы	3	12
368	но он	3	12
369	за пределы	7	12
370	с их	3	12
371	в другую	1	12
372	в одной	4	12
373	и потому	6	12
374	свое выражение	1	12
375	в самых	2	12
376	и обратно	1	12
377	еще более	6	12
378	ко всем	2	12
379	которые мы	3	12
380	к нему	3	12
381	от его	1	12
382	несмотря на	3	12
383	в ее	3	12
384	тем не	2	12
385	тому же	3	12
386	выражение в	1	12
387	но только	2	12
388	и речью	1	12
389	были бы	1	12
390	и между	5	12
391	мог бы	1	12
392	это и	1	12
393	только к	1	12
394	в ней	8	12
395	входит в	1	12
396	с собой	1	11
397	не могли	2	11
398	в других	2	11
399	находится в	1	11
400	по типу	2	11
401	обратимся к	1	11
402	мы будем	3	11
403	с ее	3	11
404	и при	2	11
405	друг другу	1	11
406	на самом	2	11
407	раз в	2	11
408	есть в	7	11
409	что на	2	11
410	например в	8	11
411	мы увидим	1	11
412	вот почему	1	11
413	и другой	4	11
414	в настоящей	1	11
415	наряду с	6	11
416	на пороге	22	11
417	не знает	8	11
418	в конце	5	11
419	а только	2	11
420	он в	2	11
421	в один	3	11
422	ничего общего	1	11
423	слово в	5	11
424	лежит в	1	11
425	или менее	3	11
426	в пределах	8	11
427	нуждается в	1	11
428	и наконец	4	11
429	есть не	1	11
430	мысли как	1	10
431	в основу	1	10
432	что именно	2	10
433	внимание на	1	10
434	бы что	1	10
435	и отношения	1	10
436	но для	2	10
437	о которых	2	10
438	одного из	1	10
439	опирается на	2	10
440	с внутренней	1	10
441	не совпадает	1	10
442	на развитие	1	10
443	у нас	2	10
444	перейти к	2	10
445	и может	1	10
446	числе и	13	10
447	или иной	2	10
448	понятий но	1	10
449	указывает на	2	10
450	из всех	1	10
451	и которые	2	10
452	речью и	1	10
453	и т.п	42	10
454	но этот	2	10
455	к жизни	2	10
456	учение о	1	10
457	и у	8	10
458	вопроса о	1	10
459	здесь мы	3	10
460	во второй	1	10
461	как с	1	10
462	на каждом	1	10
463	относится к	1	10
464	не могло	1	10
465	и слово	2	10
466	том числе	15	10
467	с той	1	10
468	и до	6	9
469	развития но	2	9
470	связано с	1	9
471	понятно что	1	9
472	для всей	1	9
473	теории и	1	9
474	к этим	1	9
475	что уже	2	9
476	по одному	2	9
477	под влиянием	1	9
478	той или	2	9
479	более или	3	9
480	должны быть	2	9
481	в тех	2	9
482	целом и	1	9
483	та же	1	9
484	друг к	1	9
485	и заключается	2	9
486	и поэтому	2	9
487	основе этого	2	9
488	оно является	1	9
489	но эта	2	9
490	сама по	2	9
491	также и	5	9
492	а по	1	9
493	не с	1	9
494	что можно	1	9
495	в плане	3	9
496	место в	3	9
497	в момент	1	9
498	к этой	3	9
499	как только	1	9
500	поэтому мы	1	9
501	говорить о	2	9
502	в системе	1	9
503	не то	3	9
504	и он	5	9
505	и притом	2	9
506	в первой	2	9
507	мы в	2	9
508	же самые	1	9
509	мы говорим	2	9
510	еще в	1	9
511	совершенно не	4	9
512	он может	2	9
513	хотя и	10	9
514	в самой	2	9
515	но с	2	9
516	или в	7	9
517	включает в	1	9
518	не как	5	8
519	о котором	1	8
520	увидим что	1	8
521	уже и	1	8
522	этого мы	1	8
523	всех остальных	1	8
524	мы старались	3	8
525	детей в	1	8
526	одному и	2	8
527	в эту	3	8
528	все остальные	2	8
529	почти всегда	6	8
530	в направлении	2	8
531	главным образом	3	8
532	речи именно	1	8
533	от нее	1	8
534	поэтому в	1	8
535	отношении к	2	8
536	еще один	1	8
537	тенденция к	1	8
538	все равно	6	8
539	образом в	2	8
540	относятся к	1	8
541	к анализу	1	8
542	и тому	2	8
543	мы наблюдаем	4	8
544	дело с	1	8
545	не являются	1	8
546	действительности и	2	8
547	связь с	4	8
548	к проблеме	1	8
549	и внутренней	2	8
550	убедиться в	1	8
551	отношений и	1	8
552	как правило	1	8
553	в заключение	4	8
554	не возникает	1	8
555	в психологическом	1	8
556	себе и	2	8
557	остается в	2	8
558	его развития	1	8
559	в современной	1	8
560	и др	18	8
561	во время	1	8
562	и из	3	8
563	не на	1	8
564	должен был	1	8
565	со стороны	1	8
566	одним и	1	8
567	в зоне	3	8
568	и тогда	1	8
569	более и	1	8
570	что я	2	8
571	который по	1	8
572	связан с	2	8
573	форм и	2	8
574	в более	5	8
575	этой области	2	8
576	на которой	2	8
577	и которая	2	8
578	в равной	1	8
579	нисколько не	1	8
580	самой своей	2	8
581	что не	1	8
582	в известной	3	8
583	в таком	3	7
584	в разных	4	7
585	и сам	1	7
586	собой не	1	7
587	знаем что	1	7
588	ситуации в	1	7
589	на него	2	7
590	он сам	5	7
591	в живом	1	7
592	для решения	1	7
593	со словом	1	7
594	в общем	2	7
595	всех этих	2	7
596	прямо и	1	7
597	и делает	1	7
598	мы остановимся	5	7
599	говорили что	2	7
600	которых он	1	7
601	возможно только	1	7
602	в ряде	1	7
603	связаны с	3	7
604	к вопросу	1	7
605	на один	1	7
606	имеет свою	1	7
607	все больше	1	7
608	это в	1	7
609	которой мы	3	7
610	мы обратимся	1	7
611	которая в	1	7
612	но тем	1	7
613	образом и	3	7
614	за ним	1	7
615	в жизни	14	7
616	которые являются	1	7
617	не существует	1	7
618	представления о	3	7
619	но они	5	7
620	до того	1	7
621	слово не	1	7
622	и вместе	1	7
623	мы думаем	1	7
624	самый процесс	1	7
625	именно потому	1	7
626	развитие и	1	7
627	и особенно	3	7
628	во втором	1	7
629	его с	2	7
630	должна быть	1	7
631	эти отношения	3	7
632	с ними	2	7
633	из области	1	7
634	без всякого	1	7
635	принадлежит к	1	7
636	ничем не	3	7
637	здесь в	11	7
638	сознания и	1	7
639	слова не	2	7
640	это слово	1	7
641	и непосредственно	1	7
642	а также	4	7
643	же по	1	7
644	он говорит	1	7
645	в обоих	1	7
646	к совершенно	1	7
647	основе их	1	7
648	этом и	1	7
649	только один	1	6
650	до самого	1	6
651	вопросу о	1	6
652	и другим	1	6
653	к ней	3	6
654	уже не	5	6
655	знаем о	1	6
656	раз и	2	6
657	это же	1	6
658	что их	1	6
659	образом как	1	6
660	в отдельных	1	6
661	всего в	1	6
662	в двух	3	6
663	в каждом	5	6
664	значение и	2	6
665	и самый	6	6
666	обоих случаях	1	6
667	в словах	2	6
668	ни на	1	6
669	бы и	3	6
670	всеми остальными	1	6
671	наконец в	3	6
672	и больше	1	6
673	и там	1	6
674	нет и	3	6
675	начиная с	4	6
676	он как	2	6
677	а это	2	6
678	или даже	1	6
679	словом как	1	6
680	в условиях	7	6
681	и вообще	3	6
682	которая как	1	6
683	подростка и	1	6
684	по законам	1	6
685	что было	2	6
686	находим в	3	6
687	этот момент	1	6
688	говорит о	2	6
689	иное отношение	1	6
690	его на	1	6
691	в различных	1	6
692	не что	1	6
693	имеем дело	1	6
694	одна из	9	6
695	что иное	1	6
696	на язык	4	6
697	слов в	1	6
698	исследования не	1	6
699	как его	2	6
700	типа и	1	6
701	точек зрения	1	6
702	могло бы	3	6
703	к речи	1	6
704	очень часто	4	6
705	на другой	1	6
706	что может	1	6
707	которого мы	1	6
708	самым существенным	1	6
709	которую можно	4	6
710	на ее	2	6
711	слова мы	1	6
712	может стать	4	6
713	к годам	2	6
714	именно поэтому	2	6
715	знает что	2	6
716	всей своей	2	6
717	нас интересует	4	6
718	еще и	4	6
719	лежат в	1	6
720	роль в	1	6
721	из которого	1	6
722	потому и	1	6
723	без слов	1	6
724	дело в	3	6
725	и понимания	1	6
726	ли не	1	6
727	это было	3	6
728	она должна	1	6
729	нужно было	1	6
730	останавливаться на	1	6
731	как чисто	1	6
732	и о	3	6
733	иное как	1	6
734	формы в	1	5
735	кроме того	6	5
736	в большей	5	5
737	или на	3	5
738	к самому	5	5
739	им в	1	5
740	свою собственную	1	5
741	может служить	2	5
742	к ним	5	5
743	слово как	1	5
744	этих моментов	1	5
745	исключает всякую	1	5
746	все его	3	5
747	и снова	1	5
748	если я	1	5
749	того и	3	5
750	человека мы	1	5
751	не дает	3	5
752	в него	4	5
753	ведет к	3	5
754	стадии своего	2	5
755	которые он	1	5
756	на первом	1	5
757	для них	2	5
758	сам с	1	5
759	никто не	1	5
760	который не	2	5
761	так называемая	2	5
762	возникает вопрос	1	5
763	помощью этого	1	5
764	своей собственной	1	5
765	он является	2	5
766	как если	1	5
767	только с	3	5
768	в свое	4	5
769	когда они	1	5
770	то мы	1	5
771	чем перейти	1	5
772	однако не	1	5
773	все они	2	5
774	от всех	2	5
775	сами по	1	5
776	менее всего	4	5
777	и другого	2	5
778	начинается в	1	5
779	действительности но	1	5
780	в предисловии	1	5
781	но всегда	1	5
782	один шаг	1	5
783	оказывается что	1	5
784	человека с	3	5
785	рассматривать как	1	5
786	есть все	1	5
787	и ту	2	5
788	от него	3	5
789	есть прежде	1	5
790	свою мысль	1	5
791	исторического развития	1	5
792	остановились на	1	5
793	самого слова	1	5
794	не выполняет	1	5
795	что еще	1	5
796	всегда и	3	5
797	вернуться к	1	5
798	первостепенное значение	2	5
799	а следовательно	2	5
800	не просто	1	5
801	себя в	1	5
802	и весь	1	5
803	на протяжении	5	5
804	после того	1	5
805	настоящей главы	1	5
806	по мнению	1	5
807	чем у	1	5
808	может иметь	1	5
809	встречается в	1	5
810	вообще в	2	5
811	содержания и	1	5
812	в форме	6	5
813	не для	1	5
814	а потому	1	5
815	по принципу	1	5
816	о которой	1	5
817	в область	2	5
818	есть нечто	1	5
819	всем остальным	1	5
820	и человека	5	5
821	видим что	1	5
822	наш анализ	1	5
823	подняться над	2	5
824	на более	1	5
825	заметить что	1	5
826	их с	1	5
827	это значение	1	5
828	свое время	4	5
829	как у	5	5
830	видеть в	1	5
831	в полном	1	5
832	указание на	1	5
833	слова но	3	5
834	слова на	2	5
835	знаком и	1	5
836	чтобы сделать	1	5
837	человека к	3	5
838	главное и	1	5
839	конце концов	1	5
840	дело не	1	5
841	у нее	1	5
842	прежде чем	2	5
843	бы он	1	5
844	самого процесса	1	5
845	эти два	3	5
846	именно это	1	5
847	более того	9	5
848	в центре	4	4
849	зрения на	1	4
850	в игре	1	4
851	со всем	1	4
852	в применении	1	4
853	линии развития	4	4
854	тем как	1	4
855	но ведь	3	4
856	внешнее сходство	1	4
857	в общей	1	4
858	из ее	1	4
859	вот что	2	4
860	уже на	4	4
861	специфические особенности	1	4
862	так например	2	4
863	во все	5	4
864	языка в	1	4
865	предисловии к	1	4
866	конечно не	11	4
867	чтобы показать	1	4
868	ни одного	1	4
869	не подлежит	1	4
870	отношения в	1	4
871	иным как	1	4
872	представлен в	2	4
873	до минимума	3	4
874	она в	1	4
875	между различными	1	4
876	вбирает в	1	4
877	с нашей	1	4
878	слова то	2	4
879	эпоху в	1	4
880	не было	5	4
881	на которое	1	4
882	рядом с	2	4
883	так сказать	8	4
884	если оно	3	4
885	из слов	1	4
886	и та	1	4
887	что есть	1	4
888	слова от	1	4
889	для построения	2	4
890	до предела	1	4
891	в одну	1	4
892	и сами	1	4
893	мы встречаем	1	4
894	своего собственного	1	4
895	в меньшей	1	4
896	смысле можно	1	4
897	влияния на	1	4
898	языка так	1	4
899	к той	1	4
900	в очень	2	4
901	в роли	2	4
902	и вот	1	4
903	из его	1	4
904	для нее	1	4
905	и вся	4	4
906	вступает в	1	4
907	они позволяют	1	4
908	связанной с	1	4
909	мысли это	1	4
910	которую он	3	4
911	она может	1	4
912	здесь не	5	4
913	свой смысл	1	4
914	слов с	1	4
915	в корне	1	4
916	если только	3	4
917	слова так	1	4
918	и развивается	1	4
919	о его	1	4
920	нас не	1	4
921	всеми своими	1	4
922	к самой	2	4
923	слова которые	1	4
924	на нее	1	4
925	и со	1	4
926	и могут	2	4
927	в каждой	1	4
928	и внешних	1	4
929	есть и	4	4
930	или как	1	4
931	но эти	3	4
932	огромное значение	1	4
933	как будто	3	4
934	за счет	1	4
935	образов и	7	4
936	это на	1	4
937	из авторов	1	4
938	или по	3	4
939	что делает	1	4
940	моментом в	1	4
941	строго говоря	2	4
942	в некоторых	7	4
943	от этих	1	4
944	к более	1	4
945	наблюдаем в	1	4
946	в наиболее	1	4
947	одновременно и	5	4
948	и самое	2	4
949	в одно	1	4
950	в дальнейшем	8	4
951	то это	4	4
952	почти не	2	4
953	это последнее	2	4
954	этом мы	3	4
955	ребенка что	1	4
956	превращается в	5	4
957	всего этого	4	4
958	и остается	1	4
959	из виду	1	4
960	связи со	1	4
961	на предмет	5	4
962	но сама	1	4
963	как слово	3	4
964	мы как	1	4
965	нельзя сказать	2	4
966	самых существенных	1	4
967	время в	2	4
968	и сама	1	4
969	от тех	1	4
970	про себя	1	4
971	выше и	2	4
972	и характер	2	4
973	такое объяснение	1	4
974	внешней и	2	4
975	они действительно	1	4
976	или к	2	4
977	в целях	1	4
978	нам в	1	4
979	но при	2	4
980	и одновременно	6	4
981	в приведенном	1	4
982	предмет но	1	4
983	мысль в	1	4
984	бы оно	1	4
985	а как	4	4
986	проявляются в	1	4
987	к одной	1	4
988	из общей	1	4
989	этих отношений	1	4
990	связанная с	2	4
991	она становится	1	4
992	одну и	1	4
993	до этого	1	4
994	самый характер	1	4
995	в следующей	1	4
996	в любой	1	4
997	себя и	3	4
998	чем же	1	4
999	и если	4	4
1000	вопроса и	1	4
1001	образом по	1	4
1002	перед глазами	1	4
1003	здесь и	7	4
1004	к новой	1	4
1005	из него	1	4
1006	формы и	3	4
1007	ему в	1	4
1008	слово но	1	4
1009	по сходству	1	4
1010	в определенных	1	4
1011	просто как	1	4
1012	нет надобности	1	4
1013	контакт с	1	4
1014	и тех	1	4
1015	не могу	3	4
1016	нельзя не	1	4
1017	что там	1	4
1018	к области	2	4
1019	на всю	1	4
1020	или иному	1	4
1021	также с	1	4
1022	жизни и	13	4
1023	все другие	1	4
1024	не удалось	1	4
1025	как для	1	4
1026	в чисто	2	4
1027	не к	3	4
1028	тех связей	1	3
1029	мы найдем	4	3
1030	никаких сомнений	1	3
1031	или иных	2	3
1032	он видит	1	3
1033	до последнего	1	3
1034	и само	1	3
1035	о мире	1	3
1036	происходит не	1	3
1037	этот тип	1	3
1038	в соответствии	3	3
1039	по своим	2	3
1040	этих периодов	1	3
1041	а вместе	1	3
1042	в речь	1	3
1043	можем говорить	2	3
1044	в жизнь	2	3
1045	применении к	1	3
1046	этого последнего	1	3
1047	уже у	3	3
1048	всем этим	2	3
1049	оно как	1	3
1050	из наших	1	3
1051	не исключает	2	3
1052	на практике	1	3
1053	некоторое время	2	3
1054	и еще	2	3
1055	в голове	1	3
1056	именно на	2	3
1057	от них	2	3
1058	что даже	1	3
1059	в структуре	4	3
1060	кажется нам	1	3
1061	в научной	1	3
1062	к их	1	3
1063	или иными	1	3
1064	ибо само	1	3
1065	известные нам	1	3
1066	как можно	1	3
1067	является чем-то	1	3
1068	до крайности	1	3
1069	ее развития	1	3
1070	напомним что	2	3
1071	развитие в	2	3
1072	одном из	1	3
1073	автора к	1	3
1074	в первые	1	3
1075	а для	2	3
1076	всей их	2	3
1077	нами как	1	3
1078	другая сторона	1	3
1079	внимание и	1	3
1080	но прежде	1	3
1081	а главное	3	3
1082	нам кажется	4	3
1083	что проблема	1	3
1084	на слово	1	3
1085	даны в	1	3
1086	по всем	1	3
1087	и должны	1	3
1088	я видел	3	3
1089	оно было	1	3
1090	не чем	1	3
1091	целое и	1	3
1092	самим собой	1	3
1093	является одним	2	3
1094	еще с	1	3
1095	бы не	1	3
1096	да и	3	3
1097	не входит	1	3
1098	отнести к	1	3
1099	так чтобы	1	3
1100	и теперь	1	3
1101	одной плоскости	2	3
1102	и различные	1	3
1103	каждый из	1	3
1104	настоящей работы	1	3
1105	и потом	1	3
1106	настоящей главе	1	3
1107	впервые в	3	3
1108	является только	1	3
1109	известной мере	3	3
1110	этого нового	1	3
1111	от всякого	1	3
1112	всего того	1	3
1113	связанных с	2	3
1114	и пр	1	3
1115	о нем	2	3
1116	ведь это	2	3
1117	это еще	2	3
1118	на фоне	1	3
1119	по его	1	3
1120	но уже	2	3
1121	план в	1	3
1122	остановимся только	1	3
1123	его речи	1	3
1124	данное слово	2	3
1125	этих случаях	1	3
1126	и всегда	2	3
1127	оно должно	2	3
1128	чисто внешней	1	3
1129	он с	1	3
1130	не надо	1	3
1131	степени и	1	3
1132	новое и	1	3
1133	речь если	1	3
1134	к словесному	1	3
1135	их из	1	3
1136	или нет	1	3
1137	пользуется в	1	3
1138	далее в	1	3
1139	или во	1	3
1140	и задачи	1	3
1141	отношением к	1	3
1142	и внутренне	1	3
1143	всегда в	1	3
1144	развития именно	1	3
1145	и сейчас	1	3
1146	неизбежно должны	1	3
1147	направлено на	1	3
1148	и мысли	4	3
1149	в языке	1	3
1150	развития для	1	3
1151	живет в	3	3
1152	во многих	2	3
1153	даже с	1	3
1154	мере не	1	3
1155	слову и	1	3
1156	чтобы они	1	3
1157	с этими	1	3
1158	для понимания	3	3
1159	и внешней	1	3
1160	одной точке	1	3
1161	вопрос и	1	3
1162	они могут	3	3
1163	действительно в	1	3
1164	он на	1	3
1165	следует сказать	1	3
1166	являются в	1	3
1167	показать в	2	3
1168	говорит в	1	3
1169	ли мы	1	3
1170	что за	1	3
1171	смысле и	3	3
1172	себя как	2	3
1173	из главных	2	3
1174	чем иным	1	3
1175	следовательно и	2	3
1176	зрения и	2	3
1177	но к	4	3
1178	мы проследим	1	3
1179	здесь как	3	3
1180	если же	5	3
1181	всех других	2	3
1182	и затем	1	3
1183	в новое	4	3
1184	и иной	1	3
1185	условия для	1	3
1186	речь а	1	3
1187	бы быть	1	3
1188	же мы	1	3
1189	отношении является	1	3
1190	определяется в	1	3
1191	относится ко	1	3
1192	же самая	1	3
1193	человек с	1	3
1194	всего его	2	3
1195	и единство	1	3
1196	основе и	2	3
1197	дело идет	1	3
1198	не находится	1	3
1199	чтобы убедиться	1	3
1200	указать на	1	3
1201	всего на	1	3
1202	друга и	1	3
1203	же время	8	3
1204	имеем в	3	3
1205	соответствии с	2	3
1206	а скорее	1	3
1207	при котором	1	3
1208	но именно	4	3
1209	не знаем	1	3
1210	о предмете	1	3
1211	материал и	1	3
1212	только о	1	3
1213	из этой	1	3
1214	не соответствует	1	3
1215	этого термина	1	3
1216	одного только	1	3
1217	и развиваются	1	3
1218	со словами	1	3
1219	же не	2	3
1220	или иначе	1	3
1221	как другая	1	3
1222	положение в	2	3
1223	и без	4	3
1224	язык в	1	3
1225	поведения и	1	3
1226	мира и	3	3
1227	к своему	4	3
1228	в период	1	3
1229	для нашей	1	3
1230	он прежде	1	3
1231	без всякой	1	3
1232	чужой речи	2	3
1233	всем их	2	3
1234	он ни	1	3
1235	на всех	1	3
1236	всей истории	1	3
1237	что касается	2	3
1238	конечно в	2	3
1239	далеко не	4	3
1240	а этот	1	3
1241	из своей	3	3
1242	стало быть	1	3
1243	старались показать	1	3
1244	в большинстве	9	3
1245	это все	2	3
1246	скажем что	1	3
1247	на это	1	3
1248	он и	2	3
1249	находиться в	1	3
1250	и благодаря	1	3
1251	видел что	1	3
1252	всей нашей	1	3
1253	делает возможным	1	3
1254	тех или	2	3
1255	и совершенно	3	3
1256	форме и	2	3
1257	существенную роль	1	2
1258	в образах	1	2
1259	особенности и	1	2
1260	связь но	1	2
1261	же и	1	2
1262	устную речь	3	2
1263	некоторой степени	1	2
1264	есть существенные	1	2
1265	очень хорошо	3	2
1266	говорили в	2	2
1267	основные особенности	4	2
1268	так можно	2	2
1269	него в	1	2
1270	представлений о	2	2
1271	совершенно невозможно	1	2
1272	и самые	2	2
1273	он утверждает	1	2
1274	того все	1	2
1275	нами уже	2	2
1276	относится и	1	2
1277	до полного	1	2
1278	это те	1	2
1279	из самых	3	2
1280	из той	1	2
1281	свое название	1	2
1282	бы стать	1	2
1283	мысли о	3	2
1284	тем или	1	2
1285	иным в	1	2
1286	развития а	1	2
1287	только между	1	2
1288	через него	1	2
1289	сколько-нибудь полно	1	2
1290	если понимать	1	2
1291	он был	1	2
1292	у самого	1	2
1293	не всегда	3	2
1294	и взаимного	1	2
1295	разнородных и	1	2
1296	всего как	1	2
1297	и идеи	7	2
1298	рассказывает о	1	2
1299	жизни он	1	2
1300	не делает	1	2
1301	почти в	2	2
1302	и формы	2	2
1303	с самим	7	2
1304	они должны	3	2
1305	зрения они	1	2
1306	из трех	1	2
1307	можно без	1	2
1308	для этой	2	2
1309	обобщения в	1	2
1310	или иным	1	2
1311	при всем	3	2
1312	других как	1	2
1313	от чисто	1	2
