N	2gram	Losev_Prob	KulturaY
380	то не	2	5
381	но что	3	5
382	и даже	19	5
383	более или	7	5
384	имеет смысл	1	5
385	вопрос этот	1	5
386	нужно будет	1	5
387	и того	5	5
388	нельзя было	3	5
389	даже и	18	5
390	в другом	2	5
391	с проблемой	1	5
392	превращается в	1	5
393	и еще	3	5
394	ни одного	1	5
395	могло бы	1	5
396	нам право	1	5
397	кроме того	7	5
398	не то	4	5
399	никогда не	8	5
400	на протяжении	1	5
401	обратить внимание	3	5
402	как же	6	5
403	в конце	13	5
404	я и	2	5
405	же касается	3	5
406	здесь как	3	5
407	но как	11	5
408	из предыдущего	1	5
409	слово есть	1	5
410	и является	9	5
411	язык не	2	5
412	так что	12	5
413	всех этих	11	5
414	одного и	2	5
415	не так	1	5
416	речи но	1	5
417	смысле слова	11	5
418	и при	4	5
419	в область	3	5
420	мы в	4	5
421	речи как	1	5
422	в отношении	7	5
423	конечно и	1	5
424	к его	2	5
425	о котором	4	5
426	если можно	1	5
427	то он	3	5
428	что наши	1	5
429	относится к	6	5
430	и тогда	2	5
431	смысл который	1	5
432	на примере	1	5
433	переход от	1	5
434	но если	6	5
435	которые можно	1	5
436	только о	8	5
437	не будем	5	5
438	бы на	1	5
439	а это	5	5
440	о нем	3	5
441	и от	3	5
442	мы находим	2	5
443	а на	1	5
444	но с	2	5
445	слово в	2	5
446	язык и	2	5
447	по своему	14	5
448	для нашей	3	5
449	или менее	7	5
450	только не	4	5
451	и их	4	5
452	говорим о	3	5
453	мы должны	5	5
454	учения о	3	5
455	как не	1	5
456	или иначе	7	5
457	лишь как	1	5
458	отношение к	1	5
459	в каких	1	5
460	и только	7	5
461	в разговоре	1	5
462	вопросом о	1	5
463	есть не	10	5
464	науки о	1	4
465	е с	1	4
466	мы и	8	4
467	случае мы	1	4
468	или иных	2	4
469	о чем	11	4
470	одно из	2	4
471	говорить что	2	4
472	как они	3	4
473	как об	1	4
474	представление о	6	4
475	само собою	1	4
476	в газете	1	4
477	а а	6	4
478	так например	2	4
479	как только	3	4
480	к этой	2	4
481	к другой	1	4
482	мы увидим	3	4
483	вот почему	1	4
484	точно так	7	4
485	уже и	6	4
486	и далее	1	4
487	всего этого	1	4
488	с большим	2	4
489	быть в	1	4
490	что даже	1	4
491	здесь идет	2	4
492	не мог	1	4
493	и становится	1	4
494	из них	3	4
495	в лингвистике	1	4
496	к нему	5	4
497	несколько слов	1	4
498	не говорят	1	4
499	но еще	2	4
500	в году	1	4
501	значит не	1	4
502	как можно	1	4
503	его в	9	4
504	то она	1	4
505	отношения между	2	4
506	но он	3	4
507	не о	7	4
508	не говорит	1	4
509	будто бы	4	4
510	что за	1	4
511	которое в	1	4
512	это есть	10	4
513	характер и	1	4
514	но ведь	6	4
515	же как	2	4
516	постановка вопроса	1	4
517	о которых	6	4
518	себе и	2	4
519	и это	13	4
520	в смысле	2	4
521	чтобы понять	3	4
522	остается в	1	4
523	в каждом	1	4
524	выражение в	1	4
525	мы можем	8	4
526	отнестись к	1	4
527	данный момент	1	4
528	ли это	2	4
529	не дает	1	4
530	которые и	1	4
531	если же	4	4
532	это действительно	1	4
533	могла бы	1	4
534	тот или	4	4
535	что для	4	4
536	и все	9	4
537	пушкина и	1	4
538	же мы	4	4
539	и по	3	4
540	а главное	3	4
541	однако и	4	4
542	утверждать что	2	4
543	во втором	1	4
544	уже на	3	4
545	как таковой	4	4
546	то в	6	4
547	которых мы	2	4
548	сам по	7	4
549	из которых	2	4
550	том и	1	4
551	так или	7	4
552	нам в	3	4
553	здесь мы	1	4
554	отношения к	2	4
555	связанные с	1	4
556	бы не	4	4
557	который не	1	4
558	в известном	1	4
559	все они	2	4
560	ни на	5	4
561	не имеют	6	4
562	не должно	1	4
563	в значении	2	4
564	именно на	3	4
565	для меня	1	4
566	он есть	5	4
567	ведь не	1	4
568	в данной	2	4
569	мог бы	1	4
570	именно этот	1	4
571	на который	1	4
572	языка а	2	4
573	бы язык	1	4
574	однако в	2	4
575	д и	4	4
576	этого термина	8	4
577	но на	1	4
578	этой области	5	4
579	и было	1	4
580	свидетельствует о	5	4
581	о значении	4	4
582	указание на	6	4
583	в виде	20	4
584	понимать как	2	4
585	в стороне	1	4
586	и без	6	4
587	последнее время	1	4
588	в такой	3	4
589	сразу же	2	4
590	в условиях	2	4
591	наука о	1	4
592	нужно было	1	4
593	бы например	1	4
594	но язык	1	4
595	в науке	4	4
596	на это	1	4
597	что поскольку	1	4
598	одного из	2	4
599	для обозначения	4	4
600	что о	1	4
601	такой же	1	4
602	говорить об	2	4
603	только после	3	4
604	это в	3	4
605	не более	1	4
606	ли в	1	4
607	не к	1	4
608	а то	2	4
609	речь здесь	1	3
610	мы наблюдаем	2	3
611	все что	2	3
612	есть вещь	1	3
613	случае в	1	3
614	таковы например	2	3
615	то тем	2	3
616	со всем	2	3
617	можно и	1	3
618	тем как	1	3
619	мысли и	2	3
620	в некоторых	1	3
621	и говорить	1	3
622	не хочет	3	3
623	по мере	1	3
624	чтобы в	1	3
625	помнить что	3	3
626	все дело	1	3
627	это те	1	3
628	из самых	3	3
629	не сказано	1	3
630	мы получаем	3	3
631	давно уже	1	3
632	в собственном	1	3
633	в одно	5	3
634	на эту	2	3
635	меньше всего	3	3
636	мы сразу	1	3
637	в это	2	3
638	знаем что	2	3
639	поставить вопрос	1	3
640	но мы	3	3
641	в дальнейшем	5	3
642	еще один	1	3
643	раз и	13	3
644	но даже	3	3
645	во многих	4	3
646	для данного	1	3
647	говорит что	1	3
648	в свете	1	3
649	что речь	1	3
650	указания на	1	3
651	языке вообще	1	3
652	к ним	1	3
653	настоящее время	17	3
654	наряду с	1	3
655	все время	3	3
656	который в	1	3
657	на котором	1	3
658	для этой	2	3
659	в системе	3	3
660	случае когда	2	3
661	мы скажем	3	3
662	представить себе	1	3
663	бы то	2	3
664	по адресу	1	3
665	понимать что	3	3
666	их содержания	1	3
667	в буквальном	3	3
668	от языка	1	3
669	не хватает	2	3
670	в следующем	1	3
671	принадлежит в	1	3
672	что его	4	3
673	одним из	2	3
674	быть только	3	3
675	литературе и	4	3
676	одно только	1	3
677	которое и	1	3
678	и следовательно	6	3
679	из одного	1	3
680	не нужно	6	3
681	под влиянием	1	3
682	в других	5	3
683	смысловом отношении	1	3
684	чтобы мы	1	3
685	именно как	7	3
686	в целях	2	3
687	себя внимание	1	3
688	но зато	3	3
689	или иные	1	3
690	не приходится	2	3
691	иметь в	5	3
692	который мы	2	3
693	даже не	3	3
694	работать над	1	3
695	ни были	1	3
696	то ни	3	3
697	не раз	2	3
698	смысла и	2	3
699	значение и	7	3
700	например не	1	3
701	целом и	1	3
702	известном смысле	1	3
703	только с	3	3
704	что есть	1	3
705	о его	2	3
706	которое мы	2	3
707	мы будем	3	3
708	образом в	1	3
709	могут рассматриваться	1	3
710	показывает что	1	3
711	во время	1	3
712	в него	3	3
713	в одну	1	3
714	еще одно	1	3
715	собственном смысле	1	3
716	если в	2	3
717	и свое	1	3
718	человеческого общения	1	3
719	содержания и	2	3
720	бы говорить	1	3
721	что сам	1	3
722	и делает	3	3
723	под этим	4	3
724	что нет	3	3
725	в наших	2	3
726	что у	1	3
727	и мы	1	3
728	в россии	1	3
729	показать что	1	3
730	если это	2	3
731	в романе	1	3
732	ознакомиться с	1	3
733	и действительно	1	3
734	то время	2	3
735	языка есть	1	3
736	не знать	1	3
737	том как	2	3
738	же есть	1	3
739	в которые	1	3
740	его и	1	3
741	какой мере	1	3
742	своей собственной	1	3
743	для всякой	1	3
744	так чтобы	1	3
745	и уже	4	3
746	с большой	1	3
747	те или	3	3
748	какое же	1	3
749	пока мы	1	3
750	каждый из	3	3
751	не представляет	1	3
752	знает что	1	3
753	будет уже	1	3
754	образом не	1	3
755	мне не	1	3
756	речи на	1	3
757	тому чтобы	2	3
758	что здесь	4	3
759	без всякого	5	3
760	нет и	5	3
761	он в	2	3
762	почти целиком	1	3
763	том же	1	3
764	в письменном	1	3
765	это просто	1	3
766	так называемое	1	3
767	в настоящее	17	3
768	значении слова	2	3
769	а что	1	3
770	именно к	1	3
771	в более	1	3
772	мы могли	2	3
773	значение в	4	3
774	выходит за	1	3
775	следовательно и	3	3
776	для него	2	3
777	не для	3	3
778	естественно что	2	3
779	вот это-то	1	3
780	сколько угодно	4	3
781	с их	1	3
782	таком случае	14	3
783	есть уже	1	3
784	как именно	5	3
785	же такое	5	3
786	этом что	1	3
787	которое было	2	3
788	в обычном	1	3
789	есть также	3	3
790	между собою	9	3
791	сама по	6	3
792	сама эта	1	3
793	этой цели	1	3
794	или даже	3	3
795	и со	1	3
796	этого вопроса	1	3
797	и я	1	3
798	только и	5	3
799	на его	2	3
800	с первого	2	3
801	случае если	2	3
802	которую можно	1	3
803	конце концов	11	3
804	в искусстве	3	3
805	и может	2	3
806	но она	3	3
807	здесь очевидно	1	3
808	в начале	1	3
809	таких случаях	2	3
810	признать что	1	3
811	идет речь	2	3
812	за ними	1	3
813	значение слова	4	3
814	а скорее	3	3
815	самый смысл	1	3
816	о содержании	1	3
817	различие в	3	3
818	понять что	1	3
819	языка с	1	3
820	тех или	5	3
821	с общим	1	3
822	устной речи	1	3
823	иное как	5	3
824	он пользуется	1	2
825	что было	2	2
826	понял что	1	2
827	с которыми	4	2
828	они являются	1	2
829	они имеют	1	2
830	от него	1	2
831	только из	1	2
832	которая была	1	2
833	если его	1	2
834	язык а	1	2
835	языке и	4	2
836	по тому	2	2
837	которые не	5	2
838	которая в	1	2
839	своей статье	1	2
840	и глубины	1	2
841	же нужно	1	2
842	ровно ничего	4	2
843	здесь то	2	2
844	смысле и	2	2
845	из всех	1	2
846	она стала	1	2
847	которые хотя	1	2
848	и об	1	2
849	не годится	2	2
850	его от	4	2
851	нами в	3	2
852	то нам	1	2
853	у пушкина	2	2
854	это определение	1	2
855	он имеет	1	2
856	время как	2	2
857	вот что	1	2
858	значения в	1	2
859	если угодно	2	2
860	результате этого	1	2
861	от одной	1	2
862	том или	1	2
863	в жизни	3	2
864	правда в	3	2
865	имеет место	1	2
866	к самому	2	2
867	только через	1	2
868	выражения и	1	2
869	или ином	1	2
870	тем или	4	2
871	этот закон	1	2
872	уже то	1	2
873	почти все	1	2
874	он является	2	2
875	поскольку он	2	2
876	и слово	1	2
877	поэтому необходимо	1	2
878	у достоевского	1	2
879	свой смысл	3	2
880	моменты в	1	2
881	а вместе	1	2
882	известно что	1	2
883	конечно можно	1	2
884	сам же	1	2
885	одно время	1	2
886	можем говорить	2	2
887	к смыслу	1	2
888	слишком много	1	2
889	нами выше	1	2
890	во все	1	2
891	отказываться от	1	2
892	в основном	1	2
893	в действительности	5	2
894	что этот	2	2
895	не хуже	1	2
896	по его	3	2
897	как принцип	1	2
898	трудно было	1	2
899	но эти	1	2
900	значение языка	1	2
901	с такой	1	2
902	одной и	1	2
903	самый факт	2	2
904	такое значение	1	2
905	и значение	4	2
906	о таких	1	2
907	здесь прежде	1	2
908	и те	2	2
909	как оно	3	2
910	видно что	2	2
911	смысл имеют	1	2
912	мере не	1	2
913	учению о	2	2
914	могут и	1	2
915	он тоже	2	2
916	о тех	1	2
917	к числу	1	2
918	них есть	1	2
919	можно понимать	1	2
920	находится в	2	2
921	знак языка	1	2
922	с этими	4	2
923	есть конечно	1	2
924	а так	1	2
925	речь не	2	2
926	особого труда	1	2
927	момент в	2	2
928	одна из	4	2
929	и н	1	2
930	что само	1	2
931	а следовательно	2	2
932	уже по	2	2
933	некоторой степени	1	2
934	едва ли	10	2
935	на почве	2	2
936	не выходит	1	2
937	то оно	1	2
938	как такового	4	2
939	хотелось бы	3	2
940	что иное	5	2
941	нашей темы	2	2
942	вообще а	1	2
943	о разных	1	2
944	в состоянии	2	2
945	смысле в	1	2
946	ни было	1	2
947	ее можно	1	2
948	не соответствует	1	2
949	может оказаться	1	2
950	с другими	6	2
951	х годов	1	2
952	и один	1	2
953	в некоторой	1	2
954	бы что	3	2
955	наше внимание	2	2
956	что между	2	2
957	также для	1	2
958	словом в	1	2
959	д это	1	2
960	потому в	1	2
961	и хорошо	2	2
962	он говорит	2	2
963	бы вполне	2	2
964	на тот	4	2
965	и язык	1	2
966	себе не	3	2
967	человек в	1	2
968	все предыдущие	1	2
969	место и	1	2
970	понимать под	2	2
971	его жизни	1	2
972	язык к	1	2
973	много и	1	2
974	что их	4	2
975	слово как	1	2
976	не был	4	2
977	можно смотреть	1	2
978	но можно	2	2
979	нами как	2	2
980	слова то	3	2
981	спросим себя	1	2
982	не означает	1	2
983	то ему	1	2
984	предполагает что	4	2
985	свое место	2	2
986	очень часто	1	2
987	но тогда	1	2
988	содержание это	2	2
989	уже к	1	2
990	ставит перед	1	2
991	отношение между	2	2
992	в случае	5	2
993	является его	1	2
994	не будет	11	2
995	и существенно	1	2
996	без особого	1	2
997	свой предмет	1	2
998	ничего нового	2	2
999	что эта	2	2
1000	значение или	1	2
1001	и тот	2	2
1002	тем и	3	2
1003	самого смысла	1	2
1004	большое значение	1	2
1005	период революции	1	2
1006	которое конечно	1	2
1007	недостаточно для	1	2
1008	то во	4	2
1009	здесь только	5	2
1010	литературы и	5	2
1011	в москве	2	2
1012	его так	1	2
1013	а тем	3	2
1014	это же	1	2
1015	на некоторые	2	2
1016	с полным	1	2
1017	к языковой	1	2
1018	возможно что	1	2
1019	это вовсе	3	2
1020	слова из	1	2
1021	общего с	10	2
1022	его как	2	2
1023	или о	3	2
1024	в систему	1	2
1025	но есть	2	2
1026	и др	2	2
1027	здесь совершенно	1	2
1028	когда они	1	2
1029	часто и	2	2
1030	так уж	1	2
1031	и терминов	2	2
1032	одно то	1	2
1033	что без	1	2
1034	здесь я	1	2
1035	в данный	1	2
1036	и чтобы	3	2
1037	для которых	1	2
1038	для чего	2	2
1039	он стал	1	2
1040	язык на	1	2
1041	нет никаких	2	2
1042	и самый	3	2
1043	язык для	1	2
1044	и ничего	4	2
1045	к сожалению	6	2
1046	слова это	2	2
1047	а теперь	1	2
1048	он уже	1	2
1049	правильно в	1	2
1050	является ее	1	2
1051	и должны	3	2
1052	что многие	2	2
1053	предметы и	2	2
1054	переходит в	2	2
1055	этого понятия	2	2
1056	вместе со	1	2
1057	большую роль	2	2
1058	которого оно	2	2
1059	от нас	6	2
1060	и должен	1	2
1061	и такой	1	2
1062	язык вообще	1	2
1063	поэтому в	2	2
1064	с внешней	1	2
1065	к действию	1	2
1066	для них	5	2
1067	стоит на	1	2
1068	от другого	4	2
1069	однако он	1	2
1070	не могла	1	2
1071	за это	1	2
1072	и строго	2	2
1073	слова мы	1	2
1074	должен был	1	2
1075	поэтому и	2	2
1076	такое этот	1	2
1077	о природе	2	2
1078	сами по	5	2
1079	во что	2	2
1080	них можно	1	2
1081	всегда в	1	2
1082	существует между	1	2
1083	с целью	4	2
1084	он будет	2	2
1085	тип и	1	2
1086	есть слово	1	2
1087	доходит до	1	2
1088	есть нечто	13	2
1089	с такими	3	2
1090	это время	1	2
1091	и так	2	2
1092	состоит из	1	2
1093	и просто	1	2
1094	никто не	2	2
1095	которая не	1	2
1096	общем смысле	2	2
1097	пр но	1	2
1098	нет в	1	2
1099	этих случаях	4	2
1100	к другому	1	2
1101	ничего общего	14	2
1102	а ведь	2	2
1103	самое это	1	2
1104	такая точка	1	2
1105	смысл то	2	2
1106	который и	1	2
1107	думать что	2	2
1108	но оно	2	2
1109	чем же	2	2
1110	не является	12	2
1111	нам о	3	2
1112	это понятие	1	2
1113	себе уже	1	2
1114	еще на	1	2
1115	лежат в	1	2
1116	это все	1	2
1117	самым мы	2	2
1118	мы без	1	2
1119	и теперь	1	2
1120	для нее	1	2
1121	нельзя понимать	1	2
1122	смысл в	1	2
1123	слова с	1	2
1124	большей частью	5	2
1125	и до	3	2
1126	друг от	1	2
1127	в совершенно	1	2
1128	например на	2	2
1129	самого же	2	2
1130	н а	1	2
1131	потому и	2	2
1132	и той	4	2
1133	имеем в	1	2
1134	и а	1	2
1135	же только	1	2
1136	видели выше	1	2
1137	язык ни	1	2
1138	образом то	1	2
1139	начиная с	1	2
1140	одной из	1	2
1141	эти категории	1	2
1142	каком смысле	1	2
1143	языке но	1	2
1144	в глазах	1	2
1145	не знаем	3	2
1146	характерное для	1	2
1147	то здесь	1	2
1148	не стоит	2	2
1149	и возможно	2	2
1150	и значит	1	2
1151	а вовсе	1	2
1152	увидим ниже	2	2
1153	на русском	2	2
1154	на значение	2	2
1155	у них	1	2
1156	не из	1	2
1157	уже при	1	2
1158	последнего времени	1	2
1159	грамматика не	1	2
1160	известной мере	2	2
1161	друг другу	2	2
1162	он должен	2	2
1163	от всякого	2	2
1164	связан с	1	2
1165	мысли а	1	2
1166	этот термин	5	2
1167	вот оказывается	1	2
1168	пусть даже	3	2
1169	идет у	1	2
1170	когда речь	1	2
1171	ничем не	2	2
1172	на тех	1	2
1173	том числе	2	2
1174	одним и	3	2
1175	придают большое	1	2
1176	конечно в	2	2
1177	от которого	1	2
1178	для всего	2	2
1179	несомненно не	1	2
1180	он и	8	2
1181	в литературе	4	2
1182	ее в	2	2
1183	где он	1	2
1184	здесь в	4	2
1185	говорит и	3	2
1186	сознания и	4	2
1187	же не	1	2
1188	а все	1	2
1189	по этому	6	2
1190	это отношение	3	2
1191	речь но	1	2
1192	которые я	1	2
1193	сказать не	1	2
1194	от друга	1	2
1195	отказаться от	2	2
1196	нас только	1	2
1197	дело в	3	2
1198	нужно только	1	2
1199	на такие	2	2
1200	вообще не	5	2
1201	вовсе еще	3	2
1202	чтобы быть	1	2
1203	нас к	1	2
1204	своему содержанию	4	2
1205	является не	4	2
1206	иной раз	3	2
1207	имеется в	1	2
1208	основана на	2	2
1209	возникает необходимость	1	2
1210	не собираемся	2	2
1211	к своему	2	2
1212	перейти к	4	2
1213	с историей	2	2
1214	не столь	2	2
1215	один и	1	2
1216	именно эта	1	2
1217	такой смысл	1	2
1218	это было	3	2
1219	не стал	2	2
1220	не что	5	2
1221	для которого	4	2
1222	более широкое	1	2
1223	бы совершенно	1	2
1224	что законы	1	2
1225	рабочих и	3	2
1226	в одной	1	2
1227	и вообще	13	2
1228	как хотите	1	2
1229	которая как	1	2
1230	еще до	1	2
1231	буквальном смысле	3	2
1232	когда есть	2	2
1233	разница между	2	2
1234	понимает что	1	2
1235	только к	1	2
1236	связанных с	1	2
1237	такие же	1	2
1238	же к	1	2
1239	она должна	3	2
1240	эти последние	2	2
1241	поскольку они	2	2
1242	может идти	1	2
1243	ни один	1	2
1244	тому как	3	2
1245	ниже но	1	2
1246	в теории	4	2
1247	что нужно	1	2
1248	а самый	1	2
1249	быть и	5	2
1250	а по	1	2
1251	есть и	4	2
1252	отношений между	2	2
1253	каждый раз	3	2
1254	оказывается что	4	2
1255	явлений в	1	2
1256	это также	1	2
1257	событие и	1	2
1258	общем и	2	2
1259	чего же	1	2
1260	наших дней	1	2
1261	как то	1	2
1262	и всякая	1	2
1263	которой мы	1	2
1264	и часто	2	2
1265	собственно говоря	4	2
1266	как таковая	1	2
1267	во многом	1	2
1268	указывает на	16	2
1269	самый термин	1	2
1270	речь и	1	2
1271	это очевидно	1	2
1272	а может	3	2
1273	жизни и	1	2
1274	можно будет	3	2
1275	в период	1	2
1276	эти два	1	2
1277	может и	3	2
1278	ведь и	2	2
1279	мы сказали	2	2
1280	точно и	1	2
1281	не можем	2	2
1282	языке есть	1	2
1283	все подобного	1	2
1284	в известной	2	2
1285	форме и	1	2
1286	можно только	2	2
1287	вещи не	5	1
1288	они указывают	1	1
1289	более не	1	1
1290	находим в	1	1
1291	этого я	1	1
1292	чрезвычайно важно	1	1
1293	ведь уже	1	1
1294	был и	1	1
1295	философии и	4	1
1296	могут иметь	1	1
1297	к проблеме	1	1
1298	или и	1	1
1299	нашлось ни	1	1
1300	к другу	2	1
1301	хорошо знаем	1	1
1302	выводу что	1	1
1303	никаких сомнений	2	1
1304	в последнее	1	1
1305	самого себя	2	1
1306	которых эта	1	1
1307	его определения	1	1
1308	совершенно очевидно	1	1
1309	это что-нибудь	1	1
1310	момента в	1	1
1311	до самого	1	1
1312	к учению	1	1
1313	это значит	4	1
1314	которые лежат	1	1
