N	3gram	Tiupa_Teor	Literetu
367	с собственным воображением	1	1
368	искусства было произведено	1	1
369	о месте искусства	1	1
370	текст как совокупность	2	1
371	аккумулировано последующими вследствие	1	1
372	неэлиминируемым конститутивным моментом	1	1
373	вычислением пропорций коробки	1	1
374	творческий процесс писателя	1	1
375	его организации ничего	1	1
376	на котором строго	1	1
377	читать духовно присваивая	1	1
378	своего собственного романа	1	1
379	сколько красотой то	1	1
380	такое историческое состояние	1	1
381	я в качестве	2	1
382	в основе всех	1	1
383	свойство данной стадии	1	1
384	самой жизни на	1	1
385	романистика рабле воспринимаются	1	1
386	скрывайся и таи	1	1
387	пушкинская татьяна которая	1	1
388	нормативного художественного сознания	1	1
389	свою свободную волю	1	1
390	музыкант он же	1	1
391	оставляя тексту значимость	1	1
392	над озером я	1	1
393	или иной мере	1	1
394	в состоянии отменить	1	1
395	так и само	1	1
396	выступил основатель систематической	1	1
397	собственно познавательной деятельностью	1	1
398	по преимуществу исторической	1	1
399	общего с автором	1	1
400	эффективность воздействия на	1	1
401	переживания составляющие содержание	1	1
402	манифестацией эстетической игры	1	1
403	красотой то есть	1	1
404	котором трагедии шекспира	1	1
405	есть такое историческое	1	1
406	например есть такое	1	1
407	прошла в своем	1	1
408	необходима еще и	1	1
409	произведений от читателя	1	1
410	предтечей столь существенного	1	1
411	жизни обобщающим принципом	1	1
412	человек в душе	1	1
413	романтического читателя это	1	1
414	века при всем	1	1
415	вытекающее из нового	1	1
416	текста должно явиться	1	1
417	художественное произведение обретает	1	1
418	критерием художественности и	1	1
419	и тем более	1	1
420	с материалом а	1	1
421	велимира хлебникова пен	1	1
422	активизировало свое воздействие	1	1
423	во внешнем мире	2	1
424	конвенция жанра мотивированная	1	1
425	познавательной деятельностью направленной	1	1
426	организатором коммуникативного события	1	1
427	процесс писателя оказывается	1	1
428	и политического опыта	1	1
429	так пылко я	1	1
430	о каком говорится	1	1
431	сознанию в силу	1	1
432	самоутверждающаяся в этом	1	1
433	аналогичен автору каждый	1	1
434	воображении и самоутверждающаяся	1	1
435	расслышать оценить эту	1	1
436	объект эстетического отношения	1	1
437	не об отсутствии	1	1
438	рассказ о счастье	1	1
439	к вымышленному персонажу	1	1
440	и страдивариус великий	1	1
441	задний план не	1	1
442	обработке сырого прозаического	1	1
443	задания может совершенствоваться	1	1
444	который может быть	1	1
445	на почве которой	1	1
446	и распространять в	1	1
447	конечном счете к	1	1
448	предлогом и формой	1	1
449	которой не остается	1	1
450	столь существенного скачка	1	1
451	стать самим собой	1	1
452	чтобы произведение искусства	1	1
453	заметить в его	1	1
454	друг от друга	1	1
455	области чувствительного приятные	1	1
456	внутренне свободный игровой	1	1
457	в другом стихотворении	1	1
458	такой парадигмы совершается	1	1
459	красоту гармонию и	1	1
460	биологического мира представляет	1	1
461	существеннейших способов духовного	1	1
462	не подвергаемого сомнению	1	1
463	более или менее	6	1
464	литературы как и	1	1
465	о жизни по	1	1
466	хаотичности картины индивидуальных	1	1
467	великий мастер по	1	1
468	принципиальное свойство данной	1	1
469	остаться субъективным фантазмом	1	1
470	только при условии	1	1
471	этом втором случае	1	1
472	о мире и	1	1
473	жизни человека и	1	1
474	не несет в	1	1
475	оттесняет на задний	1	1
476	позволяет толковать о	1	1
477	становится оригинальность смелость	1	1
478	я на фоне	1	1
479	знаковый материал текста	1	1
480	носит внутренне свободный	1	1
481	единым со стороны	1	1
482	деятельность это работа	1	1
483	историческом промежутке между	1	1
484	а не объект	1	1
485	сверхтекст пушкин очень	1	1
486	в этом втором	1	1
487	трагедия остановилась приобретя	1	1
488	в области чувствительного	1	1
489	содержание первой парадигмы	1	1
490	креативистской художественной культуры	1	1
491	как бы не	1	1
492	текст должен быть	1	1
493	бесом паном господином	1	1
494	а затем в	1	1
495	каждый человек в	1	1
496	первослушателя собственного текста	1	1
497	целого располагающей к	1	1
498	заявляя свою свободную	1	1
499	открытие эстетической природы	1	1
500	адресат может по-своему	1	1
501	коммуникативного события отсюда	1	1
502	а в том	1	1
503	состоянии отменить освоенного	1	1
504	мыслится как созидающая	1	1
505	всей своей полноте	1	1
506	новой реальностью фикции	1	1
507	реальное многообразие этих	1	1
508	именно в этом	1	1
509	описанию но в	1	1
510	вновь открытое она	1	1
511	внутренней и внешней	2	1
512	и будет аккумулировано	1	1
513	позволял ему ощутить	1	1
514	не просто связанной	1	1
515	способов духовного общения	1	1
516	после гегеля художественная	1	1
517	чужого я поскольку	1	1
518	остается возможности заметить	1	1
519	что доминировало на	1	1
520	начало и конец	1	1
521	преобразовании его в	1	1
522	увидевший в деятельности	1	1
523	укрепление в общественном	1	1
524	деятельность мыслится отныне	1	1
525	в суверенность чужого	1	1
526	именно потому что	1	1
527	а также в	1	1
528	не на территории	1	1
529	статус художественного произведения	1	1
530	собой однонаправленный и	1	1
531	что лирическое я	1	1
532	отрицается ориентация на	1	1
533	я во внешнем	1	1
534	создать то чему	1	1
535	чтобы такое событие	1	1
536	но отошли в	1	1
537	как к настоящему	1	1
538	художественности впервые становится	1	1
539	народных рассказов а	1	1
540	предполагает существенное изменение	1	1
541	объективной данности текста	1	1
542	романтизма является продолжением	1	1
543	в мире эпоха	1	1
544	признак искусства назначение	1	1
545	эстетической революцией xviii	1	1
546	герой литературного произведения	1	1
547	произведение обретает статус	1	1
548	деятельность по правилам	1	1
549	для постсимволиста становится	1	1
550	как это мыслилось	1	1
551	иметь в виду	1	1
552	причине в рамках	1	1
553	исторически обоснованной общей	1	1
554	художественный субъект мыслится	1	1
555	себя водяным бесом	1	1
556	владения правилами художник	1	1
557	воображаемого героя ту	1	1
558	которая в чужом	1	1
559	должен быть наделен	1	1
560	включая частные человеческие	1	1
561	приводит к снятию	1	1
562	научному описанию но	1	1
563	он же и	1	1
564	мастерством его создателя	1	1
565	суверенность чужого я	1	1
566	произведения оставался единым	1	1
567	самоактуализации личности в	1	1
568	гегель именовал веком	1	1
569	эстетическая ситуация художественного	1	1
570	правила при всей	1	1
571	собственно говоря и	1	1
572	приобретя достодолжную и	1	1
573	несмотря на реальное	1	1
574	в зависимости от	1	1
575	художественности питается радикальным	1	1
576	создателя исполнение жанрового	1	1
577	определяющим отношением художественной	1	1
578	деятельности впервые осознается	1	1
579	не перейти влюбленности	1	1
580	эта природная одаренность	1	1
581	о жизни на	1	1
582	в момент своего	1	1
583	возлагает на каждого	1	1
584	мыслятся сверхиндивидуальными общечеловеческими	1	1
585	воображения так и	1	1
586	парадигм подобно развитию	1	1
587	общественном сознании каждой	1	1
588	своего рода действующая	1	1
589	художественности и позволяет	2	1
590	не столько правильностью	1	1
591	как развитой способности	1	1
592	усмотрения общечеловеческого в	1	1
593	организовывал тексты своих	1	1
594	креативизма на почве	1	1
595	игровой характер самовыражения	1	1
596	бы позволял ему	1	1
597	по одним и	1	1
598	парадигмы художественности предполагает	1	1
599	и сам своей	1	1
600	его классических образцов	1	1
601	языке платона и	1	1
602	открытием другого чужого	1	1
603	нельзя научиться и	1	1
604	при условии его	1	1
605	в его организации	1	1
606	собственного сознания а	1	1
607	на отдельные слова	1	1
608	правилам начинает восприниматься	1	1
609	вменяется собственно эстетическая	1	1
610	может концентрироваться в	1	1
611	тому как формирование	1	1
612	предыдущей стадии и	1	1
613	концепции авторства на	1	1
614	и преобразовании его	1	1
615	к построению исторически	1	1
616	историческое состояние общественного	1	1
617	а для постсимволиста	1	1
618	и в то	2	1
619	господства нормативного художественного	1	1
620	которая обретает при	1	1
621	сам своей индивидуальной	1	1
622	на роль высшего	1	1
623	осознании семиотической природы	1	1
624	том что в	1	1
625	в тексте но	1	1
626	приходит императив вкуса	1	1
627	поддается научному описанию	1	1
628	на какой бы	1	1
629	искусства но отошли	1	1
630	по ту сторону	1	1
631	смысла жизни обобщающим	1	1
632	толстой например организовывал	1	1
633	с автором художественного	1	1
634	совершенствоваться но само	1	1
635	во всей своей	1	1
636	виду не только	3	1
637	радикальным открытием другого	1	1
638	жанра мотивированная авторитетностью	1	1
639	на поле куликовом	1	1
640	но в силу	1	1
641	я это не	1	1
642	произведено не достаточно	1	1
643	для читателя становиться	1	1
644	другому силится постичь	1	1
645	ищет и находит	1	1
646	ничего недостающего или	1	1
647	столько владение словом	1	1
648	внутреннего я во	1	1
649	всеохватывающей своей широте	1	1
650	время искусство активизировало	1	1
651	природная одаренность ценится	1	1
652	толковать о явлениях	1	1
653	реализации своего собственного	1	1
654	к чужому я	1	1
655	план дезактуализирует то	1	1
656	смена ведущей парадигмы	1	1
657	это ни парадоксально	1	1
658	адресата именно так	1	1
659	не так просто	1	1
660	как это может	1	1
661	художественную реальность не	1	1
662	достижениях когда они	1	1
663	используются в качестве	1	1
664	задания когда адресат	1	1
665	художественного произведения оставался	1	1
666	от ролевых отношений	1	1
667	шекспира или романистика	1	1
668	не только на	1	1
669	остаться самим собой	1	1
670	способность создать то	1	1
671	или иной строй	2	1
672	игра с читателем	2	1
673	гаспарова вся поэтика	1	1
674	работа с собственным	1	1
675	и без остатка	1	1
676	ему ощутить рассмотреть	1	1
677	исчерпали известные нам	1	1
678	рода изменениями всегда	1	1
679	самого искусства реализатором	1	1
680	отношением художественной культуры	1	1
681	существенного скачка в	1	1
682	историк реконструирует скрытые	1	1
683	парадигмы художественности состоит	1	1
684	и в пределах	1	1
685	доминирующим критерием художественности	1	1
686	русалок так я	1	1
687	но не в	1	1
688	сам же автор	1	1
689	чтобы не остаться	2	1
690	оттесняет на второй	1	1
691	постсимволиста становится аксиомой	1	1
692	было произведено не	1	1
693	просто как это	1	1
694	же время оказывается	1	1
695	второй план дезактуализирует	1	1
696	и того же	4	1
697	воображения такое произведение	1	1
698	на смену императиву	1	1
699	из существеннейших способов	1	1
700	утверждение классицизма в	1	1
701	однако романтического читателя	1	1
702	приобретаемого научением мастерства	1	1
703	от читателя также	1	1
704	пушкин очень точно	1	1
705	или романистика рабле	1	1
706	в первой главе	1	1
707	другого чужого я	1	1
708	чему нельзя научиться	2	1
709	классического реализма выдвигает	1	1
710	объект воображения или	1	1
711	уже исчерпали известные	1	1
712	уединенного сознания как	1	1
713	воспринимающее сознание в	1	1
714	распространяет и на	1	1
715	по сути дела	3	1
716	событие состоялось чтобы	1	1
717	в сотворение мира	1	1
718	мастерство но и	1	1
719	же и страдивариус	1	1
720	духовно присваивая текст	1	1
721	жизни на роль	1	1
722	его создателя исполнение	1	1
723	развитию биологического мира	1	1
724	неклассичности известной незавершенности	1	1
725	перейти влюбленности и	1	1
726	способ присутствия в	1	1
727	ни к какой	1	1
728	ценностей технических средств	1	1
729	в качестве моделей	1	1
730	примеров могут заменять	1	1
731	принципом присутствия я	1	1
732	тем самым наделяет	1	1
733	это не удручает	1	1
734	xix века при	1	1
735	они используются в	1	1
736	сама по себе	2	1
737	а не с	1	1
738	самого автора реализовать	1	1
739	художественную культуру антинормативного	1	1
740	вымышленному персонажу автор	1	1
741	постичь внутреннее я	1	1
742	жизни на основании	1	1
743	о его целях	1	1
744	строго говоря написан	1	1
745	поэма обретает жизнь	1	1
746	наделен не столько	1	1
747	искусства назначение последнего	1	1
748	эту энциклопедию всей	1	1
749	гения чья деятельность	1	1
750	воздействие на воспринимающее	1	1
751	не столько владение	1	1
752	почве которой выросла	1	1
753	различные периоды его	1	1
754	такого рода изменениями	1	1
755	в художественном тексте	1	1
756	может по-своему а	1	1
757	избывал свое одиночество	1	1
758	стороны эстетического выражаемой	1	1
759	как недостаточно художественные	1	1
760	присутствия личности в	1	1
761	она поддается эстетическому	1	1
762	означает для читателя	1	1
763	xix веке работа	1	1
764	рефлексии художественное сознание	1	1
765	рефлективного традиционализма в	1	1
766	впервые осознается неэлиминируемым	1	1
767	автор литературного произведения	1	1
768	и необратимый процесс	1	1
769	план не только	1	1
770	вкусу оригинальности в	1	1
771	обретать внутреннюю свободу	1	1
772	развитой способности усмотрения	1	1
773	веке работа с	1	1
774	испытав много перемен	1	1
775	исканий и проб	1	1
776	должно явиться самобытной	1	1
777	я из картины	1	1
778	к сверхличному содержанию	1	1
779	и трагическое есть	1	1
780	смену мастерству вкусу	1	1
781	очень точно назвал	1	1
782	какое-то утверждение о	1	1
783	воображение в искусстве	1	1
784	в присутствии эстетического	1	1
785	авторства на смену	1	1
786	заветная черта ее	1	1
787	не объект воображения	1	1
788	режиссерское место первочитателя	1	1
789	одного и того	4	1
790	деятельности смена таких	1	1
791	реализатором коммуникативного события	1	1
792	когда они используются	1	1
793	и лучше самого	1	1
794	стать самостоятельным внутренним	1	1
795	мышления и художественного	1	1
796	не более чем	1	1
797	чужого я в	1	1
798	техне на языке	1	1
799	гармонию и распространять	1	1
800	новой такой парадигмы	1	1
801	имея в виду	1	1
802	индивидуальной самобытностью аналогичен	1	1
803	автором художественного задания	1	1
804	известную цельность как	1	1
805	платона и аристотеля	1	1
806	повышенной чувствительностью эта	1	1
807	художественного сознания доминировавшего	1	1
808	соловьев полагал что	1	1
809	действующая модель человеческого	1	1
810	существования способа присутствия	1	1
811	собственным воображением не	1	1
812	утверждение о жизни	1	1
813	или примеров могут	1	1
814	представляет собой однонаправленный	1	1
815	действительности по преимуществу	1	1
816	может показаться исходя	1	1
817	материалом а затем	1	1
818	в произведении искусства	1	1
819	принципиальное различие между	1	1
820	внутреннее я героя	1	1
821	разрушения стереотипов художественного	1	1
822	сомнению взаимопонимания между	1	1
823	и позволяет толковать	1	1
824	воздействия на воспринимающее	1	1
825	внешних и внутренних	1	1
826	мастерству вкусу оригинальности	1	1
827	художественности по одним	1	1
828	в сопряжении с	1	1
829	качестве моделей или	1	1
830	отошли в тень	1	1
831	в своем восприятии	1	1
832	критерием художественности впервые	1	1
833	его ремесло состоит	1	1
834	а иной раз	1	1
835	организатор коммуникативного события	1	1
836	от романтизма является	1	1
837	явил собой художественную	1	1
838	возможности заметить в	1	1
839	впечатления карамзин средоточием	1	1
840	выстраивать художественную реальность	1	1
841	мыслится отныне деятельностью	1	1
842	слова не разложимое	1	1
843	эстетического выражаемой законом	1	1
844	могут приобретать любые	1	1
845	состоит в обработке	1	1
846	познанием но собственно	1	1
847	в жизни человека	1	1
848	искусство перестает отождествляться	1	1
849	зрения читать духовно	1	1
850	в нашем случае	2	1
851	же параметрам ведет	1	1
852	цель изображать красоту	1	1
853	окружающей его жизни	1	1
854	освоенного ранее гипертрофируя	1	1
855	семиотической природы искусства	1	1
856	своем стремительном развитии	1	1
857	о явлениях самой	1	1
858	образотворческом созидании яркая	1	1
859	ощутить рассмотреть расслышать	1	1
860	художественного задания когда	1	1
861	свой тайный жар	1	1
862	произведение искусства есть	1	1
863	правильность текста отождествляемая	1	1
864	преимуществу исторической современности	1	1
865	не поддается научному	1	1
866	по два сверхсхемных	1	1
867	целях задачах возможностях	1	1
868	факультативный признак искусства	1	1
869	эстетическое переживание воспринимающего	1	1
870	в евгении онегине	1	1
871	восприниматься как факультативный	1	1
872	самобытной интерпретацией общего	1	1
873	человеческие документы дневники	1	1
874	сознании каждой новой	1	1
875	художественной деятельности в	2	1
876	обоснованной общей теории	1	1
877	интерпретацией общего с	1	1
878	гипертрофируя вновь открытое	1	1
879	тексты своих народных	1	1
880	лишь для того	1	1
881	а только лишь	1	1
882	с познанием но	1	1
883	кажется что он	1	1
884	традиционализма в различные	1	1
885	энциклопедию всей духовной	1	1
886	с тем же	1	1
887	духовной жизни некоего	1	1
888	один единственный текст	1	1
889	существенное изменение статусов	1	1
890	отношении к чужому	1	1
891	раз в том	1	1
892	императивов художественного творчества	1	1
893	оказывается всего лишь	1	1
894	материал текста субъект	1	1
895	мыслится субъективной новой	1	1
896	отношением художественности становится	1	1
897	то есть в	1	1
898	сознания при котором	1	1
899	то чему нельзя	2	1
900	стороны субъекта художественной	1	1
901	скачок творческой рефлексии	1	1
902	любые в частности	1	1
903	художественной реальностью образам	1	1
904	друг друга субпарадигмами	1	1
905	лишь оттесняет на	1	1
906	есть рассказ о	1	1
907	параметрам ведет к	1	1
908	из искусства но	1	1
909	собой обретать внутреннюю	1	1
910	реальностью фикции фантазма	1	1
911	со стороны субъекта	1	1
912	быть наделен не	1	1
913	не остаться субъективным	1	1
914	сменявшими друг друга	1	1
915	образы другого сознания	1	1
916	не для себя	1	1
917	и тем же	1	1
918	всей духовной жизни	1	1
919	ценностных ориентиров художественного	1	1
920	предромантической романтической и	1	1
921	незавершенности открытости конструктивной	1	1
922	обретает статус дискурса	1	1
923	автора реализовать виртуальное	1	1
924	формой игровой реализации	1	1
925	при всем своем	1	1
926	откровение некоторой истины	1	1
927	есть жизненный аналог	1	1
928	реконструирующий скрытую внутреннюю	1	1
929	трагедии шекспира или	1	1
930	себе а в	1	1
931	как бы в	1	1
932	будет аккумулировано последующими	1	1
933	креативной творящей актуализации	1	1
934	не могли быть	1	1
935	котором строго говоря	1	1
936	автор занимает режиссерское	1	1
937	его в особый	1	1
938	в отдельных достижениях	1	1
939	в художественном восприятии	1	1
940	как человек со	1	1
941	себя в третьем	1	1
942	среди его русалок	1	1
943	первочитателя первозрителя первослушателя	1	1
944	на уникальном художественном	1	1
945	явиться самобытной интерпретацией	1	1
946	материал критерием художественности	1	1
947	таких парадигм подобно	1	1
948	текста оно мыслится	1	1
949	можно охарактеризовать как	1	1
950	ее адресат а	1	1
951	читателя это не	1	1
952	назначение последнего отныне	1	1
953	романтической субпарадигмы креативизма	1	1
954	этом образотворческом созидании	1	1
955	широте на отдельные	1	1
956	состоит как раз	1	1
957	является своего рода	1	1
958	незаместимое место в	1	1
959	от своего я	1	1
