N	2gram	Vygotskiy_	VerxiiNi
285	он в	1	2
286	общего с	3	2
287	сказать что	10	2
288	эти действия	1	2
289	с самых	1	2
290	которые в	5	2
291	тенденции к	1	2
292	и другой	4	2
293	них не	1	2
294	к которому	6	2
295	относится к	1	2
296	или иной	3	2
297	но если	2	2
298	в разных	1	2
299	оно является	3	2
300	что именно	3	2
301	на то	7	2
302	с его	3	2
303	и после	1	2
304	и все	5	2
305	для этого	3	2
306	и из	1	2
307	в самой	1	2
308	и особенно	4	2
309	пути к	3	2
310	тот же	10	2
311	той или	2	2
312	вплоть до	1	2
313	с того	1	2
314	в другое	2	2
315	мы видели	8	2
316	его можно	1	2
317	и сами	1	2
318	в той	2	1
319	как основной	1	1
320	представить себе	3	1
321	целому ряду	2	1
322	они являются	8	1
323	получает свое	1	1
324	мире и	1	1
325	то в	3	1
326	против этого	1	1
327	первую очередь	2	1
328	не так	1	1
329	к общему	2	1
330	связи и	4	1
331	в свое	2	1
332	не указывает	1	1
333	единственное что	2	1
334	случае мы	1	1
335	видели что	4	1
336	их чистом	1	1
337	или к	1	1
338	постольку поскольку	2	1
339	сам как	1	1
340	в состав	1	1
341	котором они	1	1
342	мы видим	13	1
343	могут рассматриваться	1	1
344	что с	8	1
345	случае в	2	1
346	эти элементы	1	1
347	в заблуждение	1	1
348	обо всем	1	1
349	собой и	2	1
350	и этот	1	1
351	которым он	2	1
352	та же	3	1
353	значение в	5	1
354	свою очередь	3	1
355	друг к	1	1
356	научного анализа	1	1
357	по форме	2	1
358	указывает на	3	1
359	со всем	1	1
360	они не	4	1
361	ли эти	1	1
362	может не	1	1
363	этой области	2	1
364	данном случае	1	1
365	что такое	1	1
366	дальнейшее развитие	1	1
367	известно что	2	1
368	эта особенность	1	1
369	как средство	1	1
370	должно быть	3	1
371	на три	1	1
372	того как	5	1
373	мы получили	4	1
374	его с	1	1
375	от нее	4	1
376	для себя	2	1
377	он выступает	1	1
378	смысле слова	5	1
379	стороны они	1	1
380	обе эти	5	1
381	это не	5	1
382	у другого	1	1
383	мы знаем	10	1
384	эти особенности	1	1
385	именно к	1	1
386	а тот	1	1
387	он становится	1	1
388	дело с	3	1
389	что два	1	1
390	идет о	2	1
391	сменяют друг	1	1
392	и менее	1	1
393	до самого	1	1
394	прийти к	1	1
395	нечто подобное	2	1
396	не для	1	1
397	которых он	2	1
398	то для	1	1
399	выступают в	1	1
400	представляют собой	1	1
401	различны и	1	1
402	все чаще	1	1
403	с внутренней	2	1
404	к установлению	2	1
405	которым они	1	1
406	с ним	4	1
407	особенности этого	1	1
408	который можно	2	1
409	кроме того	1	1
410	внутренней стороны	1	1
411	нашей точки	2	1
412	в сущности	3	1
413	в ее	1	1
414	вспомнить что	1	1
415	две основные	2	1
416	как раз	1	1
417	каждом шагу	4	1
418	что так	1	1
419	становятся все	1	1
420	но тем	2	1
421	такое же	2	1
422	одном и	3	1
423	которых каждый	2	1
424	чем у	1	1
425	которые по	1	1
426	этих слов	1	1
427	и через	1	1
428	то станет	1	1
429	согласно которой	1	1
430	другой с	1	1
431	с внешней	2	1
432	внешнее сходство	3	1
433	него в	1	1
434	с нашей	4	1
435	участвуют в	3	1
436	образом каждый	1	1
437	у нас	1	1
438	на которой	2	1
439	далее в	1	1
440	развития не	2	1
441	это и	1	1
442	ни в	12	1
443	и делает	1	1
444	же что	2	1
445	это слово	1	1
446	себе не	1	1
447	этим именем	5	1
448	этого момента	2	1
449	этом следует	1	1
450	деле если	1	1
451	другой стороны	5	1
452	есть самая	1	1
453	это есть	1	1
454	смысле этого	10	1
455	отношение которое	1	1
456	или через	1	1
457	не является	13	1
458	с их	3	1
459	по мере	1	1
460	сходство между	1	1
461	в каком-либо	1	1
462	по совершенно	2	1
463	основана на	2	1
464	совершенно иное	1	1
465	у него	3	1
466	в их	12	1
467	под этим	3	1
468	внешней стороны	2	1
469	в данном	1	1
470	лежит в	3	1
471	его в	8	1
472	совершенно ясно	3	1
473	это предположение	1	1
474	чем в	4	1
475	их не	1	1
476	в своих	3	1
477	сами по	4	1
478	т.д в	1	1
479	самом деле	4	1
480	от тех	2	1
481	черты в	1	1
482	а во-вторых	1	1
483	они относятся	2	1
484	что к	1	1
485	к чему	1	1
486	имеет для	1	1
487	как этот	1	1
488	всегда в	1	1
489	этом не	1	1
490	общего правила	1	1
491	всех его	1	1
492	по одному	3	1
493	указывает в	1	1
494	который как	1	1
495	не иметь	3	1
496	во внимание	2	1
497	заключается в	22	1
498	но эта	1	1
499	это мы	3	1
500	оно есть	1	1
501	которое в	1	1
502	одновременно с	2	1
503	и вниз	1	1
504	и предметы	1	1
505	возрасту или	1	1
506	мы и	4	1
507	в духовном	1	1
508	иначе как	2	1
509	тем что	12	1
510	тела и	1	1
511	прямо не	1	1
512	только впоследствии	1	1
513	не обнаруживает	4	1
514	и том	3	1
515	значения и	6	1
516	и своего	1	1
517	том или	1	1
518	в жизни	3	1
519	отношения к	1	1
520	и другим	2	1
521	разных народов	1	1
522	в корне	2	1
523	давно уже	1	1
524	в одних	2	1
525	что перед	4	1
526	находит себе	1	1
527	лишь на	2	1
528	как и	20	1
529	и вновь	1	1
530	от слова	2	1
531	с ними	3	1
532	многих других	3	1
533	очень давно	1	1
534	время как	5	1
535	довольно долго	1	1
536	есть тот	1	1
537	этот раз	2	1
538	остается не	1	1
539	их в	6	1
540	а именно	1	1
541	не есть	5	1
542	только то	1	1
543	в своей	9	1
544	мысли о	1	1
545	в слове	3	1
546	на эту	1	1
547	на этом	3	1
548	как в	14	1
549	соединяется с	1	1
550	никто не	1	1
551	что еще	2	1
552	так сказать	1	1
553	как с	4	1
554	на одном	2	1
555	от этого	6	1
556	или ином	1	1
557	является для	2	1
558	и могут	2	1
559	был сделан	1	1
560	в такой	3	1
561	связь со	1	1
562	один и	6	1
563	так называемая	4	1
564	однако это	1	1
565	после того	1	1
566	о которых	1	1
567	столь различные	1	1
568	том как	1	1
569	и следовательно	1	1
570	различие между	2	1
571	в себя	3	1
572	исследований в	1	1
573	вследствие этого	1	1
574	роль в	5	1
575	на его	5	1
576	при которых	1	1
577	всей своей	1	1
578	несомненно в	1	1
579	в чем	2	1
580	в каком	3	1
581	эта связь	1	1
582	не стоит	2	1
583	исторической эволюции	1	1
584	двумя моментами	1	1
585	сейчас же	1	1
586	как только	1	1
587	представляется в	2	1
588	могло бы	4	1
589	о способности	1	1
590	как результат	1	1
591	тем более	2	1
592	слов которые	2	1
593	что они	23	1
594	бы в	5	1
595	а вместе	1	1
596	с первого	3	1
597	однако не	3	1
598	образа или	1	1
599	отношении их	1	1
600	с этим	6	1
601	все они	2	1
602	но этим	1	1
603	этого они	1	1
604	и того	5	1
605	и отсюда	1	1
606	даже там	1	1
607	не имеющие	2	1
608	с процессом	1	1
609	еще и	2	1
610	могли бы	16	1
611	не встречает	2	1
612	с психологической	2	1
613	функционально связанный	1	1
614	ни на	3	1
615	виде мы	1	1
616	совершенно не	1	1
617	как показывает	4	1
618	задачи мы	2	1
619	все более	2	1
620	верить но	1	1
621	там где	4	1
622	в первую	2	1
623	бы и	2	1
624	эти тенденции	1	1
625	на этой	7	1
626	находит свое	2	1
627	не существует	1	1
628	и других	4	1
629	другом не	1	1
630	и более	4	1
631	для создания	1	1
632	знаем о	4	1
633	не могли	3	1
634	да и	1	1
635	бы с	3	1
636	которые могли	1	1
637	представляют себе	1	1
638	отличие от	8	1
639	между собой	15	1
640	жизни он	1	1
641	на задний	1	1
642	не означает	2	1
643	видим что	2	1
644	эти последние	2	1
645	в очень	1	1
646	выше что	3	1
647	было в	1	1
648	единое целое	1	1
649	основанная на	1	1
650	с каким-нибудь	1	1
651	рассматриваться как	4	1
652	мы уже	8	1
653	это как	1	1
654	чистом виде	1	1
655	вообще невозможно	1	1
656	эта психическая	1	1
657	поскольку они	1	1
658	что фактически	1	1
659	совпадает с	7	1
660	другими словами	3	1
661	от этих	2	1
662	эти слова	1	1
663	эти два	1	1
664	чтобы он	1	1
665	входит в	7	1
666	но даже	1	1
667	ничто не	1	1
668	никакой новой	1	1
669	т.е с	2	1
670	при рассмотрении	1	1
671	мы не	14	1
672	совсем не	1	1
673	не по	2	1
674	и важных	1	1
675	являются не	1	1
676	явления и	1	1
677	не отличаются	1	1
678	с этого	1	1
679	в ней	3	1
680	по данным	1	1
681	но это	7	1
682	этих трех	1	1
683	большем количестве	1	1
684	взаимное понимание	4	1
685	этих связей	1	1
686	дело не	1	1
687	характерны для	1	1
688	в этот	1	1
689	от прежних	1	1
690	первого взгляда	2	1
691	позволяет нам	1	1
692	с помощью	64	1
693	что дало	1	1
694	недоступной для	1	1
695	своему значению	2	1
696	и лишь	1	1
697	всей этой	1	1
698	и образуют	1	1
699	и весь	1	1
700	а по	3	1
701	целым рядом	3	1
702	что уже	3	1
703	только на	2	1
704	но они	4	1
705	и их	4	1
706	в которую	1	1
707	речь идет	4	1
708	не были	1	1
709	не приходится	1	1
710	все те	1	1
711	к одному	10	1
712	как она	4	1
713	от способа	1	1
714	черт в	1	1
715	формой и	1	1
716	к области	2	1
717	связь между	7	1
718	совершенно так	2	1
719	имеет никакого	1	1
720	факт что	7	1
721	по отношению	4	1
722	слова с	2	1
723	и ночи	1	1
724	не следует	1	1
725	состояния и	1	1
726	и до	1	1
727	более и	1	1
728	отдельные представители	1	1
729	случае с	1	1
730	уже говорили	6	1
731	тот факт	7	1
732	этот вопрос	5	1
733	того типа	2	1
734	на каждом	4	1
735	между отдельными	6	1
736	при помощи	3	1
737	для обеих	1	1
738	объединены друг	1	1
739	из общего	1	1
740	в известных	1	1
741	и всякая	1	1
742	ином виде	1	1
743	стоят и	1	1
744	не представляет	4	1
745	по окончании	1	1
746	когда мы	2	1
747	ли этот	1	1
748	она была	1	1
749	не совпадает	1	1
750	указания на	1	1
751	в глаза	2	1
752	всего этого	1	1
753	как известно	7	1
754	и остается	1	1
755	на это	1	1
756	в нашей	4	1
757	всякого кто	1	1
758	и путь	1	1
759	было бы	15	1
760	ибо он	1	1
761	некоторое время	2	1
762	задний план	1	1
763	чем с	1	1
764	в традиционном	1	1
765	на более	3	1
766	что здесь	2	1
767	вступают в	2	1
768	является переходным	1	1
769	в отличие	8	1
770	в одну	1	1
771	без всякого	1	1
772	заметить что	1	1
773	на путь	1	1
774	которой можно	2	1
775	к двум	1	1
776	свойства этого	1	1
777	одного из	3	1
778	находящийся на	2	1
779	впервые в	1	1
780	с развитием	5	1
781	вернуться к	1	1
782	однако в	2	1
783	в сфере	3	1
784	оно имеет	1	1
785	чтобы они	2	1
786	тем же	8	1
787	этих последних	2	1
788	по себе	11	1
789	и превращается	1	1
790	могут быть	9	1
791	привели к	1	1
792	не можем	4	1
793	человека и	6	1
794	формы в	3	1
795	их с	3	1
796	которое мы	2	1
797	в нашем	2	1
798	с этими	1	1
799	и раньше	1	1
800	это отличие	1	1
801	именно то	1	1
802	что самый	1	1
803	не знаем	2	1
804	место в	3	1
805	них как	1	1
806	попадают в	1	1
807	во всей	3	1
808	том же	3	1
809	нам все	1	1
810	связи со	2	1
811	причем в	1	1
812	же в	3	1
813	что она	7	1
814	он может	1	1
815	такой же	4	1
816	который сделал	1	1
817	языка с	1	1
818	бы быть	2	1
819	в уме	1	1
820	происходит в	1	1
821	своей основной	1	1
822	повседневной жизни	1	1
823	не находил	1	1
824	этого слова	13	1
825	соединения двух	1	1
826	этот второй	1	1
827	стороны с	1	1
828	ибо в	1	1
829	и его	5	1
830	на двух	1	1
831	его к	6	1
832	известной степени	1	1
833	к новой	1	1
834	а как	2	1
835	черный цвет	1	1
836	а следовательно	1	1
837	даже в	5	1
838	чистый вид	1	1
839	на внутреннем	1	1
840	нет никаких	6	1
841	к этим	2	1
842	друг друга	7	1
843	общих чертах	1	1
844	и стать	1	1
845	видели выше	1	1
846	с ее	5	1
847	всех этих	2	1
848	есть ли	1	1
849	к ее	1	1
850	таким же	4	1
851	не представляется	1	1
852	и тот	6	1
853	других языках	1	1
854	ними в	1	1
855	но для	2	1
856	и совершенно	2	1
857	в связь	3	1
858	понятия и	8	1
859	не надо	1	1
860	так называемом	1	1
861	сделать это	1	1
862	и ее	1	1
863	здесь не	2	1
864	одного и	5	1
865	думать что	1	1
866	жизни с	1	1
867	есть не	1	1
868	лишь по	1	1
869	похоже на	1	1
870	совершается в	1	1
871	то время	5	1
872	и самый	1	1
873	и во	4	1
874	той же	8	1
