N	2gram	Bakhtin_Fr	SlovoVZh
114	но это	3	2
115	не так	1	2
116	и потому	6	2
117	действия и	1	2
118	и другие	3	2
119	и то	3	2
120	выражение в	3	2
121	нечто само	1	2
122	опираясь на	1	2
123	мы можем	1	2
124	влияние на	5	2
125	и самое	1	2
126	в данном	3	2
127	произведение и	1	2
128	в то	14	2
129	еще раз	1	2
130	в словесном	1	2
131	слово это	2	2
132	сливается с	2	2
133	данном случае	1	2
134	в момент	1	2
135	со всех	3	2
136	нас и	1	2
137	в основном	2	2
138	с одной	3	2
139	совпадает с	1	2
140	уже в	9	2
141	там где	1	2
142	в его	18	2
143	с этой	4	2
144	она не	1	2
145	это не	7	2
146	одной стороны	3	2
147	автора и	1	2
148	дело с	1	2
149	с точки	4	2
150	мы имеем	2	2
151	словом и	1	2
152	эти и	1	2
153	весны и	1	2
154	с чисто	1	2
155	на него	2	2
156	кроме того	6	2
157	в себя	3	2
158	от всех	3	2
159	в формах	3	2
160	и слово	1	2
161	как это	2	2
162	те же	3	2
163	но все	5	2
164	от этой	2	2
165	мы в	2	2
166	если же	1	2
167	одно и	2	2
168	и та	1	2
169	из него	1	2
170	и что	5	2
171	что и	6	2
172	в отношении	6	2
173	в форме	6	2
174	же самое	1	2
175	и значение	1	2
176	конечно в	2	2
177	другой стороны	2	2
178	и вполне	1	2
179	и те	5	2
180	в этих	6	2
181	тому же	1	2
182	связь с	2	2
183	оно не	2	2
184	а к	1	2
185	но этот	4	2
186	на это	1	2
187	имеем в	2	2
188	для других	1	2
189	к ним	1	2
190	и здесь	5	2
191	но конечно	2	2
192	как на	1	2
193	эти моменты	2	2
194	что форма	1	2
195	и все	19	2
196	но не	1	2
197	общего с	1	2
198	форму и	2	2
199	речи в	2	2
200	его как	3	2
201	не есть	2	2
202	и оценки	1	2
203	значения и	1	2
204	из общей	1	2
205	до конца	5	2
206	не остается	1	2
207	стороны и	1	2
208	в своем	13	2
209	в корне	1	2
210	вместе с	9	2
211	между ними	2	2
212	место в	4	2
213	к его	2	2
214	может стать	2	2
215	настоящее время	1	2
216	такой же	3	2
217	бы оно	2	2
218	и так	2	2
219	до известной	1	2
220	подобные им	1	2
221	с его	5	2
222	себя и	1	2
223	на все	2	2
224	его к	3	2
225	является для	1	2
226	известной степени	1	2
227	к этому	5	2
228	бы не	1	2
229	подчеркнуть что	4	2
230	между собой	2	2
231	он не	4	2
232	в условиях	1	2
233	что слово	1	2
234	в чем	3	2
235	в настоящее	1	2
236	им не	1	2
237	как только	1	2
238	едва ли	1	2
239	ничего не	4	2
240	жизнью и	2	2
241	более того	3	2
242	выражение и	1	2
243	все в	1	1
244	можно наблюдать	2	1
245	все стороны	1	1
246	уже сказали	2	1
247	на которую	1	1
248	художественного восприятия	1	1
249	плоть и	1	1
250	жизнь и	3	1
251	себе в	3	1
252	одним и	1	1
253	же деле	1	1
254	события и	1	1
255	во всяком	2	1
256	от него	3	1
257	наблюдать в	1	1
258	в стиле	1	1
259	это и	1	1
260	литературы в	1	1
261	что они	2	1
262	видели в	3	1
263	его и	1	1
264	и оба	2	1
265	тела большинство	1	1
266	то он	2	1
267	видения и	1	1
268	во всех	13	1
269	вошли в	1	1
270	нами выше	2	1
271	которого и	1	1
272	значение их	1	1
273	восприятия и	1	1
274	не является	1	1
275	а с	1	1
276	человеческого тела	11	1
277	др все	1	1
278	того в	1	1
279	и он	4	1
280	к другу	1	1
281	сущности как	1	1
282	моменты и	1	1
283	та же	7	1
284	приведенном нами	2	1
285	с самого	2	1
286	дано в	2	1
287	образом мы	1	1
288	грубые линии	1	1
289	друг к	1	1
290	выходит за	1	1
291	основе своей	1	1
292	все элементы	2	1
293	на эти	1	1
294	отражение в	1	1
295	на этом	6	1
296	является и	4	1
297	является таким	1	1
298	она должна	1	1
299	них в	1	1
300	которой он	2	1
301	от целого	1	1
302	само собой	1	1
303	и героев	1	1
304	то есть	36	1
305	нельзя было	1	1
306	и сейчас	1	1
307	в лучшем	1	1
308	должно быть	4	1
309	мы уже	25	1
310	к целому	1	1
311	ли он	1	1
312	нас не	5	1
313	значение и	1	1
314	указанных нами	1	1
315	мы увидим	4	1
316	даже и	1	1
317	и того	1	1
318	и вот	3	1
319	все остальные	1	1
320	предметами и	1	1
321	вполне понятно	2	1
322	каким бы	1	1
323	конечно ни	2	1
324	героя в	2	1
325	того слово	1	1
326	в свою	3	1
327	в значительной	5	1
328	только и	2	1
329	что уже	1	1
330	творчества находит	1	1
331	часть его	1	1
332	того чтобы	2	1
333	не должен	1	1
334	он как	2	1
335	в основе	3	1
336	и их	5	1
337	еще более	4	1
338	не должно	3	1
339	и кровь	2	1
340	и иных	1	1
341	ту же	3	1
342	в другом	4	1
343	несмотря на	3	1
344	но эти	2	1
345	на что	1	1
346	почти полностью	1	1
347	и должна	1	1
348	признать что	1	1
349	части и	1	1
350	степени не	1	1
351	высшую степень	1	1
352	во многих	2	1
353	для всего	1	1
354	что это	9	1
355	хотя и	5	1
356	собой разумеющееся	1	1
357	и тогда	1	1
358	только его	2	1
359	пространстве и	3	1
360	этом отношении	3	1
361	это уже	3	1
362	в новой	7	1
363	явления в	1	1
364	о чем	2	1
365	в ее	6	1
366	и тем	3	1
367	и т.п	21	1
368	в руках	4	1
369	сам по	2	1
370	образом прежде	1	1
371	можно определить	1	1
372	проникает в	3	1
373	все основные	3	1
374	в частности	2	1
375	говорит о	2	1
376	для нее	1	1
377	здесь на	3	1
378	участника всех	1	1
379	и больше	1	1
380	не как	2	1
381	аналогии с	1	1
382	остаться в	1	1
383	литературе и	2	1
384	только отдельные	1	1
385	другой только	1	1
386	увидим что	1	1
387	длинный ряд	4	1
388	здесь широко	1	1
389	и вся	3	1
390	в качестве	11	1
391	и некоторые	1	1
392	произведения но	1	1
393	потому не	1	1
394	всех других	2	1
395	целого они	1	1
396	то мы	1	1
397	социальной иерархии	1	1
398	самом же	1	1
399	не обходится	1	1
400	в одном	5	1
401	в области	3	1
402	одно из	2	1
403	у нас	4	1
404	на которой	3	1
405	я знаю	1	1
406	с жизнью	1	1
407	можно было	4	1
408	в приведенном	3	1
409	вещами и	2	1
410	для их	1	1
411	и делает	1	1
412	кто не	1	1
413	в результате	7	1
414	и это	6	1
415	здесь конечно	1	1
416	основные грубые	1	1
417	как нечто	2	1
418	для них	1	1
419	и создает	1	1
420	значительной степени	3	1
421	этом смысле	1	1
422	с ней	1	1
423	участие в	1	1
424	во времени	2	1
425	том и	2	1
426	природу и	1	1
427	далеко не	2	1
428	и которые	1	1
429	уже и	1	1
430	не вполне	1	1
431	различных моментов	1	1
432	у него	13	1
433	не на	5	1
434	в истории	3	1
435	не могут	3	1
436	по мнению	1	1
437	же время	12	1
438	не существует	1	1
439	при помощи	1	1
440	в виде	2	1
441	свое значение	1	1
442	из одного	4	1
443	к которой	1	1
444	уверенность в	1	1
445	там же	1	1
446	входят в	3	1
447	отметить что	2	1
448	элементы ее	1	1
449	у нее	1	1
450	самого начала	1	1
451	еще один	2	1
452	в большинстве	9	1
453	свою очередь	3	1
454	указывали что	2	1
455	всей его	1	1
456	интересное явление	1	1
457	мы здесь	3	1
458	и явлениями	2	1
459	жизни он	1	1
460	это один	1	1
461	не было	4	1
462	связи с	5	1
463	не совпадает	1	1
464	им в	2	1
465	каждая вещь	1	1
466	связанных с	5	1
467	более или	3	1
468	к кому-то	1	1
469	или наконец	1	1
470	их но	1	1
471	между людьми	2	1
472	все то	3	1
473	что является	1	1
474	с ее	3	1
475	время как	1	1
476	зрения вполне	1	1
477	того кто	1	1
478	было бы	5	1
479	не знает	4	1
480	образом не	1	1
481	оно ни	3	1
482	к тому	2	1
483	связанные со	1	1
484	нем и	1	1
485	и различные	2	1
486	самому существу	1	1
487	сидят в	1	1
488	с таким	2	1
489	в организации	2	1
490	ведь это	3	1
491	ним в	1	1
492	так называемый	3	1
493	найдем в	2	1
494	силами с	1	1
495	его для	1	1
496	все моменты	1	1
497	как мы	19	1
498	второму лицу	1	1
499	это мы	1	1
500	с такою	2	1
501	миром и	1	1
502	по аналогии	1	1
503	являются лишь	1	1
504	может определять	1	1
505	подчеркнем еще	2	1
506	и о	2	1
507	намека на	1	1
508	о самом	1	1
509	в высшую	1	1
510	менее всего	1	1
511	как его	2	1
512	что для	1	1
513	где они	1	1
514	обращенная к	1	1
515	нужно подчеркнуть	4	1
516	если мы	2	1
517	или о	1	1
518	тем же	1	1
519	от всего	1	1
520	и эта	4	1
521	найти в	1	1
522	наряду с	1	1
523	но есть	3	1
524	и во	4	1
525	именно в	4	1
526	и таким	1	1
527	все явления	2	1
528	же для	1	1
529	то время	1	1
530	но эта	2	1
531	она находит	1	1
532	и конкретного	1	1
533	такою же	3	1
534	в таком	1	1
535	обратимся к	1	1
536	ими от	1	1
537	всех сторон	2	1
538	следующим образом	1	1
539	на ступенях	1	1
540	например в	8	1
541	что я	1	1
542	тот же	3	1
543	и непосредственное	1	1
544	относятся к	1	1
545	к которому	2	1
546	степень близости	1	1
547	характер и	2	1
548	и без	1	1
549	нигде не	2	1
550	это та	1	1
551	что все	3	1
552	как о	5	1
553	и вещами	1	1
554	эти три	1	1
555	том же	1	1
556	самом себе	1	1
557	и она	1	1
558	тела мы	2	1
559	своего героя	4	1
560	есть в	9	1
561	или даже	2	1
562	а уж	1	1
563	места в	2	1
564	всем тем	1	1
565	в переводе	1	1
566	рядом с	9	1
567	из его	1	1
568	момент в	4	1
569	и прежде	2	1
570	в слове	1	1
571	яркое выражение	2	1
572	слова из	1	1
573	героя является	1	1
574	как будто	1	1
575	весь этот	2	1
576	что именно	2	1
577	есть только	3	1
578	это прежде	3	1
579	они как	3	1
580	но если	1	1
581	они не	2	1
582	является просто	1	1
583	в словах	2	1
584	них и	2	1
585	зрения не	1	1
586	существенная общность	1	1
587	чем мы	1	1
588	определить как	1	1
589	явлениями и	2	1
590	и героем	1	1
591	и жеста	1	1
592	так называемая	1	1
593	момента во-первых	1	1
594	по своей	1	1
595	по самому	1	1
596	в двух	1	1
597	художественное восприятие	1	1
598	может и	2	1
599	важное значение	1	1
600	здесь же	2	1
601	любовной лирики	1	1
602	в эти	2	1
603	и сливается	1	1
604	но уже	3	1
605	для этой	3	1
606	и относительно	1	1
607	природой и	1	1
608	для этого	2	1
609	и искусство	1	1
610	себе и	2	1
611	и обратно	3	1
612	находится и	1	1
613	не всегда	1	1
614	в плоть	1	1
615	слов и	6	1
616	чтобы не	1	1
617	мы еще	3	1
618	из этой	1	1
619	но особенно	2	1
620	притом с	1	1
621	в одной	5	1
622	в целом	1	1
623	ничего общего	1	1
624	в лице	2	1
625	себя в	3	1
626	для правильного	1	1
627	и из	2	1
628	и становится	1	1
629	или менее	3	1
630	в колыбели	1	1
631	имеет дело	2	1
632	вовсе не	11	1
633	сливаются в	2	1
634	больше того	1	1
635	другого и	1	1
636	думать что	1	1
637	и умирает	1	1
638	на эту	1	1
639	тем более	1	1
640	его первое	1	1
641	употребляются в	1	1
642	мы видели	7	1
643	перед нами	5	1
644	и рождается	1	1
645	и самый	2	1
646	и другого	1	1
647	он то	1	1
648	же мы	2	1
649	вне ее	1	1
650	всяком случае	1	1
651	лицо и	1	1
652	которые в	2	1
653	только для	1	1
654	на них	3	1
655	тенденция к	2	1
