N	2gram	Tiupa_Anal	Narrotol
205	на то	1	6
206	вплоть до	5	6
207	человеческой жизни	2	5
208	особое место	1	5
209	и конца	1	5
210	дело с	3	5
211	не столько	4	5
212	в своих	3	5
213	и даже	12	5
214	и сам	8	5
215	именно в	4	5
216	а именно	1	5
217	мира и	2	5
218	и того	4	5
219	свою очередь	7	5
220	другая жизнь	1	5
221	в другом	3	5
222	для того	1	5
223	не всегда	4	5
224	о них	1	5
225	может служить	2	5
226	в одном	4	5
227	он сам	2	5
228	себя в	6	5
229	из них	4	5
230	художественного письма	1	5
231	от его	2	5
232	начала и	1	5
233	бы и	2	5
234	картине мира	2	5
235	не было	3	5
236	я не	3	5
237	так сказать	2	5
238	между собой	1	5
239	а для	3	5
240	в русской	9	5
241	по поводу	5	5
242	следует признать	3	5
243	и от	3	5
244	с ее	3	5
245	и здесь	4	5
246	что это	1	5
247	подобно тому	4	5
248	если не	1	5
249	их в	1	5
250	и у	1	5
251	с ними	2	5
252	да и	3	5
253	о котором	2	5
254	вследствие этого	1	5
255	было бы	6	5
256	для нее	1	5
257	за пределами	2	5
258	и то	2	5
259	мы не	4	5
260	на самом	1	5
261	читателя в	3	5
262	являет собой	3	5
263	в равной	2	5
264	тем более	3	5
265	тому как	3	5
266	высказывания в	1	5
267	в начале	10	5
268	в пределах	5	5
269	не случайно	13	5
270	и о	1	5
271	говорилось выше	2	5
272	этом и	1	5
273	место в	4	5
274	как будто	1	5
275	себе самому	2	5
276	или напротив	1	5
277	еще раз	1	4
278	и мира	1	4
279	субъекта самоопределения	1	4
280	даже в	6	4
281	строго говоря	1	4
282	персонажа и	1	4
283	в виду	1	4
284	по себе	6	4
285	в них	4	4
286	жизненной позиции	2	4
287	в первом	2	4
288	и с	1	4
289	все его	2	4
290	ведет к	2	4
291	конечном счете	5	4
292	роль в	5	4
293	следует подчеркнуть	2	4
294	которой он	1	4
295	сводятся к	1	4
296	хотя бы	1	4
297	только на	1	4
298	но они	2	4
299	в эпизоде	7	4
300	обратим внимание	2	4
301	который в	4	4
302	к этому	3	4
303	классического реализма	2	4
304	читательского ожидания	1	4
305	войны и	1	4
306	картину мира	1	4
307	начало и	1	4
308	что они	3	4
309	несмотря на	2	4
310	то у	2	4
311	к жизни	5	4
312	не о	2	4
313	не говорит	1	4
314	в себя	6	4
315	пребывания в	1	4
316	в ответ	2	4
317	не будет	3	4
318	но зато	2	4
319	по своей	5	4
320	равной степени	2	4
321	и адресата	3	4
322	и по	3	4
323	и ее	3	4
324	поскольку не	1	4
325	жизни героя	1	4
326	жизни а	1	4
327	для себя	2	4
328	собственно и	1	4
329	это уже	1	4
330	о которой	2	4
331	нового времени	4	4
332	не на	1	4
333	со всеми	2	4
334	оно не	2	4
335	о своей	2	4
336	вместе с	3	4
337	не имеет	1	4
338	во сне	3	4
339	в аспекте	1	4
340	в москве	1	4
341	в прозе	1	4
342	истории не	2	4
343	в основе	2	4
344	могла бы	3	4
345	в итоге	4	4
346	не могло	1	4
347	в поле	1	4
348	мог бы	3	4
349	начиная с	1	4
350	всяком случае	6	4
351	в ходе	3	4
352	текста в	8	4
353	ему в	1	4
354	зависит от	1	4
355	во всяком	6	4
356	для нас	1	4
357	раз в	1	4
358	а на	2	4
359	и как	5	4
360	или даже	1	4
361	так в	4	4
362	ли не	5	4
363	по своему	3	4
364	это было	2	4
365	не все	1	4
366	от первого	2	4
367	человека в	3	4
368	она не	3	4
369	мы узнаем	1	4
370	что касается	5	4
371	не с	3	4
372	по сути	2	4
373	к ней	1	4
374	как мы	4	4
375	что на	3	4
376	что было	1	3
377	и составляет	1	3
378	с этой	1	3
379	говорит о	3	3
380	в культуре	2	3
381	не бывает	1	3
382	в этих	2	3
383	о своем	4	3
384	в нарративном	2	3
385	не оказывается	2	3
386	каждый из	2	3
387	обращает на	1	3
388	и дело	1	3
389	для автора	1	3
390	в противовес	2	3
391	восходит к	4	3
392	входит в	4	3
393	не должен	2	3
394	и иных	1	3
395	времени в	3	3
396	говорить о	6	3
397	точно так	1	3
398	не обязательно	1	3
399	так же	1	3
400	ни одного	1	3
401	к ним	1	3
402	жизни как	4	3
403	ключ к	4	3
404	еще одна	1	3
405	в зависимости	1	3
406	что она	3	3
407	к ее	2	3
408	в чужой	1	3
409	только не	3	3
410	ее и	1	3
411	по природе	3	3
412	внутреннего зрения	4	3
413	но еще	1	3
414	с точки	2	3
415	подчеркнуть что	1	3
416	в ситуации	1	3
417	собой своего	1	3
418	и сама	1	3
419	одно из	3	3
420	в следующем	2	3
421	связи с	1	3
422	но он	1	3
423	которая состоит	1	3
424	не знает	2	3
425	в которой	1	3
426	к чему	2	3
427	что не	3	3
428	из уст	2	3
429	характер и	1	3
430	в связи	1	3
431	между ними	3	3
432	же как	1	3
433	от нормы	1	3
434	вольфа шмида	1	3
435	рассказа не	1	3
436	сих пор	1	3
437	должен был	2	3
438	могли бы	2	3
439	о себе	4	3
440	но как	4	3
441	а с	2	3
442	человеческого бытия	1	3
443	природе своей	4	3
444	его внутренней	1	3
445	себя внимание	1	3
446	за ними	1	3
447	и что	2	3
448	можно было	2	3
449	как уже	4	3
450	перед лицом	4	3
451	коммуникативном событии	1	3
452	как известно	3	3
453	первом случае	1	3
454	о его	3	3
455	в первой	10	3
456	бы быть	2	3
457	здесь мы	1	3
458	в точке	2	3
459	или иного	5	3
460	во время	2	3
461	чем и	1	3
462	в пространстве	1	3
463	при такой	1	3
464	до сих	1	3
465	я уже	2	3
466	по определению	1	3
467	свою жизнь	4	3
468	по слову	1	3
469	различного рода	1	3
470	первых двух	2	3
471	самим собой	3	3
472	с таким	5	3
473	себя с	1	3
474	в романе	3	3
475	обращается к	1	3
476	рассказчика и	1	3
477	сути дела	1	3
478	второй главы	1	3
479	и т	1	3
480	приводит к	5	3
481	бы не	1	3
482	зависимости от	1	3
483	в следующей	1	3
484	всей своей	1	3
485	своей жизни	2	3
486	глядела на	1	3
487	еще и	4	3
488	что мы	2	3
489	как на	1	3
490	в роли	1	3
491	и тогда	1	3
492	ни для	2	3
493	речь идет	3	3
494	было и	1	3
495	а лишь	2	3
496	жизни на	1	3
497	тем же	1	3
498	той же	7	3
499	одной из	6	3
500	следует вести	2	3
501	на этот	1	3
502	но это	3	3
503	текста как	2	3
504	жизни не	1	3
505	собственно говоря	1	3
506	жизни но	4	3
507	как к	2	3
508	произведения как	4	3
509	и вот	2	3
510	он и	4	3
511	о герое	1	3
512	чем он	1	3
513	а о	2	3
514	дело в	3	3
515	золотого сечения	1	3
516	все эти	2	3
517	на фоне	4	3
518	со своей	8	3
519	по его	4	3
520	особенно в	1	3
521	и потому	3	3
522	того или	6	3
523	только к	2	3
524	его не	3	3
525	дело не	3	3
526	во второй	8	3
527	не следует	5	3
528	идет о	2	3
529	лишь в	9	3
530	и самого	7	3
531	и только	1	3
532	очевидным образом	4	3
533	и слушающих	1	3
534	событие это	1	3
535	адресата не	1	3
536	является в	1	2
537	случае в	1	2
538	мы и	1	2
539	в момент	3	2
540	русской литературе	6	2
541	которая в	2	2
542	еще более	1	2
543	но о	1	2
544	на второй	1	2
545	следует иметь	1	2
546	по выражению	1	2
547	какой бы	1	2
548	те же	3	2
549	принадлежности к	1	2
550	в году	5	2
551	нас в	1	2
552	с той	3	2
553	с появлением	2	2
554	другой стороны	7	2
555	как если	1	2
556	быть может	1	2
557	из многочисленных	2	2
558	но перед	1	2
559	мыслится как	2	2
560	произведений чехова	1	2
561	жизнь в	2	2
562	мысль о	3	2
563	зато в	1	2
564	целый ряд	1	2
565	перекликается с	1	2
566	тем что	3	2
567	от всего	2	2
568	дело здесь	4	2
569	такого высказывания	1	2
570	принадлежат к	1	2
571	и делает	1	2
572	мира это	1	2
573	чем иным	1	2
574	одновременно и	1	2
575	внимание к	1	2
576	тем или	2	2
577	другое дело	2	2
578	в это	1	2
579	мир и	1	2
580	воспринимающего сознания	3	2
581	казалось бы	4	2
582	было не	1	2
583	центрального героя	2	2
584	в действительности	2	2
585	один и	2	2
586	раз и	1	2
587	своей природе	1	2
588	от лица	1	2
589	хранения и	1	2
590	события как	1	2
591	из жизни	1	2
592	начале рассказа	1	2
593	в этот	1	2
594	с помощью	1	2
595	а между	1	2
596	превращается в	3	2
597	принадлежит не	1	2
598	и еще	1	2
599	его собственной	1	2
600	с другим	1	2
601	дистанция между	3	2
602	с такою	1	2
603	в контексте	3	2
604	вовсе не	2	2
605	места для	1	2
606	быть в	1	2
607	к которому	2	2
608	нести в	1	2
609	слово не	1	2
610	мир произведения	1	2
611	толстого или	1	2
612	иным как	1	2
613	тем это	1	2
614	тут же	1	2
615	в системе	1	2
616	бы в	1	2
617	того же	7	2
618	они могут	1	2
619	чем это	1	2
620	и служит	1	2
621	тайны в	1	2
622	к адресату	1	2
623	художественного высказывания	3	2
624	намек на	1	2
625	или иным	2	2
626	себе самом	2	2
627	собой некий	1	2
628	принадлежит к	4	2
629	нами не	1	2
630	к их	1	2
631	что иное	1	2
632	к одному	2	2
633	героев в	1	2
634	маркированном положении	1	2
635	х гг	1	2
636	должно быть	1	2
637	моя жизнь	1	2
638	в произведении	3	2
639	время в	2	2
640	о событии	1	2
641	я как	1	2
642	по мнению	1	2
643	он идет	1	2
644	единого художественного	1	2
645	первого эпизода	1	2
646	иного рода	1	2
647	самобытного я	1	2
648	а за	1	2
649	героя с	1	2
650	своего и	1	2
651	будто бы	1	2
652	одним из	1	2
653	о смерти	4	2
654	высказывания как	2	2
655	очевидно что	2	2
656	как говорит	4	2
657	роль принадлежит	2	2
658	не есть	6	2
659	идет по	1	2
660	и всякий	1	2
661	например как	2	2
662	обращено к	1	2
663	личной тайной	1	2
664	во всех	4	2
665	как было	1	2
666	войне и	3	2
667	повествователя в	2	2
668	мы можем	2	2
669	лица и	1	2
670	которых в	1	2
671	говорил о	1	2
672	этой своей	1	2
673	кто видит	1	2
674	личностное я	1	2
675	теперь уже	1	2
676	реальной действительности	1	2
677	личного бытия	1	2
678	по этой	1	2
679	человека как	1	2
680	так что	2	2
681	этой причине	1	2
682	оно и	1	2
683	если же	1	2
684	хотя в	2	2
685	и является	3	2
686	жанровой природы	1	2
687	текста на	2	2
688	для читателя	3	2
689	в нее	1	2
690	того кто	1	2
691	выше уже	1	2
692	одного сознания	1	2
693	позицию адресата	1	2
694	его как	3	2
695	могут быть	4	2
696	и есть	1	2
697	мы будем	1	2
698	с которым	1	2
699	в общем	4	2
700	своего героя	2	2
701	значимость и	2	2
702	уходом из	1	2
703	в мировой	2	2
704	для притчи	2	2
705	в сюжете	1	2
706	с языком	1	2
707	одного и	4	2
708	по причине	1	2
709	любви и	2	2
710	в особенности	4	2
711	эта фраза	1	2
712	один голос	1	2
713	но одновременно	1	2
714	а потому	1	2
715	та же	1	2
716	кто говорит	3	2
717	они и	1	2
718	если в	3	2
719	живет в	1	2
720	и прочих	1	2
721	своих героев	1	2
722	значении этого	1	2
723	другого человека	1	2
724	это весьма	1	2
725	хх века	1	2
726	одному из	1	2
727	в сущности	5	2
728	давно уже	1	2
729	из которых	2	2
730	это позиция	1	2
731	это их	1	2
732	к читателю	1	2
733	следует искать	1	2
734	себе не	1	2
735	он лишь	1	2
736	ориентировано на	1	2
737	и одновременно	6	2
738	приобретает в	1	2
739	от своего	3	2
740	о самом	1	2
741	в составе	2	2
742	значения и	1	2
743	как о	3	2
744	ему казалось	1	2
745	солнца и	1	2
746	в молчание	1	2
747	говоря и	1	2
748	есть на	1	2
749	который не	2	2
750	к другому	1	2
751	ни чем	1	2
752	силу своей	1	2
753	это и	4	2
754	его и	1	2
755	тот кто	2	2
756	художественного целого	9	2
757	своей собственной	1	2
758	более чем	2	2
759	зрения как	1	2
760	в течение	1	2
761	наконец в	3	2
762	автора и	5	2
763	это все	1	2
764	у меня	1	2
765	слова и	1	2
766	себя не	2	2
767	коммуникативной ситуации	2	2
768	креативной компетенции	1	2
769	вступает в	5	2
770	как субъекта	1	2
771	в мир	1	2
772	свидетельствующего о	1	2
773	автора в	1	2
774	видит слышит	1	2
775	что же	1	2
776	адресата в	1	2
777	на две	3	2
778	и во	1	2
779	в самую	1	2
780	и притча	1	2
781	с нею	2	2
782	утрачивает свою	1	2
783	к миру	2	2
784	бахтин может	1	2
785	судя по	2	2
786	бывает в	1	2
787	в любви	1	2
788	в более	1	2
789	в маркированном	1	2
790	у гоголя	1	2
791	только по	2	2
792	присутствия я	5	2
793	возникает в	2	2
794	на роль	1	2
795	членится на	1	2
796	не для	2	2
797	вести речь	1	2
798	личности как	2	2
799	бы на	1	2
800	что с	1	2
801	все это	5	2
802	со своим	2	2
803	забывает что	1	2
804	а все	1	2
805	в их	7	2
806	таком случае	2	2
807	когда же	1	2
808	в повести	1	2
809	однако не	2	2
810	но с	3	2
811	в присутствии	1	2
812	в войне	3	2
813	и более	1	2
814	жизни это	2	2
815	персонажа в	3	2
816	или иначе	5	2
817	в организации	3	2
818	окказиональном мире	1	2
819	на нее	1	2
820	необходимо отличать	1	2
821	указывает на	3	2
822	и читателя	2	2
823	матери в	1	2
824	не предполагает	2	2
825	оказывается всего	1	2
826	есть в	2	2
827	как можно	1	2
828	соотносится с	1	2
829	состоит во	1	2
830	к своему	1	2
831	по словам	1	2
832	не столь	1	2
833	но уже	1	2
834	для которого	1	2
835	в каждой	1	2
836	справедливо замечает	1	2
837	как все	1	2
838	при виде	1	2
839	и вообще	1	2
840	кадров внутреннего	3	2
841	мере в	2	2
842	этих двух	2	2
843	в пределе	1	2
844	как показывает	2	2
845	мертвых душ	1	2
846	личности в	5	2
847	напомнить что	1	2
848	могут служить	1	2
849	как замечает	1	2
850	церкви и	2	2
851	данного жанра	1	2
852	субъекта и	3	2
853	думают о	1	2
854	обстоит дело	1	2
855	когда он	2	2
856	по бахтину	1	2
857	а по	1	2
858	такого типа	1	2
859	говоря о	1	2
860	поделиться с	1	2
861	признать что	1	2
862	течения жизни	1	2
863	дискурса в	2	2
864	отношение к	2	2
865	и мире	2	2
866	в категориях	1	2
867	не можем	1	2
868	о своих	3	2
869	только эти	1	2
870	присутствия человеческого	1	2
871	впоследствии в	1	2
872	таким же	4	2
873	или точнее	2	2
874	и наконец	1	2
875	не слышит	1	2
876	иное как	1	2
877	однако на	1	2
878	персонажей как	1	2
879	во всем	5	1
880	практически не	1	1
881	любая интерпретация	1	1
882	до которого	1	1
883	было показано	1	1
884	житейской истории	2	1
885	система ценностей	1	1
886	модус существования	1	1
887	в единую	1	1
888	на сверхличную	1	1
889	бытия личности	2	1
890	с которыми	1	1
891	причастен к	1	1
892	этого персонажа	3	1
893	с героем	2	1
894	принимает на	1	1
895	к этой	2	1
896	и мотивы	1	1
897	сколько к	1	1
898	собою все	1	1
899	за исключением	2	1
900	слышит и	1	1
901	как вдруг	1	1
902	случае мы	1	1
903	без исключения	3	1
904	искусства это	1	1
905	и взаимодействие	1	1
906	с самим	3	1
907	анекдот и	2	1
908	в разных	1	1
909	тем как	1	1
910	и был	2	1
911	это точка	1	1
912	оно становится	1	1
913	мысли и	1	1
914	лиминальной фазой	1	1
915	как формулирует	1	1
916	это явление	1	1
917	сам автор	2	1
918	не как	3	1
919	менее не	1	1
920	восходящая к	4	1
921	судьбы они	1	1
922	с машей	2	1
923	его от	1	1
924	этого момента	2	1
925	по способу	1	1
926	противоречие с	2	1
927	для всех	5	1
928	креативное авторское	1	1
929	однако при	3	1
930	среди других	1	1
931	героиня не	1	1
932	персонажей при	1	1
933	к тексту	2	1
934	разговора с	1	1
935	целом как	1	1
936	связь с	3	1
937	в предыдущей	1	1
938	читателя и	2	1
939	по пути	4	1
940	две другие	1	1
941	обращением к	1	1
942	с отцом	1	1
943	из двух	1	1
944	ни одна	1	1
945	на мир	1	1
946	парадоксальное сочетание	1	1
947	но вполне	1	1
948	ключевая роль	2	1
949	на свою	3	1
950	как об	1	1
951	естественно не	1	1
952	не возникнет	1	1
953	слова с	1	1
954	связана с	1	1
955	смыслом а	1	1
956	говоря языком	2	1
957	уровень фокализации	1	1
958	том или	1	1
959	внутренняя свобода	1	1
960	меня в	1	1
961	своей позиции	1	1
962	бы стать	1	1
963	отграниченная система	1	1
964	стороны бытия	1	1
965	и внутренне	2	1
966	индивида и	1	1
967	следующем эпизоде	1	1
968	с еще	1	1
969	на эту	2	1
970	жизни ее	1	1
971	в лирике	3	1
972	это бывает	1	1
973	разрыва с	1	1
974	к бытию	1	1
975	текста здесь	1	1
976	отличается от	1	1
977	по признаку	1	1
978	ситуаций и	1	1
979	поскольку он	3	1
980	быть определена	1	1
981	этой стороны	1	1
982	и целостность	1	1
983	отца и	1	1
984	в письме	1	1
985	художественное произведение	1	1
986	не удается	1	1
987	и смерти	1	1
988	себя героем	1	1
989	воспоминаний героя	1	1
990	с этим	4	1
991	и анекдот	2	1
992	на рассвете	2	1
993	условии что	1	1
994	радости не	1	1
995	к смыслу	2	1
996	с позиций	1	1
997	здесь достаточно	1	1
998	ли я	2	1
999	отца в	1	1
1000	как справедливо	3	1
1001	при условии	2	1
1002	осуществляется в	2	1
1003	выше в	1	1
1004	не могли	1	1
1005	когда на	1	1
1006	что этот	1	1
1007	характера легко	1	1
1008	вопрос о	1	1
1009	персонажей тогда	1	1
1010	по тем	1	1
1011	в динамике	1	1
1012	человека не	1	1
1013	соответствии со	3	1
1014	он был	3	1
1015	отсюда и	2	1
1016	собой один	1	1
1017	бы состояться	1	1
1018	имеет в	1	1
1019	смысловую перспективу	1	1
1020	т.п как	1	1
1021	это его	1	1
1022	адресата и	1	1
1023	и неизбежно	2	1
1024	внутри себя	1	1
1025	за две	1	1
1026	во многих	2	1
1027	имея в	1	1
1028	уже было	2	1
1029	т.п в	1	1
1030	этой связи	1	1
1031	узнаем о	1	1
1032	нашем случае	1	1
1033	себя со	1	1
1034	а когда	1	1
1035	солнце и	1	1
1036	от событийности	1	1
1037	строго отграниченная	1	1
1038	и вторая	1	1
1039	втором случае	2	1
1040	содержание в	1	1
1041	для данного	1	1
1042	свое отражение	1	1
1043	речевой ткани	1	1
1044	в сторону	2	1
1045	значительной степени	3	1
1046	из вероятных	1	1
1047	и те	1	1
1048	не что	1	1
1049	от своей	2	1
1050	рассуждение о	1	1
1051	на практике	1	1
1052	всех без	3	1
1053	композиционная форма	2	1
1054	то его	1	1
1055	за рамки	1	1
1056	в глаза	2	1
1057	второй половины	1	1
1058	рода но	1	1
1059	мы привыкли	1	1
1060	в прошлом	2	1
1061	из виду	1	1
1062	чужой голос	1	1
1063	не становится	1	1
1064	самом начале	1	1
1065	из рассмотренных	1	1
1066	само венчание	1	1
1067	говорящих и	1	1
1068	думал о	1	1
1069	еще нет	1	1
1070	к однозначности	1	1
1071	словно бы	1	1
1072	тем кто	2	1
1073	ее как	1	1
1074	косвенно в	1	1
1075	не совсем	1	1
1076	характера с	1	1
1077	свидетельствует не	1	1
1078	отсюда столь	1	1
1079	как я	1	1
1080	речь не	1	1
1081	автор как	2	1
1082	бедной лизы	1	1
1083	в одной	2	1
1084	что все	1	1
1085	во всей	1	1
1086	не умеет	1	1
1087	самоактуализации я	1	1
1088	они сами	1	1
1089	приобщения к	2	1
1090	из трех	2	1
1091	в текст	2	1
1092	речь о	1	1
1093	в литературоведении	1	1
1094	других персонажей	1	1
1095	не мыслится	1	1
1096	именно с	1	1
1097	проникновение в	1	1
1098	в финальной	2	1
1099	несут в	1	1
1100	в противном	2	1
1101	от себя	3	1
1102	и любое	1	1
1103	и внешней	3	1
1104	и чувства	1	1
1105	в непредсказуемости	1	1
1106	и открывает	1	1
1107	этом же	1	1
1108	как слепой	1	1
1109	обновления и	1	1
1110	перед нею	1	1
1111	гораздо более	3	1
1112	грань между	2	1
1113	провел с	1	1
1114	самой себе	1	1
1115	хронотопа в	1	1
1116	внутренней жизни	1	1
1117	в перспективе	1	1
1118	ударном положении	1	1
1119	героя не	1	1
1120	ближе к	2	1
1121	многочисленных примеров	1	1
1122	с императивной	1	1
1123	и автор	1	1
1124	не понимаю	1	1
1125	и автора	1	1
1126	возвращение к	1	1
1127	личности ее	1	1
1128	цикла что	1	1
1129	стороны и	1	1
1130	стране мертвых	1	1
1131	эту минуту	1	1
1132	в состоянии	2	1
1133	это открытие	1	1
1134	рамках этой	1	1
1135	мы знаем	1	1
1136	что сама	1	1
1137	если к	1	1
1138	получает в	1	1
1139	проявляется в	1	1
1140	жанровая стратегия	3	1
1141	народной жизни	1	1
1142	что при	2	1
1143	лишь после	2	1
1144	ведущая роль	1	1
1145	на статус	1	1
1146	далеко за	1	1
1147	чем у	1	1
1148	ей не	1	1
1149	этом втором	1	1
1150	состоящий в	1	1
1151	это верно	1	1
1152	являются здесь	1	1
1153	сути своей	1	1
1154	привыкли понимать	1	1
1155	с другими	1	1
1156	не обладает	1	1
1157	смешивать с	1	1
1158	не от	2	1
1159	даже на	1	1
1160	стремится к	1	1
1161	например так	1	1
1162	в европейской	1	1
1163	наше внимание	1	1
1164	что между	2	1
1165	внешнего мира	3	1
1166	его в	4	1
1167	хронотоп не	1	1
1168	сознания к	2	1
1169	силу его	1	1
1170	распространяется на	1	1
1171	сторону индивида	1	1
1172	же году	1	1
1173	своей службы	1	1
1174	давно ли	1	1
1175	эта история	1	1
1176	чем собственно	1	1
1177	жанровой стратегией	1	1
1178	система смыслов	1	1
1179	композиция и	1	1
1180	внутреннего мира	2	1
1181	своему коммуникативному	1	1
1182	тех же	2	1
1183	героя о	1	1
1184	к возникновению	1	1
1185	собой и	1	1
1186	говоря словами	3	1
1187	который по	1	1
1188	прошлом и	1	1
1189	как рассказчик	1	1
1190	между этими	1	1
1191	с одним	1	1
1192	но ведь	1	1
1193	что ведет	1	1
1194	настоящим и	1	1
1195	как видим	1	1
1196	противоречием между	1	1
1197	если первая	1	1
1198	лишь на	3	1
1199	полноударных слов	1	1
1200	и само	1	1
1201	встречается в	1	1
1202	после слов	2	1
1203	слово здесь	1	1
1204	на земле	1	1
1205	и вытекающего	1	1
1206	большинстве случаев	1	1
1207	стола и	1	1
1208	и обстоятельств	1	1
1209	магнитное поле	1	1
1210	герой в	1	1
1211	сообщение о	1	1
1212	мастере и	1	1
1213	маленький человек	1	1
1214	с некоторой	1	1
1215	не смерти	1	1
1216	уже давно	1	1
1217	зрения и	1	1
1218	речи который	1	1
1219	текста но	3	1
1220	служит для	1	1
1221	существенным моментом	1	1
1222	вполне закономерно	1	1
1223	о которых	2	1
1224	слова до	1	1
1225	лишь для	1	1
1226	же касается	1	1
1227	смерти чиновника	1	1
1228	был не	1	1
1229	персонаж не	1	1
1230	а только	1	1
1231	однако подобное	1	1
1232	любимой дочери	1	1
1233	смысловой значимости	1	1
1234	а герой	1	1
1235	вопроса о	2	1
1236	я был	1	1
1237	а поскольку	1	1
1238	я на	1	1
1239	к ситуации	1	1
1240	не два	1	1
1241	повестях белкина	10	1
1242	читателя к	2	1
1243	наиболее фундаментальных	1	1
1244	человек как	1	1
1245	рода смех	1	1
1246	сюжета явственно	1	1
1247	встреча с	1	1
1248	в уста	1	1
1249	существенно меняет	1	1
1250	можно читать	2	1
1251	на этом	2	1
1252	становится и	1	1
1253	движущей силой	1	1
1254	внутренней меры	1	1
1255	производит впечатление	1	1
1256	референтной событийности	1	1
1257	личность в	1	1
1258	как субъект	1	1
1259	и фигура	1	1
1260	был назван	1	1
1261	до нас	1	1
1262	анекдота или	1	1
1263	на страницах	1	1
1264	персонажей с	1	1
1265	к роману	1	1
1266	мы уже	2	1
1267	подробностями и	1	1
1268	он ничего	1	1
1269	сына в	1	1
1270	жизнь то	1	1
1271	мире толстого	1	1
1272	низводится до	1	1
