N	2gram	Tiupa_Disk	Komedia
123	с его	9	10
124	ничего не	1	10
125	мы не	2	10
126	на его	4	10
127	тем более	1	10
128	что касается	2	10
129	еще в	6	10
130	отношение к	6	10
131	же в	1	10
132	в целом	5	10
133	но все	2	9
134	в своей	10	9
135	одной стороны	12	9
136	говорить о	3	9
137	и еще	1	9
138	только в	9	9
139	друг друга	2	9
140	что отец	1	9
141	в тех	2	9
142	даже не	1	9
143	о его	1	9
144	и по	2	9
145	независимо от	1	9
146	из его	1	9
147	в образе	1	9
148	однако в	3	9
149	ответ на	1	9
150	с участием	1	9
151	а также	15	9
152	вовсе не	1	9
153	отличие от	13	9
154	в ней	2	9
155	отношению к	13	9
156	с этой	2	8
157	другой стороны	5	8
158	что ни	3	8
159	такого рода	11	8
160	не было	9	8
161	не знает	4	8
162	во всех	6	8
163	первую очередь	3	8
164	в которых	5	8
165	да и	2	8
166	в жены	1	8
167	связи с	4	8
168	по содержанию	1	8
169	по своему	3	8
170	и других	1	8
171	с самого	2	8
172	при всем	1	8
173	идет о	2	8
174	в в	1	8
175	и ее	5	8
176	место в	2	8
177	и к	4	7
178	дело с	2	7
179	в результате	3	7
180	в этих	4	7
181	равно как	1	7
182	если в	2	7
183	во всяком	3	7
184	в первую	3	7
185	вопрос о	2	7
186	хотя бы	3	7
187	в другом	5	7
188	самого начала	2	7
189	что они	1	7
190	х годов	2	7
191	в связи	1	7
192	и это	3	7
193	в других	1	7
194	перед лицом	2	7
195	в себе	22	7
196	к его	5	7
197	это время	1	7
198	не имеет	1	7
199	со временем	1	7
200	не является	5	7
201	из этих	3	7
202	целый ряд	2	7
203	и во	2	7
204	до конца	2	7
205	но если	1	7
206	всяком случае	2	7
207	со своим	1	7
208	отнюдь не	11	7
209	и о	4	7
210	говоря уже	2	6
211	даже в	1	6
212	его от	1	6
213	в виду	2	6
214	то ли	2	6
215	в своих	6	6
216	там же	3	6
217	представляет собой	24	6
218	уже о	2	6
219	как правило	5	6
220	не мог	1	6
221	не зная	1	6
222	и он	2	6
223	с точки	3	6
224	не хочет	1	6
225	что не	4	6
226	о которых	1	6
227	на этом	3	6
228	не дает	1	6
229	и тем	2	6
230	не приходится	2	6
231	могут быть	5	6
232	в силу	5	6
233	всего в	2	6
234	на ее	2	6
235	в сущности	3	6
236	в середине	1	6
237	а не	35	6
238	которую он	1	6
239	в отличие	13	6
240	нет и	1	6
241	в и	1	6
242	в области	3	6
243	тем не	1	6
244	том числе	3	6
245	у тебя	1	6
246	так в	1	6
247	здесь в	4	6
248	или в	2	6
249	что к	1	6
250	в какой	2	6
251	и как	9	6
252	к концу	1	6
253	на то	1	6
254	это было	2	6
255	не говоря	2	6
256	человека в	6	6
257	во второй	1	6
258	когда он	3	6
259	а по	2	6
260	как будто	3	6
261	для всех	2	5
262	в первом	4	5
263	из двух	5	5
264	за ним	1	5
265	именно в	5	5
266	его на	1	5
267	роль в	10	5
268	в это	1	5
269	со своей	2	5
270	в действительности	3	5
271	восходит к	4	5
272	с помощью	1	5
273	к ним	3	5
274	сказать что	4	5
275	vi в	1	5
276	под названием	2	5
277	от них	1	5
278	тем же	1	5
279	себя в	8	5
280	никогда не	3	5
281	и мы	1	5
282	в ее	4	5
283	одним из	2	5
284	в мире	9	5
285	одном из	2	5
286	политических деятелей	1	5
287	между собой	2	5
288	в каждом	2	5
289	действия в	1	5
290	даже если	1	5
291	и от	2	5
292	этому времени	1	5
293	представление о	1	5
294	что это	1	5
295	из того	1	5
296	за пределы	2	5
297	обращается к	1	5
298	приводит к	4	5
299	том как	1	5
300	и теперь	1	5
301	совпадают с	2	5
302	вслед за	1	5
303	в обоих	1	5
304	же самое	2	5
305	той же	2	5
306	этом отношении	4	5
307	это не	5	5
308	мы имеем	4	5
309	и без	2	5
310	к своему	2	5
311	раз в	1	5
312	ему не	1	5
313	см ниже	1	5
314	отказаться от	1	5
315	от отца	1	5
316	от того	1	5
317	что из	1	5
318	жизни и	2	5
319	в период	2	5
320	чаще всего	1	5
321	для этого	1	5
322	что на	3	5
323	мира в	6	5
324	в той	2	4
325	к числу	2	4
326	тем как	1	4
327	в принципе	4	4
328	нас в	2	4
329	требует от	2	4
330	не столько	3	4
331	новое время	1	4
332	в построении	2	4
333	например в	4	4
334	их в	2	4
335	обоих случаях	1	4
336	время от	1	4
337	времени в	3	4
338	не всегда	2	4
339	должна была	1	4
340	может служить	2	4
341	перед ним	2	4
342	а сам	4	4
343	его не	1	4
344	одна из	1	4
345	к этим	1	4
346	кто из	2	4
347	ближе к	2	4
348	том чтобы	2	4
349	и столь	1	4
350	к их	2	4
351	к человеку	1	4
352	в состоянии	1	4
353	к которому	2	4
354	это обстоятельство	1	4
355	аналогии с	2	4
356	одно из	4	4
357	это слово	1	4
358	там и	1	4
359	не о	2	4
360	как его	2	4
361	не остается	1	4
362	я не	1	4
363	между ними	1	4
364	же как	1	4
365	в себя	7	4
366	в городе	1	4
367	по своей	15	4
368	как известно	1	4
369	образом в	1	4
370	из этого	1	4
371	не случайно	2	4
372	не позволяет	2	4
373	сцены из	1	4
374	не на	3	4
375	одновременно с	2	4
376	стороны и	3	4
377	художественного мышления	1	4
378	бы не	1	4
379	в греческой	2	4
380	то и	1	4
381	наконец в	1	4
382	каждый из	2	4
383	что же	4	4
384	и там	1	4
385	по мнению	1	4
386	ничем не	1	4
387	хотя в	3	4
388	многие из	1	4
389	что с	2	4
390	с достаточной	1	4
391	и другие	1	4
392	видеть в	1	4
393	с их	3	4
394	впрочем не	1	4
395	времени и	5	4
396	или менее	2	4
397	за его	2	4
398	такой же	1	4
399	мог бы	1	4
400	и их	1	4
401	не следует	4	4
402	в пределах	4	4
403	далеко не	10	4
404	чтобы не	2	4
405	которые в	1	4
406	для характеристики	1	4
407	за счет	1	4
408	в основе	11	4
409	во всем	2	3
410	всего это	1	3
411	исходя из	3	3
412	или по	1	3
413	в финале	1	3
414	по свидетельству	3	3
415	в году	3	3
416	по себе	3	3
417	более или	2	3
418	или на	3	3
419	конечном счете	2	3
420	в соответствии	4	3
421	не столь	2	3
422	при всей	9	3
423	о любви	2	3
424	на мой	3	3
425	ситуации в	1	3
426	было в	4	3
427	видно что	1	3
428	человека не	1	3
429	представления о	2	3
430	в нескольких	1	3
431	из жизни	3	3
432	между двумя	1	3
433	только на	2	3
434	приходит к	1	3
435	на новую	1	3
436	из наиболее	2	3
437	как на	1	3
438	ней и	1	3
439	соответствии с	5	3
440	в нашем	2	3
441	для понимания	2	3
442	речь о	1	3
443	этом же	1	3
444	восходят к	2	3
445	о ней	2	3
446	из вас	1	3
447	этих двух	1	3
448	в на	1	3
449	время и	2	3
450	собой в	1	3
451	искать в	1	3
452	и за	1	3
453	для своего	3	3
454	для них	1	3
455	и притом	1	3
456	отношения к	2	3
457	из уст	2	3
458	в таком	1	3
459	от этого	1	3
460	а его	1	3
461	должно было	2	3
462	не был	1	3
463	трагедии и	1	3
464	а с	8	3
465	мой взгляд	3	3
466	всего лишь	1	3
467	своего времени	2	3
468	ни одно	2	3
469	одну из	2	3
470	отношения с	1	3
471	первого и	2	3
472	в новое	1	3
473	следует признать	3	3
474	могла бы	2	3
475	нельзя не	2	3
476	он в	1	3
477	их к	1	3
478	и есть	2	3
479	однако по	1	3
480	еще одно	1	3
481	на рубеже	2	3
482	мы видели	1	3
483	не делает	1	3
484	к одной	1	3
485	его с	2	3
486	для себя	6	3
487	представляют собой	2	3
488	интерес к	2	3
489	не могут	2	3
490	не более	3	3
491	до этого	1	3
492	и одновременно	3	3
493	как о	1	3
494	с ними	1	3
495	друг от	1	3
496	его и	1	3
497	и более	1	3
498	переходит к	1	3
499	демосфена и	1	3
500	чем не	3	3
501	действия и	1	3
502	было и	1	3
503	к своим	3	3
504	состоит в	20	3
505	на две	1	3
506	принадлежит к	3	3
507	только при	1	3
508	том же	1	3
509	они были	2	3
510	могли быть	1	3
511	как к	2	3
512	ему в	3	3
513	на что	1	3
514	бы на	1	3
515	не являются	1	3
516	своему происхождению	2	3
517	в виде	1	3
518	однако не	1	3
519	от друга	1	3
520	указывает на	2	3
521	сведения о	1	3
522	с той	3	3
523	является не	2	3
524	на все	1	3
525	в каждой	3	3
526	должен быть	1	3
527	в одной	4	3
528	на них	1	3
529	и потому	3	3
530	а к	3	3
531	а как	1	3
532	он говорит	1	3
533	она не	1	3
534	но при	3	3
535	в отношениях	1	3
536	не с	4	3
537	таким же	1	3
538	в большинстве	3	3
539	в рамках	11	3
540	числе и	3	3
541	они не	2	3
542	будто бы	3	3
543	в театре	1	3
544	в голову	2	3
545	в античной	2	3
546	все еще	1	3
547	право на	1	3
548	имевшие место	1	3
549	это в	4	3
550	ли в	1	3
551	в эпоху	5	3
552	в известной	1	3
553	вплоть до	2	3
554	не к	3	3
555	не считает	1	2
556	из сторон	1	2
557	же и	1	2
558	говорит о	1	2
559	те же	1	2
560	не как	5	2
561	одному из	1	2
562	за которым	2	2
563	исторического лица	1	2
564	ей в	2	2
565	пьесы в	1	2
566	а напротив	1	2
567	встречается в	1	2
568	явно не	1	2
569	на которых	1	2
570	на земле	1	2
571	зрения на	3	2
572	же образом	1	2
573	к которой	1	2
574	к более	1	2
575	превращается в	1	2
576	принадлежат к	3	2
577	к самому	1	2
578	в собственном	1	2
579	приходит в	2	2
580	и те	1	2
581	в речах	1	2
582	друга и	1	2
583	однако даже	1	2
584	от своей	1	2
585	на первый	1	2
586	обращение к	2	2
587	в жизнь	1	2
588	мысли что	1	2
589	героя или	1	2
590	не могли	1	2
591	следовало бы	1	2
592	которой он	1	2
593	отсюда и	1	2
594	вв до	1	2
595	начиная от	1	2
596	она могла	1	2
597	в противоположность	6	2
598	и следовательно	1	2
599	в этот	1	2
600	которых не	1	2
601	но они	3	2
602	обращаясь к	2	2
603	не вполне	1	2
604	друг на	1	2
605	то чтобы	2	2
606	сюжетная ситуация	1	2
607	вернуться к	1	2
608	которое так	1	2
609	тех случаях	1	2
610	этот человек	2	2
611	чем по	1	2
612	такая же	1	2
613	как от	1	2
614	из трех	1	2
615	что даже	2	2
616	чем это	1	2
617	то в	1	2
618	событий а	2	2
619	собой и	1	2
620	она и	1	2
621	х гг	2	2
622	к выводу	1	2
623	одному и	1	2
624	с другими	1	2
625	к жизни	1	2
626	как можно	1	2
627	отношения между	1	2
628	в конечном	2	2
629	с двумя	1	2
630	очевидно что	1	2
631	я и	3	2
632	подобно тому	4	2
633	таким способом	1	2
634	вполне в	1	2
635	большинстве случаев	2	2
636	то при	1	2
637	служит для	2	2
638	слово в	1	2
639	же касается	4	2
640	в первые	1	2
641	здесь ни	1	2
642	точек зрения	1	2
643	к мысли	2	2
644	в смысле	1	2
645	в философии	1	2
646	а для	1	2
647	пребывания в	1	2
648	а потом	2	2
649	в поход	1	2
650	и мир	1	2
651	я на	1	2
652	со всей	1	2
653	выступает в	1	2
654	в уста	1	2
655	это были	1	2
656	однако и	2	2
657	своего героя	1	2
658	является его	1	2
659	на свой	1	2
660	на чем	1	2
661	как сам	1	2
662	на нем	1	2
663	если же	1	2
664	возвращаясь к	1	2
665	и является	1	2
666	для человека	1	2
667	но об	1	2
668	годов в	1	2
669	бы его	1	2
670	это делает	1	2
671	но прежде	1	2
672	и ты	1	2
673	теми же	1	2
674	ней в	1	2
675	в жанре	3	2
676	с ее	3	2
677	наше время	4	2
678	случая и	2	2
679	представляет себе	2	2
680	не будет	1	2
681	образом и	1	2
682	хорошо знали	1	2
683	них в	2	2
684	его из	1	2
685	в основном	1	2
686	представлял собой	1	2
687	живет в	3	2
688	должна быть	2	2
689	в жизни	2	2
690	и при	1	2
691	содержания и	1	2
692	это уже	1	2
693	никак не	1	2
694	нашего времени	2	2
695	из нескольких	1	2
696	сводится к	7	2
697	со всеми	1	2
698	от их	1	2
699	особый интерес	1	2
700	с целью	1	2
701	предполагать что	1	2
702	этом смысле	1	2
703	для каждого	1	2
704	жизни в	4	2
705	себя и	2	2
706	о котором	2	2
707	именно поэтому	1	2
708	в известном	1	2
709	к другому	3	2
710	перед нами	4	2
711	правило в	1	2
712	их самих	1	2
713	что сила	1	2
714	не уступает	1	2
715	аналогичным образом	1	2
716	котором он	2	2
717	в современном	3	2
718	слова и	2	2
719	отношении к	1	2
720	ближе всего	1	2
721	на примере	3	2
722	и до	2	2
723	в каком	1	2
724	известной степени	3	2
725	что здесь	1	2
726	персонажи не	1	2
727	событий в	1	2
728	из первых	1	2
729	не знаем	1	2
730	который по	3	2
731	во втором	5	2
732	здесь не	1	2
733	для обозначения	4	2
734	у них	1	2
735	но это	3	2
736	только потому	1	2
737	стороны он	1	2
738	в разработке	1	2
739	строится на	1	2
740	к лицу	2	2
741	об их	1	2
742	этом случае	3	2
743	жизненных ситуаций	1	2
744	в свое	3	2
745	в любви	1	2
746	ответственность за	1	2
747	и всякий	1	2
748	мир в	1	2
749	основе своей	4	2
750	эта ситуация	1	2
751	нас не	1	2
752	есть основания	1	2
753	еще и	1	2
754	для него	9	2
755	образа жизни	2	2
756	того что	4	2
757	не достигает	1	2
758	в литературе	2	2
759	о нем	3	2
760	ее в	1	2
761	в полном	2	2
762	бы и	1	2
763	сходятся в	1	2
764	однако она	1	2
765	характеризует как	1	2
766	формы и	1	2
767	надежды на	1	2
768	а о	2	2
769	этого не	1	2
770	текста не	2	2
771	это еще	2	2
772	и тому	1	2
773	понимать как	1	2
774	как она	1	2
775	свидетельствуют о	1	2
776	случаях когда	1	2
777	все эти	2	2
778	эти две	1	2
779	а их	1	2
780	при таком	1	2
781	на фоне	1	2
782	и со	1	2
783	войти в	1	2
784	современников в	1	2
785	особенно в	1	2
786	не все	1	2
787	в форме	2	2
788	его к	1	2
789	к одному	2	2
790	сказать и	2	2
791	но его	1	2
792	сюжета в	1	2
793	которого и	1	2
794	же из	1	2
795	и только	1	2
796	усомниться в	1	2
797	это как	1	2
798	в самых	1	2
799	как уже	5	2
800	тому как	5	2
801	дело не	3	2
802	и может	3	2
803	на три	1	2
804	частности в	2	2
805	с ней	3	2
806	тем самым	6	2
807	впоследствии к	1	2
808	как не	3	2
809	композиционная структура	1	2
810	человека с	1	2
811	с человеком	3	2
812	быту и	1	2
813	могло быть	1	2
814	со своими	1	2
815	чтобы вернуть	1	2
816	может один	1	2
817	себе не	4	2
818	здесь же	1	2
819	в случае	2	2
820	три года	1	2
821	этот тезис	1	1
822	жизни которая	1	1
823	необходимость такой	1	1
824	о широкой	1	1
825	и называет	1	1
826	можно говорить	2	1
827	к социальному	1	1
828	мы и	1	1
829	в изучении	1	1
830	традиционны и	1	1
831	лицу с	2	1
832	разговор двух	1	1
833	этих событий	1	1
834	жанра как	1	1
835	в момент	2	1
836	рассказ о	3	1
837	к традициям	1	1
838	от трагедии	1	1
839	свете кроме	1	1
840	при изучении	1	1
841	приводит в	1	1
842	которые лежат	1	1
843	в разных	1	1
844	или нет	1	1
845	одно это	1	1
846	общим местом	1	1
847	в некоторых	1	1
848	по общему	1	1
849	общими для	1	1
850	по праву	1	1
851	его поступки	1	1
852	что человек	1	1
853	ни столь	2	1
854	самых общих	1	1
855	в различных	2	1
856	к жанру	3	1
857	и охватывает	2	1
858	события происходящие	1	1
859	разговора с	1	1
860	этом качестве	1	1
861	касается литературной	1	1
862	как было	1	1
863	на смену	3	1
864	он имеет	1	1
865	из собрания	1	1
866	от одного	1	1
867	о мире	2	1
868	но вполне	1	1
869	речи что	1	1
870	мысль о	3	1
871	концом в	1	1
872	ведет к	6	1
873	где происходит	1	1
874	соответственно к	1	1
875	которая однако	1	1
876	же неожиданная	1	1
877	места и	1	1
878	и другим	1	1
879	стороны в	1	1
880	как таковой	1	1
881	а именно	1	1
882	выход из	1	1
883	в одно	2	1
884	монолог в	1	1
885	представляли собой	1	1
886	собой не	1	1
887	выступающий в	1	1
888	лица в	1	1
889	герой в	1	1
890	большей или	2	1
891	отличается от	3	1
892	по своим	4	1
893	которое не	1	1
894	способом существования	1	1
895	себя не	1	1
896	из героев	1	1
897	в эпических	1	1
898	так например	2	1
899	обеспечивает его	1	1
900	все их	1	1
901	и нет	1	1
902	действительности а	1	1
903	своему герою	1	1
904	первый взгляд	1	1
905	представляла собой	1	1
906	ними произошло	1	1
907	действительности в	1	1
908	состоит не	1	1
909	только благодаря	1	1
910	в бытовом	1	1
911	в данном	9	1
912	она же	1	1
913	в предыдущих	1	1
914	были с	1	1
915	своей природе	3	1
916	текста это	1	1
917	в новом	2	1
918	говорить не	1	1
919	входит в	2	1
920	в античности	1	1
921	героя нашего	1	1
922	а нередко	1	1
923	и другой	2	1
924	героя в	6	1
925	имея в	3	1
926	что вся	1	1
927	периода его	1	1
928	цель его	1	1
929	системы персонажей	2	1
930	иногда не	2	1
931	сложилось в	1	1
932	о них	2	1
933	всего как	1	1
934	этого жанра	3	1
935	общения и	4	1
936	которых она	1	1
937	для данного	3	1
938	и была	1	1
939	приходит на	1	1
940	не обязательно	4	1
941	сближает его	1	1
942	значительной степени	3	1
943	дошли до	1	1
944	последнюю роль	1	1
945	углом зрения	1	1
946	отклик в	1	1
947	отношений с	1	1
948	отметить что	1	1
949	точке зрения	2	1
950	на уровень	1	1
951	было сказано	2	1
952	всей ситуации	1	1
953	некоторое время	1	1
954	слов о	1	1
955	с присущими	1	1
956	книги из	1	1
957	принадлежащих к	2	1
958	в описании	1	1
959	и драматургии	1	1
960	следит за	1	1
961	же так	1	1
962	однако эти	1	1
963	с текстом	1	1
964	а вот	1	1
965	заметить что	2	1
966	сын и	1	1
967	частности на	1	1
968	тем кто	2	1
969	в контексте	3	1
970	следующим образом	1	1
971	поскольку по	1	1
972	деятельности человека	1	1
973	есть по	1	1
974	учения об	1	1
975	отношения в	1	1
976	произойти в	1	1
977	в опознании	1	1
978	в данной	3	1
979	по-видимому в	1	1
980	в текст	1	1
981	от литературы	1	1
982	рассказчик и	1	1
983	не принадлежащими	1	1
984	теперь а	1	1
985	и две	1	1
986	были бы	1	1
987	общих чертах	2	1
988	в системе	1	1
989	превратился в	1	1
990	значение еще	1	1
991	не просто	1	1
992	строго говоря	3	1
993	но сама	1	1
994	жанра в	4	1
995	существенно меняет	1	1
996	в чужой	2	1
997	ситуации и	2	1
998	в культурной	1	1
999	и представляет	2	1
1000	на известного	1	1
1001	греческого слова	1	1
1002	по длительности	1	1
1003	как такового	1	1
1004	поскольку в	2	1
1005	от его	1	1
1006	же словом	1	1
1007	котором и	1	1
1008	одной лишь	1	1
1009	на том	2	1
1010	готовности к	1	1
1011	внимание на	5	1
1012	следует сказать	1	1
1013	общение с	1	1
1014	из повседневной	1	1
1015	быть в	1	1
1016	напротив в	1	1
1017	не стремится	1	1
1018	его себе	1	1
1019	исчезает в	1	1
1020	более поздних	2	1
1021	однако этот	1	1
1022	имеем дело	3	1
1023	каждом шагу	1	1
1024	которого он	1	1
1025	в ситуации	4	1
1026	не занимался	1	1
1027	полной мере	1	1
1028	можно выявить	1	1
1029	не удается	1	1
1030	и один	1	1
1031	нередко и	2	1
1032	в поэтике	1	1
1033	уже говорилось	1	1
1034	в третьем	1	1
1035	можно рассматривать	1	1
1036	то она	2	1
1037	если оно	1	1
1038	первая часть	1	1
1039	или не	2	1
1040	общественного сознания	1	1
1041	связывается с	1	1
1042	именно здесь	1	1
1043	всех его	1	1
1044	мысли не	1	1
1045	персонажей не	1	1
1046	преимущественно на	1	1
1047	быть только	1	1
1048	всем что	2	1
1049	наглядный пример	1	1
1050	значение так	2	1
1051	пример из	1	1
1052	состояние от	1	1
1053	он ни	2	1
1054	следует добавить	1	1
1055	и само	2	1
1056	следует понимать	1	1
1057	слово здесь	1	1
1058	человек в	1	1
1059	себя как	1	1
1060	том и	1	1
1061	из той	1	1
1062	к прежнему	1	1
1063	без которого	1	1
1064	так на	1	1
1065	о силе	1	1
1066	человеке и	1	1
1067	во главе	1	1
1068	обычных людей	1	1
1069	можно принять	1	1
1070	возможности для	1	1
1071	в сторону	4	1
1072	достигает своего	1	1
1073	а только	1	1
1074	из одного	1	1
1075	своей нравственной	1	1
1076	или из	2	1
1077	частной жизни	4	1
1078	в а	1	1
1079	теперь и	1	1
1080	могло бы	1	1
1081	что как	1	1
1082	жизни где	1	1
1083	он сам	2	1
1084	той или	6	1
1085	греческий глагол	1	1
1086	в русской	4	1
1087	складывается из	1	1
1088	всей их	1	1
1089	только от	1	1
1090	и вернуться	1	1
1091	но как	2	1
1092	лица и	1	1
1093	начало в	2	1
1094	свою жизненную	1	1
1095	не сводится	7	1
1096	ста лет	1	1
1097	к точке	1	1
1098	в исторической	2	1
1099	и фигура	1	1
1100	героя и	2	1
1101	он его	1	1
1102	сам облик	1	1
1103	игра случая	1	1
1104	в наше	4	1
1105	картины мира	8	1
1106	близко к	1	1
1107	другом и	1	1
1108	при отсутствии	2	1
1109	этого к	1	1
1110	в область	1	1
1111	этой причине	2	1
1112	и весьма	2	1
1113	он стал	1	1
1114	наиболее известных	1	1
1115	сюда же	1	1
1116	побудить его	1	1
1117	никого не	2	1
1118	но зато	2	1
1119	следует при	1	1
1120	не были	1	1
1121	главного героя	1	1
1122	основное внимание	1	1
1123	представляется однако	1	1
1124	включается в	1	1
1125	героя однако	1	1
1126	его жизнь	1	1
1127	данной главы	1	1
1128	в современной	2	1
1129	к рассказу	1	1
1130	уже одно	1	1
1131	воплощением в	1	1
1132	но тут	1	1
1133	не дошли	2	1
1134	онегина по	1	1
1135	этот период	1	1
1136	занимает в	1	1
1137	или меньшей	2	1
1138	я в	2	1
1139	писал в	1	1
1140	так называемого	1	1
1141	тот или	2	1
1142	оценки но	1	1
1143	чем она	1	1
1144	и далеко	1	1
1145	крайней мере	3	1
1146	что во	1	1
1147	оба они	2	1
1148	его как	3	1
1149	а позднее	4	1
1150	и др	3	1
1151	в общих	1	1
1152	которое мы	1	1
1153	более поздней	1	1
1154	известны в	1	1
1155	она здесь	2	1
1156	принадлежность к	1	1
1157	именно ему	1	1
1158	в противном	1	1
1159	до наших	1	1
1160	бы быть	3	1
1161	присутствующий в	1	1
1162	речи и	2	1
1163	там где	1	1
1164	ориентированы на	1	1
1165	и отсутствие	1	1
1166	в трактовке	1	1
1167	или иного	2	1
1168	постановки вопроса	1	1
1169	себе как	1	1
1170	его времени	1	1
1171	уходит в	1	1
1172	отделен от	1	1
1173	отождествляет с	1	1
1174	он должен	1	1
1175	случае его	1	1
1176	одного и	5	1
1177	становится объектом	1	1
1178	скульптурный портрет	1	1
1179	к подобным	1	1
1180	встречающихся в	1	1
1181	и сами	1	1
1182	любви и	1	1
1183	для многих	1	1
1184	почему он	1	1
1185	в особенности	5	1
1186	с волей	1	1
1187	нет а	1	1
1188	зрителей и	1	1
1189	на деле	1	1
1190	за ее	1	1
1191	человеческой личности	1	1
1192	он уже	1	1
1193	достаточно четко	1	1
1194	к индивидуальным	1	1
1195	в жизнеописаниях	1	1
1196	опирается на	2	1
1197	они и	3	1
1198	жанра и	2	1
1199	как с	1	1
1200	можно извлечь	1	1
1201	для каждой	1	1
1202	то есть	29	1
1203	жизни а	2	1
1204	в специальном	3	1
1205	те моменты	1	1
1206	как анекдот	3	1
1207	ср с	1	1
1208	к сфере	1	1
1209	связан в	1	1
1210	вместе со	1	1
1211	впрочем в	1	1
1212	является жанром	2	1
1213	и должен	1	1
1214	всех других	1	1
1215	сам по	1	1
1216	выходят на	1	1
1217	не требует	3	1
1218	и безграничная	1	1
1219	общему мнению	2	1
1220	разного рода	2	1
1221	утверждает что	1	1
1222	как одного	1	1
1223	гораздо раньше	1	1
1224	с каждым	1	1
1225	придает ей	1	1
1226	графиня в	1	1
1227	выступает не	1	1
1228	свою принадлежность	1	1
1229	и создает	1	1
1230	целом ряде	1	1
1231	и вполне	1	1
1232	для литературного	1	1
1233	античной культуры	1	1
1234	один человек	1	1
1235	событие о	1	1
1236	поэтому и	1	1
1237	сельские жители	1	1
1238	текста и	2	1
1239	но только	1	1
1240	все то	1	1
1241	отличаются от	1	1
1242	прямо к	1	1
1243	оказывается в	2	1
1244	приобретает в	1	1
1245	самим собой	1	1
1246	ни о	2	1
1247	сил и	1	1
1248	с таким	1	1
1249	содержание и	1	1
1250	себя с	2	1
1251	претендует на	5	1
1252	с еще	1	1
1253	человека как	1	1
1254	и действительно	1	1
1255	во множестве	1	1
1256	можно назвать	2	1
1257	примером этого	1	1
1258	в одних	1	1
1259	в памяти	2	1
1260	xv в	1	1
1261	и они	1	1
1262	для аудитории	1	1
1263	на отношения	1	1
1264	древнегреческий поэт	1	1
1265	в слове	1	1
1266	не приводит	1	1
1267	нем только	1	1
1268	данном случае	6	1
1269	в родном	1	1
1270	по назначению	1	1
1271	при всех	1	1
1272	не последнюю	1	1
1273	всей своей	2	1
1274	в чьей	1	1
1275	на каждом	1	1
1276	на своем	1	1
1277	тем чем	1	1
1278	ср из	2	1
1279	детей становится	1	1
1280	по крайней	3	1
1281	жизненную позицию	1	1
1282	в любой	2	1
1283	к той	4	1
1284	свое время	3	1
1285	актеров то	1	1
1286	есть все	1	1
1287	ни к	11	1
1288	гг в	2	1
1289	начинает меняться	1	1
1290	проблематики в	1	1
1291	что эту	1	1
1292	жизненным опытом	2	1
1293	как целое	1	1
1294	более ранних	1	1
1295	своей собственной	3	1
1296	не имеют	2	1
1297	этой традиции	1	1
1298	и главное	1	1
1299	в слово	1	1
1300	в е	3	1
1301	до настоящего	1	1
1302	в роли	1	1
