N	2gram	Vinokur_Ku	Mirosoze
287	культуры в	1	4
288	в такой	2	4
289	нельзя было	2	4
290	не всегда	4	4
291	в него	1	4
292	по отношению	9	4
293	не что	2	4
294	себе в	3	4
295	него не	1	4
296	есть также	1	4
297	что они	5	4
298	что иное	2	4
299	в каждом	3	4
300	к себе	4	4
301	теряет свою	2	4
302	лежит в	1	4
303	будто бы	3	4
304	тому что	3	4
305	в свете	1	4
306	себе и	3	4
307	в чем	2	4
308	а с	3	4
309	отношение между	1	4
310	так что	5	4
311	и что	11	4
312	и по	4	4
313	не случайно	7	4
314	от всякого	1	4
315	и против	2	4
316	тогда когда	7	4
317	для них	2	4
318	ни в	3	4
319	но на	1	4
320	в начале	1	4
321	как о	2	4
322	вряд ли	5	4
323	я хочу	1	4
324	не знали	1	4
325	на своем	1	4
326	же есть	2	4
327	к свету	2	4
328	по сравнению	3	4
329	и тогда	4	4
330	в середине	1	4
331	народа и	1	4
332	в истории	3	4
333	только с	1	4
334	он должен	2	4
335	как к	2	4
336	не знают	2	4
337	могут быть	5	4
338	сам он	1	4
339	мы не	1	4
340	сознания и	1	4
341	все равно	4	4
342	у всех	1	4
343	в силах	2	4
344	в эпоху	1	4
345	все эти	17	4
346	есть в	6	4
347	по своему	1	4
348	не все	4	4
349	значит что	1	4
350	и их	2	4
351	от того	5	4
352	отношению к	9	4
353	место в	1	4
354	и только	2	4
355	конце концов	3	4
356	любви и	1	4
357	иное как	3	4
358	этого необходимо	1	3
359	можно и	1	3
360	это лишь	1	3
361	который должен	1	3
362	это значит	1	3
363	решения вопроса	1	3
364	о чем	2	3
365	русская литература	1	3
366	в виду	7	3
367	стоит в	5	3
368	давно уже	2	3
369	все же	17	3
370	и русский	2	3
371	русской интеллигенции	1	3
372	но у	1	3
373	у русского	1	3
374	этого вопроса	3	3
375	ответить на	1	3
376	то это	3	3
377	даже и	5	3
378	одной и	1	3
379	в одном	4	3
380	и когда	2	3
381	приходит к	1	3
382	превращается в	4	3
383	конечно не	3	3
384	можно ли	6	3
385	то чтобы	1	3
386	приходят к	1	3
387	находится в	2	3
388	есть по	1	3
389	идей и	1	3
390	к этому	4	3
391	в европе	2	3
392	и свободу	1	3
393	что дух	3	3
394	не видел	1	3
395	и еще	4	3
396	на том	4	3
397	в состоянии	2	3
398	хотя и	7	3
399	одним из	2	3
400	я и	1	3
401	но ведь	3	3
402	одно только	1	3
403	же как	3	3
404	для человеческого	1	3
405	уже быть	1	3
406	во всех	1	3
407	в уста	1	3
408	всю свою	1	3
409	в наше	3	3
410	нет уже	1	3
411	ту же	6	3
412	между тем	11	3
413	эти слова	1	3
414	и тем	7	3
415	он также	1	3
416	всегда ведь	1	3
417	может уже	1	3
418	должны были	1	3
419	в иных	3	3
420	истории и	1	3
421	не значит	2	3
422	с которым	1	3
423	свои силы	1	3
424	были бы	2	3
425	и самое	1	3
426	для себя	1	3
427	и должно	2	3
428	но также	6	3
429	на почве	2	3
430	учение о	4	3
431	это уже	1	3
432	его во	1	3
433	тема эта	1	3
434	все его	1	3
435	что нет	2	3
436	с таким	1	3
437	в пределах	8	3
438	как не	4	3
439	к его	1	3
440	приводит к	3	3
441	сравнению с	1	3
442	не до	1	3
443	нас все	2	3
444	в которые	2	3
445	роль в	6	3
446	это все	2	3
447	когда в	4	3
448	народ в	1	3
449	а лишь	1	3
450	и той	1	3
451	что же	11	3
452	она может	1	3
453	всякий раз	1	3
454	на этот	4	3
455	он может	1	3
456	л толстой	1	3
457	всяком случае	8	3
458	и после	1	3
459	из него	1	3
460	выходит за	2	3
461	из этой	1	3
462	и то	7	3
463	стоит на	1	3
464	что оно	6	3
465	это особенно	2	3
466	спасение в	1	3
467	ничего кроме	1	3
468	для нас	6	3
469	ведь это	1	3
470	но с	2	3
471	всегда есть	1	3
472	долгое время	1	3
473	говорят о	1	3
474	черта в	1	3
475	со своей	1	3
476	на его	3	3
477	об этом	4	3
478	этой трагедии	1	3
479	в самых	1	3
480	мы должны	2	3
481	не с	4	3
482	лишь как	3	3
483	его есть	1	3
484	стали бы	1	3
485	и ничего	1	3
486	но для	4	3
487	с которыми	1	2
488	что если	4	2
489	возможно лишь	1	2
490	вообще не	2	2
491	должны привести	1	2
492	из всех	1	2
493	них есть	1	2
494	тем как	1	2
495	всем и	1	2
496	с русским	1	2
497	не достигается	1	2
498	не столько	2	2
499	его от	1	2
500	то не	2	2
501	по себе	10	2
502	их не	1	2
503	и сам	1	2
504	уже на	3	2
505	более и	1	2
506	не менее	12	2
507	только для	3	2
508	ведь не	1	2
509	если в	2	2
510	в действительности	2	2
511	и мысли	2	2
512	у самого	1	2
513	и своим	1	2
514	вот почему	1	2
515	во многих	3	2
516	я старался	1	2
517	когда она	1	2
518	но они	1	2
519	за собой	2	2
520	начале xix	1	2
521	всего что	2	2
522	учению о	1	2
523	с другой	14	2
524	ни одного	2	2
525	отношения и	2	2
526	нас на	1	2
527	он так	1	2
528	революции в	1	2
529	быть в	2	2
530	пишет достоевский	1	2
531	от них	1	2
532	оказывается что	1	2
533	лишь при	1	2
534	нет никаких	1	2
535	того же	6	2
536	не имеющих	1	2
537	такой степени	1	2
538	по природе	1	2
539	возвращение к	1	2
540	такого рода	1	2
541	смысле в	1	2
542	никакого другого	1	2
543	это я	1	2
544	что такое	8	2
545	как можно	2	2
546	основании что	1	2
547	связи с	8	2
548	необходимости и	1	2
549	между ними	2	2
550	такова что	2	2
551	также в	1	2
552	и именно	3	2
553	в смысле	2	2
554	что их	2	2
555	всех народов	1	2
556	могли бы	4	2
557	смысл и	5	2
558	природе своей	1	2
559	от которых	1	2
560	что эта	1	2
561	потребность в	3	2
562	новое слово	1	2
563	когда мы	3	2
564	она была	1	2
565	не раз	3	2
566	среды и	1	2
567	но нет	1	2
568	том основании	1	2
569	столь же	2	2
570	бы быть	1	2
571	его к	5	2
572	а как	1	2
573	ней все	1	2
574	наше время	3	2
575	лишь по	1	2
576	себя но	1	2
577	а потому	6	2
578	во втором	2	2
579	и возможно	1	2
580	нашей эпохи	1	2
581	на западе	1	2
582	так человек	1	2
583	с такой	1	2
584	и никто	1	2
585	большую роль	2	2
586	была бы	5	2
587	освободиться от	1	2
588	в средство	1	2
589	принужден был	1	2
590	в сущности	11	2
591	сам по	1	2
592	истории в	1	2
593	находятся в	1	2
594	разного рода	1	2
595	же что	1	2
596	связанная с	2	2
597	если не	4	2
598	самом деле	17	2
599	их в	1	2
600	но никогда	1	2
601	к нам	1	2
602	том смысле	2	2
603	его пути	1	2
604	которая не	1	2
605	в каком	6	2
606	дальше и	1	2
607	своей жизни	1	2
608	который и	1	2
609	есть какая-то	1	2
610	что мы	6	2
611	этой теме	1	2
612	своей собственной	3	2
613	он понял	1	2
614	не имеют	3	2
615	ним все	1	2
616	тотчас же	1	2
617	на той	1	2
618	историческая судьба	1	2
619	относится к	3	2
620	быть не	2	2
621	не сам	1	2
622	и уже	2	2
623	пишет он	4	2
624	то все	1	2
625	смысл в	2	2
626	не потому	6	2
627	нашего культурного	1	2
628	у других	1	2
629	целый ряд	8	2
630	я хотел	1	2
631	в новых	1	2
632	к собственной	1	2
633	потому и	1	2
634	переход от	4	2
635	все уже	1	2
636	в сфере	3	2
637	неизбежно должен	1	2
638	что я	4	2
639	нам его	1	2
640	бы сказать	3	2
641	этого слова	8	2
642	правда в	1	2
643	одного только	1	2
644	только потому	13	2
645	его как	1	2
646	с того	1	2
647	для россии	1	2
648	которому он	1	2
649	для нашего	1	2
650	которым он	1	2
651	выражения в	1	2
652	различие между	2	2
653	и уж	1	2
654	в последней	1	2
655	тому чтобы	2	2
656	этом отношении	8	2
657	он и	1	2
658	в основании	2	2
659	о нем	2	2
660	ее в	2	2
661	на самом	3	2
662	чтобы получить	2	2
663	же не	1	2
664	смысле этого	5	2
665	есть акт	1	2
666	с их	3	2
667	основана на	1	2
668	своей книге	1	2
669	что ничего	3	2
670	раз навсегда	1	2
671	которое было	2	2
672	в обычном	3	2
673	и без	2	2
674	к жизни	2	2
675	в какой	7	2
676	за которым	1	2
677	но я	1	2
678	есть только	1	2
679	к своему	2	2
680	нисколько не	6	2
681	это было	2	2
682	к одному	2	2
683	лишен был	1	2
684	еще до	1	2
685	и других	1	2
686	и социального	1	2
687	он принадлежит	1	2
688	ни один	1	2
689	что нужно	2	2
690	в необходимости	1	2
691	иное чем	1	2
692	на периферии	1	2
693	е в	3	2
694	к тем	1	2
695	нужно было	3	2
696	этого не	5	2
697	тем самым	5	2
698	можно найти	1	2
699	чего же	1	2
700	у нее	1	2
701	как то	2	2
702	и часто	1	2
703	прежде чем	1	2
704	культуры но	1	2
705	и о	3	2
706	что за	3	2
707	которые в	2	2
708	бы он	1	2
709	или иной	3	2
710	все более	2	2
711	и новые	1	2
712	противоречии с	2	2
713	в каком-то	1	2
714	не надо	4	2
715	в сложном	1	1
716	в отношения	1	1
717	это на	1	1
718	и учение	1	1
719	которая была	1	1
720	не нужна	1	1
721	со всем	1	1
722	только что	2	1
723	задача которая	1	1
724	бы даже	1	1
725	концов этот	1	1
726	значит конечно	1	1
727	смысл который	1	1
728	даже в	4	1
729	эта идея	1	1
730	кто в	5	1
731	и убийства	1	1
732	она уже	1	1
733	или нет	1	1
734	литература и	1	1
735	говорит о	1	1
736	отношении между	1	1
737	сам автор	1	1
738	и двух	1	1
739	это имело	1	1
740	одно дело	1	1
741	русской действительности	1	1
742	может нас	1	1
743	в деле	1	1
744	другой стороны	12	1
745	но что	3	1
746	также значение	1	1
747	есть дело	1	1
748	связь с	1	1
749	как они	2	1
750	в борьбе	1	1
751	по пути	2	1
752	стороне от	1	1
753	но все	5	1
754	вот что	1	1
755	о революции	6	1
756	каким образом	1	1
757	и обновление	1	1
758	как об	2	1
759	одно то	1	1
760	тут уже	1	1
761	сомнений и	1	1
762	уже об	1	1
763	значению и	1	1
764	случае если	3	1
765	всегда в	2	1
766	ведь и	2	1
767	а именно	4	1
768	выход из	2	1
769	на эту	2	1
770	оставляет нас	1	1
771	культурой не	1	1
772	почему это	1	1
773	является для	1	1
774	в природе	1	1
775	по своим	2	1
776	интересно что	2	1
777	беспомощность и	1	1
778	в это	3	1
779	речь идет	4	1
780	и положительно	1	1
781	культурной традиции	1	1
782	в письме	1	1
783	определяется не	1	1
784	казалось бы	5	1
785	понять эту	1	1
786	перестает быть	1	1
787	и того	2	1
788	но может	1	1
789	значения чем	1	1
790	в противовес	3	1
791	что этот	2	1
792	раз и	1	1
793	и сделали	2	1
794	русское слово	1	1
795	для успокоения	1	1
796	кого он	1	1
797	на таких	1	1
798	к переходу	1	1
799	трудно было	2	1
800	но даже	3	1
801	не должен	1	1
802	одной стороны	2	1
803	я написал	1	1
804	но во	1	1
805	в другом	2	1
806	это необычайное	1	1
807	но эти	1	1
808	вложены в	1	1
809	можно встретить	2	1
810	нынешнем его	1	1
811	к своей	1	1
812	в мировую	1	1
813	если так	1	1
814	к проблеме	1	1
815	об отношении	1	1
816	это представляется	1	1
817	с проблемой	2	1
818	что люди	1	1
819	говорить о	5	1
820	может служить	4	1
821	правда и	1	1
822	и при	3	1
823	втором случае	2	1
824	мне не	2	1
825	в строгом	1	1
826	он показал	1	1
827	и вести	1	1
828	уже как	1	1
829	много нового	1	1
830	уже и	3	1
831	дух русского	1	1
832	на практике	3	1
833	всего этого	1	1
834	к ним	2	1
835	как на	4	1
836	вообще и	2	1
837	на наших	1	1
838	нет уж	1	1
839	отношений и	1	1
840	о тех	1	1
841	всех русских	1	1
842	наряду с	2	1
843	тех случаях	2	1
844	так совершенно	1	1
845	общество к	1	1
846	ли нам	1	1
847	с большим	4	1
848	своих особых	1	1
849	явление не	1	1
850	за него	1	1
851	сущности и	1	1
852	как от	1	1
853	не требовала	1	1
854	в зависимости	7	1
855	связи со	1	1
856	не умеет	1	1
857	это что	1	1
858	по поводу	2	1
859	бы перенести	1	1
860	бы так	1	1
861	с темой	1	1
862	шаг вперед	1	1
863	нужно для	1	1
864	еще у	1	1
865	к ее	1	1
866	тут мы	1	1
867	не реальной	1	1
868	и иной	1	1
869	и становится	3	1
870	не то	1	1
871	начало и	1	1
872	действительно в	2	1
873	ответственна за	1	1
874	свое собственное	1	1
875	как угодно	1	1
876	все мы	1	1
877	над миром	1	1
878	она имеет	1	1
879	лишь тогда	1	1
880	значит также	1	1
881	все новое	1	1
882	той мере	6	1
883	влияние на	1	1
884	в прошлое	1	1
885	первый и	1	1
886	не выходит	1	1
887	отец и	1	1
888	она и	1	1
889	такому пониманию	1	1
890	указать на	5	1
891	не говорили	1	1
892	с одной	3	1
893	иных случаях	3	1
894	притом не	1	1
895	подлинной культуры	1	1
896	более глубоко	1	1
897	ли быть	1	1
898	ведь есть	1	1
899	с точки	16	1
900	в моей	1	1
901	то для	2	1
902	из моментов	1	1
903	а ведь	1	1
904	одной своей	1	1
905	ее можно	1	1
906	зачем живет	1	1
907	не соответствует	1	1
908	на поверхность	1	1
909	в недрах	1	1
910	при чем	1	1
911	для своего	1	1
912	они будут	1	1
913	по типу	1	1
914	не скрывается	1	1
915	духовной культуры	2	1
916	не хватает	1	1
917	быть противопоставлен	1	1
918	так не	1	1
919	и всякой	1	1
920	нашем культурном	1	1
921	показать в	1	1
922	всего потому	2	1
923	как же	1	1
924	хуже всего	1	1
925	бы только	1	1
926	или не	1	1
927	не очень	1	1
928	трудно бывает	1	1
929	наука о	3	1
930	это один	1	1
931	на себя	3	1
932	быть только	3	1
933	как его	1	1
934	узком и	1	1
935	государства и	1	1
936	в таком	3	1
937	на тот	1	1
938	или иная	1	1
939	их есть	1	1
940	всякой иной	1	1
941	с одним	1	1
942	быть материалом	1	1
943	как говорит	1	1
944	отличие от	3	1
945	лишь на	1	1
946	как во	1	1
947	вопросы в	1	1
948	рядом с	7	1
949	следовательно и	2	1
950	революции у	1	1
951	свою науку	1	1
952	о более	1	1
953	слишком много	1	1
954	это путь	1	1
955	должно было	1	1
956	письме к	2	1
957	в себя	2	1
958	связанным с	1	1
959	ли сказать	1	1
960	и прекрасный	1	1
961	в сторону	2	1
962	какой они	2	1
963	из одного	3	1
964	не нужно	1	1
965	переход с	1	1
966	есть своя	1	1
967	теперь и	1	1
968	на себе	10	1
969	то именно	1	1
970	о прогрессе	1	1
971	под влиянием	3	1
972	что как	1	1
973	в других	1	1
974	в противоречии	2	1
975	и своей	1	1
976	не давал	1	1
977	той или	1	1
978	формы в	2	1
979	быть что	1	1
980	в мою	1	1
981	под конец	1	1
982	только от	1	1
983	жить нельзя	1	1
984	материалом для	2	1
985	для использования	1	1
986	до нашего	1	1
987	к лицу	1	1
988	находит свое	1	1
989	если оно	1	1
990	культурной жизни	1	1
991	он дал	1	1
992	мне все	1	1
993	под этой	1	1
994	как факт	1	1
995	а следовательно	2	1
996	чтобы в	2	1
997	ли это	4	1
998	мы уже	1	1
999	влагается в	1	1
1000	значение и	2	1
1001	принадлежит в	2	1
1002	же до	3	1
1003	зрения в	2	1
1004	стадия в	1	1
1005	имеет смысл	1	1
1006	не дает	1	1
1007	с какой	1	1
1008	в руководстве	1	1
1009	чтобы овладеть	1	1
1010	путь который	1	1
1011	достоевского стоит	1	1
1012	процесса в	1	1
1013	кажется что	1	1
1014	в развитии	1	1
1015	и смысла	1	1
1016	на нем	1	1
1017	в системе	3	1
1018	если же	1	1
1019	выражена и	1	1
1020	все те	3	1
1021	в тех	4	1
1022	не могла	1	1
1023	почти всегда	3	1
1024	тесно с	1	1
1025	зрения так	1	1
1026	бы уже	2	1
1027	также не	1	1
1028	в современной	3	1
1029	сомневаться в	1	1
1030	но так	2	1
1031	из нас	1	1
1032	этот вопрос	7	1
1033	в историческом	1	1
1034	в русский	1	1
1035	вперед в	1	1
1036	могла бы	2	1
1037	того кто	1	1
1038	сделать что	1	1
1039	я в	2	1
1040	так называемого	1	1
1041	только может	1	1
1042	выходят за	1	1
1043	т п	39	1
1044	бы установить	1	1
1045	и революции	1	1
1046	возможно что	1	1
1047	это потому	1	1
1048	показать что	2	1
1049	что для	3	1
1050	главным образом	3	1
1051	последний вопрос	1	1
1052	оно имеет	1	1
1053	или о	2	1
1054	но есть	2	1
1055	перед которой	1	1
1056	и никакого	1	1
1057	и др	1	1
1058	писателя как	1	1
1059	культуры что	1	1
1060	когда они	1	1
1061	о его	1	1
1062	сам в	1	1
1063	них не	1	1
1064	процессы в	1	1
1065	значит только	1	1
1066	в силу	16	1
1067	например о	1	1
1068	поразительно что	1	1
1069	есть все	1	1
1070	к живому	1	1
1071	которые были	1	1
1072	слова как	5	1
1073	сказать о	1	1
1074	показывает что	1	1
1075	за себя	1	1
1076	независимо от	1	1
1077	всех этих	4	1
1078	не сказал	1	1
1079	у высшего	1	1
1080	к более	1	1
1081	жизни для	1	1
1082	вопросом о	1	1
1083	своего рода	4	1
1084	к такому	2	1
1085	вело к	1	1
1086	положительно в	1	1
1087	порядка и	1	1
1088	он лишен	1	1
1089	существуют ли	1	1
1090	отходят в	1	1
1091	я уже	2	1
1092	только те	1	1
1093	как с	2	1
1094	такова же	1	1
1095	сравнению со	2	1
1096	себе представить	2	1
1097	также что	2	1
1098	будто в	1	1
1099	очень многое	1	1
1100	константин леонтьев	1	1
1101	перед которым	2	1
1102	говорит и	1	1
1103	мы из	1	1
1104	ведь было	1	1
1105	никак не	5	1
1106	этот не	2	1
1107	необходимость не	1	1
1108	поэтому в	1	1
1109	ответ на	2	1
1110	он возвращает	1	1
1111	он несет	1	1
1112	и делает	1	1
1113	борьбы с	2	1
1114	основной и	1	1
1115	и утверждает	1	1
1116	но нужно	1	1
1117	не на	4	1
1118	она становится	1	1
1119	они требуют	1	1
1120	и форм	1	1
1121	творчества и	1	1
1122	я имею	2	1
1123	о природе	1	1
1124	и неизбежной	1	1
1125	вместо того	1	1
1126	все то	1	1
1127	есть проблема	1	1
1128	не более	1	1
1129	духа русского	1	1
1130	имел бы	1	1
1131	строгом смысле	1	1
1132	это дух	2	1
1133	мы говорим	4	1
1134	заключается в	3	1
1135	обращается к	1	1
1136	на месте	2	1
1137	льва толстого	2	1
1138	лишь к	2	1
1139	это выражение	1	1
1140	не будешь	2	1
1141	к которым	1	1
1142	такой человек?	1	1
1143	в нынешнем	1	1
1144	хотелось бы	2	1
1145	с ними	6	1
1146	человеку не	1	1
1147	многих других	1	1
1148	до полной	1	1
1149	это чувство	1	1
1150	отрицал что	1	1
1151	в слове	3	1
1152	и т	62	1
1153	увидим как	1	1
1154	недостаточно еще	1	1
1155	и подлинное	1	1
1156	слишком мало	1	1
1157	который я	1	1
1158	зависимости от	9	1
1159	которого не	2	1
1160	мало чем	1	1
1161	знает что	1	1
1162	на их	1	1
1163	серьезным и	1	1
1164	ничего общего	2	1
1165	весть о	1	1
1166	в эволюции	1	1
1167	что вообще	1	1
1168	пушкина но	1	1
1169	в словах	1	1
1170	таких слов	2	1
1171	но оно	2	1
1172	все они	1	1
1173	ни на	1	1
1174	признать что	1	1
1175	что теперь	2	1
1176	писателем в	1	1
1177	не является	2	1
1178	человека овладеть	1	1
1179	уже из	2	1
1180	этот кризис	1	1
1181	традиции в	3	1
1182	о духе	1	1
1183	в греческой	2	1
1184	уверен что	1	1
1185	вернемся к	1	1
1186	для всякой	2	1
1187	нельзя ставить	1	1
1188	сознание что	1	1
1189	и социальной	2	1
1190	то и	4	1
1191	чувствовал себя	1	1
1192	один только	1	1
1193	и поставил	1	1
1194	не хочу	2	1
1195	не должно	2	1
1196	явления и	1	1
1197	если для	1	1
1198	самое существенное	1	1
1199	а может	1	1
1200	тех его	1	1
1201	тех пор	2	1
1202	нельзя более	2	1
1203	и никак	1	1
1204	немногие но	1	1
1205	только тогда	4	1
1206	и теперь	1	1
1207	революции она	1	1
1208	народов и	1	1
1209	и вся	1	1
1210	не могло	1	1
1211	значение для	1	1
1212	в которую	1	1
1213	которые должны	1	1
1214	всего лишь	3	1
1215	из сферы	1	1
1216	впрочем и	1	1
1217	силы в	1	1
1218	нельзя понимать	1	1
1219	и наша	1	1
1220	к делу	1	1
1221	вслед за	1	1
1222	на примере	3	1
1223	сами в	1	1
1224	себя вне	1	1
1225	что такая	1	1
1226	в совершенно	2	1
1227	же время	4	1
1228	он есть	3	1
1229	тогда как	2	1
1230	литературы в	1	1
1231	как например	3	1
1232	но без	1	1
1233	она все	1	1
1234	живет такой	1	1
1235	несмотря на	6	1
1236	бы последний	1	1
1237	имеем в	1	1
1238	на которые	1	1
1239	и идеи	1	1
1240	процесса как	1	1
1241	в отличие	3	1
1242	ее не	1	1
1243	тем же	2	1
1244	только одна	1	1
1245	имеет своим	1	1
1246	при котором	1	1
1247	которой протекает	1	1
1248	конца и	1	1
1249	одной из	1	1
1250	правды и	1	1
1251	в сознании	1	1
1252	чтобы все	1	1
1253	а имеет	1	1
1254	не давала	1	1
1255	будь то	1	1
1256	культурной истории	2	1
1257	но подлинное	1	1
1258	для достижения	1	1
1259	а вовсе	1	1
1260	на этих	1	1
1261	с него	2	1
1262	не из	1	1
1263	его разных	1	1
1264	движения и	1	1
1265	только о	3	1
1266	точку зрения	2	1
1267	моментов в	1	1
1268	во внутреннем	1	1
1269	подойти к	3	1
1270	не люблю	1	1
1271	в период	1	1
1272	а что	1	1
1273	не выдерживает	1	1
1274	слова так	1	1
1275	связан с	2	1
1276	одних и	1	1
1277	в свое	4	1
1278	и идет	1	1
1279	то они	1	1
1280	знать что	1	1
1281	что ему	1	1
1282	он находил	1	1
1283	значение в	1	1
1284	и иначе	1	1
1285	смысле что	2	1
1286	берет на	1	1
1287	нас нет	1	1
1288	вот например	2	1
1289	все так	1	1
1290	решительно не	1	1
1291	не нужен	1	1
1292	в первый	2	1
1293	наших глазах	1	1
1294	для всякого	1	1
1295	мы имеем	11	1
1296	не без	1	1
1297	бы на	4	1
1298	для всего	1	1
1299	а это	5	1
1300	не отражается	1	1
1301	что только	2	1
1302	бы у	1	1
1303	новый тип	2	1
1304	то мы	4	1
1305	почву для	1	1
1306	лицом к	2	1
1307	в первую	5	1
1308	чем он	1	1
1309	а все	2	1
