N	2gram	Vygotskiy_	Narrotol
194	подобно тому	1	5
195	если не	1	5
196	их в	6	5
197	и у	7	5
198	с ними	3	5
199	да и	1	5
200	о котором	2	5
201	том как	1	5
202	вследствие этого	1	5
203	было бы	15	5
204	для нее	1	5
205	за пределами	1	5
206	и то	9	5
207	свидетельствует о	1	5
208	мы не	14	5
209	в какой	5	5
210	тем более	2	5
211	тому как	2	5
212	в начале	5	5
213	еще в	2	5
214	в пределах	1	5
215	не случайно	1	5
216	этом и	2	5
217	место в	3	5
218	существенную роль	2	4
219	даже в	5	4
220	не являются	4	4
221	от этих	2	4
222	в виду	4	4
223	по себе	11	4
224	в них	3	4
225	и с	5	4
226	все его	2	4
227	ведет к	1	4
228	конечном счете	1	4
229	роль в	5	4
230	он является	1	4
231	когда в	3	4
232	не существует	1	4
233	которой он	2	4
234	хотя бы	2	4
235	только на	2	4
236	но они	4	4
237	и когда	3	4
238	который в	4	4
239	к этому	5	4
240	внутренней речи	19	4
241	начало и	1	4
242	представить себе	3	4
243	что они	23	4
244	на том	3	4
245	несмотря на	1	4
246	к жизни	2	4
247	и притом	1	4
248	не о	1	4
249	не говорит	1	4
250	тому что	3	4
251	в себя	3	4
252	не будет	2	4
253	по своей	12	4
254	и по	5	4
255	и ее	1	4
256	на ее	1	4
257	для себя	2	4
258	о которой	1	4
259	не на	2	4
260	со всеми	9	4
261	оно не	3	4
262	вместе с	18	4
263	не имеет	3	4
264	которая не	5	4
265	в основе	32	4
266	могла бы	1	4
267	не могло	1	4
268	в обоих	2	4
269	в сфере	3	4
270	в поле	1	4
271	мог бы	5	4
272	начиная с	2	4
273	всяком случае	10	4
274	друг друга	7	4
275	исключительно в	1	4
276	в ходе	1	4
277	ему в	1	4
278	во всяком	10	4
279	для нас	6	4
280	и как	11	4
281	или даже	2	4
282	так в	1	4
283	по своему	14	4
284	не все	1	4
285	в области	9	4
286	она не	1	4
287	эти два	1	4
288	мы узнаем	2	4
289	как он	8	4
290	к ней	2	4
291	как мы	14	4
292	что на	2	4
293	и конец	1	4
294	что было	1	3
295	и составляет	1	3
296	на одном	2	3
297	с этой	6	3
298	говорит о	1	3
299	не бывает	2	3
300	по мере	1	3
301	в этих	4	3
302	каждый из	2	3
303	ситуации в	2	3
304	входит в	7	3
305	не встречается	2	3
306	говорить о	1	3
307	за собой	1	3
308	точно так	4	3
309	не обязательно	1	3
310	так же	26	3
311	друг на	3	3
312	ни одного	1	3
313	наряду с	3	3
314	ключ к	5	3
315	еще одна	1	3
316	в зависимости	6	3
317	все время	6	3
318	что она	7	3
319	что именно	3	3
320	к ее	1	3
321	не происходит	2	3
322	только не	2	3
323	по природе	1	3
324	об одном	1	3
325	с точки	11	3
326	одно из	2	3
327	в следующем	4	3
328	видит в	2	3
329	связи с	14	3
330	но он	1	3
331	не знает	1	3
332	в которой	4	3
333	к чему	1	3
334	всех его	1	3
335	что не	1	3
336	происходит и	1	3
337	характер и	2	3
338	в связи	9	3
339	между ними	6	3
340	же как	10	3
341	и это	7	3
342	сих пор	3	3
343	а потом	2	3
344	должен был	2	3
345	могли бы	16	3
346	но как	4	3
347	а с	4	3
348	и что	15	3
349	можно было	10	3
350	часто не	3	3
351	как уже	8	3
352	не просто	3	3
353	со словами	2	3
354	для окружающих	1	3
355	как известно	7	3
356	детьми и	1	3
357	даже если	1	3
358	в первой	1	3
359	и внутренним	1	3
360	бы быть	2	3
361	а как	2	3
362	здесь мы	4	3
363	или иного	2	3
364	во время	3	3
365	в него	4	3
366	лицо и	1	3
367	при такой	1	3
368	до сих	3	3
369	но достаточно	1	3
370	с таким	4	3
371	в памяти	1	3
372	приводит к	5	3
373	бы не	1	3
374	зависимости от	7	3
375	всей своей	1	3
376	своей жизни	1	3
377	еще и	2	3
378	что мы	18	3
379	как на	2	3
380	в роли	4	3
381	на друга	3	3
382	быть не	2	3
383	и тогда	2	3
384	и лишь	1	3
385	речь идет	4	3
386	подобного рода	1	3
387	случае с	1	3
388	а лишь	1	3
389	нет оснований	3	3
390	тем же	8	3
391	той же	8	3
392	одной из	1	3
393	до конца	2	3
394	всякий раз	2	3
395	на этот	5	3
396	но это	7	3
397	и после	1	3
398	жизни не	1	3
399	которых он	2	3
400	же не	3	3
401	чем он	1	3
402	все равно	4	3
403	в виде	4	3
404	для других	2	3
405	как она	4	3
406	не подлежит	2	3
407	этот раз	2	3
408	все эти	9	3
409	по его	1	3
410	должен быть	1	3
411	особенно в	2	3
412	и потому	2	3
413	того или	2	3
414	только к	2	3
415	между детьми	1	3
416	дело не	1	3
417	связано с	2	3
418	позволяет нам	1	3
419	заключает в	3	3
420	не следует	1	3
421	идет о	2	3
422	же самое	9	3
423	для обозначения	4	3
424	и самого	1	3
425	и только	4	3
426	если она	1	3
427	является в	4	2
428	случае в	2	2
429	мы и	4	2
430	которая в	1	2
431	еще более	1	2
432	но о	1	2
433	на второй	1	2
434	по выражению	5	2
435	те же	6	2
436	нас в	4	2
437	с той	3	2
438	другой стороны	5	2
439	как если	2	2
440	быть может	2	2
441	лишь с	1	2
442	в настоящем	2	2
443	более или	3	2
444	но все	4	2
445	целый ряд	4	2
446	где они	2	2
447	иначе как	2	2
448	тем что	12	2
449	и делает	1	2
450	чем иным	1	2
451	одновременно и	1	2
452	в это	1	2
453	как только	1	2
454	на первый	5	2
455	было в	1	2
456	в действительности	3	2
457	один и	6	2
458	знака это	1	2
459	раз и	1	2
460	и который	1	2
461	своей природе	1	2
462	представления о	2	2
463	в этот	1	2
464	с помощью	64	2
465	между внешней	1	2
466	превращается в	1	2
467	можно ли	2	2
468	и внутренней	4	2
469	с другим	1	2
470	они лишены	1	2
471	вовсе не	5	2
472	места для	1	2
473	к которому	6	2
474	слово не	1	2
475	иным как	1	2
476	тем это	1	2
477	детей в	1	2
478	возникает и	1	2
479	бы в	5	2
480	того же	12	2
481	они могут	3	2
482	жизни с	1	2
483	принадлежит к	1	2
484	в образовании	9	2
485	и мы	2	2
486	и столь	1	2
487	что иное	2	2
488	к одному	10	2
489	детей это	1	2
490	должно быть	3	2
491	время в	1	2
492	по мнению	1	2
493	или иному	4	2
494	и через	1	2
495	до их	1	2
496	отношения между	6	2
497	от тех	2	2
498	одним из	6	2
499	по аналогии	1	2
500	очевидно что	1	2
501	как говорит	7	2
502	ясно что	4	2
503	также в	2	2
504	не есть	5	2
505	без которого	2	2
506	идет по	2	2
507	себе и	2	2
508	точек зрения	1	2
509	есть своя	1	2
510	в других	2	2
511	во всех	3	2
512	выступает в	3	2
513	мы можем	13	2
514	всю свою	1	2
515	перехода от	1	2
516	бы она	1	2
517	сами по	4	2
518	так что	3	2
519	одно и	7	2
520	и является	2	2
521	все те	1	2
522	им самим	1	2
523	даже не	1	2
524	также не	2	2
525	сомневаться в	1	2
526	она была	1	2
527	состояния и	1	2
528	его как	1	2
529	могут быть	9	2
530	в детство	1	2
531	что может	1	2
532	мы будем	4	2
533	с которым	2	2
534	в общем	1	2
535	как самостоятельный	1	2
536	с языком	1	2
537	одного и	5	2
538	на рубеже	1	2
539	и сами	1	2
540	та же	3	2
541	речевой деятельности	1	2
542	опирается на	3	2
543	если в	3	2
544	в сущности	3	2
545	в наиболее	1	2
546	давно уже	1	2
547	из которых	6	2
548	утверждает что	1	2
549	для них	3	2
550	и вновь	1	2
551	себе не	1	2
552	необходимо должна	1	2
553	и одновременно	3	2
554	говорящего и	1	2
555	приобретает в	1	2
556	значения и	6	2
557	в процессе	33	2
558	она служит	1	2
559	которые могут	3	2
560	в которых	3	2
561	никто не	1	2
562	который не	3	2
563	так называемая	4	2
564	том смысле	3	2
565	в каком	3	2
566	к другому	2	2
567	время является	1	2
568	не входит	1	2
569	это и	1	2
570	не объясняет	1	2
571	бы с	3	2
572	по своим	1	2
573	более чем	1	2
574	в течение	2	2
575	автора и	1	2
576	это то	1	2
577	это все	1	2
578	них как	1	2
579	слова и	8	2
580	вступает в	3	2
581	на основании	11	2
582	в мир	1	2
583	тому или	4	2
584	всеми своими	2	2
585	что же	1	2
586	переход от	5	2
587	к двум	1	2
588	на две	2	2
589	в данной	1	2
590	и во	4	2
591	с нею	2	2
592	может оказаться	1	2
593	именно то	1	2
594	что одно	2	2
595	он может	1	2
596	только потому	2	2
597	значении слова	3	2
598	повествование о	2	2
599	обратиться к	1	2
600	бывает в	1	2
601	именно к	1	2
602	после этого	1	2
603	только по	1	2
604	возникает в	2	2
605	не для	1	2
606	что с	8	2
607	все это	8	2
608	узнаем что	1	2
609	в их	12	2
610	однако не	3	2
611	поскольку все	1	2
612	в присутствии	1	2
613	и более	4	2
614	или иначе	2	2
615	необходимо отличать	1	2
616	это еще	1	2
617	указывает на	3	2
618	в ряде	4	2
619	не предполагает	1	2
620	есть в	1	2
621	как можно	1	2
622	для которого	1	2
623	говорит об	2	2
624	или менее	5	2
625	при виде	1	2
626	и вообще	1	2
627	и другого	2	2
628	этих двух	1	2
629	как показывает	4	2
630	напомнить что	1	2
631	он говорит	1	2
632	могут служить	2	2
633	мы его	2	2
634	друга как	2	2
635	когда он	5	2
636	не оставляет	1	2
637	а по	3	2
638	такого типа	1	2
639	говоря о	2	2
640	признать что	1	2
641	на это	1	2
642	отношение к	1	2
643	не можем	4	2
644	ее из	1	2
645	зрения на	2	2
646	от второго	2	2
647	это означает	3	2
648	о своих	1	2
649	это в	1	2
650	впоследствии в	1	2
651	таким же	4	2
652	как для	1	2
653	жизнью и	1	2
654	и действия	1	2
655	иное как	2	2
656	во всем	7	1
657	они являются	8	1
658	в единую	1	1
659	оно все	2	1
660	более высокой	1	1
661	с которыми	4	1
662	некоторых особенностей	1	1
663	образом благодаря	1	1
664	принимает на	1	1
665	сходство с	4	1
666	народов и	1	1
667	которые не	5	1
668	друга на	1	1
669	и люди	1	1
670	последняя из	1	1
671	каждого отдельного	1	1
672	случае мы	1	1
673	есть знак	1	1
674	связанных между	1	1
675	из всех	2	1
676	в разных	1	1
677	связи в	2	1
678	этот момент	4	1
679	самое важное	3	1
680	тем как	4	1
681	в большей	1	1
682	оно становится	2	1
683	ситуации если	1	1
684	речи второй	1	1
685	привести к	2	1
686	это явление	2	1
687	не как	3	1
688	менее не	1	1
689	так можно	1	1
690	которые по	1	1
691	время не	1	1
692	объектов и	1	1
693	самых общих	1	1
694	близкое к	2	1
695	этого момента	2	1
696	по способу	3	1
697	противоречие с	1	1
698	для всех	1	1
699	в живом	3	1
700	путем каким	1	1
701	но что	3	1
702	всей ее	1	1
703	что слово	6	1
704	связь с	4	1
705	их не	1	1
706	предполагает в	1	1
707	в предыдущей	1	1
708	его людьми	2	1
709	значение это	1	1
710	по пути	5	1
711	он имеет	3	1
712	на которых	3	1
713	именно он	1	1
714	его классической	1	1
715	поведения и	2	1
716	ни одна	1	1
717	относится и	1	1
718	самым как	1	1
719	всего следует	1	1
720	и этот	1	1
721	слова с	2	1
722	но по	3	1
723	связана с	3	1
724	или на	1	1
725	его решения	1	1
726	представление о	1	1
727	голосом и	1	1
728	к другим	2	1
729	том или	1	1
730	исходили из	1	1
731	в корне	2	1
732	бы стать	2	1
733	он стоит	2	1
734	приходит в	1	1
735	настаивает на	1	1
736	у которого	1	1
737	оказываются в	1	1
738	обоих случаях	2	1
739	мысли о	1	1
740	на эту	1	1
741	внимание что	2	1
742	предмета и	1	1
743	человеческой речи	9	1
744	но у	1	1
745	отличается от	5	1
746	по признаку	3	1
747	в интересующей	1	1
748	своего исследования	1	1
749	и слово	3	1
750	ко второй	1	1
751	яркого примера	1	1
752	художественное произведение	1	1
753	так например	1	1
754	людей с	2	1
755	относиться к	1	1
756	для исследования	1	1
757	не удается	1	1
758	эти момента	3	1
759	с этим	6	1
760	своем учении	1	1
761	является их	1	1
762	действия и	2	1
763	как справедливо	1	1
764	на этой	7	1
765	к одной	3	1
766	мире не	1	1
767	и третий	2	1
768	выше в	1	1
769	которые мы	3	1
770	не могли	3	1
771	что этот	2	1
772	вопрос о	2	1
773	человека не	1	1
774	нельзя было	1	1
775	чем за	1	1
776	он был	1	1
777	мы увидим	4	1
778	имеет в	2	1
779	связываются в	1	1
780	являются не	1	1
781	внутри себя	1	1
782	это очевидно	2	1
783	во многих	3	1
784	от действительного	1	1
785	основной формы	1	1
786	имея в	1	1
787	что вся	2	1
788	соединяется с	1	1
789	перед человеком	2	1
790	которым в	1	1
791	правда и	1	1
792	общения и	1	1
793	в различных	1	1
794	для данного	1	1
795	виду и	1	1
796	свое отражение	1	1
797	поведения а	1	1
798	образом что	6	1
799	значительной степени	1	1
800	что речь	4	1
801	ее по	1	1
802	и те	3	1
803	что еще	2	1
804	не что	2	1
805	самого начала	6	1
806	указания на	1	1
807	в глаза	2	1
808	настолько что	1	1
809	рода но	2	1
810	принадлежащих к	1	1
811	и мышления	4	1
812	связи которые	3	1
813	самом начале	1	1
814	чтобы они	2	1
815	основу такого	1	1
816	тем кто	1	1
817	например когда	1	1
818	следующим образом	4	1
819	это так	2	1
820	речь не	4	1
821	что все	2	1
822	по контрасту	1	1
823	во всей	3	1
824	совершенно прав	2	1
825	из трех	1	1
826	таким фактором	1	1
827	вернуться к	1	1
828	может отсутствовать	1	1
829	именно с	2	1
830	говорит сам	2	1
831	на три	1	1
832	на предмет	3	1
833	от себя	1	1
834	друг с	10	1
835	имена собственные	1	1
836	и чувства	1	1
837	понятие о	1	1
838	нет никаких	6	1
839	и открывает	1	1
840	но так	2	1
841	этом же	2	1
842	свои собственные	1	1
843	на втором	1	1
844	смысле как	1	1
845	не то	1	1
846	и направляет	1	1
847	базируется на	1	1
848	гораздо более	1	1
849	образования нового	1	1
850	ближе к	1	1
851	бы то	1	1
852	и временных	1	1
853	и ошибок	3	1
854	опыта здесь	1	1
855	о наличии	1	1
856	состоящий из	1	1
857	что дети	1	1
858	здесь нет	1	1
859	в психологии	1	1
860	слова является	1	1
861	как средство	1	1
862	указать на	2	1
863	стороны и	1	1
864	которой является	1	1
865	становится для	2	1
866	собой в	1	1
867	в состоянии	1	1
868	это открытие	1	1
869	мы знаем	10	1
870	смысле в	1	1
871	а тот	1	1
872	получает в	1	1
873	ни было	2	1
874	к истинному	1	1
875	этой цепи	1	1
876	мышления с	6	1
877	предметов которые	2	1
878	который можно	2	1
879	что при	3	1
880	лишь после	1	1
881	к появлению	1	1
882	аналогии с	2	1
883	чем у	1	1
884	объединены в	1	1
885	состоящий в	1	1
886	совершаемые с	1	1
887	совершенно на	1	1
888	к еще	1	1
889	согласно которому	1	1
890	с другими	3	1
891	не обладает	2	1
892	опираясь на	1	1
893	окружающих его	2	1
894	наше внимание	1	1
895	что между	1	1
896	оказывается для	1	1
897	стать таковым	1	1
898	его в	8	1
899	приобрели бы	1	1
900	распространяется на	1	1
901	говорит он	8	1
902	действий и	1	1
903	ни в	12	1
904	все необходимые	1	1
905	о возможности	1	1
906	говорит в	1	1
907	собственного мышления	1	1
908	неизбежно будет	1	1
909	рода не	1	1
910	тех же	2	1
911	была в	1	1
912	собой и	2	1
913	снизу вверх	2	1
914	чтобы определить	1	1
915	прямо не	1	1
916	который по	2	1
917	слов с	1	1
918	и гипотетического	1	1
919	здесь же	1	1
920	и своего	1	1
921	служить для	1	1
922	в атмосфере	1	1
923	данной ситуации	1	1
924	между этими	2	1
925	не остается	1	1
926	но ведь	1	1
927	если первая	2	1
928	лишь на	2	1
929	эти три	2	1
930	встречается в	5	1
931	время как	5	1
932	и характер	2	1
933	того и	2	1
934	уже давно	1	1
935	зрения и	1	1
936	служит для	1	1
937	существенным моментом	1	1
938	о которых	1	1
939	что только	1	1
940	а только	1	1
941	числе и	3	1
942	по характеру	2	1
943	полагает что	2	1
944	речи или	3	1
945	они становятся	1	1
946	мыслит его	1	1
947	чтобы понять	1	1
948	а поскольку	1	1
949	он обладает	1	1
950	к истине	1	1
951	человек как	1	1
952	вошел в	1	1
953	это вполне	1	1
954	слово есть	1	1
955	для его	2	1
956	его развития	3	1
957	для развития	5	1
958	не означает	2	1
959	на этом	3	1
960	в исторической	1	1
961	предполагает что	1	1
962	но речь	1	1
963	говоря в	1	1
964	собой это	1	1
965	мы уже	8	1
966	него есть	1	1
967	зрения в	1	1
968	на котором	3	1
969	определенным образом	1	1
970	связь и	2	1
971	то ни	1	1
972	совсем не	1	1
973	эти слова	1	1
974	после каждой	2	1
975	отношение между	3	1
976	в развитии	46	1
977	именно что	1	1
978	новый предмет	2	1
979	окружающими его	2	1
980	ничто не	1	1
981	реакции на	2	1
982	в детском	5	1
983	что эта	2	1
984	и та	1	1
985	в тех	2	1
986	и тот	6	1
987	за пределы	1	1
988	людьми в	2	1
989	тем и	5	1
990	никаких оснований	1	1
991	не представляется	1	1
992	этом смысле	7	1
993	выражается в	2	1
994	этот вопрос	5	1
995	значения в	1	1
996	не сами	1	1
997	говорили что	3	1
998	в самой	1	1
999	представляется невозможным	1	1
1000	к каждому	1	1
1001	значение и	1	1
1002	не связаны	2	1
1003	из нее	2	1
1004	богаче чем	1	1
1005	но главное	1	1
1006	целом и	2	1
1007	вопрос в	1	1
1008	самого но	1	1
1009	на который	2	1
1010	всегда имеет	1	1
1011	что для	1	1
1012	бы его	1	1
1013	существует ни	1	1
1014	его личности	1	1
1015	это делает	1	1
1016	приводят к	1	1
1017	себе два	1	1
1018	обратимся к	4	1
1019	ребенок относительно	1	1
1020	которое мы	2	1
1021	них не	1	1
1022	с чем	1	1
1023	от высшего	1	1
1024	обнаруживают себя	1	1
1025	теми же	1	1
1026	здесь также	1	1
1027	еды в	1	1
1028	конечного результата	1	1
1029	повседневной жизни	1	1
1030	время пребывания	1	1
1031	процесса и	1	1
1032	бы ни	2	1
1033	речи и	11	1
1034	его к	6	1
1035	слова как	1	1
1036	похожие на	2	1
1037	там где	4	1
1038	в духовном	1	1
1039	связей в	1	1
1040	все течение	2	1
1041	а главное	1	1
1042	так или	1	1
1043	означает что	2	1
1044	обладал бы	1	1
1045	в один	4	1
1046	в одну	1	1
1047	и особенно	4	1
1048	действительной жизни	1	1
1049	если это	2	1
1050	жизни уже	1	1
1051	той степени	2	1
1052	мы видели	8	1
1053	не отличается	2	1
1054	что видит	1	1
1055	такого мышления	1	1
1056	на дворе	1	1
1057	это внутреннее	1	1
1058	этого термина	1	1
1059	знаков и	1	1
1060	то время	5	1
1061	образом и	1	1
1062	за ним	1	1
1063	обоих этих	1	1
1064	в последнем	1	1
1065	по форме	2	1
1066	как с	4	1
1067	с готовым	1	1
1068	речи но	3	1
1069	и сейчас	1	1
1070	как содержание	1	1
1071	в случаях	1	1
1072	с и	2	1
1073	которое возникает	1	1
1074	он только	1	1
1075	которых мы	2	1
1076	был бы	2	1
1077	с такой	1	1
1078	и детей	1	1
1079	оно было	1	1
1080	в противоречие	1	1
1081	говорит нам	1	1
1082	говорит и	2	1
1083	в свое	2	1
1084	содержит в	2	1
1085	с тем	18	1
1086	зрения развития	1	1
1087	сам по	2	1
1088	не приходится	1	1
1089	в другой	2	1
1090	бы возникнуть	5	1
1091	предполагает не	1	1
1092	не исчерпывается	1	1
1093	поэтому в	3	1
1094	равным образом	4	1
1095	из того	4	1
1096	все свое	1	1
1097	речи как	4	1
1098	в отношении	14	1
1099	знаков в	2	1
1100	однако он	1	1
1101	автор в	1	1
1102	частности речь	1	1
1103	деле и	1	1
1104	не могут	5	1
1105	слова у	4	1
1106	в приведенном	1	1
1107	но каждый	1	1
1108	из сказанного	1	1
1109	этой точки	4	1
1110	с этого	1	1
1111	до этого	1	1
1112	однако что	1	1
1113	слов не	1	1
1114	наряду со	1	1
1115	иным образом	1	1
1116	так называемый	1	1
1117	по преимуществу	1	1
1118	легко и	1	1
1119	в большинстве	1	1
1120	содержание и	1	1
1121	объектов которые	1	1
1122	к исследованию	2	1
1123	развития в	4	1
1124	сущности в	1	1
1125	обозначить как	1	1
1126	имеет дело	2	1
1127	этот тип	3	1
1128	но никогда	1	1
1129	же слово	3	1
1130	другой как	1	1
1131	значений но	1	1
1132	затем следует	1	1
1133	отношения к	1	1
1134	к которым	8	1
1135	мы встречаемся	1	1
1136	и они	1	1
1137	ними не	1	1
1138	однако чтобы	1	1
1139	отражение в	2	1
1140	у детей	3	1
1141	же мало	3	1
1142	приводя их	1	1
1143	связаны между	2	1
1144	ключом к	4	1
1145	сравнению с	4	1
1146	друг от	2	1
1147	такой комплекс	5	1
1148	слове и	1	1
1149	что вообще	1	1
1150	словами и	1	1
1151	для взрослых	1	1
1152	к той	2	1
1153	без которых	1	1
1154	или ином	1	1
1155	все они	2	1
1156	без наличия	1	1
1157	только одно	1	1
1158	в новое	2	1
1159	дальнейшее развитие	1	1
1160	свое внимание	1	1
1161	знака при	1	1
1162	к нашему	1	1
1163	им из	1	1
1164	совершенно не	1	1
1165	впечатление что	1	1
1166	более сложного	1	1
1167	слова которое	1	1
1168	вытекает из	2	1
1169	восприятия а	1	1
1170	языка и	1	1
1171	и видит	1	1
1172	оба эти	5	1
1173	первая из	1	1
1174	на какой	1	1
1175	совпадает с	7	1
1176	задний план	1	1
1177	и достаточно	1	1
1178	в значительной	1	1
1179	относится к	1	1
1180	на основе	29	1
1181	оказывается здесь	1	1
1182	по сравнению	6	1
1183	этой двойственности	1	1
1184	основе этого	4	1
1185	поле зрения	1	1
1186	из его	1	1
1187	в непосредственном	1	1
1188	что если	3	1
1189	именно на	1	1
1190	то все	1	1
1191	и вся	1	1
1192	результате чего	1	1
1193	и взрослого	12	1
1194	слов и	5	1
1195	от других	2	1
1196	чтобы возник	1	1
1197	части из	1	1
1198	и до	1	1
1199	одна и	1	1
1200	у человека	2	1
1201	установку на	2	1
1202	он есть	1	1
1203	при своем	1	1
1204	и наоборот	1	1
1205	другого в	2	1
1206	им в	3	1
1207	раз когда	1	1
1208	о детях	1	1
1209	образом не	2	1
1210	известной степени	1	1
1211	чем с	1	1
1212	на более	3	1
1213	к детской	1	1
1214	может послужить	1	1
1215	но мы	1	1
1216	между людьми	1	1
1217	что здесь	2	1
1218	заметить что	1	1
1219	нет и	1	1
1220	впервые в	1	1
1221	представлениями о	1	1
1222	из истории	1	1
1223	начинает означать	1	1
1224	не знаем	2	1
1225	то она	1	1
1226	поднимается на	1	1
1227	переход к	1	1
1228	этого слова	13	1
1229	этот второй	1	1
1230	со словом	2	1
1231	достаточно напомнить	1	1
1232	к новой	1	1
1233	не видит	1	1
1234	главным образом	3	1
1235	включая в	1	1
1236	у них	3	1
1237	как объективно	1	1
1238	событие он	1	1
1239	речи у	5	1
1240	если только	2	1
1241	моментов в	3	1
1242	тот же	10	1
1243	слова от	2	1
1244	с того	1	1
1245	в другое	2	1
1246	собой по	1	1
1247	его можно	1	1
1248	детского и	1	1
1249	находятся в	1	1
1250	рода к	1	1
1251	фаза в	2	1
1252	постольку поскольку	2	1
1253	от более	1	1
1254	но на	3	1
1255	и прямо	1	1
1256	что оно	8	1
1257	мышления в	29	1
1258	которым он	2	1
1259	значение в	5	1
1260	ничем не	2	1
1261	так как	19	1
1262	смысле что	2	1
1263	многих других	3	1
1264	сверху вниз	1	1
1265	может не	1	1
1266	своему происхождению	1	1
1267	различие между	2	1
1268	то вторая	1	1
1269	и было	1	1
1270	этот процесс	4	1
1271	он выступает	1	1
1272	по сходству	2	1
1273	того как	5	1
1274	в первый	2	1
1275	можно в	1	1
1276	том числе	3	1
1277	уже в	10	1
1278	одним и	5	1
1279	связи между	6	1
1280	предположение что	1	1
1281	нам не	1	1
1282	процесс развития	3	1
1283	основе которого	1	1
1284	на что	1	1
1285	напротив все	1	1
1286	же мере	1	1
1287	и взрослыми	2	1
1288	для всего	2	1
1289	которые все	1	1
1290	деле не	1	1
1291	для данной	1	1
1292	в жизнь	1	1
1293	совершенно другим	2	1
1294	день и	1	1
1295	ее в	2	1
1296	новейшие исследования	2	1
1297	поведения в	2	1
1298	видеть в	4	1
1299	указание на	1	1
1300	а предмет	1	1
1301	всего тем	1	1
1302	этом следует	1	1
1303	что каждый	2	1
