N	2gram	Tiupa_Disk	Freidism
147	чем не	3	5
148	самого начала	2	5
149	потому и	1	5
150	что она	1	5
151	он сам	2	5
152	во внутреннем	1	5
153	той же	2	5
154	это не	5	5
155	в ее	4	5
156	что и	5	5
157	с их	3	5
158	в которой	2	5
159	между ними	1	5
160	в этих	4	5
161	в себя	7	5
162	внутренней речи	5	5
163	и по	2	5
164	не было	9	5
165	во второй	1	5
166	не знает	4	5
167	как это	2	5
168	далеко не	10	5
169	только то	2	5
170	от того	1	5
171	в большинстве	3	5
172	заключается в	3	5
173	что может	1	5
174	ничего не	1	5
175	в период	2	5
176	отнюдь не	11	5
177	а потому	1	4
178	мы и	1	4
179	как с	1	4
180	в основном	1	4
181	мысли и	2	4
182	сам по	1	4
183	характер и	3	4
184	в виду	2	4
185	сводится к	7	4
186	по себе	3	4
187	если бы	1	4
188	именно в	5	4
189	в собственном	1	4
190	может стать	1	4
191	как в	16	4
192	себя и	2	4
193	это и	2	4
194	данном случае	6	4
195	в данном	9	4
196	в котором	7	4
197	в первый	1	4
198	потому что	7	4
199	и оно	1	4
200	не всегда	2	4
201	в этот	1	4
202	и т.п	18	4
203	слова и	2	4
204	только на	2	4
205	а только	1	4
206	в истории	5	4
207	отметить что	1	4
208	свою очередь	3	4
209	нет и	1	4
210	на него	2	4
211	в своем	11	4
212	учения об	1	4
213	одна из	1	4
214	но это	3	4
215	едва ли	2	4
216	этот процесс	1	4
217	и за	1	4
218	этом отношении	4	4
219	тем не	1	4
220	человека в	6	4
221	таком случае	1	4
222	не существует	1	4
223	в голову	2	4
224	я не	1	4
225	по своему	3	4
226	между собой	2	4
227	войти в	1	4
228	на язык	1	4
229	и вообще	2	4
230	человека к	1	4
231	это как	1	4
232	в таких	1	4
233	не дает	1	4
234	и может	3	4
235	должны быть	3	4
236	своей основе	2	4
237	в другом	5	4
238	личности и	1	4
239	внешнем мире	1	4
240	в области	3	4
241	его к	1	4
242	с ее	3	4
243	в целом	5	4
244	ответ на	1	3
245	во втором	5	3
246	для всех	2	3
247	до сих	1	3
248	и должны	1	3
249	на почве	3	3
250	и при	1	3
251	это уже	1	3
252	утверждает что	1	3
253	для них	1	3
254	в результате	3	3
255	в них	6	3
256	не сможет	2	3
257	оно не	2	3
258	и даже	4	3
259	все то	1	3
260	сил и	1	3
261	их в	2	3
262	значение в	1	3
263	себя с	2	3
264	не делает	1	3
265	конечном счете	2	3
266	к его	5	3
267	жизни в	4	3
268	приводит к	4	3
269	которое не	1	3
270	и смерть	1	3
271	связано с	1	3
272	раз и	1	3
273	он был	1	3
274	этот период	1	3
275	сознания в	2	3
276	между двумя	1	3
277	о них	2	3
278	в одном	5	3
279	уже в	2	3
280	как на	1	3
281	из наиболее	2	3
282	на две	1	3
283	тем же	1	3
284	в нашем	2	3
285	непосредственно из	1	3
286	о том	12	3
287	на этот	1	3
288	всего к	1	3
289	того же	5	3
290	и то	4	3
291	говорит о	1	3
292	мир в	1	3
293	они не	2	3
294	к человеку	1	3
295	к себе	2	3
296	сознания это	1	3
297	к сознанию	1	3
298	в конечном	2	3
299	поведении человека	1	3
300	и притом	1	3
301	этого не	1	3
302	наших дней	2	3
303	одним из	2	3
304	на себя	2	3
305	возможно только	2	3
306	но для	2	3
307	развития как	1	3
308	такой же	1	3
309	не остается	1	3
310	случае не	1	3
311	является по	1	3
312	и как	9	3
313	согласиться с	1	3
314	и сам	2	3
315	на все	1	3
316	и со	1	3
317	и следовательно	1	3
318	в условиях	1	3
319	же касается	4	3
320	себе и	1	3
321	которой он	1	3
322	сих пор	1	3
323	следующей главе	1	3
324	этих двух	1	3
325	сказать и	2	3
326	читателя в	1	3
327	в г	2	3
328	такие же	1	3
329	в самых	1	3
330	ни один	1	3
331	между тем	5	3
332	в какой	2	3
333	и желания	1	3
334	в искусстве	1	3
335	когда он	3	3
336	не приходится	2	3
337	и является	1	3
338	и ни	1	3
339	как не	3	3
340	человека с	1	3
341	вторая часть	1	3
342	целом и	1	3
343	себя в	8	3
344	в поведении	1	3
345	мы называем	1	3
346	и от	2	3
347	и есть	2	3
348	чаще всего	1	3
349	формы и	1	3
350	на всем	1	3
351	а как	1	3
352	независимо от	1	3
353	в эпоху	5	3
354	о поведении	1	2
355	однако и	2	2
356	новое и	1	2
357	и другие	1	2
358	этому времени	1	2
359	опирается на	2	2
360	в момент	2	2
361	самого себя	1	2
362	жизни а	2	2
363	и мотивы	1	2
364	его с	2	2
365	должна быть	2	2
366	для себя	6	2
367	и их	1	2
368	помимо воли	1	2
369	оказывается не	1	2
370	вот как	1	2
371	в некоторых	1	2
372	из которых	1	2
373	не как	5	2
374	для восприятия	1	2
375	не исчерпывается	1	2
376	в науке	2	2
377	из того	1	2
378	нас в	2	2
379	его таким	1	2
380	в предыдущей	1	2
381	или во	1	2
382	особого рода	3	2
383	в первом	4	2
384	но все	2	2
385	с таким	1	2
386	равно как	1	2
387	не позволяет	2	2
388	содержание и	1	2
389	в составе	5	2
390	теми же	1	2
391	к другим	3	2
392	отношения к	2	2
393	в мире	9	2
394	и они	1	2
395	только через	2	2
396	они и	3	2
397	приходит в	2	2
398	а именно	1	2
399	не имеет	1	2
400	является для	1	2
401	отличается от	3	2
402	да и	2	2
403	роли в	1	2
404	желал бы	1	2
405	при помощи	1	2
406	их нельзя	1	2
407	и было	3	2
408	но их	1	2
409	всей его	2	2
410	его и	1	2
411	в такой	1	2
412	реальности и	2	2
413	бы и	1	2
414	должно быть	2	2
415	выводит из	1	2
416	вопрос о	2	2
417	произведение искусства	1	2
418	совершенно иной	1	2
419	в круг	1	2
420	отсюда и	1	2
421	принципиально не	2	2
422	одной стороны	12	2
423	лежат в	1	2
424	представляет собой	24	2
425	и теперь	1	2
426	в изучении	1	2
427	в различных	2	2
428	превращается в	1	2
429	цели и	1	2
430	же самое	2	2
431	с другой	14	2
432	в прошлом	1	2
433	на более	1	2
434	в отличие	13	2
435	всех областях	1	2
436	заметить что	2	2
437	мог бы	1	2
438	и во	2	2
439	но именно	1	2
440	может оказаться	1	2
441	только при	1	2
442	то она	2	2
443	не имели	1	2
444	для понимания	2	2
445	это прежде	3	2
446	только его	1	2
447	теперь уже	1	2
448	друг друга	2	2
449	только о	2	2
450	исключительно в	1	2
451	жизни но	2	2
452	как к	2	2
453	поэтому они	1	2
454	обе стороны	1	2
455	на языке	3	2
456	что с	2	2
457	по преимуществу	2	2
458	выходит за	1	2
459	ничем не	1	2
460	и служит	1	2
461	зависит от	2	2
462	с одной	12	2
463	такого рода	11	2
464	в состоянии	1	2
465	для всего	1	2
466	для своего	3	2
467	о нем	3	2
468	в качестве	45	2
469	поведения в	3	2
470	но как	2	2
471	чем он	2	2
472	в их	5	2
473	вспомнить о	1	2
474	отказаться от	1	2
475	из важнейших	2	2
476	а также	15	2
477	будто бы	3	2
478	дело в	3	2
479	как его	2	2
480	по их	1	2
481	в конце	1	2
482	он в	1	2
483	если и	1	2
484	же как	1	2
485	не есть	3	2
486	другом месте	1	2
487	разрыв между	1	2
488	рассказывает что	2	2
489	к своему	2	2
490	от этого	1	2
491	о которых	1	2
492	это было	2	2
493	должен быть	1	2
494	жизни то	1	2
495	что как	1	2
496	в одной	4	2
497	об ее	1	2
498	связаны с	1	2
499	на них	1	2
500	не то	2	2
501	а с	8	2
502	же из	1	2
503	же с	1	2
504	отличие от	13	2
505	а его	1	2
506	предыдущей главе	1	2
507	его не	1	2
508	также и	6	2
509	в работе	1	2
510	человека как	1	2
511	к этим	1	2
512	дело не	3	2
513	или же	1	2
514	речи и	2	2
515	является его	1	2
516	и тем	2	2
517	если же	1	2
518	всех других	1	2
519	ни одно	2	2
520	в нашей	1	2
521	входит в	2	2
522	не следует	4	2
523	этом смысле	1	2
524	к которой	1	2
525	первого и	2	2
526	и часто	1	2
527	когда мы	1	2
528	но эти	1	2
529	в книге	2	2
530	даже если	1	2
531	внешним объективным	1	2
532	образом в	1	2
533	или иной	8	2
534	но если	1	2
535	из этого	1	2
536	как система	1	2
537	там где	1	2
538	человек не	2	2
539	то в	1	2
540	к работе	2	2
541	как совокупность	1	2
542	чтобы не	2	2
543	три года	1	2
544	он должен	1	2
545	мира в	6	2
546	не к	3	2
547	это новое	1	2
548	суть такие	1	1
549	в особенности	5	1
550	что было	1	1
551	науки о	1	1
552	во всем	2	1
553	мире и	2	1
554	аналогии с	2	1
555	чему служат	1	1
556	всего это	1	1
557	утверждать что	1	1
558	и правильно	1	1
559	человеческой личности	1	1
560	образом и	1	1
561	область в	1	1
562	котором они	1	1
563	писателя или	1	1
564	можно говорить	2	1
565	разные формы	1	1
566	речевой деятельности	2	1
567	и существенно	1	1
568	всего на	1	1
569	различия в	1	1
570	мы обратимся	1	1
571	типа как	1	1
572	этих событий	1	1
573	индивидуальной жизни	1	1
574	то есть	29	1
575	в хх	1	1
576	исходя из	3	1
577	в случаях	1	1
578	которая в	3	1
579	на ее	2	1
580	не сложилось	1	1
581	хх веке	1	1
582	со своего	1	1
583	и должно	2	1
584	или по	1	1
585	дело с	2	1
586	групп и	1	1
587	чувства как	1	1
588	даже в	1	1
589	не всякий	1	1
590	что отец	1	1
591	художественного творчества	1	1
592	этом случае	3	1
593	в разных	1	1
594	отношении к	1	1
595	и должен	1	1
596	по выражению	3	1
597	никак не	1	1
598	можно определить	2	1
599	в глубинах	1	1
600	существенно для	1	1
601	первых двух	1	1
602	в область	1	1
603	историю не	1	1
604	что человек	1	1
605	иногда и	1	1
606	интерес к	2	1
607	к выводу	1	1
608	требует от	2	1
609	поставленный вопрос	1	1
610	могут восприниматься	1	1
611	его от	1	1
612	литературного произведения	3	1
613	в правильности	1	1
614	ранних лет	1	1
615	не бывает	1	1
616	целом ряде	1	1
617	этом как	1	1
618	только еще	1	1
619	в плоскости	1	1
620	и эти	1	1
621	и строго	2	1
622	их перед	1	1
623	от их	1	1
624	на смену	3	1
625	человека только	1	1
626	этим путем	1	1
627	так выразиться	2	1
628	читателя и	1	1
629	но только	1	1
630	не более	3	1
631	на которых	1	1
632	ряде других	1	1
633	отличаются от	1	1
634	на примере	3	1
635	целого но	1	1
636	этот род	1	1
637	вопрос этот	1	1
638	свое наиболее	1	1
639	как при	1	1
640	эпоху его	1	1
641	с самою	1	1
642	человека для	1	1
643	в различные	1	1
644	тем что	4	1
645	именно о	1	1
646	представление о	1	1
647	например в	4	1
648	и разложения	1	1
649	в освещении	1	1
650	восприниматься как	1	1
651	с тем	1	1
652	на определенной	1	1
653	имеет место	4	1
654	там же	3	1
655	к самому	1	1
656	к искусству	2	1
657	его речи	1	1
658	ли не	3	1
659	с еще	1	1
660	выход из	1	1
661	в слове	1	1
662	жизненного потока	1	1
663	не приводит	1	1
664	странное и	1	1
665	работе над	1	1
666	мотивов но	1	1
667	бы не	1	1
668	отделения от	1	1
669	который не	2	1
670	если можно	2	1
671	вследствие этого	4	1
672	в это	1	1
673	его точка	1	1
674	них в	2	1
675	различные формы	2	1
676	в ряду	4	1
677	всему что	1	1
678	социальной ситуации	1	1
679	по крайней	3	1
680	на одном	1	1
681	к той	4	1
682	и нет	1	1
683	здесь имеет	1	1
684	относящимся к	1	1
685	свое время	3	1
686	вырастает из	1	1
687	первый взгляд	1	1
688	но оно	1	1
689	и того	6	1
690	которых можно	1	1
691	именно такой	1	1
692	понятно что	1	1
693	этом пункте	1	1
694	остановимся на	1	1
695	во все	1	1
696	на три	1	1
697	ее к	1	1
698	она же	1	1
699	было в	4	1
700	здесь возможны	1	1
701	где нет	1	1
702	речью и	1	1
703	что этот	1	1
704	о чем-то	1	1
705	более ранних	1	1
706	отказавшись от	1	1
707	своей собственной	3	1
708	не согласиться	1	1
709	не имеют	2	1
710	что всякое	1	1
711	каждая вещь	1	1
712	то и	1	1
713	своего исследования	1	1
714	действительности это	1	1
715	в противоположность	6	1
716	мы его	1	1
717	говорить не	1	1
718	решающее значение	1	1
719	наконец в	1	1
720	понятия в	1	1
721	к чужой	1	1
722	на друга	1	1
723	в каких	1	1
724	и другой	2	1
725	еще на	1	1
726	всей ее	1	1
727	имея в	3	1
728	что вся	1	1
729	в современном	3	1
730	своего происхождения	1	1
731	от трагедии	1	1
732	данного высказывания	2	1
733	обойтись без	1	1
734	развития и	1	1
735	образуется в	1	1
736	но уже	3	1
737	мы все	2	1
738	к своим	3	1
739	может служить	2	1
740	действительного не	1	1
741	событие общения	1	1
742	слов и	1	1
743	как небо	1	1
744	которых она	1	1
745	в строгом	5	1
746	приходит к	1	1
747	о своем	1	1
748	для данного	3	1
749	значение чем	1	1
750	целый ряд	2	1
751	времени и	5	1
752	например для	1	1
753	только это	1	1
754	действия и	1	1
755	в выявлении	2	1
756	точке зрения	2	1
757	новое качество	1	1
758	и тоже	1	1
759	друг на	1	1
760	не динамика	1	1
761	известной степени	3	1
762	некоторое время	1	1
763	слов о	1	1
764	из виду	4	1
765	человека эта	1	1
766	обратим внимание	1	1
767	и там	1	1
768	и еще	1	1
769	переход от	2	1
770	пародия на	1	1
771	говорит об	1	1
772	жизни как	2	1
773	своем собственном	1	1
774	в контексте	3	1
775	получает возможность	1	1
776	и страха	1	1
777	исторического существования	1	1
778	одной из	4	1
779	сохраняется в	1	1
780	следующим образом	1	1
781	громадное значение	1	1
782	общие черты	1	1
783	к которому	2	1
784	учения и	1	1
785	деятельности человека	1	1
786	следует упускать	1	1
787	объект и	1	1
788	том же	1	1
789	утрачивает свою	1	1
790	обнаруживает себя	2	1
791	который по	3	1
792	русской литературы	1	1
793	момент в	3	1
794	по-видимому в	1	1
795	он помещает	1	1
796	быть все	1	1
797	как некое	1	1
798	этого слова	1	1
799	состязания и	1	1
800	до известной	2	1
801	его составе	2	1
802	определяется не	2	1
803	однако в	3	1
804	все их	1	1
805	от них	1	1
806	перед нами	4	1
807	что даже	2	1
808	человеческой деятельности	1	1
809	у них	1	1
810	только потому	1	1
811	не мог	1	1
812	в особом	2	1
813	на своем	1	1
814	этом же	1	1
815	стороны он	1	1
816	крайней мере	3	1
817	часто и	1	1
818	жизни с	1	1
819	базируется на	1	1
820	но есть	1	1
821	бытия а	2	1
822	к содержанию	3	1
823	своего развития	1	1
824	непосредственно и	1	1
825	ближе к	2	1
826	самых ранних	1	1
827	читатель может	1	1
828	об их	1	1
829	основе этих	1	1
830	оно в	1	1
831	что они	1	1
832	в свое	3	1
833	сводить к	1	1
834	как со	1	1
835	к различным	2	1
836	не зная	1	1
837	но на	1	1
838	и он	2	1
839	общения в	3	1
840	ему в	3	1
841	ведь для	1	1
842	от его	1	1
843	т.е по	1	1
844	различие между	3	1
845	но из	1	1
846	совершаются в	1	1
847	указать на	3	1
848	нас не	1	1
849	при всей	9	1
850	не всякая	1	1
851	поэтому в	2	1
852	собой в	1	1
853	мы ничего	1	1
854	возникает в	1	1
855	внимание на	5	1
856	общение с	1	1
857	план для	1	1
858	упускать из	2	1
859	его себе	1	1
860	проявляется в	2	1
861	но от	1	1
862	он усматривает	1	1
863	бы на	1	1
864	же их	1	1
865	в теоретическом	1	1
866	лишь часть	1	1
867	хотя и	3	1
868	своей не	1	1
869	трудно не	1	1
870	не хочет	1	1
871	не соответствует	1	1
872	совершается на	1	1
873	они определили	1	1
874	высказывания с	2	1
875	ситуации в	1	1
876	есть в	3	1
877	со своим	1	1
878	из своих	1	1
879	от сознания	1	1
880	взаимодействия а	1	1
881	понимания этого	1	1
882	еще отсутствует	1	1
883	от остальной	1	1
884	не обладает	2	1
885	не ограничивается	2	1
886	и один	1	1
887	свет и	1	1
888	слово в	1	1
889	в европейской	1	1
890	не знаем	1	1
891	за другими	1	1
892	в формах	2	1
893	все прочие	1	1
894	основана на	1	1
895	не связано	1	1
896	в виде	1	1
897	позиция самого	1	1
898	однако не	1	1
899	высказывания не	2	1
900	в практике	1	1
901	века и	1	1
902	болтовня и	1	1
903	что является	1	1
904	пределах одной	1	1
905	или в	2	1
906	к некоторому	1	1
907	жизни это	1	1
908	что к	1	1
909	к чему	2	1
910	остается и	1	1
911	влияния на	2	1
912	что его	1	1
913	рода так	1	1
914	и всякое	2	1
915	именно ему	1	1
916	и приводит	1	1
917	в изложении	1	1
918	про себя	1	1
919	религиозного учения	1	1
920	можно так	2	1
921	с теми	1	1
922	там и	1	1
923	не признает	1	1
924	оно достаточно	1	1
925	которых является	1	1
926	как говорит	1	1
927	с той	3	1
928	и без	2	1
929	следует понимать	1	1
930	человек в	1	1
931	лежит на	2	1
932	свободен в	1	1
933	эти две	1	1
934	говорят о	1	1
935	из той	1	1
936	так на	1	1
937	при таком	1	1
938	бытия с	1	1
939	мира и	3	1
940	на фоне	1	1
941	своего существования	1	1
942	а иногда	1	1
943	свои формы	1	1
944	быть ничего	1	1
945	того и	2	1
946	не на	3	1
947	здесь не	1	1
948	же к	1	1
949	служит для	2	1
950	на возможность	1	1
951	не знала	1	1
952	в первые	1	1
953	для современной	1	1
954	точек зрения	1	1
955	и это	3	1
956	в сторону	4	1
957	в смысле	1	1
958	в каждой	3	1
959	на границе	1	1
960	из одного	1	1
961	все наши	1	1
962	вследствие чего	2	1
963	частной жизни	4	1
964	особенно в	1	1
965	вводит в	1	1
966	нельзя не	2	1
967	тем более	1	1
968	не все	1	1
969	и другого	2	1
970	внутреннего сопротивления	1	1
971	не был	1	1
972	той или	6	1
973	момент жизни	1	1
974	людей в	1	1
975	что хотя	1	1
976	в русской	4	1
977	но его	1	1
978	в каждом	2	1
979	не говоря	2	1
980	возникают и	1	1
981	точкой зрения	2	1
982	того или	3	1
983	не имея	2	1
984	человек как	1	1
985	поэтому и	1	1
986	в опыте	1	1
987	и быть	1	1
988	всякое конкретное	1	1
989	и других	1	1
990	а к	3	1
991	уже сказано	1	1
992	первая часть	1	1
993	он ни	2	1
994	действия в	1	1
995	реплики в	2	1
996	связи с	4	1
997	в философии	1	1
998	некоторых его	1	1
999	в наше	4	1
1000	картины мира	8	1
1001	в объект	1	1
1002	в ранний	2	1
1003	близко к	1	1
1004	своего исторического	1	1
1005	но при	3	1
1006	другом и	1	1
1007	образований и	1	1
1008	как уже	5	1
1009	можно назвать	2	1
1010	или не	2	1
1011	тому как	5	1
1012	о возможности	1	1
1013	не по	1	1
1014	от содержания	1	1
1015	по этой	2	1
1016	и собственно	2	1
1017	в теории	1	1
1018	одни и	1	1
1019	эпохи развития	1	1
1020	он стал	1	1
1021	это по	1	1
1022	истории а	1	1
1023	на чем	1	1
1024	не будет	1	1
1025	но зато	2	1
1026	но она	3	1
1027	от отца	1	1
1028	их с	1	1
1029	не с	4	1
1030	одно и	2	1
1031	в тех	2	1
1032	для человека	1	1
1033	на область	1	1
1034	в форме	2	1
1035	др в	1	1
1036	отдельных лиц	1	1
1037	в начале	2	1
1038	еще в	6	1
1039	даже не	1	1
1040	стороны и	3	1
1041	и времени	1	1
1042	в современной	2	1
1043	жеста и	1	1
1044	речь или	1	1
1045	за которыми	2	1
1046	и т.д	5	1
1047	мысль о	3	1
1048	могла бы	2	1
1049	основе своей	4	1
1050	рассматривать как	2	1
1051	сознания от	1	1
1052	например не	1	1
1053	свою задачу	1	1
1054	ее жизнь	1	1
1055	занимает в	1	1
1056	я это	1	1
1057	не наиболее	1	1
1058	о ней	2	1
1059	я в	2	1
1060	всех его	1	1
1061	тем как	1	1
1062	никакого отношения	1	1
1063	так называемого	1	1
1064	тот или	2	1
1065	все дело	1	1
1066	чем она	1	1
1067	со своими	1	1
1068	функций и	1	1
1069	рода в	2	1
1070	одного из	5	1
1071	себя именно	1	1
1072	в понимании	1	1
1073	что во	1	1
1074	этом пути	1	1
1075	и социальные	1	1
1076	и каждый	1	1
1077	с самых	1	1
1078	звучит в	1	1
1079	которые в	1	1
1080	к человеческому	1	1
1081	это делает	1	1
1082	но прежде	1	1
1083	только по	1	1
1084	которое мы	1	1
1085	а часто	1	1
1086	всех основных	1	1
1087	более широкого	1	1
1088	по аналогии	2	1
1089	для каждого	1	1
1090	более позднее	1	1
1091	еще одно	1	1
1092	слова в	2	1
1093	содержания и	1	1
1094	отождествляется с	1	1
1095	в человеческой	1	1
1096	же в	1	1
1097	бытия и	1	1
1098	действительно в	1	1
1099	сведения о	1	1
1100	свидетельствуют о	1	1
1101	как будто	3	1
1102	его жизненного	1	1
1103	на то	1	1
1104	себе самому	1	1
1105	процесса и	1	1
1106	протекает в	1	1
1107	определить как	2	1
1108	на мир	1	1
1109	события в	3	1
1110	каждый момент	1	1
1111	или иного	2	1
1112	может и	4	1
1113	их взаимоотношения	1	1
1114	и ведет	1	1
1115	себе как	1	1
1116	его времени	1	1
1117	таким же	1	1
1118	и чем	1	1
1119	от всего	1	1
1120	с соответствующими	1	1
1121	за счет	1	1
1122	что на	3	1
1123	где мы	1	1
1124	наше время	4	1
1125	искусства в	1	1
1126	конкретное высказывание	1	1
1127	мира с	2	1
1128	на слово	1	1
1129	себе а	1	1
1130	и сами	1	1
1131	являются наиболее	1	1
1132	котором он	2	1
