N	2gram	Bakhtin_Pr	Myshleni
377	в одной	9	12
378	и потому	9	12
379	свое выражение	1	12
380	еще более	1	12
381	ко всем	2	12
382	в первом	3	12
383	к нему	13	12
384	от его	1	12
385	несмотря на	7	12
386	в ее	4	12
387	тем не	1	12
388	выражение в	6	12
389	но только	3	12
390	были бы	5	12
391	никак не	3	12
392	это и	10	12
393	только к	1	12
394	первый план	1	12
395	в ней	8	12
396	входит в	11	12
397	они являются	1	11
398	в последнее	1	11
399	не столько	3	11
400	не могли	3	11
401	в других	1	11
402	находится в	2	11
403	на котором	3	11
404	на том	1	11
405	по типу	1	11
406	отношения к	4	11
407	с ее	5	11
408	и при	1	11
409	в каком	2	11
410	друг другу	3	11
411	ответ на	2	11
412	на самом	5	11
413	есть в	10	11
414	не по	3	11
415	идет о	5	11
416	что на	1	11
417	одно из	2	11
418	например в	5	11
419	мы увидим	1	11
420	вот почему	3	11
421	наряду с	1	11
422	на пороге	4	11
423	гораздо более	1	11
424	не знает	5	11
425	в конце	9	11
426	а только	3	11
427	он в	3	11
428	в один	2	11
429	ничего общего	1	11
430	слово в	3	11
431	лежит в	3	11
432	или менее	1	11
433	в пределах	13	11
434	и наконец	5	11
435	есть не	3	11
436	вслед за	1	10
437	мысли как	1	10
438	является для	2	10
439	что именно	2	10
440	по выражению	2	10
441	чем это	1	10
442	но для	2	10
443	что как	1	10
444	что такое	1	10
445	в случае	1	10
446	в другой	4	10
447	этот процесс	1	10
448	не совпадает	2	10
449	у нас	2	10
450	перейти к	1	10
451	числе и	1	10
452	или иной	3	10
453	из всех	1	10
454	за собой	3	10
455	и которые	1	10
456	и т.п	8	10
457	и значение	1	10
458	самом начале	3	10
459	и у	6	10
460	здесь мы	3	10
461	во второй	1	10
462	как с	1	10
463	представляют собой	1	10
464	если не	2	10
465	относится к	2	10
466	не могло	1	10
467	и слово	6	10
468	том числе	1	10
469	и слова	1	10
470	и до	5	9
471	понятно что	1	9
472	для всей	1	9
473	к этим	2	9
474	как по	1	9
475	под влиянием	1	9
476	той или	3	9
477	более или	1	9
478	должны быть	1	9
479	в тех	1	9
480	та же	1	9
481	друг к	4	9
482	оно не	2	9
483	зависит от	1	9
484	и заключается	1	9
485	основе этого	1	9
486	что же	5	9
487	к предмету	1	9
488	развитии и	1	9
489	но эта	4	9
490	сама по	3	9
491	а по	1	9
492	не с	1	9
493	в плане	5	9
494	место в	2	9
495	в момент	4	9
496	к этой	1	9
497	иначе чем	1	9
498	только для	2	9
499	как только	2	9
500	говорить о	3	9
501	не то	1	9
502	и он	3	9
503	и притом	3	9
504	представляется нам	2	9
505	находит свое	2	9
506	в первой	3	9
507	оно есть	1	9
508	еще в	1	9
509	совершенно не	2	9
510	такого рода	1	9
511	видим в	1	9
512	он может	4	9
513	хотя и	1	9
514	в самой	10	9
515	переход к	1	9
516	но с	4	9
517	или в	2	9
518	должен быть	1	9
519	и во-вторых	1	9
520	само по	4	9
521	не как	15	8
522	стоит в	1	8
523	на которых	1	8
524	эти исследования	1	8
525	о котором	1	8
526	которая не	2	8
527	в этот	2	8
528	уже и	2	8
529	не умеет	1	8
530	уже по	1	8
531	этих процессов	1	8
532	одному и	1	8
533	эти три	2	8
534	в эту	1	8
535	все остальные	1	8
536	что только	1	8
537	от нее	1	8
538	поэтому в	2	8
539	отношении к	3	8
540	эти связи	1	8
541	мысли но	1	8
542	тенденция к	1	8
543	нам известно	1	8
544	все равно	3	8
545	образом в	2	8
546	на одном	1	8
547	только и	1	8
548	осознания и	1	8
549	не являются	1	8
550	где они	1	8
551	к другой	1	8
552	совершенно в	1	8
553	убедиться в	1	8
554	отношений и	2	8
555	как правило	1	8
556	не возникает	2	8
557	и функции	1	8
558	себе и	3	8
559	остается в	2	8
560	и др	1	8
561	не на	6	8
562	со стороны	6	8
563	бы с	1	8
564	в зоне	2	8
565	и тогда	1	8
566	что я	2	8
567	связан с	1	8
568	в более	1	8
569	на которой	2	8
570	нисколько не	2	8
571	мы его	2	8
572	только то	3	8
573	еще на	1	8
574	самой своей	1	8
575	что не	6	8
576	в таком	2	7
577	и сам	5	7
578	сознания в	2	7
579	на него	4	7
580	он сам	9	7
581	в живом	1	7
582	для решения	1	7
583	со словом	1	7
584	этот период	1	7
585	структурные особенности	1	7
586	всех этих	3	7
587	и делает	1	7
588	мы остановимся	3	7
589	его и	4	7
590	в значительной	1	7
591	переходит к	2	7
592	у них	1	7
593	скажем только	1	7
594	которых он	1	7
595	ничего кроме	1	7
596	восприятия и	1	7
597	это предположение	1	7
598	возможно только	1	7
599	мере в	1	7
600	одну из	1	7
601	позволяет нам	1	7
602	же в	3	7
603	это в	3	7
604	случае в	1	7
605	которая в	1	7
606	каждого отдельного	1	7
607	но тем	1	7
608	образом и	1	7
609	за ним	2	7
610	мышления которые	1	7
611	в жизни	7	7
612	не существует	1	7
613	которой он	1	7
614	представления о	1	7
615	но они	4	7
616	первом случае	1	7
617	мы думаем	1	7
618	именно потому	3	7
619	общего с	1	7
620	развитие и	1	7
621	и особенно	2	7
622	во втором	1	7
623	его с	2	7
624	должна быть	4	7
625	он что	1	7
626	с внешней	1	7
627	с ними	3	7
628	не имеют	1	7
629	при помощи	1	7
630	без всякого	1	7
631	его мысль	1	7
632	принадлежит к	1	7
633	ничем не	2	7
634	здесь в	3	7
635	сознания и	9	7
636	слова не	1	7
637	это слово	1	7
638	же по	3	7
639	случае не	1	7
640	он говорит	3	7
641	признать что	1	7
642	лучшем случае	3	7
643	мы постараемся	1	6
644	только один	2	6
645	же предмет	1	6
646	до самого	1	6
647	это противоречие	1	6
648	к ней	1	6
649	уже не	14	6
650	как например	2	6
651	раз и	4	6
652	другом в	2	6
653	для данного	1	6
654	себе в	1	6
655	образом как	1	6
656	распадается на	1	6
657	всего в	2	6
658	не остается	1	6
659	в каждом	11	6
660	в лучшем	3	6
661	значение и	1	6
662	последнего времени	1	6
663	к правильному	1	6
664	оно может	2	6
665	и самый	1	6
666	как к	3	6
667	том и	2	6
668	том смысле	1	6
669	в словах	2	6
670	ни на	2	6
671	бы и	6	6
672	наконец в	2	6
673	и больше	1	6
674	и наиболее	1	6
675	и там	1	6
676	нет и	4	6
677	совершенно так	2	6
678	он как	4	6
679	в сферу	1	6
680	или даже	2	6
681	словом как	1	6
682	в условиях	4	6
683	которая как	1	6
684	и эти	1	6
685	образом мы	1	6
686	лежит не	1	6
687	происходит в	1	6
688	в разговоре	1	6
689	что было	4	6
690	же мысль	1	6
691	говорит о	1	6
692	и другими	6	6
693	его на	2	6
694	нашему мнению	3	6
695	действительности в	1	6
696	является как	1	6
697	перед ним	2	6
698	одна из	4	6
699	и теоретически	1	6
700	на язык	1	6
701	как его	2	6
702	типа и	3	6
703	точек зрения	5	6
704	его значение	1	6
705	могло бы	1	6
706	для его	4	6
707	в связь	1	6
708	что может	2	6
709	внимания и	1	6
710	с которым	1	6
711	которого мы	1	6
712	как таковой	2	6
713	на ее	2	6
714	слова мы	1	6
715	если принять	1	6
716	может стать	1	6
717	по самому	1	6
718	именно поэтому	1	6
719	знает что	1	6
720	лежат в	2	6
721	роль в	2	6
722	из которого	2	6
723	потому и	2	6
724	дело в	1	6
725	раз навсегда	1	6
726	и понимания	3	6
727	это было	3	6
728	мы встречаемся	1	6
729	и о	5	6
730	по нашему	5	6
731	формы в	1	5
732	кроме того	3	5
733	думаем что	1	5
734	из всего	2	5
735	к самому	1	5
736	приходит в	1	5
737	им в	4	5
738	мысль от	1	5
739	в противоположность	3	5
740	только как	1	5
741	может служить	1	5
742	от той	1	5
743	к ним	3	5
744	в контексте	2	5
745	нигде не	6	5
746	поэтому с	1	5
747	слово как	1	5
748	отдельные элементы	1	5
749	новые и	1	5
750	той мере	1	5
751	все его	4	5
752	как такового	1	5
753	об одном	1	5
754	того в	1	5
755	пути и	1	5
756	поэтому он	1	5
757	того и	1	5
758	эти слова	1	5
759	не дает	4	5
760	ведет к	1	5
761	которые он	3	5
762	на первом	2	5
763	для них	3	5
764	под этим	2	5
765	сам с	1	5
766	на их	1	5
767	он является	1	5
768	каждой из	1	5
769	как если	1	5
770	при определении	1	5
771	на две	1	5
772	в данной	1	5
773	котором мы	2	5
774	на ряд	2	5
775	не видит	1	5
776	только с	2	5
777	ее на	1	5
778	он делает	1	5
779	только его	1	5
780	однако не	2	5
781	бы для	1	5
782	все они	4	5
783	от всех	1	5
784	сами по	4	5
785	менее всего	4	5
786	и другого	1	5
787	в предисловии	1	5
788	же что	5	5
789	утверждает что	1	5
790	человека с	1	5
791	рассматривать как	1	5
792	ни один	5	5
793	есть все	1	5
794	и ту	1	5
795	от него	3	5
796	т.е в	1	5
797	свою мысль	2	5
798	бы все	1	5
799	что по	1	5
800	мы только	1	5
801	в новом	1	5
802	но даже	1	5
803	существующих в	1	5
804	значительной степени	1	5
805	что еще	1	5
806	всегда и	1	5
807	вообще и	1	5
808	говорит об	2	5
809	быть в	2	5
810	есть только	5	5
811	что говорит	1	5
812	а следовательно	1	5
813	себя в	5	5
814	и весь	1	5
815	на протяжении	3	5
816	прийти к	1	5
817	может иметь	1	5
818	видит в	1	5
819	мысль с	1	5
820	бы к	2	5
821	это как	2	5
822	другими словами	2	5
823	все те	2	5
824	в форме	8	5
825	генетического анализа	1	5
826	и возникает	1	5
827	вопрос в	1	5
828	основанное на	1	5
829	не для	1	5
830	а потому	4	5
831	был бы	6	5
832	поэтому она	1	5
833	есть нечто	2	5
834	что должно	1	5
835	оказывается в	1	5
836	если это	1	5
837	из тех	3	5
838	лежащие в	2	5
839	видим что	2	5
840	не потому	4	5
841	из одной	1	5
842	о языке	1	5
843	на более	1	5
844	заметить что	2	5
845	как у	4	5
846	видеть в	1	5
847	в полном	2	5
848	этому возникает	1	5
849	слова но	2	5
850	чтобы сделать	1	5
851	конце концов	7	5
852	в основной	1	5
853	плана в	2	5
854	у нее	1	5
855	всей его	2	5
856	прежде чем	1	5
857	бы он	3	5
858	более того	5	5
859	в сложном	1	4
860	первой и	1	4
861	зрения на	12	4
862	со всем	2	4
863	мысль как	2	4
864	в применении	1	4
865	линии развития	2	4
866	тем как	4	4
867	далее что	1	4
868	но ведь	4	4
869	в единую	1	4
870	вот что	2	4
871	мне кажется	2	4
872	уже на	1	4
873	на эту	1	4
874	как более	1	4
875	есть то	4	4
876	так например	1	4
877	во все	5	4
878	для разрешения	1	4
879	ничто не	1	4
880	что вся	1	4
881	на пути	2	4
882	и когда	1	4
883	предисловии к	2	4
884	и другом	2	4
885	конечно не	7	4
886	можно ли	1	4
887	ни одного	4	4
888	отношения и	1	4
889	отношения в	1	4
890	чего он	1	4
891	бы то	3	4
892	которого он	1	4
893	слова то	1	4
894	не путем	1	4
895	не было	5	4
896	или не	2	4
897	и говорит	1	4
898	как таковое	1	4
899	рядом с	16	4
900	так сказать	8	4
901	особенности в	1	4
902	если оно	1	4
903	в ответ	1	4
904	бы они	1	4
905	и та	1	4
906	также не	2	4
907	он еще	2	4
908	ту сторону	2	4
909	участвуют в	1	4
910	до предела	1	4
911	и сами	1	4
912	была бы	5	4
913	мышления он	1	4
914	то здесь	1	4
915	к той	2	4
916	который он	1	4
917	он представляет	1	4
918	вперед в	1	4
919	в очень	1	4
920	речи он	1	4
921	и вот	4	4
922	из его	4	4
923	с которой	4	4
924	вступает в	5	4
925	от других	2	4
926	может ли	1	4
927	которую он	2	4
928	она может	1	4
929	самой природе	1	4
930	только при	3	4
931	слова он	1	4
932	здесь не	2	4
933	не из	3	4
934	самое слово	2	4
935	слова так	1	4
936	из отдельных	1	4
937	что значит	2	4
938	всеми своими	2	4
939	первом месте	1	4
940	на нее	1	4
941	является по	1	4
942	движение по	1	4
943	и со	3	4
944	и могут	2	4
945	с любым	1	4
946	в каждой	3	4
947	того или	1	4
948	то он	3	4
949	выше в	1	4
950	с полным	1	4
951	не оставляет	4	4
952	есть и	2	4
953	к которой	1	4
954	или как	5	4
955	но эти	2	4
956	сохраняет свою	1	4
957	огромное значение	1	4
958	действительно не	1	4
959	то новое	1	4
960	как будто	4	4
961	противоречии с	1	4
962	мечты и	1	4
963	за счет	2	4
964	и своего	1	4
965	его построения	1	4
966	строго говоря	1	4
967	в некоторых	1	4
968	к более	2	4
969	а именно	4	4
970	и самое	4	4
971	в одно	1	4
972	в дальнейшем	2	4
973	то это	1	4
974	почти не	1	4
975	это последнее	1	4
976	этом мы	1	4
977	превращается в	4	4
978	самого понятия	1	4
979	мы приводили	1	4
980	входят в	3	4
981	исходит из	3	4
982	говорит сам	2	4
983	отдельными элементами	1	4
984	и становится	2	4
985	эти же	2	4
986	как слово	4	4
987	нельзя сказать	1	4
988	ни было	4	4
989	далеко за	1	4
990	и сама	1	4
991	про себя	3	4
992	целом ряде	3	4
993	они действительно	1	4
994	которая является	1	4
995	или к	2	4
996	совсем не	1	4
997	но при	1	4
998	и одновременно	5	4
999	его не	2	4
1000	хотя в	1	4
1001	нас с	1	4
1002	сравнительно с	1	4
1003	на который	1	4
1004	однако в	2	4
1005	мысль в	1	4
1006	бы оно	1	4
1007	процесса и	2	4
1008	а как	8	4
1009	слова до	1	4
1010	постараемся показать	1	4
1011	к одной	1	4
1012	не идет	1	4
1013	одну и	1	4
1014	до этого	1	4
1015	как при	1	4
1016	одно слово	1	4
1017	которого является	1	4
1018	себя и	4	4
1019	чем же	2	4
1020	поэтому не	2	4
1021	все три	6	4
1022	совершенно иной	1	4
1023	и если	1	4
1024	совершается как	1	4
1025	тому или	1	4
1026	с мыслью	1	4
1027	здесь и	2	4
1028	из него	1	4
1029	формы и	1	4
1030	мы действительно	1	4
1031	в определенных	1	4
1032	этой формы	2	4
1033	и эта	3	4
1034	нет надобности	2	4
1035	развивается не	1	4
1036	контакт с	1	4
1037	быть совершенно	1	4
1038	всю свою	1	4
1039	не могу	1	4
1040	к области	1	4
1041	вплотную к	1	4
1042	думать что	1	4
1043	на всю	1	4
1044	новое что	1	4
1045	как их	3	4
1046	выражения в	1	4
1047	жизни и	21	4
1048	известной степени	1	4
1049	этому вопросу	1	4
1050	как для	1	4
1051	в чисто	2	4
1052	не к	1	4
1053	только из	1	3
1054	не слово	2	3
1055	в настоящем	4	3
1056	и становятся	1	3
1057	или иных	1	3
1058	он видит	1	3
1059	основных моментов	1	3
1060	и само	2	3
1061	о мире	6	3
1062	и именно	1	3
1063	происходит не	1	3
1064	в новую	3	3
1065	этот тип	1	3
1066	с не	1	3
1067	по своим	4	3
1068	зрения с	1	3
1069	а вместе	1	3
1070	в жизнь	1	3
1071	о чем-то	1	3
1072	этого последнего	1	3
1073	другу и	1	3
1074	уже у	1	3
1075	всем этим	2	3
1076	оно как	1	3
1077	должна была	4	3
1078	каждое слово	1	3
1079	на практике	1	3
1080	это осознание	1	3
1081	в прошлом	1	3
1082	и еще	2	3
1083	в голове	1	3
1084	и новые	1	3
1085	он так	1	3
1086	ее как	3	3
1087	что отличает	1	3
1088	эта новая	3	3
1089	именно на	2	3
1090	от них	3	3
1091	что даже	1	3
1092	в структуре	1	3
1093	не над	1	3
1094	она есть	1	3
1095	кажется нам	1	3
1096	еще одну	1	3
1097	по природе	4	3
1098	в научной	1	3
1099	о двух	2	3
1100	сознание если	1	3
1101	мышления то	1	3
1102	показал как	1	3
1103	как можно	3	3
1104	своей книги	1	3
1105	напомним что	1	3
1106	или иная	1	3
1107	судить о	1	3
1108	одном из	3	3
1109	единство сознания	2	3
1110	автора к	1	3
1111	не стоит	1	3
1112	а для	1	3
1113	всей их	1	3
1114	не встречает	1	3
1115	не отличается	1	3
1116	этих трех	1	3
1117	часто не	1	3
1118	развитие этой	1	3
1119	могла бы	1	3
1120	я это	2	3
1121	совершенно новый	1	3
1122	ставит вопрос	1	3
1123	отдельной мысли	2	3
1124	связь по	1	3
1125	но прежде	1	3
1126	даже если	1	3
1127	новой формы	3	3
1128	и чужого	1	3
1129	нам кажется	4	3
1130	на слово	1	3
1131	не так	3	3
1132	раз он	1	3
1133	ним и	4	3
1134	которая и	1	3
1135	и должен	1	3
1136	в плоскости	5	3
1137	самим собой	1	3
1138	является одним	2	3
1139	не приводит	1	3
1140	бы не	3	3
1141	да и	3	3
1142	он произносит	1	3
1143	правильному пониманию	1	3
1144	не входит	3	3
1145	дальнейшее развитие	2	3
1146	образом все	2	3
1147	всем этом	1	3
1148	так чтобы	3	3
1149	этой работы	2	3
1150	в новый	1	3
1151	и независимо	1	3
1152	остается только	1	3
1153	работа над	1	3
1154	и теперь	1	3
1155	одной плоскости	7	3
1156	для меня	2	3
1157	ни были	2	3
1158	всю полноту	1	3
1159	тогда как	1	3
1160	каждый из	1	3
1161	ним но	1	3
1162	эту концепцию	1	3
1163	впервые в	1	3
1164	мысли ее	1	3
1165	внешних условий	1	3
1166	до известной	1	3
1167	появляется в	1	3
1168	является только	1	3
1169	правда с	1	3
1170	от всякого	1	3
1171	именно к	2	3
1172	благоприятные условия	1	3
1173	и пр	3	3
1174	этой мысли	1	3
1175	о нем	16	3
1176	нам еще	1	3
1177	ведь это	3	3
1178	своей книге	2	3
1179	его собственную	2	3
1180	в движение	1	3
1181	этой новой	2	3
1182	не создает	1	3
1183	но уже	1	3
1184	такие же	1	3
1185	благодаря чему	2	3
1186	и всегда	1	3
1187	самого последнего	1	3
1188	их на	1	3
1189	же это	2	3
1190	может и	1	3
1191	если она	1	3
1192	не надо	1	3
1193	вещи не	1	3
1194	другом но	1	3
1195	или нет	1	3
1196	которой они	1	3
1197	общения с	1	3
1198	как одна	1	3
1199	она является	2	3
1200	на высшей	1	3
1201	и внутренне	3	3
1202	особенностей которые	1	3
1203	понимания и	2	3
1204	значение не	1	3
1205	плоскости в	1	3
1206	случае они	1	3
1207	внутренней связи	1	3
1208	личности не	1	3
1209	новую структуру	1	3
1210	живет в	1	3
1211	от детей	1	3
1212	с этими	1	3
1213	для понимания	5	3
1214	и внешней	1	3
1215	они могут	2	3
1216	действительно в	1	3
1217	другие авторы	1	3
1218	логических отношений	1	3
1219	эта форма	4	3
1220	как же	5	3
1221	и можно	1	3
1222	что за	1	3
1223	прямо не	2	3
1224	смысле и	1	3
1225	должны остановиться	1	3
1226	себя как	5	3
1227	следовательно и	2	3
1228	зрения и	2	3
1229	мы проследим	1	3
1230	здесь как	1	3
1231	психологии и	1	3
1232	то ни	3	3
1233	его внутренней	1	3
1234	явления в	1	3
1235	если же	3	3
1236	всех других	1	3
1237	не приходится	1	3
1238	и затем	1	3
1239	в новое	1	3
1240	условия для	2	3
1241	это делает	2	3
1242	ней в	1	3
1243	бы быть	3	3
1244	же мы	2	3
1245	или иного	1	3
1246	сказать так	1	3
1247	и ничего	1	3
1248	взгляд на	1	3
1249	по форме	1	3
1250	с уже	1	3
1251	вот как	1	3
1252	и приобретает	1	3
1253	они даны	1	3
1254	и единство	2	3
1255	наблюдений над	1	3
1256	месте и	2	3
1257	сознании в	1	3
1258	же самый	1	3
1259	словом но	1	3
1260	к нам	2	3
1261	быть понято	1	3
1262	дело идет	12	3
1263	ли он	2	3
1264	чтобы убедиться	1	3
1265	сразу и	1	3
1266	слова для	1	3
1267	сливается с	6	3
1268	случае и	1	3
1269	всего на	1	3
1270	друга и	2	3
1271	же время	10	3
1272	только это	1	3
1273	она все	1	3
1274	имеем в	2	3
1275	чем его	1	3
1276	а и	2	3
1277	но именно	5	3
1278	та или	1	3
1279	материал и	2	3
1280	подойти к	1	3
1281	этого термина	1	3
1282	многих других	1	3
1283	в первый	1	3
1284	слово потому	1	3
1285	к истории	1	3
1286	и развиваются	1	3
1287	что так	1	3
1288	что каждый	1	3
1289	же не	1	3
1290	по ту	2	3
1291	не выражается	1	3
1292	как таковая	1	3
1293	мира и	8	3
1294	это происходит	1	3
1295	к своему	1	3
1296	и оно	2	3
1297	он прежде	1	3
1298	равно что	1	3
1299	он ни	2	3
1300	нами особенности	2	3
1301	что касается	1	3
1302	не появляется	1	3
1303	конечно в	2	3
1304	далеко не	3	3
1305	стало быть	2	3
1306	свое значение	1	3
1307	что из	3	3
1308	в большинстве	3	3
1309	на это	2	3
1310	как из	1	3
1311	он и	9	3
1312	быть не	1	3
1313	в книге	4	3
1314	находиться в	2	3
1315	и благодаря	2	3
