N	2gram	Tiupa_Anal	Formalny
343	к нему	4	5
344	всего в	3	5
345	то в	2	5
346	время и	1	5
347	смысла с	1	5
348	хотя и	4	5
349	не от	1	5
350	не столько	5	5
351	что не	3	5
352	а только	1	5
353	в эту	3	5
354	могло бы	1	5
355	мы уже	2	5
356	не приходится	2	5
357	и что	2	5
358	этом смысле	3	5
359	его как	3	5
360	и по	2	5
361	а как	4	5
362	в него	1	5
363	не так	3	5
364	если в	3	5
365	же является	1	5
366	в отношении	2	5
367	что оно	1	5
368	между которыми	1	5
369	ни о	3	5
370	даже не	2	5
371	подхода к	3	5
372	приводит к	2	5
373	не имеет	1	5
374	да и	2	5
375	ни на	1	5
376	то он	3	5
377	бы и	1	5
378	то и	2	5
379	высказывания и	3	5
380	в значительной	1	5
381	слов и	2	5
382	в отличие	8	5
383	одной из	2	5
384	языка а	1	5
385	до известной	1	5
386	к предмету	4	5
387	в самой	1	5
388	и то	4	5
389	для нас	1	5
390	в широком	4	5
391	однако не	4	5
392	непосредственно в	1	5
393	а о	1	5
394	и эта	1	5
395	виду что	1	5
396	всякое высказывание	1	5
397	на все	2	5
398	в такой	2	5
399	отличие от	8	5
400	она должна	1	5
401	тому как	5	5
402	одни и	2	5
403	мы должны	2	5
404	таким же	1	5
405	борьба с	3	5
406	еще в	4	5
407	одного из	4	5
408	произведения не	1	5
409	по аналогии	1	5
410	слова в	1	5
411	же в	1	5
412	все более	1	5
413	может и	2	5
414	настоящего времени	1	5
415	не можем	1	5
416	науки о	2	4
417	от него	2	4
418	является в	1	4
419	мы и	1	4
420	возможно лишь	1	4
421	можно и	1	4
422	к этой	1	4
423	об искусстве	2	4
424	литературном произведении	2	4
425	не являются	2	4
426	историка литературы	1	4
427	к другим	2	4
428	исходить из	1	4
429	имеет место	6	4
430	к самому	2	4
431	теоретической поэтики	1	4
432	химическом соединении	1	4
433	должна была	2	4
434	между двумя	7	4
435	для данного	3	4
436	превращается в	3	4
437	себе в	2	4
438	это единство	1	4
439	в замкнутом	1	4
440	в основу	1	4
441	на него	3	4
442	во всей	1	4
443	одна из	1	4
444	на котором	3	4
445	того же	7	4
446	едва ли	4	4
447	влияние на	1	4
448	на протяжении	2	4
449	в химическом	1	4
450	тем не	3	4
451	самый предмет	1	4
452	произведения его	1	4
453	от тех	1	4
454	очевидно что	1	4
455	в таком	5	4
456	тогда когда	3	4
457	место и	1	4
458	всех своих	1	4
459	от других	1	4
460	в целях	1	4
461	от конкретного	1	4
462	не будет	3	4
463	соединении с	1	4
464	этот вопрос	1	4
465	или иное	1	4
466	могла бы	3	4
467	он в	5	4
468	что для	1	4
469	не значит	1	4
470	слова как	1	4
471	в сюжете	2	4
472	в романе	2	4
473	и сами	2	4
474	однако и	1	4
475	та же	1	4
476	его из	1	4
477	в литературной	1	4
478	героя в	2	4
479	романа в	4	4
480	литературного развития	1	4
481	подобно тому	5	4
482	смысла в	2	4
483	как не	1	4
484	есть лишь	1	4
485	значения и	1	4
486	быть понято	1	4
487	установкой на	3	4
488	к другому	1	4
489	высказывание в	1	4
490	аналогии с	1	4
491	думать что	2	4
492	произведение искусства	9	4
493	совпадает с	6	4
494	идет о	1	4
495	наконец в	1	4
496	со всей	1	4
497	отношении к	1	4
498	данного произведения	3	4
499	между людьми	1	4
500	и во	3	4
501	для всего	1	4
502	в литературном	2	4
503	и о	3	4
504	но если	1	4
505	они были	1	4
506	этот процесс	1	4
507	зависит от	1	4
508	в художественной	1	4
509	о нем	4	4
510	здесь в	2	4
511	слово в	1	4
512	в ином	2	4
513	или в	2	4
514	или иначе	2	4
515	литературные произведения	1	4
516	сама по	1	4
517	или даже	3	4
518	один и	1	4
519	но при	2	4
520	и смыслом	2	4
521	тех же	1	4
522	как он	4	4
523	ведь если	1	4
524	одним из	3	4
525	и тогда	3	4
526	не к	3	4
527	во всем	1	3
528	для всех	1	3
529	дело с	5	3
530	среда в	1	3
531	оно становится	1	3
532	в году	1	3
533	самом же	1	3
534	требует от	1	3
535	в одном	3	3
536	определяется и	1	3
537	научное высказывание	1	3
538	значения в	1	3
539	а именно	3	3
540	предмета и	1	3
541	языка то	1	3
542	широком смысле	2	3
543	на первый	1	3
544	самом произведении	1	3
545	во все	1	3
546	в противовес	3	3
547	было в	1	3
548	как язык	2	3
549	органическое единство	1	3
550	не должен	2	3
551	ничто не	2	3
552	продолжает жить	1	3
553	не всегда	4	3
554	как совокупность	2	3
555	это было	1	3
556	сознания в	4	3
557	из себя	1	3
558	воздействия на	1	3
559	не об	1	3
560	в различных	1	3
561	и каждого	1	3
562	в контексте	5	3
563	том чтобы	7	3
564	следующим образом	1	3
565	друг с	2	3
566	к этим	1	3
567	в системе	1	3
568	и иной	1	3
569	не происходит	1	3
570	мы видим	1	3
571	от смысла	1	3
572	эволюции в	1	3
573	внимание на	3	3
574	нашей работы	1	3
575	этом фоне	1	3
576	проявляется в	4	3
577	а и	1	3
578	в качестве	38	3
579	но как	1	3
580	но он	1	3
581	исторической поэтики	2	3
582	быть только	1	3
583	значение лишь	1	3
584	с художественной	1	3
585	же касается	1	3
586	из одного	1	3
587	в чем	2	3
588	произведение есть	1	3
589	что как	3	3
590	внутренней речи	9	3
591	вопроса о	4	3
592	этой плоскости	1	3
593	видение и	1	3
594	от них	1	3
595	произведение является	1	3
596	в противном	1	3
597	не сводится	2	3
598	все остальные	1	3
599	так что	3	3
600	речи и	2	3
601	его художественной	2	3
602	все те	1	3
603	и тот	2	3
604	не просто	2	3
605	она была	1	3
606	культуры и	1	3
607	это приводит	1	3
608	всех сторон	1	3
609	бы оно	1	3
610	если они	2	3
611	как система	6	3
612	художественное восприятие	5	3
613	каждого из	1	3
614	и особенно	4	3
615	сливаются в	1	3
616	связи и	1	3
617	из возможных	2	3
618	искусства нет	1	3
619	смысле слова	1	3
620	и при	1	3
621	художественного творчества	2	3
622	фактов и	1	3
623	никак не	2	3
624	поэтому в	1	3
625	борьбы с	3	3
626	так или	1	3
627	сюжета и	1	3
628	в в	1	3
629	в которых	1	3
630	том смысле	1	3
631	бы не	3	3
632	том как	1	3
633	вследствие этого	5	3
634	в каком	1	3
635	в словах	2	3
636	перед нами	1	3
637	все они	2	3
638	художественного целого	15	3
639	время оно	1	3
640	это понятие	1	3
641	сюжетного развертывания	1	3
642	и заключается	2	3
643	том числе	3	3
644	и если	2	3
645	это только	2	3
646	явления и	1	3
647	обойтись без	1	3
648	для нее	2	3
649	вступает в	4	3
650	при анализе	1	3
651	каждый из	3	3
652	состоит в	16	3
653	образом не	3	3
654	в данной	1	3
655	о поэзии	1	3
656	в сознании	6	3
657	он может	2	3
658	как предмет	4	3
659	о художественном	1	3
660	неотделимо от	2	3
661	то или	1	3
662	тот же	2	3
663	или другой	1	3
664	что собственно	1	3
665	произведения или	1	3
666	из своих	2	3
667	сознания и	1	3
668	возможно только	1	3
669	с их	2	3
670	материал для	1	3
671	целого высказывания	1	3
672	или иной	8	3
673	и другое	1	3
674	вообще не	2	3
675	вне произведения	1	3
676	противном случае	1	3
677	к своему	2	3
678	со своей	2	3
679	на его	4	3
680	с другом	2	3
681	тем более	2	3
682	же деле	1	3
683	может иметь	2	3
684	одну из	2	3
685	а от	1	3
686	во второй	3	3
687	когда он	1	3
688	не с	8	3
689	в науке	1	3
690	с установкой	1	3
691	и иных	1	3
692	числе и	1	3
693	же самое	3	3
694	или точнее	2	3
695	что о	1	3
696	в современной	1	3
697	на то	2	3
698	мира в	2	3
699	нуждается в	9	3
700	бытия в	1	3
701	что на	3	3
702	а н	1	3
703	в понятии	1	3
704	все что	3	2
705	художественная реальность	9	2
706	связан с	1	2
707	в душе	1	2
708	говоря уже	1	2
709	только один	1	2
710	типа как	1	2
711	в структуру	1	2
712	всего может	1	2
713	равнодушен к	1	2
714	тем как	2	2
715	или нет	1	2
716	о чем	3	2
717	строго говоря	3	2
718	говорит о	5	2
719	привести к	1	2
720	в принципе	8	2
721	о произведении	1	2
722	связь с	1	2
723	положения в	1	2
724	ко всем	2	2
725	каждое новое	1	2
726	художественное целое	2	2
727	о мире	1	2
728	отношением к	2	2
729	том или	4	2
730	его на	1	2
731	искусства является	2	2
732	в собственном	3	2
733	только через	2	2
734	произведения непременно	1	2
735	языка на	1	2
736	или ином	4	2
737	и нисколько	1	2
738	смысла как	3	2
739	при помощи	2	2
740	сюжет как	1	2
741	и того	5	2
742	во внешнем	4	2
743	восприятия в	2	2
744	говорить не	1	2
745	имеется еще	1	2
746	отрыве от	2	2
747	научной мысли	1	2
748	уже о	1	2
749	и событие	1	2
750	одной и	1	2
751	а непосредственно	1	2
752	то его	2	2
753	его собственной	1	2
754	с другим	5	2
755	на художественную	1	2
756	с этими	1	2
757	же слова	1	2
758	еще одна	3	2
759	что она	1	2
760	который в	3	2
761	что говорит	1	2
762	и входит	1	2
763	сознания а	1	2
764	чем это	1	2
765	себя в	8	2
766	и становится	1	2
767	но сама	1	2
768	его ценностной	1	2
769	наука об	1	2
770	которыми располагается	1	2
771	пусть и	1	2
772	той мере	2	2
773	его то	1	2
774	указать на	1	2
775	как для	1	2
776	но отнюдь	2	2
777	к разрешению	1	2
778	несмотря на	5	2
779	на этих	1	2
780	и художественно	1	2
781	что самая	1	2
782	х годов	2	2
783	слово есть	1	2
784	литературу как	1	2
785	не совпадают	1	2
786	совершенно случайным	1	2
787	или не	2	2
788	не знает	4	2
789	прежде чем	2	2
790	именно здесь	2	2
791	различно в	1	2
792	или хотя	1	2
793	искусства говорит	1	2
794	в последних	1	2
795	система в	1	2
796	лишь на	1	2
797	не требуется	1	2
798	в ряду	2	2
799	представляется нам	1	2
800	в двух	4	2
801	полагает что	1	2
802	не был	2	2
803	той или	8	2
804	вопрос об	3	2
805	это вполне	1	2
806	а с	3	2
807	того в	1	2
808	данный момент	2	2
809	творца и	1	2
810	произведения то	1	2
811	чтобы он	1	2
812	что его	1	2
813	человека как	1	2
814	языком и	1	2
815	действующих лиц	1	2
816	на нем	1	2
817	одно и	2	2
818	и та	2	2
819	можно было	1	2
820	бы уже	1	2
821	также не	1	2
822	как один	1	2
823	произведение не	2	2
824	как известно	4	2
825	и художественное	1	2
826	в ритме	2	2
827	мы их	1	2
828	однако в	4	2
829	облекается в	1	2
830	на отдельные	1	2
831	в первой	2	2
832	и есть	3	2
833	сторону и	2	2
834	жизни с	1	2
835	согласно учению	1	2
836	при всем	1	2
837	на место	3	2
838	события в	2	2
839	для чего	2	2
840	из этой	1	2
841	в какой-то	1	2
842	и существеннее	1	2
843	были бы	1	2
844	на жизнь	1	2
845	собственном смысле	1	2
846	как формулирует	1	2
847	в последующих	1	2
848	как с	1	2
849	на первом	1	2
850	из одних	1	2
851	из того	5	2
852	в тех	1	2
853	за свой	1	2
854	с ними	2	2
855	особого рода	9	2
856	этой точки	2	2
857	конечно и	1	2
858	оно ни	1	2
859	то на	1	2
860	их и	1	2
861	заключается в	2	2
862	то оно	1	2
863	времени не	2	2
864	евгения онегина	1	2
865	далеко не	6	2
866	и просто	2	2
867	литературный факт	1	2
868	можно утверждать	1	2
869	никто не	3	2
870	строится в	1	2
871	объективную данность	1	2
872	одним и	1	2
873	не учитывать	1	2
874	конкретных проблем	1	2
875	лишь одним	1	2
876	не совпадает	1	2
877	автора и	4	2
878	не должно	1	2
879	и второй	1	2
880	из его	2	2
881	только тогда	1	2
882	в конструктивное	1	2
883	произведения от	1	2
884	и вся	1	2
885	или иных	3	2
886	как если	1	2
887	смысл в	1	2
888	без другого	2	2
889	времени и	7	2
890	случае с	1	2
891	было и	1	2
892	имеем в	1	2
893	вещь а	1	2
894	переход от	1	2
895	к ним	1	2
896	только одна	1	2
897	организации произведения	1	2
898	художественном восприятии	1	2
899	то она	1	2
900	к миру	1	2
901	на этот	2	2
902	конкретное единство	1	2
903	языка но	1	2
904	литературы не	1	2
905	свою силу	1	2
906	только с	2	2
907	из него	1	2
908	во времени	6	2
909	жизни не	1	2
910	произведение действительно	1	2
911	жизни но	3	2
912	этом случае	4	2
913	ему в	3	2
914	что искусство	1	2
915	выходит за	1	2
916	смысле что	1	2
917	для художественного	2	2
918	на периферию	1	2
919	ни с	5	2
920	чем объясняется	1	2
921	мы имеем	9	2
922	или с	1	2
923	для искусства	1	2
924	на произведение	1	2
925	как у	1	2
926	всех иных	1	2
927	может остаться	1	2
928	же не	3	2
929	а все	1	2
930	иметь место	2	2
931	таком случае	5	2
932	все равно	2	2
933	в виде	1	2
934	ведь это	2	2
935	что ни	2	2
936	внутренняя речь	1	2
937	который как	1	2
938	в силу	4	2
939	с теми	1	2
940	язык может	1	2
941	искусства как	1	2
942	что этот	1	2
943	является по	2	2
944	и взаимодействия	1	2
945	это рассуждение	2	2
946	что мы	3	2
947	мира и	1	2
948	именно эта	1	2
949	участие в	1	2
950	форма в	1	2
951	этом достаточно	1	2
952	за его	1	2
953	справедливо говорит	1	2
954	мере в	4	2
955	людей в	1	2
956	отношения между	2	2
957	этих двух	1	2
958	произведения с	2	2
959	не говоря	2	2
960	том случае	1	2
961	человека в	1	2
962	со всех	1	2
963	и эти	2	2
964	только к	1	2
965	какой это	1	2
966	в полной	3	2
967	в речи	3	2
968	в точке	1	2
969	дело не	5	2
970	характерно для	1	2
971	высказывания в	4	2
972	к полюсу	2	2
973	и жизни	1	2
974	человека и	1	2
975	в другом	4	2
976	произведения к	1	2
977	в отрыве	2	2
978	этот кругозор	1	2
979	в лице	1	2
980	со слушателями	1	2
981	нашей проблемы	1	2
982	по этому	1	2
983	происходит в	1	2
984	культуры с	1	2
985	процессе его	1	2
986	при изучении	2	2
987	тех или	3	2
988	это в	1	2
989	смысла но	4	2
990	ведь и	1	2
991	произведения так	1	2
992	есть не	9	2
993	жизнью и	2	2
994	словами в	1	2
995	широты охвата	1	1
996	мы наблюдаем	1	1
997	бы столь	1	1
998	они имеют	1	1
999	мира произведения	1	1
1000	более высокой	2	1
1001	и уже	1	1
1002	которой могут	2	1
1003	еще раз	1	1
1004	этого в	1	1
1005	изучаемого явления	1	1
1006	исходя из	5	1
1007	творчества в	1	1
1008	из литературного	1	1
1009	в конкретное	1	1
1010	и имеет	1	1
1011	чем глубже	1	1
1012	степени как	1	1
1013	культуры а	1	1
1014	это лишь	1	1
1015	выделить в	1	1
1016	оказывается не	2	1
1017	с самим	3	1
1018	вещи и	1	1
1019	в разных	1	1
1020	в следующих	1	1
1021	и был	1	1
1022	этой совокупности	1	1
1023	в большей	1	1
1024	и составляет	2	1
1025	с более	1	1
1026	действительно происходит	1	1
1027	по-видимому не	1	1
1028	для другой	1	1
1029	например с	1	1
1030	лишь одной	3	1
1031	введенного в	1	1
1032	одно из	2	1
1033	смысла для	1	1
1034	разных авторов	1	1
1035	был возведен	1	1
1036	по мере	1	1
1037	с собой	1	1
1038	с первой	2	1
1039	внутреннего смысла	2	1
1040	по-видимому и	1	1
1041	чтобы в	1	1
1042	в борьбе	2	1
1043	к какому-нибудь	1	1
1044	но подобная	1	1
1045	на свой	1	1
1046	элементы в	1	1
1047	этих факторов	1	1
1048	и сам	4	1
1049	этом от	1	1
1050	определенной социальной	1	1
1051	художественном языке	1	1
1052	но нельзя	1	1
1053	к внешней	1	1
1054	он полагает	1	1
1055	по мысли	3	1
1056	ведет к	3	1
1057	том же	2	1
1058	вся его	1	1
1059	между прочим	1	1
1060	места и	1	1
1061	похож на	1	1
1062	и внутренне	1	1
1063	и вместе	1	1
1064	извне то	1	1
1065	литературы это	1	1
1066	собой не	2	1
1067	только для	3	1
1068	или во	1	1
1069	прочим и	1	1
1070	почти все	1	1
1071	плоскости или	1	1
1072	переживания в	1	1
1073	целым рядом	1	1
1074	понято как	1	1
1075	двумя полюсами	1	1
1076	этой стороны	1	1
1077	свою собственную	1	1
1078	отсюда вытекает	1	1
1079	только что	1	1
1080	но мы	2	1
1081	в себя	8	1
1082	культуры в	2	1
1083	социальной ситуации	1	1
1084	искусство и	2	1
1085	определяется не	1	1
1086	все их	1	1
1087	не удается	1	1
1088	а вместе	1	1
1089	и обозначает	1	1
1090	и эстетики	2	1
1091	произведения что	1	1
1092	для человека	2	1
1093	предмета изучения	1	1
1094	и поступка	1	1
1095	структуры ее	1	1
1096	тем в	1	1
1097	нам не	2	1
1098	к смыслу	1	1
1099	была очень	1	1
1100	и дело	1	1
1101	ориентирована в	1	1
1102	было не	1	1
1103	мотивов может	1	1
1104	на природу	1	1
1105	не предполагает	2	1
1106	в первую	1	1
1107	его внутренний	1	1
1108	на человека	1	1
1109	на этой	2	1
1110	героя или	1	1
1111	в центр	1	1
1112	жизнь для	1	1
1113	при условии	1	1
1114	и такие	1	1
1115	с единством	1	1
1116	без определенного	1	1
1117	его лингвистических	1	1
1118	суде в	1	1
1119	существенные и	1	1
1120	сам не	1	1
1121	своей природе	1	1
1122	данный факт	1	1
1123	от лица	1	1
1124	сюжет и	1	1
1125	оказывается и	1	1
1126	оно как	1	1
1127	времени в	4	1
1128	заключается что	1	1
1129	существенное значение	1	1
1130	не произведения	1	1
1131	этой связи	2	1
1132	и действия	2	1
1133	и той	1	1
1134	для себя	3	1
1135	прежнее место	1	1
1136	случае мы	1	1
1137	не субъективной	1	1
1138	пока не	1	1
1139	игру и	1	1
1140	борьбе с	2	1
1141	самого материала	1	1
1142	встречи с	3	1
1143	обращаясь к	2	1
1144	а между	1	1
1145	и значение	1	1
1146	ином ее	1	1
1147	и была	1	1
1148	не обязательно	1	1
1149	вообще но	1	1
1150	удивительно что	2	1
1151	в пушкинском	1	1
1152	могут становиться	1	1
1153	его по	1	1
1154	отдельный факт	1	1
1155	уже и	1	1
1156	не вполне	2	1
1157	не что	5	1
1158	элементы не	1	1
1159	от своей	1	1
1160	от формализма	1	1
1161	близки к	1	1
1162	данного художественного	4	1
1163	художественном творчестве	1	1
1164	ведь у	1	1
1165	не становится	3	1
1166	самом начале	3	1
1167	об отсутствии	1	1
1168	утверждал что	1	1
1169	место когда	1	1
1170	и конкретном	1	1
1171	однако эти	1	1
1172	по которой	1	1
1173	ключ к	2	1
1174	он создал	1	1
1175	с каким-то	1	1
1176	постановка проблемы	1	1
1177	этот странный	1	1
1178	подошли к	1	1
1179	такая же	1	1
1180	и научной	1	1
1181	путь от	1	1
1182	только во	1	1
1183	и самим	1	1
1184	ценностную весомость	1	1
1185	что все	2	1
1186	непосредственно дан	1	1
1187	входят в	1	1
1188	науке о	2	1
1189	воли и	4	1
1190	форму в	1	1
1191	именно она	1	1
1192	с сюжетом	1	1
1193	по поводу	4	1
1194	стороны других	1	1
1195	коем случае	2	1
1196	как специфическая	1	1
1197	в отдельных	1	1
1198	качественно новое	1	1
1199	являются для	1	1
1200	не мог	3	1
1201	как будто	6	1
1202	л толстого	1	1
1203	каков бы	1	1
1204	то о	1	1
1205	крайней мере	4	1
1206	быть использован	1	1
1207	сведено к	2	1
1208	чтобы увидеть	1	1
1209	того о	1	1
1210	ей и	1	1
1211	ответ и	1	1
1212	представить себе	1	1
1213	целом все	1	1
1214	его собственного	1	1
1215	чисто внешним	1	1
1216	первый и	1	1
1217	в н	1	1
1218	оставаться за	1	1
1219	собой и	1	1
1220	по природе	4	1
1221	между его	1	1
1222	к их	1	1
1223	она и	1	1
1224	менее в	1	1
1225	нельзя сказать	1	1
1226	в восприятии	2	1
1227	как нам	1	1
1228	этом все	1	1
1229	а затем	3	1
1230	от поэтического	1	1
1231	и всей	1	1
1232	искусства то	1	1
1233	сознания с	1	1
1234	следует однако	1	1
1235	его частей	1	1
1236	теории литературы	1	1
1237	такого рода	6	1
1238	она в	1	1
1239	следует сказать	1	1
1240	обнаруживается в	1	1
1241	и легко	1	1
1242	п таким	1	1
1243	есть его	1	1
1244	отметить еще	1	1
1245	эпизодов и	1	1
1246	знаковом материале	1	1
1247	лучше чем	1	1
1248	обратил внимание	1	1
1249	роль здесь	2	1
1250	требования к	1	1
1251	может оказаться	1	1
1252	целом но	1	1
1253	оно предполагает	1	1
1254	к определению	1	1
1255	как миф	1	1
1256	себе не	2	1
1257	в каждый	1	1
1258	этих актов	1	1
1259	у него	5	1
1260	что впрочем	1	1
1261	поэзии не	1	1
1262	особенно если	1	1
1263	первая часть	1	1
1264	случилось с	1	1
1265	эстетический объект	6	1
1266	как одну	1	1
1267	пути и	1	1
1268	как по	1	1
1269	узнают себя	1	1
1270	с духом	1	1
1271	он оказывается	1	1
1272	на себя	5	1
1273	же под	1	1
1274	место лишь	3	1
1275	следует говорить	1	1
1276	в совокупности	1	1
1277	и всего	2	1
1278	внутреннюю речь	1	1
1279	времени как	1	1
1280	я и	8	1
1281	вопрос почему	1	1
1282	к жизненной	1	1
1283	другой вещи	1	1
1284	этом последнем	1	1
1285	во внутренней	2	1
1286	неизменным в	1	1
1287	же оно	1	1
1288	роль принадлежит	1	1
1289	ложной на	1	1
1290	эти три	1	1
1291	встречается в	1	1
