N	2gram	Losev_Dial	KulturaY
581	знаем что	1	3
582	мы с	1	3
583	раз и	3	3
584	но даже	4	3
585	построения в	1	3
586	во многих	1	3
587	в свете	3	3
588	всего что	1	3
589	так то	5	3
590	к ним	1	3
591	быть предметом	1	3
592	наряду с	1	3
593	в контексте	1	3
594	на него	1	3
595	все время	4	3
596	от них	1	3
597	на котором	2	3
598	что дух	4	3
599	но так	2	3
600	на своем	1	3
601	мы скажем	1	3
602	или иным	1	3
603	представить себе	1	3
604	бы то	3	3
605	то для	1	3
606	всю свою	1	3
607	есть явление	6	3
608	что его	5	3
609	быть только	2	3
610	это даже	1	3
611	которое и	1	3
612	и вместе	1	3
613	и следовательно	2	3
614	разве не	1	3
615	в сторону	1	3
616	не нужно	2	3
617	в других	1	3
618	нас есть	1	3
619	именно как	3	3
620	от себя	5	3
621	принять во	1	3
622	к слову	1	3
623	становится и	2	3
624	в целях	4	3
625	зрения в	3	3
626	на нем	3	3
627	но зато	2	3
628	не приходится	2	3
629	иметь в	3	3
630	даже не	8	3
631	также не	3	3
632	а из	3	3
633	то ни	4	3
634	она была	3	3
635	смысла и	3	3
636	значение и	1	3
637	целом и	1	3
638	что есть	6	3
639	эпохи в	1	3
640	мы будем	1	3
641	образом в	1	3
642	чаще всего	3	3
643	на место	1	3
644	показывает что	4	3
645	во время	1	3
646	в него	2	3
647	и сами	2	3
648	меня и	2	3
649	собственном смысле	1	3
650	та же	5	3
651	и свое	1	3
652	и дает	1	3
653	содержания и	1	3
654	лишь тогда	1	3
655	одних и	2	3
656	бы говорить	1	3
657	фактов и	3	3
658	что сам	1	3
659	их как	1	3
660	и делает	2	3
661	если эти	1	3
662	что нет	5	3
663	что у	2	3
664	заключается не	1	3
665	и мы	6	3
666	показать что	1	3
667	если это	2	3
668	в романе	1	3
669	то время	6	3
670	не понимают	1	3
671	том смысле	1	3
672	том как	2	3
673	в которые	1	3
674	своей собственной	1	3
675	для всякой	1	3
676	на некоторых	1	3
677	не знаю	1	3
678	так чтобы	4	3
679	и уже	5	3
680	не могло	1	3
681	пока мы	2	3
682	тогда как	1	3
683	каждый из	1	3
684	знает что	2	3
685	будет уже	1	3
686	и идеи	2	3
687	тому чтобы	3	3
688	что здесь	3	3
689	без всякого	2	3
690	заметить что	2	3
691	нет и	5	3
692	он в	1	3
693	примеров можно	1	3
694	проще всего	1	3
695	лишь о	1	3
696	форма и	3	3
697	лучше всего	1	3
698	можно конечно	1	3
699	том же	1	3
700	говоря об	1	3
701	силу того	1	3
702	формы как	1	3
703	а что	6	3
704	решительно ничего	1	3
705	школы и	1	3
706	мы могли	1	3
707	следовательно и	2	3
708	смысле что	1	3
709	для него	4	3
710	не для	1	3
711	наконец и	1	3
712	в устах	1	3
713	стать на	1	3
714	мало того	2	3
715	сколько угодно	1	3
716	все той	1	3
717	с их	4	3
718	таком случае	11	3
719	слова не	1	3
720	есть уже	2	3
721	как именно	2	3
722	о характере	2	3
723	же такое	3	3
724	есть также	3	3
725	между собою	3	3
726	сама по	11	3
727	с той	1	3
728	приходим к	1	3
729	этой цели	1	3
730	е не	4	3
731	этого вопроса	1	3
732	и я	3	3
733	со своей	1	3
734	на минуту	1	3
735	только и	3	3
736	на его	1	3
737	на них	2	3
738	должен решаться	1	3
739	и тех	2	3
740	и эти	2	3
741	а как	2	3
742	которую можно	2	3
743	конце концов	1	3
744	в искусстве	1	3
745	лучшем случае	2	3
746	и может	2	3
747	но она	4	3
748	здесь очевидно	1	3
749	же что	1	3
750	формулы и	1	3
751	признать что	1	3
752	идет речь	4	3
753	и самой	2	3
754	за ними	1	3
755	возможна и	1	3
756	это дает	2	3
757	понять что	1	3
758	с таким	1	3
759	тех или	6	3
760	эпохи и	1	3
761	на ту	2	3
762	иное как	6	3
763	что было	2	2
764	во всем	5	2
765	они являются	1	2
766	о таком	1	2
767	они имеют	1	2
768	от него	2	2
769	нужно однако	1	2
770	есть наука	1	2
771	если его	2	2
772	возможно лишь	1	2
773	которая в	1	2
774	в общий	1	2
775	ровно ничего	9	2
776	без исключения	1	2
777	в применении	1	2
778	рассматривать с	1	2
779	в разных	2	2
780	или нет	8	2
781	и об	2	2
782	его от	2	2
783	приходит к	1	2
784	и такое	1	2
785	и поэзией	1	2
786	это определение	1	2
787	истории культуры	1	2
788	время как	6	2
789	вот что	1	2
790	чтобы эти	1	2
791	если угодно	4	2
792	рано или	1	2
793	от одной	1	2
794	ведет к	1	2
795	ряд таких	1	2
796	в жизни	4	2
797	меня в	2	2
798	имеет место	1	2
799	я сказал	1	2
800	только через	1	2
801	тем или	3	2
802	этот закон	1	2
803	почти все	1	2
804	он является	1	2
805	у достоевского	1	2
806	силы для	1	2
807	свой смысл	1	2
808	даже такой	1	2
809	а вместе	1	2
810	известно что	4	2
811	это по-видимому	1	2
812	сам же	1	2
813	нами выше	1	2
814	во все	1	2
815	и прочие	1	2
816	было в	2	2
817	не стану	3	2
818	что этот	3	2
819	по его	2	2
820	как принцип	2	2
821	применении к	1	2
822	имеет в	1	2
823	особенности же	1	2
824	бы из	1	2
825	где не	1	2
826	что вся	1	2
827	с такой	1	2
828	одной и	4	2
829	но может	1	2
830	когда она	4	2
831	об отношении	1	2
832	из своего	1	2
833	но они	3	2
834	забудем что	1	2
835	и когда	4	2
836	самый факт	1	2
837	как оно	1	2
838	видно что	1	2
839	в вопросе	2	2
840	в глаза	1	2
841	мере не	1	2
842	отношения и	1	2
843	могут и	1	2
844	на наших	1	2
845	есть действительно	2	2
846	такая же	1	2
847	можно понимать	3	2
848	находится в	2	2
849	есть конечно	3	2
850	а так	1	2
851	не умеет	2	2
852	исходит из	2	2
853	момент в	1	2
854	одна из	4	2
855	а следовательно	1	2
856	понятие о	2	2
857	приближение к	1	2
858	уже по	3	2
859	тут мы	4	2
860	раз на	2	2
861	некоторой степени	1	2
862	едва ли	2	2
863	действительно в	1	2
864	на почве	1	2
865	по природе	1	2
866	не выходит	1	2
867	то оно	1	2
868	в научной	1	2
869	явления как	2	2
870	как такового	1	2
871	что иное	6	2
872	явление не	1	2
873	о разных	2	2
874	в состоянии	1	2
875	ни было	1	2
876	поскольку речь	1	2
877	и нужно	2	2
878	и через	1	2
879	с другими	1	2
880	и всякой	2	2
881	ее от	2	2
882	и говорит	1	2
883	сказал что	1	2
884	том отношении	1	2
885	что история	2	2
886	и хорошо	2	2
887	всякой иной	1	2
888	когда говорят	1	2
889	себе не	3	2
890	человек в	1	2
891	из чего	2	2
892	все предыдущие	2	2
893	одном из	1	2
894	место и	1	2
895	его жизни	1	2
896	в себя	4	2
897	точек зрения	1	2
898	что их	2	2
899	и чего	1	2
900	не самый	1	2
901	нами как	1	2
902	их не	3	2
903	бы к	2	2
904	это как	3	2
905	мысль и	1	2
906	очень часто	1	2
907	но тогда	11	2
908	природе своей	1	2
909	с какой	1	2
910	не будет	5	2
911	свой предмет	1	2
912	что эта	2	2
913	это или	2	2
914	для самой	1	2
915	в москве	1	2
916	меняется и	1	2
917	того кто	4	2
918	это же	3	2
919	равно как	2	2
920	ли также	1	2
921	вопрос в	2	2
922	возможно что	1	2
923	это потому	1	2
924	это вовсе	1	2
925	слова из	1	2
926	общего с	1	2
927	его как	6	2
928	или о	1	2
929	в систему	1	2
930	но есть	1	2
931	когда они	1	2
932	часто и	1	2
933	что только	1	2
934	и спорить	1	2
935	здесь я	1	2
936	в данный	2	2
937	и чтобы	2	2
938	вся эта	1	2
939	он стал	1	2
940	я сам	1	2
941	нет никаких	3	2
942	и ничего	5	2
943	к такому	1	2
944	я уже	9	2
945	и должны	1	2
946	как с	2	2
947	я почти	1	2
948	этого понятия	1	2
949	до некоторой	1	2
950	и должен	1	2
951	ему все	2	2
952	от другого	2	2
953	не могла	1	2
954	есть творчество	1	2
955	есть ничто	3	2
956	творчества и	1	2
957	за что	1	2
958	от их	1	2
959	о природе	1	2
960	сами по	3	2
961	во что	5	2
962	с этого	1	2
963	отличаются от	1	2
964	всегда в	1	2
965	у читателя	1	2
966	с целью	1	2
967	тысячу раз	1	2
968	он будет	3	2
969	есть слово	3	2
970	есть нечто	26	2
971	и вопрос	1	2
972	это время	1	2
973	и так	2	2
974	состоит из	2	2
975	и просто	1	2
976	никто не	4	2
977	сравнению с	1	2
978	которая не	2	2
979	пр но	1	2
980	нет в	1	2
981	к другому	2	2
982	ничего общего	2	2
983	говорим мы	1	2
984	а ведь	1	2
985	в словах	1	2
986	может уже	1	2
987	самое это	1	2
988	своем месте	1	2
989	думать что	3	2
990	у нее	1	2
991	но оно	2	2
992	но тут	2	2
993	чем же	3	2
994	не является	1	2
995	очевидно и	1	2
996	только слово	1	2
997	не правда	1	2
998	где нет	1	2
999	раз из	1	2
1000	это понятие	3	2
1001	не хочу	1	2
1002	это все	1	2
1003	для нее	1	2
1004	отношении к	1	2
1005	мы получим	1	2
1006	из сферы	2	2
1007	нельзя понимать	1	2
1008	вслед за	1	2
1009	друг от	1	2
1010	в совершенно	1	2
1011	в обществе	1	2
1012	никаких оснований	1	2
1013	самого же	1	2
1014	потому и	1	2
1015	и той	4	2
1016	не употребляет	1	2
1017	имеем в	1	2
1018	не забудем	2	2
1019	протеста против	1	2
1020	и выполняет	1	2
1021	все в	3	2
1022	е она	1	2
1023	одной из	3	2
1024	каком смысле	5	2
1025	только теперь	2	2
1026	не знаем	1	2
1027	в каждый	1	2
1028	некоторых пор	1	2
1029	без особой	1	2
1030	и возможно	1	2
1031	можно мыслить	2	2
1032	и значит	3	2
1033	или поздно	1	2
1034	у них	1	2
1035	и после	1	2
1036	не из	1	2
1037	быть без	4	2
1038	друг другу	1	2
1039	он должен	3	2
1040	от всякого	5	2
1041	самое слово	2	2
1042	тогда в	1	2
1043	пусть даже	2	2
1044	данной эпохи	1	2
1045	что говоря	1	2
1046	ничем не	7	2
1047	который уже	1	2
1048	зависит от	4	2
1049	наших глазах	1	2
1050	слово а	1	2
1051	что одна	1	2
1052	он и	3	2
1053	себя самого	4	2
1054	этого явления	2	2
1055	ее в	3	2
1056	здесь в	1	2
1057	сознания и	5	2
1058	чтобы получить	1	2
1059	а все	1	2
1060	представлять себе	1	2
1061	этом в	1	2
1062	нельзя будет	1	2
1063	от друга	1	2
1064	когда оно	1	2
1065	просто и	1	2
1066	вот это	3	2
1067	вообще не	3	2
1068	же будет	1	2
1069	вовсе еще	1	2
1070	чтобы быть	5	2
1071	нас к	2	2
1072	и хочу	1	2
1073	возможно и	1	2
1074	иной раз	3	2
1075	имеется в	5	2
1076	основана на	1	2
1077	далеко еще	1	2
1078	живой и	1	2
1079	силу этого	3	2
1080	возникает необходимость	1	2
1081	и понимания	2	2
1082	к своему	1	2
1083	не столь	1	2
1084	говорить как	1	2
1085	и историей	1	2
1086	до их	1	2
1087	именно эта	1	2
1088	это было	5	2
1089	не что	6	2
1090	бы совершенно	1	2
1091	что законы	3	2
1092	ничего нельзя	3	2
1093	в одной	4	2
1094	и вообще	7	2
1095	которая как	1	2
1096	еще до	1	2
1097	когда есть	2	2
1098	в эти	1	2
1099	только к	3	2
1100	за то	1	2
1101	не значат	3	2
1102	связанных с	1	2
1103	такие же	1	2
1104	она должна	3	2
1105	нужно в	1	2
1106	есть одна	1	2
1107	может идти	1	2
1108	ни один	2	2
1109	тому как	5	2
1110	что нужно	2	2
1111	примеры из	1	2
1112	быть и	7	2
1113	к тем	1	2
1114	выйти за	3	2
1115	есть и	14	2
1116	оказывается что	5	2
1117	явлений в	1	2
1118	даже при	1	2
1119	чего же	1	2
1120	как то	1	2
1121	и всякая	2	2
1122	д не	3	2
1123	и часто	3	2
1124	собственно говоря	5	2
1125	как таковая	5	2
1126	связана с	1	2
1127	о свете	1	2
1128	быть также	1	2
1129	во многом	1	2
1130	это очевидно	1	2
1131	а может	1	2
1132	них как	2	2
1133	жизни и	8	2
1134	и прежде	6	2
1135	можно будет	1	2
1136	в силах	2	2
1137	является ли	1	2
1138	эти два	3	2
1139	может и	3	2
1140	ведь и	3	2
1141	именно это	2	2
1142	мы сказали	1	2
1143	не можем	3	2
1144	возможна только	2	2
1145	можно только	5	2
1146	меньше чем	2	2
1147	вещи не	2	1
1148	такой взгляд	1	1
1149	наукой и	1	1
1150	более не	2	1
1151	говорю о	3	1
1152	находим в	1	1
1153	ведь уже	1	1
1154	раз мы	2	1
1155	философии и	1	1
1156	есть сознательное	1	1
1157	не нужна	1	1
1158	историческом развитии	1	1
1159	на эти	1	1
1160	что природа	2	1
1161	когда ему	1	1
1162	не материальная	1	1
1163	в последнее	2	1
1164	самого себя	1	1
1165	абсолютном и	1	1
1166	оно стоит	1	1
1167	отношения не	1	1
1168	он показал	1	1
1169	это что-нибудь	1	1
1170	что люди	1	1
1171	момента в	1	1
1172	до самого	1	1
1173	связанных между	1	1
1174	эта идея	1	1
1175	в анализе	1	1
1176	это значит	29	1
1177	ни стало	1	1
1178	не об	1	1
1179	не зависит	3	1
1180	но тем	1	1
1181	угодно но	1	1
1182	всегда предполагает	1	1
1183	и иное	1	1
1184	говорит о	5	1
1185	на другую	5	1
1186	и лучше	1	1
1187	говорят ни	1	1
1188	и таких	1	1
1189	общения с	2	1
1190	одна за	1	1
1191	представить в	1	1
1192	может нас	1	1
1193	оно или	1	1
1194	случае он	1	1
1195	о времени	3	1
1196	свидетельствует только	1	1
1197	от этих	2	1
1198	это история	1	1
1199	ни слова	1	1
1200	и которые	1	1
1201	по европе	1	1
1202	ряд фактов	1	1
1203	связь с	1	1
1204	строить его	1	1
1205	это такое?	1	1
1206	явно не	1	1
1207	же примеры	1	1
1208	это должно	1	1
1209	защищать его	1	1
1210	была самая	1	1
1211	ни одна	1	1
1212	и сам	1	1
1213	существенное различие	1	1
1214	и опять	1	1
1215	каким образом	1	1
1216	на свою	1	1
1217	не хотят	1	1
1218	теперь мы	4	1
1219	формы если	1	1
1220	в некотором	1	1
1221	за ним	1	1
1222	да мы	1	1
1223	это великая	1	1
1224	от всего	6	1
1225	прямо сказать	1	1
1226	этим я	2	1
1227	факт этого	1	1
1228	тут уже	1	1
1229	говорят о	2	1
1230	ибо если	3	1
1231	и требует	1	1
1232	если он	2	1
1233	бы все	1	1
1234	путем того	1	1
1235	стороны в	1	1
1236	я могу	2	1
1237	что известно	1	1
1238	находит себе	1	1
1239	истории по	1	1
1240	самого и	1	1
1241	их в	2	1
1242	отца а	1	1
1243	одновременно и	1	1
1244	только те	1	1
1245	его все	1	1
1246	не обладают	1	1
1247	последнее по	1	1
1248	его временном	1	1
1249	в природе	5	1
1250	эта необходимость	1	1
1251	этом примере	1	1
1252	смыслу или	1	1
1253	сознания как	1	1
1254	ними как	1	1
1255	легче всего	1	1
1256	от поэзии	2	1
1257	себя не	1	1
1258	я здесь	1	1
1259	к своим	1	1
1260	мир и	6	1
1261	более как	1	1
1262	является то	1	1
1263	говорит именно	1	1
1264	отца и	2	1
1265	есть вообще	3	1
1266	другое средство	1	1
1267	на первый	4	1
1268	гораздо больше	1	1
1269	тогда не	2	1
1270	относиться к	1	1
1271	сказано о	1	1
1272	условий и	1	1
1273	г в	1	1
1274	самого начала	1	1
1275	перестает быть	2	1
1276	его структуре	1	1
1277	не этот	1	1
1278	в центр	1	1
1279	эти разграничения	1	1
1280	значение только	1	1
1281	попробуем теперь	1	1
1282	где-то в	1	1
1283	образом есть	1	1
1284	выше мы	1	1
1285	которой он	1	1
1286	эта связь	1	1
1287	этом я	1	1
1288	данного явления	4	1
1289	говорим что	1	1
1290	когда будет	1	1
1291	это делается	1	1
1292	д в	2	1
1293	и уж	2	1
1294	всем этим	1	1
1295	бы даже	1	1
1296	искусства и	1	1
1297	с другим	2	1
1298	сознания они	1	1
1299	с нашим	1	1
1300	в этот	3	1
1301	своим собственным	3	1
1302	не сама	3	1
1303	а пока	1	1
1304	одному тому	3	1
1305	есть прежде	4	1
1306	и действия	1	1
1307	если так	3	1
1308	из таких	1	1
1309	а когда	2	1
1310	путь для	1	1
1311	случае все	1	1
1312	мы все	1	1
1313	и формы	2	1
1314	только на	8	1
1315	просто о	2	1
1316	бы видеть	2	1
