N	2gram	Vygotskiy_	Morfolog
149	на самом	4	4
150	эта функция	1	4
151	что его	6	4
152	случае не	2	4
153	к этому	7	4
154	в то	7	4
155	мы уже	7	4
156	в руки	1	4
157	по известным	1	4
158	можно было	6	4
159	этот вопрос	6	4
160	от того	7	4
161	могла бы	2	4
162	о его	1	4
163	значит что	1	4
164	независимо от	10	4
165	их по	1	4
166	собственном смысле	8	3
167	то время	5	3
168	та же	1	3
169	мы приходим	1	3
170	только что	7	3
171	с этой	7	3
172	и при	2	3
173	что это	8	3
174	в сущности	13	3
175	о формах	1	3
176	ни в	6	3
177	этого момента	1	3
178	то с	1	3
179	с собой	5	3
180	только в	8	3
181	в плоскости	1	3
182	здесь мы	1	3
183	время как	4	3
184	из двух	3	3
185	если это	2	3
186	или на	1	3
187	можно назвать	2	3
188	и другим	2	3
189	есть нечто	2	3
190	в собственном	8	3
191	возникает вопрос	2	3
192	но мы	4	3
193	на первый	3	3
194	не существует	4	3
195	и что	11	3
196	рассматриваться как	3	3
197	очень многих	1	3
198	связана с	4	3
199	для того	19	3
200	но эти	1	3
201	и тогда	1	3
202	или не	1	3
203	целый ряд	6	3
204	состоит в	4	3
205	так например	1	3
206	вопрос что	1	3
207	здесь не	1	3
208	элементы которые	1	3
209	с его	7	3
210	в отдельных	3	3
211	кроме того	1	3
212	для этой	1	3
213	что при	3	3
214	он должен	4	3
215	к нему	1	3
216	бы то	1	3
217	то в	1	3
218	не происходит	1	3
219	другие формы	1	3
220	что эти	3	3
221	и функции	4	3
222	который может	2	3
223	а и	1	3
224	или с	1	3
225	того что	28	3
226	что такое	1	3
227	ее в	3	3
228	но как	1	3
229	у нас	1	3
230	и есть	2	3
231	в ином	2	3
232	в виде	3	3
233	этой формы	2	3
234	в таких	1	3
235	к чему	1	3
236	как таковое	1	3
237	животных и	2	3
238	но для	2	3
239	а то	1	3
240	здесь же	1	3
241	в какой	5	3
242	приходим к	1	3
243	это было	1	3
244	и у	1	3
245	вопроса о	3	3
246	как уже	9	3
247	то ни	1	3
248	в ход	1	3
249	если бы	10	3
250	иное чем	1	3
251	друг друга	5	3
252	мы должны	11	3
253	из ряда	1	3
254	и тем	8	3
255	не в	9	3
256	в которой	6	3
257	а по	1	3
258	и их	5	3
259	в начале	2	3
260	в пределах	1	3
261	пр и	1	3
262	в этой	13	3
263	к ней	1	3
264	приводит к	8	3
265	приводят к	1	3
266	мы будем	2	3
267	на то	11	3
268	и его	10	3
269	и по	3	3
270	и только	2	3
271	в один	4	3
272	следует за	2	3
273	к целому	1	2
274	от него	1	2
275	является в	1	2
276	а потому	1	2
277	которой все	1	2
278	к другу	3	2
279	и этот	1	2
280	мы постараемся	2	2
281	друг к	2	2
282	как таковой	2	2
283	самого себя	1	2
284	или по	1	2
285	вопросу о	2	2
286	не с	2	2
287	он действует	1	2
288	которые хотя	1	2
289	уже упомянуто	1	2
290	и тот	1	2
291	не на	1	2
292	иначе чем	2	2
293	связи функций	1	2
294	оно не	1	2
295	как они	2	2
296	в своих	6	2
297	образом если	1	2
298	это положение	5	2
299	увидеть что	1	2
300	например в	1	2
301	относятся к	2	2
302	с тем	8	2
303	их в	6	2
304	в которых	6	2
305	таких случаях	1	2
306	только для	6	2
307	не имеет	5	2
308	за ней	2	2
309	когда в	2	2
310	в итоге	1	2
311	поставить вопрос	1	2
312	в каком	3	2
313	а эта	1	2
314	одна форма	1	2
315	на другие	1	2
316	не входит	2	2
317	показать как	1	2
318	во всяком	6	2
319	можно сказать	6	2
320	о первичности	1	2
321	того как	6	2
322	в данном	5	2
323	сразу же	1	2
324	в основе	9	2
325	и более	6	2
326	вытекает из	3	2
327	что этот	2	2
328	что мы	9	2
329	в очень	1	2
330	как например	2	2
331	такой случай	1	2
332	но здесь	1	2
333	одной стороны	15	2
334	на друга	1	2
335	в другом	7	2
336	другу и	1	2
337	том как	1	2
338	к себе	2	2
339	другой вопрос	2	2
340	в середине	1	2
341	и больше	1	2
342	он получает	1	2
343	увидим что	2	2
344	точно так	2	2
345	в одном	5	2
346	в различных	1	2
347	от других	1	2
348	указывает путь	1	2
349	превращается в	3	2
350	то как	1	2
351	в совершенно	5	2
352	в обоих	1	2
353	вот как	1	2
354	действия и	4	2
355	так называемых	2	2
356	друг на	1	2
357	затем уже	1	2
358	что же	3	2
359	без всякого	2	2
360	в данной	1	2
361	тех случаях	2	2
362	одной из	4	2
363	из первых	1	2
364	ход и	3	2
365	также по	1	2
366	на этот	7	2
367	что она	6	2
368	он может	2	2
369	который в	7	2
370	что именно	3	2
371	появляется в	1	2
372	всяком случае	5	2
373	но так	1	2
374	чем это	3	2
375	хотя эти	1	2
376	или другой	2	2
377	заставляет его	1	2
378	для него	5	2
379	в свое	1	2
380	ответ на	4	2
381	или наоборот	1	2
382	в научной	2	2
383	ничем не	3	2
384	как такового	2	2
385	может не	4	2
386	данном случае	5	2
387	ряд других	1	2
388	на вопрос	6	2
389	всмотреться в	1	2
390	в доме	1	2
391	в основу	3	2
392	собой в	1	2
393	с одной	14	2
394	она в	1	2
395	нашей работы	8	2
396	вывод что	1	2
397	самых различных	1	2
398	ни к	1	2
399	ни было	1	2
400	этом отношении	6	2
401	лишь после	3	2
402	нам еще	1	2
403	стороны их	1	2
404	для нас	4	2
405	все это	9	2
406	с другими	5	2
407	чем в	1	2
408	но с	3	2
409	что действительно	1	2
410	как эти	1	2
411	не знает	1	2
412	наших дней	1	2
413	с двумя	2	2
414	входить в	1	2
415	как таковая	2	2
416	в другую	2	2
417	одним из	1	2
418	вообще не	1	2
419	функций между	1	2
420	далее мы	1	2
421	также в	1	2
422	случаях когда	1	2
423	с логической	2	2
424	у него	2	2
425	не от	1	2
426	по своему	1	2
427	к вопросу	4	2
428	в чем	5	2
429	и таким	2	2
430	играют в	2	2
431	это так	1	2
432	в одной	3	2
433	на составные	2	2
434	бы в	5	2
435	совершенно другой	1	2
436	вопрос не	2	2
437	могли бы	10	2
438	о происхождении	1	2
439	а с	8	2
440	в наши	2	2
441	и даже	5	2
442	в самых	4	2
443	функция как	1	2
444	она не	3	2
445	ту же	3	2
446	не по	1	2
447	дело не	1	2
448	эти формы	1	2
449	в частности	8	2
450	бы они	1	2
451	из этих	6	2
452	можно сделать	1	2
453	должны быть	2	2
454	что эта	7	2
455	всех других	1	2
456	сюда относятся	1	2
457	один раз	1	2
458	в количестве	1	2
459	тем и	3	2
460	уже видели	2	2
461	как их	1	2
462	функции не	1	2
463	вопрос в	2	2
464	однако в	1	2
465	до наших	1	2
466	как будто	1	2
467	если она	1	2
468	должны будем	2	2
469	что до	1	2
470	совершается в	1	2
471	во второй	1	2
472	в той	1	1
473	в особенности	1	1
474	вперед однако	1	1
475	были бы	2	1
476	во всем	4	1
477	какого бы	1	1
478	однако и	1	1
479	сейчас она	1	1
480	отношении между	2	1
481	все что	4	1
482	образом и	4	1
483	для всех	8	1
484	до сих	4	1
485	законы и	1	1
486	всего в	3	1
487	к иному	1	1
488	за ним	1	1
489	отвечает на	1	1
490	не нужна	1	1
491	и на	8	1
492	существенным для	2	1
493	на эти	3	1
494	как с	1	1
495	в момент	1	1
496	получается чрезвычайно	1	1
497	одна не	1	1
498	себе представить	1	1
499	и материал	1	1
500	развитие как	1	1
501	которые не	4	1
502	которые здесь	1	1
503	работе но	2	1
504	как б	1	1
505	за исключением	1	1
506	которые он	2	1
507	его с	2	1
508	ей ее	1	1
509	на ее	2	1
510	с такой	4	1
511	на первом	2	1
512	сверх того	1	1
513	в применении	2	1
514	большую роль	1	1
515	момента в	1	1
516	и менее	1	1
517	при этом	6	1
518	даже в	4	1
519	ли его	1	1
520	переносится в	1	1
521	с первая	1	1
522	формы в	1	1
523	уже знаем	1	1
524	работ по	1	1
525	это значит	1	1
526	в нашу	1	1
527	по принципу	1	1
528	можно сомневаться	1	1
529	чтобы начать	1	1
530	думается что	7	1
531	не вызывает	1	1
532	есть функция	2	1
533	в другой	2	1
534	привести к	2	1
535	те же	2	1
536	в приложении	2	1
537	но ведь	2	1
538	заметим кстати	1	1
539	не являются	1	1
540	остановиться на	1	1
541	а есть	1	1
542	одно из	3	1
543	не столько	4	1
544	к разложению	1	1
545	и делает	2	1
546	но этого	1	1
547	двух форм	1	1
548	выше как	2	1
549	промежуточную форму	1	1
550	функции в	4	1
551	под этим	2	1
552	собой те	1	1
553	наши задачи	2	1
554	для данного	2	1
555	она становится	2	1
556	которыми в	1	1
557	от действия	2	1
558	со всеми	2	1
559	в них	5	1
560	других функций	1	1
561	и сл	1	1
562	как функция	4	1
563	или во	2	1
564	если не	3	1
565	стоит в	1	1
566	этой точки	2	1
567	по пути	2	1
568	вместо того	3	1
569	до этого	1	1
570	именно и	1	1
571	и с	10	1
572	своих целей	1	1
573	которого можно	1	1
574	совершенно особую	1	1
575	следовательно в	1	1
576	каким образом	3	1
577	и все	7	1
578	оно есть	2	1
579	быть разграничены	1	1
580	еще в	1	1
581	сравнения мы	1	1
582	весь этот	1	1
583	главе мы	1	1
584	постараемся показать	2	1
585	частности мы	1	1
586	она является	1	1
587	именно в	8	1
588	ведет к	1	1
589	не составляют	1	1
590	и действительно	1	1
591	лишь к	1	1
592	в подобной	1	1
593	исходить из	1	1
594	наука делая	1	1
595	останавливаясь на	1	1
596	отношения к	3	1
597	также не	2	1
598	и превращение	1	1
599	ложится в	1	1
600	к таким	1	1
601	эти явления	1	1
602	там же	1	1
603	как не	1	1
604	видим таким	4	1
605	в точном	1	1
606	а именно	2	1
607	в своей	7	1
608	которые могут	1	1
609	и просто	1	1
610	на эту	2	1
611	постановке и	1	1
612	связанные с	2	1
613	дело идет	1	1
614	явлений и	1	1
615	сам с	4	1
616	в коем	1	1
617	функций в	1	1
618	ключом к	2	1
619	о котором	3	1
620	кстати что	1	1
621	характерна для	1	1
622	в это	1	1
623	преследует цели	1	1
624	в логическом	1	1
625	для их	1	1
626	всей своей	2	1
627	которая не	1	1
628	свою собственную	4	1
629	материала или	1	1
630	нет в	1	1
631	является то	4	1
632	здесь нет	1	1
633	к созданию	1	1
634	мы однако	1	1
635	своей функцией	1	1
636	в которые	1	1
637	огромную роль	1	1
638	об отношении	15	1
639	бы нас	1	1
640	этому же	2	1
641	которое будет	1	1
642	если с	1	1
643	сама собой	1	1
644	исследований и	3	1
645	тем в	1	1
646	значения для	1	1
647	совершенно не	1	1
648	ситуации в	1	1
649	функцию в	1	1
650	нами выше	2	1
651	во все	3	1
652	действия но	2	1
653	так мы	1	1
654	к этой	4	1
655	и многое	1	1
656	больше чем	1	1
657	в котором	6	1
658	за развитием	1	1
659	которые мы	2	1
660	связаны между	1	1
661	чрезвычайно трудно	1	1
662	можно считать	2	1
663	на части	1	1
664	и начинает	2	1
665	по тем	1	1
666	мы имели	1	1
667	применении к	1	1
668	поскольку это	1	1
669	в свою	4	1
670	значение этого	1	1
671	ii и	1	1
672	лежат в	1	1
673	меня на	2	1
674	это все	1	1
675	предметов и	1	1
676	не влияет	2	1
677	он является	3	1
678	только как	1	1
679	если идти	1	1
680	что судьба	1	1
681	и независимо	1	1
682	формы с	2	1
683	вопроса об	2	1
684	оно является	1	1
685	но изучение	1	1
686	есть путь	1	1
687	точно и	2	1
688	этой связи	1	1
689	как эта	1	1
690	с помощью	16	1
691	бы сам	1	1
692	между двумя	2	1
693	может входить	1	1
694	именно на	1	1
695	только один	1	1
696	основе ее	1	1
697	эта мысль	3	1
698	значение для	3	1
699	только на	1	1
700	которые можно	1	1
701	вступает в	1	1
702	да в	1	1
703	приходит к	4	1
704	которую он	1	1
705	на основании	6	1
706	слов которыми	1	1
707	не потому	2	1
708	говорит что	9	1
709	на примере	3	1
710	образом что	3	1
711	мы постарались	1	1
712	на землю	1	1
713	чтобы облегчить	1	1
714	и до	5	1
715	как там	1	1
716	более и	3	1
717	и те	2	1
718	не содержат	1	1
719	не вполне	1	1
720	что ее	1	1
721	же время	2	1
722	говоря что	1	1
723	тем мы	1	1
724	самого начала	9	1
725	влияет на	2	1
726	свою очередь	3	1
727	не представляет	1	1
728	в настоящей	5	1
729	ожидать что	1	1
730	им в	1	1
731	ему недостает	1	1
732	же самое	4	1
733	видели выше	1	1
734	так то	1	1
735	как на	5	1
736	что здесь	2	1
737	и там	1	1
738	установить что	1	1
739	одно и	2	1
740	то возникает	1	1
741	он в	6	1
742	его если	1	1
743	ее лежат	1	1
744	к следующему	1	1
745	этих типов	1	1
746	этот вывод	2	1
747	функций и	1	1
748	нас занимать	1	1
749	образом как	3	1
750	для изучения	1	1
751	лишь о	1	1
752	что я	1	1
753	будем говорить	1	1
754	ли можно	1	1
755	бы сказать	3	1
756	на ряд	1	1
757	просто невозможно	1	1
758	из заслуг	1	1
759	исключить из	1	1
760	что говорит	2	1
761	он сам	3	1
762	и возможно	1	1
763	какой степени	1	1
764	коем случае	1	1
765	что даже	2	1
766	друг с	6	1
767	круг этих	2	1
768	детей в	6	1
769	в первой	3	1
770	в эти	1	1
771	о чем	2	1
772	а для	2	1
773	здесь действительно	1	1
774	деле он	1	1
775	но которые	1	1
776	общий принцип	2	1
777	в ее	3	1
778	свойства и	1	1
779	тот же	7	1
780	не то	3	1
781	действительно в	1	1
782	как свойства	1	1
783	указанием на	1	1
784	высшей степени	7	1
785	мы привели	2	1
786	не выдерживает	2	1
787	представления которые	1	1
788	для самостоятельного	1	1
789	как к	1	1
790	и то	3	1
791	постольку поскольку	2	1
792	в себе	8	1
793	но на	4	1
794	оказалось невозможным	1	1
795	и многие	1	1
796	не останавливаться	2	1
797	с большим	1	1
798	с но	9	1
799	вперед и	1	1
800	содержится в	2	1
801	ниже не	1	1
802	после того	1	1
803	этой области	1	1
804	которое он	1	1
805	один пример	1	1
806	во всей	8	1
807	указать на	1	1
808	должно быть	4	1
809	время и	1	1
810	итак в	1	1
811	что каждая	1	1
812	и вот	3	1
813	сколько в	1	1
814	другой мы	1	1
815	следует сказать	1	1
816	с если	1	1
817	в состоянии	2	1
818	в его	16	1
819	он как	4	1
820	которые делает	1	1
821	или они	2	1
822	мы действительно	1	1
823	материала и	1	1
824	сравнить с	1	1
825	отдельные функции	1	1
826	отнесен к	1	1
827	он начинает	1	1
828	с человеческой	1	1
829	а ведь	1	1
830	помимо того	1	1
831	находится в	2	1
832	которое позволяет	1	1
833	большое количество	1	1
834	две основные	1	1
835	это сложное	1	1
836	как раз	8	1
837	что так	1	1
838	это дает	1	1
839	для данной	1	1
840	что с	6	1
841	мало того	1	1
842	и сама	1	1
843	где он	1	1
844	в полном	3	1
845	в тот	1	1
846	развития которые	1	1
847	и определение	1	1
848	привели нас	3	1
849	на которой	4	1
850	которыми она	1	1
851	первом месте	2	1
852	сам себе	1	1
853	выразил эту	1	1
854	чем же	2	1
855	же формы	1	1
856	иными словами	2	1
857	делает это	1	1
858	слова а	1	1
859	функция а	2	1
860	что все	8	1
861	в их	5	1
862	мы находим	7	1
863	видим не	1	1
864	видит в	2	1
865	такое изучение	2	1
866	работы и	2	1
867	на каком	1	1
868	материал для	1	1
869	как ни	1	1
870	подобным образом	1	1
871	или иной	3	1
872	от тех	1	1
873	они представляют	1	1
874	как по	2	1
875	обычно также	1	1
876	и говорит	2	1
877	функции по	1	1
878	в виду	5	1
879	во внимание	1	1
880	и которая	2	1
881	но эта	3	1
882	дело в	3	1
883	гете в	2	1
884	и отношение	3	1
885	лишь постольку	2	1
886	что не	2	1
887	как его	2	1
888	смысла но	1	1
889	и другое	1	1
890	как нечто	2	1
891	где нет	1	1
892	и хорошо	1	1
893	чрезвычайно важно	2	1
894	и всю	2	1
895	для исследователя	2	1
896	в таком	1	1
897	или раньше	1	1
898	бы быть	1	1
899	когда говорят	2	1
900	между ними	2	1
901	нас к	10	1
902	но по	1	1
903	существом которое	1	1
904	доказать это	1	1
905	не есть	1	1
906	особую функцию	1	1
907	между прочим	1	1
908	не дают	1	1
909	слова не	1	1
910	для примера	1	1
911	для решения	1	1
912	постановка вопроса	2	1
913	становится все	1	1
914	в ряду	1	1
915	он состоит	1	1
916	на одном	3	1
917	на все	5	1
918	и со	2	1
919	остановимся на	1	1
920	со своей	1	1
921	качестве примера	1	1
922	может рассматриваться	4	1
923	выше мы	1	1
924	по его	2	1
925	действительно представляют	1	1
926	о которых	4	1
927	только и	1	1
928	идет на	2	1
929	все огромное	1	1
930	нисколько не	2	1
931	бы мы	3	1
932	бы поставить	1	1
933	лишь для	1	1
934	войти в	1	1
935	к развитию	3	1
936	и должны	2	1
937	точек зрения	1	1
938	и это	3	1
939	с другом	6	1
940	совершенно различные	1	1
941	свет на	2	1
942	и развития	2	1
943	в эту	4	1
944	убежден что	1	1
945	могло бы	2	1
946	но к	1	1
947	сих пор	4	1
948	и вообще	2	1
949	как результат	1	1
950	той или	3	1
951	эти же	1	1
952	ad hoc	1	1
953	этих двух	4	1
954	предположить что	2	1
955	того или	1	1
956	о себе	1	1
957	разница между	1	1
958	но можно	1	1
959	может иметь	1	1
960	по количеству	1	1
961	и эти	2	1
962	что от	1	1
963	мысль на	1	1
964	бы к	3	1
965	же с	1	1
966	бы показать	1	1
967	таким же	4	1
968	с самого	9	1
969	отличие от	3	1
970	обобщения и	1	1
971	в предисловии	5	1
972	области изучения	1	1
973	наконец мы	1	1
974	данный момент	1	1
975	она должна	4	1
976	играет роль	2	1
977	бы только	1	1
978	само собой	1	1
979	этом нет	1	1
980	мы говорили	4	1
981	он ничего	1	1
982	может возникнуть	1	1
983	все остальные	5	1
984	при отсутствии	1	1
985	от самого	1	1
986	на другой	1	1
987	одну из	4	1
988	а от	1	1
989	не играют	1	1
990	мы далее	1	1
991	в течение	4	1
992	с какой	1	1
993	самому себе	2	1
994	отношение между	5	1
995	так что	2	1
996	вывод который	2	1
997	остается на	1	1
998	для тех	1	1
999	на которых	4	1
1000	и обратное	1	1
1001	все основные	3	1
1002	они образуют	1	1
1003	всех функций	1	1
1004	одним словом	1	1
1005	что касается	1	1
1006	его не	3	1
1007	надо сказать	1	1
1008	огромное количество	2	1
1009	как он	7	1
1010	становится на	2	1
1011	значением которое	1	1
1012	не дает	1	1
1013	оказывается что	1	1
1014	почти всегда	2	1
1015	у кого	1	1
1016	иметь в	1	1
1017	и применение	1	1
1018	в нашей	1	1
1019	развития все	2	1
1020	но об	1	1
1021	как явление	2	1
1022	вплотную к	2	1
1023	который для	1	1
1024	к которой	1	1
1025	из важнейших	2	1
1026	повод для	2	1
1027	думать что	1	1
1028	или как	1	1
1029	он представляет	2	1
1030	когда мы	2	1
1031	рассматривать как	1	1
1032	если только	1	1
1033	на это	1	1
1034	сопоставлен с	1	1
1035	всем ее	2	1
1036	не связаны	2	1
1037	котором говорит	1	1
1038	целом и	6	1
1039	чем она	2	1
1040	близкая к	1	1
1041	состоят в	1	1
1042	и никогда	1	1
1043	в плане	1	1
1044	работы мы	2	1
1045	точку зрения	8	1
1046	друг другу	4	1
1047	которые в	2	1
1048	на других	2	1
1049	бы он	3	1
1050	слишком далеко	2	1
1051	материала в	1	1
1052	каждое новое	1	1
1053	эта черта	1	1
1054	быть выражено	1	1
1055	эту мысль	1	1
1056	действительно не	4	1
1057	показал в	1	1
1058	он показывает	4	1
1059	логической неизбежностью	2	1
1060	в силу	8	1
1061	одной формы	1	1
1062	такой же	3	1
1063	как при	2	1
1064	ее название	1	1
1065	по законам	1	1
1066	из этого	6	1
1067	при изучении	1	1
1068	в области	4	1
1069	его к	3	1
1070	один и	2	1
1071	только такое	1	1
1072	все более	4	1
1073	все другие	2	1
1074	показывает что	4	1
1075	развитие и	2	1
1076	для чего	1	1
1077	в высшей	7	1
1078	не удалось	2	1
1079	задачи не	1	1
1080	настоящая работа	1	1
1081	его можно	1	1
1082	с ее	3	1
1083	всех этих	2	1
1084	деле идет	1	1
1085	дорогу к	2	1
1086	имеет свою	2	1
1087	этому вопросу	1	1
1088	из этой	2	1
1089	мы скажем	1	1
1090	не можем	3	1
1091	и наконец	3	1
1092	некоторые черты	1	1
1093	еще одно	1	1
1094	вплоть до	1	1
1095	действительности без	1	1
1096	функции но	1	1
1097	есть не	3	1
1098	здесь этот	1	1
1099	вопросом о	3	1
1100	вопросов так	1	1
