N	3gram	Losev_Prob	Tvorches
124	и в мистическом	1	1
125	том же романе	1	1
126	это не просто	1	1
127	здесь необходимо сказать	1	1
128	и далеко не	1	1
129	прочим в том	1	1
130	и тем самым	4	1
131	конечно мы не	1	1
132	а с другой	1	1
133	и в других	3	1
134	и как мы	1	1
135	и того же	2	1
136	потому что не	1	1
137	возникает вопрос о	1	1
138	по себе и	2	1
139	и здесь необходимо	1	1
140	то же самое	9	1
141	по этому поводу	5	1
142	имел в виду	2	1
143	к тому что	1	1
144	г в плеханов	1	1
145	не может не	1	1
146	на самом же	1	1
147	не только на	1	1
148	бы то ни	2	1
149	а тем самым	1	1
150	это-то и есть	1	1
151	д все это	1	1
152	на первый взгляд	2	1
153	и в том	1	1
154	но даже в	1	1
155	и в этом	5	1
156	с ним на	2	1
157	это то что	4	1
158	такие термины как	1	1
159	может и не	1	1
160	в какой-то мере	2	1
161	или в искусстве	1	1
162	о чем и	2	1
163	в том и	1	1
164	т д и	4	1
165	и тем не	8	1
166	с первого взгляда	2	1
167	того или иного	6	1
168	т д все	1	1
169	той или иной	5	1
170	все тот же	1	1
171	признать что в	1	1
172	и должно быть	1	1
173	это вовсе не	2	1
174	о нем и	1	1
175	и особенно в	1	1
176	такое представление о	1	1
177	самом же деле	1	1
178	все это является	1	1
179	не может нас	2	1
180	отнюдь не означает	1	1
181	и только в	2	1
182	но и в	3	1
183	которые вовсе не	1	1
184	но это общее	1	1
185	в чем же	1	1
186	вовсе не нужно	1	1
187	что в душе	1	1
188	должна указывать на	1	1
189	имеем в виду	1	1
190	переход от одной	1	1
191	и вовсе не	6	1
192	что же касается	3	1
193	как и сам	1	1
194	то что в	4	1
195	было бы говорить	1	1
196	как один из	1	1
197	с одной стороны	4	1
198	но как бы	1	1
199	не был бы	4	1
200	гораздо больше чем	2	1
201	он сам является	1	1
202	в настоящее время	17	1
203	в то время	2	1
204	таким образом в	1	1
205	однако все эти	1	1
206	все это в	1	1
207	то и другое	3	1
208	тем что они	1	1
209	и того что	3	1
210	в себе всегда	1	1
211	но уже в	2	1
212	не что иное	5	1
213	между прочим в	2	1
214	далеко не все	1	1
215	нам представляется что	1	1
216	наталкивают нас на	1	1
217	и отношений между	1	1
218	что никогда не	1	1
219	уже в первом	1	1
220	можно было бы	4	1
221	только потому что	3	1
222	и это не	1	1
223	не только потому	1	1
224	мы имеем в	1	1
225	в этом случае	6	1
226	у нас не	2	1
227	есть прежде всего	3	1
228	если он не	1	1
229	что в нем	4	1
230	же как и	1	1
231	находит и в	1	1
232	одного и того	2	1
233	у древних греков	1	1
234	тем что он	2	1
235	потому и является	1	1
236	есть по преимуществу	1	1
237	и в литературе	1	1
238	что может быть	3	1
239	что иное как	5	1
240	с большим трудом	2	1
241	вопрос о том	2	1
242	и не только	1	1
243	не является только	2	1
244	и нет ничего	2	1
245	на эту тему	2	1
246	если бы он	1	1
247	еще ничего не	1	1
248	только в этом	2	1
249	которые не имеют	1	1
250	потому что они	1	1
251	нам кажется что	1	1
252	его именно в	1	1
253	что оба они	1	1
254	если бы не	3	1
