N	3gram	Propp_Isto	Myslijsy
119	о том как	2	2
120	и многие другие	1	2
121	главным образом в	1	2
122	должно бы быть	1	2
123	начнем с указания	1	2
124	вне связи с	1	2
125	с указания на	1	2
126	друг на друга	1	2
127	то что она	2	2
128	уже с самого	2	2
129	одно из них	1	2
130	не было и	1	2
131	мы должны будем	4	2
132	что во всех	1	2
133	из них не	1	2
134	тем самым и	1	2
135	отсюда видно что	1	2
136	же и в	1	2
137	там где нет	1	2
138	что происходит в	1	2
139	но все же	7	2
140	только то что	1	2
141	то ни было	2	2
142	это значит что	1	2
143	так же и	2	2
144	так как в	2	2
145	уже о том	1	2
146	же самое что	2	2
147	для нас те	1	2
148	можем сказать что	1	2
149	мы имеем дело	1	2
150	мы можем предположить	1	2
151	том случае когда	1	2
152	в этих случаях	10	2
153	силу того что	1	2
154	но и для	1	2
155	не только для	1	2
156	для нас не	2	2
157	т д то	2	2
158	тем что в	1	2
159	и зависит от	1	2
160	в силу того	1	2
161	каждый из этих	1	2
162	а не как	1	2
163	в некоторых случаях	2	2
164	к тому чтобы	1	2
165	в таких случаях	4	2
166	но столь же	1	2
167	в своем развитии	1	2
168	заметить что в	1	2
169	может быть объяснено	1	2
170	заключить что в	1	2
171	так же как	6	2
172	выше мы видели	3	2
173	не зависит от	1	2
174	в разных языках	1	2
175	легко может быть	1	2
176	связь с другими	1	2
177	мы могли бы	1	2
178	и не только	1	2
179	что этот образ	1	2
180	со стороны его	1	2
181	сказанного видно что	1	1
182	в каком отношении	1	1
183	со второй половины	1	1
184	мы этого не	2	1
185	так например если	1	1
186	но все эти	1	1
187	и вне связи	1	1
188	а не на	2	1
189	это приводит к	1	1
190	на друга и	1	1
191	это далеко не	1	1
192	как одно из	1	1
193	здесь дело не	1	1
194	в других случаях	2	1
195	это значило бы	1	1
196	том как он	1	1
197	на природу и	1	1
198	но если это	2	1
199	на более или	1	1
200	то что он	1	1
201	бы так же	1	1
202	во всех этих	1	1
203	в себе как	1	1
204	в ту же	1	1
205	будет видно из	1	1
206	исследования но в	1	1
207	она нигде не	2	1
208	один из них	1	1
209	это для нас	2	1
210	эта связь действительно	1	1
211	другими словами для	1	1
212	ни с какими	1	1
213	нем быть не	1	1
214	ни одно из	1	1
215	вовсе не в	1	1
216	не в силу	3	1
217	мы начнем с	1	1
218	нами не как	1	1
219	до известного возраста	1	1
220	он должен знать	1	1
221	на вопрос о	1	1
222	но и с	1	1
223	менее и они	1	1
224	есть только в	1	1
225	только тем что	1	1
226	и есть то	1	1
227	что речь идет	1	1
228	дело вовсе не	1	1
229	своей форме а	1	1
230	то состояние которое	1	1
231	уже потому что	1	1
232	в сказке о	1	1
233	мы знаем что	7	1
234	и тот кто	1	1
235	связаны между собою	1	1
236	нужно было бы	1	1
237	иметь в виду	2	1
238	мы можем сказать	1	1
239	во всяком отдельном	1	1
240	это как бы	1	1
241	что он в	1	1
242	легко заметить что	1	1
243	первых порах кажется	1	1
244	представляют для нас	1	1
245	в жизни народа	1	1
246	так тесно связаны	2	1
247	не само по	1	1
248	представлений которые связаны	1	1
249	не может считаться	1	1
250	в отличие от	3	1
251	можно говорить о	1	1
252	что они не	1	1
253	образом мы видим	2	1
254	к тому же	1	1
255	не думает что	1	1
256	то ясно что	2	1
257	не только на	2	1
258	потому что образ	1	1
259	так как это	1	1
260	есть не что	2	1
261	это показывает что	1	1
262	может быть понят	1	1
263	свойственна не только	1	1
264	в славянских языках	1	1
265	если это так	2	1
266	том что она	1	1
267	с этим в	2	1
268	что они были	1	1
269	сказать чтобы все	1	1
270	узнает что у	1	1
271	по этому поводу	2	1
272	не менее и	1	1
273	но все это	1	1
274	его может быть	1	1
275	все же не	2	1
276	его как бы	1	1
277	имеет такое же	1	1
278	яснее когда мы	1	1
279	в одном случае	1	1
280	да и не	1	1
281	таким образом и	1	1
282	что у него	1	1
283	в другом другая	1	1
284	о том чтобы	1	1
285	не как в	1	1
286	что не всегда	1	1
287	только в одном	2	1
288	а есть только	1	1
289	а в нем	1	1
290	для него как	1	1
291	при всей своей	1	1
292	то что происходит	1	1
293	того что он	1	1
294	во время сна	1	1
295	ответить на вопрос	1	1
296	случаев в которых	1	1
297	т д и	2	1
298	и тем не	2	1
299	самом деле мы	1	1
300	за то что	2	1
301	что происходит с	1	1
302	большей или меньшей	2	1
303	так одна из	1	1
304	это будет видно	1	1
305	такое же значение	1	1
306	покажет нам что	1	1
307	еще не есть	1	1
308	так например мы	1	1
309	мы видим не	1	1
310	то это может	1	1
311	что мы должны	1	1
312	дело не с	1	1
313	что ни есть	1	1
314	друг с другом	3	1
315	то не в	1	1
316	могут быть объяснены	1	1
317	в подобных случаях	1	1
318	и вместе с	2	1
319	хотя в этом	1	1
320	он вытекает из	1	1
321	в это время	2	1
322	но и со	1	1
323	она не знает	2	1
324	пути по которому	1	1
325	общие для всех	1	1
326	как один из	2	1
327	именно потому что	1	1
328	и что это	1	1
329	явления подлежащие ее	1	1
330	к телу или	1	1
331	а во-вторых и	1	1
332	что у меня	1	1
333	можно видеть что	2	1
334	день и ночь	1	1
335	этот вопрос мы	2	1
336	только в этом	1	1
337	здесь мы имеем	2	1
338	а именно на	1	1
339	в этой работе	1	1
340	же значение как	1	1
341	в эту сторону	1	1
342	в большей или	1	1
343	этого не делает	1	1
344	уже было бы	1	1
345	например в сказке	3	1
346	оно должно было	1	1
347	имеем дело не	1	1
348	еще один вопрос	1	1
349	если мы не	1	1
350	того как он	2	1
351	во всех случаях	2	1
352	другой стороны в	1	1
353	что мы имеем	3	1
354	но еще не	1	1
355	и здесь мы	1	1
356	об этом можно	2	1
357	же было бы	1	1
358	а переходит от	1	1
359	это могло бы	1	1
360	мы будем иметь	1	1
361	и на ней	1	1
362	том что и	1	1
363	и дошли до	1	1
364	она и есть	1	1
365	почему именно эти	1	1
366	мы будем называть	2	1
367	относится и к	1	1
368	что связь эта	1	1
369	не сам по	1	1
370	не знает но	1	1
371	который дает нам	1	1
372	которое можно назвать	1	1
373	же как и	1	1
374	и не могут	1	1
375	можем предположить что	1	1
376	она может быть	1	1
377	никогда не может	1	1
378	бы мы не	1	1
379	сказать что и	1	1
380	видели в ней	1	1
381	состоит в его	1	1
382	в такой форме	1	1
383	освобождает нас от	1	1
384	и в какой	1	1
385	что такое изучение	1	1
386	в природе не	1	1
387	потому что они	1	1
388	дело не в	2	1
389	вне его но	1	1
390	исследовать не только	1	1
391	с которой начинается	1	1
392	в виду что	1	1
393	и связанные с	1	1
394	если бы он	1	1
395	сводится к тому	1	1
