N	2gram	Propp_Russ	Vvedenie
174	так называемых	1	4
175	отличие от	4	4
176	в и	19	4
177	в отличие	4	4
178	в тексте	1	4
179	можно сказать	1	4
180	отношению к	1	4
181	в области	3	4
182	только с	2	4
183	и для	3	4
184	и обратно	1	4
185	из них	12	4
186	своего рода	3	3
187	и к	3	3
188	и этого	1	3
189	с этим	4	3
190	собственном смысле	1	3
191	что с	2	3
192	можно говорить	2	3
193	и здесь	3	3
194	и на	14	3
195	того как	6	3
196	зависит от	1	3
197	на том	1	3
198	обе эти	1	3
199	при этом	11	3
200	что это	4	3
201	говорит о	3	3
202	из которых	2	3
203	не как	1	3
204	и римлян	1	3
205	но что	2	3
206	в этих	3	3
207	чем в	4	3
208	связи с	6	3
209	если бы	1	3
210	и выводы	1	3
211	и сам	1	3
212	а также	6	3
213	в силу	2	3
214	в очень	1	3
215	нет надобности	2	3
216	в конце	1	3
217	вообще не	1	3
218	относящиеся к	2	3
219	в в	3	3
220	в собственном	1	3
221	здесь все	1	3
222	вряд ли	2	3
223	по содержанию	3	3
224	как в	10	3
225	направление в	1	3
226	этим в	1	3
227	и теми	1	3
228	между ними	1	3
229	зависимости от	1	3
230	с понятием	1	3
231	xx в	2	3
232	и того	1	3
233	с русской	1	3
234	на этой	3	3
235	и других	9	3
236	все эти	5	3
237	то это	1	3
238	и есть	1	3
239	сливается с	1	3
240	на этом	6	3
241	до нас	1	3
242	стороны и	1	3
243	так называемой	3	3
244	входит в	4	3
245	же как	5	3
246	так чтобы	2	3
247	в другом	1	3
248	совсем не	1	3
249	этой работы	2	3
250	в ней	3	3
251	вот почему	1	3
252	под ней	1	3
253	или же	2	3
254	во второй	1	3
255	в частности	2	3
256	только на	4	3
257	в изучении	2	3
258	не с	5	3
259	может служить	1	3
260	греков и	1	3
261	в этой	4	3
262	в начале	1	3
263	не следует	1	3
264	того же	1	3
265	от того	1	3
266	так же	7	3
267	или как	1	3
268	и наоборот	1	3
269	этому поводу	3	3
270	же только	1	3
271	отношение к	1	3
272	однако в	1	3
273	наряду с	1	3
274	на нее	5	3
275	только по	2	3
276	до конца	5	3
277	в своем	3	3
278	в текстах	1	3
279	по этому	4	3
280	и вообще	1	3
281	что она	4	3
282	одна из	12	3
283	как будто	6	3
284	здесь не	1	3
285	к этому	7	3
286	нуждается в	1	3
287	для этого	6	3
288	раньше чем	2	3
289	мы видели	3	3
290	к нему	3	3
291	никогда не	1	3
292	с которыми	1	2
293	ближе к	1	2
294	во всем	2	2
295	так и	8	2
296	должна была	6	2
297	и другие	24	2
298	что они	8	2
299	во втором	1	2
300	этому времени	2	2
301	в научной	1	2
302	после того	3	2
303	ни с	1	2
304	второй половине	1	2
305	должна быть	1	2
306	мы не	11	2
307	с полной	1	2
308	обратить внимание	1	2
309	нам не	1	2
310	сведения и	1	2
311	смысле в	1	2
312	несмотря на	4	2
313	из того	1	2
314	о них	2	2
315	и был	1	2
316	он и	1	2
317	природе и	1	2
318	или нет	1	2
319	и из	3	2
320	труда и	1	2
321	после этого	6	2
322	истории в	1	2
323	а затем	5	2
324	и сама	1	2
325	время не	1	2
326	него в	1	2
327	с русским	1	2
328	в работах	1	2
329	для объяснения	1	2
330	для них	5	2
331	не столько	3	2
332	у нас	11	2
333	целом ряде	1	2
334	по времени	1	2
335	в таких	3	2
336	в своих	3	2
337	не было	3	2
338	стоит в	3	2
339	ее от	2	2
340	ни одна	2	2
341	что к	1	2
342	и с	12	2
343	с ней	7	2
344	каким образом	1	2
345	будто бы	10	2
346	изложения и	1	2
347	которое в	2	2
348	значение в	2	2
349	меньшей мере	1	2
350	по существу	7	2
351	жизни и	1	2
352	к разным	1	2
353	например в	3	2
354	значении этого	1	2
355	тому что	4	2
356	в ряде	1	2
357	случае не	1	2
358	и без	1	2
359	к таким	4	2
360	в связи	4	2
361	подобно тому	3	2
362	е не	1	2
363	рядом с	1	2
364	и так	2	2
365	оказалось что	1	2
366	другом месте	1	2
367	в до	1	2
368	следовательно и	2	2
369	и при	2	2
370	по тем	1	2
371	по его	2	2
372	не до	1	2
373	себе и	1	2
374	те кто	1	2
375	в каждой	1	2
376	этих случаях	1	2
377	как только	2	2
378	могло бы	1	2
379	и те	3	2
380	в дальнейшем	2	2
381	во всех	6	2
382	и потому	3	2
383	которые не	3	2
384	мы можем	2	2
385	а с	6	2
386	более широком	1	2
387	не могли	1	2
388	можно считать	1	2
389	что мы	1	2
390	когда мы	2	2
391	на свои	1	2
392	одно целое	1	2
393	так называемая	2	2
394	мы уже	2	2
395	ничего не	4	2
396	в свою	3	2
397	iv в	2	2
398	тому как	3	2
399	половине xix	2	2
400	только так	1	2
401	в этот	19	2
402	уже знаем	2	2
403	у них	2	2
404	мы должны	3	2
405	быть и	3	2
406	что если	2	2
407	увидим что	2	2
408	в прошлом	2	2
409	если же	1	2
410	две части	1	2
411	объяснить его	1	2
412	точно так	1	2
413	в тех	5	2
414	от других	1	2
415	в форме	3	2
416	а между	1	2
417	и до	3	2
418	тогда как	4	2
419	каждый из	3	2
420	до того	3	2
421	свою очередь	2	2
422	не бывает	1	2
423	состоит в	18	2
424	ко времени	3	2
425	что здесь	4	2
426	деле как	1	2
427	что следовательно	1	2
428	природы и	3	2
429	к числу	2	2
430	но вместе	3	2
431	и др	4	2
432	значение и	2	2
433	должно быть	2	2
434	одного и	1	2
435	был в	1	2
436	а так	1	2
437	все время	1	2
438	том же	6	2
439	который по	1	2
440	тем более	1	2
441	отсюда возникает	1	2
442	иной раз	1	2
443	чаще всего	3	2
444	что чем	1	2
445	что именно	3	2
446	на то	2	2
447	по меньшей	1	2
448	его к	3	2
449	слова как	1	2
450	изучение этих	1	2
451	другие с	1	2
452	это в	1	2
453	надо было	1	2
454	этого слова	3	2
455	но это	5	2
456	так называемое	2	2
457	так называемые	1	2
458	жизни как	1	2
459	имеет свою	1	2
460	только о	1	2
461	д а	1	2
462	в число	1	2
463	в который	1	2
464	не к	3	2
465	сомнений в	3	2
466	что было	1	1
467	все в	2	1
468	которую можно	1	1
469	он очень	1	1
470	есть однако	1	1
471	только тогда	3	1
472	с которого	1	1
473	и стало	1	1
474	истории русского	1	1
475	на других	3	1
476	без особых	1	1
477	все что	2	1
478	взгляд на	1	1
479	мы видим	2	1
480	которая должна	2	1
481	вопрос был	1	1
482	и многие	2	1
483	народов в	1	1
484	е с	1	1
485	та же	4	1
486	за ним	3	1
487	самих себя	1	1
488	из цикла	1	1
489	понятия так	1	1
490	то увидим	1	1
491	и очень	1	1
492	его также	1	1
493	а наоборот	1	1
494	народа в	2	1
495	этом сообщает	1	1
496	они не	1	1
497	может не	1	1
498	которое он	1	1
499	похожи на	1	1
500	также что	2	1
501	ли они	1	1
502	известно что	1	1
503	признает что	1	1
504	что каждый	2	1
505	которых мы	1	1
506	вопрос который	1	1
507	ее а	1	1
508	г о	1	1
509	гораздо менее	1	1
510	б и	1	1
511	притом не	1	1
512	для себя	1	1
513	оно было	1	1
514	себе целью	1	1
515	мы знаем	1	1
516	сохранился и	1	1
517	или по	1	1
518	из основных	2	1
519	однако и	1	1
520	и основной	1	1
521	для него	1	1
522	оставалась в	1	1
523	и свойства	1	1
524	именно только	1	1
525	вопрос мы	1	1
526	он называет	1	1
527	из задач	1	1
528	с ним	2	1
529	кроме того	3	1
530	что при	2	1
531	это обычно	1	1
532	есть один	1	1
533	было не	1	1
534	что так	1	1
535	в некоторых	11	1
536	одном и	1	1
537	в литературе	1	1
538	от времени	1	1
539	несомненно очень	1	1
540	говорится в	1	1
541	ее в	7	1
542	и нужно	1	1
543	в область	1	1
544	для нас	12	1
545	и за	2	1
546	но смысл	1	1
547	и этим	1	1
548	видеть в	1	1
549	интерес к	2	1
550	разного рода	1	1
551	в каком-нибудь	1	1
552	слова в	3	1
553	и о	4	1
554	обратный путь	1	1
555	содержанию своему	1	1
556	по образцу	1	1
557	самом же	2	1
558	на самом	3	1
559	на одной	1	1
560	здесь в	1	1
561	и объяснить	2	1
562	далее в	2	1
563	его от	2	1
564	на которой	2	1
565	точности соответствует	1	1
566	исследование о	1	1
567	приходит к	1	1
568	таком случае	1	1
569	упомянуть что	2	1
570	в русском	4	1
571	у него	2	1
572	что между	1	1
573	связан и	1	1
574	не на	2	1
575	германии в	1	1
576	что все	2	1
577	оно не	2	1
578	также в	5	1
579	этим объясняется	1	1
580	как не	2	1
581	как они	2	1
582	как эти	1	1
583	это толкование	1	1
584	если не	1	1
585	более или	1	1
586	в духе	1	1
587	но на	1	1
588	или не	2	1
589	все то	1	1
590	но он	3	1
591	цель и	1	1
592	в ближайшем	1	1
593	чем ближе	1	1
594	на свой	1	1
595	или в	7	1
596	объяснить себе	1	1
597	имеет то	1	1
598	как видно	1	1
599	относится и	1	1
600	ставит себе	1	1
601	их по	3	1
602	жизнь в	1	1
603	что его	1	1
604	самые разнообразные	1	1
605	но совершенно	1	1
606	что у	3	1
607	который как	1	1
608	в россии	4	1
609	с другими	3	1
610	и последний	1	1
611	и все	4	1
612	которые она	1	1
613	из самых	2	1
614	еще в	6	1
615	видеть как	2	1
616	есть в	2	1
617	которой оно	1	1
618	в языках	1	1
619	пока это	1	1
620	свойством что	1	1
621	нет он	1	1
622	но для	1	1
623	представлять себе	1	1
624	из всего	1	1
625	первой половине	1	1
626	представление о	5	1
627	очевидно что	2	1
628	слова а	1	1
629	значения и	2	1
630	в таком	5	1
631	если он	1	1
632	судить о	2	1
633	очень много	2	1
634	в среде	1	1
635	в жизни	2	1
636	понимать как	1	1
637	при исследовании	1	1
638	в числе	2	1
639	можно назвать	1	1
640	места и	1	1
641	видно из	1	1
642	заметить что	3	1
643	в стороне	2	1
644	развития но	1	1
645	разных народов	1	1
646	с той	2	1
647	xvi-xvii вв	2	1
648	не ограничивается	1	1
649	долгое время	1	1
650	с ними	6	1
651	что по	7	1
652	при более	1	1
653	из различных	1	1
654	по очень	1	1
655	нас нет	1	1
656	есть та	1	1
657	или даже	3	1
658	из чего	1	1
659	далеко не	5	1
660	говорят о	1	1
661	даже просто	1	1
662	между прочим	2	1
663	и распоряжается	1	1
664	сказывается и	1	1
665	в одно	2	1
666	характер чем	2	1
667	на эту	1	1
668	исследование именно	1	1
669	имеется в	1	1
670	себя к	1	1
671	собой не	1	1
672	не от	1	1
673	области в	1	1
674	о единстве	1	1
675	приводил к	1	1
676	и могут	1	1
677	в новой	1	1
678	в такой	1	1
679	здесь говорится	2	1
680	между собой	4	1
681	какой смысл	1	1
682	это несомненно	1	1
683	любви и	1	1
684	через них	8	1
685	у древних	1	1
686	слово в	1	1
687	в свете	5	1
688	е на	2	1
689	это хорошо	1	1
690	в какой-нибудь	1	1
691	они говорят	1	1
692	он по	1	1
693	так а	1	1
694	славянских языках	1	1
695	них в	2	1
696	целью раскрыть	1	1
697	природа и	1	1
698	состав этого	1	1
699	достаточно чтобы	1	1
700	xix-xx вв	1	1
701	тому же	1	1
702	в эту	3	1
703	называются также	1	1
704	или менее	1	1
705	и у	5	1
706	что их	1	1
707	в одной	1	1
708	быть назван	1	1
709	включая и	1	1
710	руки и	3	1
711	связано с	3	1
712	по поводу	1	1
713	чтобы лучше	2	1
714	ему не	1	1
715	на них	4	1
716	высокой ступени	1	1
717	жизнь и	2	1
718	чтобы сделать	2	1
719	не была	1	1
720	в природе	2	1
721	представляла собой	2	1
722	что эти	2	1
723	тому кто	1	1
724	говорится о	3	1
725	ко всему	2	1
726	это и	1	1
727	и дело	2	1
728	его и	2	1
729	того или	1	1
730	разница между	2	1
731	его словам	1	1
732	и эти	1	1
733	этом говорит	1	1
734	а к	3	1
735	в полной	1	1
736	и более	3	1
737	вытекает из	1	1
738	и такие	1	1
739	размышлений и	1	1
740	работы а	1	1
741	что этот	4	1
742	на части	9	1
743	состоять в	1	1
744	области изучения	2	1
745	такие же	4	1
746	не означает	2	1
747	к слову	3	1
748	значит что	2	1
749	должно было	5	1
750	говорилось о	2	1
751	ясно и	1	1
752	тех же	1	1
753	даже к	1	1
754	эта связь	2	1
755	том какие	1	1
756	в круг	3	1
757	превращается в	1	1
758	был уже	1	1
759	это как	1	1
760	полагали что	2	1
761	в самых	1	1
762	имен и	1	1
763	представления в	2	1
764	еще на	1	1
765	общеизвестно что	1	1
766	а через	1	1
767	его у	1	1
768	русской историей	1	1
769	наконец в	1	1
770	не дает	1	1
771	во всей	2	1
772	что наука	1	1
773	следует представлять	1	1
774	не по	1	1
775	быть не	1	1
776	случае она	1	1
777	и должна	2	1
778	но здесь	1	1
779	и другой	5	1
780	работы но	1	1
781	ряда других	2	1
782	во многих	14	1
783	не всегда	4	1
784	из их	1	1
785	такое название	1	1
786	принципиального характера	1	1
787	имея в	1	1
788	более древних	1	1
789	ряде других	1	1
790	из себя	1	1
791	разных формах	3	1
792	в руках	3	1
793	в которой	3	1
794	имеет целью	1	1
795	которая по	1	1
796	не будет	1	1
797	между двумя	2	1
798	в значении	1	1
799	труда а	1	1
800	наблюдения и	1	1
801	к вопросу	2	1
802	изучение этого	1	1
803	не могло	1	1
804	должны быть	1	1
805	что также	2	1
806	указать что	1	1
807	не приходится	1	1
808	и та	1	1
809	почему о	1	1
810	интерес представляет	1	1
811	разницей что	2	1
812	древних народов	1	1
813	не могла	1	1
814	о своем	1	1
815	нельзя отрицать	1	1
816	не потому	1	1
817	и была	1	1
818	и соответствующих	1	1
819	этим не	1	1
820	имеют первостепенное	1	1
821	ее с	2	1
822	большей частью	1	1
823	по очереди	1	1
824	через их	1	1
825	самого понятия	1	1
826	также не	2	1
827	случае с	1	1
828	и затем	1	1
829	в xix	13	1
830	он есть	2	1
831	рассуждение о	1	1
832	сослаться на	1	1
833	и всегда	1	1
834	человека и	1	1
835	для дальнейшего	1	1
836	для которой	1	1
837	должны были	3	1
838	политическая история	1	1
839	них непосредственно	1	1
840	мы здесь	2	1
841	он поставил	1	1
842	знает что	1	1
843	многих случаях	4	1
844	основываясь на	1	1
845	имеет тот	1	1
846	на которые	1	1
847	что дает	1	1
848	которые и	1	1
849	на общий	1	1
850	же а	4	1
851	веков в	1	1
852	в точности	1	1
853	он в	1	1
854	как когда-то	1	1
855	нет и	1	1
856	место в	2	1
857	но который	1	1
858	на две	3	1
859	а и	7	1
860	к ним	4	1
861	содержанием и	1	1
862	этих отношениях	1	1
863	ее не	1	1
864	общего с	1	1
865	она может	1	1
866	главным образом	5	1
867	оно имеет	1	1
868	без всякого	1	1
869	был он	1	1
870	для такого	1	1
871	но есть	3	1
872	методы изучения	1	1
873	только одна	1	1
874	по другим	1	1
875	что есть	2	1
876	или с	4	1
877	они должны	1	1
878	что изучение	1	1
879	тесно связаны	1	1
880	приводят к	1	1
881	того времени	1	1
882	этом и	1	1
883	точку зрения	1	1
884	иногда это	1	1
885	она имела	1	1
886	смотрят на	1	1
887	тем временем	2	1
888	к которому	1	1
889	наоборот в	1	1
890	не значит	2	1
891	только при	1	1
892	русском языке	1	1
893	место для	1	1
894	и от	2	1
895	у разных	1	1
896	них как	2	1
897	почвы на	1	1
898	теми же	1	1
899	образом в	2	1
900	настоящее время	3	1
901	же в	5	1
902	и различиях	1	1
903	что без	1	1
904	преимущественно же	1	1
905	содержанию и	1	1
906	совсем другое	1	1
907	по одной	1	1
908	он был	2	1
909	вопросов и	1	1
910	очень редко	1	1
911	себя именно	1	1
912	раз наоборот	1	1
913	других народов	2	1
914	д и	1	1
915	выходя из	1	1
916	в европе	1	1
917	показывает что	9	1
918	в отдельных	1	1
919	не умели	1	1
920	идут в	3	1
921	месте в	1	1
922	эти сведения	1	1
923	которая имеет	1	1
924	к этим	1	1
925	во время	23	1
926	только потому	1	1
927	и после	2	1
928	в так	1	1
929	для этой	3	1
930	после смерти	1	1
931	других языках	1	1
932	чтобы не	1	1
933	именно это	1	1
934	в настоящее	3	1
935	говорится что	4	1
936	как указывает	1	1
937	и особенно	1	1
938	дальнейшего развития	1	1
939	и становится	1	1
940	тот же	2	1
941	сомнения в	1	1
942	что на	5	1
943	в заключение	2	1
944	на некоторое	1	1
945	в первой	1	1
946	вся эта	2	1
947	никак не	1	1
948	и самый	1	1
949	вернуться к	1	1
950	обратиться к	1	1
951	в риме	1	1
952	и том	1	1
953	он должен	2	1
954	судя по	2	1
