N	2gram	Vygotskiy_	OGranits
539	сказал что	1	1
540	речь в	1	1
541	из нее	1	1
542	и над	1	1
543	в ритме	1	1
544	когда ребенок	1	1
545	характер лишь	1	1
546	сложных формах	2	1
547	в отличие	4	1
548	их в	4	1
549	и вне	1	1
550	произведение как	4	1
551	нет и	1	1
552	хотя они	1	1
553	заключается в	15	1
554	и назначение	1	1
555	существует то	1	1
556	функций и	1	1
557	элементов в	1	1
558	отношение к	3	1
559	мышления но	1	1
560	между людьми	1	1
561	сам собой	3	1
562	процессов в	1	1
563	отношений и	2	1
564	именно та	1	1
565	в рифме	1	1
566	сказать что	12	1
567	пригодны для	1	1
568	и никогда	1	1
569	в конечном	6	1
570	темы в	1	1
571	та или	1	1
572	в эпоху	1	1
573	ему в	1	1
574	виду что	1	1
575	или менее	3	1
576	следствием того	1	1
577	она из	1	1
578	найти в	2	1
579	он все	2	1
580	а у	1	1
581	всем протяжении	1	1
582	служить материалом	1	1
583	возможности в	1	1
584	экономических отношений	1	1
585	представление о	6	1
586	что изучение	1	1
587	конечном счете	6	1
588	он говорит	4	1
589	такой же	9	1
590	к другим	2	1
591	области исследования	1	1
592	в конце	6	1
593	приемов то	1	1
594	произведения и	2	1
595	произведения не	1	1
596	образом не	1	1
597	в эстетической	2	1
598	обратимся к	1	1
599	скорее как	1	1
600	даже для	2	1
601	и наметить	1	1
602	одной из	1	1
603	например в	5	1
604	свести к	1	1
605	как совершенно	5	1
606	к ослаблению	1	1
607	отнесена к	1	1
608	до такой	1	1
609	быть объяснено	2	1
610	и ряд	1	1
611	бы что	2	1
612	к произведению	2	1
613	к более	2	1
614	материале социальной	1	1
615	к этому	5	1
616	не знаем	2	1
617	в одной	3	1
618	за которым	1	1
619	роль играет	1	1
620	и как	9	1
621	в выражении	1	1
622	их воздействия	1	1
623	в понимании	1	1
624	стороны оно	1	1
625	как о	1	1
626	эстетического наслаждения	2	1
627	вплоть до	3	1
628	до конца	9	1
629	эти три	1	1
630	все время	6	1
631	и иметь	1	1
632	что он	17	1
633	в узком	2	1
634	столь же	6	1
635	в собственном	4	1
636	влиянии на	1	1
637	связи со	2	1
638	и вопроса	1	1
639	прозаической речи	1	1
640	что она	11	1
641	эту точку	1	1
642	не существует	4	1
643	далеко не	7	1
644	и о	4	1
645	и социальная	1	1
646	но что	3	1
647	что без	3	1
648	является не	1	1
649	в мире	1	1
650	в достаточной	1	1
651	вместе с	10	1
652	для понимания	2	1
653	историческое развитие	1	1
654	же точно	13	1
655	который в	3	1
656	в технике	1	1
657	себе я	1	1
658	и вместе	2	1
659	одна из	5	1
660	на эту	1	1
661	этого слова	5	1
662	слова есть	2	1
663	в которых	5	1
664	но не	5	1
665	собой разумеется	1	1
666	так в	1	1
667	и характер	3	1
668	включает в	1	1
669	и всякого	1	1
670	в лирике	1	1
671	именно с	1	1
672	но если	2	1
673	имеет и	1	1
674	одно из	2	1
675	с его	3	1
676	же автора	1	1
677	от другой	1	1
678	при изучении	1	1
679	что до	1	1
680	ли не	2	1
681	при таком	5	1
682	себя и	3	1
683	ключ ко	1	1
684	этой школы	2	1
685	оно может	1	1
686	поэзии в	2	1
687	по поводу	3	1
688	на место	3	1
689	нам придется	2	1
690	тех или	2	1
691	применяется к	1	1
692	в такой	2	1
693	преувеличено в	1	1
694	вещей мы	1	1
695	на всем	1	1
696	утверждая что	1	1
697	форма как	2	1
698	социальной среде	1	1
699	в то	8	1
700	а вовсе	1	1
701	мыслей и	3	1
702	один и	2	1
703	в действительной	1	1
704	действительности поэтому	1	1
705	больше и	2	1
706	так художественное	1	1
707	отнюдь не	11	1
708	даже у	1	1
709	и самый	1	1
710	только с	2	1
711	место слова	1	1
712	этого материала	4	1
713	понятие о	2	1
714	работ в	1	1
715	и оно	1	1
716	в условиях	1	1
717	ведь и	1	1
718	когда в	1	1
719	в себя	3	1
720	это произведение	1	1
721	художественной формы	17	1
722	чтобы заметить	2	1
723	воздействия на	2	1
724	в системе	1	1
725	в эстетике	6	1
726	для этого	1	1
727	она есть	2	1
728	с ее	3	1
729	в нашу	1	1
730	художественного творчества	6	1
731	и это	6	1
732	переходе от	2	1
733	входящих в	2	1
734	в поэтическом	2	1
735	и чем	1	1
736	того же	3	1
737	есть она	1	1
738	только они	2	1
739	эстетике и	2	1
740	материала или	1	1
741	в самой	2	1
742	только о	3	1
743	от него	2	1
744	само по	8	1
745	здесь нет	1	1
746	как для	1	1
747	не должна	1	1
748	и становится	1	1
749	к нему	3	1
750	едва ли	5	1
751	не можем	3	1
752	изучаемых явлений	1	1
753	последнее время	2	1
754	проявляются в	1	1
755	мысли в	3	1
756	что имеет	1	1
757	искусства в	14	1
758	формы и	11	1
759	которую не	1	1
760	как система	1	1
761	особенно в	1	1
762	которая есть	1	1
763	в несколько	1	1
764	которая и	1	1
765	может доставить	1	1
766	как из	1	1
767	обратиться к	3	1
768	на материале	1	1
769	себе а	4	1
770	и сами	1	1
771	на все	6	1
772	еще не	2	1
773	в статье	1	1
774	тех случаях	1	1
775	для анализа	2	1
