N	3gram	Tiupa_Hudo	Dialekti
102	как один из	1	2
103	в себе самом	1	2
104	не в состоянии	1	2
105	у достоевского в	1	2
106	несмотря на свою	1	2
107	тот или иной	3	2
108	уже не просто	1	2
109	в лучшем случае	1	2
110	при условии что	1	2
111	и в том	1	2
112	как особого рода	1	2
113	на первый взгляд	1	2
114	ни к чему	1	2
115	мы имеем дело	2	2
116	а можно только	1	1
117	что говоря о	1	1
118	отнюдь не в	1	1
119	у нее нет	1	1
120	мы говорим о	1	1
121	не может зависеть	1	1
122	он еще не	1	1
123	не просто о	1	1
124	до известной степени	2	1
125	проявляет себя в	1	1
126	больше и больше	1	1
127	на задний план	1	1
128	точки зрения не	1	1
129	объективно и не	1	1
130	вопрос что такое	1	1
131	он мог бы	1	1
132	в мире без	1	1
133	в отдельности и	1	1
134	а в другом	1	1
135	из этих двух	1	1
136	было и не	1	1
137	тем и другим	1	1
138	собственно говоря и	1	1
139	для себя и	1	1
140	только при условии	1	1
141	художественное произведение и	1	1
142	том что она	1	1
143	во втором случае	1	1
144	в том случае	1	1
145	к своему собственному	1	1
146	те и другие	1	1
147	таким образом что	1	1
148	не в самом	2	1
149	субъект мыслится как	1	1
150	жизни которая не	1	1
151	их никто не	1	1
152	в этом мире	2	1
153	в душе моей	1	1
154	в отличие от	7	1
155	но в силу	1	1
156	а в том	1	1
157	каждой из них	1	1
158	в последней главе	1	1
159	чисто познавательного логического	1	1
160	не только на	1	1
161	то ни было	2	1
162	в своей жизни	1	1
163	тех кто его	1	1
164	возможна только в	1	1
165	исходит из того	1	1
166	на наших глазах	2	1
167	не входит в	1	1
168	в конечном счете	5	1
169	а не с	1	1
170	если бы для	1	1
171	если он не	1	1
172	чужой психики но	1	1
173	а с другой	2	1
174	и не дает	1	1
175	таким образом и	1	1
176	имея в виду	1	1
177	не могли быть	1	1
178	это ведет к	1	1
179	и в этой	1	1
180	на театральной сцене	1	1
181	своего объекта и	1	1
182	в этих случаях	1	1
183	в том и	2	1
184	не сама жизнь	1	1
185	ни от кого	1	1
186	а только лишь	1	1
187	никогда не бывает	1	1
188	себя и что	1	1
189	личности как это	1	1
190	том отношении что	1	1
191	при всей своей	1	1
192	в принципе однако	1	1
193	мы видим в	1	1
194	заключается в том	1	1
195	или иное логическое	1	1
196	имеем в виду	3	1
197	или ином отношении	1	1
198	по большей части	2	1
199	видим в нем	1	1
200	том или ином	1	1
201	ведет нас к	1	1
202	в свое время	1	1
203	в каждом человеке	1	1
204	в чем собственно	1	1
205	исторического бытия и	1	1
206	всем потому что	1	1
207	в полной мере	1	1
208	в основе всех	1	1
209	и не происходит	1	1
210	в виду не	3	1
211	что он должен	1	1
212	в себя и	1	1
213	личности а не	1	1
214	имеем дело не	1	1
215	в себе никаких	1	1
216	включает в себя	2	1
217	именно в этом	1	1
218	как раз в	1	1
219	так и его	1	1
220	мы имеем в	3	1
221	хома брут не	1	1
222	во всей его	2	1
223	в этом случае	1	1
224	говорить о разных	1	1
225	том что он	2	1
226	в том отношении	1	1
227	в первую очередь	1	1
228	и его внешней	4	1
229	своими корнями в	1	1
230	в романе достоевского	1	1
231	в новое время	1	1
232	и в сущности	1	1
233	жизнь личности в	1	1
234	том случае если	1	1
235	легко может быть	1	1
236	обратим внимание на	1	1
237	как того требует	1	1
238	как бы в	1	1
239	уходит своими корнями	1	1
240	в узком и	1	1
241	то что они	1	1
242	точки зрения и	1	1
243	приводит к тому	2	1
244	прежде всего в	1	1
245	отчет в том	1	1
246	чем собственно говоря	1	1
247	в себе никакого	1	1
248	при всем своем	1	1
249	что несмотря на	1	1
250	в основе своей	2	1
251	гоголевский хома брут	1	1
252	в своей собственной	1	1
