N	2gram	Losev_Vesc	VLabPisa
171	том как	4	3
172	вовсе не	11	3
173	бы в	9	3
174	с этим	4	3
175	а в	6	3
176	реальная действительность	2	3
177	что не	11	3
178	как о	5	3
179	в котором	4	3
180	даже и	5	3
181	она не	9	3
182	в противоположность	1	3
183	но даже	3	3
184	того чтобы	4	3
185	для того	3	3
186	тому как	5	3
187	и их	11	3
188	всех других	1	3
189	как он	2	3
190	вслед за	1	3
191	далеко не	2	3
192	этот вопрос	6	3
193	так же	4	3
194	при помощи	4	3
195	человека и	3	3
196	при всем	2	3
197	нет и	4	3
198	та или	2	3
199	и от	4	3
200	точки зрения	10	3
201	жизни и	6	3
202	и по	1	3
203	всех этих	1	3
204	имеет свою	1	3
205	моментов в	2	3
206	а н	1	3
207	мы видели	3	3
208	в особенности	3	2
209	этом и	2	2
210	самом понятии	1	2
211	представить себе	1	2
212	и весь	1	2
213	отличия от	1	2
214	только не	5	2
215	том чтобы	2	2
216	и этот	2	2
217	из которых	3	2
218	они и	1	2
219	нет ни	1	2
220	от его	2	2
221	они не	1	2
222	на вопрос	2	2
223	если в	1	2
224	также что	1	2
225	на язык	3	2
226	самого себя	2	2
227	должно быть	8	2
228	зависит от	1	2
229	ее как	4	2
230	с одной	3	2
231	должна быть	8	2
232	внимание на	1	2
233	тогда когда	5	2
234	из основных	3	2
235	получает в	2	2
236	с нею	19	2
237	говорить о	9	2
238	да и	5	2
239	хотя и	5	2
240	к а	1	2
241	связанное с	1	2
242	о чем	2	2
243	не приходится	1	2
244	одном и	2	2
245	после этого	1	2
246	в науке	3	2
247	что такое	20	2
248	а затем	2	2
249	не отрицает	1	2
250	из своих	1	2
251	не столько	2	2
252	с другими	8	2
253	его от	2	2
254	по себе	22	2
255	только очень	2	2
256	но с	2	2
257	в своих	3	2
258	и даже	12	2
259	этой точки	3	2
260	и наконец	1	2
261	силу тех	1	2
262	этого рода	1	2
263	в которой	5	2
264	такое понимание	1	2
265	не о	2	2
266	а во-вторых	1	2
267	до полного	1	2
268	что она	23	2
269	идеалист и	1	2
270	но не	9	2
271	в ней	14	2
272	вот это	3	2
273	между собою	12	2
274	в жизни	5	2
275	понимать как	2	2
276	стороны в	1	2
277	представляют собою	1	2
278	эти явления	1	2
279	к его	2	2
280	чего бы	2	2
281	по одному	1	2
282	же как	3	2
283	на эти	1	2
284	между прочим	4	2
285	что мы	17	2
286	на этом	4	2
287	не вполне	2	2
288	не менее	11	2
289	можно ли	7	2
290	ли не	1	2
291	может не	4	2
292	отличается от	8	2
293	на то	9	2
294	себе и	2	2
295	которая не	1	2
296	в чем	10	2
297	собою и	5	2
298	говорит об	1	2
299	могло бы	1	2
300	но к	2	2
301	сих пор	1	2
302	легко и	1	2
303	от них	1	2
304	еще не	12	2
305	во всяком	4	2
306	и потому	8	2
307	понятно что	1	2
308	еще и	11	2
309	того или	1	2
310	до сих	1	2
311	человека в	1	2
312	восприятия и	1	2
313	и быть	2	2
314	этого положения	1	2
315	было в	3	2
316	в умном	1	2
317	значит что	32	2
318	в целях	1	2
319	ли это	9	2
320	то это	5	2
321	и заключается	1	2
322	в самых	1	2
323	и социальной	1	2
324	много и	1	2
325	в течение	1	2
326	всяком случае	2	2
327	одной стороны	3	2
328	относится к	6	2
329	также и	9	2
330	ту же	2	2
331	в другом	3	2
332	но то	4	2
333	искусства и	1	2
334	не быть	4	2
335	с а	4	2
336	не всегда	1	2
337	по крайней	10	2
338	из себя	6	2
339	формы и	1	2
340	е в	7	2
341	и может	3	2
342	лишь в	1	2
343	связана с	1	2
344	каждой из	2	2
345	в системе	1	2
346	должны быть	6	2
347	я бы	2	2
348	не с	8	2
349	не интересует	1	2
350	в различных	1	2
351	можно было	6	2
352	только у	1	2
353	даже не	8	2
354	стороны и	2	2
355	и сам	3	2
356	только то	4	2
357	от того	7	2
358	действительность в	2	2
359	действительности на	1	2
360	на это	5	2
361	и формы	2	2
362	всего не	1	2
363	ни одного	1	2
364	он и	2	2
365	же самое	1	2
366	в книге	1	2
367	вообще и	5	2
368	для проявления	1	2
369	будто бы	1	2
370	в сфере	6	2
371	и многих	1	2
372	заключается в	3	2
373	и у	4	2
374	они должны	1	2
375	необходимо и	5	2
376	одной из	1	2
377	на него	3	2
378	эти вопросы	1	2
379	как от	1	2
380	он не	4	2
381	во всей	1	2
382	или иной	1	2
383	в общем	1	2
384	и непосредственного	1	2
385	если они	2	2
386	этому сводится	1	2
387	в реальной	1	2
388	он сам	2	2
389	и значит	5	2
390	только с	3	2
391	у них	2	2
392	нет никаких	1	2
393	к этим	2	2
394	конце концов	2	2
395	уже по	1	2
396	чтобы не	2	2
397	и для	13	2
398	и том	1	2
399	но для	2	2
400	только о	2	2
401	крайней мере	10	2
402	ни с	8	2
403	но в	8	2
404	в той	6	1
405	ничего иного	3	1
406	данной области	2	1
407	с которой	3	1
408	может обойтись	1	1
409	такова природа	1	1
410	значит ли	7	1
411	об их	3	1
412	то в	4	1
413	на почве	6	1
414	вот эта	2	1
415	именно к	1	1
416	однако и	1	1
417	к действительности	2	1
418	и другие	2	1
419	этом случае	1	1
420	которые для	1	1
421	является в	2	1
422	и составляет	1	1
423	прямо и	1	1
424	понятий и	2	1
425	смерть и	1	1
426	творчестве и	1	1
427	и то	14	1
428	ответ на	1	1
429	а потому	2	1
430	ее и	2	1
431	тут роль	1	1
432	это одна	1	1
433	образом и	4	1
434	явлении что	1	1
435	ни в	11	1
436	мы видим	5	1
437	но на	2	1
438	в более	2	1
439	сознательное и	1	1
440	что если	2	1
441	е от	1	1
442	образа с	2	1
443	можно говорить	2	1
444	и мы	5	1
445	для определения	2	1
446	мы и	1	1
447	религии и	2	1
448	этого в	1	1
449	и ей	1	1
450	те или	5	1
451	полный и	1	1
452	вне себя	2	1
453	мышления и	1	1
454	смысле что	2	1
455	многих других	1	1
456	от жизни	1	1
457	а наоборот	1	1
458	со всем	5	1
459	ней не	1	1
460	сознания вообще	1	1
461	данном случае	2	1
462	что этим	1	1
463	то есть	2	1
464	и свою	1	1
465	можно и	3	1
466	свидетельствует о	3	1
467	которые не	1	1
468	или только	1	1
469	сущность и	9	1
470	к этой	1	1
471	и кончая	1	1
472	переходит в	4	1
473	почти не	1	1
474	своего собственного	1	1
475	о значении	2	1
476	поэтому в	2	1
477	он только	1	1
478	мы не	8	1
479	в состоянии	2	1
480	с этой	6	1
481	или по	2	1
482	к сфере	1	1
483	дело с	1	1
484	еще более	4	1
485	в применении	2	1
486	только лишь	1	1
487	об искусстве	1	1
488	момента в	1	1
489	есть для	2	1
490	и менее	1	1
491	в обыденной	1	1
492	или ее	3	1
493	несмотря на	6	1
494	из того	3	1
495	и дает	2	1
496	есть его	1	1
497	разум и	2	1
498	проявляется в	1	1
499	а и	13	1
500	к истине	1	1
501	мы получаем	1	1
502	реальной жизни	2	1
503	в определенном	2	1
504	значит не	4	1
505	это значит	30	1
506	быть а	1	1
507	требуется чтобы	1	1
508	с ним	8	1
509	кроме того	5	1
510	разница между	1	1
511	сам по	4	1
512	есть функция	1	1
513	свой анализ	1	1
514	о нем	1	1
515	очень многим	1	1
516	не как	2	1
517	мы в	1	1
518	для нас	2	1
519	позицию как	1	1
520	и внешнего	2	1
521	и всегда	1	1
522	например с	1	1
523	материи есть	1	1
524	созерцательно и	1	1
525	они в	1	1
526	или иную	3	1
527	сущность в	4	1
528	большею частью	1	1
529	и никакой	1	1
530	нет это	3	1
531	но что	9	1
532	силой и	1	1
533	чем он	1	1
534	раз с	2	1
535	как нечто	3	1
536	именно эти	1	1
537	нет никакого	3	1
538	исторического развития	1	1
539	в живом	1	1
540	не знать	2	1
541	себя это	4	1
542	непосредственно данное	1	1
543	мере и	1	1
544	или другого	1	1
545	природу и	1	1
546	в этих	1	1
547	ни просто	6	1
548	без этого	3	1
549	свой образ	2	1
550	себя или	2	1
551	более полное	1	1
552	однако при	1	1
553	и смысл	1	1
554	и эти	3	1
555	в виде	3	1
556	с действительностью	1	1
557	это определение	1	1
558	из видов	1	1
559	и сознания	2	1
560	ведь это	1	1
561	теперь на	1	1
562	как же	6	1
563	так или	5	1
564	о природе	1	1
565	сами по	3	1
566	если не	3	1
567	в духе	1	1
568	все то	2	1
569	но он	2	1
570	его сущность	1	1
571	самом деле	7	1
572	вскрыть в	1	1
573	но все	3	1
574	еще раз	1	1
575	как видно	1	1
576	в вещи	12	1
577	или иначе	5	1
578	без остатка	1	1
579	е не	5	1
580	а также	1	1
581	не обязательно	2	1
582	жизнь в	1	1
583	смысла и	8	1
584	диалектики как	1	1
585	наконец в-третьих	1	1
586	и художественном	1	1
587	это положение	1	1
588	основные вопросы	1	1
589	мы говорим	6	1
590	и которая	1	1
591	этим и	1	1
592	результате этого	1	1
593	и все	6	1
594	же по	2	1
595	вещи для	4	1
596	учения о	2	1
597	раз навсегда	3	1
598	они могут	1	1
599	на себя	5	1
600	зрения на	1	1
601	сущности в	1	1
602	эстетики и	1	1
603	к пониманию	3	1
604	всем что	2	1
605	тем что	7	1
606	от всего	15	1
607	как сказал	1	1
608	чем отличается	1	1
609	данного человека	2	1
610	если это	4	1
611	и данные	1	1
612	же самый	1	1
613	опыту то	1	1
614	то время	4	1
615	в таком	1	1
616	если под	2	1
617	если он	3	1
618	очень много	1	1
619	в сферу	2	1
620	том или	2	1
621	сама по	7	1
622	между этими	1	1
623	можно назвать	1	1
624	в стороне	1	1
625	относятся к	1	1
626	же но	2	1
627	действительности без	2	1
628	и без	4	1
629	к таким	1	1
630	в какой	1	1
631	же оно	3	1
632	понятия и	1	1
633	порядка а	1	1
634	необходимо для	1	1
635	нас к	1	1
636	в в	2	1
637	во имя	3	1
638	как не	2	1
639	предметно и	1	1
640	время как	4	1
641	ней ту	1	1
642	может только	1	1
643	меньшей мере	1	1
644	а именно	1	1
645	вещи в	10	1
646	в научной	2	1
647	одновременно и	1	1
648	и так	2	1
649	как можно	5	1
650	состоит из	3	1
651	и вместе	1	1
652	эту проблему	1	1
653	на эту	1	1
654	смысла в	1	1
655	как в	3	1
656	этим самым	1	1
657	и понимания	3	1
658	что ее	2	1
659	на одном	1	1
660	них и	2	1
661	себя и	8	1
662	не имеет	2	1
663	к какому	1	1
664	обе эти	2	1
665	зрения и	2	1
666	остается только	1	1
667	но у	1	1
668	и никем	1	1
669	между собой	2	1
670	который я	2	1
671	никем не	1	1
672	почти все	2	1
673	в свете	8	1
674	о котором	2	1
675	собою в	1	1
676	сравнению с	7	1
677	которое не	1	1
678	том смысле	1	1
679	это было	2	1
680	лежит в	1	1
681	быть определена	1	1
682	образом можно	1	1
683	есть то	12	1
684	с большей	1	1
685	он вполне	1	1
686	быть никакого	1	1
687	речь идет	1	1
688	для их	1	1
689	знает что	2	1
690	и это	17	1
691	его значение	1	1
692	образом от	1	1
693	очень существенно	1	1
694	а только	3	1
695	в каком	6	1
696	этих элементов	1	1
697	ничего общего	1	1
698	на себе	5	1
699	меня ни	1	1
700	философии как	2	1
701	что их	1	1
702	на другом	1	1
703	понимать в	2	1
704	не все	3	1
705	казалось бы	3	1
706	обыденной жизни	1	1
707	это явление	1	1
708	сразу и	2	1
709	что конечно	1	1
710	той или	3	1
711	этот первый	1	1
712	частей и	1	1
713	в дальнейшем	1	1
714	и значения	2	1
715	жизнь и	2	1
716	само же	1	1
717	что эти	2	1
718	нет ничего	2	1
719	еще до	1	1
720	под именем	2	1
721	ни к	3	1
722	его и	4	1
723	наконец и	1	1
724	отношении но	2	1
725	совершенно не	11	1
726	признать что	2	1
727	тут только	1	1
728	на этой	2	1
729	о различных	1	1
730	а с	3	1
731	в данном	6	1
732	личности в	1	1
733	деталей и	1	1
734	от других	1	1
735	в основе	4	1
736	е более	1	1
737	не видеть	1	1
738	силы и	2	1
739	вообще в	1	1
740	и мира	2	1
741	духовной и	1	1
742	проявляется не	1	1
743	тем более	3	1
744	уже из	1	1
745	а если	6	1
746	бы с	1	1
747	оно в	1	1
748	что этот	1	1
749	бытие как	1	1
750	вопрос о	6	1
751	но между	2	1
752	это понятие	1	1
753	видим что	2	1
754	в разуме	2	1
755	применении к	3	1
756	но ведь	2	1
757	от природы	1	1
758	характер так	1	1
759	что сущность	2	1
760	сознание это	1	1
761	действительности как	2	1
762	как совершенно	2	1
763	и развитии	1	1
764	не решена	1	1
765	есть в	4	1
766	часть или	1	1
767	конечно не	2	1
768	с новыми	1	1
769	а чисто	2	1
770	нужно как	1	1
771	что самое	1	1
772	может идти	2	1
773	всего этого	1	1
774	путем чисто	1	1
775	наконец в	1	1
776	уже в	2	1
777	не дает	1	1
778	ту или	3	1
779	бытия в	2	1
780	по сравнению	8	1
781	однако если	1	1
782	неотделимо от	2	1
783	другой в	1	1
784	психики а	1	1
785	отрыве от	3	1
786	не один	1	1
787	то уже	1	1
788	в теории	1	1
789	как орудие	1	1
790	такой вещи	1	1
791	это для	2	1
792	наличие в	1	1
793	неизбежно приходит	1	1
794	пока в	1	1
795	как совокупность	1	1
796	потому что	25	1
797	в свою	5	1
798	и тем	7	1
799	слова и	7	1
800	кажется что	1	1
801	быть и	5	1
802	от всех	5	1
803	обойтись без	4	1
804	только тогда	4	1
805	в него	1	1
806	при той	1	1
807	понимает и	1	1
808	оно и	4	1
809	только один	3	1
810	однако эта	1	1
811	но она	3	1
812	значение для	1	1
813	со стороны	9	1
814	только на	3	1
815	если же	5	1
816	личность и	1	1
817	или иных	2	1
818	и отсталой	1	1
819	или иные	1	1
820	что эта	2	1
821	для этого	5	1
822	одно и	6	1
823	и ему	1	1
824	и если	5	1
825	есть и	13	1
826	и та	2	1
827	вещь в	7	1
828	хотя в	1	1
829	все те	1	1
830	и что	22	1
831	в каком-то	5	1
832	дело не	4	1
833	отличной от	1	1
834	существу своему	1	1
835	существу же	1	1
836	если все	1	1
837	и целиком	1	1
838	но только	4	1
839	говорит что	1	1
840	как комплекс	2	1
841	в начале	1	1
842	вообще но	6	1
843	явлений в	2	1
844	мы хотим	1	1
845	и закон	1	1
846	бы уже	1	1
847	существует ли	1	1
848	то как	2	1
849	что еще	1	1
850	же если	1	1
851	в истории	3	1
852	как оно	4	1
853	уже есть	1	1
854	объективная реальность	1	1
855	звуков и	2	1
856	конечно нет	2	1
857	е чисто	1	1
858	полное и	1	1
859	этом смысле	2	1
860	себя от	2	1
861	что из	3	1
862	то или	5	1
863	или как	3	1
864	и субъективно	1	1
865	характером и	2	1
866	и речи	1	1
867	бы совершенно	1	1
868	в новое	1	1
869	себе в	5	1
870	без труда	1	1
871	свою очередь	5	1
872	и каково	1	1
873	воображении и	1	1
874	или иное	1	1
875	и движение	1	1
876	не случайно	2	1
877	связанной с	1	1
878	личности и	1	1
879	нечто целое	2	1
880	проблемы в	1	1
881	в передней	1	1
882	знает и	2	1
883	дает подробный	1	1
884	на некоторые	1	1
885	и идеи	1	1
886	и основной	1	1
887	единство и	1	1
888	действительности если	1	1
889	но ни	1	1
890	так то	4	1
891	и еще	4	1
892	могут только	1	1
893	из наиболее	2	1
894	исключительно в	1	1
895	тот или	1	1
896	отношение к	4	1
897	свою идею	1	1
898	как мы	6	1
899	а а	2	1
900	со своими	1	1
901	же не	4	1
902	жизни не	1	1
903	к ней	4	1
904	и явлений	4	1
905	в данной	2	1
906	но по	1	1
907	это вовсе	2	1
908	частью в	1	1
909	в понимании	1	1
910	и механизм	1	1
911	для такого	2	1
912	бы его	2	1
913	необходимо сделать	1	1
914	к ее	3	1
915	и во	3	1
916	что есть	8	1
917	февраля г	1	1
918	их к	1	1
919	бы он	1	1
920	и бытие	1	1
921	и чисто	4	1
922	новое время	1	1
923	больше того	6	1
924	анализа и	1	1
925	быть в	1	1
926	предмета в	1	1
927	что может	1	1
928	сущности и	14	1
929	находится в	4	1
930	уже не	15	1
931	имеем дело	3	1
932	не значит	11	1
933	стоит только	1	1
934	слова в	2	1
935	ли она	1	1
936	сказать не	1	1
937	из моментов	1	1
938	процессов в	1	1
939	на этот	1	1
940	это что	5	1
941	представление а	1	1
942	деле в	1	1
943	как будто	2	1
944	здесь не	2	1
945	по законам	2	1
946	по меньшей	1	1
947	ли эта	1	1
948	оно может	3	1
949	как возможно	1	1
950	тех или	6	1
951	один путь	1	1
952	интересует и	1	1
953	структура которых	1	1
954	это в	1	1
955	или не	7	1
956	в ту	1	1
957	речи о	1	1
958	но это	14	1
959	не хватает	2	1
960	потому и	1	1
961	бытие т	1	1
962	с ее	10	1
963	не имеющих	1	1
964	если есть	5	1
965	из него	1	1
966	с бытием	1	1
967	к полному	1	1
968	именно это	1	1
969	строго говоря	1	1
970	в едином	1	1
971	идею и	2	1
972	которой мы	1	1
973	действительности не	2	1
974	в самой	3	1
975	не был	2	1
976	ними в	2	1
977	если только	1	1
978	и ни	3	1
979	он должен	1	1
980	закреплен в	1	1
981	начинает с	1	1
982	собственно говоря	5	1
983	тому же	1	1
984	что на	2	1
985	дает возможность	1	1
986	в заключение	1	1
987	нее не	1	1
988	можно отметить	1	1
989	и иметь	1	1
990	образом на	1	1
991	его сознания	1	1
992	не к	3	1
993	и самый	1	1
994	понять и	4	1
995	когда говорят	1	1
996	напряжение всех	1	1
997	и биология	1	1
