N	3gram	Ircho_Kome	Dialekti
141	в этот момент	1	1
142	тех пор пока	1	1
143	одного из них	1	1
144	что мы не	1	1
145	в некоторых случаях	1	1
146	все проявления его	1	1
147	еще не знает	1	1
148	то что он	1	1
149	на задний план	1	1
150	то это опять	1	1
151	к одному и	1	1
152	судить о том	1	1
153	она и в	1	1
154	то что не	1	1
155	она должна быть	1	1
156	не был бы	1	1
157	должно было бы	1	1
158	об этом не	1	1
159	а то что	1	1
160	он и не	2	1
161	из них есть	1	1
162	все что ни	1	1
163	собственного дома и	1	1
164	что к нему	1	1
165	в ней как	1	1
166	потому что в	2	1
167	и после этого	1	1
168	в голову не	1	1
169	и не имеет	1	1
170	том что она	2	1
171	друг на друга	1	1
172	что у него	1	1
173	не знает как	1	1
174	не посмел бы	1	1
175	но при этом	1	1
176	за несколько минут	1	1
177	как например в	1	1
178	в первом случае	1	1
179	и чаще всего	1	1
180	в одной точке	1	1
181	самой своей природе	1	1
182	таким образом что	1	1
183	жизни вовсе не	1	1
184	никому и в	1	1
185	о чем я	1	1
186	независимо от того	1	1
187	только один из	1	1
188	но если бы	1	1
189	в отличие от	3	1
190	и никогда не	1	1
191	все это на	1	1
192	от отца и	1	1
193	понимающих друг друга	1	1
194	каждой из них	2	1
195	говорить о полном	1	1
196	и что не	1	1
197	точки зрения одного	1	1
198	то ни было	3	1
199	тому что она	1	1
200	да что там	1	1
201	на этот раз	2	1
202	и всякий другой	1	1
203	в конечном счете	2	1
204	и не требует	1	1
205	если он не	1	1
206	том как надо	1	1
207	гораздо ближе к	1	1
208	еще не зная	1	1
209	за другой как	1	1
210	и не дает	1	1
211	уж говорить о	1	1
212	чем в других	1	1
213	и по существу	1	1
214	то обстоятельство что	3	1
215	таким образом и	2	1
216	и о том	1	1
217	по самой своей	1	1
218	да и сами	1	1
219	и не думал	1	1
220	отнюдь не является	1	1
221	служит как бы	2	1
222	сих пор не	2	1
223	чем в любой	1	1
224	однако не будем	1	1
225	за то что	1	1
226	на эти вопросы	1	1
227	одной из сторон	1	1
228	вместе с тем	5	1
229	признать что в	1	1
230	не надо было	1	1
231	а не в	1	1
232	по существу своему	1	1
233	в какой мере	2	1
234	не обязательно было	1	1
235	то ни в	1	1
236	но и в	1	1
237	в том чтобы	1	1
238	это не так	1	1
239	в ней и	1	1
240	того чтобы дать	1	1
241	в любой другой	1	1
242	и тому же	1	1
243	мы имели бы	1	1
244	она ни в	1	1
245	может быть даже	1	1
246	и без всякого	1	1
247	и до сих	1	1
248	имеем в виду	2	1
249	в свое время	1	1
250	самом деле не	1	1
251	что с ними	1	1
252	не в их	1	1
253	так что лучше	1	1
254	друг против друга	1	1
255	что она и	1	1
256	в полной мере	1	1
257	что должна быть	1	1
258	только в том	1	1
259	со всеми их	1	1
260	в течение всей	1	1
261	до тех пор	5	1
262	и не должен	1	1
263	каждом из них	1	1
264	и призыв к	1	1
265	мы убеждаемся в	1	1
266	кроме того в	1	1
267	себя в театре	1	1
268	что ни в	1	1
269	нечего уж говорить	1	1
270	из себя и	1	1
271	что мы имеем	1	1
272	одну из самых	1	1
273	как раз в	1	1
274	так же нельзя	1	1
275	и ничего не	1	1
276	и в своей	1	1
277	только для того	2	1
278	но как раз	1	1
279	не о чем	1	1
280	мы имеем в	2	1
281	одному и тому	1	1
282	что для каждой	1	1
283	главным образом в	1	1
284	в этом случае	2	1
285	у меня в	2	1
286	и в голову	1	1
287	сказать несколько слов	1	1
288	том что он	1	1
289	в первую очередь	2	1
290	самого начала что	1	1
291	больше чем в	1	1
292	в нем только	1	1
293	об этом уже	1	1
294	можем судить о	1	1
295	все равно что	1	1
296	с которым они	1	1
297	все тем же	1	1
298	как бы в	1	1
299	в другой раз	3	1
300	в той же	1	1
301	это как раз	1	1
302	после того как	3	1
303	в виду конечно	1	1
304	в основе своей	2	1
305	он был бы	1	1
306	голову не приходит	1	1
307	если бы не	1	1
308	не мешает ему	3	1
