N	2gram	Potebnia_M	Tvorches
485	во всех	1	2
486	не зная	1	2
487	не противоречит	1	2
488	почему бы	1	2
489	своего я	1	2
490	с одной	8	2
491	на том	1	2
492	в произведении	4	2
493	внимание на	2	2
494	для определения	1	2
495	души и	2	2
496	тем не	7	2
497	которого он	1	2
498	после этого	1	2
499	в тот	1	2
500	с другими	9	2
501	входят в	3	2
502	свободы и	1	2
503	в мысли	3	2
504	и притом	3	2
505	связи с	6	2
506	не говорит	2	2
507	в образ	1	2
508	как его	1	2
509	сходство с	1	2
510	тому что	6	2
511	на читателя	1	2
512	человек и	2	2
513	в связи	1	2
514	от одной	3	2
515	между прочим	5	2
516	рядом с	2	2
517	между собой	1	2
518	в свой	2	2
519	в двух	1	2
520	имеют для	1	2
521	не нужно	1	2
522	в эту	4	2
523	что как	4	2
524	ли что	1	2
525	но как	2	2
526	в устах	1	2
527	можно принять	1	2
528	мы уже	5	2
529	не дает	2	2
530	самому себе	1	2
531	кажется что	3	2
532	не будет	4	2
533	одним словом	3	2
534	если же	1	2
535	и та	5	2
536	человека по	1	2
537	в нее	5	2
538	сравнительно с	6	2
539	на мир	2	2
540	было бы	16	2
541	я в	1	2
542	целом и	1	2
543	отлична от	1	2
544	сам в	1	2
545	с которым	3	2
546	в силу	7	2
547	внешних впечатлений	1	2
548	бы ни	6	2
549	с каким	3	2
550	а как	2	2
551	его можно	1	2
552	в речи	4	2
553	и против	1	2
554	и здесь	3	2
555	но за	1	2
556	человека таким	1	2
557	своего собственного	1	2
558	с такой	1	2
559	на первом	1	2
560	была бы	5	2
561	мы чувствуем	1	2
562	в сущности	3	2
563	нас за	1	2
564	о которой	1	2
565	отдельного человека	1	2
566	ни в	2	2
567	человека если	1	2
568	в выражении	3	2
569	не могут	7	2
570	должен был	2	2
571	здесь мы	1	2
572	мы понимаем	1	2
573	заключает в	10	2
574	находим у	1	2
575	столь же	8	2
576	встречаются и	1	2
577	тоже не	1	2
578	не знал	1	2
579	как о	3	2
580	к его	2	2
581	это время	1	2
582	быть назван	3	2
583	не имеет	10	2
584	которого не	2	2
585	в известном	1	2
586	знает что	1	2
587	философии но	1	2
588	не во	1	2
589	которую не	1	2
590	то он	2	2
591	где нет	1	2
592	того чтобы	5	2
593	у меня	2	2
594	а может	2	2
595	а через	1	2
596	и теперь	6	2
597	что если	5	2
598	то все	1	2
599	отношении к	3	2
600	не потому	2	2
601	если у	1	2
602	от мысли	4	2
603	что же	3	2
604	и потом	1	2
605	переход от	3	2
606	он в	1	2
607	видим в	1	2
608	в сфере	1	2
609	мог бы	1	2
610	их с	1	2
611	в глазах	3	2
612	всякий раз	1	2
613	к миру	1	2
614	не из	4	2
615	меня не	1	2
616	влечет за	1	2
617	ответ на	3	2
618	что ему	1	2
619	в прямом	1	2
620	данном случае	3	2
621	о человеке	5	2
622	нас не	1	2
623	он как	2	2
624	образ и	6	2
625	о нем	1	2
626	во время	4	2
627	со своим	2	2
628	с их	1	2
629	некоторые из	1	2
630	слова не	2	2
631	непосредственно в	2	2
632	в таких	4	2
633	образом в	4	2
634	не от	3	2
635	убеждении в	1	2
636	в силах	1	2
637	указывает на	8	2
638	в ряде	1	2
639	в стороне	1	2
640	или наконец	1	2
641	или даже	1	2
642	стремление к	1	2
643	и со	1	2
644	и без	9	2
645	должен быть	1	2
646	и вообще	4	2
647	к одному	7	2
648	за то	1	2
649	а к	4	2
650	действительности но	1	2
651	же это	1	2
652	не могу	1	2
653	она не	4	2
654	но при	1	2
655	а от	2	2
656	от всех	1	2
657	уже после	1	2
658	но она	1	2
659	отношений между	2	2
660	в нашей	1	2
661	на людей	1	2
662	и и	1	2
663	только то	1	2
664	человека с	2	2
665	самое время	1	2
666	нам о	1	2
667	может вызвать	1	2
668	что можно	1	2
669	по всей	1	2
670	и о	6	2
671	же в	3	2
672	психологический анализ	1	2
673	все более	2	2
674	эти два	1	2
675	может и	1	2
676	но для	1	2
677	он с	1	2
678	есть не	9	2
679	не к	4	2
680	к действительности	1	1
681	должна была	1	1
682	заметим что	1	1
683	тем меньше	1	1
684	из многих	3	1
685	быть иначе	1	1
686	причин в	1	1
687	столько выражение	1	1
688	оно так	1	1
689	закона и	1	1
690	чего не	1	1
691	которые не	1	1
692	и люди	1	1
693	есть прежде	2	1
694	любовь к	1	1
695	вопросу о	1	1
696	формы в	3	1
697	тем как	4	1
698	или нет	1	1
699	не зависит	1	1
700	но тем	4	1
701	прямо противоположно	1	1
702	так можно	1	1
703	внутренней форме	1	1
704	которое может	1	1
705	и совсем	1	1
706	всем и	1	1
707	нас в	3	1
708	с разумом	1	1
709	приближения к	1	1
710	одно из	6	1
711	есть отношение	1	1
712	был у	1	1
713	но всякое	1	1
714	человеческая природа	1	1
715	и само	1	1
716	отдельно от	1	1
717	создает себе	1	1
718	вопрос об	2	1
719	видит его	1	1
720	а напротив	2	1
721	я может	1	1
722	даже намеренно	1	1
723	извне а	1	1
724	но все	2	1
725	значения в	1	1
726	многие не	2	1
727	сознанию необходимости	1	1
728	равно как	2	1
729	форму и	1	1
730	на существование	1	1
731	почти ничего	1	1
732	или на	2	1
733	уже на	2	1
734	говорят о	1	1
735	из всего	1	1
736	и требует	1	1
737	до степени	1	1
738	его личности	1	1
739	как попало	1	1
740	места и	1	1
741	более и	1	1
742	шутку но	1	1
743	я могу	1	1
744	в собственном	3	1
745	что по	4	1
746	мысли о	6	1
747	но очень	1	1
748	форма более	1	1
749	в зародыше	3	1
750	мы только	2	1
751	человеке и	2	1
752	один ряд	1	1
753	же после	1	1
754	он представил	1	1
755	себя не	1	1
756	к своим	1	1
757	вместе и	7	1
758	всего прочего	1	1
759	этой стороны	2	1
760	вырывается из	1	1
761	разные стороны	1	1
762	смысл итак	1	1
763	относиться к	2	1
764	своей форме	1	1
765	а вместе	2	1
766	время с	1	1
767	при создании	3	1
768	при полном	1	1
769	действительность и	2	1
770	первый взгляд	1	1
771	от внешней	1	1
772	при всей	2	1
773	перестает быть	5	1
774	тот не	1	1
775	природы в	3	1
776	творчества в	1	1
777	ли я	1	1
778	на человека	2	1
779	к другой	4	1
780	что душа	1	1
781	водою и	1	1
782	первым и	1	1
783	с конца	1	1
784	же следует	2	1
785	в обществе	1	1
786	можно считать	1	1
787	и такие	1	1
788	исходною точкою	2	1
789	вопрос о	2	1
790	знал что	1	1
791	мере приближения	1	1
792	укажем здесь	1	1
793	не согласиться	1	1
794	эта связь	2	1
795	раз и	1	1
796	сам и	1	1
797	человек если	1	1
798	человек стремится	1	1
799	сам не	1	1
800	так для	1	1
801	не чувствует	1	1
802	символическое значение	1	1
803	одной стороны	4	1
804	все свои	2	1
805	что никогда	1	1
806	повторяет в	2	1
807	и другой	1	1
808	миф о	1	1
809	уже о	1	1
810	нас как	1	1
811	вообще как	2	1
812	таким же	2	1
813	если так	1	1
814	хорошо понимал	1	1
815	между двумя	5	1
816	одним только	2	1
817	об отношении	5	1
818	но они	1	1
819	природе как	2	1
820	если нет	1	1
821	содержание в	3	1
822	видеть что	2	1
823	в различных	2	1
824	связь между	6	1
825	и значение	2	1
826	с в	4	1
827	почти совершенно	1	1
828	в смысле	4	1
829	а создавать	1	1
830	не что	1	1
831	себе в	2	1
832	до того	5	1
833	художественного произведения	6	1
834	было сказано	2	1
835	всего что	1	1
836	таится в	1	1
837	его собственной	1	1
838	был более	1	1
839	в прошлом	1	1
840	приходит на	1	1
841	выше мы	4	1
842	к ним	3	1
843	вообще и	2	1
844	уже более	2	1
845	под ним	2	1
846	я с	1	1
847	в голове	1	1
848	дает нам	3	1
849	заставляет человека	1	1
850	она ни	1	1
851	мы говорим	2	1
852	том чтобы	4	1
853	еще ничего	1	1
854	а только	7	1
855	принять за	1	1
856	образом как	1	1
857	такая же	2	1
858	быть в	1	1
859	в нашем	1	1
860	с этими	1	1
861	как я	1	1
862	есть по	1	1
863	нигде не	1	1
864	есть только	9	1
865	не поймет	1	1
866	развития своего	1	1
867	стремлением к	1	1
868	в строго	1	1
869	от них	4	1
870	человеку и	1	1
871	что само	1	1
872	причины и	1	1
873	и чувства	1	1
874	к этим	1	1
875	общих чертах	2	1
876	лишь один	1	1
877	к языку	1	1
878	на словах	2	1
879	чтобы читатель	1	1
880	это объяснение	1	1
881	своего развития	1	1
882	себе самом	1	1
883	их мысли	1	1
884	чем было	1	1
885	бы то	2	1
886	частью не	1	1
887	она имеет	1	1
888	глядя на	2	1
889	в самую	1	1
890	не внешнее	1	1
891	только не	5	1
892	него как	1	1
893	все его	2	1
894	и субъективен	1	1
895	сколько нужно	2	1
896	мы как	1	1
897	в ребенке	2	1
898	от его	2	1
899	что иное	1	1
900	и читатель	1	1
901	уже существует	1	1
902	как средство	2	1
903	вообще а	1	1
904	его собственных	1	1
905	есть одно	2	1
906	и вместе	6	1
907	она имела	1	1
908	эту минуту	4	1
909	что уже	2	1
910	есть форма	1	1
911	первый раз	1	1
912	смысле в	3	1
913	напротив в	2	1
914	не теряет	1	1
915	и прекрасным	1	1
916	проявляется в	2	1
917	а и	5	1
918	ни было	2	1
919	эстетическое значение	1	1
920	него самого	3	1
921	восприятие в	1	1
922	силу действия	1	1
923	прийти на	2	1
924	лучше чем	1	1
925	чтобы иметь	1	1
926	не думает	1	1
927	что такое	2	1
928	и за	1	1
929	говоря словами	2	1
930	о ком	1	1
931	и сложно	1	1
932	понять его	1	1
933	содержания как	1	1
934	с упомянутым	1	1
935	ли можно	1	1
936	в самые	1	1
937	чем в	2	1
938	входящие в	1	1
939	как же	1	1
940	мы на	1	1
941	противоположность между	1	1
942	в несколько	1	1
943	и говорит	1	1
944	что игра	1	1
945	этот народ	1	1
946	сознания не	1	1
947	с представлением	1	1
948	смысла но	1	1
949	бы самым	1	1
950	из уст	1	1
951	себя из	1	1
952	слово и	4	1
953	здесь же	1	1
954	господствует над	2	1
955	в среде	1	1
956	образом посредством	1	1
957	мы заметим	1	1
958	как говорит	1	1
959	стремится и	1	1
960	без него	3	1
961	между ними	4	1
962	думать о	1	1
963	его душе	1	1
964	встречается в	1	1
965	время как	3	1
966	протягивает руку	1	1
967	художественном произведении	3	1
968	большинстве случаев	2	1
969	такие же	2	1
970	основано на	1	1
971	основная форма	1	1
972	что никто	1	1
973	если я	1	1
974	зрения и	2	1
975	без которой	2	1
976	в субъективном	1	1
977	в последнем	4	1
978	и следствия	1	1
979	же касается	1	1
980	в первые	1	1
981	к вопросу	1	1
982	связанным с	1	1
983	себе и	1	1
984	к мысли	4	1
985	что слово	13	1
986	например как	1	1
987	полагает что	1	1
988	теперь и	2	1
989	жизни то	2	1
990	на себе	3	1
991	сущности человека	1	1
992	могло бы	2	1
993	под влиянием	1	1
994	в других	3	1
995	для изменения	1	1
996	ему удается	1	1
997	человека а	2	1
998	я был	1	1
999	на которую	2	1
1000	мы же	1	1
1001	необходимое условие	1	1
1002	рождается в	1	1
1003	но можно	1	1
1004	из ничего	1	1
1005	о происхождении	1	1
1006	мы можем	13	1
1007	от себя	1	1
1008	мысль с	1	1
1009	для создания	2	1
1010	вообще в	1	1
1011	для развития	3	1
1012	сознании все	2	1
1013	приводит его	1	1
1014	понимание этого	1	1
1015	к слову	3	1
1016	человека однако	1	1
1017	в мысль	1	1
1018	не составляет	2	1
1019	себя все	1	1
1020	без людей	1	1
1021	не повторяет	1	1
1022	именно потому	1	1
1023	о необходимости	2	1
1024	на другой	2	1
1025	то ни	1	1
1026	многих случаях	1	1
1027	бедность и	1	1
1028	оснований для	1	1
1029	или же	8	1
1030	и ограниченность	1	1
1031	в образы	2	1
1032	тела но	1	1
1033	на чем	3	1
1034	как сам	1	1
1035	в детстве	1	1
1036	таким-то образом	1	1
1037	что эта	3	1
1038	содержание или	1	1
1039	в чистую	1	1
1040	нужно сказать	1	1
1041	хотя в	3	1
1042	это описание	1	1
1043	можно было	1	1
1044	в форме	2	1
1045	это к	1	1
1046	который мы	1	1
1047	в нас	2	1
1048	с образами	2	1
1049	бы уже	1	1
1050	и каждому	1	1
1051	от своего	2	1
1052	ни о	3	1
1053	причина этого	1	1
1054	что бы	1	1
1055	как один	1	1
1056	на свое	3	1
1057	которого в	3	1
1058	их и	1	1
1059	неразрывно связано	1	1
1060	к неизвестному	1	1
1061	а тем	3	1
1062	и главным	1	1
1063	я это	1	1
1064	смерть но	1	1
1065	что создание	1	1
1066	с людьми	1	1
1067	чем она	1	1
1068	общего с	1	1
1069	то по	2	1
1070	и никогда	1	1
1071	главным образом	1	1
1072	наукой в	1	1
1073	вера в	1	1
1074	образы и	1	1
1075	найти в	1	1
1076	каждый человек	1	1
1077	но нет	2	1
1078	всех сторон	3	1
1079	что может	1	1
1080	что только	7	1
1081	на высоте	1	1
1082	однако по	2	1
1083	где еще	1	1
1084	любовь в	1	1
1085	значило бы	1	1
1086	если они	1	1
1087	в изолированном	1	1
1088	человека или	1	1
1089	же содержание	1	1
1090	ее собственной	1	1
1091	на место	1	1
1092	чувств и	1	1
1093	сказать о	2	1
1094	с с	1	1
1095	природу то	1	1
1096	образованный человек	1	1
1097	человечества не	1	1
1098	чем и	1	1
1099	чтобы не	1	1
1100	другое его	2	1
1101	каждого из	2	1
1102	не остается	1	1
1103	одного и	2	1
1104	многие другие	3	1
1105	собою только	1	1
1106	что до	3	1
1107	эта сложность	1	1
1108	словах в	1	1
1109	можно только	3	1
1110	для многих	1	1
1111	почему он	2	1
1112	на жизнь	1	1
1113	это неверно	1	1
1114	то время	7	1
1115	том смысле	6	1
1116	и субъективное	1	1
1117	личности на	1	1
1118	на той	2	1
1119	его собственное	1	1
1120	до своего	1	1
1121	это общее	1	1
1122	и веков	1	1
1123	с и	3	1
1124	пробудить в	1	1
1125	пример и	1	1
1126	оно могло	1	1
1127	оно было	1	1
1128	можно назвать	2	1
1129	мы получаем	1	1
1130	ребенок в	1	1
1131	не находим	1	1
1132	и философии	1	1
1133	что называют	1	1
1134	со второй	1	1
1135	связанное с	3	1
1136	в картине	1	1
1137	и из	2	1
1138	никак не	3	1
1139	мы замечаем	1	1
1140	нашего времени	2	1
1141	мысль до	1	1
1142	и средство	2	1
1143	переходит от	2	1
1144	на лице	1	1
1145	к сознанию	4	1
1146	когда его	1	1
1147	своим героям	1	1
1148	сравнение двух	1	1
1149	сознает свою	1	1
1150	будет иметь	1	1
1151	это есть	1	1
1152	не признает	1	1
1153	имел для	1	1
1154	и вполне	2	1
1155	том и	1	1
1156	не на	1	1
1157	в единстве	2	1
1158	идет от	2	1
1159	каждый раз	3	1
1160	от их	1	1
1161	оно не	7	1
1162	и прозе	2	1
1163	сходно с	2	1
1164	есть лишь	1	1
1165	образом если	1	1
1166	в наших	2	1
1167	его собственная	1	1
1168	в мыслях	1	1
1169	с г	1	1
1170	обращается к	2	1
1171	трудом и	1	1
1172	событий на	1	1
1173	точно определить	1	1
1174	к нам	2	1
1175	анализа в	1	1
1176	это чувство	1	1
1177	и лишена	1	1
1178	в словах	3	1
1179	себя и	4	1
1180	и другая	2	1
1181	себя с	1	1
1182	и дополнения	1	1
1183	этот образ	7	1
1184	в душу	1	1
1185	объяснение только	1	1
1186	эта последняя	4	1
1187	ничего общего	2	1
1188	что вообще	3	1
1189	и обратно	1	1
1190	познает себя	1	1
1191	совершенно как	1	1
1192	я говорю	1	1
1193	который и	1	1
1194	ее свободы	1	1
1195	можно в	1	1
1196	бросается в	1	1
1197	художественный образ	2	1
1198	тоже как	1	1
1199	сознанием но	1	1
1200	еще и	1	1
1201	этого явления	1	1
1202	чем же	1	1
1203	бы и	4	1
1204	и должны	1	1
1205	истории не	1	1
1206	того самого	1	1
1207	а если	1	1
1208	бы с	1	1
1209	языка и	5	1
1210	когда мы	4	1
1211	видим что	1	1
1212	если б	9	1
1213	тех же	1	1
1214	это явление	1	1
1215	более чем	2	1
1216	со всех	3	1
1217	оба эти	2	1
1218	то и	10	1
1219	и между	4	1
1220	в течение	2	1
1221	ибо эта	1	1
1222	убеждение в	2	1
1223	это то	1	1
1224	на основе	1	1
1225	смысле оно	1	1
1226	том как	3	1
1227	не быть	1	1
1228	и содержание	2	1
1229	вызывает в	2	1
1230	бы эта	1	1
1231	с а	2	1
1232	из его	1	1
1233	план и	1	1
1234	нечто вроде	2	1
1235	слова и	8	1
1236	фраза из	1	1
1237	развития и	1	1
1238	есть действительность	1	1
1239	всего на	1	1
1240	для меня	5	1
1241	не носит	1	1
1242	идея не	1	1
1243	очень хорошо	1	1
1244	пыль и	1	1
1245	народ в	1	1
1246	человека до	2	1
1247	внимания на	1	1
1248	люди не	2	1
1249	как субъекта	1	1
1250	на картине	1	1
1251	ее с	2	1
1252	целый ряд	2	1
1253	развития так	1	1
1254	к поэзии	2	1
1255	чем не	1	1
1256	теперь не	2	1
1257	не без	1	1
1258	говоря что	2	1
1259	знаем что	1	1
1260	еще один	1	1
1261	вне его	1	1
1262	в пещере	1	1
1263	котором нет	1	1
1264	состоит в	1	1
1265	потому и	1	1
1266	образом не	1	1
1267	на которые	1	1
1268	и а	1	1
1269	значение того	1	1
1270	я как	5	1
1271	идеал в	1	1
1272	глубокое и	1	1
1273	человек должен	2	1
1274	заметить что	7	1
1275	ее не	4	1
1276	если мы	2	1
1277	принадлежит к	1	1
1278	при котором	2	1
1279	глубины души	1	1
1280	на первый	1	1
1281	вышел в	1	1
1282	человечества и	1	1
1283	поэтому нам	1	1
1284	в сознании	36	1
1285	его для	1	1
1286	путем развития	1	1
1287	внешних условий	1	1
1288	даже без	1	1
1289	этого слова	14	1
1290	впечатлений в	1	1
1291	его место	2	1
1292	не имел	1	1
1293	является только	1	1
1294	образ но	1	1
1295	хотя во	1	1
1296	власть над	2	1
1297	котором оно	1	1
1298	только потому	8	1
1299	то или	2	1
1300	в самой	1	1
1301	в настоящее	1	1
1302	и искусства	1	1
1303	они были	1	1
1304	чувство может	1	1
1305	свойства человека	2	1
1306	сторона в	1	1
1307	на время	1	1
1308	в сочетании	1	1
1309	такое же	5	1
1310	этом случае	2	1
1311	разговоре с	1	1
1312	одной только	2	1
1313	находятся в	3	1
1314	в более	4	1
1315	и многие	3	1
1316	не сознавать	1	1
