N	3gram	Vygotskiy_	VeschiIm
112	вопрос о том	2	2
113	и в этом	1	2
114	всего то что	1	2
115	только тогда когда	4	2
116	как раз и	1	2
117	что он не	2	1
118	должен признать что	1	1
119	психологической точки зрения	1	1
120	как тем самым	1	1
121	как и во	1	1
122	в одинаковой мере	1	1
123	таким же точно	1	1
124	одной стороны и	3	1
125	то и в	1	1
126	до самого последнего	1	1
127	здесь и там	1	1
128	независимо от его	1	1
129	и что эти	1	1
130	и как бы	1	1
131	кроме того что	1	1
132	становится на точку	1	1
133	он должен быть	2	1
134	от них и	1	1
135	и потому что	2	1
136	не только то	1	1
137	и том же	1	1
138	существует не только	1	1
139	того что наука	1	1
140	же самое время	1	1
141	представить себе такой	1	1
142	она содержит в	1	1
143	же точно образом	1	1
144	и с чем	1	1
145	все что мы	3	1
146	и только в	1	1
147	но и в	1	1
148	в интересующей нас	1	1
149	прямо говорит что	2	1
150	я не хочу	1	1
151	сделать хотя бы	1	1
152	в данный момент	1	1
153	как и вся	1	1
154	по вопросу о	1	1
155	едва ли можно	1	1
156	связи с вопросом	1	1
157	понимание и не	1	1
158	к действительности и	2	1
159	здесь не только	1	1
160	не в состоянии	2	1
161	самого последнего времени	1	1
162	когда речь идет	1	1
163	ни в какой	2	1
164	однако и здесь	1	1
165	здесь мы не	1	1
166	эта точка зрения	1	1
167	один и тот	1	1
168	та и другая	1	1
169	и со стороны	2	1
170	об этом в	2	1
171	и в самом	2	1
172	которое приводит к	1	1
173	дело не в	1	1
174	в себе и	1	1
175	что не только	1	1
176	в ту или	1	1
177	самом деле не	1	1
178	то что в	2	1
179	ни у кого	1	1
180	к пониманию и	2	1
181	того метода который	1	1
182	перед нами как	1	1
183	в коем случае	1	1
184	с которой мы	1	1
185	по сравнению со	1	1
186	что все это	1	1
187	исходить из того	1	1
188	в результате этого	1	1
189	это не только	1	1
190	из-за того что	1	1
191	когда мы говорим	2	1
192	должны сказать что	1	1
193	если мы хотим	2	1
194	того что мы	1	1
195	и тот же	1	1
196	от этого в	1	1
197	не в том	1	1
198	и для всех	1	1
199	на вопрос о	4	1
200	независимо от того	2	1
201	и пр и	1	1
202	в самом первичном	1	1
203	что у него	1	1
204	мы будем говорить	1	1
205	же это не	1	1
206	же как он	1	1
207	вопрос об отношении	6	1
208	видим таким образом	4	1
209	образом и со	1	1
210	себе такой случай	1	1
211	до сих пор	4	1
212	содержащее в себе	1	1
213	мы говорим об	2	1
214	именно потому что	1	1
215	на точку зрения	2	1
216	не могу найти	1	1
217	того что в	3	1
218	только на то	1	1
219	таким образом и	3	1
220	по своей структуре	2	1
221	смысле этого слова	6	1
222	ни в коем	1	1
223	потому что он	3	1
224	бы и не	1	1
225	таким образом что	3	1
226	превратилось бы в	1	1
227	речь идет о	4	1
228	и во всей	1	1
229	с вопросом о	1	1
230	тогда когда я	1	1
231	в результате такого	2	1
232	идеализма и материализма	1	1
233	по своей природе	3	1
234	опыт как бы	1	1
235	один из основных	1	1
236	и вместе с	1	1
237	в вопросе об	1	1
238	вопросе об отношении	1	1
239	но эта точка	1	1
240	не иначе как	1	1
241	потому что оно	1	1
242	мы видим таким	4	1
243	общение в собственном	1	1
244	содержат в себе	1	1
245	на эти три	1	1
246	по самому своему	2	1
247	мы должны сказать	1	1
248	такой постановки вопроса	1	1
249	в зависимости от	8	1
250	от той которую	1	1
251	с ним и	1	1
252	когда говорят что	1	1
253	то что для	1	1
254	с тем что	1	1
255	все эти теории	1	1
256	со всей полнотой	1	1
257	то же самое	4	1
258	самом же деле	1	1
259	что с точки	2	1
260	что может быть	2	1
261	то обстоятельство что	2	1
262	в сущности и	1	1
263	несмотря на все	1	1
264	вместо того чтобы	3	1
265	же есть не	1	1
266	я не могу	2	1
267	в ряду других	1	1
268	на самом же	1	1
269	другой стороны как	1	1
270	на первый план	3	1
271	и та и	1	1
272	в этой связи	1	1
273	в которой не	1	1
274	его заключается в	1	1
275	это потому что	1	1
276	таким образом чтобы	1	1
277	одном и том	1	1
278	по его мнению	1	1
279	но так как	1	1
280	того же типа	1	1
281	сознательно и намеренно	2	1
282	тот или иной	1	1
283	это было бы	1	1
284	или хотя бы	1	1
285	самый вопрос об	1	1
286	такой случай что	1	1
287	и не может	1	1
288	коем случае не	1	1
289	вовсе не в	1	1
