N	2gram	Propp_Isto	formyVre
208	между двумя	7	6
209	в различных	3	6
210	сказать что	2	6
211	во всей	1	6
212	характерно что	2	6
213	в качестве	13	6
214	в таком	2	6
215	здесь как	3	6
216	мы можем	6	6
217	до нас	1	6
218	ту же	2	6
219	одной стороны	7	6
220	бы ни	1	6
221	а как	3	6
222	и ее	1	6
223	мы видим	12	6
224	не могут	2	6
225	в которых	4	6
226	не является	1	6
227	тех же	2	6
228	смерти и	3	6
229	имеем в	2	6
230	одной из	3	6
231	все они	1	6
232	мы не	6	6
233	в широком	1	6
234	мы находим	1	6
235	но эта	2	6
236	превращения в	1	6
237	особенно в	2	6
238	есть и	3	6
239	пространства и	1	6
240	могло быть	1	6
241	есть не	2	6
242	нет здесь	2	5
243	мы и	3	5
244	вообще не	1	5
245	с этой	4	5
246	о чем	6	5
247	одно из	3	5
248	тем что	12	5
249	в своей	3	5
250	в это	3	5
251	во все	1	5
252	хотя бы	2	5
253	только на	2	5
254	но они	1	5
255	что все	4	5
256	на свет	1	5
257	и через	1	5
258	xix века	1	5
259	с другими	4	5
260	быть только	1	5
261	человек в	2	5
262	от этого	6	5
263	как человек	3	5
264	так что	2	5
265	одно и	2	5
266	не были	1	5
267	по своей	1	5
268	в этой	5	5
269	и от	1	5
270	мы будем	1	5
271	чаще всего	3	5
272	там где	11	5
273	здесь же	2	5
274	в него	5	5
275	мире и	1	5
276	был бы	1	5
277	что они	3	5
278	не на	1	5
279	тела и	2	5
280	и они	5	5
281	с ними	4	5
282	далеко не	1	5
283	они не	5	5
284	не имеет	4	5
285	не имеют	2	5
286	но здесь	1	5
287	и уже	2	5
288	той же	2	5
289	он может	4	5
290	он должен	2	5
291	мы имеем	22	5
292	не без	1	5
293	но на	1	5
294	в движение	1	5
295	или в	7	5
296	места в	1	5
297	общества и	1	5
298	об этом	6	5
299	и вообще	3	5
300	первый план	1	5
301	например у	2	5
302	и ни	1	5
303	стороны и	1	5
304	или как	3	5
305	числе и	2	5
306	этих форм	1	5
307	и только	1	5
308	во всем	4	4
309	от него	2	4
310	же и	1	4
311	только что	3	4
312	по всему	1	4
313	даже в	4	4
314	вещи и	1	4
315	связи в	1	4
316	а затем	7	4
317	другой стороны	10	4
318	по себе	2	4
319	в своих	4	4
320	равно как	1	4
321	или на	3	4
322	его на	5	4
323	в одно	2	4
324	мир и	1	4
325	жизни на	1	4
326	в данном	3	4
327	на острове	1	4
328	он был	2	4
329	в другом	2	4
330	людей и	2	4
331	по отношению	2	4
332	и те	1	4
333	на ней	2	4
334	друг на	1	4
335	чтобы они	2	4
336	затем в	3	4
337	момент в	1	4
338	не был	1	4
339	проходит через	1	4
340	смерти с	2	4
341	загробном мире	2	4
342	несмотря на	3	4
343	к жизни	1	4
344	чем в	1	4
345	что не	3	4
346	о которых	4	4
347	себе и	2	4
348	и плодородия	1	4
349	совсем не	1	4
350	друг другу	1	4
351	их к	1	4
352	в один	1	4
353	и вот	4	4
354	борьба с	1	4
355	по всем	1	4
356	в последнем	2	4
357	оно было	1	4
358	и при	3	4
359	большую роль	1	4
360	мы здесь	4	4
361	из того	1	4
362	его но	1	4
363	что он	29	4
364	перед нами	2	4
365	это и	3	4
366	и более	3	4
367	сливается с	2	4
368	на друга	1	4
369	в фольклоре	2	4
370	же самое	1	4
371	по линии	1	4
372	всяком случае	1	4
373	друг друга	5	4
374	формы и	3	4
375	они были	2	4
376	связан с	7	4
377	этом случае	13	4
378	находятся в	2	4
379	бы на	1	4
380	как у	2	4
381	у нас	1	4
382	как она	1	4
383	так в	5	4
384	на одном	2	4
385	войти в	1	4
386	на его	1	4
387	целого и	1	4
388	в одной	5	4
389	тем более	1	4
390	связаны с	3	4
391	мы должны	7	4
392	быть и	1	4
393	как он	6	4
394	в xvii	1	4
395	же что	2	4
396	с большой	3	4
397	в тексте	1	4
398	и о	2	4
399	в лице	2	4
400	с которыми	1	3
401	нем в	1	3
402	и имеет	1	3
403	тому что	1	3
404	другой пример	2	3
405	они уже	2	3
406	это значит	2	3
407	в море	5	3
408	нас в	1	3
409	дается в	1	3
410	по мере	4	3
411	в авантюрное	1	3
412	их не	3	3
413	жизни или	1	3
414	не обязательно	2	3
415	из нее	2	3
416	амуре и	1	3
417	смерть как	1	3
418	в соответствии	1	3
419	в более	6	3
420	герой в	5	3
421	но мы	5	3
422	всякого рода	3	3
423	самого человека	1	3
424	в человека	1	3
425	и отчасти	1	3
426	здесь конечно	1	3
427	вопрос о	5	3
428	которой он	2	3
429	мы увидим	6	3
430	вот почему	2	3
431	самого начала	1	3
432	где и	1	3
433	и еще	1	3
434	за другом	1	3
435	как на	3	3
436	еще нет	2	3
437	сохраняется в	1	3
438	находится в	2	3
439	с этими	3	3
440	в зависимости	1	3
441	в царстве	2	3
442	не мог	3	3
443	на почве	1	3
444	характер смеха	1	3
445	внимание на	1	3
446	для которой	1	3
447	имеется и	3	3
448	как можно	2	3
449	и психее	1	3
450	же как	12	3
451	на земле	1	3
452	одна из	6	3
453	и характер	1	3
454	и жизнь	1	3
455	на границе	1	3
456	и мотив	1	3
457	под влиянием	2	3
458	бы в	1	3
459	я был	2	3
460	вверх и	1	3
461	связь с	20	3
462	очень часто	4	3
463	на этом	5	3
464	сюда же	3	3
465	нет но	1	3
466	как это	5	3
467	в тех	4	3
468	тот или	1	3
469	главным образом	2	3
470	и есть	3	3
471	здесь также	2	3
472	его к	3	3
473	таков например	1	3
474	и здесь	12	3
475	это уже	2	3
476	мы в	1	3
477	борьбы с	3	3
478	если не	4	3
479	почти всегда	1	3
480	он хочет	1	3
481	и затем	2	3
482	и так	1	3
483	том как	5	3
484	сравнению с	1	3
485	зависимости от	1	3
486	нет в	2	3
487	но оно	3	3
488	еще и	2	3
489	ни к	1	3
490	его и	2	3
491	что мы	4	3
492	в течение	2	3
493	в свою	3	3
494	наконец в	1	3
495	в образах	1	3
496	не будем	6	3
497	на землю	1	3
498	целый ряд	4	3
499	через него	3	3
500	что здесь	9	3
501	без всякого	1	3
502	нем не	1	3
503	если мы	1	3
504	тем же	1	3
505	формы для	1	3
506	или позже	1	3
507	но это	10	3
508	что есть	2	3
509	то они	1	3
510	ему в	3	3
511	и также	1	3
512	одна и	2	3
513	или с	1	3
514	и соответствующие	1	3
515	совершенно не	2	3
516	и всегда	1	3
517	силу и	2	3
518	как нечто	1	3
519	а на	2	3
520	в таких	3	3
521	без всяких	4	3
522	в другую	2	3
523	этими двумя	1	3
524	есть только	1	3
525	по своему	1	3
526	это было	2	3
527	ему как	1	3
528	друг за	1	3
529	и эти	1	3
530	преимущественно в	1	3
531	с самого	1	3
532	он ни	1	3
533	она не	7	3
534	но при	2	3
535	ни один	1	3
536	как уже	1	3
537	здесь только	1	3
538	для чего	2	3
539	но она	1	3
540	ним как	1	3
541	по сравнению	1	3
542	вступают в	1	3
543	к ней	2	3
544	можно сказать	2	3
545	происходит в	1	3
546	природой и	1	3
547	что на	1	3
548	нас это	1	3
549	не к	1	3
550	дается как	1	3
551	находим в	1	2
552	они имеют	1	2
553	человек может	2	2
554	всего это	1	2
555	мир как	1	2
556	аналогичный пример	1	2
557	в мифах	9	2
558	со всем	1	2
559	он всегда	2	2
560	превращения и	2	2
561	специфическая особенность	1	2
562	ссылаясь на	2	2
563	на своей	1	2
564	этот момент	2	2
565	в дом	3	2
566	остановиться на	1	2
567	представлений о	12	2
568	истории этого	2	2
569	этого момента	1	2
570	ясно что	5	2
571	нами в	1	2
572	с собой	6	2
573	приходит к	3	2
574	оно уже	2	2
575	мыслится как	1	2
576	в средневековой	1	2
577	как они	1	2
578	ступенях развития	2	2
579	человека для	1	2
580	представление о	22	2
581	он у	1	2
582	природы то	1	2
583	правда в	1	2
584	и сами	1	2
585	как таковой	1	2
586	но очень	1	2
587	на следующий	2	2
588	его здесь	1	2
589	как только	2	2
590	человека о	1	2
591	перестает быть	1	2
592	героя или	1	2
593	переходит в	1	2
594	в преисподнюю	4	2
595	служит для	1	2
596	этом мы	2	2
597	имеет в	1	2
598	из себя	4	2
599	особое место	1	2
600	план выдвигается	1	2
601	драгоценные камни	3	2
602	до того	1	2
603	свою очередь	1	2
604	что те	1	2
605	в чистом	1	2
606	но этот	1	2
607	страны в	1	2
608	бога и	1	2
609	вернуться к	1	2
610	они должны	1	2
611	места для	1	2
612	он служит	1	2
613	они сами	2	2
614	женщин и	1	2
615	он сам	1	2
616	от них	2	2
617	что даже	2	2
618	на котором	3	2
619	или три	1	2
620	мы скажем	1	2
621	к нему	5	2
622	он имел	1	2
623	то в	2	2
624	ее и	3	2
625	еще одну	1	2
626	что у	6	2
627	с формами	1	2
628	указать на	1	2
629	собой в	1	2
630	притом не	1	2
631	что уже	1	2
632	этой же	1	2
633	все вещи	1	2
634	после этого	3	2
635	и этим	6	2
636	но чаще	1	2
637	лучше всего	1	2
638	в немецкой	3	2
639	и некоторые	1	2
640	по аналогии	1	2
641	на себя	4	2
642	но для	4	2
643	человек по	1	2
644	о смерти	7	2
645	мы это	1	2
646	и связи	1	2
647	я не	1	2
648	также в	2	2
649	и она	3	2
650	себя как	1	2
651	между прочим	2	2
652	и вместе	3	2
653	но когда	3	2
654	в человеческом	2	2
655	путь в	1	2
656	особенности в	2	2
657	если я	1	2
658	а только	1	2
659	здесь почти	1	2
660	могло бы	1	2
661	а потом	3	2
662	вошли в	1	2
663	были в	1	2
664	на другой	1	2
665	смысл и	1	2
666	но как	2	2
667	его развития	2	2
668	бы она	1	2
669	него есть	1	2
670	служащие для	1	2
671	когда я	1	2
672	обращаем внимание	1	2
673	никто не	4	2
674	хотя в	1	2
675	и тот	1	2
676	совершенно так	3	2
677	даже не	2	2
678	и сам	2	2
679	этот вопрос	2	2
680	должны были	3	2
681	в землю	2	2
682	или наконец	1	2
683	море и	2	2
684	другой день	1	2
685	конечно эти	1	2
686	что во	2	2
687	его как	1	2
688	вера в	2	2
689	в каком	1	2
690	но нет	1	2
691	когда они	3	2
692	них не	2	2
693	форм в	1	2
694	значит что	2	2
695	момент является	1	2
696	мы видели	9	2
697	речи об	1	2
698	можно только	1	2
699	во втором	1	2
700	образом и	1	2
701	в состав	1	2
702	превращение в	3	2
703	они и	1	2
704	как с	1	2
705	никого не	1	2
706	если в	4	2
707	в языке	1	2
708	его с	3	2
709	живет в	6	2
710	должна быть	3	2
711	героя в	11	2
712	стороны одного	1	2
713	тогда когда	3	2
714	трупа в	1	2
715	утверждает что	1	2
716	они на	1	2
717	и создает	1	2
718	себе не	1	2
719	него нет	1	2
720	обрядов и	2	2
721	там же	2	2
722	самом деле	2	2
723	в жертву	8	2
724	одновременно с	2	2
725	мы остановимся	1	2
726	но дело	2	2
727	можно назвать	1	2
728	не знал	2	2
729	его основных	1	2
730	как для	1	2
731	этим в	1	2
732	развития это	2	2
733	данном случае	2	2
734	о котором	1	2
735	классового общества	1	2
736	говорить и	1	2
737	этот мотив	10	2
738	бросается в	2	2
739	то он	2	2
740	он же	2	2
741	где нет	2	2
742	которыми они	1	2
743	в очень	2	2
744	то и	1	2
745	в иной	12	2
746	это то	2	2
747	и поэтому	1	2
748	и тогда	2	2
749	из которой	1	2
750	с которой	1	2
751	только один	3	2
752	на более	2	2
753	не совсем	6	2
754	соответствии с	1	2
755	и стал	2	2
756	за пределами	1	2
757	времена года	1	2
758	этого слова	1	2
759	но если	2	2
760	единства и	1	2
761	только о	1	2
762	в другое	2	2
763	попадает в	5	2
764	основе своей	1	2
765	ее на	2	2
766	сюда в	1	2
767	и пр	6	2
768	для нас	6	2
769	который может	1	2
770	очень характерно	1	2
771	идет о	1	2
772	она обычно	1	2
773	они входят	1	2
774	где он	1	2
775	участвуют в	1	2
776	не считая	1	2
777	себя в	6	2
778	также имеет	2	2
779	по этому	1	2
780	в русском	1	2
781	особое значение	1	2
782	ее к	2	2
783	ведь это	1	2
784	образом в	3	2
785	дня в	1	2
786	животных и	2	2
787	слагается из	1	2
788	мира а	2	2
789	за которым	2	2
790	фольклора и	1	2
791	или даже	1	2
792	ту и	1	2
793	к своему	2	2
794	этой стадии	4	2
795	что им	1	2
796	по функциям	1	2
797	об особом	1	2
798	и смысл	1	2
799	но уже	5	2
800	должен быть	2	2
801	особенно часто	1	2
802	на них	2	2
803	на место	2	2
804	в стиле	1	2
805	характер этой	1	2
806	обычно в	1	2
807	может иметь	2	2
808	они стали	3	2
809	умершего и	1	2
810	должны быть	2	2
811	такие же	1	2
812	чистом виде	1	2
813	его не	3	2
814	одну из	5	2
815	здесь совершенно	2	2
816	тому времени	1	2
817	в искусстве	1	2
818	эти формы	1	2
819	и может	2	2
820	как таковые	2	2
821	частности в	1	2
822	оказывается что	2	2
823	в пути	1	2
824	еще в	2	2
825	человека с	2	2
826	как то	1	2
827	с человеком	2	2
828	под землей	2	2
829	другую страну	2	2
830	как их	1	2
831	него и	6	2
832	со своими	3	2
833	во многом	1	2
834	частности с	1	2
835	на корабле	2	2
836	дел и	1	2
837	все другие	2	2
838	само собой	1	2
839	виду что	1	2
840	можно наблюдать	5	1
841	он выходит	2	1
842	было так	1	1
843	они являются	1	1
844	как вдруг	1	1
845	смерти причем	1	1
846	видели в	2	1
847	порядка мы	1	1
848	только чтобы	1	1
849	из многих	1	1
850	которая была	1	1
851	его связей	1	1
852	морем и	1	1
853	друг в	1	1
854	взобрался на	1	1
855	свою первоначальную	1	1
856	именно на	2	1
857	но наряду	2	1
858	вещи в	1	1
859	живого и	1	1
860	затем через	1	1
861	в момент	1	1
862	реже и	1	1
863	героя от	1	1
864	становятся уже	1	1
865	тех кто	1	1
866	необходима для	1	1
867	очень много	2	1
868	жизнь или	1	1
869	до него	4	1
870	некоторой степени	1	1
871	иного мира	1	1
872	ведь эти	1	1
873	случае мы	2	1
874	что один	1	1
875	часть его	1	1
876	с проблемой	1	1
877	другу они	1	1
878	это лишь	1	1
879	под ним	1	1
880	пределах одного	1	1
881	глаза и	1	1
882	формы в	1	1
883	он видит	4	1
884	как брак	1	1
885	его чтобы	1	1
886	же относится	2	1
887	в большей	1	1
888	один аналогичный	1	1
889	это обычно	1	1
890	корни этого	1	1
891	на третий	1	1
892	с более	1	1
893	что человек	1	1
894	и совсем	1	1
895	в птицу	2	1
896	него в	2	1
897	а есть	1	1
898	живут в	2	1
899	близки к	1	1
900	силой и	1	1
901	как таковых	1	1
902	гор и	2	1
903	иной мир	11	1
904	в большую	1	1
905	которые будут	1	1
906	с плодородием	1	1
907	также на	1	1
908	вошла в	1	1
909	поэтому их	1	1
910	приобщиться к	1	1
911	этим объясняется	1	1
912	отходит на	1	1
913	ее во	1	1
914	о душе	1	1
915	или во	1	1
916	это делают	1	1
917	он имеет	4	1
918	на свой	1	1
919	обряда и	2	1
920	именно и	1	1
921	относится и	1	1
922	им и	2	1
923	случаях когда	2	1
924	людей а	1	1
925	что подобный	1	1
926	теперь мы	1	1
927	зато в	1	1
928	античности в	1	1
929	уходят из	1	1
930	и связанные	1	1
931	если он	2	1
932	детей и	1	1
933	в числе	2	1
934	мира это	1	1
935	когда это	1	1
936	идея эта	1	1
937	надел на	1	1
938	изображается с	1	1
939	располагается так	1	1
940	что по	1	1
941	образом я	1	1
942	на эту	1	1
943	здесь происходит	1	1
944	уже и	3	1
945	смерть в	1	1
946	его все	1	1
947	не вполне	1	1
948	не менее	6	1
949	мы только	1	1
950	первое звено	1	1
951	функций в	1	1
952	других формах	1	1
953	именно этого	1	1
954	он по	2	1
955	мы считаем	1	1
956	поставить вопрос	2	1
957	также уже	1	1
958	связанного с	1	1
959	так например	3	1
960	только теперь	2	1
961	дело сводится	1	1
962	в брак	2	1
963	древний и	1	1
964	или ее	1	1
965	ними и	1	1
966	нами выше	1	1
967	уже давно	3	1
968	к этой	3	1
969	что этот	5	1
970	на голове	2	1
971	очень важное	1	1
972	имеет очень	1	1
973	эта связь	5	1
974	описывается как	2	1
975	iii и	1	1
976	связь его	2	1
977	античности и	2	1
978	самое сердце	1	1
979	но ему	1	1
980	представления о	7	1
981	не изображается	1	1
982	выходит из	2	1
983	уже у	1	1
984	в каких	1	1
985	еще одного	2	1
986	этому миру	1	1
987	огонь а	1	1
988	миф о	6	1
989	не всегда	9	1
990	сохранились но	1	1
991	в руках	1	1
992	поэтому мы	1	1
993	это же	4	1
994	в риме	1	1
995	и стали	2	1
996	увидим что	3	1
997	представлением о	5	1
998	людей то	1	1
999	же эта	1	1
1000	он попадает	1	1
1001	вне связи	1	1
1002	превращается в	10	1
1003	и богам	1	1
1004	и сюжет	1	1
1005	дошли до	1	1
1006	его по	2	1
1007	начинают приобретать	1	1
1008	феодальный строй	1	1
1009	себе в	3	1
1010	видно что	1	1
1011	за тридевять	5	1
1012	процессе развития	1	1
1013	они дают	2	1
1014	пор говорили	1	1
1015	отец его	1	1
1016	и три	3	1
1017	на одну	1	1
1018	греции и	1	1
1019	также служит	1	1
1020	на море	1	1
1021	где-то за	1	1
1022	совершенно ясна	1	1
1023	его изнутри	2	1
1024	его функции	1	1
1025	позволит нам	1	1
1026	своего народа	1	1
1027	в обрядах	5	1
1028	ключ к	1	1
1029	тех случаях	1	1
1030	мирового фольклора	1	1
1031	для проявления	1	1
1032	ее как	1	1
1033	как правило	2	1
1034	в уже	1	1
1035	он принял	1	1
1036	следующим образом	1	1
1037	третий день	1	1
1038	испустил из	1	1
1039	на него	10	1
1040	почти нет	1	1
1041	и боги	1	1
1042	мужчин или	1	1
1043	в непосредственной	1	1
1044	корова и	1	1
1045	на берег	3	1
1046	все виды	1	1
1047	день на	1	1
1048	тем это	2	1
1049	в особой	1	1
1050	есть человек	1	1
1051	к этим	3	1
1052	для более	2	1
1053	так у	4	1
1054	не просто	1	1
1055	что ели	1	1
1056	по которым	2	1
1057	едва ли	1	1
1058	из желудка	1	1
1059	ей и	1	1
1060	лучше будет	1	1
1061	и представляет	1	1
1062	во вторую	1	1
1063	она имеет	2	1
1064	и обряды	1	1
1065	комплекс в	1	1
1066	не за	1	1
1067	из головы	1	1
1068	говорит о	4	1
1069	которым человек	1	1
1070	есть этот	1	1
1071	см гл	4	1
1072	мяса и	1	1
1073	от его	1	1
1074	своему содержанию	1	1
1075	на том	5	1
1076	есть одно	2	1
1077	такого рода	2	1
1078	она в	2	1
1079	же каким	1	1
1080	в состоянии	1	1
1081	мы знаем	12	1
1082	нет места	1	1
1083	основные этапы	1	1
1084	и основной	1	1
1085	объясняется тем	1	1
1086	за эту	1	1
1087	даже такие	1	1
1088	меня вместо	1	1
1089	и свой	1	1
1090	нем и	3	1
1091	центра тяжести	2	1
1092	перестала быть	1	1
1093	и силой	1	1
1094	ступенях общественного	1	1
1095	тем не	6	1
1096	аналогии с	1	1
1097	в стадии	1	1
1098	в тот	1	1
1099	всех приведенных	1	1
1100	они в	1	1
1101	всегда является	1	1
1102	его желудок	1	1
1103	это слово	1	1
1104	ко мне	1	1
1105	в страну	2	1
1106	наше внимание	1	1
1107	не путем	1	1
1108	не под	1	1
1109	процесс этот	2	1
1110	в самые	1	1
1111	говорит он	2	1
1112	как же	1	1
1113	является и	4	1
1114	а за	1	1
1115	ни от	1	1
1116	человек а	1	1
1117	полной ясностью	1	1
1118	это мы	3	1
1119	одним из	4	1
1120	более поздние	1	1
1121	все наше	1	1
1122	как новый	2	1
1123	или иная	1	1
1124	так много	2	1
1125	смысле и	1	1
1126	как говорит	3	1
1127	в изображении	1	1
1128	эти три	1	1
1129	плоды земли	3	1
1130	так на	1	1
1131	четыре раза	1	1
1132	во главе	1	1
1133	их происхождение	1	1
1134	вообще есть	1	1
1135	должно было	3	1
1136	и смертью	1	1
1137	критический момент	1	1
1138	и вызывает	1	1
1139	девушке и	1	1
1140	в греческих	1	1
1141	по своим	1	1
1142	по девушке	1	1
1143	что как	1	1
1144	же существо	1	1
1145	мы проследим	2	1
1146	город и	1	1
1147	в русской	8	1
1148	следующий день	2	1
1149	с новой	1	1
1150	быть объяснена	1	1
1151	земель за	1	1
1152	его сюда	1	1
1153	же все	1	1
1154	вошел в	2	1
1155	от себя	2	1
1156	не то	1	1
1157	которые или	1	1
1158	он дал	1	1
1159	они же	2	1
1160	в целях	3	1
1161	что происходит	1	1
1162	тебя не	1	1
1163	дочери в	1	1
1164	частности от	1	1
1165	и одним	1	1
1166	все остальные	1	1
1167	землю и	2	1
1168	он нашел	1	1
1169	не дает	2	1
1170	и сказал	2	1
1171	для наших	1	1
1172	мотива но	1	1
1173	между тем	1	1
1174	жизнь людей	1	1
1175	тот момент	1	1
1176	уже к	1	1
1177	он находится	1	1
1178	еще совершенно	2	1
1179	так называемые	1	1
1180	в случае	1	1
1181	наши задачи	1	1
1182	из ряда	1	1
1183	и тем	7	1
1184	земле а	1	1
1185	бы они	1	1
1186	не будет	1	1
1187	оказывается в	1	1
1188	он также	1	1
1189	но зато	1	1
1190	всех других	1	1
1191	все те	1	1
1192	из него	3	1
1193	и что	13	1
1194	вспомним что	2	1
1195	имеет отношение	2	1
1196	и сюжетов	1	1
1197	к ее	1	1
1198	важно не	2	1
1199	к большой	1	1
1200	бы уже	1	1
1201	доходит до	1	1
1202	также не	2	1
1203	он связан	1	1
1204	проникнуть в	1	1
1205	магический характер	2	1
1206	несколько иначе	1	1
1207	он приобретает	2	1
1208	в нее	7	1
1209	и братья	1	1
1210	не оставляют	1	1
1211	я увидел	1	1
1212	в иных	1	1
1213	и выше	1	1
1214	основаны на	1	1
1215	можно бы	5	1
1216	в загробном	2	1
1217	ни одной	1	1
1218	превратилась в	1	1
1219	не говорится	2	1
1220	он в	3	1
1221	алкесте еврипида	1	1
1222	к образу	2	1
1223	однако в	2	1
1224	ноги и	1	1
1225	он встречается	1	1
1226	особенно ясно	2	1
1227	строится на	2	1
1228	по другим	1	1
1229	иногда в	3	1
1230	процесс его	1	1
1231	он сказал	1	1
1232	все рассмотренные	1	1
1233	материала в	1	1
1234	в доме	3	1
1235	что может	1	1
1236	одновременно в	1	1
1237	его вместе	1	1
1238	даже если	2	1
1239	же случай	1	1
1240	с которым	3	1
1241	здесь ясно	1	1
1242	помощи которой	2	1
1243	ей не	1	1
1244	тесно связан	1	1
1245	особое внимание	1	1
1246	те кто	1	1
1247	время он	1	1
1248	момент который	1	1
1249	как путем	1	1
1250	в потустороннем	1	1
1251	в различные	1	1
1252	не ограничиваются	1	1
1253	в пропасть	1	1
1254	речи о	1	1
1255	независимо от	1	1
1256	в глубину	1	1
1257	должны будем	1	1
1258	центральное место	1	1
1259	на камне	1	1
1260	герой не	3	1
1261	и никому	1	1
1262	встречается и	2	1
1263	каждого из	1	1
1264	следует за	2	1
1265	картину борьбы	1	1
1266	до его	2	1
1267	коня в	1	1
1268	него это	1	1
1269	мы до	2	1
1270	в развитии	2	1
1271	xvi века	1	1
1272	правда этот	1	1
1273	после боя	4	1
1274	вопросом о	1	1
1275	своего рода	1	1
1276	были бы	1	1
1277	не ту	1	1
1278	с магическим	1	1
1279	с полной	1	1
1280	и способность	2	1
1281	представляет себе	1	1
1282	и стало	1	1
1283	попадают на	1	1
1284	в сказках	5	1
1285	вступить в	1	1
1286	к другим	1	1
1287	этого мотива	9	1
1288	и конечно	1	1
1289	вне себя	1	1
1290	можно видеть	1	1
1291	тесно связана	1	1
1292	знакомых нам	1	1
1293	известно что	3	1
1294	я видел	1	1
1295	и солнце	1	1
1296	почти не	1	1
1297	теснейшим образом	1	1
1298	обрядах и	2	1
1299	образа и	1	1
1300	с миром	2	1
1301	на те	1	1
1302	и движения	1	1
1303	переносится в	2	1
1304	магические формулы	1	1
1305	уже знаем	1	1
1306	что это	8	1
1307	до некоторой	1	1
1308	и из	3	1
1309	в наиболее	1	1
1310	он что	1	1
1311	основные группы	1	1
1312	никак не	1	1
