N	3gram	Tiupa_Anal	FransuaR
347	в широком смысле	2	1
348	внешней и внутренней	1	1
349	или хотя бы	1	1
350	на тех же	1	1
351	аспекта одного и	1	1
352	между тем в	1	1
353	в том и	2	1
354	лишь в тех	1	1
355	по аналогии с	1	1
356	и ничему не	1	1
357	через край и	1	1
358	того или иного	3	1
359	в центре событий	1	1
360	так как если	1	1
361	к тому или	1	1
362	языка и в	1	1
363	стороны одной и	1	1
364	таит в себе	2	1
365	на то что	2	1
366	в этой части	1	1
367	а скорее в	1	1
368	как может показаться	1	1
369	может быть ни	1	1
370	же основаниях как	1	1
371	наконец в качестве	1	1
372	что же касается	1	1
373	в этой борьбе	1	1
374	в частности он	1	1
375	не в состоянии	1	1
376	целого в этом	1	1
377	жизни но и	1	1
378	то есть вне	1	1
379	том же году	1	1
380	же точно и	1	1
381	которые при этом	1	1
382	ему и не	1	1
383	в отношении к	1	1
384	времени и в	1	1
385	но никто не	1	1
386	в несколько ином	1	1
387	аналогичное но в	1	1
388	говорить не приходится	1	1
389	но и все	1	1
390	хотя и несколько	1	1
391	одно и то	2	1
392	дело только с	1	1
393	и то же	2	1
394	именно здесь в	1	1
395	следует говорить в	1	1
396	в глубине души	1	1
397	речь идет о	1	1
398	всего может быть	1	1
399	то есть его	1	1
400	в xx веке	1	1
401	пространственных и временных	1	1
402	в споре о	1	1
403	и при этом	1	1
404	же время оно	1	1
405	и т.д в	2	1
406	тех случаях когда	1	1
407	что в качестве	1	1
408	что одно и	1	1
409	на первый взгляд	1	1
410	при встрече с	3	1
411	в этом контексте	2	1
412	эпизодах и в	1	1
413	между прочим и	1	1
414	отличающая его от	1	1
