N	3gram	Bakhtin_Fr	DiskursI
93	в применении к	3	1
94	звено в цепи	1	1
95	по сравнению с	2	1
96	о чем мы	2	1
97	в себя и	1	1
98	во всех его	3	1
99	но и на	2	1
100	в xix веке	2	1
101	то или иное	1	1
102	но исключительно в	1	1
103	и низа и	1	1
104	так например в	1	1
105	в самом деле	1	1
106	это приводит к	1	1
107	для того чтобы	2	1
108	дошли до нас	1	1
109	большую или меньшую	1	1
110	с ним в	1	1
111	все это по	1	1
112	о которых можно	1	1
113	некоторые из них	1	1
114	друг от друга	1	1
115	не стремится к	1	1
116	с целым рядом	1	1
117	в строгом смысле	1	1
118	умения отрешиться от	1	1
119	особое отношение к	1	1
120	так и с	1	1
121	до сих пор	7	1
122	своего значения и	1	1
123	значение в истории	1	1
124	в отношении к	1	1
125	на ранних этапах	1	1
126	но прежде всего	3	1
127	не претендуя на	1	1
128	одно из существенных	1	1
129	и далеко не	1	1
130	тех или иных	1	1
131	точкой зрения на	1	1
132	илиада и одиссея	1	1
133	в пределах одной	2	1
134	даже и в	4	1
135	но также и	1	1
136	мог быть только	1	1
137	не только на	1	1
138	они принадлежат к	1	1
139	хотя и без	1	1
140	как раз и	2	1
141	в связи с	1	1
142	и т.п в	2	1
143	смерти и возрождения	2	1
144	вовсе не является	3	1
145	то есть без	1	1
146	но все же	3	1
147	в другом месте	2	1
148	в нем нет	1	1
149	то есть по	1	1
150	один из наиболее	1	1
151	или во всяком	1	1
152	имея в виду	1	1
153	но это не	1	1
154	говорит об этом	1	1
155	еще и в	1	1
156	ни для кого	1	1
157	прежде всего на	3	1
158	но одновременно и	1	1
159	и эти жанры	1	1
160	не определяет и	1	1
161	прежде всего как	1	1
162	и не к	1	1
163	во второй половине	2	1
164	или меньшей степени	7	1
165	как своего рода	1	1
166	лишь в тех	1	1
167	углубить наше понимание	1	1
168	к тому или	1	1
169	в основе этих	1	1
170	чистом так сказать	1	1
171	на то что	1	1
172	отношению к миру	1	1
173	он направлен на	2	1
174	не только от	1	1
175	к однозначности и	1	1
176	в это время	2	1
177	нового времени но	1	1
178	в себе и	2	1
179	в целом ряде	2	1
180	там же с	2	1
181	от всего что	1	1
182	и в них	1	1
183	жизни но и	1	1
184	в последующие века	3	1
185	можно даже сказать	1	1
186	то есть с	1	1
187	верха и низа	3	1
188	определяет и не	1	1
189	только таким путем	1	1
190	в известном смысле	1	1
191	и до настоящего	1	1
192	о чем свидетельствует	1	1
193	в большей или	7	1
194	в тех или	1	1
195	человека с его	1	1
196	не может стать	1	1
197	можно сопоставить с	1	1
198	на самом деле	2	1
199	они ничего не	1	1
200	в этом утверждении	1	1
201	в нем слышатся	1	1
202	роль в этом	1	1
203	одной стороны он	1	1
204	это и не	1	1
205	однако и в	1	1
206	только потому что	1	1
207	при всей их	2	1
208	так и его	2	1
209	во всех этих	2	1
210	и все остальные	1	1
211	то есть его	1	1
212	именно в том	1	1
213	или иных отношениях	1	1
214	том что он	1	1
215	и с их	1	1
216	в нем только	3	1
217	не могут быть	2	1
218	в xvii веке	6	1
219	выходит за пределы	4	1
220	в сущности только	1	1
221	жизни и смерти	6	1
222	между тем в	1	1
223	это не просто	1	1
224	до наших дней	1	1
225	и др на	1	1
226	и не знает	1	1
227	как бы в	1	1
228	в предисловии к	1	1
229	он описывает в	1	1
230	во всех областях	1	1
231	и в большинстве	1	1
232	нет и не	1	1
233	это в значительной	1	1
234	может быть названо	1	1
235	громадное значение в	1	1
