N	2gram	Nazirov_Tr	Formalny
448	во взглядах	1	1
449	из самых	2	1
450	эффект и	1	1
451	ведет к	1	1
452	деятельность не	1	1
453	самой действительности	1	1
454	приходит в	1	1
455	что без	1	1
456	и вместе	1	1
457	оказалось что	1	1
458	всю эту	1	1
459	стремление к	1	1
460	сводится только	1	1
461	ними как	1	1
462	когда в	1	1
463	у достоевского	5	1
464	жизни на	1	1
465	отца и	2	1
466	только что	1	1
467	но мы	1	1
468	это очень	5	1
469	и образ	1	1
470	бы сказали	1	1
471	понятно что	1	1
472	и дело	1	1
473	и который	1	1
474	силы и	1	1
475	удалось создать	1	1
476	замысел романа	1	1
477	сохраняет свое	1	1
478	вот почему	1	1
479	времени в	2	1
480	к своей	1	1
481	оно начинает	1	1
482	этой связи	1	1
483	если так	1	1
484	едина и	1	1
485	а между	1	1
486	душу и	1	1
487	не вполне	1	1
488	и еще	1	1
489	но этот	1	1
490	сам указывает	1	1
491	дистанция между	1	1
492	наряду с	1	1
493	первостепенное значение	1	1
494	тогда от	1	1
495	что все	2	1
496	входят в	1	1
497	он использовал	1	1
498	исходит из	1	1
499	л н	1	1
500	ее не	1	1
501	по поводу	2	1
502	для отрицания	1	1
503	не мог	2	1
504	ее своей	1	1
505	теме в	1	1
506	как будто	3	1
507	создается впечатление	2	1
508	сделанное им	1	1
509	самостоятельное значение	1	1
510	оставаться за	1	1
511	по природе	1	1
512	первого же	2	1
513	а затем	1	1
514	относятся не	1	1
515	объясняется тем	1	1
516	в недрах	1	1
517	по мнению	2	1
518	xix века	1	1
519	характер события	1	1
520	у него	6	1
521	бессмысленной и	1	1
522	которые так	1	1
523	героя с	1	1
524	что под	1	1
525	на себя	1	1
526	оправдать этого	1	1
527	я и	1	1
528	встречается в	1	1
529	черты не	1	1
530	рядом с	1	1
531	труда в	1	1
532	борьба двух	1	1
533	о себе	1	1
534	к речи	1	1
535	в пьесе	1	1
536	разрушения и	1	1
537	что даже	1	1
538	за этими	1	1
539	романе это	1	1
540	к роману	1	1
541	в и	1	1
542	дистанции между	1	1
543	так обстоит	1	1
544	в быту	1	1
545	он стал	1	1
546	это по	1	1
547	идет в	1	1
548	и хотя	1	1
549	большое значение	1	1
550	достоевский и	1	1
551	по своей	1	1
552	это может	1	1
553	говорили что	1	1
554	не раз	1	1
555	того кто	1	1
556	литературных штампов	1	1
557	о его	2	1
558	обратимся к	1	1
559	роль играет	1	1
560	соединена с	1	1
561	развития в	1	1
562	романа не	1	1
563	не выдерживает	1	1
564	своего рода	3	1
565	в кругу	1	1
566	утверждать что	1	1
567	на деле	1	1
568	не скажет	1	1
569	а теперь	1	1
570	опирается на	1	1
571	известно что	1	1
572	им как	1	1
573	которой не	1	1
574	вот его	1	1
575	сколько угодно	1	1
576	думается нам	1	1
577	но главная	1	1
578	когда его	1	1
579	позиции в	1	1
580	него нет	1	1
581	чтобы установить	1	1
582	вопросу об	1	1
583	быть понят	1	1
584	из тех	1	1
585	который сам	1	1
586	не знал	1	1
587	с такими	1	1
588	состоит из	2	1
589	отнесены к	1	1
590	если можно	1	1
591	сравнению с	1	1
592	знает что	2	1
593	люди но	1	1
594	он противопоставляет	1	1
595	ориентация на	1	1
596	который он	1	1
597	в становлении	1	1
598	таком виде	1	1
599	по сравнению	1	1
600	быть не	1	1
601	вызывает в	1	1
602	в понятие	1	1
603	не понимает	1	1
604	камень и	1	1
605	очень хорошо	1	1
606	чтобы она	1	1
607	друга и	1	1
608	он есть	1	1
609	издеваясь над	1	1
610	тогда как	1	1
611	в обоих	1	1
612	тургеневского романа	1	1
613	класса но	1	1
614	это же	1	1
615	речи в	1	1
616	мог бы	3	1
617	самой природе	1	1
618	из первых	1	1
619	в образе	6	1
620	слова он	1	1
621	гораздо больше	1	1
622	давно пора	1	1
623	романа или	1	1
624	подчеркнуть что	1	1
625	ее содержание	1	1
626	теперь уже	1	1
627	идей и	1	1
628	только о	2	1
629	обратиться к	1	1
630	вместе со	2	1
631	проникает в	1	1
632	проблемы проблемы	1	1
633	с представителями	1	1
634	того как	1	1
635	из предшествующего	1	1
636	а это	1	1
637	роль его	1	1
638	в жизнь	1	1
639	что с	3	1
640	и всегда	1	1
641	время о	1	1
642	его перед	1	1
643	ведь с	1	1
644	людьми он	1	1
645	превратиться в	1	1
646	буржуазии в	1	1
647	характерна и	1	1
648	л п	1	1
649	борьбу с	1	1
650	этого не	1	1
651	а также	1	1
652	за этим	1	1
653	при которой	1	1
654	совершенно в	1	1
655	событий с	1	1
656	завершения в	1	1
657	так часто	1	1
658	есть в	1	1
659	это происходит	1	1
660	так нельзя	1	1
661	полноте и	1	1
662	критики в	1	1
663	это наслаждение	2	1
664	уже чисто	1	1
665	но особенно	2	1
666	об этом	4	1
667	на них	1	1
668	тем чем	1	1
669	перескочить через	1	1
670	всего необходимо	1	1
671	за то	1	1
672	возвращается к	1	1
673	как же	2	1
674	и ко	1	1
675	связь и	1	1
676	а из	1	1
677	что нужно	1	1
678	мы узнаем	1	1
679	характерный для	1	1
680	и такую	1	1
681	есть и	1	1
682	говорит роман	1	1
683	факт что	1	1
684	действительности от	1	1
685	человека с	1	1
686	вывод этот	1	1
687	полагал что	1	1
688	последнее слово	1	1
689	могло быть	1	1
690	в книге	1	1
691	так можно	1	1
692	другой факт	1	1
693	мы бы	1	1
694	она находит	1	1
695	с литературными	1	1
696	и развить	1	1
697	является необходимой	1	1
698	право на	1	1
699	о своих	1	1
700	за свои	1	1
701	и новые	1	1
702	социального типа	1	1
703	он пытался	1	1
704	не удалось	1	1
705	уже сознательно	1	1
706	три года	1	1
